NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;0;41;0;0;5;0;0;0;8;2;0;0;0;0;0;0;20;0;0;1;0;0;2;60;0;0;0;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
3;0;28;0;0;15;0;0;0;2;3;0;0;0;0;0;0;47;0;0;1;0;0;1;87;1;4;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;0;0;3;3;0
0;0;7;0;1;21;0;0;0;0;0;0;0;0;0;0;0;95;0;0;6;0;0;2;4;0;0;0;5;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;20;0;0;0;0;0;1;1;0;0;0;0;0;2;11;0
0;0;0;0;4;60;0;0;0;0;0;0;0;0;0;0;0;65;0;0;2;0;0;0;11;0;0;0;8;0;0;0;0;0;0;0;43;0;0;0;0;1;0;0;10;0;0;0;2;0;0;0;0;0;0;0;0;1;4;0
0;0;0;0;11;110;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;6;0;0;44;0;0;0;0;1;0;0;76;0;0;1;0;0;1;0;0;1;0;0;1;1;3;5;0;0;0;0;0;0;0;1
0;0;2;0;10;94;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;3;0;0;20;0;0;0;0;1;0;0;73;0;0;0;0;0;5;0;0;0;0;0;0;2;3;3;0;0;0;0;0;0;0;1
0;0;0;0;4;100;0;0;0;0;0;0;0;0;0;1;1;0;0;0;10;0;0;0;1;8;0;0;20;0;0;0;0;0;0;0;80;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0
0;0;0;0;13;155;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;6;0;0;34;0;0;0;0;0;0;0;80;0;0;0;0;0;1;0;0;0;2;0;1;0;1;2;0;0;0;0;0;0;0;0
0;0;0;0;13;131;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;6;0;1;22;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;2;0;0;0;0;5;3;0;0;0;0;0;0;0;2
0;0;0;0;8;112;0;0;0;1;0;0;0;0;0;1;1;0;0;0;4;0;0;0;0;10;0;0;35;0;2;0;0;1;0;0;30;0;0;0;0;4;0;0;0;1;0;0;1;0;2;7;0;0;0;0;0;0;0;2
0;0;0;0;11;150;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;1;0;0;0;13;0;0;30;0;0;0;0;3;0;0;45;0;0;0;0;1;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;2
0;0;0;0;8;150;0;0;0;0;0;0;0;1;0;3;0;0;0;0;2;0;0;0;0;6;0;1;44;0;0;0;0;1;0;0;35;0;0;0;0;5;0;0;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;1
0;0;0;0;10;150;0;0;0;0;0;0;0;1;0;1;0;0;0;0;6;0;0;0;0;7;0;1;37;0;0;0;0;2;0;0;30;0;0;0;0;0;0;0;1;0;0;0;0;0;7;6;0;0;0;0;0;0;0;4
0;0;0;0;7;120;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;8;0;0;50;0;0;1;0;0;0;0;10;0;0;0;0;3;0;0;0;0;0;0;0;2;1;8;0;0;0;0;0;0;0;1
0;0;0;0;15;120;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;0;0;0;0;6;0;0;43;0;1;0;0;0;0;0;17;1;0;0;0;10;1;0;0;1;0;0;0;2;2;5;0;0;0;0;1;0;0;0
0;0;0;0;17;91;0;0;0;0;0;1;0;0;1;2;0;0;0;0;6;0;0;0;0;1;0;0;36;0;0;0;0;4;0;0;25;0;0;1;0;10;0;0;2;0;0;0;1;0;5;6;0;0;0;0;1;0;1;1
0;0;0;0;15;86;0;0;0;0;0;0;0;1;0;1;1;0;1;1;2;0;0;0;0;5;0;1;50;0;1;0;0;5;0;0;11;0;0;0;0;2;0;0;0;0;0;0;1;2;4;6;0;0;0;0;2;0;0;3
0;0;0;0;16;70;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;1;0;1;0;1;0;0;51;0;1;1;0;4;0;0;6;2;0;1;0;2;0;0;0;0;0;0;3;1;2;5;0;0;0;0;4;0;0;0
0;0;0;0;10;54;0;0;0;0;0;0;0;0;1;4;1;0;0;0;4;0;0;0;0;1;0;0;62;0;0;0;0;13;0;0;5;0;0;1;0;2;0;0;1;1;0;0;0;1;1;10;0;0;0;0;1;0;0;0
0;0;0;0;15;46;0;0;0;0;0;1;0;1;0;1;1;0;0;0;3;1;0;0;0;0;0;0;65;0;1;0;0;5;0;0;5;0;0;0;0;1;0;0;0;1;0;0;1;0;2;9;0;0;0;0;1;0;0;0
0;0;0;0;14;72;0;0;0;0;0;0;0;1;1;3;1;0;0;0;6;0;0;0;0;1;0;0;77;0;1;0;0;6;0;0;7;1;0;0;0;2;0;0;0;0;0;0;0;1;2;3;1;0;0;0;1;0;0;0
