Abies;Acer campestre-type;Alnus;Apiaceae;Armeria-type;Artemisia;Asteraceae;Betula;Brassicaceae;Buxus;Campanulaceae;Carpinus;Caryophyllaceae (periporate excl. Paronychioideae);Centaurea;Chenopodiaceae/Amaranthaceae;Callina vulgaris;Corylus;Cyperaceae;Euhedra distachya-type;Ericaceae;Euphorbiaceae;Fagus;Filipendula;Fraxinus;Hedera;Helianthemum;Hippophae rhamnoides;Ilex;Juniperus;Picea;Pinus;Plantaginaceae;Poaceae;Polygonum;Populus;Quercus;Ranunculus acris-type;Rosaceae;Rubiaceae;Rumex;Salix;Saxifragaceae;Taxus;Thalictrum;Tilia;Trifolium-type;Ulmus;Varia
0;0;0,037;0,03;0;0,003;0;0,235;0,003;0;0,003;0;0;0;0;0;0,114;0,039;0;0,017;0;0,013;0;0,05;0;0;0,003;0;0,027;0,008;0,007;0;0,034;0;0;0,306;0;0,01;0;0;0;0;0;0,003;0,017;0;0,057;0,01
0;0,013;0,044;0,025;0;0;0;0,314;0;0;0;0;0;0;0;0;0,082;0,031;0,01;0,013;0;0,006;0;0,054;0;0,003;0;0;0,029;0,041;0,027;0;0,038;0;0;0,209;0;0,006;0;0,006;0;0;0;0;0,019;0;0,048;0,006
0;0;0,027;0,021;0;0;0;0,249;0;0;0,003;0,003;0;0;0;0;0,13;0,053;0;0,009;0;0,006;0;0,08;0;0;0;0;0,021;0,041;0,013;0;0,077;0;0;0,151;0,003;0,047;0;0,003;0;0;0;0;0,024;0,003;0,077;0
0,005;0,003;0,094;0;0;0,003;0;0,185;0;0;0;0,003;0,003;0;0;0;0,172;0,01;0,003;0,01;0;0,057;0;0,054;0;0;0;0;0;0,032;0,034;0;0,02;0;0;0,195;0;0,003;0;0;0;0;0;0;0,044;0;0,074;0
0,003;0,006;0,093;0;0;0,003;0;0,212;0;0;0;0,006;0;0;0;0;0,135;0,031;0;0,022;0;0,061;0;0,054;0;0;0;0;0;0,024;0,037;0;0,035;0;0;0,234;0;0,006;0;0,003;0;0;0;0;0,019;0;0,042;0,003
0;0,007;0,072;0;0;0,003;0;0,131;0;0;0;0,003;0;0;0;0;0,18;0,013;0;0,033;0;0,079;0;0,056;0;0,003;0;0;0;0,041;0,056;0;0,029;0;0;0,226;0;0;0;0,003;0,003;0;0;0;0,039;0;0,036;0,003
0;0,006;0,087;0,003;0;0,003;0;0,232;0;0;0,003;0,006;0;0;0;0;0,203;0,061;0;0,01;0;0,032;0;0,013;0;0;0;0;0;0,023;0,029;0;0,029;0;0;0,216;0;0,003;0;0,006;0;0;0;0;0,016;0;0,071;0,003
0,003;0,007;0,045;0,007;0;0,007;0;0,12;0;0;0;0;0;0;0;0;0,14;0,082;0;0,003;0;0,072;0;0,045;0;0,003;0;0;0;0,048;0,089;0;0,021;0;0;0,26;0;0,003;0;0;0,003;0;0;0,003;0,038;0;0,082;0,009
0;0,003;0,066;0;0;0,003;0;0,163;0;0;0;0,003;0;0;0;0;0,142;0,037;0;0;0;0,083;0;0,045;0,003;0;0;0;0;0,047;0,049;0;0,021;0;0;0,218;0;0,007;0;0;0;0;0;0;0,035;0;0,111;0,01
0,004;0,004;0,082;0;0;0;0;0,154;0;0;0;0;0;0;0;0;0,183;0,073;0;0;0;0,025;0;0,025;0;0;0;0;0;0,045;0,077;0;0,022;0;0,004;0,283;0,004;0;0;0,004;0;0;0;0;0,032;0;0,043;0,003
0;0;0,06;0,003;0;0;0;0,235;0;0;0;0;0;0;0;0;0,184;0,042;0;0,074;0;0,037;0;0,02;0;0;0;0;0;0,008;0,02;0;0,023;0,003;0;0,218;0,003;0;0;0,003;0;0;0;0;0,023;0;0,08;0
0,006;0,003;0,056;0,003;0;0,006;0;0,204;0;0;0,006;0;0;0;0;0;0,188;0,075;0;0,008;0;0,045;0;0,056;0;0;0;0;0;0,011;0,034;0;0,025;0;0;0,213;0;0;0;0,008;0;0;0;0;0,022;0;0,101;0
0,006;0,003;0,036;0,006;0;0,003;0;0,152;0;0;0;0,006;0;0;0;0;0,158;0,075;0;0,006;0;0,026;0;0,039;0;0;0;0;0,006;0,037;0,039;0;0,048;0;0;0,278;0;0,003;0;0,003;0;0;0;0;0,032;0;0,107;0
0;0;0,055;0;0;0,003;0;0,213;0;0;0,031;0;0;0;0;0;0,106;0,058;0;0,014;0;0,041;0;0,055;0;0;0;0;0,003;0,007;0,012;0;0,007;0;0;0,309;0;0;0,003;0,017;0;0;0;0;0,031;0;0,072;0,01
0;0;0,062;0;0;0;0,003;0,224;0;0;0,003;0;0;0;0;0;0,189;0,058;0;0,01;0;0,016;0;0,036;0;0;0;0;0,003;0,002;0,033;0;0,029;0;0;0,293;0,003;0,003;0;0;0;0;0;0;0,01;0;0,072;0,006
0;0,006;0,088;0,006;0;0,01;0,003;0,185;0;0;0;0,006;0,003;0;0;0;0,078;0,055;0,003;0,016;0;0,003;0;0,084;0;0;0,003;0;0;0,018;0,034;0;0,075;0;0;0,185;0;0,013;0,003;0,013;0;0;0;0;0,039;0;0,104;0,03
0;0;0,045;0,023;0;0,006;0;0,277;0;0;0;0,003;0;0;0;0;0,097;0,04;0,003;0,023;0;0,013;0,003;0,052;0;0;0;0;0,006;0,008;0,021;0;0,026;0;0;0,245;0;0,016;0;0,003;0,006;0;0;0;0,055;0;0,061;0,003
0,004;0;0,061;0,014;0;0;0;0,254;0;0;0;0;0;0;0;0;0,097;0,076;0;0,004;0;0,007;0,007;0,079;0;0;0;0;0,029;0,025;0,034;0;0,039;0;0;0,233;0;0,018;0;0;0;0;0;0,004;0,007;0;0,082;0,007
0;0;0,044;0,029;0;0;0;0,375;0;0;0;0,008;0;0;0;0;0,156;0,066;0;0,008;0;0,005;0,005;0,026;0;0;0;0;0,021;0,013;0,014;0;0,057;0;0;0,146;0;0,013;0;0;0;0;0;0;0,003;0;0,075;0,005
0,003;0,003;0,047;0,018;0;0;0;0,176;0;0;0;0,006;0;0;0;0;0,188;0,091;0;0,026;0;0,003;0;0,047;0,006;0;0,003;0;0,015;0,025;0,047;0;0,053;0;0;0,2;0;0,009;0;0,003;0;0;0;0;0,018;0;0,103;0,008
0;0;0,055;0,009;0;0,003;0;0,277;0;0;0,003;0,003;0;0;0;0;0,132;0,085;0;0,022;0;0,006;0,015;0,046;0;0;0;0;0,009;0,008;0,029;0;0,049;0;0;0,175;0;0,012;0;0;0;0;0;0;0,018;0;0,123;0,011
0;0,018;0,062;0,015;0;0,004;0;0,219;0,004;0;0;0,004;0;0;0;0;0,113;0,144;0;0;0;0;0,007;0,036;0;0,004;0,004;0;0;0,013;0,044;0;0,091;0;0;0,182;0,025;0,026;0;0,004;0;0;0;0;0,036;0;0,08;0,032
0;0;0,072;0,016;0;0;0;0,293;0;0;0;0;0;0;0;0;0,145;0,109;0;0;0;0;0,003;0,026;0;0;0;0;0,003;0,035;0,03;0;0,069;0;0;0,171;0,007;0,02;0;0;0;0;0;0;0,02;0;0,092;0,006
0,005;0,003;0,069;0,028;0;0,003;0;0,239;0;0;0;0;0;0;0;0;0,118;0,043;0;0,003;0;0,042;0;0,035;0,003;0;0;0;0;0,017;0,076;0;0,021;0;0;0,256;0;0,017;0;0;0;0;0;0;0,007;0;0,045;0,01
0,005;0,003;0,077;0,03;0;0;0;0,281;0;0;0,003;0;0;0;0;0;0,147;0,063;0;0,007;0;0,023;0,003;0,047;0;0;0;0;0;0,04;0,044;0;0,023;0;0;0,161;0;0,017;0,003;0;0;0;0;0;0,037;0;0,037;0,015
0,005;0,004;0,032;0,032;0;0,007;0;0,272;0;0;0;0;0;0;0;0;0,208;0,097;0;0,004;0;0,018;0;0,022;0;0;0;0;0;0,009;0,086;0;0,029;0,004;0;0,151;0;0,014;0;0,004;0;0;0;0;0,022;0;0,075;0
0;0,004;0,011;0,025;0;0,007;0;0,317;0;0;0;0,011;0;0;0;0;0,227;0,168;0;0;0;0;0;0,011;0;0;0;0;0;0;0,11;0;0,054;0;0;0,097;0;0,036;0;0;0,014;0;0;0;0,007;0;0,061;0,006
0;0,004;0,015;0,041;0;0,015;0;0,258;0,004;0;0,004;0;0;0;0;0;0,266;0,188;0;0;0;0;0;0;0;0;0;0;0,004;0;0,161;0;0,034;0;0;0,052;0;0,071;0,007;0,007;0,019;0;0;0;0,011;0;0,022;0,006
0;0;0,01;0,034;0;0,005;0;0,093;0;0;0;0;0;0;0;0;0,123;0,346;0;0;0;0;0,025;0;0;0;0;0;0,059;0;0,333;0;0,157;0;0;0,025;0,005;0,015;0,049;0;0;0;0;0,01;0;0;0,015;0
0;0;0,01;0,01;0;0,005;0;0,233;0;0;0;0;0;0;0;0;0,124;0,401;0;0;0;0;0;0,005;0;0;0;0;0,057;0;0,368;0;0,047;0;0;0,016;0,005;0,016;0,01;0;0,016;0;0;0,005;0,005;0;0,052;0,006
0;0;0,012;0,012;0;0;0;0,269;0;0;0;0;0;0;0;0;0,219;0,314;0;0;0;0;0,004;0;0,004;0;0;0;0;0;0,339;0,004;0,021;0;0;0,037;0;0,004;0,004;0,004;0,017;0;0;0;0,004;0;0,029;0,011
0;0;0,021;0,007;0;0;0;0,189;0,007;0;0;0,007;0;0;0;0;0,164;0,094;0;0;0;0;0,032;0;0,004;0;0;0;0;0;0,452;0;0,036;0,004;0;0,011;0;0,032;0;0,004;0;0;0;0;0;0;0,004;0,006
0;0;0,014;0;0;0;0;0,278;0;0;0;0;0;0;0;0;0,149;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0,48;0;0,039;0,007;0;0,007;0;0,004;0;0;0,011;0;0;0;0;0;0,004;0
0;0;0;0;0;0;0;0,321;0;0;0;0,003;0;0;0;0;0,147;0,097;0;0;0;0;0,013;0;0;0;0;0;0;0;0,426;0;0,03;0;0;0;0,01;0,017;0;0;0,017;0;0;0;0,003;0;0,003;0,006
0;0;0;0,013;0;0,009;0;0,274;0;0;0;0,004;0;0;0;0;0,009;0,285;0;0;0;0;0,004;0;0;0;0;0;0;0,004;0,578;0;0,045;0;0;0;0,004;0,04;0;0;0;0;0;0,004;0;0;0;0,009
0;0;0,004;0,008;0;0,011;0;0,181;0;0;0;0;0;0;0;0;0;0,151;0;0;0;0;0,004;0;0;0;0;0;0;0;0,667;0;0,019;0;0;0;0,004;0,034;0;0,004;0,03;0;0;0,011;0;0;0;0,019
0;0;0;0;0;0,004;0;0,034;0;0;0;0;0;0;0;0;0;0,139;0;0;0;0;0;0;0;0;0;0;0;0;0,929;0;0,034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003
0;0;0;0;0;0,009;0;0,121;0;0;0;0;0,004;0;0,004;0;0;0,355;0;0;0;0;0,004;0;0;0;0,004;0;0;0;0,713;0;0,094;0;0;0;0,009;0,013;0,004;0,004;0,004;0;0;0,004;0;0;0;0,006
0;0;0;0;0;0,004;0;0,087;0,004;0;0;0;0;0;0,004;0;0;0,28;0;0;0;0;0;0;0;0;0;0;0;0;0,805;0;0,08;0;0;0;0;0;0,004;0;0,004;0;0;0,004;0;0;0;0,006
0;0;0;0;0;0;0;0,072;0;0;0;0;0;0;0;0;0;0,173;0;0;0;0;0;0;0;0;0;0;0;0,003;0,826;0;0,079;0;0;0;0,003;0;0;0,003;0,007;0;0;0,007;0;0;0,003;0,003
0;0;0;0,019;0;0,015;0;0,252;0;0;0;0;0,005;0;0,005;0;0;0,35;0,005;0;0;0;0;0;0;0;0;0;0,029;0;0,34;0;0,175;0;0;0;0,005;0,019;0,034;0,01;0,078;0;0;0,005;0;0;0;0,012
0;0;0;0,027;0;0,014;0;0,116;0,088;0;0;0;0,007;0;0,007;0;0;0,507;0;0;0;0;0;0;0;0;0,007;0;0,041;0;0,327;0;0,218;0;0;0;0,039;0;0,041;0,027;0,048;0;0;0,02;0;0;0;0,013
0;0;0;0;0;0,014;0;0,161;0,014;0;0;0;0;0;0,007;0;0;0,558;0;0;0;0;0;0;0;0;0;0;0,028;0;0,389;0;0,33;0;0;0;0;0,007;0;0,014;0,021;0;0;0,007;0;0;0;0
0;0;0;0,012;0;0,012;0;0,188;0,006;0;0;0;0,012;0;0;0;0;0,466;0;0;0;0;0,012;0;0;0;0;0;0,018;0;0,152;0;0,345;0;0;0;0,006;0;0,018;0,012;0,176;0;0;0,012;0;0;0;0,013
0;0;0;0;0;0,035;0;0,278;0,006;0;0;0;0;0;0;0;0;0,433;0;0;0;0;0,006;0;0;0,006;0;0;0,023;0;0,194;0;0,342;0;0,006;0;0,011;0;0;0,012;0,058;0;0;0;0;0;0;0,019
0;0;0;0;0;0,056;0;0,291;0,038;0;0;0;0,028;0;0;0;0;0,741;0;0;0;0;0;0;0;0;0,038;0;0,066;0;0,07;0;0,235;0;0;0;0,045;0;0,019;0,009;0,094;0;0;0,009;0;0;0;0,005
0;0;0;0,039;0;0,097;0;0,194;0,058;0;0;0;0,029;0;0,01;0;0;0,707;0;0,01;0;0;0;0;0;0,019;0,029;0;0,019;0;0,049;0;0,126;0;0;0,019;0;0;0,01;0,019;0,223;0;0;0,01;0;0;0;0,011
0;0;0;0,042;0;0,099;0;0,346;0,031;0;0;0;0;0;0,016;0;0;0,396;0;0,005;0;0;0;0;0;0;0;0;0,026;0;0,005;0;0,162;0;0;0;0,015;0,01;0,016;0,01;0,183;0;0;0,016;0;0;0;0,009
0;0;0;0,017;0;0,068;0;0,165;0,068;0;0;0;0,011;0;0;0;0;0,558;0;0;0;0;0,011;0;0;0,011;0,017;0;0,085;0;0,003;0;0,313;0;0;0,006;0;0;0,017;0,006;0,142;0;0;0,011;0;0,034;0;0,012
0;0;0;0,01;0;0,039;0;0,137;0,01;0;0;0;0;0;0;0;0;0,686;0,01;0;0;0;0;0;0;0,01;0,01;0;0,098;0;0,005;0;0,234;0;0;0;0,028;0,01;0,049;0,01;0,361;0;0;0,01;0;0;0;0,012
0;0;0;0,01;0;0,03;0;0,09;0,01;0;0;0;0,01;0;0;0;0;0,704;0;0;0;0;0;0;0;0,01;0;0;0,12;0;0;0;0,34;0;0;0;0,02;0;0,03;0,01;0,31;0;0;0,01;0;0;0;0,014
0;0;0;0,007;0;0,028;0,007;0,056;0,014;0;0;0;0,021;0;0;0;0;0,56;0;0;0;0;0;0;0;0,007;0,021;0;0,042;0;0,007;0;0,21;0;0;0;0;0,007;0,007;0,007;0,538;0;0;0,021;0;0;0;0,012
0;0;0;0,09;0;0,024;0;0,033;0,005;0;0;0;0,005;0;0;0;0;0,499;0;0;0;0;0;0;0;0,01;0;0;0,019;0;0,012;0;0,147;0;0;0;0,019;0;0,014;0;0,038;0;0;0,005;0;0;0;0,007
0;0;0;0,025;0;0,099;0;0,14;0,017;0;0;0;0;0;0,008;0;0;0,628;0,008;0;0;0;0;0;0;0,008;0,017;0;0,025;0;0,008;0;0,463;0;0;0;0,008;0,033;0,008;0;0,074;0;0;0,017;0;0;0;0,012
0;0;0;0,02;0;0,151;0;0,161;0,04;0;0;0;0,02;0;0,04;0;0;0,687;0;0;0;0;0;0;0;0,04;0,03;0;0,05;0;0,015;0,01;0,221;0;0;0;0,02;0;0,01;0;0,07;0;0;0,09;0;0;0;0,006
0;0;0;0;0;0,09;0;0,08;0,131;0;0;0;0,02;0;0,01;0;0;0,741;0;0;0;0;0,01;0;0,01;0,06;0;0;0,03;0,01;0,065;0;0,322;0;0;0;0,057;0;0;0;0,111;0;0;0,02;0;0;0;0,005
0;0;0;0;0;0,075;0;0,047;0,235;0;0;0;0,009;0;0,019;0;0;0,786;0,009;0;0;0;0;0;0;0,009;0;0;0,019;0,014;0,103;0;0,244;0;0;0;0,036;0;0,019;0,009;0,085;0;0;0,019;0;0;0;0,008
0;0;0;0;0,01;0,03;0;0,069;0,227;0;0;0;0,049;0,01;0,01;0;0;0,732;0,02;0,01;0;0;0,01;0;0;0;0;0;0,02;0,044;0,167;0;0,138;0;0;0;0;0;0,03;0,01;0,049;0;0;0,02;0;0;0;0,008
0;0;0;0,014;0;0,057;0;0,043;0,298;0;0;0;0,028;0;0,028;0;0;0,55;0,014;0,014;0;0;0;0;0;0;0;0;0;0,043;0,206;0;0,085;0;0;0;0;0;0;0;0,028;0;0;0;0;0;0;0,006
0;0;0;0;0,014;0,041;0;0,014;0,197;0;0;0,007;0,061;0;0,034;0;0;0,385;0,007;0,007;0;0;0,007;0;0;0,007;0;0;0,014;0;0,095;0;0,313;0;0;0;0,007;0;0;0;0,027;0;0;0,014;0;0;0;0,008
0;0;0;0;0;0,041;0;0,014;0,15;0;0;0,014;0,041;0;0,027;0;0,014;0,41;0,014;0;0;0;0;0;0;0;0;0;0,014;0;0,211;0;0,272;0;0;0;0,013;0;0;0;0,041;0;0;0,054;0;0;0;0
0;0;0,005;0;0,005;0,038;0;0,044;0,18;0;0;0;0,109;0;0,038;0;0,005;0,387;0;0;0;0;0;0;0;0,016;0;0;0,005;0;0,095;0;0,234;0;0;0;0,011;0,005;0;0;0,027;0;0;0,016;0;0;0;0,013
0;0;0;0;0,019;0,067;0;0,057;0,191;0;0;0;0,067;0;0,038;0;0;0,424;0,01;0;0;0;0;0;0;0;0;0;0,01;0;0,091;0;0,211;0;0;0;0,037;0;0;0;0,038;0;0;0;0;0;0;0,016
0;0;0;0;0;0,014;0;0,014;0,264;0;0;0;0,028;0;0,028;0;0;0,515;0;0;0;0;0;0;0;0,007;0;0;0,049;0,014;0,076;0;0,368;0;0;0;0,02;0;0;0;0,021;0;0;0,028;0;0;0;0,026
0;0;0,012;0;0;0,012;0;0,018;0,102;0;0;0;0,012;0;0,006;0;0;0,466;0;0;0;0;0;0;0;0;0;0;0;0,012;0,09;0;0,377;0;0;0;0;0;0,006;0,222;0,012;0;0;0;0;0;0;0,016
0,013;0;0,005;0;0,01;0,01;0,016;0,021;0,151;0;0;0;0,037;0;0,021;0;0;0,363;0;0;0;0;0;0;0;0;0;0;0;0,023;0,149;0;0,386;0,01;0;0;0,03;0;0;0,026;0;0;0;0,016;0;0,005;0;0,022
0;0;0;0;0,005;0,005;0;0,019;0,111;0;0;0;0,032;0;0,023;0;0;0,392;0;0;0,005;0;0;0;0;0;0;0;0,005;0,021;0,116;0;0,529;0,005;0;0;0,005;0;0;0,028;0,009;0;0;0,028;0;0;0;0,014
0,007;0;0;0;0,007;0;0;0,013;0,128;0;0;0;0,007;0;0,02;0;0;0,506;0;0;0;0;0;0;0;0;0;0;0,007;0,071;0,276;0;0,229;0,02;0;0;0,007;0;0;0,047;0;0;0;0,007;0;0;0;0,023
0;0;0;0;0;0;0;0,009;0,131;0;0;0;0,009;0;0;0;0;0,646;0;0;0;0;0;0;0;0;0;0;0;0,089;0,366;0;0,216;0;0;0;0;0;0;0,019;0;0;0;0,019;0;0;0;0,01
0;0;0,01;0;0,01;0,01;0;0,01;0,238;0;0;0;0,01;0;0,059;0;0;0,666;0,01;0;0;0;0;0;0;0;0;0;0,01;0,035;0,302;0;0,168;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0,007
0;0;0;0;0;0,012;0;0,059;0,235;0;0;0;0,047;0;0,047;0;0;0,716;0,012;0;0;0;0;0;0;0,024;0;0;0;0,024;0,176;0;0,188;0;0;0;0,012;0;0;0;0,071;0;0;0;0;0;0;0,003
0;0;0,01;0;0,02;0,025;0;0,01;0,099;0;0;0;0,045;0;0,035;0;0;0,378;0,01;0;0;0;0,005;0;0;0,005;0;0;0,005;0,042;0,166;0;0,327;0;0;0;0,015;0;0,005;0;0,015;0;0;0,035;0;0;0;0
0;0;0;0;0,009;0,017;0,009;0,035;0,157;0;0;0;0,035;0;0;0;0;0,617;0;0;0;0;0;0;0;0;0;0;0;0,022;0,187;0;0,443;0;0;0;0;0;0;0;0;0;0;0,017;0;0;0;0,023
0;0;0,011;0,005;0,027;0,027;0;0,038;0,107;0;0;0;0,032;0;0,032;0;0;0,344;0,005;0,005;0;0;0;0;0;0;0;0;0,011;0,038;0,19;0;0,268;0;0;0;0,005;0;0;0;0,021;0;0;0,016;0;0;0;0,01
0;0;0,012;0;0,012;0,023;0;0,052;0,169;0;0;0;0,017;0;0,047;0;0;0,43;0;0;0;0;0;0;0;0;0;0;0,006;0,049;0,183;0;0,279;0;0;0;0;0;0;0;0,017;0;0;0,023;0;0;0;0,003
0;0;0;0;0;0,02;0;0,02;0,303;0;0;0;0,02;0;0,061;0;0,01;0,703;0;0;0;0,01;0;0;0;0;0;0;0,061;0,005;0,197;0;0,242;0;0;0;0;0;0;0;0,01;0;0;0,01;0;0;0;0,021
0;0;0,013;0;0,007;0,02;0;0,04;0,147;0;0;0;0,027;0;0,02;0;0,007;0,538;0;0;0;0;0;0;0;0;0;0;0;0,05;0,25;0;0,227;0;0;0;0,026;0;0;0;0,033;0,007;0;0,047;0;0;0;0,009
0;0;0;0;0;0,015;0;0,015;0,061;0;0;0;0,015;0;0,015;0;0;0,612;0;0;0;0;0;0;0;0;0;0;0;0,038;0,311;0;0,318;0;0;0;0;0;0;0;0,015;0;0;0,015;0;0;0;0,012
0;0;0,006;0;0,011;0,04;0;0,017;0,119;0;0;0;0;0;0,051;0;0,017;0,418;0,017;0,006;0;0;0;0;0;0;0;0;0;0,04;0,203;0;0,35;0;0;0;0;0;0;0;0,006;0;0;0,017;0;0;0;0,01
0;0;0,006;0;0,006;0,03;0;0,012;0,168;0;0;0;0,018;0;0,018;0;0,006;0,451;0,024;0;0;0;0;0;0;0,012;0;0;0;0,057;0,213;0;0,329;0,006;0;0;0;0;0;0;0,018;0;0;0,024;0;0;0;0,013
0;0;0,005;0;0,005;0,016;0;0,026;0,179;0;0;0;0,042;0;0,021;0;0;0,44;0;0;0;0;0;0;0;0,005;0;0;0,016;0,024;0,174;0;0,28;0;0;0;0,005;0;0;0,005;0,021;0;0;0,069;0;0;0,005;0,009
0;0;0,017;0;0;0,008;0;0,017;0,149;0;0;0;0,1;0;0,033;0;0;0,647;0;0;0;0;0;0;0;0;0;0;0,033;0,033;0,203;0,008;0,249;0;0;0;0,016;0;0;0;0,058;0;0;0;0;0;0;0,028
0;0;0;0;0,01;0,01;0;0,02;0,27;0;0;0;0,046;0;0,015;0;0;0,373;0,005;0;0;0;0;0;0;0;0;0;0,005;0,025;0,155;0;0,178;0;0;0;0,053;0;0,005;0;0,02;0;0;0,132;0;0;0;0,003
0;0;0;0;0,005;0,016;0;0,016;0,207;0;0;0;0,026;0;0,031;0;0,005;0,379;0;0;0;0;0,005;0;0;0;0;0;0;0,057;0,209;0;0,31;0;0;0;0,005;0;0;0;0,005;0;0;0,052;0;0;0;0
0;0;0;0;0;0,03;0;0,042;0,178;0;0;0;0,036;0;0,03;0;0;0,463;0;0;0;0;0;0;0;0;0;0;0,018;0,05;0,231;0;0,243;0;0;0;0;0;0,006;0;0,012;0;0;0,03;0;0;0;0,009
0;0;0,007;0;0;0,014;0;0,014;0,186;0;0;0;0,022;0,007;0,043;0;0;0,484;0;0;0;0;0;0;0;0;0;0;0,007;0,054;0,222;0;0,301;0;0;0;0;0;0;0;0,022;0;0;0,036;0;0;0;0,004
0;0;0,011;0;0;0,021;0;0,042;0,19;0;0;0;0,005;0;0,016;0;0,005;0,394;0,016;0,005;0;0;0;0;0;0;0;0;0;0,042;0,266;0;0,211;0;0;0;0,005;0;0;0;0,016;0;0;0,005;0;0;0;0,006
0;0;0,011;0,006;0,006;0,022;0;0,045;0,174;0;0;0;0,006;0;0,039;0;0,006;0,433;0,017;0;0;0;0;0;0;0;0;0;0,011;0,059;0,256;0;0,169;0;0;0;0;0;0;0;0,034;0;0;0;0;0;0;0,003
0;0;0;0;0;0;0;0,04;0,131;0;0;0;0,02;0;0,05;0;0;0,685;0;0;0;0;0;0;0;0,01;0;0;0,03;0,02;0,296;0;0,291;0;0;0;0,039;0;0;0;0,01;0;0;0,03;0;0;0;0,015
0;0;0,006;0;0;0,012;0;0,036;0,152;0;0;0;0,024;0;0,03;0;0;0,464;0,012;0;0;0;0;0;0;0;0;0;0;0,048;0,297;0;0,23;0;0;0;0;0;0;0;0,006;0;0;0,012;0;0;0;0,01
0;0;0,011;0;0,005;0,005;0;0,038;0,193;0;0;0;0,021;0;0,032;0;0,005;0,379;0,011;0;0;0;0;0;0;0;0;0;0,011;0,056;0,252;0;0,241;0;0;0;0,005;0;0,011;0;0,016;0;0;0,005;0;0;0;0,013
0;0;0;0;0;0,043;0;0,086;0,022;0;0;0;0,122;0;0,007;0;0;0,356;0;0;0;0;0;0;0;0,007;0;0;0,022;0,007;0,194;0,036;0,295;0;0;0;0,359;0;0;0,007;0;0;0;0,115;0;0;0;0,033
0;0;0;0,007;0,013;0,033;0;0,059;0,046;0;0;0;0,046;0;0;0;0;0,375;0;0;0;0;0,026;0;0;0;0;0;0;0,02;0,218;0;0,352;0,013;0;0;0,316;0;0;0;0;0;0;0,078;0;0;0;0,012
0;0;0;0,008;0,008;0,025;0;0,1;0,025;0;0;0;0,05;0;0,017;0;0;0,536;0;0;0;0;0,017;0;0;0;0;0;0;0,012;0,349;0;0,29;0,008;0;0;0,347;0;0;0;0,017;0;0;0,041;0;0;0;0,006
0;0;0;0;0;0,048;0;0,113;0,048;0;0;0;0,06;0,012;0;0;0;0,389;0;0;0;0;0,018;0;0;0,012;0;0;0;0,042;0,262;0,018;0,256;0;0;0;0,273;0;0;0,012;0;0;0;0,048;0;0;0;0,006
0;0;0,008;0;0;0,055;0,008;0,094;0,047;0;0;0;0,055;0;0;0;0;0,615;0,024;0;0;0;0,016;0;0;0,008;0;0;0,008;0,016;0,169;0;0,322;0;0;0;0,309;0,008;0,008;0;0;0,008;0;0,055;0;0;0;0,015
0;0;0;0;0,006;0,036;0;0,143;0,089;0;0;0;0,083;0,006;0;0;0;0,349;0;0;0;0;0,006;0;0;0,012;0;0;0;0,018;0,149;0;0,256;0,006;0;0;0,323;0;0;0,018;0;0;0;0,077;0;0;0;0,015
0;0;0,006;0,006;0;0,012;0;0,042;0,042;0;0;0;0,137;0;0,024;0;0;0,337;0;0;0;0;0,006;0;0;0,006;0;0;0;0,03;0,212;0,006;0,281;0,018;0;0;0,28;0;0,006;0;0,006;0;0;0,078;0;0;0;0,019
0;0;0,006;0;0;0,013;0;0,038;0,058;0;0;0;0,051;0;0,006;0;0;0,414;0;0;0;0;0;0;0;0,006;0;0;0,013;0,006;0,269;0;0,359;0;0;0;0,294;0;0;0;0;0;0;0,154;0;0;0;0,033
0;0;0;0;0;0;0;0,076;0,032;0;0;0;0,095;0,006;0,006;0;0;0,35;0,019;0;0;0;0;0;0;0,006;0;0;0;0,013;0,335;0;0,304;0;0;0;0,269;0;0;0;0,006;0;0;0,063;0;0;0;0,016
0;0;0;0;0;0,006;0;0,067;0,067;0;0;0;0,101;0;0;0;0;0,248;0,017;0;0;0;0;0;0;0;0;0;0;0,014;0,394;0;0,207;0,006;0;0;0,281;0;0;0;0;0;0;0,061;0;0;0;0
0;0;0;0;0,005;0,035;0;0,06;0,04;0;0;0;0,065;0;0;0;0;0,31;0,005;0;0;0;0,015;0;0;0,01;0;0;0,005;0,008;0,373;0;0,255;0,005;0;0;0,234;0;0;0,005;0;0;0;0,07;0;0;0;0,017
0,007;0;0;0;0;0,026;0;0,033;0,046;0;0;0;0,02;0,007;0;0;0;0,453;0;0;0;0;0;0;0;0;0;0;0;0,01;0,215;0,007;0,49;0;0;0;0,23;0,007;0;0;0;0;0;0,113;0;0;0;0,021
0;0;0,005;0,01;0;0,025;0;0,049;0,079;0;0,005;0;0,074;0;0,01;0;0;0,251;0;0;0;0;0,01;0;0;0,01;0;0;0,01;0,025;0,264;0;0,272;0,005;0;0;0,275;0;0;0;0,005;0;0;0,094;0;0;0;0,017
0;0;0;0;0;0,022;0;0,072;0,033;0;0;0;0,044;0;0;0;0;0,32;0;0;0;0;0,011;0;0;0,006;0;0;0;0,011;0,452;0,006;0,205;0,011;0;0;0,237;0;0;0;0;0;0;0,105;0;0;0;0,015
