Prof_Bacon;Age_Bacon;UncerAge_Bacon;Prof_Clam;UnceraAge_Clam;UncerbAge_Clam;Age_Bclam
1197,2;63873,65811;15592,9213;1197,233213;53031,7;57389,1;55143,2
1200,4;64039,34981;15729,26355;1200,37886;53156;57513,6;55268,2
1203,4;64194,68577;15857,09466;1203,409119;53275,1;57638,9;55388,4
1206,8;64370,7332;16001,98162;1206,818238;53407;57775,6;55523,6
1210,2;64546,78063;16146,88069;1210,227254;53538,4;57914,4;55658,7
1213,6;64722,82805;16291,79153;1213,636373;53678,8;58052,6;55793,7
1216,3;64862,63042;16406,87598;1216,287876;53784,7;58160,7;55898,6
1219,3;65017,96639;16534,75589;1219,318238;53907;58284,5;56018,3
1222,7;65194,01382;16679,69677;1222,727254;54042,1;58422;56153
1226,1;65370,06124;16824,64834;1226,136373;54179,1;58559,1;56287,5
1229,2;65530,57507;16956,81915;1229,166632;54299,4;58683;56407
1232,2;65685,91104;17084,73444;1232,196995;54423,5;58796,1;56526,4
1235,6;65861,95847;17229,71446;1235,606114;54557,7;58930,9;56660,6
1239;66038,00589;17374,70417;1239,01513;54691,7;59068,1;56794,7
1241,3;66157,0968;17472,79082;1241,287876;54782,1;59161,1;56884
1244,7;66333,14423;17617,79626;1244,696995;54916,1;59300,1;57017,9
1248,1;66509,19165;17762,81076;1248,10601;55045,7;59430,5;57151,7
1251,9;66705,95054;17924,89626;1251,893886;55190,5;59576,2;57300,3
1254,9;66861,28651;18052,86611;1254,924249;55299,3;59686,7;57419
1258,3;67037,33393;18197,90654;1258,333368;55434,7;59823,2;57552,5
1261;67177,1363;18313,09157;1260,98487;55534;59933,7;57656,2
1264,4;67353,18373;18458,14662;1264,393886;55673,9;60071,3;57789,5
1267,8;67529,23116;18603,20956;1267,803005;55810,3;60208,1;57922,7
1270,8;67684,56712;18731,21268;1270,833368;55927,7;60328,8;58041
1273,9;67845,08095;18863,48874;1273,863627;56046,6;60447,7;58159,2
1276,9;68000,41692;18991,50368;1276,893886;56163,4;60571,3;58277,4
1280,3;68176,46434;19136,59409;1280,303005;56293,6;60696,5;58410,2
1283,7;68352,51177;19281,69157;1283,712124;56425,7;60825,2;58542,9
1286;68471,60268;19379,84969;1285,98487;56512,2;60916,7;58631,3
1289,8;68668,36157;19542,03077;1289,772746;56665,6;61065,8;58778,6
1293,2;68844,40899;19687,14721;1293,181762;56796,6;61199,9;58911
1296,2;68999,74496;19815,19653;1296,212124;56911,9;61315,6;59028,6
1299,2;69155,08092;19943,25081;1299,242383;57023,9;61431,3;59146,2
1302,5;69325,95049;20084,11614;1302,47936;57153;61553,6;59271,7
1306,2;69517,53151;20242,06291;1306,198288;57301,1;61692,6;59415,8
1309,9;69709,11253;20400,01676;1309,917328;57446,3;61836,1;59559,7
1313,2;69879,9821;20540,90036;1313,223067;57567,9;61967,9;59687,6
1316,9;70071,56312;20698,86717;1316,942107;57712;62107,7;59831,4
1320,2;70242,43268;20839,76208;1320,247846;57838,9;62237;59959,1
1323,6;70418,48011;20984,93193;1323,553697;57966,3;62358,7;60086,7
1327,3;70610,06113;21142,91697;1327,272738;58111,3;62496,3;60230,2
1331;70801,64215;21300,90824;1330,991665;58256,5;62643,8;60373,5
1333,9;70951,80025;21424,74349;1333,884214;58367,3;62755,5;60484,9
1337,6;71143,38128;21582,7455;1337,603255;58507,8;62889,1;60628,1
1341,3;71334,9623;21740,75335;1341,322295;58652,6;63027,6;60771,2
1344,6;71505,83186;21881,68411;1344,628034;58778,2;63162,5;60898,3
1348,3;71697,41289;22039,70267;1348,347074;58920,3;63305,3;61041,2
1351,7;71873,46031;22184,91376;1351,652813;59045,2;63428;61168,1
1355,4;72065,04134;22342,94276;1355,371853;59190,5;63570,3;61310,8
1358,7;72235,9109;22483,89198;1358,677592;59316,9;63695,9;61437,6
1362,4;72427,49192;22641,93084;1362,396632;59462,2;63834;61580,1
1366,1;72619,07295;22799,97477;1366,115673;59605,2;63975,7;61722,6
1369,4;72789,94251;22940,93705;1369,421411;59731;64106,9;61849,1
1372,7;72960,81207;23081,9032;1372,727262;59857,2;64238,3;61975,6
1376,4;73152,39309;23239,96067;1376,44619;59993,3;64379,4;62117,8
1379,8;73328,44052;23385,2068;1379,752041;60114,6;64510,5;62244,1
1382,6;73473,42075;23504,82417;1382,644591;60220,8;64619,8;62354,6
1386,8;73690,89111;23684,25508;1386,77682;60376,5;64773,2;62512,3
1390,1;73861,76067;23825,24051;1390,082559;60500,7;64892,5;62638,4
1393,8;74053,34169;23983,31919;1393,801599;60637,6;65036;62780,2
1397,1;74224,21125;24124,31187;1397,107337;60759;65155,7;62906,1
1400,4;74395,08081;24265,30789;1400,378757;60882,3;65285,4;63030,7
1403,8;74571,12824;24410,57993;1403,78788;61008,2;65415,3;63160,5
1407,2;74747,17567;24555,85538;1407,196899;61133,6;65543,4;63290,2
1410,2;74902,51163;24684,04239;1410,227264;61245,5;65659,8;63405,4
1413,6;75078,55906;24829,3241;1413,636283;61382;65798,4;63535
1416,3;75218,36143;24944,69718;1416,287789;61482,1;65900,3;63635,7
1419,7;75394,40886;25089,98466;1419,696912;61605,9;66026,7;63765,2
1422,7;75549,74482;25218,18211;1422,727277;61719,1;66145,7;63880,2
1426,5;75746,50371;25380,56899;1426,515157;61860,2;66294,5;64024
1429,2;75886,30608;25495,95145;1429,166662;61955,5;66394,6;64124,5
1432,6;76062,35351;25641,25057;1432,575681;62084,9;66530;64253,7
1435,6;76217,68947;25769,45811;1435,606047;62196,2;66643,6;64368,6
1439,4;76414,44836;25931,85758;1439,393927;62331,5;66790,3;64512
1442,4;76569,78432;26060,07019;1442,424189;62441,8;66903,1;64626,8
1445,5;76730,29816;26192,55885;1445,454555;62549,7;67020,2;64741,5
1447,7;76844,2112;26286,58445;1447,7272;62631,7;67106,9;64827,4
1451,9;77061,68155;26466,09105;1451,89394;62789,9;67265,8;64985
1454,9;77217,01751;26594,31254;1454,924202;62899,9;67385,6;65099,5
1458,7;77413,7764;26756,72938;1458,712082;63040,1;67537;65242,7
1461,4;77553,57877;26872,13279;1461,363587;63141,2;67632,9;65342,8
1464,8;77729,6262;27017,4579;1464,77271;63265,8;67766,2;65471,5
1467,4;77864,2507;27128,59055;1467,424215;63361,6;67868,8;65571,6
1473,9;78200,81196;27406,42852;1473,8636;63605,2;68123,8;65814,6
1477,3;78376,85939;27551,76267;1477,272723;63731;68252,3;65943,1
1480,7;78552,90681;27697,0992;1480,681845;63857,5;68386;66071,6
1483,7;78708,24278;27825,33925;1483,712107;63972,4;68508,5;66185,8
1487,1;78884,2902;27970,68014;1487,12123;64094,2;68641,5;66314,2
1489,8;79024,09257;28086,09952;1489,772736;64190,6;68745,9;66414
1493,2;79200,14;28231,44445;1493,181858;64317,2;68881,5;66542,4
1493,6;79220,85146;28248,544;1493,560615;64330,9;68896,9;66556,6
1496,6;79376,18743;28376,79158;1496,590877;64440,9;69015;66670,6
1500;79552,23485;28522,14089;1500;64562,3;69143,2;66798,9
1503,3;79723,10442;28663,21726;1503,2871;64676,7;69271,9;66922,5
1505,8;79852,55105;28770,09462;1505,8437;64767,2;69376,1;67018,6
1509,1;80023,42061;28911,17446;1509,1308;64883,9;69504;67142,2
1512,1;80178,75658;29039,43054;1512,0526;64989,6;69618,3;67252
1515,7;80365,15974;29193,33991;1515,7049;65119,8;69762,4;67389,2
1518,3;80499,78424;29304,49807;1518,2615;65210,4;69862,9;67485,2
1521,2;80649,94234;29428,48354;1521,1833;65315,5;69980,1;67594,9
1524,1;80800,10044;29552,47041;1524,1052;65414,5;70094,1;67704,6
1527,8;80991,68146;29710,6626;1527,7575;65543,2;70238,6;67841,7
1530,3;81121,1281;29817,55048;1530,3141;65632;70339,6;67937,6
1533,6;81291,99766;29958,64402;1533,6012;65750,3;70465,9;68060,9
1536,9;81462,86722;30099,73931;1536,8882;65867,1;70608,6;68184,2
1540,2;81633,73679;30240,83631;1540,1753;65986,1;70751,2;68307,5
1543,1;81783,89489;30364,83204;1543,0972;66088,1;70860,9;68417
1545,7;81918,51939;30476,00172;1545,6538;66177,5;70962;68512,9
1549,3;82104,92255;30629,93066;1549,3061;66309,3;71110,9;68649,7
1552,2;82255,08065;30753,93038;1552,2279;66411,7;71226,7;68759,2
1555,1;82405,23875;30877,93134;1555,1497;66514,3;71357,3;68868,7
