X2;mean;X0.5_inf;mean.1;X0.5_inf.1;mean.2;X0.5_inf.2;mean.3;X0.5_inf.3;mean.4;X0.5_inf.4
147,1167891;3,383621833;3,276563405;984,9574913;314,2557445;20,6929651;5,066021444;-12,21203142;7,255357204;14173,32427;4703,855483
196,8880129;3,654413387;3,328090359;910,674648;328,7676097;21,25282514;5,088142856;-11,8147028;7,389705081;12919,68695;4836,525217
250,3480107;3,214170313;3,364708912;959,6886546;327,9526806;21,20290482;5,104443765;-13,29910838;7,481141588;13728,53806;4926,332539
307,4967827;6,234974935;3,354498925;931,0451015;309,9597087;21,60968765;5,277293909;-7,184884689;7,682708932;12102,02251;4548,57863
364,6455546;6,062477629;3,755371236;920,7660688;307,6118293;21,5227725;5,201202486;-6,839654005;8,075706654;11936,26449;4467,380541
417,3002769;6,163749317;3,463782796;942,3987282;308,648213;22,01755062;5,088468465;-7,258218621;7,705961993;12374,78674;4578,808358
469,9549992;5,260338332;3,701190131;884,2242125;317,1102622;20,42226736;5,493528726;-7,177995572;8,623723091;11892,89637;4630,137172
524,5500522;6,315849875;3,308835414;848,4039934;302,1910799;22,08354107;5,087402374;-7,510480632;7,429892969;11289,21328;4341,369291
581,0854358;7,026877047;3,358517599;857,0263482;311,2519794;21,98399737;5,084396612;-5,811154938;7,562053709;11657,4455;4581,292619
637,6208195;6,802207338;3,252520804;846,9329904;293,1838312;22,31229024;5,066070497;-6,846154921;7,334992404;10934,8976;4211,420171
676,8013688;6,447239712;3,346310791;793,5677554;295,1881631;22,08498406;5,228770366;-7,325640501;7,6682089;10148,36321;4233,748122
715,9819182;6,410132866;3,242846603;816,9959636;293,6102343;22,65085049;5,103701194;-8,069965092;7,226218924;10588,61121;4143,17231
755,1624675;7,408945301;3,250874377;742,5258448;284,323882;22,81105327;5,101348544;-5,699244524;7,254811522;9839,658261;4089,994808
794,3430169;6,406399986;3,198390291;790,1835165;297,4395201;22,52340269;5,058852681;-7,858218375;7,189912837;10174,14757;4186,656978
833,5235662;6,565384333;3,205987822;780,5297634;285,8150329;22,17057112;5,080089419;-7,065759078;7,306263666;10319,37259;4103,559433
972,8403119;6,756885515;3,379182739;789,1438361;299,5823749;22,85078449;5,063698053;-7,095582039;7,420966064;10159,84366;4186,258446
