X2;mean;X0.5_inf;X0.5_sup;X0.95_inf;X0.95_sup;mean.1;X0.5_inf.1;X0.5_sup.1;X0.95_inf.1;X0.95_sup.1;mean.2;X0.5_inf.2;X0.5_sup.2;X0.95_inf.2;X0.95_sup.2;mean.3;X0.5_inf.3;X0.5_sup.3;X0.95_inf.3;X0.95_sup.3;mean.4;X0.5_inf.4;X0.5_sup.4;X0.95_inf.4;X0.95_sup.4
9,25;7,797794718;5,112013085;9,667659909;0,550570195;14,17212795;856,0313559;479,6710194;881,9656494;278,7439407;1611,54394;21,85648237;18,35470826;25,38485237;11,38497566;32,27709672;-4,58759157;-9,093338345;-0,142009001;-17,85142722;8,615707246;11026,45912;6511,591092;13831,72193;1300,673422;20293,49614
9,434;7,872171193;5,112592149;9,724395364;0,526815949;14,27546269;870,2451221;484,2724619;895,829236;280,4729279;1645,008763;21,64783739;17,96387562;25,27408369;10,83030796;32,4797847;-4,3901524;-8,845625403;0,078388254;-17,61722494;8,873290819;11291,16693;6630,243095;14173,71457;1301,545585;20822,07561
9,617;7,874647721;5,185786803;9,742892356;0,670313935;14,24588022;863,3250576;478,4563613;886,9318973;277,2948733;1635,424948;21,91150951;18,42546191;25,41558209;11,51582408;32,3094349;-4,538347856;-8,948938135;-0,137075913;-17,58455897;8,546600033;11121,37271;6536,46935;13950,52449;1297,866987;20498,34113
9,8;7,698661448;4,969909407;9,721509933;0,244056248;14,4150361;869,7028298;480,5527326;895,2538159;275,9403911;1648,771003;21,57999969;17,89710881;25,27689234;10,56567101;32,53672839;-4,369794124;-8,944073832;0,242112534;-17,93778164;9,221755907;11369,38971;6660,154026;14292,454;1276,200864;21010,07517
9,983;7,803415382;5,158967252;9,741164004;0,57913365;14,32075235;859,5657239;475,0098539;883,4128488;274,2830303;1630,295609;21,97086414;18,50959008;25,43625481;11,6827624;32,23430351;-4,532700057;-8,955344286;-0,095297463;-17,64791419;8,593164172;11088,37169;6517,062875;13915,77874;1277,659223;20454,0898
10,166;7,613490326;4,972493435;9,701919985;0,234524036;14,38061908;862,1370779;475,9485226;886,6376619;273,1462631;1636,864486;21,71858407;18,10141385;25,30351045;10,98707363;32,40539952;-4,55595026;-9,133814054;0,003584897;-18,08853331;8,982487778;11199,50532;6551,943936;14061,32968;1274,726155;20684,7834
10,35;7,290862083;4,580058647;9,570067303;-0,387983024;14,50210784;870,1963286;476,6641552;895,5001068;270,3506154;1658,041973;21,13579162;17,26242073;25,04922705;9,596959728;32,68470232;-4,460320092;-9,274477158;0,349033707;-18,658755;9,765218792;11573,10683;6726,276766;14552,86213;1246,639022;21476,93089
10,533;6,573479558;3,972138337;9,174254907;-1,183538314;14,29546794;843,279869;456,6126587;864,3346046;257,9150194;1616,3794;21,04712631;17,29198882;24,81539967;9,863685314;32,21198098;-5,444256972;-10,45258768;-0,461291788;-20,27460572;9,372389847;11252,66241;6548,239722;14140,58592;1251,958088;20864,20195
10,716;5,593450335;3,140439675;8,694923266;-2,327014358;14,16562174;838,7759951;447,9194063;857,2748881;250,6716734;1622,141087;20,76747857;17,05912934;24,47069732;9,779133738;31,75509081;-6,44592276;-11,89002576;-0,946846247;-22,62298718;9,70453769;11428,47748;6661,326269;14376,44828;1263,723806;21208,33008
10,899;4,742419512;2,131943299;8,417683737;-4,041579855;14,5875198;789,7133142;412,3155439;805,0501889;223,3662171;1545,367044;21,0725141;17,15170884;24,99050878;9,444894923;32,66807306;-7,959366913;-14,13401946;-1,78771159;-26,1867324;10,25045886;10374,34745;5976,911641;13072,60495;1013,756735;19376,2104
11,081;5,139225604;2,398242869;8,532204267;-3,613774396;14,53948809;805,241753;421,8325766;819,6537381;232,1925853;1574,055486;21,10418653;17,23667308;24,97478216;9,598718374;32,60146801;-7,694262707;-13,7534781;-1,627006989;-25,52297605;10,14153716;10829,92387;6173,614768;13662,09714;983,2579621;20309,52868
11,262;4,691265192;2,198346652;8,378028343;-3,898461374;14,49131729;806,2799249;417,7929823;821,4982171;225,833866;1583,734852;20,94215003;17,02124953;24,83933376;9,35297976;32,52357243;-7,71728698;-13,69298712;-1,70504407;-25,34478268;9,859582958;10854,39828;6203,676538;13700,13987;991,1682205;20350,92515
11,443;5,050470352;2,272647232;8,455597933;-3,778933056;14,5213942;791,130363;412,1859048;806,1886295;223,8287929;1549,005978;21,01992234;17,07183428;24,94637872;9,314561827;32,70405815;-7,654665105;-13,54702689;-1,769932154;-24,98384292;9,732822241;10542,32535;6042,173649;13294,99691;976,3005858;19718,65113
11,624;5,297991476;2,584508323;8,467522962;-3,245291341;14,28141305;787,0803562;419,0850617;802,5749956;234,950479;1525,442336;20,94404359;17,19523347;24,73157148;9,781692183;32,10702138;-7,546494904;-13,37235484;-1,734628399;-24,63084058;9,589476018;10605,63736;6212,589995;13317,57438;1219,296486;19620,61395
11,805;5,390885572;2,443321185;8,559400691;-3,602263422;14,54921027;789,3912455;411,4000799;804,8572055;222,9611926;1546,82678;21,11583872;17,12067285;25,14801945;9,237359165;32,98819135;-7,432853705;-13,22756702;-1,629797659;-24,552001;9,678001739;10387,34243;5950,88303;13107,97985;961,9529668;19435,40989
11,986;5,608174578;2,760645687;8,734149511;-3,180918675;14,655414;801,471056;417,4574684;817,061266;226,3994188;1569,248074;21,11747732;17,08709688;25,16909326;9,163077735;33,12865704;-6,879204334;-12,56801582;-1,224060469;-23,5553474;9,820637728;10506,36686;5999,849481;13257,40228;960,0995011;19693,99378
12,167;5,135491291;2,391600317;8,562440036;-3,675477199;14,62951755;777,1714758;406,744261;793,1859783;221,0323832;1520,797234;21,20375986;17,15594964;25,24392113;9,254165063;33,17194804;-7,541808249;-13,40963216;-1,645025562;-24,86516185;9,816052019;10107,50019;5822,722448;12751,16695;958,0789991;18863,70508
12,348;4,341895755;1,898877935;8,314121011;-4,437759933;14,62842543;740,6682878;389,5119566;755,7760293;211,473327;1445,165857;21,30380855;17,23355168;25,36028311;9,274034562;33,33348872;-8,682490737;-15,02918263;-2,35005582;-27,34164335;9,963192782;9694,532822;5663,758853;12222,00009;970,3910438;18006,49679
12,529;4,781298384;1,99137378;8,431065571;-4,352951614;14,75001205;747,3292082;390,8986729;761,7174138;212,0748309;1461,875619;21,37446803;17,32885048;25,46467874;9,320954367;33,46370508;-8,523597024;-14,95508336;-2,09932931;-27,42459468;10,37270454;9710,271988;5649,581427;12238,73054;976,8206015;18055,24776
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14,093;3,95922174;1,789151049;8,030403522;-4,311795022;14,14647514;777,3943993;405,6916493;790,3970254;223,221112;1523,941849;20,90051307;17,03343205;24,72305242;9,488680887;32,31203588;-8,611836336;-14,74614621;-2,47326638;-26,68466672;9,437997826;10580,93587;6177,102376;13338,93826;1083,317631;19683,83809
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
