"","T_ann","T_ann_i","T_ann_s","P_ann","P_ann_i","P_ann_s"
"96",3.75320341684585,3.14320341684585,4.82679658315415,574.504422240463,186.504422240463,454.495577759537
"97",5.66539499940714,4.35539499940714,5.62460500059286,836.780372170893,333.780372170893,278.219627829107
"98",1.26653338898619,12.4865333889862,7.48346661101381,652.92830891431,510.92830891431,274.07169108569
"99",1.34528381069601,14.015283810696,9.32471618930399,552.255102647881,396.255102647881,270.744897352119
"100",0.150318267758071,12.8203182677581,10.5196817322419,515.37032789274,359.37032789274,307.62967210726
"101",-0.152792829454746,11.6272071705453,5.77279282945475,559.240105823125,418.240105823125,171.759894176875
"102",1.21127523752753,13.8812752375275,9.45872476247247,572.519433315002,416.519433315002,250.480566684998
"103",7.48,0,0,588,0,0
"104",NA,NA,NA,NA,NA,NA
"105",-3.06135821808361,9.76864178191639,4.69135821808361,590.118392895326,412.118392895326,422.881607104674
"106",0.482266501123906,13.1522665011239,10.1877334988761,495.552959737111,343.552959737111,406.447040262889
"107",15.8748366811107,4.39483668111069,2.25516331888931,425.118472756173,210.118472756173,181.881527243827
"108",11.8771515021195,22.5071515021195,6.25284849788053,375.69128345857,160.69128345857,210.30871654143
"109",13.1118092537908,11.6018092537908,5.03819074620917,323.02832298766,76.0283229876604,166.97167701234
"110",1.08914825274083,6.96914825274083,6.86085174725917,603.38992827167,85.3899282716696,86.6100717283304
"111",NA,NA,NA,NA,NA,NA
"112",NA,NA,NA,NA,NA,NA
"113",NA,NA,NA,NA,NA,NA
"114",10.2952160123163,2.9152160123163,8.5347839876837,722.599625625996,418.599625625996,774.400374374004
"115",NA,NA,NA,NA,NA,NA
"116",9.64914637035823,5.00914637035823,9.18085362964177,767.909927169551,463.909927169551,729.090072830449
"117",10.289053767923,3.13905376792295,8.54094623207705,581.1146110751,277.1146110751,91.8853889248995
"118",9.89126664984606,5.25126664984606,8.93873335015394,675.983079942359,371.983079942359,349.016920057641
"119",8.4764358362733,2.3764358362733,0.933564163726697,791.768582942121,291.768582942121,1227.23141705788
"120",9.61680409985673,2.45680409985673,9.21319590014327,871.109411073864,567.109411073864,1147.89058892614
"121",9.98320966863437,2.75320966863437,8.84679033136563,904.502940704802,600.502940704802,1114.4970592952
"122",9.94771122769536,1.68771122769536,2.23228877230464,826.091725249792,170.091725249792,203.908274750208
"123",10.0106491988531,5.37064919885307,8.81935080114693,774.811462261933,470.811462261933,722.188537738067
"124",10.4615206916461,3.08152069164607,8.36847930835393,724.630127767719,420.630127767719,305.369872232281
"125",10.4631504181139,3.0831504181139,8.3668495818861,725.879482433792,421.879482433792,304.120517566208
"126",10.0427086590924,1.7827086590924,2.1372913409076,881.897051292883,28.8970512928834,24.1029487071166
"127",11.017360227918,3.637360227918,7.812639772082,622.205907271099,318.205907271099,283.794092728901
"128",5.00213798314034,5.57213798314034,3.89786201685966,1188.64828036455,620.648280364549,1598.35171963545
"129",0.20005809592883,7.38005809592883,8.70994190407117,788.625523931354,436.625523931354,232.374476068646
"130",-2.40213660981214,10.4278633901879,7.20213660981214,637.349314876411,459.349314876411,375.650685123589
"131",-1.09709651930387,11.7329034806961,9.87709651930387,596.254195745961,418.254195745961,332.745804254039
"132",-0.782096807271004,12.047903192729,9.562096807271,611.0876304771,433.0876304771,317.9123695229
"133",0.103368806204512,9.02336880620451,8.67663119379549,618.626907282759,347.626907282759,310.373092717241
"134",-2.26979183304803,10.560208166952,3.89979183304803,613.126388001697,435.126388001697,399.873611998303
"135",-3.6685497019042,9.1614502980958,5.0585497019042,518.58158747852,340.58158747852,191.41841252148
"136",-12.47,0,0,152,0,0
"137",-3.89268001684201,8.93731998315799,10.752680016842,544.873895278465,392.873895278465,766.126104721535
"138",NA,NA,NA,NA,NA,NA
"139",-0.721069275026521,11.9489307249735,11.3910692750265,495.305747449001,339.305747449001,327.694252550999
"140",11.2514081459091,6.43140814590915,6.87859185409085,536.353362656227,307.353362656227,213.646637343773
"141",1.51,-2.22044604925031e-16,2.22044604925031e-16,290,0,0
"142",1.33001588471268,0.23001588471268,0.17998411528732,299.657684234929,9.65768423492938,12.3423157650706
"143",1.33420099509586,0.234200995095863,0.175799004904137,299.43311733632,9.43311733631958,12.5668826636804
"144",9.39251243421065,7.88251243421065,8.73748756578935,254.42909551349,39.4290955134898,35.5709044865102
"145",1.51,0,0,290,0,0
"146",1.33352683760556,0.233526837605557,0.176473162394443,299.469291640677,9.4692916406774,12.5307083593226
"147",11.5255504696042,22.1555504696042,13.8544495303958,386.212168765585,332.212168765585,146.787831234415
"148",10.9296353429022,21.5596353429022,6.84036465709783,462.786955705783,138.786955705783,144.213044294217
"149",14.5072543876761,25.1372543876761,10.8727456123239,376.234563241051,322.234563241051,209.765436758949
"150",4.46958249492375,1.13958249492375,1.70041750507625,520.392031264704,74.392031264704,105.607968735296
"151",11.8555912335008,22.4855912335008,13.5244087664992,389.628640825114,335.628640825114,227.371359174886
"152",1.32385853162694,0.223858531626941,0.186141468373059,299.98807879075,9.98807879074951,12.0119212092505
"153",2.05519205536063,0.545192055360634,0.584807944639366,317.018367345306,27.0183673453058,28.9816326546942
"154",1.32759507259921,0.227595072599208,0.182404927400792,299.787581470286,9.7875814702864,12.2124185297136
"155",NA,NA,NA,NA,NA,NA
"156",NA,NA,NA,NA,NA,NA
"157",1.74296316361761,0.642963163617609,0.897036836382391,315.210020980753,25.2100209807533,30.7899790192467
"158",NA,NA,NA,NA,NA,NA
"159",2.64,0,0,346,0,0
"160",NA,NA,NA,NA,NA,NA
"161",NA,NA,NA,NA,NA,NA
"162",0.15086668617855,5.61086668617855,6.66913331382145,781.902738067632,187.902738067632,482.097261932368
"163",8.10258882163219,1.28258882163219,2.20741117836781,676.585443980065,176.585443980065,181.414556019935
"164",5.86714657738382,5.94714657738382,2.65285342261618,718.375977730483,124.375977730483,454.624022269517
"165",7.78983290797423,2.60983290797423,2.52016709202577,689.189060790568,189.189060790568,168.810939209432
"166",7.01250144896886,7.09250144896886,1.50749855103114,807.21687259662,192.21687259662,365.78312740338
"167",NA,NA,NA,NA,NA,NA
"168",7.26239566142763,7.34239566142763,3.18760433857237,760.968659251229,127.968659251229,97.0313407487712
"169",7.62111926856853,7.70111926856853,2.68888073143147,707.517677040683,111.517677040683,150.482322959317
"170",6.90350919840897,6.98350919840897,3.40649080159103,760.097605133703,164.097605133703,97.9023948662971
"171",3.44690002572938,3.52690002572938,3.79309997427062,715.872514265772,82.8725142657723,89.1274857342277
"172",5.10494138201845,5.18494138201845,2.92505861798155,754.655836258256,121.655836258256,68.344163741744
"173",3.02196908856453,3.10196908856453,4.21803091143547,705.887798255888,72.8877982558878,99.1122017441122
"174",10.4142133918712,1.28421339187118,1.76578660812882,733.319294299182,77.3192942991816,119.680705700818
"175",9.93460064509218,2.13460064509218,2.43539935490782,1390.43796724171,595.437967241715,757.562032758285
"176",12.37,0,0,795,0,0
"177",10.9191602078395,21.5491602078395,8.4908397921605,428.919446354425,249.919446354425,395.080553645575
"178",9.2640320301811,19.8940320301811,16.1159679698189,360.474026361574,306.474026361574,172.525973638426
"179",NA,NA,NA,NA,NA,NA
"180",1.73567768649162,0.635677686491622,0.904322313508378,314.512967085765,24.5129670857648,31.4870329142352
"181",1.51,0,0,290,0,0
"182",13.1606005074873,11.6506005074873,4.98939949251266,330.487499569944,76.4874995699436,159.512500430056
"183",7.03294494693833,7.11294494693833,1.48705505306167,738.311410276619,142.311410276619,434.688589723381
"184",6.92835455236744,7.00835455236744,3.38164544763256,717.405046287228,121.405046287228,140.594953712772
"185",1.33799634472982,0.237996344729822,0.172003655270178,299.229464429132,9.22946442913155,12.7705355708684
"186",NA,NA,NA,NA,NA,NA
"187",13.4459263451899,16.1059263451899,5.92407365481014,434.063909247151,255.063909247151,389.936090752849
"188",-4.39549023300581,6.23450976699419,5.90549023300581,306.539264244003,16.5392642440031,17.4607357559969
"189",6.17,0,0,626,0,0
"190",1.31297970351515,0.212979703515153,0.197020296484846,300.571820786992,10.5718207869917,11.4281792130083
"191",4.98348893850879,1.32348893850879,1.18651106149121,540.911557343259,94.9115573432595,85.0884426567405
"192",5.04976327816495,1.38976327816495,1.12023672183505,545.664298832546,99.6642988325459,80.3357011674541
"193",1.45965064852961,1.70965064852961,1.30034935147039,972.506381735129,404.506381735129,452.493618264871
"194",NA,NA,NA,NA,NA,NA
"195",7.52100113589692,2.50100113589692,4.26899886410308,634.764613806667,222.764613806667,377.235386193333
"196",-1.71904357881441,10.9509564211856,12.3890435788144,447.612623490181,295.612623490181,375.387376509819
"197",NA,NA,NA,NA,NA,NA
"198",-0.301307254010894,12.3686927459891,7.16130725401089,511.458064325008,359.458064325008,799.541935674992
"199",13.8442148768527,24.4742148768527,11.5357851231473,416.53792323585,362.53792323585,169.46207676415
"200",12.9363518933542,23.5663518933542,12.4436481066458,430.567219506393,376.567219506393,176.432780493607
"201",15.3139033871521,13.8039033871521,2.83609661284794,347.903462790543,132.903462790543,238.096537209457
"202",NA,NA,NA,NA,NA,NA
"203",NA,NA,NA,NA,NA,NA
