;Abies;Alnus;Artemisia;Betula;Carpinus;Chenopodiaceae/Amaranthaceae;Corylus;Fagus;Fraxinus;Poaceae;Juniperus;Picea;Pinus;Quercus;Salix;Tilia;Ulmus
Dambach_a186;0,026483675;0,064787677;0,000559714;0,016972815;0,000985342;0,00027221;0,006042819;0,002838819;0,000179836;0,036189577;0;0,006445005;0,007181215;0,0011059;0,000428512;0,00060219;0,000283216
Dambach_a187;0,0085806;0,03226581;0,002180181;0,024383209;0,001619848;0,001346725;0,001613383;0,006646914;0,000178868;0,011259976;0;0,015531464;0,025819332;0,002604121;0,000320969;0,000100274;0,000188702
Dambach_a188;0,003445473;0,028475684;0,001436457;0,012665033;0;0,00068958;0;0,002731088;0;0,029322042;0;0,009690717;0,017448252;0,000815982;0,00035918;0;0
Dambach_a189;0;0,104667985;0,000544916;0,012424131;0;0,000524227;0;0,001363155;0,000345117;0,03454609;0;0,003729834;0,010432542;0,000455675;0,00051255;0;0
Dambach_a190;0;0,161151906;0;0,010303348;0;0;0,000231193;0,001411747;0,000536539;0,019600296;0;0,007209232;0,014895249;0,000502014;0,000319509;0;0
Dambach_a191;0,003246801;0,015898365;0,00315791;0,016915874;0,001570356;0,003659183;0,001342885;0,027593003;0,00243394;0,013450128;0;0,00703309;0,023798103;0,002676976;0,000208247;9,75991E-05;0
Dambach_a192;0,004666864;0,014938416;0,002948649;0,013915183;0,002042704;0,000485104;0,000830077;0,040073765;0,000805045;0,014188854;0;0,005422451;0,019344446;0,001220745;0,000770206;0;0
Dambach_a193;0,003321881;0,026120987;0,003246633;0,012949863;0,001292796;0,001614175;0,001843289;0,025589008;0,001253117;0,014655983;0;0,009389585;0,022901514;0,002881089;0,000321748;0;0,000378427
Dambach_a194;0,006164813;0,028489095;0,001485999;0,03254626;0,000295086;0,000981874;0,002731756;0,025349736;0,002447444;0,014969524;0;0,006964942;0,017815175;0,002181709;0,000586004;0;8,61412E-05
Dambach_a195;0,041911385;0,044310652;0;0,033014484;0,000586153;0,000244017;0,003135402;0,002193754;0,002111735;0,001461545;0;0,017287397;0,032696349;0,000320906;9,73513E-05;0;0
Dambach_a196;0,031063413;0,005109568;0,000555164;0,025532606;0,000327304;0;0,001856464;0,001215493;0,001617754;0,002423159;0;0,022702032;0,030974069;0,000260699;0,000107236;0;0
Dambach_a197;0,029025876;0,016546282;0;0,036532423;0,000572567;0;0,003472903;0,001965676;0,002064462;0,000714486;0;0,004761882;0,049225142;0,000412194;0,000380842;0;0
Dambach_a198;0,023927885;0,018772849;0,000416311;0,042731675;0,001246866;0;0,00302596;0,002179988;0,000138388;0,001369854;0;0,022722432;0,031602982;0,000627121;0,000248962;0;0
Dambach_a199;0,017305157;0,01479648;0;0,068041717;0,000492489;0;0,002461752;0,001230768;0,000546971;0,000984493;0;0,029122209;0,021486024;0,000176429;8,20277E-05;0;0
Dambach_a200;0,032663037;0,012389555;0,000543568;0,023089101;0,001614102;0,000805002;0,006887531;0,003611052;0,001959493;0,013776096;0;0,021597992;0,019065901;0,001221332;0,000852179;9,98333E-05;0
Dambach_a201;0,064143816;0,028292672;0;0,013387623;0,001646028;0;0,003327371;0,00359519;0,002434149;0,007255167;0;0,018245806;0,032311917;0,000990752;0;0;8,04561E-05
Dambach_a202;0,057667624;0,025112475;0,001039357;0,013596103;0,001860888;0;0,002873394;0,003478754;0,001716954;0,013901187;0;0,028041228;0,018161817;0,000911048;0,000102836;9,63924E-05;9,0709E-05
Dambach_a203;0,038494004;0,018968561;0,001398336;0,026156027;0,003064572;0,000231943;0,005761504;0,006428736;0,002315741;0,011667626;0;0,019436778;0,021355183;0,001824843;0,000370048;0;0,00016322
Dambach_a204;0,105880466;0,017907969;0;0,012661412;0,001224236;0;0,006972673;0,004380665;0,003044993;0,011715758;0;0,016594158;0,02396163;0,000796893;0,000303725;0;8,92909E-05
Dambach_a205;0,06766928;0,017434529;0;0,012795322;0,002405132;0,000500598;0,00557435;0,003750079;0,00066642;0,004197133;0;0,031838302;0,02212435;0,000879534;0,000599028;0;0
Dambach_a206;0,011254268;0,01549238;0,000823826;0,015115542;0,002219101;0,00123211;0,002111302;0,001077305;0,000410302;0,004799589;0;0,014148482;0,04447516;0,002169852;0,000409981;7,68657E-05;0
Dambach_a207;0,010973937;0,017484869;0,001336303;0,01998002;0,001329434;0,000885152;0,003221527;0,001491301;0,001177683;0,009270295;0;0,013896548;0,037964377;0,001228385;0,000617229;0;0
Dambach_a208;0,002919999;0,022239255;0;0,018492626;0,001136063;0,00023641;0,001619784;0,001416448;0,00110116;0,000424572;0;0,013201427;0,048841873;0,000700021;9,42424E-05;0;0
Dambach_a209;0,004392387;0,01297765;0,00047824;0,018604651;0,00142898;0,000951701;0,001630324;0,000891107;0,000950119;0,004701524;0;0,014239943;0,044901982;0,001423488;0,000284657;8,89443E-05;0
Dambach_a210;0,075705548;0,018285513;0,000527753;0,014613956;0,001262297;0,00105102;0,001800656;0,001181143;0,001224456;0,018571486;0;0,023860008;0,020327106;0,001553204;0,000209669;0;0
Dambach_a211;0,003354499;0,007738655;0;0,006209142;0,000394452;0,00016355;0,001676371;0,000487667;0,000648907;0,060639506;0;0,004604825;0,010504889;0,000229589;0;0;5,68236E-05
Dambach_a212;0,017583958;0,077297663;0;0,010934139;0;0;0,005285949;0,00283502;0,000314036;0,037639031;0;0,004681812;0,0075523;0,000470312;0;0,000262153;0
Dambach_a213;0,002264317;0,043626736;0;0,011573883;0,000382024;0,000316292;0,001889015;0,000705943;0,00229471;0,050584209;0;0,00420192;0,006743539;0,000882948;0;0;0
Dambach_a214;0,005580044;0,008334258;0,00092471;0,012821223;0,001108389;0,000692546;0,001186981;0,0006923;0,000153826;0,006921526;0;0,038062985;0,026296626;0,001269313;0,000184522;8,64914E-05;8,14011E-05
Dambach_a215;0,001162768;0,016695287;0,000765106;0,013749574;0,000686811;0,000762629;0,001306759;0,004714948;0,000761806;0,041585661;0;0,024174321;0,007817978;0,001224786;0,00030446;0;0
Dambach_a216;0;0,027911984;0;0,019329221;0,001355417;0,000451579;0,002321576;0,012523475;0,000752004;0,040872102;0;0,010937091;0,010927366;0,002309723;0,000450901;0;0
Dambach_a217;0,001531601;0,019623952;0,001001546;0,014987384;0,000897959;0,000498391;0,001280707;0,019227497;0,000331735;0,012237141;0;0,028713802;0,016060734;0,001055661;0,000298184;0,000186343;0
Dambach_a218;0;0,011679134;0,000972464;0,008991611;0,007580253;0,000161945;0,000555174;0,000485735;0,000323801;0,051481567;0;0,021044202;0,007844633;0,00075941;0,000129492;6,06982E-05;5,71267E-05
Dambach_a219;0;0,017843354;0,00161555;0,011689061;0,000644132;0,000268172;0,00275675;0,009242605;0,001071246;0,015903737;0;0,033855429;0,014449882;0,0017145;0,000321029;0,000100311;0
Dambach_a220;0;0,026488717;0,00047527;0,01158273;0,000278236;0,000460928;0,001770236;0,001372432;0,000304226;0,034977125;0;0,01271417;0,014548775;0,001171875;0,000181093;0;7,97826E-05
Dambach_a221;0;0,016720476;0;0,005791197;0;0,000250995;0,001068116;0,000743752;0,000987632;0,040164567;0;0,009551639;0,009477456;0,001060464;0,000389972;0;0
Dambach_a222;0,001777191;0,008760156;0,000513166;0,006435286;0,001499392;0,000248281;0,000211834;0,000369434;0;0,047208066;0;0,00708554;0,013966032;0,001743203;0,000389686;0;0
Dambach_a223;0;0,021545575;0,00212635;0,018332846;0,001912559;0,000796779;0,002503894;0,023898872;0,001239123;0,011948083;0;0,019911969;0,014581265;0,004113884;0,000530946;0,001592807;0
Dambach_a224;0,001582416;0,025237683;0,001575676;0,018504336;0,000629734;0,000787;0,001124115;0,018882973;0,002272749;0,012271975;0;0,02202428;0,015851993;0,003589371;0,000419465;0,001671263;0
Dambach_a225;0;0,017413883;0,002318157;0,015635119;0,001041844;0,001446546;0,000247923;0,016267185;0,000963854;0,010061568;0;0,025439008;0,021212702;0,002664465;0,000231227;0,0006503;0
Dambach_a226;0;0,02785265;0,001786778;0,024498886;0,002134472;0,000592242;0,001014456;0,005544467;0,000788177;0,008686403;0;0,030857818;0,015533451;0,003162555;0,000708299;0,001549187;0
Dambach_a227;0,001675042;0,02365416;0,001078167;0,01610306;0,000642467;0,00080171;0,000457561;0,019;0,000888257;0,010706296;0;0,025146354;0,016820135;0,002165489;0,000106349;0,000498405;0
Dambach_a228;0,013687257;0,048113403;0,001094999;0,032278029;0,002933043;0,001355203;0,003479887;0,007705589;0,001981095;0,01166278;0;0,012271618;0,019660336;0,003867785;0,000431105;0,000101015;0
Dambach_a229;0,014063534;0,038335489;0,001686486;0,03062277;0,00234204;0,001391267;0,005954015;0,007493994;0,002218587;0,009478126;0;0,015919495;0,018138048;0,003657529;0,000885069;0,000207386;0
Dambach_a230;0,0087305;0,033143398;0,001684726;0,025579685;0,002676745;0,001391709;0,001429693;0,008123807;0,000555072;0,012981167;0;0,017736627;0,020842111;0,00352593;0,000221516;0,000207626;9,76877E-05
Dambach_a231;0,024561646;0,031433659;0,000534557;0,020394222;0,001277666;0,000531815;0,000683261;0,008564529;0,001592721;0,013692723;0;0,020289871;0,022519468;0,001898514;0,00031811;0;9,35392E-05
Dambach_a232;0,022280472;0,021208226;0,000425713;0,014003819;0,001524778;0;0,002716899;0,003642699;0,000281413;0,005822785;0;0,023297491;0,032979862;0,001354769;8,42815E-05;0;0
Dambach_a233;0,021843545;0,010234539;0,000400313;0,071363418;0,000719072;0;0,000684224;0,00179559;0,000132978;0,002512851;0;0,021632847;0,026131662;0,000601627;7,97318E-05;0;0
Dambach_a234;0,020864332;0,014158299;0;0,011829178;0,003320682;0,000425364;0,002550621;0,00207143;0,000849514;0,008917358;0;0,032258547;0,024581673;0,001442003;8,48546E-05;0,000159085;0
Dambach_a235;0,017994859;0,012101911;0;0,012048193;0,001267106;0;0,001627486;0,001898133;0,001265111;0,006324311;0;0,026554268;0,035012643;0,000812714;8,42744E-05;0;0
Dambach_a236;0,00646985;0,00777295;0;0,028841648;0,000777844;0,000216085;0,001481807;0,00259327;0,000864452;0,003760463;0;0,020424008;0,039601727;0,001464955;0,000172908;0;0
Dambach_a237;0,015572071;0,010818426;0,000401151;0,017761305;0,000722747;0,00020081;0,003443035;0,001657169;0,002544588;0,00241085;0;0,028129881;0,034499298;0,001535327;0;0;0
Dambach_a238;0,018071505;0,021033198;0,000400315;0,018007008;0,001680254;0,000399997;0,001028448;0,002249538;0,00186616;0,0021593;0;0,028088663;0,032662744;0,001288212;0,00055973;0;0
Dambach_a239;0,025249959;0,035107946;0;0,005623101;0,001997962;0,000208026;0,005525767;0,001559313;0,001662953;0,004115185;0;0,019324514;0,03874155;0,000719477;0,000415487;0;0
Dambach_a240;0,032458058;0,009974852;0,000830898;0,024921856;0;0,000622919;0,001601699;0,001245711;0,002076115;0,002242143;0;0,026157268;0,034588371;0,000803712;8,30356E-05;7,7845E-05;0
Dambach_a241;0,013025197;0,021645515;0,000480546;0,050793085;0,000288104;0,00048008;0,002880085;0,002699799;0,001599752;0,001007779;0;0,020273589;0,030450776;0,001127747;0,000287881;0,000179921;8,46671E-05
Dambach_a242;0,016969662;0,022711448;0;0,018440199;0,000775981;0,000215467;0,002030992;0,000969137;0,001579082;0,003229526;0;0,011624061;0,048579024;0,000652427;0;0;0
Dambach_a243;0,014580587;0,013349416;0,00080873;0,036688767;0,000485082;0;0,001732198;0,002121851;0,001616594;0,002182344;0;0,01313395;0,044203997;0,000434027;0;0;7,13113E-05
Dambach_a244;0,014347808;0,006040432;0;0,008764574;0,000438014;0,000364893;0,00125077;0,000957453;0,001215649;0,001750344;0;0,01385463;0,054265241;0,000551653;7,29072E-05;0;0
Dambach_a245;0,021663068;0,003627773;0,000403729;0,016970174;0,001212736;0,000404375;0,001560087;0,001213609;0,001213771;0,004855602;0;0,024079546;0,039880798;0,000945995;8,09526E-05;0;0
Dambach_a246;0,028802291;0,014465803;0;0,029326208;0,001846075;0;0,003957912;0,001319516;0,002492731;0,001715758;0;0,020130179;0,0372671;0,001115353;0,000264042;0;0
Dambach_a247;0,001326464;0,023654895;0,000436703;0,014389036;0;0,000435362;0,001492013;0,000815676;0,000434916;0,005609268;0;0,022930088;0,038114788;0,001386094;0,000347648;8,14738E-05;0
Dambach_a248;0,013697507;0,012800685;0;0,013857398;0,001197227;0,001495493;0,000854144;0,001307421;0,000829868;0,009109843;0;0,030231198;0,02836129;0,001285056;0,00049746;0;0
Dambach_a249;0,00612412;0,02318355;0,001979066;0,020701217;0,001180235;0,00073653;0,003573564;0,000735138;0,000653045;0,012483194;0;0,022990881;0,026745949;0,000854359;0,000293279;0,000183265;0,000258684
Dambach_a250;0,002887057;0,010059301;0,000956596;0,013621308;0,000573272;0,000238792;0,002250986;0,000537081;0,000795577;0,009593704;0;0,033048004;0,027971268;0,001507895;0,000190862;0;0
Dambach_a251;0,00155889;0,064015692;0,003235237;0,028035298;0,017962982;0,00241256;0,005367555;0,01760618;0,002113926;0,010616879;0;0,001959568;0,014838063;0,032294972;0,000430448;0;0
Dambach_a252;0,001561662;0,06840923;0,003220937;0,015435608;0,018666231;0,000684851;0,001480892;0,009654667;0,002565093;0,009274202;0;0,002475097;0,02666735;0,030653587;0,000569448;0,000133684;0
Dambach_a253;0,003746813;0,047842257;0,001582545;0,015962799;0,024074788;0,001695787;0,004405631;0,013597571;0,001737223;0,006284718;0;0,00373726;0,024421083;0,034816147;0,000708744;0;0
Dambach_a254;0,001631597;0,054774005;0,003322488;0,024604073;0,012516185;0,000703508;0,00364864;0,012048527;0,001195916;0,010157997;0;0,001630761;0,026823601;0,028528999;0,001166709;0;0
Dambach_a255;0,007190047;0,082845674;0,000918524;0,00959428;0,002186147;0,000909007;0,000972497;0,001869983;0,001811757;0,013578828;0;0,001017362;0,037757868;0,00245979;0,000271017;0;0,000159345
Dambach_a256;0,009892489;0,19367092;0,002367864;0,01208413;0,004266688;0,000948405;0,003049024;0,001956736;0,001106963;0,00640514;0;0,001779442;0,026172829;0,00311255;0,000284749;8,89869E-05;0,000251265
Dambach_a257;0,012277727;0,107039473;0,000513984;0,013500032;0,002778132;0,00051459;0,001985183;0,003667539;0,000857988;0,008031401;0;0,003089365;0,038499991;0,002271577;0,000308973;0;9,08795E-05
Dambach_a258;0,001330694;0,143502102;0;0,020888745;0,001706733;0,000475456;0,002450236;0,006978632;0,000477746;0,007173099;0;0,000598624;0,031403814;0,008165564;0,000287756;0;8,4692E-05
Dambach_a259;0,00294443;0,09646673;0,001002381;0,033543785;0,00694602;0,001259684;0,002161111;0,010406322;0,000504774;0,007422838;0;0,000505226;0,027637683;0,007066701;0,000606597;0;0
Dambach_a260;0,001500287;0,084710585;0,00155397;0,01717047;0,006573718;0;0,002242887;0,013947442;0,000349495;0,00503577;0;0,001443846;0,037330894;0,005239383;0,000525512;0,000197112;0
Dambach_a261;0;0,134874849;0;0,015319527;0,005142372;0,000574062;0,003455986;0,00909496;0,001157197;0,003824795;0;0,001161787;0,031396997;0,012711071;0,000465824;0;0
Dambach_a262;0;0,113314713;0,00132081;0,010338601;0,005101595;0,000326241;0,003349876;0,002195538;0,000649882;0,02240308;0;0,002756508;0,024535389;0,001141843;0,000259127;0;0
Dambach_a263;0;0,075129534;0;0,006765068;0,002922552;0;0,002063983;0,00239952;0,000531773;0,035816619;0;0,001785006;0,017187786;0;0;0;0,000139334
Dambach_a264;0;0,099258176;0;0,005255363;0,002254707;0;0,001843512;0,000687269;0;0,030721128;0;0,001205346;0,011380827;0,000913406;0,000119888;0;0
Dambach_a265;0,001681605;0,156697815;0;0,007582802;0,001272803;0;0;0,002374512;0,001054357;0,015645569;0;0,00144705;0,024033005;0,001202165;0,004310041;0;0
Dambach_a266;0;0,284498113;0,000563689;0,007604476;0,001013504;0;0,001929558;0,001899124;0,001312821;0,002531634;0;0,000703133;0,022974997;0,000485374;0,000562428;0;0
Dambach_a267;0;0,27631901;0;0,011368259;0,00067362;0,000561319;0,000721668;0,002525766;0,00018709;0,003872684;0;0,000982176;0,022794875;0,001206704;0,000224491;0;0
Dambach_a268;0,007947388;0,012631845;0,001750997;0,004313487;0;0,000566844;0,000483874;0,000211046;0,0003743;0,030260696;0;0,003073351;0,031687515;0,001590524;0,000334325;0,000104403;0
Dambach_a269;0;0,014728701;0,00050633;0,0018797;0,000298954;0,000744417;0,000848357;0,001296297;0;0,034121131;0;0,004545456;0,032407938;0,0009462;9,80873E-05;9,19118E-05;0
Dambach_a270;0,005709386;0,006192221;0,002304877;0,002563609;0;0,000563309;0,000240648;0;0,000186378;0,033163326;0;0,006267016;0,032496514;0,00041125;0,000222335;0;0
Dambach_a271;0;0,086856354;0,001614264;0,011320301;0,000647578;0,00054004;0,000463131;0,004864767;0,000180231;0,002595956;0;0,000541021;0,05019709;0,003992882;0,000216487;0;0
Dambach_a272;0;0,139170592;0,00167712;0,010063818;0,002012895;0,000279581;0,003834374;0,010065466;0,000559203;0,003690792;0;0,001398058;0,035102297;0,002610102;0,000335541;0,000104857;0
Dambach_a273;0;0,127962085;0,001207351;0,013208725;0,00219417;0,000305482;0,001836057;0,005974926;0,000408955;0,007367136;0;0,002305026;0,034485115;0,008373655;0,000123084;0;0
Dambach_a274;0;0,076027794;0,001028196;0,033614675;0,002166408;0,000258121;0,001549648;0,006007571;0,00051696;0,00511933;0;0,00116397;0,042029071;0,003011187;0,000103507;0;0
Dambach_a275;0,007278542;0,039315178;0,005210922;0,020545877;0,005374898;0,002119167;0,0018149;0,00387942;0,001410006;0,019591397;0;0,002934634;0,026216151;0,007336939;0,001032384;0;0
Dambach_a276;0,002937132;0,023689513;0,007679053;0,010108831;0,001584492;0,002279783;0,001106051;0,000720726;0,00063715;0,023598963;0;0,001102976;0,017990652;0,001272871;0,000125243;0,000117227;0
Dambach_a277;0;0,020437222;0,003164844;0,00630414;0,000898519;0,005910853;0,000627375;0,000545125;0;0,026992679;0;0,00125159;0,017781041;0,001202957;0,000142129;0;0
Dambach_a278;0,005653848;0,02047625;0,015627526;0,007198318;0;0,006918936;0,000733184;0,001060504;0,000749381;0,015098793;0;0,002913938;0,01647564;0,001270757;0,000440735;0;0
Dambach_a279;0,00362088;0,046298043;0,01903472;0,016922018;0,00697603;0,001201244;0,002047355;0,004280859;0,001738209;0,016453079;0;0,000588626;0,01898799;0,001645335;0,001876111;8,78553E-05;0
Dambach_a280;0,001583231;0,064395477;0,000611389;0,01543773;0,019699805;0,000636614;0,002470071;0,030393524;0,000430328;0,007184996;0;0,000975036;0,016677635;0,021741864;0,00274165;0,000122525;0,000115425
Dambach_a281;0;0,053016255;0,001266732;0,019561182;0,033852859;0,000671847;0,000871367;0,014838062;0,00137147;0,005577514;0;0,001385793;0,021317976;0,029659986;0,003346876;0,000130944;0
Dambach_a282;0,00290702;0,050170507;0,003004826;0,013011215;0,023863729;0;0,004148242;0,013157928;0,001524394;0,009055136;0;0,000825629;0,023685856;0,032279586;0,002792557;0;0,000117703
Dambach_a283;0,007279645;0,063563219;0;0,015258068;0,02698007;0,002537559;0,002199835;0,019414476;0,001158253;0,009432782;0;0,001761153;0,015289032;0,03843186;0,00159816;0;0,00031459
Dambach_a284;0;0,01716172;0;0,052344866;0,001061051;0;0,001016419;0,010691889;0;0,007146195;0;0,000298268;0,042565593;0,008368252;0,000119512;0;0
Dambach_a285;0;0,032196337;0,000429374;0,005797154;0,000515335;0,000214732;0,000736245;0,002415859;0,000858987;0,002963546;0;0,000322131;0,063534721;0,001009825;0,000171807;0;0
Dambach_a286;0,001427583;0,0267634;0,000484382;0,004369221;0,000875022;0,00024328;0,00020866;0,003105315;0,000487291;0,001608543;0;0,001462971;0,06562001;0,001932269;0;0;0
Dambach_a287;0,001639555;0,023811057;0;0,006573753;0,00032874;0;0,001878851;0,002877153;0,000365369;0,001150952;0;0,003836709;0,062105347;0,001400244;0,000109626;0;0
Dambach_a288;0;0,022874416;0;0,016004326;0,001009639;0,003362891;0,000720226;0,00272974;0;0,034081229;0;0,001258678;0,033559828;0,001600843;0,00022368;0;0
Dambach_a289;0;0,021457178;0,000570089;0,029021242;0,000682102;0,001136005;0,00097321;0,001064031;0;0,022970468;0;0,002267859;0,038853437;0,001592509;0,000680109;0;0
Dambach_a290;0;0,027407899;0;0,068700414;0,002522467;0;0,002583271;0,012898668;0;0,011060622;0;0,00181514;0,028355675;0,006365697;0;0;0
Dambach_a291;0,001910741;0,029304597;0,002273835;0,017468702;0,007091001;0,000397874;0,002060895;0,014202154;0,00134867;0,013640713;0;0,002448302;0,029814937;0,027443802;0,000820296;0,000154004;0
Dambach_a292;0;0,02690343;0,000712545;0,016300631;0,01273371;0,001473612;0,002855856;0,013097688;0,002235792;0,021737087;0;0,000749566;0,021650947;0,02325439;0,000601737;0;0
Dambach_a293;0,001822654;0,017549839;0,000665491;0,011113073;0,007734108;0,001363489;0,000879598;0,03395367;0,000916454;0,007435481;0;0,002070518;0,028536581;0,016837973;0,000553507;0;0
Dambach_a294;0,003551867;0,042976493;0,001959396;0,02133906;0,009203372;0,001005671;0,001730561;0,011389279;0,001803799;0,014433581;0;0,000849317;0,027467853;0,018392777;0,000953798;0,000127827;0
Dambach_a295;0;0,006136863;0;0,002849411;0,000963191;0,001060263;0;0,000393032;0,000174015;0,031383458;0;0,002979025;0,027570081;0,000293017;0,00010315;0;0
Dambach_a296;0;0,006245611;0;0,000747133;0,002370441;0,001227627;0,000209604;0,000182852;0;0,034086442;0;0,00217894;0,033151393;0,000714464;0,000193145;0;0
Dambach_a297;0,002510207;0,023570412;0,001362051;0,009484003;0,003545577;0;0,000277133;0,001689445;0,00021375;0,021675024;0;0,001114051;0,027865883;0,003314611;0,000126769;0;0,000111627
Dambach_a298;0,005206429;0,006179397;0;0,007232661;0,000959628;0,000398543;0,000681631;0,000893086;0,000792782;0,040625872;0;0,002964931;0,030086757;0,000531447;0;0;0
Dambach_a299;0;0,005424955;0;0,00445236;0,000355114;0,000590667;0,000505561;0,000662837;0,000196232;0,060536534;0;0,002497796;0,0204718;0;0;0;0
Dambach_a300;0;0,011850855;0,000700671;0,003114936;0;0,000341974;0,000292124;0,000254959;0;0,047559012;0;0,003886315;0,023218838;0,00031854;0;0;0
Dambach_a301;0,018560255;0,018244538;0,002264517;0,016882199;0,005685087;0,000399395;0,002416471;0,016414443;0,001086134;0,023799092;0;0,006376258;0,018078758;0,031478835;0,000165541;0;0
Dambach_a302;0,007622771;0,017206895;0,000820517;0,016605529;0,004182474;0,000442528;0,003836204;0,010156603;0,000908886;0,032074623;0;0,005067089;0,018128524;0,038870841;0,000185779;0;0,000987371
Dambach_a303;0,012375998;0,030572185;0,003967172;0,022103281;0,00294314;0,001067079;0,003390444;0,010333352;0,002432846;0,029933447;0;0,002218356;0,015575757;0,038150883;0,000596266;0,000140028;0,000528094
Dambach_a304;0,006097682;0,017143039;0,001672253;0,01057983;0,00238746;0,000285634;0,002211309;0,006251365;0,001152077;0,055738398;0;0,001879975;0,011491201;0,015644751;0,00046393;0;0
Dambach_a305;0,003061485;0,021832515;0,000647133;0,019083224;0,002872057;0,000693655;0,00330402;0,010330365;0,003079636;0,026567949;0;0,003057951;0,022813266;0,035849927;0,000579939;0,000272358;0,000128382
Dambach_a306;0,003881465;0,018928877;0;0,024580318;0,002724396;0,000461836;0,002003792;0,02194481;0,001267721;0,009755344;0;0,007719643;0,025920227;0,041052719;0,000778927;0;0
Dambach_a307;0,005099673;0,020167622;0,001338444;0,021568625;0,003749574;0,000700949;0,002419643;0,01436448;0,001424409;0,018005377;0;0,005205274;0,027223202;0,024280742;0,000577178;0,000270883;0,000127612
Dambach_a308;0;0,020036345;0,001402342;0,031819892;0,003943587;0,001106935;0,004461176;0,018226755;0,003755459;0,016507673;0;0,001705131;0,021555554;0,028395951;0,000457165;0;0,000134804
Dambach_a309;0,005246115;0,023119021;0,001410585;0,018469711;0,008392776;0,001116548;0,00257247;0,015568159;0,00101116;0,011875259;0;0,001722537;0,031339349;0,028472413;0,000923951;0,000144574;0,000408728
Dambach_a310;0;0,009039867;0;0;0,001194938;0,00033161;0,00170426;0,010681664;0,000220722;0,078243068;0;0;0,000152658;0,004193816;0,000396794;0;0
Dambach_a311;0,006372379;0;0,00412433;0,013869043;0;0;0;0,01226122;0,000680769;0,041030609;0;0,003059777;0,018353569;0,005210857;0,000815352;0,000764255;0
Dambach_a312;0,01026678;0,016857592;0,002236625;0,017570214;0,000668358;0,001669259;0,000476598;0,01125373;0,001111027;0,039650746;0;0,002775307;0,014087377;0,00813386;0;0,000208021;0,000391527
Dambach_a313;0;0,010447138;0,001357589;0,011059723;0,013172601;0;0,001696257;0,026152176;0,009191981;0,005506175;0;0,002288629;0,010100706;0,014435182;0,000391379;0,000488926;0,00011498
Dambach_a314;0,00192042;0,011519416;0,00127982;0,013437509;0,023419029;0,002239484;0,000822657;0,02303418;0,015995839;0,008445752;0;0,003678988;0,015503374;0,006679646;0,000255927;0,001559553;0
Dambach_a315;0;0,012762831;0,001464954;0,01284751;0,019862495;0,001515019;0,005872316;0,032089574;0,008684036;0,009446503;0;0,003275385;0,012466096;0,020898248;0,000309347;0,001015931;0,000410103
Dambach_a316;0;0,020908227;0;0,011099222;0,017426883;0,000970178;0,001665641;0,051310517;0,004543274;0,006624817;0;0,001300344;0,010657112;0,009790193;0,000390512;0,002807543;0,000229827
Dambach_a317;0;0,018364762;0,000591543;0,012513998;0,008978291;0,001200662;0,003609648;0,054457194;0,002413276;0,010689385;0;0,003628944;0,011172413;0,009146201;0,000605731;0,000908937;0,000427876
Dambach_a318;0;0,008819441;0,001977623;0,014527139;0,00448212;0,000249462;0,002355142;0,064696027;0,001334528;0,007060629;0;0,003383191;0,013537545;0,006946047;0,00020067;0,000564513;0
Dambach_a319;0;0,017247424;0,000611765;0,018453471;0,005554293;0;0,004247847;0,046283226;0,002276201;0,012486922;0;0,004508977;0,0134968;0,008751295;0,000622617;0,000467092;0,000329793
Dambach_a320;0,0016567;0,019597656;0,002294091;0,0121023;0,004855026;0,000579104;0,001988264;0,056600367;0,002130293;0,006976408;0;0,003637099;0,016792928;0,006939414;0,000349503;0,00032774;0,000102842
Dambach_a321;0,001928182;0,017586998;0,001413804;0,010737545;0,006491755;0,0003625;0,002806691;0,016691187;0,030224565;0,012086257;0;0,00459;0,009500183;0,017914226;0,000883571;0,001519626;0,000260192
Dambach_a322;0,003735881;0,01949229;0,001235064;0,012954872;0,00480885;0,000308133;0,000792111;0,023329142;0,016011992;0,008312784;0;0,005540721;0,014063801;0,010730149;0,000123102;0,001731032;0,00097748
Dambach_a323;0,002037987;0,019236997;0,005388366;0,009083201;0,005244727;0;0,002591658;0,016374115;0,017014874;0,009267317;0;0,003524862;0,012084255;0,016209054;0,000537008;0,001636109;0,000829121
Dambach_a324;0,001941661;0,019006928;0,001450302;0,011595656;0,005349923;0;0,003218515;0,020062034;0,014102159;0,010674484;0;0,003037769;0,016844992;0,023653979;0,000304738;0,001715505;0,000807861
Dambach_a325;0;0,018953132;0,002201494;0,01689464;0,004112009;0,000768725;0,002321947;0,019838311;0,002603684;0,021157995;0;0,003346647;0,022029194;0,026196864;0,000791301;0,000148551;0,000139964
Dambach_a326;0;0,018364016;0;0,018414898;0,006064215;0,000784399;0,002368286;0,017847988;0,003184947;0,020605103;0;0,008624626;0,017434129;0,024444671;0,000322387;0,00136163;0,000142537
Dambach_a327;0;0,022274978;0,002571616;0,019671078;0,007167197;0,002007063;0,006921529;0,019769647;0,00135641;0,022850418;0;0,003073014;0,016415587;0,023107577;0,000274294;0,000514837;0,000242499
Dambach_a328;0;0,017947754;0,001391875;0,018707464;0,001735425;0,000365109;0,000945504;0,016911978;0,003464565;0,018994791;0;0,004491933;0,02631164;0,026229804;0,000752456;0,000282529;0
