;Abies;Alnus;Artemisia;Betula;Carpinus;Chenopodiaceae/Amaranthaceae;Corylus;Fagus;Fraxinus;Poaceae;Juniperus;Picea;Pinus;Quercus;Salix;Tilia;Ulmus
AlbaSanchez_a1;0,049815594;0,001769797;0;0,001765168;0;0,001175754;0;0;0;0,003877285;0;0;0,029275937;0,036001808;0;0;0
AlbaSanchez_a2;0,043645217;0;0;0;0;0,001565951;0;0;0;0,000939918;0;0;0,019282832;0,049413542;0;0;0
AlbaSanchez_a3;0,277777778;0;0;0;0;0;0;0;0;0;0;0;0,021367521;0,031746032;0;0;0
AlbaSanchez_a4;0,186046512;0;0;0;0;0;0;0;0;0;0;0;0,034883721;0,025747508;0;0;0
AlbaSanchez_a5;0,054662834;0;0;0;0;0,00112822;0;0;0;0,001014644;0;0;0,061643246;0,008381051;0;0;0
AlbaSanchez_a6;0;0;0;0;0;0;0;0;0;0;0;0;0,008241758;0,06377551;0;0;0
AlbaSanchez_a7;0,289949491;0;0;0;0;0,00070946;0;0;0;0,002553709;0;0;0,032083563;0,018702892;0;0;0
AlbaSanchez_a8;0;0;0;0;0;0;0;0;0;0;0;0;0;0,071428571;0;0;0
AlbaSanchez_a9;0,303522643;0;0;0;0;0,001367788;0;0;0;0;0,00297706;0;0,03462152;0,013212086;0;0;0
AlbaSanchez_a10;0,12605042;0;0;0;0;0;0;0;0;0;0,003055768;0;0,051712993;0,012004802;0;0;0
AlbaSanchez_a11;0,011798486;0;0;0;0;0;0;0;0;0;0;0;0,074723839;0,000632504;0;0;0
AlbaSanchez_a12;0,139037433;0;0;0;0;0,003442341;0;0;0;0,001544799;0,001403837;0;0,05975465;0;0;0;0
AlbaSanchez_a13;0,086032389;0,002527806;0;0;0;0,000842034;0;0;0;0,002525763;0,00413299;0;0,022925085;0,038100736;0;0;0
AlbaSanchez_a14;0,193964185;0;0;0;0;0,007679887;0,00059869;0;0;0,00209704;0,001144028;0;0,026466017;0,027968833;0;0;0
AlbaSanchez_a15;0,054852547;0;0;0;0;0,006527747;0;0;0;0,001466607;0,007109412;0;0,034579477;0,024615846;0;0;0
AlbaSanchez_a16;0,724467492;0;0;0;0;0,000645945;0;0;0;0,000387579;0,000352346;0;0,011031207;0,00861561;0;0;0
AlbaSanchez_a17;0,462163096;0;0;0;0;0,001542765;0;0;0;0,000925766;0;0;0,025637612;0,013349485;0;0;0
AlbaSanchez_a18;0,136720398;0,002275697;0,001516471;0;0;0,001515811;0,000649593;0;0;0,001818656;0,002066606;0;0,033922893;0,02546771;0;0;0
AlbaSanchez_a19;0,4815007;0,001974823;0;0;0;0,001317198;0;0;0;0,000790397;0,002514933;0;0,02188866;0,013373657;0;0;0
AlbaSanchez_a20;0,250916972;0;0;0;0;0,004500513;0;0;0;0,000450211;0,005730234;0;0,026669609;0,022250678;0;0;0
AlbaSanchez_a21;0,509090908;0,002272727;0;0;0;0;0;0;0;0;0,001239669;0;0,01993007;0,01525974;0;0;0
AlbaSanchez_a23;0,021018136;0,005245051;0;0,001310081;0;0,001746249;0;0;0;0,002618745;0,005713437;0;0,030616621;0,033034615;0;0;0
AlbaSanchez_a25;0,698602794;0;0;0;0;0,001324065;0;0;0;0,000794123;0,000360946;0;0,011910215;0,008932369;0;0;0
AlbaSanchez_a26;0;0,002692539;0;0;0;0,000896542;0;0;0;0,000537809;0,003422319;0;0,013237381;0,055080599;0;0;0
AlbaSanchez_a27;0,014769485;0,001828726;0;0;0;0,001211513;0;0;0;0,001088997;0,000329943;0;0,017583872;0,051007366;0;0;0
AlbaSanchez_a28;0,157109676;0;0;0;0;0,000706462;0;0;0;0;0,000385282;0;0,044661715;0,018012471;0;0;0
AlbaSanchez_a29;0;0;0;0;0;0;0;0;0;0;0,001741553;0;0,052460949;0,02134647;0;0;0
AlbaSanchez_a30;0,038510325;0;0;0;0;0;0;0;0;0;0;0;0,048104941;0,018233582;0;0;0
AlbaSanchez_a31;0;0;0;0;0;0;0;0;0;0,008649567;0,000786085;0;0,039890241;0,025385211;0;0;0
AlbaSanchez_a32;0,679536679;0;0;0;0;0;0;0;0;0,0003861;0;0;0,019305019;0,004688362;0;0;0
AlbaSanchez_a33;0,639215686;0;0;0;0;0;0;0;0;0,001176471;0,003565062;0;0,01719457;0,006162465;0;0;0
AlbaSanchez_a34;0,090604027;0;0;0;0;0,000559284;0;0;0;0;0,000305064;0;0,069437274;0;0;0;0
AlbaSanchez_a35;0,24137931;0;0;0;0;0;0;0;0;0,001567398;0;0;0,054014951;0,002910882;0;0;0
AlbaSanchez_a36;0,033331533;0;0;0;0;0;0;0;0;0,000554167;0;0;0,07225034;0,001389158;0;0;0
AlbaSanchez_a37;0,047811761;0;0;0;0;0;0;0;0;0,006596065;0;0;0,012119847;0,051793988;0;0;0
AlbaSanchez_a38;0,484024043;0;0;0;0;0;0;0;0;0,001848657;0;0;0,029132422;0,007498461;0;0;0
AlbaSanchez_a39;0,332938589;0;0;0;0;0,002673276;0,000572642;0;0;0,002403565;0;0;0,029572204;0,016386409;0;0;0
AlbaSanchez_a40;0,186504101;0;0;0;0;0;0;0;0;0,00104962;0;0;0,054626045;0,006290592;0;0;0
AlbaSanchez_a41;0,62515695;0;0;0,001803214;0;0;0;0;0;0,000360084;0;0;0,024369097;0,003119183;0;0;0
AlbaSanchez_a42;0,243087208;0;0;0,00112399;0;0;0;0;0;0,001771724;0,00120691;0;0,020736397;0,027348911;0;0;0
AlbaSanchez_a43;0;0;0;0;0;0;0;0;0;0,003571429;0;0;0,03021978;0,040816327;0;0;0
AlbaSanchez_a44;0,007209529;0;0;0;0;0,003035066;0;0;0;0,001093529;0;0;0,009255596;0,06105381;0;0;0
AlbaSanchez_a45;0,122753877;0;0;0;0;0,000656798;0;0;0;0,001969638;0,001432389;0;0,050294833;0,012811187;0;0;0
AlbaSanchez_a46;0;0,004577823;0;0;0;0;0;0;0;0,002731135;0;0;0,002100187;0,065939622;0;0;0
AlbaSanchez_a47;0;0,011203469;0;0;0;0;0;0;0;0,005614721;0;0;0,004319594;0,062186222;0;0;0
AlbaSanchez_a49;0,251637317;0;0;0;0;0;0;0;0;0,00135127;0;0;0,005708091;0,043875318;0;0;0
AlbaSanchez_a50;0,199888952;0;0;0;0;0;0;0;0;0;0;0;0,001211005;0,015688973;0;0;0
AlbaSanchez_a51;0;0;0;0;0;0;0;0;0;0;0;0;0,000655197;0,066448924;0;0;0
AlbaSanchez_a52;0;0;0;0;0;0,000726162;0;0;0;0,000870662;0;0;0;0,069659751;0;0;0
AlbaSanchez_a53;0;0;0;0;0;0;0;0;0;0,00148238;0;0;0;0,068331543;0;0;0
AlbaSanchez_a54;0;0;0;0,000942181;0;0,000614489;0;0;0;0,004348823;0;0;0,000554267;0,0504623;0;0;0
AlbaSanchez_a55;0;0;0,00142663;0;0;0,000708239;0;0;0;0,000847475;0,000385067;0;0;0,067096607;0;0;0
AlbaSanchez_a57;0;0;0;0;0;0,000622181;0;0;0;0,000734417;0;0;0;0,054502833;0;0;0
AlbaSanchez_a58;0;0,002680222;0;0;0;0,001783957;0;0;0;0,004815143;0;0;0;0,066525245;0;0;0
AlbaSanchez_a59;0;0,002907095;0;0;0;0,000969005;0;0;0;0,0023256;0;0;0;0,068931469;0;0;0
AlbaSanchez_a60;0;0;0;0;0;0,0013931;0;0;0;0,01001817;0,000758827;0;0,003209606;0,058899835;0;0;0
AlbaSanchez_a61;0,56102254;0;0;0;0;0;0;0;0;0,00281195;0,000364249;0;0;0,020884699;0;0;0
AlbaSanchez_a62;0,072122922;0;0;0;0;0;0;0;0;0,00109503;0;0;0;0,032254464;0;0;0
AlbaSanchez_a63;0,481393506;0;0;0;0;0,000640421;0;0;0;0,000725302;0;0;0;0,00796102;0;0;0
AlbaSanchez_a64;0;0;0;0;0;0;0;0;0;0;0;0;0;0,071428571;0;0;0
AlbaSanchez_a65;0,016411379;0;0;0;0;0;0;0;0;0;0;0;0,001923711;0,044005297;0;0;0
AlbaSanchez_a66;0;0;0;0;0;0;0;0;0;0;0;0;0,002274881;0,048677621;0;0;0
AlbaSanchez_a67;0;0;0;0;0;0;0;0;0;0;0;0;0,005467095;0,043894097;0;0;0
AlbaSanchez_a68;0;0;0;0;0;0,000728765;0;0;0;0,003436153;0;0;0;0,051210628;0;0;0
AlbaSanchez_a69;0;0;0;0;0;0;0;0;0;0,000355547;0,000645876;0;0;0,064218524;0;0;0
AlbaSanchez_a70;0;0;0;0;0;0,000594643;0;0;0;0,002780015;0,000314794;0;0;0,043371531;0;0;0
AlbaSanchez_a71;0;0;0;0;0;0;0;0;0;0;0;0;0;0,071428571;0;0;0
AlbaSanchez_a72;0;0;0;0;0;0;0;0;0;0,000341308;0,000620558;0;0;0,070675682;0;0;0
AlbaSanchez_a73;0;0;0;0;0;0;0;0;0;0,00034604;0,00094374;0;0;0,070403576;0;0;0
AlbaSanchez_a74;0;0;0;0;0;0,001810015;0;0;0;0,000721125;0,001965638;0;0;0,064647907;0;0;0
AlbaSanchez_a75;0;0;0;0;0;0,002267455;0;0;0;0,000340125;0,002473646;0;0;0,068291145;0;0;0
AlbaSanchez_a76;0;0;0;0;0;0;0;0;0;0,000351287;0;0;0,000270148;0,070151955;0;0;0
AlbaSanchez_a77;0;0;0,001446715;0;0;0;0;0;0;0,000416802;0,008701505;0;0,000319364;0,052506502;0;0;0
AlbaSanchez_a78;0;0;0;0;0;0;0;0;0;0,000343725;0,000624941;0;0;0,070532685;0;0;0
AlbaSanchez_a79;0;0;0,00121772;0;0;0,000601972;0;0;0;0,000719112;0,003593354;0;0;0,063110443;0;0;0
AlbaSanchez_a80;0;0;0;0;0;0;0;0;0;0;0,000692726;0;0;0,066630426;0;0;0
AlbaSanchez_a81;0;0;0;0;0;0,000554894;0;0;0;0,000997955;0,000302375;0;0;0,069391177;0;0;0
AlbaSanchez_a82;0;0;0;0;0;0,001713129;0;0;0;0,001364637;0,000309964;0;0;0,065232293;0;0;0
AlbaSanchez_a83;0;0;0;0;0;0,001675139;0;0;0;0;0,000914384;0;0;0,070635495;0;0;0
AlbaSanchez_a84;0;0;0;0;0;0,003268686;0;0;0;0,003268401;0,000594248;0;0,000502816;0,066672892;0;0;0
AlbaSanchez_a85;0;0;0;0;0;0,001885289;0;0;0;0,000377178;0;0;0;0,070668041;0;0;0
AlbaSanchez_a86;0;0;0,001209774;0;0;0,001816419;0;0;0;0,001090274;0,000660807;0;0;0,069477836;0;0;0
AlbaSanchez_a87;0;0;0;0;0;0,001922712;0;0;0;0,001727914;0,000523506;0;0;0,067509816;0;0;0
AlbaSanchez_a88;0;0;0;0;0;0;0;0;0;0,000665637;0,000302513;0;0;0,069532905;0;0;0
AlbaSanchez_a89;0;0;0;0;0;0,000706791;0;0;0;0,003726945;0,000375256;0;0;0,045052148;0;0;0
AlbaSanchez_a90;0;0;0;0;0;0;0;0;0;0,003432494;0;0;0;0,054412561;0;0;0
AlbaSanchez_a91;0,07970335;0;0,001735515;0;0;0;0,00443722;0;0;0,003102061;0;0;0,050472978;0,012249239;0;0;0
AlbaSanchez_a92;0,134288571;0;0;0;0;0;0,004956352;0;0;0,000682684;0,00185551;0;0,033839953;0,004731002;0;0;0
AlbaSanchez_a93;0,315293295;0;0;0;0;0,001392388;0;0;0;0,001211445;0;0;0,003377983;0,02200585;0;0;0
AlbaSanchez_a94;0,075699332;0;0;0;0;0;0;0;0;0,004138134;0,000341973;0;0,004050688;0,058622036;0;0;0
AlbaSanchez_a95;0,556147453;0;0;0;0;0,001202833;0;0;0;0,000714607;0;0;0,01533935;0,012133295;0;0;0
AlbaSanchez_a96;0,018110044;0;0;0;0;0,001508441;0;0;0;0,004525149;0,000411375;0;0,003132754;0,062986422;0;0;0
AlbaSanchez_a97;0;0;0;0;0;0,000551766;0;0;0;0,000662172;0;0;0,000254689;0,070561954;0;0;0
AlbaSanchez_a98;0;0;0;0;0;0,000595238;0;0;0;0,000354108;0,000321543;0;0;0,062247984;0;0;0
AlbaSanchez_a99;0;0;0;0;0;0;0;0;0;0;0;0;0;0,071428571;0;0;0
AlbaSanchez_a100;0;0;0;0;0;0;0;0;0;0;0,000311401;0;0;0,071023154;0;0;0
AlbaSanchez_a101;0,004491621;0;0;0;0;0;0;0;0;0,000448504;0,000407724;0;0,001379959;0,069078117;0;0;0
AlbaSanchez_a102;0;0;0;0;0;0;0;0;0;0,001238024;0;0;0;0,065961152;0;0;0
AlbaSanchez_a103;0,04336596;0;0;0;0;0;0;0;0;0;0,002073502;0;0,000876769;0,063395831;0;0;0
AlbaSanchez_a104;0;0;0,006310305;0;0;0,001043392;0;0;0,000693764;0,00561653;0,002835411;0;0;0,059834435;0;0;0
AlbaSanchez_a105;0;0;0;0,001306494;0;0,002610041;0;0;0;0,003650764;0;0;0;0,066435767;0;0;0
AlbaSanchez_a106;0;0;0;0;0;0,000626839;0;0;0;0;0,000683689;0;0;0,070449645;0;0;0
AlbaSanchez_a107;0;0;0;0;0;0;0;0;0;0;0;0;0,000240445;0,070990064;0;0;0
AlbaSanchez_a109;0;0;0,001203816;0;0;0;0;0;0;0,000361051;0;0;0;0,070838966;0;0;0
AlbaSanchez_a110;0;0;0,001274336;0;0;0;0;0;0;0,000763731;0,00069427;0;0,00029371;0,069468644;0;0;0
AlbaSanchez_a111;0;0;0,001214234;0;0;0;0;0;0;0,000363826;0,000330735;0;0;0,07030271;0;0;0
AlbaSanchez_a112;0;0;0,01826759;0;0;0,001955181;0;0;0;0,001172615;0,001065952;0;0;0,064589551;0;0;0
AlbaSanchez_a113;0;0;0,001320851;0;0;0;0;0;0;0,000791112;0,000719143;0;0;0,069514507;0;0;0
AlbaSanchez_a114;0;0;0,002327226;0;0;0,001164556;0;0;0;0,001048441;0;0;0;0,070003672;0;0;0
AlbaSanchez_a115;0;0;0;0;0;0,001246404;0;0;0;0,004483273;0;0;0;0,066855661;0;0;0
AlbaSanchez_a116;0;0;0,002623138;0;0;0;0;0;0;0,003523269;0;0;0,000300983;0,066633878;0;0;0
AlbaSanchez_a117;0;0;0;0;0;0;0;0;0;0,001937398;0;0;0;0,058742523;0;0;0
AlbaSanchez_a118;0;0;0;0,000857633;0;0;0;0;0;0,005449591;0,001238007;0;0;0,063168124;0;0;0
AlbaSanchez_a119;0;0;0,001268612;0;0;0,00123057;0;0;0;0,002188772;0,000331097;0;0;0,057103482;0;0;0
AlbaSanchez_a120;0;0;0,001121171;0;0;0,000558995;0;0;0;0,002680135;0,000304514;0;0;0,067670372;0;0;0
AlbaSanchez_a121;0;0;0;0;0;0,000548812;0;0;0;0,000329151;0,000598423;0;0;0,070077102;0;0;0
AlbaSanchez_a122;0;0;0;0;0;0,004014245;0;0;0;0,000964523;0,000438488;0;0;0,069812096;0;0;0
AlbaSanchez_a123;0;0;0;0;0;0;0;0;0;0,001012798;0;0;0;0,06225018;0;0;0
AlbaSanchez_a124;0;0;0;0;0;0,001843717;0;0;0;0,017733396;0;0;0;0,039790268;0;0;0
AlbaSanchez_a125;0;0;0;0;0;0,001089828;0;0;0;0,002578024;0;0;0;0,054940103;0;0;0
AlbaSanchez_a126;0;0;0;0;0;0;0;0;0;0,000334551;0;0;0;0,070986241;0;0;0
AlbaSanchez_a127;0;0;0;0;0;0;0;0;0;0,000680601;0;0;0;0,070622347;0;0;0
AlbaSanchez_a128;0,003687546;0;0;0;0;0;0;0;0;0,001662686;0;0;0,001020621;0,061845081;0;0;0
AlbaSanchez_a129;0,004008366;0;0;0;0;0;0;0;0;0,000361079;0;0;0,001108193;0,062599209;0;0;0
AlbaSanchez_a130;0;0;0;0;0;0;0;0;0;0;0;0;0;0,071428571;0;0;0
AlbaSanchez_a131;0;0;0;0;0;0;0;0;0;0,000641069;0;0;0;0,070925441;0;0;0
AlbaSanchez_a132;0;0;0;0;0;0,001004992;0;0;0;0,001808283;0,000821903;0;0;0,068674231;0;0;0
AlbaSanchez_a133;0;0;0;0;0;0;0;0;0;0;0,000351029;0;0;0,07109301;0;0;0
AlbaSanchez_a134;0,007094295;0;0;0;0;0;0;0;0;0,005203064;0;0;0;0,065591021;0;0;0
AlbaSanchez_a135;0;0;0;0;0;0;0;0;0;0,000294122;0;0;0;0,071208218;0;0;0
Antipina_Galimov_a1;0,003846154;0,012149533;0,005555555;0,073732719;0;0;0;0;0;0;0;0,001826484;0,045505618;0;0;0;0
Antipina_Galimov_a2;0,003976143;0,006782946;0,001921845;0,044497608;0;0;0;0;0;0;0;0,002214489;0,056050212;0;0;0;0
Antipina_a1;0,002506266;0;0;0,028089888;0;0,000831947;0;0;0;0;0;0,012889813;0,055267703;0;0;0,000155909;0
Antipina_a2;0,009861933;0,00194742;0,003878475;0,088534107;0;0,000321854;0;0;0;0;0;0,011401959;0,035274937;0;0,000128419;0;0
Antipina_a3;0,001953125;0;0,000650195;0,076060458;0;0,000324992;0;0;0;0;0;0,002437043;0,050389922;0;0,000259943;0;0
Antipina_a4;0,012315271;0,008323424;0,003134796;0,130333138;0;0,000774893;0;0;0;0;0;0,005586592;0,023462496;0;0,000615764;0;0
Antipina_a5;0,017647059;0,005785921;0,002557545;0,119081779;0;0,00063593;0;0;0;0;0;0,007452037;0,02809482;0;0,000126775;0;0
Antipina_a6;0,004301075;0,012605042;0,009034051;0,106438214;0;0,000689655;0;0;0;0,000206271;0;0,002748196;0,033761293;0;0,000137306;0;0
Antipina_a7;0;0;0;0,00622665;0;0;0;0;0;0;0;0,011198673;0,06431853;0;0;0;0
Antipina_a8;0,001890359;0,002806361;0,006215041;0,04467194;0;0,000619387;0;0;0;0,000371126;0;0,004946669;0,054644029;0;0;0;0
Antipina_a9;0,009615385;0,001679261;0,001611171;0,060007896;0;0,000774194;0;0;0;0,002134472;0;0,004556385;0,035580961;0;0;0;0
Antipina_a10;0,006269592;0,007692308;0,007135576;0,098323171;0;0,001013171;0;0;0;0,003032141;0;0,003030303;0,034490795;0;0,000807591;0;0
Antipina_a11;0;0,002857143;0,004410838;0,056497175;0;0;0;0;0;0,001122334;0;0,002803738;0,051458962;0;0,000124517;0;0
Antipina_a12;0,003322259;0,001623377;0;0,081861958;0;0;0;0;0;0,000318878;0;0,002920871;0,045332026;0;0;0;0
Antipina_a13;0,035019455;0,003824092;0,005069708;0,098578199;0;0;0;0;0;0;0;0,005340873;0,034502754;0;0,000502386;0;0
Antipina_a14;0,00132626;0,001949318;0,010327022;0,131553554;0;0,000427442;0;0;0;0,001023149;0;0,002769198;0,027521132;0;8,51498E-05;0;0
Atanassova_a1;0,005534428;0;0,003393538;0,018968245;0,001406951;0,006380366;0,003347165;0,023912214;8,67392E-05;0,018498557;0;0,001625719;0,02971044;0,002998808;0;0;0,00013766
Atanassova_a2;0;0;0,002846528;0,007938602;0,008310651;0,00713247;0,010309034;0,025232692;0;0,019091593;0;0,002448196;0,026084985;0,00385967;0;0;0
Atanassova_a3;0;0,01020443;0,014163277;0,004907913;0,012279525;0,007763816;0,007621608;0,034568051;0;0,001010886;0,000437754;0,021072611;0,015787217;0,002542048;0;0,000120504;0
Atanassova_a4;0;0;0,003339854;0,015112807;0,011119777;0,00692317;0,00507383;0,014604765;0;0,002035387;0;0,000339612;0,04625948;0,004890158;0;0,002614439;0,000240123
Atanassova_a5;0;0,038809424;0,008809063;0,012384761;0,020622955;0,006656173;0,018151852;0,003804283;0;0,003984487;0;0;0,028932978;0,003964571;0;0,00209438;0,000677507
Atanassova_b1;0,002868362;0,00142019;0,004718624;0,018019532;0,010165867;0,004938548;0,001208882;0,013570046;0;0,020996969;0;0,000352184;0,030880042;0,005056421;9,38856E-05;0,000352043;0
Atanassova_b2;0;0,021386909;0,002571796;0,008325328;0,016355737;0,003827344;0,002002549;0,025306382;0,000141383;0,014116749;0;0,002012072;0,029805531;0;0;0;0
Atanassova_b3;0;0,008225335;0,000343618;0,00464491;0;0,004306477;0,003840354;0,025726517;0,000344819;0,003517772;0;0,037084281;0,016401;0,001494204;0;0;0,000121801
Atanassova_b4;0,003132164;0,005908248;0,001084675;0;0,010057274;0,002738323;0,001723651;0,036234847;0,000610515;0,002859089;0;0,000733824;0,042013233;0,004941399;0;0,000482167;0
Atanassova_b5;0;0,017318154;0,002511192;0,007912328;0,012963185;0,001507505;0,006676594;0,003769257;0;0,003769553;0;0;0,047789802;0,006148812;0;0,001130999;0,000887069
Atanassova_c1;0;0,007699355;0,00399806;0,004071292;0,001949177;0;0,001388175;0,010787001;0,00011977;0,03673645;0;0,001166094;0,028639221;0,003560235;0;0;0
Atanassova_c2;0;0;0;0,007989406;0,033113994;0,001841686;0,001263862;0,012448465;0;0,038206797;0;0;0,021227971;0,003864425;0;0;0
Atanassova_c3;0;0,011960324;0,006052412;0;0,006873844;0,001590775;0,008997655;0,035304314;0;0,001907988;0;0,024323852;0,017168963;0,000970445;0;0,000894121;0
Atanassova_c4;0;0,012105037;0,000969538;0,086339536;0,007957679;0,003235588;0,001941679;0,014200311;0;0,00058268;0;0;0,031380153;0,001405366;0;0,000849966;0
Atanassova_c5;0;0,032799508;0;0,007581305;0,012395604;0,007677595;0,008013196;0,008623831;0,000159618;0,008041388;0;0,002511369;0,032115761;0,00583729;0;0,001523574;0,000168677
Atanassova_d1;0,001589791;0,005999939;0;0,008023301;0,004545876;0,003372941;0,001441809;0,005576195;0,000266084;0,010045905;0;0,001790686;0,04683765;0,001363965;0;0,000148889;0,000280151
Atanassova_d2;0,013437728;0,006787299;0,001513427;0,012507077;0,010926454;0,006074402;0,011395069;0,016528907;0;0,005246346;0;0,020916508;0,019836728;0,005135971;0;0;0
Atanassova_e1;0,005532616;0;0,003372048;0,018834132;0,001396383;0,006330566;0,003320338;0,023716814;8,60199E-05;0,018343335;0;0,00161184;0,029455126;0,002995772;0;0;0,000136455
Atanassova_e2;0,002740177;0,001357884;0,00451288;0,017236253;0,017288514;0,004724537;0,002120327;0,012982897;0;0,020089311;0;0,00033697;0,029546294;0,004801261;8,98321E-05;0,000336846;0
Atanassova_e3;0;0,007708044;0,004002497;0,004075772;0,001951311;0;0,001389686;0,010798721;0;0,036776266;0;0,001167355;0,028670189;0,003560262;0;0;0
Atanassova_e4;0;0;0,002444638;0,006710701;0,006959499;0,005935816;0,008541553;0,020837519;0;0,015693519;0;0,002006285;0,021351365;0,003890709;0,000266748;0;0
Atanassova_e5;0;0,021290323;0,002556455;0,00826972;0,016239533;0,003799071;0,001987353;0,02511055;0,000140272;0,014004542;0;0,001995798;0,029562857;0;0;0;0
Atanassova_e6;0;0;0;0,007745407;0,032091367;0,001784391;0,001224336;0,012057629;0;0,037000675;0;0,002145893;0,020554468;0,003768304;0;0;0
Atanassova_e7;0,001590326;0,006017442;0;0,008056242;0,004565587;0,003388079;0,001448435;0,005602273;0,000267345;0,010094016;0;0,001799395;0,047066799;0,001348929;0;0,000149627;0,000281544
Atanassova_e8;0;0,01020443;0,014163277;0,004907913;0,012279525;0,007763816;0,007621608;0,034568051;0;0,001010886;0,000437754;0,021072611;0,015787217;0,002542048;0;0,000120504;0
Atanassova_e9;0;0,008229655;0,000343857;0,004648534;0;0,004310205;0,003843772;0,02574989;0,000345137;0,003521058;0;0,037119562;0,016416712;0,001494094;0;0;0,00012192
Atanassova_e10;0;0,011919863;0,006025358;0;0,006837166;0,001581943;0,008946315;0,035098789;0;0,001896572;0;0,024175697;0,017063677;0,000970895;0;0,000888555;0
Atanassova_e11;0,013444232;0,006812082;0,001520579;0,012572951;0,010987562;0,006109697;0,011463052;0,016629451;0;0,005279118;0;0,021049457;0,019963648;0,005133573;0;0;0
Atanassova_e12;0;0;0,003339854;0,015112807;0,011119777;0,00692317;0,00507383;0,014604765;0;0,002035387;0;0,000339612;0,04625948;0,004890158;0;0,002614439;0,000240123
Atanassova_e13;0,003132618;0,005915043;0,001086301;0;0,010075202;0,002743401;0,001726935;0,036305302;0,000611721;0,002864804;0;0,000735317;0,042099312;0,004940627;0;0,00048317;0
Atanassova_e14;0;0,012105037;0,000969538;0,086339536;0,007957679;0,003235588;0,001941679;0,014200311;0;0,00058268;0;0;0,031380153;0,001405366;0;0,000849966;0
Atanassova_e15;0;0,038722519;0,008783617;0,012345005;0,020552795;0,00663268;0,018086135;0,003790251;0;0,003969411;0;0;0,02882097;0,003965647;0;0,002086157;0,000674838
Atanassova_e16;0;0,017318154;0,002511192;0,007912328;0,012963185;0,001507505;0,006676594;0,003769257;0;0,003769553;0;0;0,047789802;0,006148812;0;0,001130999;0,000887069
Atanassova_e17;0;0,032833874;0;0,00759072;0,012411475;0,007687621;0,008023807;0,008635368;0,000159833;0,008052299;0;0,002514809;0,032159899;0,005800607;0;0,001525685;0,000168911
Bakker_a1;0,003523961;0,001664526;0,001089596;0;0;0,004280887;0;0;0;0,002869192;0,000579077;0;0,006115802;0,053753435;0;0;0
Bakker_a2;0;0;0,016725688;0;0;0,036099598;0,001189443;0;0,001848891;0,00956556;0,000756012;0;0,000639497;0,040807755;0;0,000259709;0
Bakker_a3;0;0,004394204;0;0,000898356;0;0,01637359;0,001904631;0,000823335;0;0,002267467;0,001756366;0;0,00908166;0,00866311;0;0;0
Bakker_a4;0;0;0;0,018598277;0;0;0;0;0;0,00695563;0,017635749;0;0,008475994;0,011623102;0;0;0
Bakker_a5;0;0;0,001657628;0;0;0,004693838;0;0;0;0,002754477;0;0;0,014018994;0,032574038;0;0;0
Bakker_a6;0,004528302;0;0,002196729;0;0;0,00654149;0,000311171;0;0,000241682;0,001739256;0,00059269;0;0,023723339;0,040893346;0;0;0
Bakker_a7;0;0;0,002666963;0;0;0,015504711;0,001102586;0;0;0,003062885;0,013898943;0;0,005865246;0,03316633;0;0;0
Bakker_a8;0;0;0,002236044;0,001660527;0;0,005481143;0;0;0;0;0,005926915;0;0,029541084;0,028444365;0;0;0
Bakker_a9;0;0,003403447;0,002029139;0,001445463;0;0,014222534;0,000387952;0,000336062;0,000296416;0,002121093;0,003597433;0;0,007048437;0,016712465;0,000347123;0;0
Bakker_a10;0;0,000473759;0,000311354;0,000463738;0;0,005065406;0;0;0;0,000366341;0;0;0,065111404;0,002791866;0;0;0
Bakker_a11;0,002732774;0,001300511;0,000853294;0;0;0,000420004;0;0;0;0,000500885;0;0;0,065360375;0,003555544;0;0;0
Bakker_a12;0,020276121;0,002215937;0,004253652;0;0;0;0;0;0;0,002818857;0,001826633;0;0,054232669;0,000364756;0;0;0
Bakker_a13;0,012364524;0;0,002639382;0;0;0,001210835;0;0;0;0,015472511;0,01400492;0;0,011236697;0,006381234;0;0;0
Bakker_a14;0,005744415;0;0,000872475;0;0;0,000426773;0,000364676;0;0,000564946;0,002284749;0;0;0,0537366;0,010146803;0;0;0
Bakker_a15;0;0,012980121;0,0040914;0,003983091;0;0,041390587;0,000550283;0;0,000847729;0,004182119;0,001034039;0;0,0110361;0,015143126;0,000752777;0;0
Bakker_a16;0;0;0;0,006595953;0;0,046707192;0,000612502;0;0,000472892;0,002547069;0,005391565;0;0,005521903;0,021583202;0,001404239;0;0
Bakker_b1;0,004663967;0,000739519;0,00654949;0;0;0,003103937;0,00071469;0;0,000237521;0,003132016;0,000193968;0;0,045294461;0,016858561;0,00033115;0;0
Bakker_b2;0,001272581;0,001198463;0,001959397;0;0;0,002307335;0;0;0,000509567;0,003549833;0,001039955;0;0,055087923;0,007403702;0,000228175;0;0
Bakker_b3;0,002077732;0,001011333;0,004678225;0;0;0,003809468;0,000141792;0;0,000220202;0,021490281;0,000269964;0;0,035913779;0,015439623;0,000527267;0;0
Bakker_b4;0,001712851;0;0;0,000411214;0;0,026202145;0;0;0,000544285;0,012402449;0,000444852;0,000135873;0,033852309;0,011152724;0,004018323;0;0
Bakker_b5;0,00103499;0,000995425;0,003276332;0;0;0,006309461;0,000415271;0;0,001611137;0,005215782;0,000175497;0;0,049250147;0,011854809;0,000256934;0;0
