"";"Abies";"Acer campestre-type";"Artemisia";"Betula";"Carpinus";"Chenopodiaceae/Amaranthaceae";"Corylus";"Cyperaceae";"Fagus";"Filipendula";"Fraxinus";"Helianthemum";"Hippophae rhamnoides";"Juniperus";"Picea";"Pinus";"Poaceae";"Quercus robur-type";"Rumex";"Thalictrum";"Ulmus"
"Binney2017_E2254";0,0288461538461538;0;0,0192307692307692;0,0544871794871795;0,032051282051282;0,0192307692307692;0,00641025641025641;0;0,0288461538461538;0;0;0;0;0;0,21474358974359;0,551282051282051;0,0352564102564103;0;0;0;0,00961538461538462
"Binney2017_E2255";0,0151898734177215;0;0,0708860759493671;0,159493670886076;0,0329113924050633;0,00253164556962025;0,0126582278481013;0,0632911392405063;0;0;0;0;0;0;0,205063291139241;0,311392405063291;0,0784810126582278;0;0;0,0177215189873418;0,030379746835443
"Binney2017_E2333";0,00284900284900285;0;0,00427350427350427;0;0;0,00142450142450142;0;0,0185185185185185;0;0;0;0;0;0;0,0170940170940171;0,954415954415954;0,00142450142450142;0;0;0;0
"Binney2017_E2334";0,00550964187327824;0;0,0275482093663912;0;0;0,00275482093663912;0;0,00275482093663912;0;0;0;0;0;0;0,0247933884297521;0,933884297520661;0;0;0;0,00275482093663912;0
"Binney2017_E2335";0;0;0,025974025974026;0,0324675324675325;0;0,00649350649350649;0;0;0;0;0;0;0;0;0,0357142857142857;0,899350649350649;0;0;0;0;0
"Binney2017_E2336";0,00495049504950495;0;0,0396039603960396;0;0;0,00495049504950495;0;0,0247524752475248;0;0;0;0;0;0;0,0198019801980198;0,886138613861386;0,0198019801980198;0;0;0;0
"Binney2017_E2394";0;0;0,0203045685279188;0;0;0;0;0,157360406091371;0;0;0;0;0;0;0;0,0253807106598985;0,796954314720812;0;0;0;0
"Binney2017_E2395";0;0;0,0859375;0;0;0;0;0,4453125;0;0;0;0;0;0;0;0,046875;0,421875;0;0;0;0
"Binney2017_E2396";0;0;0,0340909090909091;0;0;0;0;0,272727272727273;0;0;0;0;0;0;0,0568181818181818;0,147727272727273;0,488636363636364;0;0;0;0
"Binney2017_E2397";0;0;0,0273972602739726;0;0;0,00684931506849315;0,00684931506849315;0,0205479452054795;0;0;0;0;0;0;0,568493150684932;0,308219178082192;0,047945205479452;0;0,00684931506849315;0;0,00684931506849315
"Binney2017_E2399";0;0;0;0,21875;0;0;0,0133928571428571;0,0602678571428571;0;0;0;0;0;0,0401785714285714;0,107142857142857;0,508928571428571;0,0401785714285714;0;0,00669642857142857;0,00446428571428571;0
"Binney2017_E2400";0;0;0,0269461077844311;0;0;0,00598802395209581;0,0179640718562874;0,00898203592814371;0;0;0;0;0;0;0,215568862275449;0,688622754491018;0,0209580838323353;0;0,0119760479041916;0;0,0029940119760479
"Binney2017_E2512";0;0;0,0133928571428571;0,331845238095238;0;0;0;0,0595238095238095;0;0;0;0;0;0;0;0,53422619047619;0,0610119047619048;0;0;0;0
"Binney2017_E2603";0;0;0,106796116504854;0,135922330097087;0;0;0;0,194174757281553;0;0;0;0;0;0;0;0,00970873786407767;0,553398058252427;0;0;0;0
"Binney2017_E2605";0;0;0,0588235294117647;0,147058823529412;0;0;0;0,102941176470588;0;0;0;0;0;0;0;0,0294117647058824;0,661764705882353;0;0;0;0
"Binney2017_E2606";0;0;0,138297872340426;0,191489361702128;0;0;0;0,106382978723404;0;0;0;0;0;0;0;0,0106382978723404;0,553191489361702;0;0;0;0
"Binney2017_E2607";0;0;0,147058823529412;0,0441176470588235;0;0;0;0,0588235294117647;0;0;0;0;0;0;0;0,0147058823529412;0,735294117647059;0;0;0;0
"Binney2017_E2608";0;0;0,229166666666667;0,114583333333333;0;0,0104166666666667;0;0,0520833333333333;0;0;0;0;0;0;0;0,0208333333333333;0,572916666666667;0;0;0;0
"Binney2017_E2609";0;0;0,126315789473684;0,105263157894737;0;0;0;0,0421052631578947;0;0;0;0;0;0;0;0,0210526315789474;0,705263157894737;0;0;0;0
"Binney2017_E2610";0;0;0,0495867768595041;0,0247933884297521;0;0;0;0,0826446280991736;0;0;0;0;0;0;0;0,0413223140495868;0,801652892561983;0;0;0;0
"Binney2017_E2611";0;0;0,127906976744186;0,558139534883721;0;0;0;0,0232558139534884;0;0;0;0;0;0;0;0,0465116279069767;0,244186046511628;0;0;0;0
"Binney2017_E2612";0;0;0,0147058823529412;0,176470588235294;0;0,00735294117647059;0;0,0882352941176471;0;0;0;0;0;0;0;0,0147058823529412;0,698529411764706;0;0;0;0
"Binney2017_E2613";0;0;0,0674846625766871;0,122699386503067;0;0,00613496932515337;0;0,202453987730061;0;0;0;0;0;0;0,00613496932515337;0,0184049079754601;0,576687116564417;0;0;0;0
"Binney2017_E2614";0;0;0,0792079207920792;0,158415841584158;0;0;0;0,118811881188119;0;0;0;0;0;0;0,0099009900990099;0,0297029702970297;0,603960396039604;0;0;0;0
"Binney2017_E2616";0;0;0,34375;0,13125;0;0;0;0,075;0;0;0;0;0;0;0,0125;0,03125;0,40625;0;0;0;0
"Binney2017_E2617";0;0;0;0;0;0;0;0,25531914893617;0;0;0;0;0;0;0;0,276595744680851;0,468085106382979;0;0;0;0
"Binney2017_E2618";0;0;0,04;0,16;0;0;0;0,2;0;0;0;0;0;0;0;0,08;0,52;0;0;0;0
"Binney2017_E2619";0;0;0,228813559322034;0,169491525423729;0;0;0;0,0169491525423729;0;0;0;0;0;0;0;0,0169491525423729;0,567796610169492;0;0;0;0
"Binney2017_E2620";0;0;0,168224299065421;0,130841121495327;0;0,00934579439252336;0;0,0560747663551402;0;0;0;0;0;0;0;0,0280373831775701;0,607476635514019;0;0;0;0
"Binney2017_E2621";0;0;0,0444444444444444;0;0;0;0;0,177777777777778;0;0;0;0;0;0;0;0,311111111111111;0,466666666666667;0;0;0;0
"Binney2017_E2622";0;0;0,0476190476190476;0;0;0;0;0,142857142857143;0;0;0;0;0;0;0;0,46031746031746;0,349206349206349;0;0;0;0
"Binney2017_E2623";0;0;0;0;0;0;0;0,15625;0;0;0;0;0;0;0;0,46875;0,375;0;0;0;0
"Binney2017_E2624";0;0;0,161290322580645;0;0;0;0;0;0;0;0;0;0;0;0;0,838709677419355;0;0;0;0;0
"Binney2017_E2625";0;0;0,145161290322581;0;0;0;0;0,129032258064516;0;0;0;0;0;0;0;0,387096774193548;0,338709677419355;0;0;0;0
"Binney2017_E2627";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,564516129032258;0,435483870967742;0;0;0;0
"Binney2017_E2628";0;0;0;0;0;0;0;0,247191011235955;0;0;0;0;0;0;0;0,325842696629214;0,426966292134831;0;0;0;0
"Binney2017_E2629";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,420289855072464;0,579710144927536;0;0;0;0
"Binney2017_E2630";0;0;0,123076923076923;0;0;0;0;0,184615384615385;0;0;0;0;0;0;0;0,123076923076923;0,569230769230769;0;0;0;0
"Binney2017_E2631";0;0;0,142857142857143;0;0;0;0;0;0;0;0;0;0;0;0;0,511904761904762;0,345238095238095;0;0;0;0
"Binney2017_E2632";0;0;0,194805194805195;0;0;0;0;0;0;0;0;0;0;0;0;0,558441558441558;0,246753246753247;0;0;0;0
"Binney2017_E2633";0;0;0,12;0;0;0;0;0;0;0;0;0;0;0;0;0,78;0,1;0;0;0;0
"Binney2017_E2634";0;0;0,0396039603960396;0;0;0;0;0,0495049504950495;0;0;0;0;0;0;0;0,435643564356436;0,475247524752475;0;0;0;0
"Binney2017_E2635";0;0;0;0;0;0;0;0,078125;0;0;0;0;0;0;0;0,390625;0,53125;0;0;0;0
"Binney2017_E2636";0;0;0;0;0;0;0;0,0978260869565217;0;0;0;0;0;0;0;0,369565217391304;0,532608695652174;0;0;0;0
"Binney2017_E2638";0;0;0;0;0;0;0;0,147727272727273;0;0;0;0;0;0;0;0,329545454545455;0,522727272727273;0;0;0;0
"Binney2017_E2639";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,580645161290323;0,419354838709677;0;0;0;0
"Binney2017_E2640";0;0;0,0746268656716418;0;0;0;0;0,134328358208955;0;0;0;0;0;0;0;0,432835820895522;0,358208955223881;0;0;0;0
"Binney2017_E2641";0;0;0,0704225352112676;0;0;0;0;0,169014084507042;0;0;0;0;0;0;0;0,323943661971831;0,436619718309859;0;0;0;0
"Binney2017_E2642";0;0;0,0505050505050505;0;0;0;0;0,535353535353535;0;0;0;0;0;0;0;0,353535353535354;0,0606060606060606;0;0;0;0
"Binney2017_E2643";0;0;0,0625;0;0;0;0;0,2;0;0;0;0;0;0;0;0,2875;0,45;0;0;0;0
"Binney2017_E2644";0;0;0,0495049504950495;0;0;0;0;0,0495049504950495;0;0;0;0;0;0;0;0,336633663366337;0,564356435643564;0;0;0;0
"Binney2017_E2645";0;0;0,0420168067226891;0;0;0;0;0,109243697478992;0;0;0;0;0;0;0;0,369747899159664;0,478991596638655;0;0;0;0
"Binney2017_E2646";0;0;0,140350877192982;0;0;0;0;0,228070175438596;0;0;0;0;0;0;0;0,631578947368421;0;0;0;0;0
"Binney2017_E2647";0;0;0,0666666666666667;0;0;0;0;0,146666666666667;0;0;0;0;0;0;0;0,226666666666667;0,56;0;0;0;0
"Binney2017_E2649";0;0;0,125;0;0;0;0;0;0;0;0;0;0;0;0;0,375;0,5;0;0;0;0
"Binney2017_E2650";0;0;0;0,225806451612903;0;0;0;0,129032258064516;0;0;0;0;0;0;0;0,56989247311828;0,0752688172043011;0;0;0;0
"Binney2017_E2651";0;0;0;0,238805970149254;0;0;0;0;0;0;0;0;0;0;0;0,17910447761194;0,582089552238806;0;0;0;0
"Binney2017_E2652";0;0;0;0,589041095890411;0;0;0;0,150684931506849;0;0;0;0;0;0;0;0,26027397260274;0;0;0;0;0
"Binney2017_E2653";0;0;0,0326797385620915;0,42483660130719;0;0;0;0;0;0;0;0;0;0;0;0,222222222222222;0,320261437908497;0;0;0;0
"Binney2017_E2654";0;0;0,221311475409836;0,163934426229508;0;0;0;0;0;0;0;0;0;0;0;0,401639344262295;0,213114754098361;0;0;0;0
"Binney2017_E2655";0;0;0,211538461538462;0,269230769230769;0;0;0;0;0;0;0;0;0;0;0;0,519230769230769;0;0;0;0;0
"Binney2017_E2656";0;0;0;0,154929577464789;0;0;0;0;0;0;0;0;0;0;0;0,570422535211268;0,274647887323944;0;0;0;0
"Binney2017_E2657";0;0;0;0,0833333333333333;0;0;0;0;0;0;0;0;0;0;0;0,541666666666667;0,375;0;0;0;0
"Binney2017_E2658";0;0;0;0,311688311688312;0;0;0;0;0;0;0;0;0;0;0;0;0,688311688311688;0;0;0;0
"Binney2017_E2662";0;0;0,0218068535825545;0,0903426791277259;0;0;0;0,669781931464174;0;0;0;0;0;0;0,0467289719626168;0,0841121495327103;0,0872274143302181;0;0;0;0
"Binney2017_E2667";0;0;0,18;0;0;0;0;0,64;0;0;0;0;0;0;0;0,12;0,06;0;0;0;0
"Binney2017_E2668";0;0;0,0632911392405063;0;0;0;0;0,10126582278481;0;0;0;0;0;0;0;0,721518987341772;0,113924050632911;0;0;0;0
"Binney2017_E2669";0;0;0,0194174757281553;0;0;0,00970873786407767;0;0,378640776699029;0;0;0;0;0;0;0,00970873786407767;0,310679611650485;0,271844660194175;0;0;0;0
"Binney2017_E2698";0,0561797752808989;0;0,0898876404494382;0,0112359550561798;0;0,146067415730337;0,0561797752808989;0;0,359550561797753;0;0;0;0;0;0,0561797752808989;0,224719101123595;0;0;0;0;0
"Binney2017_E2699";0,0793650793650794;0;0,0317460317460317;0;0,00793650793650794;0,0158730158730159;0,0476190476190476;0,325396825396825;0,111111111111111;0;0;0;0;0;0,0317460317460317;0,253968253968254;0,0952380952380952;0;0;0;0
"Binney2017_E2700";0,0454545454545455;0,0151515151515152;0,0151515151515152;0;0,0303030303030303;0,0454545454545455;0,212121212121212;0,106060606060606;0,212121212121212;0;0;0;0;0;0,0303030303030303;0,0757575757575758;0,196969696969697;0;0;0;0,0151515151515152
"Binney2017_E2701";0,0151515151515152;0;0,0909090909090909;0,00505050505050505;0,00505050505050505;0,0757575757575758;0,0101010101010101;0,505050505050505;0,101010101010101;0;0;0;0;0;0,0151515151515152;0,101010101010101;0,0707070707070707;0;0;0;0,00505050505050505
"Binney2017_E2702";0;0;0,0205655526992288;0;0;0,012853470437018;0;0;0;0;0;0;0;0;0;0,915167095115681;0,0462724935732648;0;0;0,0051413881748072;0
"Binney2017_E2703";0,0766045548654244;0;0,0641821946169772;0;0;0;0;0,0186335403726708;0;0;0;0;0;0;0,0455486542443064;0,795031055900621;0;0;0;0;0
"Binney2017_E2704";0,00182815356489945;0;0,0639853747714808;0;0;0,0182815356489945;0;0;0;0;0;0;0;0;0;0,908592321755027;0,00548446069469835;0;0;0,00182815356489945;0
"Binney2017_E2705";0;0;0,0712328767123288;0;0;0,00821917808219178;0;0,010958904109589;0;0;0;0;0;0;0;0,895890410958904;0,010958904109589;0;0;0,00273972602739726;0
"Binney2017_E2706";0;0;0,072234762979684;0;0;0,036117381489842;0;0,0090293453724605;0;0;0;0;0;0;0;0,880361173814898;0;0;0;0,00225733634311512;0
"Binney2017_E2707";0;0;0,0241935483870968;0;0;0,00403225806451613;0;0,0141129032258065;0;0;0;0;0;0;0;0,887096774193548;0,0463709677419355;0;0;0,0241935483870968;0
"Binney2017_E2708";0;0;0,037940379403794;0;0;0,002710027100271;0;0,002710027100271;0;0;0;0;0;0;0;0,910569105691057;0,037940379403794;0;0;0,00813008130081301;0
"Binney2017_E2709";0;0;0,0613207547169811;0;0;0,00471698113207547;0;0,0235849056603774;0;0;0;0;0;0;0;0,905660377358491;0,00471698113207547;0;0;0;0
"Binney2017_E2710";0;0;0,0313588850174216;0;0;0,0174216027874564;0;0,0278745644599303;0;0;0;0;0;0;0;0,829268292682927;0,0418118466898955;0;0;0,0522648083623693;0
"Binney2017_E2711";0;0;0,033288948069241;0;0;0,00798934753661784;0;0,0066577896138482;0;0;0;0;0;0;0;0,932090545938748;0,0119840213049268;0;0;0,00798934753661784;0
"Binney2017_E2712";0;0;0,023454157782516;0;0;0,0106609808102345;0;0,00426439232409382;0;0;0;0;0;0;0;0,948827292110874;0,0127931769722814;0;0;0;0
"Binney2017_E2713";0;0;0,022181146025878;0;0;0,00184842883548983;0;0,00369685767097967;0;0;0;0;0;0;0,00184842883548983;0,955637707948244;0,0129390018484288;0;0;0,00184842883548983;0
"Binney2017_E2714";0,136919315403423;0;0,0097799511002445;0;0;0,00244498777506112;0;0,00488997555012225;0;0;0;0;0;0;0,00488997555012225;0,831295843520782;0,00733496332518337;0;0;0,00244498777506112;0
"Binney2017_E2715";0;0;0,0306469920544835;0;0;0,0136208853575482;0;0,00340522133938706;0;0;0;0;0;0;0,00113507377979569;0,937570942111237;0,00681044267877412;0;0;0,00681044267877412;0
"Binney2017_E2716";0;0;0,0277777777777778;0;0;0,0036231884057971;0;0,0036231884057971;0;0;0;0;0;0;0,00120772946859903;0,943236714975845;0,0144927536231884;0;0;0,00603864734299517;0
"Binney2017_E2717";0,00131233595800525;0;0,0223097112860892;0;0;0,0118110236220472;0;0,0288713910761155;0;0;0;0;0;0;0;0,908136482939633;0,0236220472440945;0;0;0,00393700787401575;0
"Binney2017_E2718";0;0;0,0203784570596798;0;0;0,0101892285298399;0;0,00291120815138282;0;0;0;0;0;0;0,00582241630276565;0,947598253275109;0,00436681222707424;0;0;0,00873362445414847;0
"Binney2017_E2719";0;0;0,056910569105691;0;0;0,021680216802168;0;0,00813008130081301;0;0;0;0;0;0;0;0,880758807588076;0,021680216802168;0;0;0,010840108401084;0
"Binney2017_E2720";0;0;0,0918544194107452;0;0;0,0103986135181976;0;0,00346620450606586;0;0;0;0;0;0;0;0,868284228769497;0,00346620450606586;0;0;0,0225303292894281;0
"Binney2017_E2721";0;0;0,037914691943128;0;0;0,00315955766192733;0;0,00789889415481832;0;0;0;0;0;0;0;0,933649289099526;0,0126382306477093;0;0;0,004739336492891;0
"Binney2017_E2722";0;0;0,0158415841584158;0;0;0,00792079207920792;0;0,00594059405940594;0;0;0;0;0;0;0,00396039603960396;0,920792079207921;0,0336633663366337;0;0;0,0118811881188119;0
"Binney2017_E2723";0,002460024600246;0;0,028290282902829;0;0;0,002460024600246;0;0,00984009840098401;0;0;0;0;0;0;0,003690036900369;0,95079950799508;0,002460024600246;0;0;0;0
"Binney2017_E2724";0;0;0,0206185567010309;0;0;0,0274914089347079;0;0,0240549828178694;0;0;0;0;0;0;0;0,881443298969072;0,0395189003436426;0;0;0,00687285223367698;0
"Binney2017_E2725";0,0491228070175439;0;0,0421052631578947;0;0;0;0;0,0210526315789474;0;0;0;0;0;0;0;0,88421052631579;0,00350877192982456;0;0;0;0
"Binney2017_E2726";0,00223214285714286;0;0,0234375;0;0;0,00334821428571429;0;0,0100446428571429;0;0;0;0;0;0;0;0,940848214285714;0,0200892857142857;0;0;0;0
"Binney2017_E2727";0;0;0,0621468926553672;0;0;0,0112994350282486;0;0,0169491525423729;0;0;0;0;0;0;0,00282485875706215;0,858757062146893;0,0395480225988701;0;0;0,00847457627118644;0
"Binney2017_E2728";0;0;0,03125;0;0;0,0234375;0;0,015625;0;0;0;0;0;0;0,0078125;0,8671875;0,046875;0;0;0,0078125;0
"Binney2017_E2729";0,00338983050847458;0;0,0440677966101695;0;0;0,0203389830508475;0;0,00677966101694915;0;0;0;0;0;0;0;0,854237288135593;0,0406779661016949;0;0;0,0305084745762712;0
"Binney2017_E2730";0,002710027100271;0;0,0894308943089431;0;0;0,010840108401084;0;0,018970189701897;0;0;0;0;0;0;0,00542005420054201;0,802168021680217;0,0623306233062331;0;0;0,00813008130081301;0
"Binney2017_E2731";0;0;0,00617283950617284;0;0;0,0123456790123457;0;0,0185185185185185;0;0;0;0;0;0;0;0,91358024691358;0,037037037037037;0;0;0,0123456790123457;0
"Binney2017_E2732";0;0;0,0783132530120482;0;0;0,0481927710843374;0;0,0301204819277108;0;0;0;0;0;0;0;0,771084337349398;0,0481927710843374;0;0;0,0240963855421687;0
"Binney2017_E2733";0;0;0,021978021978022;0;0;0,0054945054945055;0;0;0;0;0;0;0;0;0,010989010989011;0,917582417582418;0,0384615384615385;0;0;0,0054945054945055;0
"Binney2017_E2734";0;0;0,0334728033472803;0;0;0,0209205020920502;0;0;0;0;0;0;0;0;0;0,853556485355649;0,0585774058577406;0;0;0,0334728033472803;0
"Binney2017_E2735";0;0;0,030188679245283;0;0;0,0226415094339623;0;0;0;0;0;0;0;0;0;0,860377358490566;0,0452830188679245;0;0;0,0415094339622641;0
"Binney2017_E2736";0,0141643059490085;0;0;0;0;0,0028328611898017;0;0,0028328611898017;0;0;0;0;0;0;0,0028328611898017;0,968838526912181;0,0084985835694051;0;0;0;0
"Binney2017_E2737";0,00666666666666667;0;0,08;0;0;0,08;0;0;0;0;0;0;0;0;0,0266666666666667;0,693333333333333;0,113333333333333;0;0;0;0
"Binney2017_E2738";0,00311526479750779;0;0,121495327102804;0;0;0,0342679127725857;0;0,00623052959501558;0;0;0;0;0;0;0;0,778816199376947;0,043613707165109;0;0;0,0124610591900312;0
"Binney2017_E2739";0,0114285714285714;0;0,0114285714285714;0;0;0,00457142857142857;0;0,00228571428571429;0;0;0;0;0;0;0,0434285714285714;0,909714285714286;0,0114285714285714;0;0;0,00571428571428571;0
"Binney2017_E2740";0,0188916876574307;0;0,00377833753148615;0;0;0,00125944584382872;0;0,0642317380352645;0;0;0;0;0;0;0,0428211586901763;0,855163727959698;0,00629722921914358;0;0;0,00755667506297229;0
"Binney2017_E2741";0,0078003120124805;0;0,0187207488299532;0;0;0;0;0,0109204368174727;0;0;0;0;0;0;0,0483619344773791;0,912636505460218;0,0015600624024961;0;0;0;0
"Binney2017_E2742";0,0120918984280532;0;0,0399032648125756;0;0;0,00483675937122128;0;0,00483675937122128;0;0;0;0;0;0;0,0290205562273277;0,90689238210399;0,00241837968561064;0;0;0;0
"Binney2017_E2743";0,0421940928270042;0;0,0140646976090014;0;0;0,00421940928270042;0;0,00984528832630099;0;0;0;0;0;0;0,0253164556962025;0,90014064697609;0,00421940928270042;0;0;0;0
"Binney2017_E2744";0,00345622119815668;0;0,01036866359447;0;0;0,00460829493087558;0;0,0368663594470046;0;0;0;0;0;0;0,0126728110599078;0,92741935483871;0,00230414746543779;0;0;0,00230414746543779;0
"Binney2017_E2745";0,0053134962805526;0;0,0159404888416578;0;0;0,00318809776833156;0;0,00743889479277365;0;0;0;0;0;0;0,0414452709883103;0,921360255047821;0,00425079702444208;0;0;0,00106269925611052;0
"Binney2017_E2746";0,0387409200968523;0;0,00484261501210654;0;0;0;0;0,0677966101694915;0;0;0;0;0;0;0,0605326876513317;0,820823244552058;0,00484261501210654;0;0;0,00242130750605327;0
"Binney2017_E2747";0,0104712041884817;0;0,0130890052356021;0;0;0;0;0,00523560209424084;0;0;0;0;0;0;0,0157068062827225;0,947643979057592;0,00785340314136126;0;0;0;0
"Binney2017_E2748";0,032520325203252;0;0,0284552845528455;0;0;0,016260162601626;0;0,032520325203252;0;0;0;0;0;0;0,0813008130081301;0,752032520325203;0,056910569105691;0;0;0;0
"Binney2017_E2749";0,0846560846560847;0;0;0;0;0;0;0;0;0;0;0;0;0;0,23015873015873;0,67989417989418;0,00529100529100529;0;0;0;0
"Binney2017_E2750";0,0253164556962025;0;0,00843881856540084;0;0;0;0;0,0168776371308017;0;0;0;0;0;0;0,0506329113924051;0,869198312236287;0,0253164556962025;0;0;0,00421940928270042;0
"Binney2017_E2751";0,079646017699115;0;0,00884955752212389;0;0;0,00294985250737463;0;0,0324483775811209;0;0;0;0;0;0;0,0368731563421829;0,811209439528024;0,0265486725663717;0;0;0,00147492625368732;0
"Binney2017_E2752";0,0764119601328904;0;0,00664451827242525;0;0;0,00664451827242525;0;0,0398671096345515;0;0;0;0;0;0;0,106312292358804;0,757475083056478;0,00664451827242525;0;0;0;0
"Binney2017_E2753";0,0204778156996587;0;0;0;0;0,0068259385665529;0;0,0204778156996587;0;0;0;0;0;0;0,273037542662116;0,672354948805461;0,0068259385665529;0;0;0;0
"Binney2017_E2754";0;0;0,0034965034965035;0;0;0,0034965034965035;0;0,013986013986014;0;0;0;0;0;0;0,104895104895105;0,86013986013986;0,013986013986014;0;0;0;0
"Binney2017_E2755";0,00687285223367698;0;0,0206185567010309;0;0;0;0;0,0206185567010309;0;0;0;0;0;0;0,0412371134020619;0,903780068728522;0,00687285223367698;0;0;0;0
"Binney2017_E2756";0,0144092219020173;0;0,0201729106628242;0;0;0,00576368876080692;0;0,0489913544668588;0;0;0;0;0;0;0,0806916426512968;0,749279538904899;0,0749279538904899;0;0;0,00576368876080692;0
"Binney2017_E2757";0,00211864406779661;0;0,0169491525423729;0;0;0,00423728813559322;0;0;0;0;0;0;0;0;0,0402542372881356;0,911016949152542;0,0254237288135593;0;0;0;0
"Binney2017_E2758";0,0798611111111111;0;0;0;0;0;0;0,00173611111111111;0;0;0;0;0;0;0,015625;0,892361111111111;0,0104166666666667;0;0;0;0
"Binney2017_E2759";0;0;0,0170940170940171;0;0;0,00284900284900285;0;0,0056980056980057;0;0;0;0;0;0;0,0854700854700855;0,843304843304843;0,0455840455840456;0;0;0;0
"Binney2017_E2760";0;0;0,00699300699300699;0;0;0,00699300699300699;0;0,108391608391608;0;0;0;0;0;0;0,153846153846154;0,716783216783217;0,0034965034965035;0;0;0,0034965034965035;0
"Binney2017_E2761";0;0;0,0297029702970297;0;0;0;0;0,0396039603960396;0;0;0;0;0;0;0,184818481848185;0,71947194719472;0,0264026402640264;0;0;0;0
"Binney2017_E2762";0,0144628099173554;0;0,00413223140495868;0;0;0;0;0,0351239669421488;0;0;0;0;0;0;0,0991735537190083;0,809917355371901;0,0371900826446281;0;0;0;0
"Binney2017_E2763";0,00221238938053097;0;0;0;0;0,00442477876106195;0;0,0486725663716814;0;0;0;0;0;0;0,0951327433628319;0,842920353982301;0,00442477876106195;0;0;0,00221238938053097;0
"Binney2017_E2764";0,00175438596491228;0;0,0105263157894737;0;0;0,00350877192982456;0;0,00350877192982456;0;0;0;0;0;0;0,135087719298246;0,817543859649123;0,0280701754385965;0;0;0;0
"Binney2017_E2765";0,00479616306954436;0;0,00479616306954436;0;0;0,00959232613908873;0;0,00959232613908873;0;0;0;0;0;0;0,105515587529976;0,848920863309353;0,0143884892086331;0;0;0,00239808153477218;0
"Binney2017_E2766";0;0;0,0072463768115942;0;0;0,0036231884057971;0;0,036231884057971;0;0;0;0;0;0;0,0978260869565217;0,840579710144927;0,0144927536231884;0;0;0;0
"Binney2017_E2767";0,00558659217877095;0;0,00279329608938547;0;0;0;0;0,0391061452513966;0;0;0;0;0;0;0,053072625698324;0,860335195530726;0,0335195530726257;0;0;0,00558659217877095;0
"Binney2017_E2768";0;0;0,00497512437810945;0;0;0,0099502487562189;0;0,027363184079602;0;0;0;0;0;0;0,151741293532338;0,796019900497512;0,00497512437810945;0;0;0,00497512437810945;0
"Binney2017_E2769";0,00469483568075117;0;0;0;0;0;0;0,00234741784037559;0;0;0;0;0;0;0,00469483568075117;0,981220657276995;0,00704225352112676;0;0;0;0
"Binney2017_E2770";0;0;0,00680272108843537;0;0;0,00680272108843537;0;0,0391156462585034;0;0;0;0;0;0;0,054421768707483;0,862244897959184;0,0306122448979592;0;0;0;0
"Binney2017_E2771";0,00185185185185185;0;0,00555555555555556;0;0;0,00925925925925926;0;0;0;0;0;0;0;0;0,151851851851852;0,811111111111111;0,0166666666666667;0;0;0,0037037037037037;0
"Binney2017_E2772";0,0139372822299652;0;0,00348432055749129;0;0;0,00696864111498258;0;0,00348432055749129;0;0;0;0;0;0;0,0209059233449477;0,928571428571429;0,0209059233449477;0;0;0,00174216027874564;0
"Binney2017_E2773";0,010752688172043;0;0,0150537634408602;0;0;0;0;0,010752688172043;0;0;0;0;0;0;0,0645161290322581;0,873118279569893;0,0258064516129032;0;0;0;0
"Binney2017_E2774";0;0;0,0326633165829146;0;0;0;0;0;0;0;0;0;0;0;0,00251256281407035;0,942211055276382;0,0150753768844221;0;0;0,00753768844221105;0
"Binney2017_E2775";0,0797546012269939;0;0;0;0;0,00408997955010225;0;0,00204498977505112;0;0;0;0;0;0;0,0081799591002045;0,899795501022495;0,00408997955010225;0;0;0,00204498977505112;0
"Binney2017_E2776";0,0121951219512195;0;0,024390243902439;0;0;0,0040650406504065;0;0;0;0;0;0;0;0;0,032520325203252;0,91869918699187;0,0040650406504065;0;0;0,0040650406504065;0
"Binney2017_E2777";0,0899470899470899;0;0;0;0;0,00529100529100529;0;0,0158730158730159;0;0;0;0;0;0;0;0,878306878306878;0,00529100529100529;0;0;0,00529100529100529;0
"Binney2017_E2778";0;0;0,00518134715025907;0;0;0;0;0;0;0;0;0;0;0;0,00518134715025907;0,963730569948187;0,0207253886010363;0;0;0,00518134715025907;0
"Binney2017_E2779";0,0361757105943152;0;0,041343669250646;0;0;0,00258397932816537;0;0,00258397932816537;0;0;0;0;0;0;0,041343669250646;0,875968992248062;0;0;0;0;0
"Binney2017_E2780";0,0254237288135593;0;0,00847457627118644;0;0;0;0;0;0;0;0;0;0;0;0,0112994350282486;0,954802259887006;0;0;0;0;0
"Binney2017_E2781";0,127324749642346;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00286123032904149;0,862660944206009;0,00429184549356223;0;0;0,00286123032904149;0
"Binney2017_E2782";0,0753880266075388;0;0,00665188470066519;0;0;0;0;0;0;0;0;0;0;0;0,0133037694013304;0,900221729490022;0,00443458980044346;0;0;0;0
"Binney2017_E2783";0,00865800865800866;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00865800865800866;0,948051948051948;0,025974025974026;0;0;0,00865800865800866;0
