"";"Abies";"Acer.campestre.type";"Alnus";"Apiaceae";"Armeria.type";"Artemisia";"Asteraceae.subf..Cichorioideae";"Asteraceae.subf..Asteroideae";"Betula";"Boraginaceae";"Botrychium";"Brassicaceae";"Buxus";"Calluna.vulgaris";"Campanulaceae";"Carpinus";"Caryophyllaceae..periporate.excl..Paronychioideae.";"Cedrus";"Centaurea";"Chenopodiaceae.Amaranthaceae";"Corylus";"Cyperaceae";"Dipsacaceae";"Ephedra";"Ericaceae";"Euphorbia";"Fagaceae";"Fagus";"Filipendula";"Fraxinus";"Hedera";"Helianthemum";"Hippophae.rhamnoides";"Juniperus";"Lamiaceae";"Olea.europaea";"Picea";"Pinus";"Plantago";"Plantago.lanceolata.type";"Poaceae";"Polygonum";"Quercus.robur.type";"Quercus.ilex.type";"Ranunculaceae";"Rosaceae";"Rubiaceae";"Rumex";"Salix";"Saxifraga";"Scrophulariaceae";"Thalictrum";"Thymelaeaceae";"Tilia";"Ulmus";"Urticaceae"
"Lapteva_a2";0,00643086816720258;0;0,00964630225080386;0;0;0,109324758842444;0,0257234726688103;0,0192926045016077;0,128617363344051;0;0;0;0;0;0;0;0;0;0;0,0546623794212218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0160771704180064;0,527331189710611;0,00321543408360129;0;0,0739549839228296;0;0,00321543408360129;0;0;0,00643086816720258;0;0;0;0;0;0,00964630225080386;0;0,00643086816720258;0;0
"Lapteva_a3";0,00175438596491228;0;0,00350877192982456;0;0;0,043859649122807;0,0245614035087719;0,00526315789473685;0,228070175438596;0;0;0;0;0;0;0;0,00350877192982456;0;0;0,0473684210526315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0280701754385965;0,564912280701755;0;0;0,0403508771929825;0;0;0;0;0,0087719298245614;0;0;0;0;0;0;0;0;0;0
"Lapteva_a4";0;0;0;0,0022075055187638;0;0,00662251655629139;0,0022075055187638;0,0022075055187638;0,0573951434878587;0;0;0;0;0;0;0;0;0;0;0,011037527593819;0;0,00883002207505519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,90728476821192;0;0;0,0022075055187638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lapteva_a5";0;0;0,00144092219020173;0,00144092219020173;0;0,0489913544668588;0,0172910662824208;0,0461095100864553;0,231988472622478;0;0;0;0;0;0;0;0;0;0;0,0806916426512969;0;0,00720461095100864;0;0;0;0;0;0;0;0;0;0;0;0;0,00288184438040346;0;0,0187319884726225;0,380403458213257;0,00576368876080692;0;0,138328530259366;0;0;0;0;0,015850144092219;0;0;0;0;0;0;0;0,00144092219020173;0,00144092219020173;0
"Lapteva_a6";0;0;0,00696055684454756;0;0;0,0278422273781902;0,00232018561484919;0,00464037122969837;0,784222737819026;0;0;0;0;0;0;0;0;0;0;0,0440835266821345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00232018561484919;0;0,00232018561484919;0,0812064965197215;0;0;0,0394431554524362;0;0;0;0,00232018561484919;0,00232018561484919;0;0;0;0;0;0;0;0;0;0
"Lapteva_a7";0;0;0,00531914893617021;0;0;0,100177304964539;0,0354609929078014;0,0673758865248226;0,13031914893617;0;0;0,00620567375886524;0;0;0;0;0,0230496453900709;0;0;0,117907801418439;0;0,00797872340425532;0;0,00443262411347517;0;0;0;0;0;0;0;0;0;0;0,0177304964539007;0;0,0026595744680851;0,196808510638298;0;0;0,25531914893617;0;0;0;0;0,0159574468085107;0,00531914893617021;0;0,00177304964539007;0;0,00443262411347517;0;0;0,00177304964539007;0;0
"Lapteva_a8";0;0;0;0,00069060773480663;0;0,176795580110497;0,00483425414364641;0,0227900552486188;0,106353591160221;0,00345303867403315;0;0,00138121546961326;0;0;0;0;0;0;0,00069060773480663;0,428867403314917;0;0,00138121546961326;0;0,00345303867403315;0;0;0;0;0;0;0;0;0;0;0,00207182320441988;0;0,00069060773480663;0,118093922651934;0;0;0,117403314917127;0;0;0;0;0,00828729281767956;0;0;0,00069060773480663;0;0,00138121546961326;0;0;0,00069060773480663;0;0
"Lapteva_a9";0;0;0;0;0;0,0662557781201849;0,00924499229583975;0,00770416024653312;0,585516178736518;0;0;0,00308166409861325;0;0;0;0;0,0107858243451464;0;0;0,0308166409861325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,186440677966102;0,0061633281972265;0;0,0677966101694916;0;0,00154083204930663;0;0;0,0169491525423729;0,00462249614791988;0;0;0;0;0;0;0;0,00308166409861325;0
"Lapteva_a10";0;0;0,00149476831091181;0,00149476831091181;0;0,0672645739910314;0,00298953662182362;0,00597907324364724;0,342301943198804;0;0;0;0;0;0;0;0;0;0;0,0732436472346787;0;0,00448430493273543;0;0;0;0;0;0;0;0;0;0;0;0;0,00149476831091181;0;0,00298953662182362;0,309417040358745;0;0;0,159940209267563;0;0;0;0;0,023916292974589;0,00149476831091181;0;0;0;0;0;0;0;0,00149476831091181;0
"Lapteva_a11";0;0;0,00284900284900285;0;0;0,0341880341880342;0,00284900284900285;0,0056980056980057;0,561253561253561;0;0;0,00854700854700856;0;0;0;0;0;0;0;0,0484330484330484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,256410256410256;0;0;0,0683760683760685;0;0;0;0;0,00854700854700856;0;0;0;0;0;0;0;0;0,00284900284900285;0
"Lapteva_a12";0,00309597523219814;0;0,00619195046439628;0,00928792569659441;0;0,0712074303405572;0,00309597523219814;0,00619195046439628;0,489164086687306;0;0;0;0;0;0;0;0;0;0;0,0371517027863777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,306501547987616;0;0;0,0526315789473684;0;0,00309597523219814;0;0;0,00619195046439628;0;0;0;0;0;0;0;0,00619195046439628;0;0
"Lapteva_a13";0;0;0;0,00614754098360655;0;0,0286885245901639;0;0,00614754098360655;0,76844262295082;0;0;0;0;0;0;0;0,00204918032786885;0;0;0,014344262295082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0040983606557377;0;0,0040983606557377;0,135245901639344;0;0;0,0122950819672131;0;0,00614754098360655;0;0,0040983606557377;0,0081967213114754;0;0;0;0;0;0;0;0;0;0
"Lapteva_a14";0;0;0,00413223140495867;0;0;0,0289256198347107;0;0;0,237603305785124;0;0;0;0;0;0;0;0,00206611570247934;0;0;0,012396694214876;0;0,0103305785123967;0;0;0;0;0;0;0;0;0;0;0;0;0,00413223140495867;0;0;0,673553719008265;0;0;0,0268595041322314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lapteva_a15";0;0;0,00926998841251448;0,00347624565469293;0;0,137891077636153;0,00231749710312862;0,0104287369640788;0,436848203939745;0,00115874855156431;0;0;0;0;0;0;0,00695249130938586;0;0;0,0544611819235225;0,00115874855156431;0,00347624565469293;0;0;0;0;0;0;0;0;0;0;0;0;0,00695249130938586;0;0;0,135573580533025;0;0;0,0475086906141367;0;0,0695249130938586;0;0,00115874855156431;0,00579374275782155;0,00115874855156431;0;0,00347624565469293;0;0,00231749710312862;0;0;0,0405561993047509;0,0185399768250289;0
"Lapteva_a16";0;0;0,0060483870967742;0;0;0,0645161290322581;0,0161290322580645;0,0221774193548387;0,185483870967742;0;0;0,00806451612903226;0;0;0;0;0,0141129032258065;0;0;0,155241935483871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0181451612903226;0;0;0,1875;0;0;0,276209677419355;0;0,00201612903225807;0;0;0,0120967741935484;0,0060483870967742;0;0;0;0;0;0;0,0120967741935484;0,0141129032258065;0
"Lapteva_a17";0;0;0,0443974630021141;0,00634249471458773;0;0,202959830866808;0,0253699788583509;0,0507399577167019;0,192389006342495;0;0;0,00634249471458773;0;0;0;0;0,00634249471458773;0;0;0,0761099365750528;0;0,00634249471458773;0,00422832980972516;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00211416490486258;0,164904862579281;0;0;0,080338266384778;0;0,0528541226215644;0;0;0,0295983086680761;0,0359408033826639;0;0;0;0,00422832980972516;0;0;0;0,00845665961945031;0
"Lapteva_a18";0;0;0,0230496453900709;0,00177304964539007;0;0,148936170212766;0,0673758865248228;0,0443262411347518;0,161347517730496;0;0;0,00531914893617022;0;0;0;0;0,00177304964539007;0;0;0,140070921985816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00354609929078015;0;0,00177304964539007;0,225177304964539;0;0;0,152482269503546;0;0,00531914893617022;0;0;0,0106382978723405;0;0;0;0;0,00177304964539007;0;0;0;0,00531914893617022;0
"Lapteva_a19";0;0;0,0144230769230769;0,0120192307692307;0;0,15625;0,0120192307692307;0,016826923076923;0,194711538461539;0;0;0;0;0;0;0;0,00480769230769231;0;0,00240384615384615;0,0865384615384615;0;0;0;0,153846153846154;0;0;0;0;0;0;0;0;0;0;0;0;0;0,137019230769231;0;0;0,146634615384615;0;0,0288461538461539;0;0;0,00480769230769231;0;0;0;0;0;0;0;0,0216346153846154;0,00721153846153845;0
"Lapteva_a20";0;0;0,00778210116731517;0,000972762645914397;0;0,261673151750973;0,00680933852140078;0,0126459143968871;0,0418287937743191;0;0;0,000972762645914397;0;0;0;0;0,000972762645914397;0;0;0,319066147859922;0;0;0;0,000972762645914397;0;0;0;0;0;0;0;0;0;0;0,00389105058365759;0;0,000972762645914397;0,1215953307393;0;0;0,207198443579766;0;0;0;0;0,00583657587548638;0;0;0;0;0,0029182879377432;0;0;0,0029182879377432;0,000972762645914397;0
"Lapteva_a21";0;0;0,0499194847020934;0,00322061191626409;0;0,223832528180354;0;0,0209339774557166;0,156199677938808;0;0;0;0;0;0;0;0,00161030595813205;0;0;0,072463768115942;0;0;0;0,00161030595813205;0;0;0;0;0;0;0;0;0;0;0;0;0;0,112721417069244;0;0;0,315619967793881;0;0,0209339774557166;0;0;0,0144927536231884;0;0;0;0;0;0;0;0,00161030595813205;0,00483091787439614;0
"Lapteva_a22";0;0;0;0;0;0,616279069767442;0,00232558139534884;0,0174418604651163;0,0372093023255814;0;0;0,0139534883720931;0;0;0;0;0;0;0;0,122093023255814;0;0;0;0,00116279069767442;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0290697674418605;0;0;0,141860465116279;0;0,00581395348837209;0;0;0,0116279069767442;0;0;0;0;0;0;0;0,00116279069767442;0;0
"Lapteva_a23";0;0;0,0024232633279483;0,0024232633279483;0;0,301292407108239;0,0161550888529887;0,0298869143780291;0,151857835218093;0;0;0;0;0;0;0;0;0;0;0,167205169628433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0662358642972537;0;0;0,246365105008078;0;0;0;0;0,0121163166397415;0;0;0;0;0;0;0;0,0024232633279483;0,00161550888529887;0
"Lapteva_a24";0;0;0,00834202294056309;0,00104275286757038;0;0,522419186652763;0,00312825860271116;0,0563086548488008;0,0208550573514077;0,00104275286757038;0;0;0;0;0;0;0;0;0;0,171011470281543;0;0;0;0,00104275286757038;0;0;0;0;0;0;0;0;0;0;0,00312825860271116;0;0;0,0344108446298228;0,00104275286757038;0;0,164754953076121;0;0,00521376433785193;0;0;0,00521376433785193;0;0;0;0;0;0;0;0;0,00104275286757038;0
"Lapteva_a25";0;0;0;0,00210526315789473;0;0,16;0,08;0,0336842105263157;0,265263157894736;0;0;0,00210526315789473;0;0;0;0;0,0063157894736842;0;0;0,103157894736842;0;0;0;0,00210526315789473;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0863157894736842;0,00210526315789473;0;0,155789473684211;0;0,0673684210526315;0;0;0,0126315789473684;0;0;0;0;0,00842105263157895;0;0;0,00210526315789473;0,0105263157894737;0
"Lapteva_a26";0;0;0,0177664974619289;0,0101522842639594;0;0,139593908629442;0,0050761421319797;0,0279187817258883;0,271573604060914;0;0;0;0;0;0;0;0,0177664974619289;0;0;0,15989847715736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,101522842639594;0;0;0,114213197969543;0;0,0913705583756345;0;0;0,00761421319796954;0,00253807106598985;0;0;0;0;0;0;0,0253807106598985;0,00761421319796954;0
"Lapteva_a27";0,00239808153477218;0;0,0287769784172662;0;0;0,0431654676258994;0,00719424460431655;0;0,268585131894485;0,00239808153477218;0;0,00959232613908873;0;0;0;0;0;0;0;0,124700239808153;0,00239808153477218;0,00479616306954437;0;0;0;0;0;0;0;0;0;0;0;0;0,0167865707434053;0;0;0,122302158273382;0;0;0,249400479616307;0;0,0311750599520384;0;0;0,038369304556355;0,0167865707434053;0;0;0;0,00479616306954437;0;0;0,00719424460431655;0,0191846522781774;0
"Lapteva_a28";0;0;0;0,0253164556962025;0;0,161392405063291;0,0506329113924051;0,0443037974683544;0,10126582278481;0;0;0;0;0;0;0;0;0;0;0,0411392405063291;0,0126582278481013;0,0189873417721519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00632911392405064;0,268987341772152;0,00632911392405064;0;0,158227848101266;0;0,0348101265822785;0;0;0,0569620253164557;0;0;0;0;0;0;0;0;0,0126582278481013;0
"Lapteva_a29";0;0;0,00235571260306242;0,0094228504122497;0;0,0753828032979976;0,00117785630153121;0,0270906949352179;0,191990577149588;0;0;0,00353356890459363;0;0;0;0;0,00353356890459363;0;0;0,142520612485276;0;0;0;0,00117785630153121;0;0;0;0;0;0;0;0;0;0;0,00706713780918728;0;0,00117785630153121;0,143698468786808;0,0129564193168433;0;0,270906949352179;0;0,0294464075382803;0;0;0,0188457008244994;0,0129564193168433;0;0;0;0,00117785630153121;0;0;0,00353356890459363;0,0400471142520612;0
"Lapteva_a30";0;0;0,0199386503067485;0,00153374233128834;0;0,464723926380368;0,00920245398773006;0,101226993865031;0,157975460122699;0;0;0;0;0;0;0;0;0;0;0,0291411042944785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00460122699386503;0,0920245398773006;0;0;0,0674846625766871;0;0,0383435582822086;0;0;0,00920245398773006;0,00153374233128834;0;0;0;0,00306748466257668;0;0;0;0;0
"Lapteva_a31";0;0,00955414012738853;0,00955414012738853;0,0127388535031848;0;0,0732484076433121;0,0127388535031848;0,00955414012738853;0,143312101910828;0;0;0;0;0;0;0;0;0;0;0,054140127388535;0,0254777070063694;0,00318471337579617;0;0;0;0;0;0;0;0;0;0;0;0;0,00636942675159236;0;0,00636942675159236;0,36624203821656;0;0;0,0127388535031848;0;0,0859872611464969;0;0;0,0191082802547771;0;0;0;0;0;0;0;0,0668789808917198;0,0828025477707007;0
"Lapteva_a32";0,00133155792276964;0,0359520639147802;0,0226364846870839;0,00399467376830893;0;0,0772303595206392;0,0066577896138482;0,00266311584553928;0,308921438082557;0;0;0,00798934753661784;0;0;0;0;0;0;0;0,0359520639147802;0,00399467376830893;0,0119840213049267;0;0;0;0;0;0;0;0;0;0;0;0;0,00798934753661784;0;0,00266311584553928;0,286284953395472;0;0;0,0199733688415446;0;0,0399467376830893;0;0;0,018641810918775;0;0;0,00266311584553928;0;0,00133155792276964;0;0;0,0505992010652463;0,0505992010652463;0
"Lapteva_a33";0;0;0,0134048257372654;0;0;0,0723860589812333;0,00268096514745308;0,0187667560321715;0,316353887399464;0,00268096514745308;0;0,00268096514745308;0;0;0;0;0;0;0;0,0160857908847185;0,00804289544235924;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0134048257372654;0;0,0134048257372654;0,420911528150134;0;0;0,0428954423592493;0;0,0214477211796247;0;0,00268096514745308;0,00268096514745308;0;0;0,00536193029490616;0;0,00536193029490616;0;0;0,00536193029490616;0,0134048257372654;0
"Lapteva_a34";0,00182481751824818;0;0,0164233576642336;0,00364963503649635;0;0,0218978102189781;0;0,0127737226277372;0,127737226277372;0;0;0;0;0;0;0;0,00182481751824818;0;0;0,0072992700729927;0;0,00547445255474452;0;0;0,00182481751824818;0;0;0;0;0;0;0;0;0;0,00364963503649635;0;0,00364963503649635;0,751824817518248;0;0;0,0182481751824818;0;0;0;0,00182481751824818;0,00912408759124088;0;0;0,00182481751824818;0;0,00364963503649635;0;0;0,00182481751824818;0,00364963503649635;0
"Lapteva_a35";0;0;0;0;0;0,0191846522781775;0;0,00239808153477218;0,184652278177458;0;0;0;0;0;0;0;0;0;0;0,0239808153477218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,743405275779377;0;0;0,0167865707434053;0;0;0;0;0,00239808153477218;0;0;0;0;0,00239808153477218;0;0;0,00239808153477218;0,00239808153477218;0
"Lapteva_a36";0;0;0,0125;0;0;0,0232142857142857;0,00357142857142858;0,0839285714285714;0,235714285714286;0;0;0;0;0;0;0;0;0;0;0,0303571428571429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00892857142857144;0,428571428571428;0,00714285714285715;0;0,0892857142857144;0;0;0;0;0,0767857142857144;0;0;0;0;0;0;0;0;0;0
"Lapteva_a37";0;0;0,0121951219512195;0,00243902439024391;0;0,0463414634146341;0,0146341463414634;0,0097560975609756;0,207317073170732;0;0;0,0048780487804878;0;0;0;0;0,00731707317073171;0;0;0,0292682926829268;0;0,0146341463414634;0;0;0;0;0;0;0;0;0;0;0;0;0,0146341463414634;0;0,0268292682926829;0,329268292682926;0,00731707317073171;0;0,251219512195122;0;0;0;0,00243902439024391;0,0195121951219512;0;0;0;0;0;0;0;0;0;0
"Lapteva_a38";0;0;0;0;0;0,118143459915611;0;0,0253164556962025;0,350210970464135;0;0;0,0168776371308017;0;0;0;0;0;0;0;0,0126582278481013;0;0,0126582278481013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,177215189873418;0,0168776371308017;0;0,202531645569621;0;0;0;0;0,0675105485232068;0;0;0;0;0;0;0;0;0;0
"Lapteva_a39";0;0;0,0022271714922049;0,00890868596881959;0;0,155902004454343;0;0,0066815144766147;0,193763919821826;0;0;0,0022271714922049;0;0;0;0;0,0066815144766147;0;0;0,0334075723830735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,380846325167038;0,0022271714922049;0;0,144766146993319;0;0,0133630289532294;0;0;0,0133630289532294;0,0289532293986636;0;0;0;0,0022271714922049;0;0;0;0,0044543429844098;0
"Lapteva_a40";0;0;0;0;0;0,025974025974026;0,00865800865800865;0,0151515151515151;0,43939393939394;0;0;0;0;0;0;0;0,00649350649350649;0;0;0,0346320346320347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00649350649350649;0;0,00432900432900432;0,357142857142857;0,012987012987013;0;0,0757575757575758;0;0;0;0,00649350649350649;0,00432900432900432;0,00216450216450217;0;0;0;0;0;0;0;0;0
"Lapteva_a41";0;0;0,00564971751412429;0;0;0,0207156308851224;0,00564971751412429;0;0,273069679849341;0;0;0;0;0;0;0;0;0;0;0,00941619585687382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0112994350282486;0,659133709981168;0;0;0,0112994350282486;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00376647834274953;0
"Lapteva_a42";0,00125786163522013;0;0,00251572327044025;0,00125786163522013;0;0,0264150943396227;0,00125786163522013;0,00125786163522013;0,315723270440251;0;0;0,00125786163522013;0;0;0;0;0;0;0;0,00754716981132076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,537106918238994;0;0;0,0943396226415095;0;0;0;0;0,00628930817610063;0;0;0,00377358490566038;0;0;0;0;0;0;0
"Lapteva_a43";0;0;0,0113452188006483;0;0;0,0210696920583468;0;0,00486223662884927;0,405186385737439;0;0;0,00162074554294976;0;0;0;0;0;0;0;0,0178282009724473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00162074554294976;0;0;0,453808752025932;0;0;0,0696920583468395;0;0;0;0;0,0113452188006483;0;0;0,00162074554294976;0;0;0;0;0;0;0
"Lapteva_a44";0;0;0,010230179028133;0,0127877237851662;0;0,0153452685421995;0;0,00767263427109975;0,250639386189258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,21994884910486;0,411764705882353;0;0;0,071611253196931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lapteva_a45";0,0148048452220727;0;0,00403768506056528;0;0;0,0201884253028264;0,00807537012113056;0,00403768506056528;0,294751009421265;0;0;0;0;0;0;0;0,00942126514131898;0;0;0,00807537012113056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,211305518169583;0,405114401076716;0;0;0,0107671601615074;0;0;0;0,00134589502018842;0,00807537012113056;0;0;0;0;0;0;0;0;0;0
"Lapteva_a46";0,0774193548387097;0;0,00645161290322581;0;0;0,0451612903225806;0;0,00430107526881721;0,447311827956989;0;0;0;0;0;0;0;0;0;0;0,0086021505376344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10752688172043;0,283870967741936;0;0;0,00645161290322581;0;0,0021505376344086;0;0;0,00645161290322581;0;0;0;0;0;0;0;0;0,00430107526881721;0
"Lapteva_a47";0,0338983050847458;0;0,00338983050847458;0;0;0,0677966101694915;0;0,023728813559322;0,35593220338983;0;0;0;0;0;0;0;0,0101694915254237;0;0;0,0305084745762712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,149152542372882;0,271186440677966;0;0;0,047457627118644;0;0;0;0,00677966101694915;0;0;0;0;0;0;0;0;0;0;0
"Lapteva_a48";0,00229357798165137;0;0,00688073394495412;0,0091743119266055;0;0,121559633027523;0;0,0172018348623853;0,245412844036697;0;0;0;0;0;0;0;0,0114678899082569;0;0;0,0309633027522935;0;0,0091743119266055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,188073394495413;0,222477064220184;0;0;0,0791284403669724;0;0;0;0;0,0561926605504587;0;0;0;0;0;0;0;0;0;0
"Lapteva_a49";0,0044762757385855;0;0,0143240823634736;0,00626678603401969;0;0,0769919427036705;0,00716204118173679;0,017905102954342;0,236347358997314;0;0;0;0;0;0;0;0,0214861235452104;0;0;0,026857654431513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00358102059086839;0;0,253357206803939;0,215756490599821;0;0;0,101163831692032;0;0;0;0,0107430617726052;0,00358102059086839;0;0;0;0;0;0;0;0;0;0
"Lapteva_a50";0,0130813953488372;0;0,0218023255813954;0,0116279069767441;0;0,0305232558139534;0;0,00581395348837209;0,178779069767442;0;0;0;0;0;0;0;0,00726744186046512;0;0;0,0130813953488372;0;0,00581395348837209;0;0;0,0625;0;0;0;0;0;0;0;0;0;0;0;0,385174418604651;0,212209302325581;0;0;0,0363372093023256;0;0;0;0;0,00436046511627907;0;0;0;0;0;0;0;0,0116279069767441;0;0
"Lapteva_a51";0,0217391304347826;0;0,0159420289855073;0,00289855072463768;0;0,036231884057971;0;0,00579710144927536;0,32463768115942;0;0;0;0;0;0;0;0,00579710144927536;0;0;0,0101449275362319;0;0,0144927536231884;0;0;0,0999999999999999;0;0;0;0;0;0;0;0;0;0,00144927536231884;0;0,0898550724637681;0,27536231884058;0;0;0,0405797101449275;0;0;0;0,0072463768115942;0,00289855072463768;0;0;0,0072463768115942;0;0;0;0;0,0347826086956522;0,00289855072463768;0
"Lapteva_a52";0,005859375;0;0,009765625;0,00390625;0;0,146484375;0;0,009765625;0,271484375;0;0;0;0;0;0;0;0,013671875;0;0;0,0625;0;0,00390625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,017578125;0,193359375;0;0;0,228515625;0;0;0;0;0,017578125;0,005859375;0;0,005859375;0;0;0;0;0,001953125;0,001953125;0
"Lapteva_a53";0,00414250207125104;0;0,0289975144987573;0,0273405136702569;0;0,118475559237779;0,000828500414250209;0,00745650372825188;0,300745650372825;0;0;0,00165700082850041;0;0;0;0;0,00331400165700084;0;0;0,0604805302402652;0;0,0132560066280033;0;0;0;0;0;0;0;0;0;0;0;0;0,00165700082850041;0;0,0314830157415079;0,244407622203811;0;0;0,115161557580779;0;0,00165700082850041;0;0,000828500414250209;0,0207125103562552;0,000828500414250209;0;0,00497100248550125;0;0,000828500414250209;0;0;0,00745650372825188;0,00331400165700084;0
"Lapteva_a54";0,005994005994006;0;0,017982017982018;0,000999000999000999;0;0,0669330669330669;0;0,012987012987013;0,191808191808192;0;0;0;0;0;0;0;0,01998001998002;0;0;0,030969030969031;0;0,016983016983017;0;0;0;0;0;0;0;0;0;0;0;0;0,00299700299700299;0;0,202797202797203;0,243756243756244;0;0;0,144855144855145;0;0;0;0,017982017982018;0,00499500499500499;0;0;0,00999000999000999;0;0;0;0;0,007992007992008;0;0
"Lapteva_a55";0,022140221402214;0;0;0,033210332103321;0;0,029520295202952;0;0;0,191881918819188;0;0;0;0;0;0;0;0;0;0;0,051660516605166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,453874538745387;0;0;0,169741697416974;0;0;0;0;0,0147601476014759;0;0;0,022140221402214;0;0;0;0;0,011070110701107;0;0
"Lapteva_a56";0,0056710775047259;0;0,0623818525519849;0,0113421550094518;0;0,0434782608695653;0,0056710775047259;0,0132325141776938;0,243856332703214;0;0;0;0;0;0;0;0;0;0;0,0548204158790171;0,0151228733459357;0,00756143667296786;0;0;0;0;0;0;0;0;0;0;0;0;0,0170132325141777;0;0,0170132325141777;0,179584120982987;0;0;0,0151228733459357;0;0,00945179584120983;0;0,00756143667296786;0,0226843100189036;0;0;0,0302457466918715;0;0;0;0;0,111531190926276;0,126654064272212;0
"Lapteva_a57";0,0114754098360656;0;0,00655737704918033;0,00491803278688525;0;0,039344262295082;0;0,0131147540983607;0,132786885245901;0;0;0;0;0;0;0;0;0;0;0,0245901639344262;0,00491803278688525;0,00655737704918033;0;0;0;0;0;0;0;0;0;0;0;0;0,00655737704918033;0;0,0262295081967213;0,139344262295082;0;0;0,0163934426229508;0;0,00655737704918033;0;0;0,00819672131147542;0,00163934426229508;0;0,00655737704918033;0;0,00163934426229508;0;0;0,48360655737705;0,0590163934426229;0
"Lapteva_a58";0,0244444444444444;0;0,0244444444444444;0;0;0,00444444444444445;0;0,00888888888888888;0,346666666666666;0;0;0;0;0;0;0;0;0;0;0,0466666666666667;0;0,0177777777777777;0;0;0;0;0;0;0;0;0;0;0;0;0,0133333333333333;0;0,12;0,271111111111111;0;0;0,031111111111111;0;0;0;0;0,0333333333333334;0,00666666666666666;0;0,00444444444444445;0;0;0;0;0,00888888888888888;0,0377777777777778;0
"Lapteva_a59";0,0548302872062663;0;0,0287206266318538;0,00783289817232376;0;0,0574412532637075;0;0,010443864229765;0,248041775456919;0;0;0;0;0;0;0;0;0;0;0,0626631853785901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0156657963446475;0;0,224543080939948;0,18798955613577;0;0;0,02088772845953;0;0;0;0;0,00261096605744125;0;0;0,0130548302872063;0;0;0;0;0,0365535248041775;0,0287206266318538;0
"Lapteva_a60";0,00584795321637427;0;0,00584795321637427;0,00584795321637427;0;0,02046783625731;0,0964912280701754;0,0233918128654971;0,192982456140351;0;0;0;0;0;0;0;0,00584795321637427;0;0;0,0350877192982456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02046783625731;0,514619883040936;0;0;0,0350877192982456;0;0,00584795321637427;0;0;0,0175438596491228;0;0;0;0;0;0;0;0,0087719298245614;0,00584795321637427;0
"Lapteva_a61";0,00928792569659442;0;0,00309597523219814;0,00309597523219814;0;0,105263157894737;0,00309597523219814;0,0309597523219814;0,430340557275542;0;0;0;0;0;0;0;0,00619195046439628;0;0;0,00619195046439628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,043343653250774;0,321981424148607;0;0;0,0154798761609907;0;0,00619195046439628;0;0;0;0,00309597523219814;0;0;0;0,00619195046439628;0,00309597523219814;0;0;0,00309597523219814;0
