"";"Abies";"Acer.campestre.type";"Alnus";"Apiaceae";"Armeria.type";"Artemisia";"Asteraceae.subf..Cichorioideae";"Asteraceae.subf..Asteroideae";"Betula";"Boraginaceae";"Botrychium";"Brassicaceae";"Buxus";"Calluna.vulgaris";"Campanulaceae";"Carpinus";"Caryophyllaceae..periporate.excl..Paronychioideae.";"Cedrus";"Centaurea";"Chenopodiaceae.Amaranthaceae";"Corylus";"Cyperaceae";"Dipsacaceae";"Ephedra";"Ericaceae";"Euphorbia";"Fagaceae";"Fagus";"Filipendula";"Fraxinus";"Hedera";"Helianthemum";"Hippophae.rhamnoides";"Juniperus";"Lamiaceae";"Olea.europaea";"Picea";"Pinus";"Plantago";"Plantago.lanceolata.type";"Poaceae";"Polygonum";"Quercus.robur.type";"Quercus.ilex.type";"Ranunculaceae";"Rosaceae";"Rubiaceae";"Rumex";"Salix";"Saxifraga";"Scrophulariaceae";"Thalictrum";"Thymelaeaceae";"Tilia";"Ulmus";"Urticaceae"
"AlbaSanchez_a1";0,047945205479452;0;0,00342465753424657;0;0;0;0,0205479452054794;0;0,00684931506849315;0;0;0;0;0;0;0;0,00342465753424657;0;0;0,00684931506849315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00342465753424657;0,023972602739726;0;0,369863013698631;0,00342465753424657;0;0,0376712328767123;0;0,0582191780821917;0,414383561643835;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a2";0,0424242424242425;0;0;0;0;0;0,00303030303030303;0;0;0;0;0;0;0;0;0;0;0;0;0,0090909090909091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0333333333333333;0;0,242424242424242;0;0;0,0090909090909091;0;0,124242424242424;0,536363636363636;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a3";0,277777777777778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,277777777777778;0;0;0;0;0;0,444444444444444;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a4";0,186046511627907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,453488372093023;0;0;0;0;0;0,36046511627907;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a5";0,0533333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00666666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0133333333333334;0;0,79;0,0133333333333334;0;0,01;0;0,0133333333333334;0,0999999999999999;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a6";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,107142857142857;0;0;0;0;0;0,892857142857143;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a7";0,232876712328767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00342465753424657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,195205479452055;0;0,335616438356164;0,00342465753424657;0;0,0205479452054794;0;0,0273972602739726;0,181506849315068;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a8";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0535117056856187;0;0;0;0;0;0;0,00334448160535117;0,94314381270903;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a9";0,24;0;0;0;0;0;0,00333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0,00666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0266666666666667;0;0,183333333333334;0;0,366666666666666;0,03;0;0;0;0;0,143333333333334;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a10";0,104166666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0277777777777778;0;0,173611111111111;0;0,555555555555556;0;0;0;0;0;0,138888888888889;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a11";0,0114285714285715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0228571428571428;0;0,948571428571429;0,00857142857142857;0;0;0;0;0,00857142857142857;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a12";0,128712871287129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0198019801980197;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0148514851485149;0;0,0445544554455446;0;0,747524752475247;0,0297029702970297;0;0,0148514851485149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a13";0,0574324324324325;0;0,00337837837837838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00337837837837838;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0304054054054054;0;0,331081081081081;0;0,199324324324324;0,00337837837837838;0;0,0168918918918919;0;0,0270270270270271;0,324324324324324;0;0;0,00337837837837838;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a14";0,158783783783783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0371621621621621;0,00337837837837838;0;0;0;0;0;0;0;0;0;0;0;0;0,0101351351351351;0;0,195945945945946;0;0,277027027027027;0;0;0,0168918918918919;0;0,0405405405405405;0,260135135135136;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a15";0,046808510638298;0;0;0;0;0;0,025531914893617;0;0;0;0;0;0,00425531914893617;0;0;0;0,00851063829787235;0;0;0,0340425531914894;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0680851063829788;0;0,127659574468085;0;0,391489361702128;0,00851063829787235;0;0,0127659574468086;0;0,0425531914893617;0,229787234042553;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a16";0,62962962962963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00336700336700336;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00336700336700336;0;0,131313131313131;0;0,124579124579124;0;0;0,00336700336700336;0;0,00336700336700336;0,101010101010101;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a17";0,390625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00781249999999999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,15625;0;0,28125;0;0;0,00781249999999999;0;0;0,15625;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a18";0,103806228373702;0;0,00346020761245675;0;0;0,00346020761245675;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0069204152249135;0,00346020761245675;0;0;0;0;0;0;0;0;0;0;0;0;0,0173010380622838;0;0,238754325259516;0;0,335640138408305;0,0069204152249135;0;0,013840830449827;0;0,0173010380622838;0,249134948096886;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a19";0,428070175438596;0;0,00350877192982456;0,00350877192982456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00701754385964913;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0245614035087719;0;0,108771929824561;0;0,252631578947368;0;0;0,00701754385964913;0;0,0140350877192982;0,150877192982456;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a20";0,193103448275862;0;0;0;0;0;0,00344827586206897;0;0;0;0;0;0;0;0;0;0;0;0;0,0206896551724139;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0482758620689656;0;0,23448275862069;0;0,26551724137931;0;0;0,00344827586206897;0;0,0103448275862069;0,220689655172414;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a21";0,395759717314488;0;0,00353356890459364;0,00353356890459364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0106007067137809;0;0,219081272084805;0;0,201413427561838;0;0;0;0;0,00353356890459364;0,162544169611307;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a23";0,0152091254752852;0;0,0076045627376426;0;0;0;0,00380228136882129;0;0,00380228136882129;0;0;0;0;0;0;0;0;0;0;0,0076045627376426;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0456273764258555;0;0,273764258555133;0;0,288973384030418;0;0;0,0190114068441065;0;0,0266159695817491;0,300380228136882;0;0;0,0076045627376426;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a25";0,587248322147651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00671140939597316;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00335570469798657;0;0,154362416107383;0;0,130872483221476;0,00671140939597316;0;0,00671140939597316;0;0,00335570469798657;0,100671140939597;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a26";0;0;0,00411522633744856;0,00411522633744856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00411522633744856;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0288065843621399;0;0,230452674897119;0;0,131687242798354;0,0246913580246914;0;0,00411522633744856;0;0;0,567901234567901;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a27";0,0142348754448398;0;0,00355871886120997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00711743772241992;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00355871886120997;0;0,0177935943060498;0;0,224199288256228;0,0818505338078292;0;0,0106761565836299;0;0,00355871886120997;0,633451957295374;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a28";0,123745819397993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00334448160535117;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00334448160535117;0;0,210702341137124;0;0,45819397993311;0,00334448160535117;0;0;0;0,00334448160535117;0,193979933110368;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a29";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0182481751824818;0;0,0474452554744526;0;0,64963503649635;0;0;0;0;0;0,284671532846715;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a30";0,035031847133758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00318471337579618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,621019108280255;0,117834394904459;0;0;0;0;0,222929936305732;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a31";0;0;0;0;0;0;0,015748031496063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00787401574803149;0;0,0866141732283465;0;0,47244094488189;0,031496062992126;0;0,0787401574803149;0;0,047244094488189;0,25984251968504;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a32";0,582781456953642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,142384105960265;0;0,21523178807947;0;0;0,0033112582781457;0;0;0,0562913907284768;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a33";0,543333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0333333333333334;0;0,15;0;0,19;0;0;0,01;0;0;0,0733333333333333;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a34";0,0885245901639345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00327868852459017;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00327868852459017;0;0,0229508196721311;0;0,881967213114754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a35";0,233333333333334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0333333333333333;0;0,678787878787879;0;0;0,0151515151515152;0;0,0121212121212121;0,0272727272727273;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a36";0,0316622691292876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0474934036939314;0;0,894459102902375;0,00263852242744063;0;0,00527704485488127;0;0;0,0184696569920844;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a37";0,0343915343915344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,277777777777778;0;0,113756613756614;0,0105820105820106;0;0,0476190476190476;0;0,103174603174603;0,412698412698413;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a38";0,419753086419753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,106995884773663;0;0,337448559670782;0,02880658436214;0;0,0164609053497942;0;0,00823045267489712;0,0823045267489712;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a39";0,26797385620915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0130718954248366;0,00326797385620915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,183006535947712;0;0,313725490196078;0,0196078431372549;0;0,0196078431372549;0;0,0130718954248366;0,166666666666667;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a40";0,177852348993289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,040268456375839;0;0,681208053691275;0,00671140939597316;0;0,0100671140939597;0;0,00671140939597316;0,0771812080536913;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a41";0,616487455197132;0;0;0;0;0;0,00358422939068101;0;0,007168458781362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00358422939068101;0;0,315412186379928;0,007168458781362;0;0,00358422939068101;0;0;0,043010752688172;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a42";0,170648464163822;0;0;0,00341296928327645;0;0;0;0;0,00341296928327645;0;0;0;0;0;0;0;0,119453924914676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0102389078498294;0;0,218430034129693;0;0,208191126279863;0,00341296928327645;0;0,0136518771331058;0;0,0136518771331058;0,235494880546075;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a43";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,263157894736843;0;0,289473684210526;0;0;0,0263157894736843;0;0,328947368421052;0,0921052631578948;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a44";0,00619195046439628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0154798761609907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,151702786377709;0;0,102167182662539;0,0123839009287925;0;0,00928792569659443;0;0,151702786377709;0,544891640866872;0;0;0,00619195046439628;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a45";0,106164383561644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00342465753424658;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0136986301369863;0;0,13013698630137;0;0,568493150684931;0,00684931506849315;0;0,0171232876712329;0;0,0136986301369863;0,14041095890411;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a46";0;0;0,00729927007299271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,145985401459854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,197080291970803;0;0,0218978102189781;0;0;0,0218978102189781;0;0;0,605839416058394;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a47";0;0;0,0155038759689923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,310077519379845;0;0,0387596899224806;0;0;0,0387596899224806;0;0,0387596899224806;0,542635658914729;0;0;0,0155038759689923;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a49";0,224358974358974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,147435897435897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0448717948717949;0;0,0705128205128205;0,016025641025641;0;0,0128205128205128;0;0,0641025641025641;0,419871794871795;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a50";0,0535714285714286;0;0;0;0;0;0,00714285714285714;0;0;0;0;0;0;0;0;0;0;0,860714285714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0392857142857143;0;0,0142857142857142;0,00714285714285714;0;0;0;0;0,0178571428571429;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a51";0;0;0;0,00772200772200772;0;0;0;0;0;0;0;0;0;0;0;0;0;0,799227799227799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0810810810810811;0;0,00772200772200772;0,00386100386100386;0;0;0;0,00386100386100386;0,0926640926640927;0;0;0,00386100386100386;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a52";0;0;0;0;0;0;0,00337837837837838;0;0;0;0;0;0;0;0;0;0,00337837837837838;0,466216216216216;0;0,00337837837837838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,222972972972973;0;0;0,0337837837837838;0;0,00675675675675676;0;0;0,256756756756756;0;0;0,00337837837837838;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a53";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,457912457912458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,316498316498317;0;0;0,00336700336700337;0;0,0101010101010101;0;0,00336700336700337;0,208754208754209;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a54";0;0;0;0;0;0;0;0;0,00333333333333334;0;0;0;0;0;0;0;0,00333333333333334;0,746666666666667;0;0,00333333333333334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0566666666666667;0;0,00666666666666666;0,0266666666666667;0;0,04;0;0;0,113333333333333;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a55";0;0;0;0;0;0,00340136054421769;0;0;0;0;0;0;0;0;0;0;0,00340136054421769;0,578231292517007;0;0,00340136054421769;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00340136054421769;0;0,193877551020408;0;0;0,00680272108843538;0;0,00680272108843538;0;0;0,200680272108843;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a57";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,902027027027027;0;0,00337837837837838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0574324324324324;0;0;0,0101351351351351;0;0,00675675675675675;0;0;0,0202702702702703;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a58";0;0;0,00389105058365758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,147859922178988;0;0,00778210116731517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,272373540856031;0;0;0,00778210116731517;0;0,0350194552529182;0;0,00389105058365758;0,521400778210117;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a59";0;0;0,00440528634361234;0;0;0;0,00440528634361234;0;0;0;0;0;0;0;0;0;0;0,0837004405286344;0;0,00440528634361234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,242290748898678;0;0;0,0352422907488986;0;0,0176211453744494;0;0;0,607929515418502;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a60";0;0;0;0,0160427807486631;0;0;0,0053475935828877;0;0;0;0;0;0;0;0;0;0;0,0695187165775401;0;0,0053475935828877;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0053475935828877;0;0,342245989304812;0;0,0267379679144386;0,0160427807486631;0;0,0641711229946524;0;0;0,449197860962567;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a61";0,351351351351351;0;0;0,00675675675675676;0;0;0,00337837837837838;0;0;0;0;0;0;0;0;0;0;0,317567567567568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00337837837837838;0;0,128378378378378;0;0;0,00675675675675676;0;0,0236486486486487;0;0,0101351351351351;0,141891891891892;0;0;0,00675675675675676;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a62";0,0335570469798658;0;0;0,00335570469798658;0;0;0;0;0;0;0;0;0;0;0;0;0;0,89261744966443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0268456375838926;0;0;0;0;0,0100671140939597;0;0;0,0335570469798658;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a63";0,105960264900662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,860927152317881;0;0,0033112582781457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00993377483443709;0;0;0;0;0,00662251655629139;0;0;0,0132450331125828;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a64";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,382352941176471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,176470588235294;0;0;0;0;0;0;0;0,441176470588235;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a65";0,010204081632653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,894557823129252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0204081632653061;0;0,0238095238095238;0;0;0;0;0;0,0510204081632653;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a66";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,900355871886121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0142348754448399;0;0,0284697508896797;0;0;0;0;0;0,0569395017793594;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a67";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,670212765957447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,180851063829787;0;0,0567375886524823;0,00709219858156028;0;0;0;0;0,0851063829787234;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a68";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,713310580204778;0;0,00341296928327645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,184300341296928;0;0;0,0068259385665529;0;0,0273037542662116;0;0;0,0648464163822525;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a69";0;0;0;0,00337837837837837;0;0;0;0;0;0;0;0;0;0;0;0;0;0,837837837837838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00675675675675676;0;0,0371621621621622;0;0;0,027027027027027;0;0,00337837837837837;0;0;0,0844594594594594;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a70";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00328947368421053;0,904605263157895;0;0,00328947368421053;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00328947368421053;0;0,0164473684210527;0;0;0;0;0,0263157894736843;0;0;0,0427631578947368;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a71";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0714285714285713;0;0;0;0;0;0;0;0,928571428571429;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a72";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0303030303030303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00673400673400673;0;0,0134680134680134;0;0;0;0;0,00336700336700336;0;0;0,946127946127946;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a73";0;0;0;0,00336700336700337;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0336700336700337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0101010101010101;0;0,0235690235690236;0;0;0,00336700336700337;0;0,00336700336700337;0;0;0,922558922558922;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a74";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,64;0,00666666666666667;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0200000000000001;0;0,0633333333333334;0;0;0,01;0;0,00666666666666667;0;0;0,243333333333333;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a75";0;0;0;0;0;0;0,00333333333333334;0;0;0;0;0;0;0;0;0;0;0,28;0;0,0133333333333334;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0266666666666667;0;0,02;0;0;0;0;0,00333333333333334;0;0;0,653333333333333;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a76";0;0;0;0,00340136054421769;0;0;0;0;0;0;0;0;0;0;0;0;0;0,595238095238095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0272108843537415;0;0,00340136054421769;0,0102040816326531;0;0,00340136054421769;0;0;0,357142857142858;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a77";0;0;0;0;0;0,0037037037037037;0,00740740740740741;0;0;0;0;0;0;0;0;0;0,0037037037037037;0,540740740740741;0,00740740740740741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0851851851851852;0;0,0888888888888888;0;0,0037037037037037;0;0;0,0037037037037037;0;0;0,255555555555556;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a78";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,186440677966102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00677966101694915;0;0,0135593220338983;0;0;0;0;0,00338983050847458;0;0;0,789830508474576;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a79";0;0;0;0,00332225913621263;0;0,00332225913621263;0;0;0;0;0;0;0;0;0;0;0;0,53156146179402;0;0,00332225913621263;0;0,00332225913621263;0;0;0;0;0;0;0;0;0;0;0;0,0365448504983389;0;0,0664451827242525;0;0;0,00664451827242525;0;0,00664451827242525;0;0;0,338870431893688;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a80";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0075187969924812;0,879699248120301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0075187969924812;0;0,0075187969924812;0;0;0;0;0;0;0,0075187969924812;0,0902255639097744;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a81";0;0;0;0,00649350649350649;0;0;0;0;0;0;0;0;0;0;0;0;0;0,532467532467533;0;0,00324675324675325;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00324675324675325;0;0,0162337662337662;0;0;0;0;0,00974025974025974;0;0;0,428571428571428;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a82";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,781456953642384;0;0,00993377483443709;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0033112582781457;0;0,0231788079470199;0;0;0,0033112582781457;0;0,0132450331125828;0;0;0,165562913907285;0;0;0;0;0;0;0;0;0;0;0;0
