"";"Abies";"Acer campestre-type";"Alnus";"Armeria-type";"Artemisia";"Betula";"Boraginaceae";"Botrychium";"Buxus";"Calluna vulgaris";"Carpinus betulus";"Caryophyllaceae (periporate excl. Paronychioideae)";"Cedrus";"Centaurea";"Chenopodiaceae/Amaranthaceae";"Asteraceae subf. Asteroideae";"Asteraceae subf. Cichorioideae";"Corylus";"Crassulaceae";"Brassicaceae";"Cyperaceae";"Dipsacaceae";"Ephedra";"Ericaceae";"Fagus";"Filipendula";"Fraxinus";"Gentianaceae";"Poaceae";"Hedera";"Helianthemum";"Hippophae rhamnoides";"Ilex";"Juniperus";"Osmunda regalis";"Picea";"Pinus";"Plantago";"Plantago lanceolata-type";"Polygonum";"Polypodium";"Populus";"Potamogeton";"Quercus ilex-type";"Quercus robur-type";"Ranunculaceae";"Ranunculus-type";"Rhamnus";"Rosaceae";"Rubiaceae";"Rumex";"Salix";"Saxifraga";"Scrophulariaceae";"Selaginella";"Taxus";"Thalictrum";"Tilia";"Ulmus";"Valeriana"
"Bjune_a146";0;0;0,076555023923445;0;0,00239234449760766;0,31578947368421;0;0;0;0,0143540669856459;0;0;0;0;0,00239234449760766;0;0;0,00239234449760766;0;0;0,00239234449760766;0;0;0;0;0;0,00478468899521531;0;0,0263157894736842;0;0;0;0;0,0191387559808612;0;0,0239234449760766;0,502392344497608;0;0;0;0;0,00239234449760766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00478468899521531;0;0
"Bjune_a147";0;0,00136798905608755;0,0752393980848153;0;0,00136798905608755;0,339261285909713;0;0;0;0,0437756497948016;0;0;0;0;0;0;0,00136798905608755;0,00820793433652531;0;0;0,00820793433652531;0;0;0,00136798905608755;0,00136798905608755;0;0;0;0,0629274965800274;0;0;0;0;0,0601915184678523;0;0,0109439124487004;0,373461012311901;0,00136798905608755;0,0027359781121751;0;0;0;0;0;0;0;0;0;0,00410396716826265;0;0;0;0;0;0;0;0;0,00136798905608755;0,00136798905608755;0
"Bjune_a148";0;0;0,0653153153153153;0;0,00225225225225225;0,277027027027027;0;0;0;0,135135135135135;0;0;0;0;0,00225225225225225;0;0;0,0157657657657658;0;0;0;0;0;0,00225225225225225;0;0;0,00225225225225225;0;0,148648648648649;0;0;0;0;0,153153153153153;0;0,00225225225225225;0,173423423423423;0;0,00225225225225225;0;0;0;0;0;0;0;0;0;0,00900900900900901;0;0;0,0045045045045045;0;0;0;0;0;0;0,0045045045045045;0
"Bjune_a149";0;0;0,0424710424710425;0;0,00193050193050193;0,0405405405405405;0;0;0;0;0;0;0;0;0;0;0,00193050193050193;0;0;0;0,00772200772200772;0;0;0;0;0;0;0;0,0212355212355212;0;0;0;0;0,0173745173745174;0;0,434362934362934;0,426640926640927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00579150579150579;0;0;0;0;0;0;0;0
"Bjune_a150";0;0;0,098314606741573;0;0;0,258426966292135;0;0;0;0,047752808988764;0;0;0;0;0,00280898876404494;0;0,00561797752808989;0,0702247191011236;0;0;0,0168539325842697;0;0;0;0;0,0224719101123595;0,00561797752808989;0;0,0926966292134832;0;0;0;0;0,129213483146067;0;0,00280898876404494;0,182584269662921;0;0,00280898876404494;0;0;0;0,0168539325842697;0;0;0;0;0;0,00561797752808989;0,00280898876404494;0;0,0196629213483146;0;0;0;0;0;0,00280898876404494;0,0140449438202247;0
"Bjune_a151";0;0;0,0171306209850107;0;0,00856531049250535;0,494646680942184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0149892933618844;0;0;0,0171306209850107;0;0;0;0;0,0835117773019272;0;0;0;0;0,0342612419700214;0;0,0107066381156317;0,291220556745182;0;0;0;0;0,00214132762312634;0;0;0;0;0;0;0,00428265524625268;0;0;0,0214132762312634;0;0;0;0;0;0;0;0
"Bjune_a152";0;0;0,011605415860735;0;0,00193423597678917;0,524177949709865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,011605415860735;0;0;0,00773694390715667;0;0;0;0;0,0309477756286267;0;0;0;0;0,0599613152804642;0;0,0309477756286267;0,315280464216634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0058027079303675;0;0;0;0;0;0;0;0
"Bjune_a153";0;0;0;0;0;0,490157480314961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0177165354330709;0;0;0;0;0,00196850393700787;0;0;0,0295275590551181;0;0;0;0;0,015748031496063;0;0,0118110236220472;0,427165354330709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00590551181102362;0;0;0;0;0;0;0;0
"Bjune_a154";0;0;0,0155555555555556;0;0;0,628888888888889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0155555555555556;0;0;0,00888888888888889;0;0;0;0;0,06;0;0;0;0;0,0133333333333333;0;0,0266666666666667;0,226666666666667;0;0;0;0;0;0;0;0;0,00222222222222222;0;0;0;0;0;0,00222222222222222;0;0;0;0;0;0;0;0
"Bjune_a155";0;0;0,00199203187250996;0;0;0,438247011952191;0;0;0;0,00199203187250996;0;0;0;0;0,00199203187250996;0;0;0;0;0,00199203187250996;0,0239043824701195;0;0;0,00398406374501992;0;0,00597609561752988;0;0;0,0318725099601594;0;0;0;0;0,0438247011952191;0;0,0119521912350598;0,414342629482072;0,00199203187250996;0;0;0;0;0,00398406374501992;0;0;0;0;0;0;0;0;0,0119521912350598;0;0;0;0;0;0;0;0
"Bjune_a156";0;0;0,00651465798045603;0;0,00162866449511401;0,55700325732899;0;0;0;0;0;0;0;0;0;0;0;0,00162866449511401;0;0;0,00488599348534202;0;0;0,00651465798045603;0;0;0;0;0,0195439739413681;0;0;0;0;0,00977198697068404;0;0,0162866449511401;0,374592833876221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00162866449511401;0;0;0;0;0;0;0;0
"Bjune_a157";0;0;0,00766283524904215;0;0,00383141762452107;0,501915708812261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0210727969348659;0;0;0,00574712643678161;0;0,00383141762452107;0;0;0,024904214559387;0;0;0;0;0,0306513409961686;0;0,0114942528735632;0,371647509578544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0172413793103448;0;0;0;0;0;0;0;0
"Bjune_a158";0;0;0;0;0,00210970464135021;0,672995780590717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,029535864978903;0;0;0,00843881856540084;0;0,00210970464135021;0;0;0,0485232067510548;0;0;0;0;0,0274261603375527;0;0,00421940928270042;0,139240506329114;0;0;0;0;0;0;0;0;0;0;0;0,00210970464135021;0;0;0,0611814345991561;0,00210970464135021;0;0;0;0;0;0;0
"Bjune_a159";0;0;0,0055045871559633;0;0,0036697247706422;0,614678899082569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0073394495412844;0;0;0,0091743119266055;0;0,0036697247706422;0;0;0,0275229357798165;0;0;0;0;0,0568807339449541;0;0,0128440366972477;0,244036697247706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0146788990825688;0;0;0;0;0;0;0;0
"Bjune_a160";0;0;0,00773694390715667;0;0,00193423597678917;0,261121856866538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,034816247582205;0;0;0,00386847195357834;0;0;0;0;0,0406189555125725;0;0;0;0;0,0676982591876209;0;0,0154738878143133;0,547388781431335;0;0,00386847195357834;0;0;0;0,00193423597678917;0;0;0;0;0;0;0;0;0,0135396518375242;0;0;0;0;0;0;0;0
"Bjune_a161";0;0;0,01364522417154;0;0;0,311890838206628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00389863547758285;0;0;0;0;0,00194931773879142;0;0;0,0175438596491228;0;0;0;0;0,0448343079922027;0;0,0350877192982456;0,565302144249513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00584795321637427;0;0;0;0;0;0;0;0
"Bjune_a162";0;0;0,0142630744849445;0;0;0,213946117274168;0;0;0;0;0;0;0;0;0,00316957210776545;0;0;0;0;0;0,00158478605388273;0;0;0;0;0;0;0;0,0681458003169572;0;0;0;0;0,0538827258320127;0;0,0443740095087163;0,58161648177496;0;0;0;0;0,00158478605388273;0,00475435816164818;0;0;0;0;0;0,00316957210776545;0;0;0,00950871632329636;0;0;0;0;0;0;0;0
"Bjune_a163";0;0;0,0289017341040462;0;0,00192678227360308;0,339113680154143;0;0;0;0;0;0;0;0;0;0;0;0,00192678227360308;0;0;0,00578034682080925;0;0;0,00192678227360308;0;0;0;0;0,0173410404624277;0;0;0;0;0,00770712909441233;0;0,0539499036608863;0,541425818882466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bjune_a164";0;0;0,00920810313075507;0;0,00368324125230203;0,344383057090239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00552486187845304;0;0;0,00184162062615101;0;0;0;0;0,0184162062615101;0;0;0;0;0,00736648250460405;0;0,0386740331491713;0,567219152854512;0;0,00184162062615101;0;0;0;0;0;0;0;0;0;0;0;0;0,00184162062615101;0;0;0;0;0;0;0;0
"Bjune_a165";0;0;0,0102880658436214;0;0,00411522633744856;0,347736625514403;0;0;0;0;0;0;0;0;0;0;0;0,00205761316872428;0;0;0,0164609053497942;0;0;0;0;0;0;0;0,00617283950617284;0;0;0;0;0,0185185185185185;0;0,065843621399177;0,522633744855967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00617283950617284;0;0;0;0;0;0;0;0
"Bjune_a166";0;0;0,00915750915750916;0;0,00183150183150183;0,417582417582418;0;0;0;0;0;0;0;0;0,00183150183150183;0;0;0;0;0;0,00915750915750916;0;0;0,00366300366300366;0;0;0;0;0,0183150183150183;0;0;0;0;0,0274725274725275;0;0,0366300366300366;0,470695970695971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00366300366300366;0;0;0;0;0;0;0;0
"Bjune_a167";0;0;0,0186219739292365;0;0,00186219739292365;0,385474860335196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00186219739292365;0;0;0;0;0,00186219739292365;0,00186219739292365;0;0,0335195530726257;0;0;0;0;0,0204841713221601;0;0,0819366852886406;0,4487895716946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0037243947858473;0;0;0;0;0;0;0;0
"Bjune_a168";0;0;0,00772200772200772;0;0,00386100386100386;0,372586872586873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00965250965250965;0;0;0;0;0;0;0;0,0250965250965251;0;0;0;0;0,0154440154440154;0;0,0424710424710425;0,519305019305019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00386100386100386;0;0;0;0;0;0;0;0
"Bjune_a169";0;0;0,01985559566787;0;0,00541516245487365;0,409747292418773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0036101083032491;0;0;0,00180505415162455;0;0;0;0;0,0144404332129964;0;0;0;0;0,00541516245487365;0;0,0523465703971119;0,483754512635379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0036101083032491;0;0;0;0;0;0;0;0
"Bjune_a170";0;0;0,0146579804560261;0;0;0,294788273615635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00162866449511401;0;0;0,00325732899022801;0;0;0;0;0,0228013029315961;0;0;0;0;0,0179153094462541;0;0,0846905537459283;0,553745928338762;0;0,00162866449511401;0;0;0;0;0;0;0;0;0;0;0;0;0,00488599348534202;0;0;0;0;0;0;0;0
"Bjune_a171";0;0;0,0106761565836299;0;0,00533807829181495;0,54270462633452;0;0;0;0,00177935943060498;0;0;0;0;0;0;0;0;0;0;0,0195729537366548;0;0;0,00355871886120996;0;0;0;0;0,0320284697508897;0;0;0;0;0,0266903914590747;0;0,00533807829181495;0,330960854092527;0;0;0;0;0,00177935943060498;0;0;0;0;0;0;0;0;0;0,0177935943060498;0;0;0;0;0,00177935943060498;0;0;0
"Bjune_a172";0;0;0,01875;0;0;0,597916666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0145833333333333;0;0;0,00625;0;0;0;0;0,0270833333333333;0;0;0;0;0,0375;0;0,00625;0,266666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,025;0;0;0;0;0;0;0;0
"Bjune_a173";0;0;0,00535714285714286;0;0,00178571428571429;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0107142857142857;0;0;0,00357142857142857;0;0;0;0;0,0428571428571429;0;0;0;0;0,0464285714285714;0;0,00892857142857143;0,157142857142857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0214285714285714;0;0;0;0;0,00178571428571429;0;0;0
"Bjune_a174";0;0;0,0104166666666667;0;0,00208333333333333;0,658333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00416666666666667;0;0;0,00833333333333333;0;0;0;0;0,04375;0;0;0;0;0,075;0;0,00208333333333333;0,16875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,025;0;0;0;0;0,00208333333333333;0;0;0
"Bjune_a175";0;0;0,0174482006543075;0;0,00109051254089422;0,333696837513631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0250817884405671;0;0;0,0054525627044711;0;0,00436205016357688;0,00109051254089422;0;0,0272628135223555;0;0;0;0;0,0305343511450382;0;0,0479825517993457;0,495092693565976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00981461286804798;0;0;0;0;0;0;0,00109051254089422;0
"Bjune_a176";0;0;0,00573613766730402;0;0,00191204588910134;0,307839388145315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,011472275334608;0;0;0,00191204588910134;0;0;0;0;0,017208413001912;0;0;0;0;0,00382409177820268;0;0,0650095602294455;0,581261950286807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00382409177820268;0;0;0;0;0;0;0;0
"Bjune_a177";0;0;0;0;0;0,257606490872211;0;0;0;0,00405679513184584;0;0;0;0;0;0;0;0;0;0;0,00202839756592292;0;0;0,00202839756592292;0;0,00202839756592292;0;0;0,0101419878296146;0;0;0;0;0,0182555780933063;0;0,0425963488843813;0,661257606490872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bjune_a178";0;0;0,00485436893203883;0;0;0,466019417475728;0;0;0;0;0;0;0;0;0;0;0,0533980582524272;0;0;0;0,0145631067961165;0;0;0,0339805825242718;0;0,0339805825242718;0;0;0,281553398058252;0;0;0;0;0,0242718446601942;0;0;0,029126213592233;0;0;0;0,00970873786407767;0;0;0;0;0,0145631067961165;0;0;0,00485436893203883;0;0;0,029126213592233;0;0;0;0;0;0;0;0
"Bjune_a179";0;0;0,0495356037151703;0;0;0,501547987616099;0;0;0;0;0;0;0;0;0,00309597523219814;0;0,0185758513931889;0;0;0;0,0371517027863777;0;0;0,0185758513931889;0;0,00309597523219814;0;0;0,235294117647059;0;0;0;0;0,0495356037151703;0;0,00619195046439629;0,0309597523219814;0,00309597523219814;0;0;0;0;0;0;0;0,00309597523219814;0;0;0,00928792569659443;0,00619195046439629;0;0,021671826625387;0;0;0;0;0,00309597523219814;0;0;0
"Bjune_a180";0;0;0,0364372469635627;0;0;0,59919028340081;0;0;0;0;0;0;0;0;0;0;0,00809716599190283;0;0;0,00404858299595142;0,0445344129554656;0;0;0,00809716599190283;0;0,00809716599190283;0;0;0,182186234817814;0;0;0;0;0,0242914979757085;0;0,00404858299595142;0,0607287449392713;0;0;0;0;0;0;0;0;0,00404858299595142;0;0;0,00404858299595142;0;0;0,0121457489878543;0;0;0;0;0;0;0;0
"Bjune_a181";0;0;0,005249343832021;0;0;0,566929133858268;0;0;0;0;0;0;0;0;0;0;0,005249343832021;0;0;0;0,0236220472440945;0;0;0,0131233595800525;0;0,0026246719160105;0;0;0,173228346456693;0;0;0;0;0,083989501312336;0;0,0183727034120735;0,057742782152231;0;0;0;0;0;0,010498687664042;0;0;0,005249343832021;0;0;0,0026246719160105;0;0;0,031496062992126;0;0;0;0;0;0;0;0
"Bjune_a182";0;0;0,017921146953405;0;0;0,311827956989247;0;0;0;0,046594982078853;0;0;0;0;0;0;0,00716845878136201;0,003584229390681;0;0;0,0860215053763441;0;0;0,0573476702508961;0,003584229390681;0,003584229390681;0;0;0,186379928315412;0;0;0;0;0,0609318996415771;0;0,010752688172043;0,146953405017921;0,003584229390681;0;0;0;0;0,010752688172043;0;0;0,003584229390681;0;0;0;0;0;0,010752688172043;0,003584229390681;0;0;0;0,025089605734767;0;0;0
"Bjune_a183";0;0;0,0161290322580645;0;0;0,639784946236559;0;0;0;0,00537634408602151;0;0;0;0;0;0;0;0;0;0;0,0349462365591398;0;0;0,00806451612903226;0;0,00268817204301075;0;0;0,102150537634409;0;0;0;0;0,0510752688172043;0;0,00537634408602151;0,10752688172043;0;0;0;0;0;0,0188172043010753;0;0;0;0;0;0;0;0;0,00806451612903226;0;0;0;0;0;0;0;0
"Bjune_a184";0;0;0,013215859030837;0;0;0,676211453744493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0066079295154185;0;0;0,013215859030837;0;0;0;0;0,0682819383259912;0;0;0;0;0,0704845814977974;0;0,013215859030837;0,125550660792952;0;0;0;0;0;0;0;0;0;0;0;0,00220264317180617;0;0;0,0110132158590308;0;0;0;0;0;0;0;0
"Bjune_a185";0;0;0,0291970802919708;0;0,0024330900243309;0,564476885644769;0;0;0;0;0;0;0;0;0,0024330900243309;0;0;0;0;0;0,0097323600973236;0;0;0,0145985401459854;0;0,0072992700729927;0;0;0,0437956204379562;0;0;0;0;0,10705596107056;0;0,0145985401459854;0,180048661800487;0;0;0;0;0,0024330900243309;0,0024330900243309;0;0;0;0;0;0;0;0;0,0194647201946472;0;0;0;0;0;0;0;0
"Bjune_a186";0;0;0,0050125313283208;0;0,0025062656641604;0,441102756892231;0;0;0;0,0025062656641604;0;0;0;0;0,0025062656641604;0;0;0;0;0;0,0200501253132832;0;0;0,0350877192982456;0;0,0025062656641604;0;0;0,06265664160401;0;0;0;0;0,0977443609022556;0;0,0075187969924812;0,298245614035088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0175438596491228;0;0;0;0;0,0050125313283208;0;0;0
"Bjune_a187";0;0;0,0268714011516315;0;0,00383877159309021;0,268714011516315;0;0;0;0,00575815738963532;0;0;0;0;0;0;0,00191938579654511;0,00383877159309021;0;0;0,00191938579654511;0;0;0;0;0,00191938579654511;0;0;0,0326295585412668;0;0;0;0;0,053742802303263;0;0,0748560460652591;0,512476007677543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00959692898272553;0;0;0;0;0;0;0,00191938579654511;0
"Bjune_a188";0;0,00520833333333333;0,229166666666667;0;0,00260416666666667;0,239583333333333;0;0;0;0,0130208333333333;0;0;0;0;0,00260416666666667;0;0,00260416666666667;0,0520833333333333;0;0;0,0130208333333333;0;0;0;0;0,0182291666666667;0,0104166666666667;0;0,114583333333333;0;0;0;0;0,0182291666666667;0;0,0130208333333333;0,203125;0;0,0104166666666667;0;0;0,0104166666666667;0,00520833333333333;0;0;0;0;0;0;0,00260416666666667;0;0,00260416666666667;0;0;0;0;0;0,0182291666666667;0,0130208333333333;0
"Bjune_a189";0;0;0,0242424242424242;0;0;0,365656565656566;0;0;0;0,00606060606060606;0,00202020202020202;0;0;0;0;0;0,00202020202020202;0,00202020202020202;0;0;0,0686868686868687;0;0;0,0101010101010101;0;0;0,00404040404040404;0;0,0828282828282828;0;0;0;0;0,0868686868686869;0;0,0323232323232323;0,311111111111111;0;0,00202020202020202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bjune_a190";0;0;0,037037037037037;0;0;0,25;0;0;0;0,00617283950617284;0;0;0;0;0,00617283950617284;0;0,00925925925925926;0,0123456790123457;0;0,00925925925925926;0,00617283950617284;0;0;0,00308641975308642;0;0,00308641975308642;0,00308641975308642;0;0,308641975308642;0;0;0;0;0,0339506172839506;0;0,0308641975308642;0,277777777777778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00308641975308642;0;0;0;0;0;0;0;0
"Bjune_a191";0;0,00211416490486258;0,0930232558139535;0;0,00422832980972516;0,306553911205074;0;0;0;0,025369978858351;0;0,00211416490486258;0;0;0;0;0,0105708245243129;0,0613107822410148;0;0;0,0105708245243129;0;0;0;0;0,00845665961945032;0,00422832980972516;0;0,162790697674419;0;0;0;0;0,0190274841437632;0;0,00211416490486258;0,236786469344609;0;0,00422832980972516;0;0,00422832980972516;0,00422832980972516;0,00634249471458774;0;0;0;0;0;0,00211416490486258;0;0;0,0126849894291755;0;0;0;0;0;0,00634249471458774;0,0105708245243129;0
"Bjune_a192";0;0;0,0849194729136164;0;0,00439238653001464;0,285505124450952;0;0;0;0,0190336749633968;0;0;0;0;0;0;0;0,0117130307467057;0;0;0,00292825768667643;0;0;0,00146412884333821;0;0;0;0;0,0248901903367496;0;0;0;0;0,0278184480234261;0;0,00585651537335286;0,52415812591508;0,00146412884333821;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00292825768667643;0;0;0;0;0;0;0,00292825768667643;0
"Bjune_a193";0;0,00241545893719807;0,0144927536231884;0;0,00483091787439614;0,185990338164251;0;0;0;0,00483091787439614;0;0;0;0;0;0;0,00241545893719807;0,00966183574879227;0;0;0,1256038647343;0;0;0,00966183574879227;0;0,00483091787439614;0;0;0,263285024154589;0;0;0;0;0,0169082125603865;0;0,0217391304347826;0,219806763285024;0;0,00483091787439614;0;0;0;0,00241545893719807;0;0;0;0;0;0;0;0;0,103864734299517;0;0;0;0;0;0,00241545893719807;0;0
"Bjune_a194";0;0;0,0158371040723982;0;0,00226244343891403;0,346153846153846;0;0;0;0,0135746606334842;0;0;0;0;0,00226244343891403;0;0;0,0113122171945701;0;0;0,0384615384615385;0;0;0,00452488687782805;0;0;0,00226244343891403;0;0,124434389140271;0;0;0;0;0,083710407239819;0;0,0158371040723982;0,32579185520362;0;0,00226244343891403;0;0;0;0;0;0;0;0;0;0;0;0;0,00904977375565611;0;0;0;0;0;0,00226244343891403;0;0
"Bjune_a195";0;0;0,0186721991701245;0;0,004149377593361;0,429460580912863;0;0;0;0,0103734439834025;0;0;0;0;0;0;0,004149377593361;0,0020746887966805;0;0;0,0103734439834025;0;0;0,00829875518672199;0;0,004149377593361;0,0020746887966805;0;0,134854771784232;0;0;0;0;0,0746887966804979;0;0,0228215767634855;0,253112033195021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0145228215767635;0;0;0;0;0,0020746887966805;0;0,004149377593361;0
"Bjune_a196";0;0;0,0168855534709193;0;0,00187617260787992;0,300187617260788;0;0;0;0,00562851782363977;0;0;0;0;0;0;0;0;0;0;0,0075046904315197;0;0;0,00375234521575985;0;0,00187617260787992;0,00187617260787992;0;0,0525328330206379;0;0;0;0;0,0769230769230769;0;0,0131332082551595;0,5046904315197;0;0,00375234521575985;0;0;0;0,00375234521575985;0;0;0;0;0;0;0;0;0,00187617260787992;0;0;0;0;0;0;0,00375234521575985;0
"Bjune_a197";0;0,00227272727272727;0,143181818181818;0;0,00454545454545455;0,325;0;0;0;0,00227272727272727;0;0;0;0;0,00227272727272727;0;0,00227272727272727;0,0295454545454545;0;0;0,00681818181818182;0;0;0,00227272727272727;0;0,00454545454545455;0;0;0,159090909090909;0;0;0;0;0,0454545454545455;0;0,00681818181818182;0,240909090909091;0;0;0;0,00227272727272727;0;0,00454545454545455;0;0;0;0;0;0,00227272727272727;0;0;0,00909090909090909;0;0;0;0;0;0,00227272727272727;0,00227272727272727;0
"Bjune_a198";0;0;0,029806259314456;0;0;0,347242921013413;0;0;0;0,00894187779433681;0;0;0;0;0,0014903129657228;0;0,0014903129657228;0,00745156482861401;0;0;0,0461997019374069;0;0;0,0104321907600596;0;0,0014903129657228;0,0014903129657228;0;0,114754098360656;0;0;0;0;0,0506706408345753;0;0,022354694485842;0,344262295081967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00447093889716841;0;0;0;0;0,0029806259314456;0;0,00447093889716841;0
"Bjune_a199";0;0;0,0242914979757085;0;0,00202429149797571;0,321862348178138;0;0;0;0,0182186234817814;0;0;0;0;0;0;0;0,00809716599190283;0;0;0,0202429149797571;0;0;0,00809716599190283;0;0;0;0;0,109311740890688;0;0;0;0;0,107287449392713;0;0,0587044534412955;0,31578947368421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00202429149797571;0;0;0;0;0;0;0,00404858299595142;0
"Bjune_a200";0;0;0,0216450216450216;0;0,00865800865800866;0,246753246753247;0;0;0;0,00432900432900433;0;0,00216450216450216;0;0;0;0;0;0,00649350649350649;0;0;0,0562770562770563;0;0;0,0108225108225108;0;0;0;0;0,296536796536797;0;0;0;0;0,0584415584415584;0;0,0216450216450216;0,235930735930736;0;0;0;0;0,00216450216450216;0,00216450216450216;0;0;0,00216450216450216;0;0;0,00216450216450216;0;0;0,00865800865800866;0;0;0;0;0,00649350649350649;0,00216450216450216;0,00432900432900433;0
"Bjune_a201";0;0;0,0331325301204819;0;0,00150602409638554;0,271084337349398;0;0;0;0,0120481927710843;0;0;0;0;0,00150602409638554;0;0,00150602409638554;0,00753012048192771;0;0;0,00150602409638554;0;0;0,00150602409638554;0;0;0;0;0,0572289156626506;0;0;0;0;0,0602409638554217;0;0,016566265060241;0,52710843373494;0;0,00301204819277108;0;0;0,00150602409638554;0;0;0;0;0;0;0,00150602409638554;0;0;0;0;0;0;0;0;0;0,00150602409638554;0
"Bjune_a202";0;0;0,031390134529148;0;0;0,23542600896861;0;0;0;0,0269058295964126;0;0;0;0;0;0;0,00224215246636771;0,0179372197309417;0;0;0,047085201793722;0;0;0,0201793721973094;0;0;0;0;0,152466367713004;0;0;0;0;0,0246636771300448;0;0,00224215246636771;0,428251121076233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00224215246636771;0,00896860986547085;0
"Bjune_a203";0;0;0,0387858347386172;0;0;0,370994940978078;0;0;0;0,0236087689713322;0;0;0;0;0;0;0;0,00505902192242833;0;0;0,0118043844856661;0;0;0,00674536256323777;0,00337268128161889;0;0;0;0,0623946037099494;0;0;0;0;0,0640809443507589;0;0,00843170320404722;0,372681281618887;0;0,00337268128161889;0;0;0;0,0118043844856661;0;0;0,00168634064080944;0;0;0;0;0;0,00843170320404722;0;0;0;0;0;0,00168634064080944;0,00505902192242833;0
"Bjune_a204";0;0;0,048;0;0,00533333333333333;0,149333333333333;0;0;0;0,0133333333333333;0;0;0;0;0,00533333333333333;0;0,00533333333333333;0,0133333333333333;0;0;0,008;0;0;0,016;0;0,008;0;0;0,24;0;0;0;0;0,0266666666666667;0;0,016;0,341333333333333;0;0,016;0;0;0;0;0;0;0;0;0;0;0;0;0,0693333333333333;0,00533333333333333;0;0;0;0;0,00533333333333333;0,008;0
"Bjune_a205";0;0;0,0529531568228106;0;0;0,274949083503055;0;0;0;0,010183299389002;0;0;0;0;0;0;0,00610997963340122;0,00407331975560081;0;0;0,0122199592668024;0;0;0;0;0,0224032586558045;0;0;0,0773930753564155;0;0;0;0;0,0325865580448065;0;0,0407331975560081;0,439918533604888;0;0,00203665987780041;0;0;0,00203665987780041;0,00610997963340122;0;0;0;0;0;0,00203665987780041;0,00203665987780041;0;0;0;0;0;0;0;0;0,0122199592668024;0
"Bjune_a206";0;0;0,0223880597014925;0;0;0,227611940298507;0;0;0;0;0;0;0;0;0;0;0;0,00248756218905473;0;0,00124378109452736;0;0;0;0;0;0,00248756218905473;0;0;0,0522388059701493;0;0;0;0;0,0335820895522388;0;0,152985074626866;0,482587064676617;0;0;0;0;0,00124378109452736;0;0;0;0;0;0;0;0;0;0,0149253731343284;0;0;0;0;0;0,00124378109452736;0,00497512437810945;0
