"";"Abies";"Acer campestre-type";"Alnus";"Armeria-type";"Artemisia";"Betula";"Boraginaceae";"Botrychium";"Buxus";"Calluna vulgaris";"Carpinus betulus";"Caryophyllaceae (periporate excl. Paronychioideae)";"Cedrus";"Centaurea";"Chenopodiaceae/Amaranthaceae";"Asteraceae subf. Asteroideae";"Asteraceae subf. Cichorioideae";"Corylus";"Crassulaceae";"Brassicaceae";"Cyperaceae";"Dipsacaceae";"Ephedra";"Ericaceae";"Fagus";"Filipendula";"Fraxinus";"Gentianaceae";"Poaceae";"Hedera";"Helianthemum";"Hippophae rhamnoides";"Ilex";"Juniperus";"Osmunda regalis";"Picea";"Pinus";"Plantago";"Plantago lanceolata-type";"Polygonum";"Polypodium";"Populus";"Potamogeton";"Quercus ilex-type";"Quercus robur-type";"Ranunculaceae";"Ranunculus-type";"Rhamnus";"Rosaceae";"Rubiaceae";"Rumex";"Salix";"Saxifraga";"Scrophulariaceae";"Selaginella";"Taxus";"Thalictrum";"Tilia";"Ulmus";"Valeriana"
"AlbaSanchez_a1";0,0492957746478873;0;0,00352112676056338;0;0;0,00704225352112676;0;0;0;0;0;0,00352112676056338;0;0;0,00704225352112676;0;0,0211267605633803;0;0;0;0;0;0;0;0;0;0;0;0,0387323943661972;0;0;0;0;0;0;0;0,380281690140845;0,00352112676056338;0;0;0;0;0;0,426056338028169;0,0598591549295775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a2";0,0438871473354232;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00940438871473354;0;0,00313479623824451;0;0;0;0;0;0;0;0;0;0;0;0,00940438871473354;0;0;0;0;0;0;0;0,250783699059561;0;0;0;0;0;0;0,554858934169279;0,128526645768025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a3";0,277777777777778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,277777777777778;0;0;0;0;0;0;0,444444444444444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a4";0,186046511627907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,453488372093023;0;0;0;0;0;0;0,36046511627907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a5";0,0540540540540541;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00675675675675676;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0101351351351351;0;0;0;0;0;0;0;0,800675675675676;0,0135135135135135;0;0;0;0;0;0,101351351351351;0,0135135135135135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a6";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,107142857142857;0;0;0;0;0;0;0,892857142857143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a7";0,28936170212766;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00425531914893617;0;0;0;0;0;0;0;0;0;0;0;0;0;0,025531914893617;0;0;0;0;0;0;0;0,417021276595745;0,00425531914893617;0;0;0;0;0;0,225531914893617;0,0340425531914894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a8";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,996466431095406;0,00353356890459364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a9";0,293877551020408;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00816326530612245;0;0,00408163265306122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0326530612244898;0;0;0,448979591836735;0,036734693877551;0;0;0;0;0;0,175510204081633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a10";0,126050420168067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0336134453781513;0;0;0,672268907563025;0;0;0;0;0;0;0,168067226890756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a11";0,0116959064327485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,970760233918129;0,0087719298245614;0;0;0;0;0;0,0087719298245614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a12";0,133333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0205128205128205;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0153846153846154;0;0;0;0;0,0153846153846154;0;0;0,774358974358974;0,0307692307692308;0;0;0;0,0102564102564103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a13";0,0858585858585859;0;0,00505050505050505;0;0;0;0;0;0;0;0;0;0;0;0,00505050505050505;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0252525252525253;0;0;0;0;0,0454545454545455;0;0;0,297979797979798;0,00505050505050505;0;0;0;0;0;0,484848484848485;0,0404040404040404;0;0;0;0;0,00505050505050505;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a14";0,197478991596639;0;0;0;0;0;0;0;0;0;0;0;0;0;0,046218487394958;0;0;0,00420168067226891;0;0;0;0;0;0;0;0;0;0;0,0210084033613445;0;0;0;0;0,0126050420168067;0;0;0,34453781512605;0;0;0;0;0;0;0,323529411764706;0,0504201680672269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a15";0,0536585365853659;0;0;0;0;0;0;0;0,0048780487804878;0;0;0,00975609756097561;0;0;0,0390243902439024;0;0,0292682926829268;0;0;0;0;0;0;0;0;0;0;0;0,0146341463414634;0;0;0;0;0,0780487804878049;0;0;0,448780487804878;0,00975609756097561;0;0;0;0;0;0,263414634146341;0,048780487804878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a16";0,724806201550388;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00387596899224806;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00387596899224806;0;0;0;0;0,00387596899224806;0;0;0,143410852713178;0;0;0;0;0;0;0,116279069767442;0,00387596899224806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a17";0,462962962962963;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00925925925925926;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00925925925925926;0;0;0;0;0;0;0;0,333333333333333;0;0;0;0;0;0;0,185185185185185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a18";0,136363636363636;0;0,00454545454545455;0;0,00454545454545455;0;0;0;0;0;0;0;0;0;0,00909090909090909;0;0;0,00454545454545455;0;0;0;0;0;0;0;0;0;0;0,0181818181818182;0;0;0;0;0,0227272727272727;0;0;0,440909090909091;0,00909090909090909;0;0;0;0;0;0,327272727272727;0,0227272727272727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a19";0,482213438735178;0;0,00395256916996047;0;0;0;0;0;0;0;0;0;0;0;0,00790513833992095;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00790513833992095;0;0;0;0;0,0276679841897233;0;0;0,284584980237154;0;0;0;0;0;0;0,1699604743083;0,0158102766798419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a20";0,252252252252252;0;0;0;0;0;0;0;0;0;0;0;0;0;0,027027027027027;0;0,0045045045045045;0;0;0;0;0;0;0;0;0;0;0;0,0045045045045045;0;0;0;0;0,0630630630630631;0;0;0,346846846846847;0;0;0;0;0;0;0,288288288288288;0,0135135135135135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a21";0,509090909090909;0;0,00454545454545455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0136363636363636;0;0;0,259090909090909;0;0;0;0;0;0;0,209090909090909;0,00454545454545455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a23";0,0209424083769634;0;0,0104712041884817;0;0;0,00523560209424084;0;0;0;0;0;0;0;0;0,0104712041884817;0;0,00523560209424084;0;0;0;0;0;0;0;0;0;0;0;0,0261780104712042;0;0;0;0;0,06282722513089;0;0;0,397905759162304;0;0;0;0;0;0;0,413612565445026;0,0366492146596859;0;0;0;0;0,0104712041884817;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a25";0,694444444444444;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00793650793650794;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00793650793650794;0;0;0;0;0,00396825396825397;0;0;0,154761904761905;0,00793650793650794;0;0;0;0;0;0,119047619047619;0,00396825396825397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a26";0;0;0,00537634408602151;0;0;0;0;0;0;0;0;0;0;0;0,00537634408602151;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00537634408602151;0;0;0;0;0,0376344086021505;0;0;0,172043010752688;0,032258064516129;0;0;0;0;0;0,741935483870968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a27";0,0144927536231884;0;0,0036231884057971;0;0;0;0;0;0;0;0;0;0;0;0,0072463768115942;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0108695652173913;0;0;0;0;0,0036231884057971;0;0;0,228260869565217;0,0833333333333333;0;0;0;0;0;0,644927536231884;0,0036231884057971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a28";0,156779661016949;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00423728813559322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00423728813559322;0;0;0,580508474576271;0,00423728813559322;0;0;0;0;0;0,245762711864407;0,00423728813559322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a29";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0191570881226054;0;0;0,681992337164751;0;0;0;0;0;0;0,298850574712644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a30";0,035031847133758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00318471337579618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,621019108280255;0,117834394904459;0;0;0;0;0;0,222929936305732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a31";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0172413793103448;0;0;0;0;0;0;0;0;0;0;0;0,0862068965517241;0;0;0;0;0,00862068965517241;0;0;0,517241379310345;0,0344827586206897;0;0;0;0;0;0,28448275862069;0,0517241379310345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a32";0,67953667953668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00386100386100386;0;0;0;0;0;0;0;0,250965250965251;0;0;0;0;0;0;0,0656370656370656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a33";0,63921568627451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0117647058823529;0;0;0;0;0,0392156862745098;0;0;0,223529411764706;0;0;0;0;0;0;0,0862745098039216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a34";0,0906040268456376;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00335570469798658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00335570469798658;0;0;0,902684563758389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a35";0,241379310344828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0156739811912226;0;0;0;0;0;0;0;0,702194357366771;0;0;0;0;0;0;0,0282131661442006;0,0125391849529781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a36";0,0332409972299169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00554016620498615;0;0;0;0;0;0;0;0,939058171745152;0,00277008310249307;0;0;0;0;0;0,0193905817174515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a37";0,0476190476190476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0659340659340659;0;0;0;0;0;0;0;0,157509157509158;0,0146520146520147;0;0;0;0;0;0,571428571428571;0,142857142857143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a38";0,470046082949309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0184331797235023;0;0;0;0;0;0;0;0,377880184331797;0,032258064516129;0;0;0;0;0;0,0921658986175115;0,00921658986175115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a39";0,328;0;0;0;0;0;0;0;0;0;0;0;0;0;0,016;0;0;0,004;0;0;0;0;0;0;0;0;0;0;0,024;0;0;0;0;0;0;0;0,384;0,024;0;0;0;0;0;0,204;0,016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a40";0,185314685314685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0104895104895105;0;0;0;0;0;0;0;0,70979020979021;0,00699300699300699;0;0;0;0;0;0,0804195804195804;0,00699300699300699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a41";0,618705035971223;0;0;0;0;0,00719424460431655;0;0;0;0;0;0;0;0;0;0;0,00359712230215827;0;0;0;0;0;0;0;0;0;0;0;0,00359712230215827;0;0;0;0;0;0;0;0,316546762589928;0,00719424460431655;0;0;0;0;0;0,0431654676258993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a42";0,219298245614035;0;0;0;0;0,0043859649122807;0;0;0;0;0;0,153508771929825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0175438596491228;0;0;0;0;0,0131578947368421;0;0;0,267543859649123;0,0043859649122807;0;0;0;0;0;0,302631578947368;0,0175438596491228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a43";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0357142857142857;0;0;0;0;0;0;0;0,392857142857143;0;0;0;0;0;0;0,125;0,446428571428571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a44";0,0072992700729927;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0182481751824818;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0109489051094891;0;0;0;0;0;0;0;0,12043795620438;0,0145985401459854;0;0;0;0;0;0,642335766423358;0,178832116788321;0;0;0;0;0,0072992700729927;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a45";0,122047244094488;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00393700787401575;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0196850393700787;0;0;0;0;0,015748031496063;0;0;0,653543307086614;0,0078740157480315;0;0;0;0;0;0,161417322834646;0,015748031496063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a46";0;0;0,00909090909090909;0;0;0;0;0;0;0;0;0;0,181818181818182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0272727272727273;0;0;0;0;0;0;0;0,0272727272727273;0;0;0;0;0;0;0,754545454545455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a47";0;0;0,0224719101123595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0561797752808989;0;0;0;0;0;0;0;0,0561797752808989;0;0;0;0;0;0;0,786516853932584;0,0561797752808989;0;0;0;0;0,0224719101123595;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a49";0,23489932885906;0;0;0;0;0;0;0;0;0;0;0;0,154362416107383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0134228187919463;0;0;0;0;0;0;0;0,0738255033557047;0,0167785234899329;0;0;0;0;0;0,439597315436242;0,0671140939597315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a50";0,0557620817843866;0;0;0;0;0;0;0;0;0;0;0;0,895910780669145;0;0;0;0,00743494423791822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0148698884758364;0,00743494423791822;0;0;0;0;0;0,0185873605947955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a51";0;0;0;0;0;0;0;0;0;0;0;0;0,877118644067797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00847457627118644;0,00423728813559322;0;0;0;0;0;0,101694915254237;0,00423728813559322;0;0;0;0;0,00423728813559322;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a52";0;0;0;0;0;0;0;0;0;0;0;0,00434782608695652;0,6;0;0,00434782608695652;0;0,00434782608695652;0;0;0;0;0;0;0;0;0;0;0;0,00869565217391304;0;0;0;0;0;0;0;0;0,0434782608695652;0;0;0;0;0;0,330434782608696;0;0;0;0;0;0,00434782608695652;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a53";0;0;0;0;0;0;0;0;0;0;0;0;0,669950738916256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0147783251231527;0;0;0;0;0;0;0;0;0,00492610837438424;0;0;0;0;0;0,305418719211823;0,00492610837438424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a54";0;0;0;0;0;0,00353356890459364;0;0;0;0;0;0,00353356890459364;0,791519434628975;0;0,00353356890459364;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0424028268551237;0;0;0;0;0;0;0;0,00706713780918728;0,0282685512367491;0;0;0;0;0;0,120141342756184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a55";0;0;0;0;0,00421940928270042;0;0;0;0;0;0;0,00421940928270042;0,717299578059072;0;0,00421940928270042;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00843881856540084;0;0;0;0;0,00421940928270042;0;0;0;0,00843881856540084;0;0;0;0;0;0,248945147679325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a57";0;0;0;0;0;0;0;0;0;0;0;0;0,956989247311828;0;0,003584229390681;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00716845878136201;0;0;0;0;0;0;0;0;0,010752688172043;0;0;0;0;0;0,021505376344086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a58";0;0;0,0053475935828877;0;0;0;0;0;0;0;0;0;0,203208556149733;0;0,0106951871657754;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0481283422459893;0;0;0;0;0;0;0;0;0,0106951871657754;0;0;0;0;0;0,716577540106952;0,0053475935828877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a59";0;0;0,00581395348837209;0;0;0;0;0;0;0;0;0;0,11046511627907;0;0,00581395348837209;0;0,00581395348837209;0;0;0;0;0;0;0;0;0;0;0;0,0232558139534884;0;0;0;0;0;0;0;0;0,0465116279069767;0;0;0;0;0;0,802325581395349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a60";0;0;0;0;0;0;0;0;0;0;0;0;0,108333333333333;0;0,00833333333333333;0;0,00833333333333333;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0,00833333333333333;0;0;0,0416666666666667;0,025;0;0;0;0;0;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a61";0,40625;0;0;0;0;0;0;0;0;0;0;0;0,3671875;0;0;0;0,00390625;0;0;0;0;0;0;0;0;0;0;0;0,02734375;0;0;0;0;0,00390625;0;0;0;0,0078125;0;0;0;0;0;0,1640625;0,01171875;0;0;0;0;0,0078125;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a62";0,0346020761245675;0;0;0;0;0;0;0;0;0;0;0;0,920415224913495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0103806228373702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0346020761245675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a63";0,107023411371237;0;0;0;0;0;0;0;0;0;0;0;0,869565217391304;0;0,00334448160535117;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00668896321070234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0133779264214047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a64";0;0;0;0;0;0;0;0;0;0;0;0;0,464285714285714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,535714285714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a65";0,0104166666666667;0;0;0;0;0;0;0;0;0;0;0;0,913194444444444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0243055555555556;0;0;0;0;0;0;0,0520833333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a66";0;0;0;0;0;0;0;0;0;0;0;0;0,913357400722022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0288808664259928;0;0;0;0;0;0;0,0577617328519856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a67";0;0;0;0;0;0;0;0;0;0;0;0;0,818181818181818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0692640692640693;0,00865800865800866;0;0;0;0;0;0,103896103896104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a68";0;0;0;0;0;0;0;0;0;0;0;0;0,874476987447699;0;0,00418410041841004;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0334728033472803;0;0;0;0;0;0;0;0;0,00836820083682008;0;0;0;0;0;0,0794979079497908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a69";0;0;0;0;0;0;0;0;0;0;0;0;0,873239436619718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00352112676056338;0;0;0;0;0,00704225352112676;0;0;0;0,028169014084507;0;0;0;0;0;0,0880281690140845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a70";0;0;0;0;0;0;0;0;0;0;0;0,00334448160535117;0,919732441471572;0;0,00334448160535117;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0267558528428094;0;0;0;0;0,00334448160535117;0;0;0;0;0;0;0;0;0;0,0434782608695652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a71";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a72";0;0;0;0;0;0;0;0;0;0;0;0;0,0307167235494881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00341296928327645;0;0;0;0;0,0068259385665529;0;0;0;0;0;0;0;0;0;0,959044368600683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a73";0;0;0;0;0;0;0;0;0;0;0;0;0,0346020761245675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00346020761245675;0;0;0;0;0,0103806228373702;0;0;0;0,00346020761245675;0;0;0;0;0;0,948096885813149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a74";0;0;0;0;0;0;0;0;0;0;0;0;0,688172043010753;0;0,010752688172043;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00716845878136201;0;0;0;0;0,021505376344086;0;0;0;0,010752688172043;0;0;0;0;0;0,261648745519713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a75";0;0;0;0;0;0;0;0;0;0;0;0;0,285714285714286;0;0,0136054421768707;0;0,00340136054421769;0;0;0;0;0;0;0;0;0;0;0;0,00340136054421769;0;0;0;0;0,0272108843537415;0;0;0;0;0;0;0;0;0;0,666666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a76";0;0;0;0;0;0;0;0;0;0;0;0;0,614035087719298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00350877192982456;0;0;0;0;0;0;0;0,00350877192982456;0,0105263157894737;0;0;0;0;0;0,368421052631579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a77";0;0;0;0;0,0040983606557377;0;0;0;0;0;0;0,0040983606557377;0,598360655737705;0;0;0;0,00819672131147541;0;0;0;0;0;0;0;0;0;0;0;0,0040983606557377;0;0;0;0;0,0942622950819672;0;0;0,0040983606557377;0;0;0;0;0;0;0,282786885245902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a78";0;0;0;0;0;0;0;0;0;0;0;0;0,189003436426117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00343642611683849;0;0;0;0;0,00687285223367698;0;0;0;0;0;0;0;0;0;0,800687285223368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a79";0;0;0;0;0,00357142857142857;0;0;0;0;0;0;0;0,571428571428571;0;0,00357142857142857;0;0;0;0;0;0,00357142857142857;0;0;0;0;0;0;0;0,00714285714285714;0;0;0;0;0,0392857142857143;0;0;0;0,00714285714285714;0;0;0;0;0;0,364285714285714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a80";0;0;0;0;0;0;0;0;0;0;0;0,00757575757575758;0,886363636363636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00757575757575758;0;0;0;0;0;0;0;0;0;0,0909090909090909;0,00757575757575758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a81";0;0;0;0;0;0;0;0;0;0;0;0;0,54485049833887;0;0,00332225913621262;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00996677740863787;0;0;0;0;0,00332225913621262;0;0;0;0;0;0;0;0;0;0,438538205980066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a82";0;0;0;0;0;0;0;0;0;0;0;0;0,8;0;0,0101694915254237;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0135593220338983;0;0;0;0;0,00338983050847458;0;0;0;0,00338983050847458;0;0;0;0;0;0,169491525423729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
