depth	min	max	median	mean
26.8	2679	3833	3235	3235
27.8	2736	3892	3289	3291
28.8	2788	3980	3341	3347
29.8	2818	4078	3391	3403
30.8	2844	4187	3437	3459
31.8	2898	4252	3488	3515
32.8	2948	4308	3548	3570
33.8	2992	4393	3604	3626
34.8	3033	4481	3659	3681
35.8	3055	4565	3714	3737
36.8	3101	4629	3767	3792
37.8	3154	4668	3822	3846
38.8	3199	4731	3876	3901
39.8	3232	4819	3938	3956
40.8	3267	4904	3992	4011
41.8	3318	4958	4046	4065
42.8	3364	5005	4097	4118
43.8	3409	5047	4148	4172
44.8	3434	5116	4204	4226
45.8	3458	5194	4253	4279
46.8	3507	5246	4309	4334
47.8	3574	5301	4371	4389
48.8	3622	5373	4427	4444
49.8	3656	5442	4482	4499
50.8	3687	5516	4539	4554
51.8	3752	5548	4593	4609
52.8	3798	5603	4647	4663
53.8	3857	5657	4704	4718
54.8	3902	5701	4758	4772
55.8	3930	5780	4818	4827
56.8	4000	5838	4872	4883
57.8	4063	5897	4928	4941
58.8	4125	5953	4981	4998
59.8	4172	6002	5043	5055
60.8	4218	6080	5100	5112
61.8	4269	6121	5151	5167
62.8	4329	6169	5204	5222
63.8	4382	6227	5258	5276
64.8	4429	6286	5317	5330
65.8	4468	6364	5373	5385
66.8	4528	6406	5429	5440
67.8	4582	6437	5486	5495
68.8	4651	6487	5542	5550
69.8	4689	6552	5602	5605
70.8	4736	6622	5656	5660
71.8	4812	6653	5711	5714
72.8	4889	6702	5759	5768
73.8	4951	6736	5815	5822
74.8	4991	6788	5873	5876
75.8	5037	6852	5927	5929
76.8	5111	6894	5979	5983
77.8	5191	6939	6034	6036
78.8	5255	6979	6088	6090
79.8	5309	7033	6141	6143
80.8	5348	7074	6191	6196
81.8	5430	7122	6241	6250
82.8	5499	7167	6295	6303
83.8	5555	7217	6345	6357
84.8	5610	7262	6393	6411
85.8	5668	7315	6447	6464
86.8	5730	7365	6500	6522
87.8	5787	7412	6563	6581
88.8	5833	7487	6620	6639
89.8	5879	7572	6682	6698
90.8	5920	7637	6740	6757
91.8	5982	7694	6802	6816
92.8	6045	7766	6860	6876
93.8	6091	7838	6920	6935
94.8	6123	7931	6978	6995
95.8	6172	8010	7033	7054
96.8	6220	8088	7091	7114
97.8	6267	8183	7150	7173
98.8	6318	8254	7211	7233
99.8	6358	8353	7268	7292
100.8	6385	8461	7326	7352
101.8	6437	8533	7388	7413
102.8	6481	8599	7444	7474
103.8	6531	8686	7503	7535
104.8	6565	8786	7563	7596
105.8	6603	8904	7622	7657
106.8	6655	8968	7678	7716
107.8	6704	9015	7745	7776
108.8	6760	9084	7799	7835
109.8	6801	9167	7861	7895
110.8	6829	9277	7919	7954
111.8	6883	9322	7974	8015
112.8	6931	9376	8040	8076
113.8	6985	9447	8101	8138
114.8	7041	9524	8164	8199
115.8	7066	9601	8227	8261
116.8	7127	9664	8280	8321
117.8	7178	9732	8342	8381
118.8	7213	9822	8408	8441
119.8	7258	9919	8464	8501
120.8	7295	10033	8524	8561
121.8	7354	10102	8590	8622
122.8	7405	10168	8657	8684
123.8	7449	10227	8718	8746
124.8	7501	10294	8779	8807
125.8	7533	10407	8836	8869
126.8	7581	10468	8902	8930
127.8	7621	10539	8962	8991
128.8	7668	10612	9025	9053
129.8	7700	10682	9086	9114
130.8	7744	10758	9152	9175
131.8	7792	10822	9212	9237
132.8	7845	10870	9272	9299
133.8	7897	10934	9334	9360
134.8	7940	10995	9392	9422
135.8	7982	11074	9455	9484
136.8	8050	11119	9518	9545
137.8	8122	11194	9576	9607
138.8	8172	11273	9637	9668
139.8	8221	11357	9700	9730
140.8	8262	11438	9764	9791
141.8	8329	11496	9824	9852
142.8	8390	11551	9886	9913
143.8	8436	11613	9945	9974
144.8	8474	11696	10013	10035
145.8	8511	11783	10070	10097
146.8	8579	11846	10136	10158
147.8	8640	11890	10201	10218
148.8	8691	11966	10258	10279
149.8	8744	12046	10324	10340
150.8	8790	12140	10382	10401
151.8	8859	12210	10444	10462
152.8	8917	12283	10504	10523
153.8	8955	12347	10568	10584
154.8	9009	12417	10633	10645
155.8	9053	12497	10690	10705
156.8	9091	12553	10758	10766
157.8	9154	12609	10820	10827
158.8	9199	12666	10889	10888
159.8	9251	12717	10949	10949
160.8	9302	12770	11006	11009
161.8	9358	12842	11068	11068
162.8	9421	12885	11134	11125
163.8	9479	12967	11197	11183
164.8	9530	13029	11254	11240
165.8	9561	13106	11312	11298
166.8	9612	13174	11371	11358
167.8	9678	13241	11434	11418
168.8	9750	13302	11491	11478
169.8	9802	13363	11548	11538
170.8	9840	13439	11601	11598
171.8	9920	13495	11665	11659
172.8	9979	13555	11731	11721
173.8	10020	13620	11796	11782
174.8	10059	13690	11858	11843
175.8	10111	13754	11922	11904
176.8	10184	13809	11991	11965
177.8	10237	13854	12052	12025
178.8	10289	13910	12118	12085
179.8	10336	13983	12178	12145
180.8	10382	14064	12233	12205
181.8	10443	14139	12298	12266
182.8	10489	14188	12360	12328
183.8	10533	14262	12422	12390
184.8	10587	14342	12477	12452
185.8	10627	14417	12543	12514
186.8	10689	14481	12602	12575
187.8	10745	14524	12668	12636
188.8	10781	14596	12737	12698
189.8	10829	14661	12802	12759
190.8	10885	14746	12867	12820
191.8	10953	14799	12927	12881
192.8	10993	14861	12988	12942
193.8	11052	14919	13054	13003
194.8	11115	14983	13112	13064
195.8	11148	15070	13169	13124
196.8	11204	15100	13228	13178
197.8	11265	15150	13275	13230
198.8	11324	15186	13318	13281
199.8	11369	15245	13375	13333
200.8	11429	15311	13426	13385
201.8	11474	15348	13476	13435
202.8	11526	15405	13528	13486
203.8	11569	15456	13581	13537
204.8	11605	15514	13627	13587
205.8	11636	15578	13671	13638
206.8	11689	15626	13721	13689
207.8	11747	15683	13772	13741
208.8	11801	15738	13828	13793
209.8	11852	15777	13883	13844
210.8	11895	15840	13936	13896
211.8	11954	15885	13987	13948
212.8	12009	15915	14041	13999
213.8	12057	15996	14098	14050
214.8	12116	16036	14149	14102
215.8	12151	16110	14199	14153
216.8	12207	16157	14244	14204
217.8	12254	16224	14289	14254
218.8	12290	16294	14344	14304
219.8	12332	16357	14398	14354
220.8	12380	16406	14446	14404
221.8	12437	16455	14494	14455
222.8	12500	16503	14543	14505
223.8	12566	16562	14592	14556
224.8	12621	16608	14642	14606
225.8	12665	16669	14689	14656
226.8	12725	16731	14740	14709
227.8	12776	16782	14794	14762
228.8	12821	16804	14846	14814
229.8	12864	16868	14905	14867
230.8	12911	16919	14959	14920
231.8	12959	16981	15008	14972
232.8	13016	17018	15054	15023
233.8	13067	17069	15104	15074
234.8	13110	17114	15153	15125
235.8	13163	17169	15203	15176
236.8	13217	17215	15247	15228
237.8	13275	17265	15294	15280
238.8	13330	17316	15346	15332
239.8	13376	17365	15396	15384
240.8	13419	17413	15446	15436
241.8	13475	17466	15501	15488
242.8	13535	17510	15558	15539
243.8	13594	17550	15611	15591
244.8	13626	17618	15666	15643
245.8	13664	17668	15729	15694
246.8	13734	17716	15778	15746
247.8	13800	17773	15824	15799
248.8	13837	17826	15877	15851
249.8	13884	17898	15928	15903
250.8	13933	17943	15976	15956
251.8	13996	18000	16030	16008
252.8	14057	18065	16090	16061
253.8	14103	18110	16136	16113
254.8	14170	18162	16191	16165
255.8	14219	18219	16241	16218
256.8	14245	18266	16286	16270
257.8	14303	18302	16341	16322
258.8	14370	18346	16397	16374
259.8	14414	18409	16449	16425
260.8	14465	18472	16502	16477
261.8	14508	18523	16552	16529
262.8	14553	18559	16610	16581
263.8	14597	18592	16656	16633
264.8	14636	18645	16702	16685
265.8	14683	18690	16752	16737
266.8	14732	18770	16811	16788
267.8	14774	18818	16866	16838
268.8	14819	18875	16917	16888
269.8	14878	18929	16972	16937
270.8	14925	18999	17024	16987
271.8	14975	19064	17080	17038
272.8	15031	19099	17130	17089
273.8	15073	19132	17172	17140
274.8	15113	19194	17213	17191
275.8	15163	19257	17264	17242
276.8	15218	19307	17310	17293
277.8	15285	19348	17363	17344
278.8	15363	19391	17414	17395
279.8	15391	19426	17470	17447
280.8	15458	19488	17520	17498
281.8	15500	19559	17571	17550
282.8	15530	19617	17622	17602
283.8	15568	19660	17674	17654
284.8	15620	19708	17718	17707
285.8	15673	19774	17775	17759
286.8	15745	19833	17828	17810
287.8	15799	19873	17879	17860
288.8	15852	19910	17925	17911
289.8	15891	19956	17975	17961
290.8	15940	20009	18021	18012
291.8	16007	20064	18076	18064
292.8	16072	20121	18127	18115
293.8	16125	20155	18181	18167
294.8	16167	20229	18243	18219
295.8	16212	20275	18300	18271
296.8	16293	20301	18350	18322
297.8	16340	20361	18400	18374
298.8	16403	20418	18442	18425
299.8	16463	20476	18493	18476
300.8	16532	20529	18539	18527
301.8	16578	20569	18592	18578
302.8	16633	20606	18644	18629
303.8	16684	20652	18696	18679
304.8	16725	20715	18747	18730
305.8	16770	20777	18806	18781
306.8	16812	20825	18857	18833
307.8	16889	20849	18911	18886
308.8	16933	20887	18966	18939
309.8	16976	20935	19020	18991
310.8	17016	20981	19069	19044
311.8	17077	21014	19123	19096
312.8	17173	21062	19175	19148
313.8	17223	21111	19227	19199
314.8	17284	21157	19276	19251
315.8	17336	21207	19323	19302
316.8	17399	21249	19379	19355
317.8	17461	21299	19430	19408
318.8	17517	21336	19488	19461
319.8	17582	21393	19535	19514
320.8	17638	21447	19590	19567
321.8	17696	21496	19641	19619
322.8	17787	21539	19688	19670
323.8	17844	21591	19739	19722
324.8	17907	21637	19790	19774
325.8	17963	21694	19836	19826
326.8	18011	21738	19891	19878
327.8	18076	21760	19939	19930
328.8	18142	21783	19993	19982
329.8	18187	21830	20048	20033
330.8	18224	21896	20107	20085
331.8	18275	21943	20160	20137
332.8	18315	21987	20204	20189
333.8	18373	22041	20257	20240
334.8	18428	22104	20300	20292
335.8	18476	22140	20350	20344
336.8	18518	22198	20405	20396
337.8	18583	22243	20456	20449
338.8	18648	22286	20515	20501
339.8	18687	22324	20568	20554
340.8	18721	22387	20620	20606
341.8	18772	22442	20672	20658
342.8	18833	22475	20731	20710
343.8	18894	22526	20787	20763
344.8	18937	22581	20842	20815
345.8	18980	22640	20897	20867
346.8	19046	22693	20946	20918
347.8	19103	22736	20994	20969
348.8	19144	22791	21052	21019
349.8	19205	22832	21104	21070
350.8	19277	22910	21156	21121
351.8	19348	22937	21200	21172
352.8	19388	22966	21248	21224
353.8	19426	23009	21297	21276
354.8	19473	23076	21348	21328
355.8	19553	23126	21399	21380
356.8	19596	23155	21450	21431
357.8	19669	23206	21499	21481
358.8	19719	23229	21549	21531
359.8	19782	23267	21599	21582
360.8	19825	23324	21649	21632
361.8	19876	23374	21704	21682
362.8	19919	23414	21759	21733
