depth	min	max	median	mean
0	-63	1200	215	316
4	1	1370	389	466
8	91	1532	547	617
12	178	1699	706	765
16	281	1879	855	911
20	378	2046	1008	1058
24	490	2220	1157	1205
28	599	2409	1318	1358
32	711	2608	1471	1509
36	821	2801	1617	1657
40	924	2979	1762	1807
44	1076	3114	1927	1963
48	1203	3265	2080	2113
52	1316	3419	2234	2261
56	1449	3599	2384	2409
60	1564	3723	2537	2557
64	1721	3880	2685	2704
68	1844	4052	2830	2854
72	1964	4213	2983	3003
76	2085	4373	3135	3150
80	2207	4554	3273	3295
84	2366	4693	3427	3444
88	2512	4851	3573	3593
92	2634	4987	3718	3743
96	2769	5138	3875	3892
100	2907	5313	4022	4037
104	3047	5444	4178	4188
108	3203	5603	4324	4337
112	3354	5752	4472	4487
116	3484	5886	4629	4641
120	3633	6039	4785	4791
124	3768	6169	4941	4941
128	3919	6314	5094	5090
132	4051	6480	5242	5239
136	4206	6628	5378	5385
140	4354	6758	5521	5527
144	4509	6891	5668	5672
148	4643	7027	5813	5820
152	4775	7180	5963	5967
156	4893	7298	6113	6110
160	5038	7448	6255	6253
164	5177	7579	6393	6400
168	5324	7711	6546	6551
172	5507	7847	6704	6701
176	5631	7992	6859	6849
180	5813	8118	7009	7002
184	6009	8265	7159	7151
188	6149	8391	7308	7300
192	6316	8546	7461	7452
196	6467	8695	7612	7603
200	6639	8835	7761	7751
204	6809	8945	7908	7900
208	6958	9088	8049	8049
212	7138	9223	8210	8203
216	7305	9365	8372	8358
220	7465	9475	8515	8506
224	7635	9609	8668	8651
228	7780	9713	8814	8796
232	7940	9840	8961	8942
236	8082	9980	9108	9090
240	8266	10090	9250	9234
244	8460	10215	9400	9380
248	8615	10337	9558	9531
252	8795	10454	9705	9683
256	8976	10570	9853	9832
260	9138	10710	10007	9980
264	9300	10807	10159	10129
268	9508	10911	10309	10281
272	9704	11010	10459	10431
276	9885	11121	10606	10578
280	10096	11222	10750	10724
284	10321	11329	10890	10867
288	10613	11449	11048	11018
292	10798	11608	11194	11165
296	10873	11813	11302	11304
300	10946	12037	11430	11444
304	11056	12232	11566	11585
308	11145	12433	11707	11727
312	11238	12604	11846	11869
316	11340	12785	11985	12009
320	11438	12973	12125	12148
324	11565	13127	12260	12286
328	11688	13310	12403	12428
332	11796	13460	12545	12570
336	11916	13616	12683	12710
340	12026	13765	12835	12854
344	12157	13928	12978	12996
348	12265	14088	13120	13135
352	12389	14252	13260	13274
356	12507	14443	13401	13415
360	12611	14626	13537	13560
364	12741	14762	13678	13699
368	12854	14894	13825	13838
372	12982	15064	13964	13981
376	13111	15238	14104	14127
380	13220	15424	14245	14268
384	13349	15567	14397	14416
388	13473	15724	14546	14557
392	13593	15882	14690	14695
396	13711	16047	14819	14834
400	13841	16195	14965	14976
404	13969	16361	15101	15115
408	14116	16504	15247	15254
412	14247	16642	15390	15396
416	14368	16776	15530	15538
420	14464	16928	15666	15675
424	14590	17095	15807	15812
428	14709	17247	15953	15952
432	14845	17404	16093	16092
436	14960	17572	16222	16231
440	15090	17698	16362	16371
444	15245	17857	16502	16512
448	15379	17989	16650	16654
452	15496	18114	16791	16795
456	15628	18237	16935	16935
460	15743	18394	17073	17077
464	15892	18533	17226	17219
468	16046	18654	17368	17360
472	16154	18805	17516	17501
476	16281	18951	17667	17644
480	16451	19102	17806	17787
484	16585	19246	17962	17950
488	16769	19410	18132	18115
492	16911	19606	18307	18280
496	17053	19753	18464	18442
500	17228	19911	18639	18604
504	17400	20048	18813	18774
508	17550	20221	18974	18940
512	17709	20401	19143	19105
516	17845	20557	19301	19270
520	18001	20718	19467	19434
524	18164	20876	19624	19600
528	18354	21010	19796	19768
532	18569	21214	19978	19951
536	18751	21399	20167	20144
540	18949	21570	20358	20335
544	19198	21746	20547	20530
548	19416	21936	20749	20726
552	19626	22100	20952	20921
556	19854	22253	21142	21114
560	20018	22447	21334	21306
564	20282	22599	21541	21505
568	20502	22754	21728	21694
572	20710	22924	21914	21882
576	20912	23070	22107	22071
580	21143	23231	22282	22260
584	21355	23399	22474	22451
588	21620	23543	22661	22644
592	21863	23703	22865	22841
596	22118	23888	23066	23037
600	22315	24018	23250	23231
604	22608	24137	23438	23421
608	22889	24274	23619	23610
612	23159	24402	23801	23797
616	23456	24528	23982	23986
620	23840	24681	24155	24182
624	23996	25122	24410	24454
628	24158	25582	24689	24740
632	24321	26011	24970	25025
