depth	min	max	median	mean
300	17567	18752	18289	18236
301	17579	18756	18294	18240
302	17584	18759	18300	18245
303	17591	18761	18304	18250
304	17594	18762	18310	18255
305	17601	18768	18314	18260
306	17606	18773	18318	18264
307	17608	18779	18323	18269
308	17613	18783	18328	18274
309	17619	18785	18333	18279
310	17623	18788	18338	18284
311	17632	18792	18342	18288
312	17638	18797	18346	18293
313	17645	18803	18350	18298
314	17650	18806	18355	18303
315	17656	18808	18360	18308
316	17660	18811	18363	18313
317	17664	18814	18369	18317
318	17666	18817	18374	18322
319	17672	18821	18379	18327
320	17681	18827	18383	18332
321	17689	18830	18386	18337
322	17694	18833	18393	18342
323	17702	18836	18398	18346
324	17709	18840	18403	18351
325	17716	18845	18407	18356
326	17724	18852	18413	18361
327	17731	18856	18419	18366
328	17735	18860	18424	18371
329	17744	18865	18430	18376
330	17749	18870	18435	18380
331	17754	18873	18440	18385
332	17763	18876	18445	18390
333	17769	18880	18449	18395
334	17776	18882	18453	18400
335	17782	18888	18457	18405
336	17788	18895	18463	18410
337	17794	18901	18468	18415
338	17800	18906	18473	18419
339	17805	18912	18478	18424
340	17807	18918	18482	18429
341	17818	18920	18487	18434
342	17822	18921	18492	18439
343	17831	18925	18498	18445
344	17838	18929	18504	18450
345	17848	18933	18510	18455
346	17856	18935	18516	18460
347	17864	18937	18522	18465
348	17874	18939	18527	18470
349	17879	18942	18533	18475
350	17887	18944	18539	18480
351	17894	18948	18544	18486
352	17900	18950	18550	18491
353	17906	18958	18555	18496
354	17912	18961	18559	18501
355	17918	18966	18564	18506
356	17922	18969	18568	18511
357	17925	18975	18573	18516
358	17930	18983	18579	18521
359	17936	18990	18584	18527
360	17941	18994	18590	18532
361	17946	18996	18595	18537
362	17953	18999	18598	18542
363	17955	19001	18602	18546
364	17964	19004	18608	18551
365	17971	19010	18613	18556
366	17976	19013	18617	18561
367	17981	19018	18624	18566
368	17986	19020	18629	18571
369	17992	19025	18635	18576
370	17997	19029	18639	18581
371	18002	19034	18645	18586
372	18007	19037	18650	18591
373	18012	19041	18655	18596
374	18018	19045	18661	18601
375	18023	19048	18666	18605
376	18029	19051	18670	18610
377	18032	19061	18675	18615
378	18036	19065	18680	18620
379	18040	19070	18685	18625
380	18043	19074	18689	18630
381	18053	19076	18694	18635
382	18064	19077	18700	18640
383	18073	19081	18705	18645
384	18084	19084	18710	18650
385	18094	19089	18715	18655
386	18105	19094	18719	18660
387	18112	19099	18723	18665
388	18120	19104	18729	18670
389	18130	19106	18734	18675
390	18136	19109	18739	18680
391	18146	19112	18744	18685
392	18152	19113	18749	18690
393	18159	19116	18755	18695
394	18167	19120	18760	18700
395	18173	19125	18765	18705
396	18179	19131	18770	18710
397	18183	19136	18775	18715
398	18187	19144	18780	18720
399	18194	19147	18786	18725
400	18198	19150	18790	18729
401	18206	19158	18794	18734
402	18215	19162	18798	18738
403	18217	19164	18804	18743
404	18221	19172	18808	18747
405	18226	19173	18812	18752
406	18233	19177	18816	18756
407	18239	19179	18821	18761
408	18244	19182	18825	18765
409	18251	19183	18830	18770
410	18255	19185	18835	18774
411	18259	19189	18839	18779
412	18267	19191	18842	18783
413	18271	19195	18846	18788
414	18274	19203	18850	18792
415	18277	19206	18856	18797
416	18280	19210	18861	18801
417	18284	19218	18865	18806
418	18286	19224	18867	18810
419	18289	19230	18872	18815
420	18291	19239	18876	18819
421	18295	19241	18879	18823
422	18299	19247	18884	18827
423	18303	19251	18888	18831
424	18308	19254	18892	18835
425	18312	19260	18895	18839
426	18317	19264	18899	18843
427	18321	19271	18903	18847
428	18328	19275	18906	18852
429	18331	19280	18910	18856
430	18335	19284	18915	18860
431	18339	19291	18919	18864
432	18343	19295	18923	18868
433	18346	19301	18926	18872
434	18348	19306	18931	18876
435	18350	19309	18935	18880
436	18355	19317	18939	18884
437	18357	19322	18942	18888
438	18358	19327	18945	18892
439	18362	19330	18948	18896
440	18365	19338	18951	18900
441	18370	19341	18955	18904
442	18374	19344	18960	18909
443	18376	19352	18963	18913
444	18380	19357	18966	18917
445	18381	19363	18970	18921
446	18384	19365	18974	18925
447	18385	19369	18977	18929
448	18389	19376	18981	18933
449	18392	19379	18985	18937
450	18396	19383	18989	18941
451	18401	19388	18992	18945
452	18405	19393	18996	18949
453	18408	19398	19000	18953
454	18413	19401	19003	18958
455	18415	19407	19006	18962
456	18417	19411	19009	18966
457	18418	19419	19013	18970
458	18420	19426	19016	18974
459	18423	19434	19019	18978
460	18424	19441	19022	18982
461	18432	19445	19025	18986
462	18438	19448	19029	18990
463	18442	19451	19033	18994
464	18447	19454	19037	18999
465	18452	19458	19041	19003
466	18458	19462	19045	19007
467	18463	19466	19049	19011
468	18466	19469	19053	19015
469	18470	19471	19056	19019
470	18475	19473	19060	19023
471	18479	19479	19064	19027
472	18485	19481	19067	19032
473	18489	19484	19071	19036
474	18492	19489	19075	19040
475	18496	19495	19078	19044
476	18500	19498	19082	19048
477	18502	19503	19085	19052
478	18503	19508	19088	19056
479	18505	19513	19092	19060
480	18508	19520	19096	19065
481	18512	19523	19100	19069
482	18516	19528	19103	19073
483	18525	19531	19108	19077
484	18528	19533	19112	19081
485	18531	19536	19115	19085
486	18537	19539	19118	19089
487	18542	19541	19122	19093
488	18545	19543	19126	19097
489	18545	19550	19130	19101
490	18549	19556	19134	19105
491	18553	19562	19138	19109
492	18555	19564	19141	19113
493	18558	19568	19145	19117
494	18564	19574	19149	19121
495	18566	19580	19153	19125
496	18571	19584	19156	19129
497	18575	19592	19160	19133
498	18579	19600	19164	19137
499	18583	19607	19168	19141
500	18585	19611	19173	19145
501	18590	19615	19176	19149
502	18595	19617	19180	19153
503	18597	19619	19184	19158
504	18599	19622	19189	19162
505	18604	19625	19193	19166
506	18606	19627	19197	19170
507	18608	19631	19201	19174
508	18617	19636	19205	19178
509	18618	19638	19209	19182
510	18621	19645	19213	19186
511	18625	19652	19217	19191
512	18627	19658	19222	19195
513	18628	19662	19227	19199
514	18631	19668	19231	19203
515	18635	19674	19236	19207
516	18636	19681	19240	19211
517	18640	19689	19244	19215
518	18642	19693	19248	19220
519	18645	19697	19252	19224
520	18650	19704	19255	19228
521	18656	19706	19259	19232
522	18663	19709	19262	19236
523	18666	19712	19266	19240
524	18670	19719	19269	19244
525	18677	19721	19272	19248
526	18679	19724	19277	19252
527	18687	19728	19280	19256
528	18689	19735	19284	19260
529	18693	19743	19288	19264
530	18699	19748	19291	19268
531	18707	19753	19295	19272
532	18710	19757	19300	19276
533	18714	19763	19303	19280
534	18721	19769	19306	19284
535	18725	19774	19310	19288
536	18727	19775	19313	19292
537	18729	19780	19317	19296
538	18732	19786	19321	19300
539	18734	19792	19324	19304
540	18737	19796	19329	19308
541	18743	19800	19333	19312
542	18748	19803	19337	19316
543	18750	19806	19341	19320
544	18754	19809	19344	19324
545	18758	19814	19348	19328
546	18763	19816	19352	19332
547	18766	19820	19356	19336
548	18773	19825	19360	19340
549	18778	19828	19364	19344
550	18783	19833	19367	19348
551	18785	19836	19370	19352
552	18788	19843	19375	19356
553	18793	19846	19379	19360
554	18797	19849	19383	19364
555	18801	19852	19387	19368
556	18805	19855	19390	19372
557	18809	19862	19393	19376
558	18812	19868	19398	19380
559	18814	19874	19402	19384
560	18817	19877	19406	19389
561	18824	19881	19409	19393
562	18832	19886	19413	19397
563	18837	19891	19417	19401
564	18845	19897	19421	19405
565	18849	19900	19426	19409
566	18855	19902	19430	19413
567	18857	19904	19435	19417
568	18861	19908	19441	19421
569	18864	19913	19445	19425
570	18866	19919	19450	19429
571	18870	19924	19453	19433
572	18875	19926	19456	19437
573	18878	19933	19460	19441
574	18881	19939	19463	19445
575	18884	19943	19467	19449
576	18887	19945	19471	19453
577	18892	19947	19476	19458
578	18894	19956	19479	19462
579	18895	19962	19483	19466
580	18896	19966	19487	19470
581	18902	19971	19492	19474
582	18909	19974	19498	19478
583	18914	19979	19501	19482
584	18921	19984	19506	19486
585	18922	19987	19510	19490
586	18931	19994	19514	19494
587	18937	19997	19519	19499
588	18940	19998	19523	19503
589	18943	20000	19527	19507
590	18948	20004	19531	19511
591	18950	20009	19534	19515
592	18954	20015	19538	19519
593	18956	20020	19542	19523
594	18959	20024	19545	19527
595	18966	20028	19549	19531
596	18968	20033	19552	19536
597	18972	20036	19559	19540
598	18975	20043	19563	19544
599	18980	20048	19568	19548
600	18983	20053	19571	19552
601	18988	20058	19574	19556
602	18996	20061	19579	19560
603	18998	20065	19583	19564
604	19002	20070	19586	19568
605	19008	20076	19590	19573
606	19013	20081	19594	19577
607	19017	20084	19597	19581
608	19022	20090	19601	19585
609	19027	20092	19605	19589
610	19030	20099	19609	19593
611	19034	20103	19613	19597
612	19037	20106	19618	19601
613	19039	20109	19621	19606
614	19042	20113	19624	19610
615	19044	20117	19628	19614
616	19046	20124	19632	19618
617	19049	20130	19637	19622
618	19052	20136	19640	19626
619	19056	20143	19644	19630
620	19059	20149	19648	19634
621	19067	20151	19652	19639
622	19073	20155	19655	19643
623	19078	20156	19659	19647
624	19086	20158	19663	19651
625	19093	20160	19667	19655
626	19097	20167	19671	19659
627	19101	20172	19675	19663
628	19106	20176	19680	19667
629	19110	20180	19683	19672
630	19114	20182	19686	19676
631	19117	20188	19691	19680
632	19119	20192	19695	19684
633	19122	20197	19699	19688
634	19125	20205	19703	19692
635	19129	20210	19708	19696
636	19130	20212	19713	19700
637	19136	20215	19718	19704
638	19141	20219	19721	19709
639	19144	20226	19725	19713
640	19146	20228	19729	19717
641	19150	20236	19733	19721
642	19153	20242	19737	19725
643	19158	20246	19741	19729
644	19163	20252	19745	19733
645	19166	20257	19749	19737
646	19173	20258	19752	19741
647	19176	20263	19756	19745
648	19180	20265	19760	19750
649	19185	20266	19763	19754
650	19189	20268	19766	19758
651	19195	20273	19770	19762
652	19200	20278	19775	19766
653	19205	20285	19779	19770
654	19210	20294	19784	19774
655	19216	20299	19789	19778
656	19219	20305	19792	19782
657	19224	20309	19797	19786
658	19229	20314	19801	19790
659	19233	20321	19804	19795
660	19237	20327	19808	19799
661	19240	20329	19812	19803
662	19250	20333	19817	19807
663	19258	20338	19821	19811
664	19259	20340	19825	19815
665	19260	20342	19830	19819
666	19270	20346	19835	19823
667	19278	20348	19838	19828
668	19279	20351	19842	19832
669	19284	20357	19847	19836
670	19287	20360	19851	19840
671	19290	20365	19855	19844
672	19293	20368	19859	19848
673	19296	20375	19864	19852
674	19299	20378	19868	19857
675	19303	20380	19872	19861
676	19307	20385	19876	19865
677	19310	20391	19880	19869
678	19313	20394	19883	19873
679	19316	20398	19888	19877
680	19321	20403	19891	19882
681	19322	20406	19894	19886
682	19327	20411	19899	19890
683	19332	20413	19903	19894
684	19339	20419	19907	19898
685	19343	20424	19912	19902
686	19349	20429	19917	19906
687	19355	20433	19921	19910
688	19357	20438	19926	19914
689	19361	20443	19929	19918
690	19363	20448	19933	19922
691	19366	20451	19937	19926
692	19369	20455	19942	19930
693	19372	20459	19946	19934
694	19377	20465	19950	19938
695	19380	20468	19953	19942
696	19384	20472	19957	19946
697	19386	20476	19961	19950
698	19389	20479	19965	19954
699	19393	20482	19969	19958
700	19395	20485	19973	19962
701	19400	20491	19977	19966
702	19407	20495	19982	19971
703	19413	20500	19987	19975
704	19417	20506	19992	19979
705	19424	20511	19996	19983
706	19433	20515	20000	19987
707	19434	20518	20005	19991
708	19443	20520	20008	19996
709	19448	20524	20012	20000
710	19454	20527	20015	20004
711	19459	20533	20018	20008
712	19464	20537	20023	20012
713	19466	20543	20027	20016
714	19472	20549	20031	20021
715	19476	20557	20036	20025
716	19480	20562	20041	20029
717	19484	20565	20045	20033
718	19488	20569	20048	20037
719	19493	20576	20052	20041
720	19496	20584	20056	20046
721	19503	20587	20058	20050
722	19506	20591	20062	20054
723	19509	20592	20066	20058
724	19515	20595	20070	20062
725	19522	20598	20075	20066
726	19530	20600	20079	20070
727	19536	20604	20083	20074
728	19539	20606	20086	20078
729	19542	20609	20091	20082
730	19546	20613	20097	20086
731	19550	20619	20101	20090
732	19555	20622	20105	20094
733	19558	20626	20109	20098
734	19560	20630	20113	20102
735	19562	20633	20117	20106
736	19565	20635	20120	20110
737	19570	20639	20124	20114
738	19573	20647	20127	20118
739	19575	20652	20131	20122
740	19578	20657	20135	20127
741	19581	20660	20139	20131
742	19586	20664	20143	20135
743	19591	20666	20147	20139
744	19598	20667	20151	20143
745	19603	20669	20155	20147
746	19607	20673	20159	20151
747	19611	20678	20163	20155
748	19615	20681	20167	20159
749	19621	20685	20172	20163
750	19624	20691	20177	20167
751	19630	20698	20180	20171
752	19633	20703	20183	20175
753	19634	20707	20188	20179
754	19636	20712	20192	20183
755	19638	20717	20196	20187
756	19642	20723	20200	20191
757	19644	20729	20204	20195
758	19646	20734	20207	20200
759	19648	20737	20211	20204
760	19652	20740	20214	20208
761	19656	20745	20219	20212
762	19661	20748	20223	20216
763	19664	20751	20228	20220
764	19667	20754	20232	20224
765	19671	20758	20236	20228
766	19675	20761	20239	20233
767	19680	20766	20243	20237
768	19683	20768	20248	20241
769	19687	20775	20252	20245
770	19694	20779	20257	20249
771	19697	20782	20260	20253
772	19702	20785	20263	20257
773	19705	20788	20268	20262
774	19709	20792	20272	20266
775	19713	20797	20278	20270
776	19715	20801	20281	20274
777	19721	20804	20284	20278
778	19726	20808	20288	20282
779	19731	20811	20293	20286
780	19737	20817	20297	20291
781	19739	20819	20303	20295
782	19741	20827	20307	20299
783	19750	20829	20312	20303
784	19754	20831	20315	20307
785	19758	20835	20318	20311
786	19765	20840	20323	20316
787	19769	20843	20327	20320
788	19774	20844	20330	20324
789	19778	20848	20334	20328
790	19781	20853	20339	20332
791	19783	20858	20342	20336
792	19788	20862	20345	20341
793	19791	20866	20350	20345
794	19796	20871	20355	20349
795	19798	20875	20358	20353
796	19800	20881	20362	20357
797	19804	20888	20365	20362
798	19809	20893	20369	20366
799	19814	20897	20373	20370
800	19819	20901	20376	20374
801	19820	20908	20380	20378
802	19823	20909	20384	20382
803	19832	20913	20389	20386
804	19838	20916	20393	20390
805	19842	20920	20397	20395
806	19849	20922	20401	20399
807	19855	20923	20405	20403
808	19862	20930	20409	20407
809	19868	20935	20412	20411
810	19873	20938	20416	20415
811	19881	20942	20420	20419
812	19883	20945	20425	20423
813	19888	20949	20429	20427
814	19894	20954	20433	20431
815	19898	20958	20437	20436
816	19901	20961	20441	20440
817	19903	20966	20446	20444
818	19906	20969	20450	20448
819	19908	20975	20455	20452
820	19911	20982	20459	20456
821	19917	20983	20463	20460
822	19923	20985	20466	20464
823	19927	20989	20470	20468
824	19934	20992	20474	20472
825	19942	20995	20479	20476
826	19944	21002	20484	20480
827	19947	21004	20488	20484
828	19953	21006	20491	20488
829	19958	21011	20496	20492
830	19959	21014	20500	20497
831	19962	21018	20505	20501
832	19965	21022	20508	20505
833	19968	21026	20511	20509
834	19974	21028	20515	20513
835	19983	21034	20519	20517
836	19986	21040	20523	20521
837	19989	21043	20527	20525
838	19994	21047	20531	20529
839	19997	21051	20534	20533
840	20004	21055	20537	20537
841	20007	21057	20542	20541
842	20013	21061	20546	20545
843	20017	21062	20550	20549
844	20020	21064	20554	20553
845	20025	21066	20557	20557
846	20029	21068	20561	20562
847	20030	21074	20565	20566
848	20038	21080	20569	20570
849	20041	21086	20573	20574
850	20046	21087	20577	20578
851	20051	21095	20582	20582
852	20055	21100	20586	20586
853	20059	21108	20589	20590
854	20063	21112	20594	20594
855	20067	21114	20599	20598
856	20071	21118	20603	20603
857	20074	21125	20607	20607
858	20078	21129	20611	20611
859	20082	21132	20615	20615
860	20085	21136	20619	20619
861	20092	21140	20622	20623
862	20096	21143	20625	20627
863	20101	21146	20629	20631
864	20103	21147	20633	20635
865	20105	21148	20636	20639
866	20111	21151	20641	20643
867	20116	21151	20644	20647
868	20122	21154	20648	20651
869	20130	21161	20652	20655
870	20135	21166	20656	20659
871	20138	21169	20660	20663
872	20142	21173	20666	20667
873	20146	21176	20669	20671
874	20149	21182	20673	20675
875	20152	21187	20677	20679
876	20156	21192	20681	20683
877	20161	21195	20684	20687
878	20163	21198	20688	20691
879	20167	21200	20693	20695
880	20172	21203	20698	20699
881	20177	21206	20701	20703
882	20182	21210	20706	20707
883	20191	21214	20709	20711
884	20196	21217	20713	20715
885	20199	21220	20717	20719
886	20205	21223	20721	20723
887	20210	21228	20725	20727
888	20212	21232	20729	20732
889	20219	21236	20734	20736
890	20224	21239	20738	20740
891	20228	21241	20741	20744
892	20230	21244	20746	20748
893	20234	21246	20750	20752
894	20239	21252	20754	20756
895	20245	21257	20758	20760
896	20251	21259	20762	20764
897	20254	21263	20766	20768
898	20258	21269	20771	20772
899	20262	21277	20775	20776
900	20266	21280	20779	20780
901	20273	21283	20783	20784
902	20280	21288	20787	20788
903	20282	21290	20790	20793
904	20288	21292	20794	20797
905	20296	21294	20797	20801
906	20303	21296	20800	20805
907	20305	21298	20803	20809
908	20310	21301	20807	20813
909	20312	21305	20810	20817
910	20319	21307	20815	20821
911	20324	21309	20819	20825
912	20329	21311	20824	20829
913	20331	21317	20829	20833
914	20334	21320	20833	20837
915	20336	21325	20837	20841
916	20343	21328	20841	20845
917	20346	21331	20845	20849
918	20350	21335	20851	20853
919	20355	21337	20855	20857
920	20356	21338	20859	20861
921	20363	21341	20862	20866
922	20368	21344	20866	20870
923	20374	21349	20870	20874
