;X;Age;mean;X0.5_inf;mean.1;X0.5_inf.1;mean.2;X0.5_inf.2;mean.3;X0.5_inf.3;mean.4;X0.5_inf.4
196;X30332.9203968887;30332,9204;1,41;5,852247851;299,2;261,2986059;22,14;5,236265546;-18,32;8,780642642;3715;3968,201572
197;X30457.445430008;30457,44543;4,282;5,293773947;348,2;278,8191539;23,26;5,02010219;-13,84;8,371079544;4169;4143,093095
198;X30618.1571874128;30618,15719;0,088;5,451138156;251;260,3500889;24,08;5,049453286;-24,92;8,488575573;2908,4;3943,149642
199;X30763.4421189931;30763,44212;-4,37;4,511130714;277,4;247,7620447;20,64;4,826617554;-31,08;7,231547015;3416,2;3856,040418
200;X30922.0796675276;30922,07967;-5,138;3,544061408;270,6;263,0973848;18,94;4,280315852;-29,68;5,815961901;3445,2;4145,350598
201;X31083.7488737637;31083,74887;-3,93;3,54045328;346;255,539655;19,38;4,271444266;-28,18;5,915123474;4365,4;3931,408602
202;X31225.9545399301;31225,95454;-3,93;3,551278654;346;260,8250478;19,38;4,248388989;-28,18;5,917309827;4365,4;4108,968862
203;X31352.4827365717;31352,48274;-0,032;4,88242327;251,4;254,8361516;22,82;4,896173058;-23,58;7,488850305;2989,2;3990,485592
204;X31531.7912508384;31531,79125;-0,956;5,350485768;199,6;258,1046881;22,88;4,989220693;-24,42;8,168422152;2345;4019,626522
205;X31691.2480872502;31691,24809;0,088;5,339653795;251;252,5758149;24,08;5,051202492;-24,92;7,874536903;2908,4;3958,757478
206;X31817.6863221388;31817,68632;0,252;5,481265146;275;258,4525781;23,32;5,114207132;-22,92;8,311506701;3265,2;4068,122074
207;X31978.4326948303;31978,43269;5,662;4,75427077;648,4;274,8748747;22,5;4,555940579;-8,14;7,494383201;6293,2;3035,084213
208;X32120.1053870173;32120,10539;-4,264;4,071968152;452,4;266,2283467;19,5;4,511729208;-27,82;6,535943702;6211,8;4231,122333
209;X32265.2957826686;32265,29578;-4,064;4,51758861;327;260,7360441;19,92;4,567649196;-28,98;7,001369883;4087;4131,247002
210;X32438.7301223718;32438,73012;0,528;5,601825997;319,6;278,3024011;22,82;5,242380279;-22,02;8,432886786;3857,6;4250,862098
211;X32563.7165246073;32563,71652;0,088;5,480825954;251;268,3882167;24,08;5,148598074;-24,92;8,697814566;2908,4;4124,810044
212;X32721.0060403133;32721,00604;2,206;5,335138515;438;280,4912906;24,74;5,252841469;-20,28;8,11134798;5555;4465,253676
213;X32862.6953602905;32862,69536;0,788;5,481620094;433;304,3045071;21,8;5,347963536;-19,7;8,363466007;5042,4;4593,762909
214;X33023.7620295103;33023,76203;2,836;5,30948512;550,8;291,3619021;20,64;5,611553477;-13,74;7,979446658;7514,2;4474,078138
215;X33185.3632239547;33185,36322;4,166;5,34943974;463,8;285,3382984;24,58;5,277624611;-15,18;8,151496983;5879;4453,568593
216;X33327.0936140553;33327,09361;0,252;5,467873846;275;286,8982358;23,32;5,333744108;-22,92;8,47170673;3265,2;4231,614798
217;X33474.6816752633;33474,68168;0,252;5,19052095;275;259,1527385;23,32;4,960345153;-22,92;7,820489057;3265,2;3980,993312
218;X33637.4100057256;33637,41001;-4,242;4,809648032;478,4;263,4792808;18,28;4,768999498;-26,38;7,013549808;6606,6;4187,202335
219;X33799.5871997036;33799,5872;0,766;4,357007705;416,6;254,5729203;21,8;4,557183224;-21,74;6,798013994;4079,8;3816,656166
220;X33962.5254778816;33962,52548;10,266;5,206777009;353,8;218,2092066;29,8;4,587171524;-5,6;7,681675703;2329,4;2396,855568
221;X34145.662145618;34145,66215;8,874;5,198421818;468;235,9987557;27,54;4,734433444;-6,52;7,667836096;3916;2689,938685
222;X34308.593652484;34308,59365;1,42;5,61942966;242;250,9432851;25,22;5,035652487;-22,4;8,557885396;2539,2;3844,888546
223;X34493.2691495546;34493,26915;0,088;5,520878459;251;248,0226544;24,08;5,066889006;-24,92;8,355126451;2908,4;3820,395096
224;X34672.6137443339;34672,61374;1,94;5,555026469;276,8;264,7255827;22,68;5,076135554;-18,48;8,915318699;3301,2;3975,086614
225;X34813.8159708987;34813,81597;-4,206;3,614128531;301,4;262,7204079;19,88;4,327742467;-29,08;6,183596353;3773;4115,884447
226;X34993.4375385177;34993,43754;-1,97;4,020747244;371,8;254,6832417;19,22;4,199718689;-23,08;6,967166362;4689,4;3897,663964
227;X35154.1627049894;35154,1627;-2,57;4,195649378;365,6;260,6940765;19,54;4,402022629;-24,86;7,236076375;4649;3992,710536
228;X35335.236534137;35335,23653;-2,522;4,11260276;391,8;256,916028;19,62;4,346657407;-24,66;6,853640666;4992,4;3958,609873
229;X35494.561046547;35494,56105;-4,112;3,70816708;471,2;277,1509236;19,9;4,318137027;-28,98;6,5197466;6407,2;4402,982246
230;X35671.972021917;35671,97202;-0,972;4,13049457;387;246,2150211;23,68;4,539485837;-25,9;6,515597614;4257,2;3778,024267
231;X35853.9397226075;35853,93972;-2,184;4,250812859;294;245,8324776;23,02;4,625843762;-26,26;6,709673635;3135;3755,897089
232;X36013.9814522779;36013,98145;12,438;3,698950238;311,4;214,3384543;29,68;4,01378331;-3,2;5,730950028;1971;2408,897824
233;X36174.2274522508;36174,22745;14,858;3,355347828;281,2;214,6441528;31,3;3,821078644;0,68;5,222478239;1518,2;2404,978456
234;X36333.581975569;36333,58198;11,608;4,121131825;315,6;214,4899393;29,46;4,133411369;-4,46;6,257520729;2066,8;2409,579185
235;X36508.8996232477;36508,89962;8,25;4,690707073;303,2;214,7994766;27,28;4,342993874;-8,88;7,078629887;2283,4;2412,101175
236;X36684.3791805303;36684,37918;12,56;4,120583406;308;214,7398161;29,82;4,147509591;-3,08;5,98528228;1950,2;2417,425503
237;X36841.5628297679;36841,56283;14,24;3,306266466;371,6;221,4424249;32,02;3,908221348;-0,1;5,024458102;2081,8;2499,694001
238;X37018.892969098;37018,89297;9,038;5,139167934;379,8;228,9165395;27,38;4,693472744;-6,06;7,657067885;2860,8;2612,000567
239;X37185.3232947075;37185,32329;-1,078;3,19746087;456,6;264,9781237;21,72;4,605687728;-23;6,926000445;4824,8;3848,700368
240;X37367.517886866;37367,51789;-3,972;3,595428732;309,8;247,1364704;20,46;4,354621545;-30,22;5,91485643;3888,4;3787,438346
241;X37529.4675131459;37529,46751;-3,488;3,586621463;503;266,4321769;19,26;4,338430059;-26,96;6,36368907;6862,6;4220,818548
242;X37705.3250373358;37705,32504;-3,93;3,610120977;346;265,2594513;19,38;4,436205391;-28,18;6,439106842;4365,4;4150,779168
243;X37846.26487915;37846,26488;-4,578;3,593256624;338,8;259,1067457;18,94;4,268278206;-28,12;5,889600714;4313,6;4083,588565
244;X38047.5078488189;38047,50785;-5,138;3,724932918;270,6;261,6179263;18,94;4,309118033;-29,68;6,14569645;3445,2;4090,001953
245;X38210.5000814557;38210,50008;-5,018;3,643905024;270,2;261,579889;20,2;4,399694434;-31,02;5,999124295;3364,4;4123,44353
246;X38391.4085245937;38391,40852;-5,018;4,396664597;270,2;263,6062365;20,2;4,659814773;-31,02;6,930495438;3364,4;4158,494259
247;X38554.0718007336;38554,0718;-5,018;3,621749065;270,2;267,1703003;20,2;4,411081095;-31,02;5,949899478;3364,4;4203,796195
248;X38708.3853011347;38708,3853;-5,414;4,469794364;226;245,4812875;19,44;4,729540144;-30,58;7,281981677;2852,8;3770,432136
249;X38865.6454184499;38865,64542;-5,414;3,591167216;226;244,5754576;19,44;4,414318175;-30,58;5,854301611;2852,8;3772,858642
250;X39042.2213606732;39042,22136;-5,414;3,644267501;226;245,31026;19,44;4,367602834;-30,58;5,988031656;2852,8;3769,71785
251;X39194.1459266774;39194,14593;-5,414;4,651291744;226;250,5708919;19,44;4,787665761;-30,58;7,63510526;2852,8;3830,422811
252;X39352.9813329788;39352,98133;-5,018;3,563288104;270,2;246,1340576;20,2;4,384069438;-31,02;5,851545056;3364,4;3783,481636
253;X39525.1368801753;39525,13688;-5,018;3,612024192;270,2;247,0125406;20,2;4,351673134;-31,02;6,08122622;3364,4;3801,119224
254;X39698.9304523469;39698,93045;-5,414;3,561570769;226;244,542769;19,44;4,343332423;-30,58;5,819211868;2852,8;3766,514465
255;X39834.2193992903;39834,2194;-5,414;3,572212584;226;252,5946823;19,44;4,335217861;-30,58;5,827096885;2852,8;3981,86283
256;X40021.6066581613;40021,60666;-5,414;3,602174576;226;244,859972;19,44;4,395053875;-30,58;5,924813484;2852,8;3805,954625
257;X40174.1136946085;40174,11369;-5,414;3,829565755;226;247,804313;19,44;4,351373146;-30,58;6,554568452;2852,8;3841,99231
258;X40323.6365646201;40323,63656;-5,138;4,682155827;270,6;248,6151269;18,94;4,736906125;-29,68;7,162948096;3445,2;3821,04182
259;X40478.0900769235;40478,09008;-4,448;3,962796623;291,4;257,9190549;18,64;4,263522709;-27,94;6,66689151;3790;3918,184663
260;X40671.1808073856;40671,18081;-1,436;4,301202476;368,6;256,3992769;20,96;4,450103661;-24,04;7,309222561;4435,2;3864,417949
261;X40822.954204328;40822,9542;-4,586;3,561151651;336;269,2985157;18,46;4,270518366;-26,94;6,274083144;4452,4;4028,449737
262;X40980.3182619788;40980,31826;-2,176;3,69128376;432,4;250,7867735;21,76;4,361037233;-27,02;6,152061768;5544;3844,981868
263;X41153.4121847378;41153,41218;-2,484;3,704271492;474;221,6426894;19,3;4,796695445;-23,36;6,560246149;8174;4248,701115
264;X41327.3981899557;41327,39819;-3,412;3,533440653;378;249,4201524;20,46;4,358131249;-28,66;5,914572732;4756,8;3863,95074
265;X41482.5417273021;41482,54173;-4,972;2,477716808;356,8;218,7316834;18,18;4,55337584;-28,82;4,98842662;6736,4;4040,941053
266;X41652.9182996377;41652,9183;-3,508;3,594326271;341,8;255,0002166;22,14;4,391837322;-32,38;5,988213212;4152,4;3963,780668
267;X41810.4525481215;41810,45255;-4,082;3,758310919;318,6;246,9244909;21,36;4,46274669;-31,56;6,064171041;3894,2;3793,817379
268;X41942.3919587136;41942,39196;-1,67;4,152422162;302,6;246,2121143;23,16;4,6344726;-26,44;6,586198755;3229,2;3756,005855
269;X42116.4103504052;42116,41035;10,342;5,136295017;312,4;215,6262697;28,94;4,561072217;-5,14;7,414977586;2128,8;2403,818873
270;X42288.6927650222;42288,69277;0,006;4,268333818;332,6;248,2164776;23,94;4,757081617;-23,02;6,674508851;3378,6;3809,962409
271;X42417.5320383334;42417,53204;9,252;5,230625943;370,2;219,3686025;27,56;4,808119502;-5,88;7,489354096;2796;2431,370337
272;X42607.7648899304;42607,76489;9,038;5,216812109;379,8;220,9501405;27,38;4,722357665;-6,06;7,691244136;2860,8;2443,64303
273;X42753.220759059;42753,22076;-5,472;4,116916475;377;270,3891246;19,06;4,724137611;-29,32;6,302949295;5291,6;4242,863052
274;X42925.6188167329;42925,61882;2,048;5,688884635;276,8;260,3697674;23,92;5,255214179;-19,82;9,007277069;3232,4;4021,583442
275;X43062.7326529464;43062,73265;4,842;5,826964184;412,4;270,1653367;23,4;5,601017541;-12,12;8,490239568;4969,4;4163,296395
276;X43256.1493883242;43256,14939;-2,142;4,389871999;681,4;302,1760682;17,46;4,831273261;-18,82;7,2263757;8131,2;4275,6197
277;X43414.5526918772;43414,55269;-1,134;4,25739064;676;295,3739499;18,9;4,525939833;-19,44;7,668868831;7541,6;4083,522739
278;X43567.4327461931;43567,43275;-2,604;3,973706971;525,4;289,5801739;18,22;4,389511367;-22,74;6,991819906;6545;4071,660085
279;X43719.8284696006;43719,82847;0,222;4,224231572;691,8;284,3359076;19,22;4,449797296;-17,36;7,274873436;7697,6;4032,693957
280;X43891.2815666819;43891,28157;2,97;4,192421626;635,2;247,4019232;18,66;5,43613505;-10,46;7,514265531;9681,2;4620,161529
281;X44058.8407555279;44058,84076;0,126;3,701047647;753,2;265,4747902;16,76;5,022617989;-13,46;6,593043617;11351,6;4124,120636
282;X44236.1709793984;44236,17098;-2,504;4,128746003;454,4;276,2972118;20,12;4,453701296;-24,12;7,238181212;4996,6;3989,844188
283;X44387.2003774541;44387,20038;1,462;2,503382405;582,4;242,8436886;21,54;4,913568523;-17,76;5,535088315;7263,2;4242,937539
284;X44560.9936888385;44560,99369;2,346;2,697388301;590;231,8024064;20,98;4,759710781;-14,96;5,816852578;8951,2;4286,781389
285;X44696.1919802051;44696,19198;2,03;3,064293964;704;235,5680626;19,88;5,073246509;-13,34;6,203915115;9721,4;4315,47292
286;X44867.8737854877;44867,87379;4,172;2,709509332;512,8;216,4062242;23,14;4,788417446;-13,66;6,938237343;6357,2;3476,966773
287;X45027.7540006269;45027,754;3,232;3,795853404;572,4;218,8809615;20,72;4,624051156;-11,56;6,593688329;9471,6;4020,724948
288;X45204.4992373059;45204,49924;-3,214;3,540051851;520,6;263,3748692;19,7;4,275880954;-26,52;5,957687231;7059;4167,393103
289;X45386.4112990143;45386,4113;-3,198;3,586320165;538,4;244,1860799;16,96;4,419687833;-21,34;7,4326368;9758,8;4354,987415
290;X45527.8984581209;45527,89846;-3,988;3,544671607;497;280,4283281;19;4,293771554;-26,92;6,125980343;6804,2;4455,765785
291;X45684.5449557032;45684,54496;-3,788;3,992347093;371,6;252,1746389;19,42;4,434421786;-28,08;6,404930016;4679,4;3894,383831
292;X45886.6694687126;45886,66947;-4,264;3,737303247;452,4;270,0222293;19,5;4,32511911;-27,82;6,480665368;6211,8;4307,454063
293;X46043.3159662949;46043,31597;-3,87;3,57688256;343,4;262,4264178;19,52;4,271777129;-28,08;6,124545036;4325,2;4079,345767
294;X46205.0155767024;46205,01558;-1,48;3,693761583;507,4;287,4912655;21,34;4,638287445;-25,02;7,279397553;5846,6;4231,357015
295;X46366.7151871099;46366,71519;-3,892;3,703907149;286,2;264,41671;22,06;4,438385843;-31,64;6,421136833;3438,6;4084,871158
296;X46543.5741359932;46543,57414;-5,488;3,744694693;242;249,7614891;19,78;4,380437505;-31,34;6,370204379;3059,2;3844,151899
297;X46725.4861977016;46725,4862;-4,864;3,539334653;324,4;246,8630796;18,9;4,28875103;-29,46;5,817423235;4192,6;3820,971593
298;X46861.920243983;46861,92024;2,192;4,667079063;444,2;256,476849;20,44;4,277183581;-15,34;8,033389787;5500,4;3891,044925
299;X47043.8323056914;47043,83231;-2,488;4,441731287;393,8;262,3793899;18,7;4,258840352;-22,92;7,579715999;5091,2;3897,256776
300;X47205.5319160989;47205,53192;-3,38;3,640011528;536;300,1715834;17,38;4,3259394;-23,62;7,0645206;6661;4177,327762
301;X47382.3908649822;47382,39086;-2,812;3,623740007;573,2;274,4647429;17,56;4,45554218;-22,16;6,782372506;7098;4053,78099
302;X47564.3029266906;47564,30293;-3,088;4,470507058;517,6;280,2676939;18,12;4,382166603;-23,6;7,933743189;6339,8;4059,9302
303;X47700.736972972;47700,73697;-3,382;3,718087483;504,6;293,7329373;17,56;4,328241331;-23,58;6,958365865;6241,6;4204,952421
304;X47902.8614859814;47902,86149;-0,65;3,842045397;504,8;267,2693588;18,28;4,582383147;-19,52;7,012823671;6509,6;4040,255076
305;X48064.5610963889;48064,5611;-2,53;3,69820372;555,2;258,2875158;15,02;4,728430065;-19,38;6,75337972;7428;3938,085113
306;X48241.4200452721;48241,42005;-3,342;4,005917735;591,6;285,6565462;17,16;4,306647239;-21,84;6,879117345;7443,8;3996,553657
307;X48403.1196556796;48403,11966;-3,718;3,940333027;378,8;254,4575303;19,44;4,388013839;-27,14;6,136144608;4924,4;3805,799536
308;X48564.8192660872;48564,81927;3,47;2,824201015;617;231,1430401;21,6;5,023927816;-12,3;6,719886318;8658,2;4189,406227
309;X48746.7313277956;48746,73133;-2,97;3,720428599;352;245,344799;20,5;4,36432113;-27,28;5,873004272;4508,4;3782,28221
310;X48928.6433895041;48928,64339;-4,8;2,76258323;407;228,9807432;17,56;4,675382802;-26,96;5,48571887;7406,6;4345,691237
311;X49095.3961127368;49095,39611;-0,644;4,142526113;480,8;278,0860758;22,86;4,698811082;-24,82;6,685686956;5835,2;4478,684772
312;X49277.3081744453;49277,30817;-3,49;4,144330195;278,6;252,1463803;21,64;4,587552514;-28,26;6,670207116;3199,6;3919,331958
313;X49439.0077848528;49439,00778;-5,344;3,954847025;400;272,9873024;19,22;4,432528483;-29,08;6,427075196;5569,8;4270,710593
314;X49600.7073952603;49600,7074;-4,242;3,818263602;478,4;276,0054313;18,28;4,345268086;-26,38;6,143016187;6606,6;4332,590497
315;X49782.6194569688;49782,61946;-4,256;3,722630029;475,8;277,6114974;18,4;4,259511713;-26,24;6,013426487;6570,8;4392,019077
316;X49964.5315186773;49964,53152;-2,372;3,850424742;536,8;271,1066551;19,46;4,316620667;-23,72;6,113535793;6935,6;4294,569112
317;X50106.0186777838;50106,01868;-2,372;3,839849744;536,8;268,5271879;19,46;4,45036269;-23,72;6,250951284;6935,6;4271,27259
318;X50292.9838523175;50292,98385;-3,928;4,36388482;522,2;276,8738909;16,88;4,707817733;-23,8;6,869391446;6544,4;4163,468868
319;X50454.683462725;50454,68346;-4,242;3,978452748;478,4;271,6194911;18,28;4,308410756;-26,38;6,590554439;6606,6;4292,860311
320;X50656.8079757345;50656,80798;-3,86;3,566652316;418,4;270,0350691;16,72;4,543509274;-24,22;6,697702512;5557,6;4167,974679
321;X50818.507586142;50818,50759;-0,366;5,72147164;357,8;301,7626109;22,94;5,459708018;-23,22;8,493120113;4835,6;4633,763463
322;X50980.2071965495;50980,2072;-4,242;4,012776739;478,4;274,173977;18,28;4,300501014;-26,38;6,593078839;6606,6;4368,486394
323;X51141.906806957;51141,90681;1,31;5,440131254;387,8;283,19966;23,72;5,269045439;-19,8;8,3157666;4985;4530,592118
324;X51323.8188686655;51323,81887;0,11;5,594956524;277;267,1345279;22,86;5,116292776;-23,48;8,667657596;3303,2;3998,049036
325;X51510.7840431992;51510,78404;2,292;5,528236462;468;280,2186746;23,3;5,138091883;-17,58;8,320383084;6187,6;4424,893786
326;X51692.6961049076;51692,6961;-1,77;4,367008607;538,6;273,5130057;20,62;4,630173656;-24,18;7,454825677;7207;4304,091189
327;X51834.1832640142;51834,18326;-3,788;4,546920989;371,6;261,4465015;19,42;4,570736238;-28,08;7,011111106;4679,4;4090,869117
328;X52016.0953257227;52016,09533;1,522;5,359597958;637;291,9644374;21,08;5,559394945;-16,24;7,818682658;8174,6;4485,808511
329;X52177.7949361302;52177,79494;3,64;5,13964654;530,2;281,2770408;19,04;6,169468607;-9,94;6,702373222;6903,8;4209,701568
330;X52359.7069978386;52359,707;2,532;5,558882521;611,2;310,9635008;22,54;5,414492093;-15,58;8,654520863;7625;4748,759542
331;X52521.4066082462;52521,40661;4,8;5,526115968;382,8;276,7439499;23,78;5,608063643;-12,84;8,276161723;4411,8;4176,719315
332;X52683.1062186537;52683,10622;2,048;5,549772197;276,8;262,4829616;23,92;5,257427778;-19,82;8,662325471;3232,4;3953,277872
333;X52870.0713931874;52870,07139;0,592;5,477852291;453,6;296,1711564;18,94;5,878084389;-15,9;8,20052668;5526,6;4321,684721
334;X53051.9834548958;53051,98345;0,598;5,483427605;392;282,6636153;20,16;5,807292662;-18,06;8,16723095;5049,8;4228,756356
335;X53213.6830653034;53213,68307;-3,81;4,304625273;345,6;259,7499805;20,64;4,697492511;-29,52;7,231169755;4284,6;3964,074071
336;X53375.3826757109;53375,38268;0,088;5,513758337;251;271,2466549;24,08;5,204529624;-24,92;8,798509842;2908,4;4048,465668
337;X53557.2947374193;53557,29474;0,088;5,268423279;251;248,5292436;24,08;4,937948568;-24,92;8,206047165;2908,4;3830,49653
338;X53713.9412350016;53713,94124;-2,014;4,999680249;347,4;262,5399794;21,24;4,756020429;-26,42;8,254164088;4251,8;4047,538044
339;X53895.8532967101;53895,8533;0,216;5,57850381;274;257,3595052;24,24;5,127197571;-24,68;8,745500863;3186,6;3963,750492
340;X54072.7122455933;54072,71225;-4,206;4,07534147;301,4;251,4534301;19,88;4,489030471;-29,08;7,281457666;3773;3827,832879
341;X54214.1994046999;54214,1994;-4,192;3,657096687;304;250,8303378;19,76;4,325121117;-29,22;6,427546696;3808,8;3895,178787
342;X54396.1114664084;54396,11147;4,41;5,191453038;314,6;228,0914607;24,56;5,154227553;-13,64;7,496587165;2403;2528,73529
343;X54552.7579639906;54552,75796;1,802;5,380558226;406,2;242,6279203;20,86;5,007958702;-15,82;7,984208992;4190,2;2796,066948
344;X54734.6700256991;54734,67003;7,86;5,252661191;356,6;223,6265641;27,84;4,931622974;-9,62;8,024600114;2563,6;2463,617642
345;X54871.1040719804;54871,10407;10,266;5,152836286;353,8;224,6350244;29,8;4,634235469;-5,6;7,617758455;2329,4;2403,003913
346;X55073.2285849898;55073,22858;9,306;4,980801491;422,4;225,3818965;29,94;4,590165145;-7,38;7,315742909;2682,2;2423,388501
347;X55234.9281953974;55234,9282;9,93;5,249555047;387,4;222,2254421;29,94;4,66204856;-6,2;7,664531641;2572,2;2426,754195
348;X55411.7871442806;55411,78714;-3,508;3,683036534;341,8;245,9801149;22,14;4,335006203;-32,38;6,187018199;4152,4;3791,207564
349;X55553.2743033872;55553,2743;-3,43;3,686599063;304,4;245,2129954;22,66;4,370768798;-32,4;6,231199307;3658,6;3775,907099
350;X55730.1332522704;55730,13325;-2,216;3,734750685;334,6;245,4353503;23,14;4,423305859;-29,8;6,284739093;3823,4;3776,011621
351;X55891.8328626779;55891,83286;-4,37;3,601789857;277,4;246,6510034;20,64;4,424025547;-31,08;6,053266972;3416,2;3799,683181
352;X56073.7449243864;56073,74492;0,332;5,011358669;340,2;258,8584994;19,96;5,341426779;-18,22;7,561151142;4341,8;3960,862369
353;X56230.3914219687;56230,39142;1,356;3,59536587;725,6;239,1238055;17;5,116420408;-13,2;7,185339629;9196,4;3678,171224
354;X56412.3034836771;56412,30348;-1,162;4,137689808;549,4;280,6631987;19,76;4,638754201;-21,24;6,979933218;6480,6;4163,437315
355;X56568.9499812594;56568,94998;-3,806;3,589432904;342,8;247,866383;21,7;4,335921949;-31,34;5,963937058;4165,8;3794,223761
356;X56750.8620429679;56750,86204;-3,774;3,554055735;362,4;249,9771371;21,9;4,316117597;-31,7;5,785607352;4423,2;3835,56255
357;X56912.5616533754;56912,56165;-2,878;3,866606375;324,8;246,3063859;22,82;4,512195764;-29,6;6,178660384;3735,8;3778,982803
358;X57109.6330535595;57109,63305;-0,82;3,95576338;370,4;245,5946399;23,44;4,511633181;-26,36;6,46510013;4079,8;3760,143324
359;X57251.1202126661;57251,12021;-0,82;3,955278865;370,4;245,5174118;23,44;4,507335045;-26,36;6,462247464;4079,8;3760,149089
360;X57427.9791615494;57427,97916;-0,714;3,991310197;367,4;246,4572636;24,82;4,514250449;-27,56;6,615315713;3963,2;3766,84058
361;X57589.6787719569;57589,67877;-0,714;3,966541071;367,4;246,8660504;24,82;4,506897284;-27,56;6,448340171;3963,2;3773,21225
362;X57771.5908336653;57771,59083;-3,498;3,855396235;319,2;246,6075631;21,3;4,539874358;-28,22;6,062434785;3758,2;3780,161282
363;X57908.0248799467;57908,02488;-4,79;3,606271367;326,4;247,9039421;20,3;4,379744529;-30,8;5,776195156;4087,2;3796,289608
364;X58089.9369416551;58089,93694;-3,044;3,540448552;348;247,8167226;23,68;4,342135737;-32,8;5,887298167;4139;3802,064556
365;X58266.7958905384;58266,79589;-3,932;3,619232757;310;249,3178346;20,24;4,26545802;-29,36;6,159958547;3844,8;3803,227308
366;X58448.7079522468;58448,70795;-0,05;3,630658746;382,8;219,0544385;22,48;4,569668478;-22,54;7,06535319;3937,8;3352,906904
367;X58610.4075626543;58610,40756;-1,7;3,925120996;444,8;267,7935596;20,32;4,247172837;-25,42;7,265084716;5221,2;3922,902515
368;X58807.4789628385;58807,47896;-4,358;3,569176782;318,8;246,469624;20,82;4,330280402;-31,18;5,760338862;3958,4;3781,681328
369;X58928.7536706441;58928,75367;-5,226;3,564764592;284;246,1751167;19,4;4,320069529;-30,3;5,81984346;3615,8;3782,790908
370;X59125.8250708283;59125,82507;-5,212;3,569759996;286,6;245,8689652;19,28;4,353922602;-30,44;5,825632942;3651,6;3783,136963
371;X59267.3122299349;59267,31223;-4,592;3,565867201;292,2;244,7087554;20,8;4,384462368;-31,82;5,833480507;3629,2;3771,668764
372;X59469.4367429443;59469,43674;-4,474;3,695885497;253;244,2643366;21,46;4,468325613;-31,9;6,142144073;3095,2;3760,72258
373;X59605.8707892256;59605,87079;2,514;5,336179693;319,6;245,5538026;25,04;4,76585144;-18,88;8,979322255;3177;3763,017333
374;X59787.7828509341;59787,78285;8,338;4,123164992;306,4;214,5570881;29,08;3,957108861;-11,42;7,213108387;2119,6;2404,30631
375;X59964.6417998173;59964,6418;1,118;5,586633885;283,8;245,0912967;24,74;4,764008362;-22,32;9,077754641;2920,6;3768,462387
376;X60126.3414102248;60126,34141;3,282;5,535836774;326,4;244,7816468;26,74;4,733281536;-20,28;9,471898695;3148;3766,663015
377;X60288.0410206324;60288,04102;1,118;5,576197238;283,8;245,0680685;24,74;4,777490853;-22,32;9,154594858;2920,6;3770,552411
378;X60444.6875182146;60444,68752;-0,214;5,593163202;292,8;245,2328649;23,6;4,759288224;-24,84;9,161385773;3289,8;3783,688663
379;X60646.812031224;60646,81203;-0,214;5,289244351;292,8;245,6970206;23,6;4,66270806;-24,84;8,621780308;3289,8;3796,340461
380;X60803.4585288063;60803,45853;-5,226;4,141854963;284;246,0800112;19,4;4,511395852;-30,3;6,993552436;3615,8;3790,969719
381;X60985.3705905148;60985,37059;-5,226;3,593782995;284;245,9667035;19,4;4,324560366;-30,3;5,867098175;3615,8;3781,272916
382;X61147.0702009223;61147,0702;-4,564;3,551125413;293,8;245,6455852;19,72;4,274070563;-30,5;5,803176986;3703,4;3778,385641
383;X61303.7166985046;61303,7167;-4,564;3,528800066;293,8;245,0969017;19,72;4,271528146;-30,5;5,802550968;3703,4;3774,496769
384;X61485.628760213;61485,62876;-5,014;3,745916904;309;253,0231332;19,4;4,256464114;-30,14;6,519556658;3984;3835,598628
385;X61662.4877090963;61662,48771;-4,926;3,765541415;295,6;253,8420504;18,94;4,253865916;-29,52;6,443405743;3813,4;3835,497069
386;X61844.3997708047;61844,39977;-4,926;3,798629047;295,6;254,3982621;18,94;4,27246162;-29,52;6,435195302;3813,4;3825,663934
387;X61965.6744786104;61965,67448;-3,528;3,822820287;333,4;254,3255611;19,8;4,27241952;-28,56;6,437281041;4257,8;3821,737597
388;X62162.7458787946;62162,74588;-1,178;3,993890769;475,8;270,8440009;20,26;4,28670289;-23,3;6,975692368;5681,4;3937,849265
389;X62304.2330379011;62304,23304;-3,528;3,620796456;333,4;253,8870995;19,8;4,321382105;-28,56;6,066605767;4257,8;3849,01291
390;X62481.0919867844;62481,09199;-3,866;3,595447627;369,8;250,3809104;19,2;4,301516878;-28;5,965627798;4740,2;3828,503448
391;X62642.7915971919;62642,7916;-2,062;4,108194708;446,6;267,7318682;19,54;4,361388519;-24,44;7,163774665;5331,2;3931,323964
392;X62824.7036589003;62824,70366;-3,93;4,238718591;346;254,1042588;19,38;4,62635861;-28,18;7,167442072;4365,4;3882,875037
393;X62981.3501564826;62981,35016;-4,37;3,534081451;277,4;254,7546225;20,64;4,313908882;-31,08;5,908420085;3416,2;3955,59481
394;X63163.2622181911;63163,26222;-4,122;3,513460281;306,6;258,6761064;20,54;4,28138581;-30,58;5,806720615;3781,2;3984,088423
395;X63340.1211670743;63340,12117;-4,09;3,547986084;319,6;247,0101893;22,26;4,335821782;-32,54;5,814278938;3871;3787,304863
396;X63501.8207774818;63501,82078;-4,09;3,596599965;319,6;246,6636171;22,26;4,368478779;-32,54;5,877234323;3871;3778,381403
397;X63653.4141622389;63653,41416;-4,09;3,681557364;319,6;245,6147388;22,26;4,412475987;-32,54;6,036690568;3871;3771,354472
398;X63825.2199982969;63825,22;-4,238;3,667857285;318,4;245,7171112;22,08;4,401692879;-32,52;6,109129288;3877,6;3773,273172
