"";"X";"X2";"optima";"mean";"X0.5_inf";"X0.5_sup";"X0.95_inf";"X0.95_sup";"mean.1";"X0.5_inf.1";"X0.5_sup.1";"X0.95_inf.1";"X0.95_sup.1";"mean.2";"X0.5_inf.2";"X0.5_sup.2";"X0.95_inf.2";"X0.95_sup.2";"mean.3";"X0.5_inf.3";"X0.5_sup.3";"X0.95_inf.3";"X0.95_sup.3";"mean.4";"X0.5_inf.4";"X0.5_sup.4";"X0.95_inf.4";"X0.95_sup.4"
"368";368;58807,47896;3,573573574;3,503634952;-0,49049049;7,497497497;-8,338338338;15,34534535;586,2796457;408,4084084;628,6286286;268,2682683;960,960961;21,83246635;18,67867868;24,98498498;12,52252252;31,14114114;-10,35842612;-17,02702703;-3,693693694;-30;9,279279279;4583,856706;2991,591592;5865,865866;410,6106106;8505,505506
"369";369;58928,75367;3,013013013;2,961916102;-1,191191191;7,077077077;-9,179179179;15,20520521;496,2239971;340,3403403;528,5285285;220,2202202;816,8168168;22,70231654;19,57957958;25,88588589;13,27327327;32,04204204;-12,82972017;-20,09009009;-5,495495495;-34,14414414;8,558558559;4321,806261;2874,274274;5572,572573;410,6106106;7977,577578
"370";370;59125,82507;1,611611612;1,584152669;-2,732732733;5,815815816;-11,001001;14,08408408;507,5607198;316,3163163;536,5365365;192,1921922;896,8968969;21,55746775;18,22822823;24,98498498;11,62162162;31,59159159;-14,97238706;-22,25225225;-7,657657658;-36,48648649;6,396396396;4770,143539;2815,615616;6159,159159;58,65865866;8974,774775
"371";371;59267,31223;2,872872873;2,854240776;-1,191191191;6,936936937;-9,039039039;14,78478478;821,4771043;468,4684685;856,8568569;260,2602603;1529,52953;18,48884601;14,62462462;22,28228228;7,117117117;29,78978979;-10,4175418;-17,02702703;-3,693693694;-30,18018018;9,279279279;8411,143809;4634,034034;10851,85185;0;16189,78979
"372";372;59469,43674;3,013013013;3,007086242;-0,630630631;6,656656657;-7,917917918;13,8038038;571,3599246;324,3243243;592,5925926;184,1841842;1065,065065;21,64155984;18,52852853;24,83483483;12,22222222;30,99099099;-13,22704791;-19,90990991;-6,396396396;-33,06306306;6,756756757;5496,91634;3108,908909;7097,697698;0;10499,8999
"373";373;59605,87079;2,312312312;2,290908247;-2,032032032;6,656656657;-10,58058058;15,06506507;660,3898899;308,3083083;660,6606607;152,1521522;1357,357357;20,03520104;15,97597598;24,08408408;8,018018018;32,19219219;-13,57008299;-21,17117117;-6,036036036;-35,76576577;8,558558559;9931,68349;5220,620621;12787,58759;0;19357,35736
"374";374;59787,78285;13,57357357;13,56278219;10,21021021;16,93693694;3,623623624;23,38338338;417,2850429;166,0660661;401,5015015;73,57357357;916,5165165;30,56391181;27,54754755;33,71371371;21,52152152;39,5995996;-0,667793324;-5,435435435;4,014014014;-14,72472472;13,46346346;3482,300766;1329,72973;4500,900901;-400;7503,903904
"375";375;59964,6418;2,872872873;2,879470018;-1,331331331;7,217217217;-9,5995996;15,48548549;513,6940141;328,3283283;544,5445445;200,2002002;888,8888889;22,15151171;18,82882883;25,58558559;12,07207207;32,19219219;-13,13519261;-20,63063063;-5,675675676;-35,22522523;8,918918919;4715,497163;2932,932933;6100,500501;234,6346346;8798,798799
"376";376;60126,34141;3,013013013;2,988369368;-1,331331331;7,357357357;-9,87987988;15,90590591;508,4150929;328,3283283;540,5405405;200,2002002;876,8768769;22,33418943;18,97897898;25,73573574;12,22222222;32,34234234;-13,13709277;-20,81081081;-5,315315315;-35,76576577;9,459459459;4686,467245;2932,932933;6041,841842;234,6346346;8740,14014
"377";377;60288,04102;2,872872873;2,823856578;-1,471471471;7,217217217;-10,02002002;15,76576577;554,262757;324,3243243;580,5805806;184,1841842;1013,013013;21,34925263;17,62762763;24,98498498;10,42042042;32,19219219;-13,02612559;-20,81081081;-5,315315315;-35,58558559;9,63963964;5423,34814;3167,567568;7039,039039;0;10206,60661
"378";378;60444,68752;2,872872873;2,924995663;-1,471471471;7,217217217;-10,02002002;15,76576577;549,6305098;324,3243243;576,5765766;188,1881882;1005,005005;21,57289559;17,92792793;25,28528529;10,57057057;32,49249249;-12,91029049;-20,63063063;-5,135135135;-35,58558559;9,81981982;5331,071811;3108,908909;6863,063063;0;10030,63063
"379";379;60646,81203;2,872872873;2,880962206;-1,471471471;7,217217217;-9,87987988;15,62562563;547,4494401;328,3283283;576,5765766;192,1921922;992,992993;21,55546217;17,92792793;25,28528529;10,72072072;32,34234234;-12,9116011;-20,63063063;-5,315315315;-35,40540541;9,459459459;5224,066693;3050,25025;6745,745746;0;9795,995996
"380";380;60803,45853;2,592592593;2,624742063;-1,751751752;6,936936937;-10,16016016;15,34534535;688,182061;320,3203203;684,6846847;156,1561562;1409,409409;19,60185128;15,52552553;23,78378378;7,417417417;31,74174174;-12,78134614;-20,27027027;-5,135135135;-35,04504505;9,63963964;9806,329317;5337,937938;12670,27027;0;18946,74675
"381";381;60985,37059;2,732732733;2,732153613;-1,611611612;6,936936937;-10,02002002;15,34534535;687,9342323;320,3203203;684,6846847;156,1561562;1413,413413;19,79679478;15,52552553;23,93393393;7,417417417;32,19219219;-12,65182683;-20,27027027;-5,135135135;-35,04504505;9,63963964;9753,686131;5279,279279;12611,61161;0;18888,08809
"382";382;61147,0702;2,732732733;2,665118203;-1,471471471;6,936936937;-9,73973974;15,20520521;701,1793864;324,3243243;696,6966967;160,1601602;1445,445445;19,5758576;15,37537538;23,63363363;7,267267267;31,74174174;-12,66088914;-20,09009009;-5,135135135;-34,5045045;9,279279279;10557,4351;5572,572573;13608,80881;0;20530,53053
"383";383;61303,7167;2,872872873;2,835250389;-1,331331331;6,936936937;-9,459459459;15,06506507;707,9312491;324,3243243;704,7047047;160,1601602;1465,465465;19,62504642;15,52552553;23,78378378;7,417417417;31,74174174;-12,38133329;-19,72972973;-5,135135135;-33,96396396;9,099099099;10655,01955;5572,572573;13726,12613;0;20765,16517
"384";384;61485,62876;3,853853854;3,915148016;0,21021021;7,497497497;-6,936936937;14,78478478;718,6254218;348,3483483;724,7247247;176,1761762;1453,453453;19,76501016;15,67567568;23,93393393;7,567567568;32,04204204;-11,72428776;-19,00900901;-4,594594595;-33,06306306;9,459459459;9795,598738;5455,255255;12670,27027;0;18770,77077
"385";385;61662,48771;3,993993994;3,975891011;0,35035035;7,637637638;-6,796796797;14,78478478;722,1802757;348,3483483;724,7247247;176,1761762;1461,461461;19,82623584;15,67567568;23,93393393;7,567567568;32,04204204;-11,53770654;-18,82882883;-4,414414414;-32,7027027;9,459459459;9841,870482;5455,255255;12728,92893;0;18888,08809
"386";386;61844,39977;4,554554555;4,622978146;1,191191191;7,917917918;-5,395395395;14,64464464;733,0727088;368,3683684;744,7447447;188,1881882;1461,461461;20,01501938;15,82582583;24,23423423;7,567567568;32,34234234;-10,80359504;-17,92792793;-3,693693694;-31,8018018;10,18018018;9398,485565;5396,596597;12201,001;0;17773,57357
"387";387;61965,67448;4,414414414;4,42400374;1,051051051;7,917917918;-5,675675676;14,5045045;730,6302994;360,3603604;736,7367367;184,1841842;1461,461461;19,918071;15,82582583;24,08408408;7,717717718;32,19219219;-11,0978574;-18,10810811;-4,054054054;-31,8018018;9,63963964;9516,442624;5396,596597;12318,31832;0;18066,86687
"388";388;62162,74588;4,834834835;4,828566101;1,471471471;8,058058058;-4,974974975;14,5045045;739,3084568;376,3763764;752,7527528;192,1921922;1461,461461;20,11071212;15,97597598;24,38438438;7,717717718;32,49249249;-10,47383803;-17,56756757;-3,513513514;-31,08108108;10,18018018;9281,523678;5396,596597;12025,02503;0;17480,28028
"389";389;62304,23304;4,834834835;4,835287641;1,611611612;8,198198198;-4,974974975;14,64464464;642,4302327;368,3683684;668,6686687;208,2082082;1193,193193;21,18199518;17,32732733;25,13513514;9,66966967;32,79279279;-10,35123151;-17,38738739;-3,333333333;-30,9009009;10,36036036;6179,63274;3578,178178;7977,577578;0;11673,07307
"390";390;62481,09199;4,834834835;4,773359792;1,471471471;8,058058058;-4,974974975;14,64464464;642,5414069;364,3643644;668,6686687;208,2082082;1197,197197;21,1327729;17,17717718;24,98498498;9,66966967;32,64264264;-10,44795001;-17,38738739;-3,333333333;-31,08108108;10,18018018;6202,34896;3578,178178;8036,236236;0;11673,07307
"391";391;62642,7916;4,694694695;4,658642634;1,331331331;8,058058058;-5,395395395;14,64464464;758,4643053;384,3843844;772,7727728;200,2002002;1501,501502;20,02200334;15,82582583;24,23423423;7,567567568;32,49249249;-10,22818715;-17,20720721;-3,333333333;-30,72072072;10,18018018;9543,422794;5513,913914;12376,97698;0;18066,86687
"392";392;62824,70366;3,993993994;4,01446732;0,49049049;7,497497497;-6,376376376;14,5045045;749,222704;372,3723724;760,7607608;188,1881882;1493,493493;19,73645384;15,67567568;23,93393393;7,567567568;31,89189189;-11,0944572;-18,10810811;-4,234234234;-31,62162162;9,279279279;9890,0924;5572,572573;12846,24625;0;18888,08809
"393";393;62981,35016;2,732732733;2,801292377;-1,051051051;6,656656657;-8,618618619;14,08408408;742,5641686;356,3563564;748,7487487;176,1761762;1505,505506;19,14269132;15,22522523;23,18318318;7,417417417;30,84084084;-12,06853658;-19,00900901;-5,135135135;-32,52252252;8,558558559;10763,91881;5865,865866;13902,1021;0;20765,16517
"394";394;63163,26222;2,312312312;2,330832711;-1,191191191;5,955955956;-8,198198198;12,96296296;658,616547;352,3523524;676,6766767;192,1921922;1265,265265;20,06736265;16,72672673;23,48348348;10,12012012;30,09009009;-12,8606343;-19,36936937;-6,396396396;-32,16216216;6,396396396;6551,039159;3519,51952;8446,846847;0;12728,92893
"395";395;63340,12117;2,172172172;2,180415723;-1,611611612;6,096096096;-9,179179179;13,66366366;729,3386992;340,3403403;728,7287287;168,1681682;1497,497497;18,63443326;14,92492492;22,43243243;7,567567568;29,78978979;-12,89283942;-19,90990991;-6,036036036;-33,42342342;7,657657658;11104,43467;6159,159159;14371,37137;0;21293,09309
"396";396;63501,82078;2,172172172;2,228037429;-1,751751752;6,096096096;-9,459459459;13,8038038;700,1363417;328,3283283;700,7007007;164,1641642;1433,433433;19,03810346;15,22522523;22,88288288;7,717717718;30,24024024;-13,37053907;-20,45045045;-6,216216216;-34,5045045;7,657657658;10653,08091;5807,207207;13784,78478;0;20530,53053
"397";397;63653,41416;2,312312312;2,35770307;-1,611611612;6,376376376;-9,459459459;14,08408408;679,3467637;320,3203203;680,6806807;156,1561562;1389,389389;19,00472341;15,07507508;23,03303303;7,267267267;30,69069069;-13,22549063;-20,63063063;-5,855855856;-34,86486486;8,558558559;9216,140906;4810,01001;11849,04905;0;18008,20821
"398";398;63825,22;2,732732733;2,767557871;-1,191191191;6,796796797;-9,039039039;14,64464464;591,7777878;328,3283283;612,6126126;184,1841842;1113,113113;20,5525841;16,87687688;24,23423423;9,51951952;31,44144144;-12,76071239;-20,09009009;-5,495495495;-34,32432432;8,738738739;5811,959962;3167,567568;7508,308308;0;11203,8038
"399";399;63997,02583;2,872872873;2,919984468;-0,910910911;6,796796797;-8,618618619;14,36436436;594,4570391;324,3243243;612,6126126;176,1761762;1129,129129;20,89023987;17,32732733;24,38438438;10,42042042;31,29129129;-12,87391831;-19,90990991;-5,675675676;-33,78378378;8,018018018;5936,574347;3226,226226;7684,284284;0;11497,0971
"400";400;64168,83167;2,872872873;2,85784597;-1,191191191;6,796796797;-9,039039039;14,64464464;594,857682;332,3323323;616,6166166;184,1841842;1117,117117;20,60467386;16,87687688;24,38438438;9,369369369;31,74174174;-12,67966532;-20,09009009;-5,315315315;-34,32432432;8,918918919;5861,612677;3226,226226;7566,966967;0;11262,46246
"401";401;64305,26572;3,153153153;3,211434209;-0,630630631;6,936936937;-8,058058058;14,36436436;720,1707538;356,3563564;728,7287287;180,1801802;1441,441441;19,71651114;15,82582583;23,63363363;8,168168168;31,29129129;-10,33775652;-16,48648649;-4,234234234;-28,1981982;7,657657658;10258,34519;5689,88989;13256,85686;0;19650,65065
"402";402;64456,8591;3,293293293;3,335899349;-0,35035035;7,077077077;-7,637637638;14,36436436;595,9464774;328,3283283;616,6166166;180,1801802;1125,125125;20,65420065;17,17717718;24,23423423;10,27027027;31,14114114;-12,19928837;-19,00900901;-5,495495495;-32,16216216;7,657657658;5981,802457;3284,884885;7742,942943;0;11497,0971
"403";403;64628,66494;2,172172172;2,179095856;-1,751751752;6,096096096;-9,459459459;13,94394394;676,1938785;312,3123123;672,6726727;152,1521522;1397,397397;19,61853259;15,82582583;23,48348348;8,318318318;30,84084084;-13,72978952;-20,81081081;-6,756756757;-34,32432432;6,756756757;10378,28932;5455,255255;13374,17417;0;20295,8959
"404";404;64800,47077;14,69469469;14,73502616;11,75175175;17,77777778;5,725725726;23,8038038;410,4849341;166,0660661;397,2972973;73,57357357;895,4954955;30,98704167;27,96796797;33,99399399;22,08208208;39,87987988;1,612515524;-1,911911912;5,135135135;-8,958958959;12,18218218;1992,393927;609,009009;2578,978979;-400;4524,924925
"405";405;64957,11727;3,013013013;2,952885081;-0,910910911;6,936936937;-8,618618619;14,64464464;551,7845361;328,3283283;576,5765766;192,1921922;996,996997;21,45465345;17,92792793;24,98498498;10,87087087;31,89189189;-12,6992124;-19,90990991;-5,495495495;-33,96396396;8,558558559;5174,577918;2991,591592;6687,087087;0;9737,337337
"406";406;65108,71066;2,732732733;2,794804527;-1,191191191;6,796796797;-9,039039039;14,5045045;474,9638145;328,3283283;508,5085085;216,2162162;780,7807808;22,80147116;19,72972973;25,73573574;13,87387387;31,59159159;-13,7062657;-20,81081081;-6,576576577;-34,68468468;7,297297297;4228,053798;2815,615616;5396,596597;469,2692693;7801,601602
"407";407;65280,51649;7,627627628;7,592957874;4,174174174;10,93093093;-2,432432432;17,68768769;773,736321;424,6246246;798,7987988;231,2312312;1467,267267;21,83447778;17,11711712;26,66666667;7,567567568;36,03603604;-4,693670859;-10,8008008;1,371371371;-22,59259259;13,16316316;7689,172252;4273,573574;9972,472472;-100;14809,90991
"408";408;65452,32233;2,732732733;2,676512242;-1,331331331;6,656656657;-9,039039039;14,36436436;496,1725923;340,3403403;532,5325325;220,2202202;824,8248248;22,35815383;19,27927928;25,43543544;13,27327327;31,44144144;-13,15003379;-20,27027027;-6,036036036;-33,96396396;7,657657658;4371,219668;2874,274274;5631,231231;410,6106106;8036,236236
"409";409;65568,54392;2,732732733;2,776691453;-1,051051051;6,656656657;-8,618618619;14,08408408;503,3611489;340,3403403;536,5365365;220,2202202;836,8368368;22,53458155;19,42942943;25,73573574;13,27327327;31,89189189;-13,11342357;-20,09009009;-6,216216216;-33,6036036;7,297297297;4426,59872;2874,274274;5689,88989;410,6106106;8212,212212
"410";410;65740,34976;2,592592593;2,654368189;-1,191191191;6,516516517;-8,758758759;13,94394394;526,6046416;340,3403403;556,5565566;212,2122122;908,9089089;21,94636949;18,67867868;25,28528529;12,07207207;31,74174174;-13,21976837;-20,09009009;-6,216216216;-33,6036036;7,297297297;4716,198305;2932,932933;6100,500501;175,975976;8798,798799
"411";411;65912,1556;13,71371371;13,69131156;10,63063063;16,65665666;4,744744745;22,68268268;457,9204499;187,0870871;445,6456456;84,08408408;994,2942943;30,38799723;27,40740741;33,43343343;21,38138138;39,31931932;0,089095897;-3,833833834;4,014014014;-11,52152152;11,7017017;3669,881891;1401,801802;4717,117117;-400;7888,288288
"412";412;66104,17388;13,57357357;13,51973029;10,21021021;16,93693694;3,623623624;23,52352352;447,5154301;182,8828829;435,1351351;81,98198198;973,2732733;30,35007462;27,26726727;33,43343343;21,1011011;39,45945946;-0,455784354;-4,954954955;4,174174174;-13,92392392;13,14314314;3525,088932;1329,72973;4524,924925;-400;7600
"413";413;66255,76727;13,43343343;13,42296755;10,07007007;16,7967968;3,343343343;23,38338338;444,9886984;180,7807808;430,9309309;79,87987988;969,0690691;30,33030309;27,12712713;33,43343343;21,1011011;39,5995996;-0,614506205;-5,275275275;4,014014014;-14,4044044;13,14314314;3492,420801;1305,705706;4476,876877;-400;7527,927928
"414";414;66427,5731;2,452452452;2,460100794;-1,471471471;6,516516517;-9,459459459;14,36436436;505,3145318;328,3283283;536,5365365;204,2042042;868,8688689;22,18298659;18,82882883;25,43543544;12,37237237;31,89189189;-14,0608428;-21,35135135;-6,756756757;-35,58558559;7,297297297;4638,631772;2874,274274;5983,183183;234,6346346;8681,481481
"415";415;66564,00715;2,592592593;2,619979859;-1,331331331;6,656656657;-9,179179179;14,36436436;523,2738563;332,3323323;552,5525526;204,2042042;908,9089089;21,97268035;18,52852853;25,28528529;11,92192192;31,89189189;-13,50800336;-20,81081081;-6,216216216;-34,86486486;7,837837838;4777,605097;2932,932933;6217,817818;175,975976;8974,774775
"416";416;66735,81299;2,732732733;2,747012523;-1,191191191;6,656656657;-8,898898899;14,36436436;626,4731333;396,3963964;664,6646647;240,2402402;1093,093093;20,66549637;17,32732733;24,08408408;10,57057057;30,69069069;-11,66538032;-18,46846847;-4,774774775;-31,8018018;8,378378378;5264,168583;3108,908909;6804,404404;58,65865866;9913,313313
"417";417;66907,61882;2,312312312;2,330945051;-1,751751752;6,376376376;-9,73973974;14,5045045;553,597853;328,3283283;580,5805806;188,1881882;1009,009009;21,06538329;17,47747748;24,53453453;10,72072072;31,44144144;-13,67066692;-20,99099099;-6,396396396;-35,22522523;7,837837838;5298,960809;3050,25025;6863,063063;0;10030,63063
"418";418;67059,21221;2,732732733;2,771793266;-1,331331331;6,796796797;-9,319319319;14,78478478;493,7972796;332,3323323;524,5245245;212,2122122;824,8248248;22,66943587;19,57957958;25,88588589;13,27327327;32,19219219;-13,49806737;-20,81081081;-6,216216216;-34,86486486;8,018018018;4382,740006;2815,615616;5631,231231;351,951952;8153,553554
"419";419;67215,8587;13,71371371;13,77178666;10,63063063;16,7967968;4,604604605;22,82282282;426,5850275;170,2702703;412,012012;75,67567568;931,2312312;30,68578376;27,68768769;33,57357357;21,8018018;39,45945946;-0,002309049;-3,993993994;3,853853854;-11,84184184;11,7017017;3264,4932;1257,657658;4236,636637;-400;7023,423423
"420";420;67367,45209;13,71371371;13,75476971;10,63063063;16,7967968;4,604604605;22,82282282;441,4515158;180,7807808;428,8288288;81,98198198;958,5585586;30,61268191;27,68768769;33,57357357;21,8018018;39,31931932;0,141159814;-3,833833834;4,174174174;-11,68168168;12,02202202;3290,289832;1281,681682;4260,660661;-400;7071,471471
"421";421;67539,25792;2,592592593;2,608782391;-1,331331331;6,656656657;-9,179179179;14,5045045;525,9171898;340,3403403;556,5565566;212,2122122;904,9049049;22,00320671;18,67867868;25,43543544;12,07207207;31,89189189;-13,23808763;-20,45045045;-6,036036036;-34,32432432;8,018018018;4703,970363;2932,932933;6100,500501;234,6346346;8798,798799
"422";422;67711,06376;2,592592593;2,636465385;-1,331331331;6,656656657;-9,179179179;14,5045045;712,5989734;348,3483483;720,7207207;176,1761762;1437,437437;19,62315361;15,52552553;23,63363363;7,567567568;31,59159159;-12,73031631;-19,90990991;-5,495495495;-33,96396396;8,558558559;10102,98133;5513,913914;13080,88088;0;19474,67467
"423";423;67827,28536;2,592592593;2,637193312;-1,331331331;6,656656657;-9,179179179;14,5045045;719,552481;348,3483483;724,7247247;176,1761762;1453,453453;19,47672193;15,37537538;23,48348348;7,417417417;31,59159159;-12,4962343;-19,72972973;-5,315315315;-33,6036036;8,738738739;10245,84053;5572,572573;13256,85686;0;19767,96797
"424";424;68019,30364;2,592592593;2,598975234;-1,331331331;6,656656657;-9,179179179;14,5045045;719,2206582;348,3483483;724,7247247;176,1761762;1457,457457;19,36269772;15,37537538;23,48348348;7,417417417;31,29129129;-12,53769341;-19,72972973;-5,315315315;-33,78378378;8,738738739;10289,39063;5631,231231;13315,51552;0;19826,62663
"425";425;68191,10948;2,732732733;2,734021739;-1,191191191;6,796796797;-9,039039039;14,5045045;607,6923521;344,3443443;632,6326326;192,1921922;1137,137137;20,49156467;16,87687688;24,23423423;9,66966967;31,44144144;-12,40458072;-19,54954955;-5,135135135;-33,6036036;8,738738739;5920,080225;3226,226226;7625,625626;0;11379,77978
"426";426;68342,70286;3,293293293;3,287643666;-0,630630631;7,077077077;-8,198198198;14,78478478;831,3278234;444,4444444;856,8568569;240,2402402;1601,601602;18,78439258;14,92492492;22,58258258;7,417417417;30,24024024;-9,895737228;-16,48648649;-3,333333333;-29,27927928;9,63963964;10008,47213;5689,88989;12963,56356;0;19005,40541
"427";427;68494,29625;4,274274274;4,325779113;0,770770771;7,917917918;-6,376376376;14,92492492;596,9454848;352,3523524;624,6246246;204,2042042;1093,093093;21,31792074;17,62762763;24,98498498;10,42042042;32,19219219;-9,300730606;-15,58558559;-2,972972973;-27,83783784;9,279279279;5747,813582;3460,860861;7449,64965;117,3173173;10793,19319
"428";428;68661,04897;3,013013013;3,070339498;-0,910910911;6,936936937;-8,478478478;14,64464464;721,6143777;336,3363363;720,7207207;164,1641642;1481,481481;19,13140336;15,07507508;23,18318318;7,117117117;31,29129129;-12,13132738;-19,36936937;-4,954954955;-33,24324324;8,918918919;10215,92754;5396,596597;13198,1982;0;19885,28529
"429";429;68848,01415;3,433433433;3,370346668;-0,35035035;7,217217217;-7,777777778;14,64464464;586,9023124;320,3203203;604,6046046;172,1721722;1117,117117;20,45554205;16,87687688;23,93393393;9,81981982;30,99099099;-12,55159762;-19,72972973;-5,315315315;-33,78378378;8,738738739;5832,388844;3167,567568;7508,308308;0;11262,46246
"430";430;69034,97932;7,477477477;7,445961009;4,024024024;10,78078078;-2,432432432;17,38738739;833,7200242;449,8498498;861,8618619;243,8438438;1601,801802;21,84135569;17,11711712;26,48648649;7,927927928;35,67567568;-4,055489508;-9,84984985;1,561561562;-21,07107107;12,78278278;10314,70976;5665,165165;13352,05205;-100;19846,14615
"431";431;69201,73204;8,228228228;8,162797203;5,075075075;11,38138138;-1,231231231;17,68768769;818,2645052;441,4414414;845,045045;235,4354354;1572,372372;22,2223139;17,47747748;26,84684685;8,288288288;36,03603604;-3,413790043;-8,898898899;2,132132132;-19,73973974;12,97297297;9140,39582;4936,236236;11827,92793;-100;17725,62563
"432";432;69388,69722;3,853853854;3,896935746;0,49049049;7,217217217;-6,096096096;13,94394394;632,4801715;348,3483483;652,6526527;192,1921922;1201,201201;21,16928508;17,92792793;24,53453453;11,47147147;30,99099099;-11,12337072;-17,56756757;-4,594594595;-30,18018018;7,837837838;5971,529668;3226,226226;7684,284284;0;11497,0971
"433";433;69555,44994;3,293293293;3,298273054;-0,49049049;7,217217217;-8,058058058;14,64464464;788,3098404;380,3803804;792,7927928;192,1921922;1593,593594;19,40145335;15,22522523;23,48348348;7,117117117;31,59159159;-10,82921163;-17,74774775;-3,873873874;-31,26126126;9,459459459;10665,13029;5983,183183;13843,44344;0;20413,21321
"434";434;69727,25578;3,293293293;3,269759923;-0,770770771;7,217217217;-8,478478478;14,92492492;760,5395798;356,3563564;760,7607608;176,1761762;1553,553554;19,44369158;15,37537538;23,48348348;7,417417417;31,44144144;-11,27101627;-18,28828829;-4,234234234;-31,98198198;9,279279279;10771,3283;5748,548549;13902,1021;0;20882,48248
"435";435;69914,22095;2,592592593;2,62468087;-1,471471471;6,796796797;-9,5995996;14,78478478;608,2936184;332,3323323;628,6286286;180,1801802;1157,157157;20,3074109;16,72672673;23,93393393;9,51951952;30,99099099;-12,69123469;-19,90990991;-5,495495495;-33,96396396;8,558558559;6140,835111;3343,543544;7918,918919;0;11790,39039
"436";436;70101,18613;2,732732733;2,702965065;-1,331331331;6,656656657;-9,179179179;14,5045045;723,8439733;344,3443443;724,7247247;172,1721722;1477,477477;19,36819877;15,52552553;23,33333333;7,717717718;30,99099099;-12,43237263;-19,54954955;-5,315315315;-33,24324324;8,378378378;10498,985;5631,231231;13550,15015;0;20295,8959
"437";437;70247,7264;2,592592593;2,535610059;-1,471471471;6,516516517;-9,179179179;14,36436436;718,4295838;340,3403403;720,7207207;168,1681682;1461,461461;19,30217358;15,37537538;23,18318318;7,717717718;30,84084084;-12,73002414;-19,72972973;-5,675675676;-33,42342342;8,018018018;10503,56177;5689,88989;13608,80881;0;20295,8959
"438";438;70434,69157;2,592592593;2,589604971;-1,331331331;6,516516517;-9,039039039;14,22422422;716,7305289;340,3403403;716,7167167;168,1681682;1457,457457;19,44069038;15,52552553;23,33333333;7,867867868;31,14114114;-12,72064375;-19,72972973;-5,675675676;-33,42342342;7,837837838;10422,00316;5572,572573;13432,83283;0;20178,57858
"439";439;70621,65675;2,592592593;2,591723786;-1,331331331;6,516516517;-9,039039039;14,22422422;716,7243364;340,3403403;716,7167167;168,1681682;1457,457457;19,44219762;15,52552553;23,33333333;7,867867868;31,14114114;-12,71934552;-19,72972973;-5,675675676;-33,24324324;7,837837838;10417,53977;5572,572573;13432,83283;0;20178,57858
"440";440;70788,40947;2,732732733;2,772365367;-1,191191191;6,656656657;-8,758758759;14,36436436;717,6758139;344,3443443;720,7207207;172,1721722;1457,457457;19,63459355;15,67567568;23,63363363;7,867867868;31,44144144;-12,51062529;-19,54954955;-5,495495495;-33,06306306;8,018018018;10305,8483;5513,913914;13315,51552;0;19943,94394
"441";441;70975,37465;3,153153153;3,088261288;-0,770770771;7,077077077;-8,478478478;14,64464464;591,1729877;348,3483483;620,6206206;200,2002002;1077,077077;21,19851309;17,47747748;24,83483483;10,42042042;32,04204204;-12,1879584;-19,18918919;-5,135135135;-32,88288288;8,558558559;5498,579651;3108,908909;7097,697698;0;10441,24124
"442";442;71147,18048;3,433433433;3,368860508;-0,49049049;7,357357357;-8,198198198;14,92492492;541,532469;348,3483483;576,5765766;212,2122122;936,9369369;22,14166278;18,67867868;25,58558559;12,07207207;32,34234234;-12,03303793;-19,00900901;-4,954954955;-32,7027027;8,738738739;4768,088925;2932,932933;6159,159159;117,3173173;8916,116116
"443";443;71334,14566;7,627627628;7,55601203;4,174174174;10,93093093;-2,432432432;17,53753754;778,680195;420,4204204;803,003003;227,027027;1488,288288;22,08553788;17,47747748;26,84684685;8,108108108;36,03603604;-4,321434158;-10,04004004;1,561561562;-21,45145145;12,78278278;8208,048575;4472,372372;10635,13514;-100;15870,17017
"444";444;71500,89838;2,872872873;2,857599015;-0,910910911;6,656656657;-8,338338338;14,08408408;505,2235546;332,3323323;536,5365365;208,2082082;860,8608609;22,0059183;18,97897898;25,13513514;12,82282282;31,29129129;-12,34804942;-19,00900901;-5,855855856;-31,8018018;6,936936937;4466,667719;2756,956957;5748,548549;234,6346346;8329,52953
"445";445;71687,86355;13,99399399;14,04172453;10,77077077;17,35735736;4,324324324;23,66366366;439,1018905;168,1681682;420,4204204;73,57357357;979,5795796;30,67042786;27,54754755;33,71371371;21,52152152;39,87987988;0,096441222;-4,314314314;4,494494494;-12,96296296;13,3033033;3927,944316;1473,873874;5029,429429;-400;8440,840841
"446";446;71874,82873;13,85385385;13,82520791;10,63063063;16,93693694;4,464464464;23,1031031;452,8787993;174,4744745;433,033033;75,67567568;1004,804805;30,4849992;27,26726727;33,57357357;21,1011011;39,87987988;0,043890213;-4,154154154;4,334334334;-12,48248248;12,5025025;4091,777213;1497,897898;5197,597598;-400;8825,225225
"447";447;72041,58145;13,71371371;13,75127469;10,77077077;16,7967968;4,744744745;22,68268268;463,4947798;187,0870871;449,8498498;84,08408408;1013,213213;30,36301079;27,26726727;33,43343343;21,24124124;39,45945946;0,163391867;-3,833833834;4,174174174;-11,84184184;12,02202202;3957,612367;1497,897898;5077,477477;-400;8488,888889
"448";448;72208,33418;13,003003;12,98281509;10,66066066;15,34534535;6,106106106;19,8998999;676,4970169;409,6096096;713,5135135;242,2422422;1215,615616;23,87459887;15,67567568;32,04204204;-0,09009009;47,80780781;6,032355081;-1,381381381;13,42342342;-15,67567568;27,71771772;4946,699065;3136,936937;6248,648649;600;8765,765766
