"";"X.1";"X";"optima";"mean";"X0.5_inf";"X0.5_sup";"X0.95_inf";"X0.95_sup";"mean.1";"X0.5_inf.1";"X0.5_sup.1";"X0.95_inf.1";"X0.95_sup.1";"mean.2";"X0.5_inf.2";"X0.5_sup.2";"X0.95_inf.2";"X0.95_sup.2";"mean.3";"X0.5_inf.3";"X0.5_sup.3";"X0.95_inf.3";"X0.95_sup.3";"mean.4";"X0.5_inf.4";"X0.5_sup.4";"X0.95_inf.4";"X0.95_sup.4"
"666";666;65,424;6,576576577;6,566960149;2,972972973;10,03003003;-3,933933934;17,08708709;811,0854618;428,8288288;832,4324324;227,027027;1572,372372;21,37906369;16,75675676;25,94594595;7,927927928;34,95495495;-5,576531259;-11,94194194;0,800800801;-24,49449449;13,16316316;10609,04266;5797,697698;13749,64965;-100;20442,54254
"667";667;65,496;6,126126126;6,199844754;2,822822823;9,57957958;-3,933933934;16,33633634;843,4400956;445,6456456;866,0660661;235,4354354;1635,435435;20,8420829;16,57657658;25,22522523;7,927927928;33,69369369;-5,771759708;-11,94194194;0,42042042;-24,11411411;12,59259259;11413,20718;6327,827828;14809,90991;-100;21966,66667
"668";668;65,576;6,276276276;6,274203057;2,672672673;9,72972973;-4,234234234;16,63663664;816,2511726;428,8288288;836,6366366;227,027027;1580,780781;21,13839461;16,75675676;25,58558559;8,108108108;34,05405405;-6,015524422;-12,13213213;0,23023023;-24,3043043;12,4024024;10831,4332;5996,496496;14014,71471;-100;20773,87387
"669";669;65,676;5,675675676;5,746552098;2,372372372;9,129129129;-4,384384384;15,73573574;829,4304568;433,033033;849,2492492;227,027027;1614,414414;20,66617482;16,21621622;25,04504505;7,747747748;33,69369369;-6,507280427;-12,89289289;-0,15015015;-25,25525526;12,21221221;11348,46832;6327,827828;14743,64364;-100;21767,86787
"670";670;65,687;5,975975976;6,041424611;2,522522523;9,429429429;-4,234234234;16,18618619;825,1515854;428,8288288;845,045045;227,027027;1610,21021;20,90383668;16,3963964;25,40540541;7,747747748;34,23423423;-6,124626066;-12,51251251;0,42042042;-25,06506507;12,78278278;11204,13459;6195,295295;14544,84484;-100;21569,06907
"671";671;65,805;6,126126126;6,199844754;2,822822823;9,57957958;-3,933933934;16,33633634;843,4400956;445,6456456;866,0660661;235,4354354;1635,435435;20,8420829;16,57657658;25,22522523;7,927927928;33,69369369;-5,771759708;-11,94194194;0,42042042;-24,11411411;12,59259259;11413,20718;6327,827828;14809,90991;-100;21966,66667
"672";672;65,878;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"673";673;65,954;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"674";674;66,008;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"675";675;66,031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"676";676;66,111;6,426426426;6,374596282;3,123123123;9,57957958;-3,183183183;16,03603604;843,7110259;449,8498498;870,2702703;239,6396396;1627,027027;20,91404501;16,57657658;25,22522523;8,108108108;33,87387387;-5,526428335;-11,37137137;0,42042042;-22,97297297;12,02202202;11350,76234;6327,827828;14743,64364;-100;21834,13413
"677";677;66,263;6,426426426;6,397001028;2,972972973;9,87987988;-3,933933934;16,78678679;828,0793191;433,033033;849,2492492;231,2312312;1610,21021;21,11473133;16,57657658;25,58558559;7,927927928;34,41441441;-5,632945216;-11,94194194;0,610610611;-24,3043043;12,97297297;11067,91685;6062,762763;14346,04605;-100;21370,27027
"678";678;66,336;5,825825826;5,836025965;2,672672673;9,129129129;-3,783783784;15,43543544;844,1858275;445,6456456;866,0660661;235,4354354;1639,63964;20,55356958;16,3963964;24,86486486;8,108108108;33,15315315;-6,268969083;-12,32232232;-0,15015015;-24,11411411;11,64164164;11550,73943;6526,626627;15008,70871;-100;22032,93293
"679";679;66,416;6,426426426;6,456305925;2,972972973;10,03003003;-3,933933934;16,78678679;829,2308338;433,033033;849,2492492;227,027027;1614,414414;21,13898587;16,57657658;25,58558559;7,747747748;34,59459459;-5,533310996;-11,94194194;0,800800801;-24,3043043;13,35335335;11143,56398;5996,496496;14412,31231;-100;21569,06907
"680";680;66,489;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"681";681;66,569;6,426426426;6,359191042;2,822822823;9,87987988;-4,084084084;16,78678679;835,9736779;437,2372372;857,6576577;231,2312312;1627,027027;21,04725698;16,57657658;25,40540541;7,927927928;34,23423423;-5,703418784;-11,94194194;0,610610611;-24,3043043;12,97297297;11164,13166;6129,029029;14478,57858;-100;21502,8028
"682";682;66,641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"683";683;66,721;6,276276276;6,27554922;2,822822823;9,72972973;-3,933933934;16,48648649;842,8329169;445,6456456;866,0660661;239,6396396;1631,231231;20,91908683;16,57657658;25,40540541;7,927927928;33,87387387;-5,701978613;-11,94194194;0,42042042;-23,92392392;12,59259259;11396,54655;6261,561562;14809,90991;-100;21966,66667
"684";684;66,794;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"685";685;66,874;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"686";686;67,027;6,576576577;6,545302774;3,123123123;10,03003003;-3,633633634;16,78678679;827,3832369;428,8288288;845,045045;227,027027;1614,414414;21,23328624;16,75675676;25,76576577;7,927927928;34,59459459;-5,466017392;-11,75175175;0,800800801;-23,92392392;12,97297297;11109,61551;6062,762763;14412,31231;-100;21502,8028
"687";687;67,099;5,525525526;5,572756397;2,222222222;8,828828829;-4,234234234;15,28528529;842,6391586;445,6456456;866,0660661;235,4354354;1635,435435;20,43838182;16,21621622;24,68468468;7,927927928;32,97297297;-6,64851152;-12,89289289;-0,530530531;-24,87487487;11,64164164;11591,51746;6592,892893;15074,97497;-100;22099,1992
"688";688;67,179;5,975975976;5,964177235;2,522522523;9,279279279;-4,084084084;15,88588589;842,8678768;445,6456456;866,0660661;235,4354354;1635,435435;20,68834681;16,3963964;25,04504505;7,927927928;33,51351351;-6,093530448;-12,32232232;0,04004004;-24,49449449;12,21221221;11468,69485;6394,094094;14876,17618;-100;21966,66667
"689";689;67,252;6,276276276;6,26243664;2,822822823;9,72972973;-3,933933934;16,48648649;825,4422214;428,8288288;845,045045;227,027027;1614,414414;21,03721384;16,57657658;25,40540541;7,927927928;34,23423423;-5,757624818;-11,94194194;0,42042042;-23,92392392;12,4024024;11093,68515;6062,762763;14412,31231;-100;21436,53654
"690";690;67,332;6,276276276;6,305668234;3,123123123;9,57957958;-3,183183183;15,73573574;857,8077089;454,0540541;882,8828829;239,6396396;1660,660661;20,79056199;16,57657658;24,86486486;8,468468468;33,15315315;-5,590223572;-11,37137137;0,23023023;-22,59259259;11,45145145;11579,15362;6526,626627;15074,97497;-100;22165,46547
"691";691;67,405;5,975975976;6,004245672;2,672672673;9,429429429;-4,084084084;16,03603604;848,0821967;445,6456456;870,2702703;239,6396396;1643,843844;20,69848895;16,57657658;24,86486486;8,288288288;33,15315315;-6,094459811;-12,13213213;0,04004004;-23,92392392;11,83183183;11539,51492;6460,36036;15008,70871;-100;22099,1992
"692";692;67,485;6,126126126;6,147258324;2,672672673;9,57957958;-4,084084084;16,33633634;822,0555687;437,2372372;845,045045;235,4354354;1589,189189;21,01303481;16,57657658;25,40540541;7,927927928;34,05405405;-6,041465275;-12,32232232;0,23023023;-24,49449449;12,59259259;10849,0346;6062,762763;14080,98098;-100;20773,87387
"693";693;67,557;5,825825826;5,873206643;2,522522523;9,129129129;-4,084084084;15,73573574;844,7134119;445,6456456;866,0660661;235,4354354;1635,435435;20,61257981;16,3963964;24,86486486;7,927927928;33,33333333;-6,201088415;-12,32232232;0,04004004;-24,49449449;12,02202202;11524,99265;6460,36036;15008,70871;-100;22032,93293
"694";694;67,637;5,975975976;5,92811895;2,522522523;9,279279279;-4,234234234;16,03603604;830,7950786;433,033033;849,2492492;231,2312312;1618,618619;20,77678311;16,3963964;25,22522523;7,747747748;33,87387387;-6,244699823;-12,7027027;0,04004004;-25,06506507;12,4024024;11310,11072;6261,561562;14677,37738;-100;21701,6016
"695";695;67,79;5,975975976;5,998405262;2,672672673;9,429429429;-3,933933934;16,03603604;846,753939;445,6456456;870,2702703;235,4354354;1639,63964;20,68353562;16,3963964;24,86486486;7,927927928;33,33333333;-6,035804952;-12,13213213;0,23023023;-24,11411411;12,21221221;11538,2767;6394,094094;14942,44244;-100;22099,1992
"696";696;67,866;6,126126126;6,101465485;2,822822823;9,429429429;-3,783783784;15,88588589;832,8223519;437,2372372;853,4534535;231,2312312;1614,414414;20,80209638;16,3963964;25,04504505;7,927927928;33,69369369;-5,824637595;-11,75175175;0,23023023;-23,35335335;11,83183183;11177,98174;6261,561562;14544,84484;-100;21436,53654
"697";697;67,943;5,675675676;5,671327559;2,372372372;8,978978979;-4,234234234;15,43543544;842,9572927;445,6456456;866,0660661;235,4354354;1635,435435;20,50514024;16,21621622;24,68468468;7,927927928;33,15315315;-6,507237516;-12,7027027;-0,34034034;-24,68468468;11,83183183;11564,0027;6526,626627;15008,70871;-100;22099,1992
"698";698;68,015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"699";699;68,095;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"700";700;68,168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"701";701;68,244;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"702";702;68,321;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"703";703;68,397;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"704";704;68,553;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"705";705;68,626;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"706";706;68,702;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
