"";"X.1";"X";"optima";"mean";"X0.5_inf";"X0.5_sup";"X0.95_inf";"X0.95_sup";"mean.1";"X0.5_inf.1";"X0.5_sup.1";"X0.95_inf.1";"X0.95_sup.1";"mean.2";"X0.5_inf.2";"X0.5_sup.2";"X0.95_inf.2";"X0.95_sup.2";"mean.3";"X0.5_inf.3";"X0.5_sup.3";"X0.95_inf.3";"X0.95_sup.3";"mean.4";"X0.5_inf.4";"X0.5_sup.4";"X0.95_inf.4";"X0.95_sup.4"
"567";567;55,5;5,825825826;5,87518665;2,522522523;9,129129129;-3,933933934;15,58558559;837,9001994;441,4414414;861,8618619;235,4354354;1627,027027;20,62685569;16,21621622;24,86486486;7,927927928;33,33333333;-6,220722762;-12,13213213;-0,15015015;-23,92392392;11,64164164;11385,39303;6460,36036;14809,90991;-100;21635,33534
"568";568;55,605;6,276276276;6,290312448;3,123123123;9,57957958;-3,333333333;15,88588589;834,25028;437,2372372;857,6576577;231,2312312;1622,822823;20,92134266;16,57657658;25,22522523;8,108108108;33,87387387;-5,711968901;-11,75175175;0,23023023;-23,35335335;12,02202202;11268,22323;6261,561562;14611,11111;-100;21635,33534
"569";569;55,7;6,276276276;6,290201286;3,123123123;9,429429429;-3,033033033;15,73573574;842,7940599;437,2372372;861,8618619;231,2312312;1643,843844;20,94003055;16,75675676;25,04504505;8,648648649;33,33333333;-5,749098849;-11,56156156;0,04004004;-22,78278278;11,45145145;11421,67686;6327,827828;14809,90991;-100;21900,4004
"570";570;55,805;5,975975976;6,022985416;2,822822823;9,279279279;-3,633633634;15,73573574;830,4011119;433,033033;849,2492492;231,2312312;1618,618619;20,76465826;16,3963964;25,04504505;7,747747748;33,69369369;-6,080369008;-12,13213213;0,04004004;-24,11411411;12,02202202;11312,19359;6327,827828;14677,37738;-100;21701,6016
"571";571;55,9;5,525525526;5,503331526;2,222222222;8,828828829;-4,234234234;15,28528529;844,7768799;445,6456456;866,0660661;235,4354354;1635,435435;20,38529684;16,21621622;24,5045045;7,927927928;32,79279279;-6,735286585;-12,89289289;-0,530530531;-24,87487487;11,45145145;11648,20281;6659,159159;15141,24124;-100;22165,46547
"572";572;56,005;5,675675676;5,716794843;2,522522523;8,978978979;-3,783783784;15,28528529;838,3783466;437,2372372;857,6576577;231,2312312;1639,63964;20,58198779;16,3963964;24,68468468;8,108108108;32,97297297;-6,567730119;-12,51251251;-0,530530531;-24,3043043;11,26126126;11541,33226;6592,892893;15008,70871;-100;21966,66667
"573";573;56,205;5,825825826;5,854579813;2,672672673;9,129129129;-3,633633634;15,28528529;836,2489408;437,2372372;857,6576577;231,2312312;1631,231231;20,63527908;16,3963964;24,86486486;8,108108108;33,15315315;-6,32919335;-12,32232232;-0,34034034;-23,92392392;11,45145145;11455,60178;6460,36036;14876,17618;-100;21834,13413
"574";574;56,3;5,825825826;5,884909373;2,672672673;9,129129129;-3,783783784;15,58558559;841,4874008;445,6456456;866,0660661;235,4354354;1631,231231;20,61851807;16,3963964;24,86486486;7,927927928;33,15315315;-6,224646021;-12,32232232;-0,15015015;-24,11411411;11,64164164;11460,48534;6460,36036;14876,17618;-100;21834,13413
"575";575;56,405;5,375375375;5,382539167;2,222222222;8,528528529;-3,933933934;14,83483483;848,0783501;445,6456456;870,2702703;235,4354354;1643,843844;20,27828606;16,21621622;24,32432432;8,288288288;32,43243243;-6,918078334;-12,89289289;-0,910910911;-24,68468468;10,69069069;11763,69403;6791,691692;15273,77377;-100;22297,998
"576";576;56,5;5,825825826;5,838793336;2,522522523;9,129129129;-3,933933934;15,73573574;832,1505277;437,2372372;853,4534535;231,2312312;1618,618619;20,70166509;16,3963964;25,04504505;7,927927928;33,51351351;-6,366849758;-12,51251251;-0,15015015;-24,49449449;11,83183183;11306,69135;6394,094094;14677,37738;-100;21569,06907
"577";577;56,605;5,675675676;5,615279138;2,372372372;8,828828829;-3,933933934;15,13513514;841,387524;441,4414414;861,8618619;235,4354354;1639,63964;20,47596327;16,3963964;24,68468468;8,108108108;32,79279279;-6,639804414;-12,7027027;-0,720720721;-24,3043043;11,07107107;11576,0216;6592,892893;15008,70871;-100;21966,66667
"578";578;56,7;5,675675676;5,648811936;2,372372372;8,978978979;-4,234234234;15,43543544;849,2415387;445,6456456;870,2702703;235,4354354;1648,048048;20,47345816;16,21621622;24,68468468;8,108108108;32,97297297;-6,556467947;-12,7027027;-0,34034034;-24,68468468;11,64164164;11653,24793;6592,892893;15141,24124;-100;22165,46547
"579";579;56,805;5,675675676;5,700984806;2,522522523;8,978978979;-3,933933934;15,43543544;843,4972689;445,6456456;866,0660661;239,6396396;1635,435435;20,47515886;16,21621622;24,68468468;7,927927928;32,97297297;-6,407304536;-12,32232232;-0,34034034;-24,11411411;11,45145145;11527,35352;6592,892893;15008,70871;-100;21900,4004
"580";580;56,9;5,975975976;6,031575325;2,672672673;9,279279279;-3,783783784;15,88588589;842,3025306;441,4414414;861,8618619;235,4354354;1639,63964;20,75252584;16,57657658;25,04504505;8,108108108;33,33333333;-6,052235369;-12,13213213;0,04004004;-24,11411411;11,83183183;11454,34089;6394,094094;14876,17618;-100;21966,66667
"581";581;57,005;5,675675676;5,689164466;2,372372372;9,129129129;-4,234234234;15,73573574;834,7811925;437,2372372;857,6576577;231,2312312;1622,822823;20,58381701;16,21621622;24,86486486;7,747747748;33,33333333;-6,553027744;-12,89289289;-0,34034034;-25,06506507;12,02202202;11437,83968;6460,36036;14876,17618;-100;21900,4004
"582";582;57,205;5,675675676;5,715831997;2,522522523;8,828828829;-3,633633634;15,13513514;840,478431;437,2372372;861,8618619;231,2312312;1639,63964;20,56721047;16,3963964;24,68468468;8,288288288;32,79279279;-6,545633908;-12,51251251;-0,720720721;-24,11411411;10,88088088;11565,04173;6592,892893;15008,70871;-100;21966,66667
"583";583;57,3;5,975975976;6,046281923;2,972972973;9,129129129;-3,183183183;15,28528529;847,6262975;445,6456456;870,2702703;235,4354354;1643,843844;20,65883363;16,57657658;24,86486486;8,468468468;32,97297297;-5,957573062;-11,75175175;-0,34034034;-22,97297297;10,88088088;11529,49297;6526,626627;14942,44244;-100;21966,66667
"584";584;57,405;5,825825826;5,867844454;2,522522523;9,129129129;-3,933933934;15,58558559;834,9868527;437,2372372;857,6576577;231,2312312;1627,027027;20,67431082;16,3963964;24,86486486;7,927927928;33,33333333;-6,326088362;-12,32232232;-0,15015015;-24,3043043;11,83183183;11439,35235;6394,094094;14809,90991;-100;21900,4004
"585";585;57,5;6,426426426;6,452051297;3,573573574;9,429429429;-2,282282282;15,28528529;849,0400574;445,6456456;870,2702703;239,6396396;1648,048048;20,88660186;16,75675676;24,86486486;8,828828829;32,97297297;-5,408331275;-10,8008008;-0,15015015;-21,26126126;10,31031031;11401,39244;6526,626627;14809,90991;-100;21635,33534
"586";586;57,605;6,426426426;6,3658822;3,423423423;9,279279279;-2,282282282;15,13513514;852,5634098;445,6456456;874,4744745;235,4354354;1660,660661;20,85103845;16,93693694;24,86486486;9,009009009;32,61261261;-5,591379106;-10,99099099;-0,34034034;-21,45145145;10,31031031;11571,4485;6592,892893;15074,97497;-100;22032,93293
"587";587;57,7;6,576576577;6,636857097;3,723723724;9,429429429;-1,831831832;14,98498498;854,0972959;449,8498498;878,6786787;239,6396396;1660,660661;21,01937859;17,11711712;25,04504505;9,369369369;32,79279279;-5,179837622;-10,23023023;0,04004004;-20,31031031;9,92992993;11424,78586;6526,626627;14876,17618;-100;21701,6016
"588";588;57,805;6,726726727;6,722286653;3,873873874;9,429429429;-1,681681682;15,13513514;861,4452615;449,8498498;882,8828829;239,6396396;1677,477477;21,01342264;17,11711712;25,04504505;9,369369369;32,79279279;-5,075904022;-10,23023023;0,04004004;-20,12012012;10,12012012;11541,72907;6526,626627;15008,70871;-100;21966,66667
"589";589;57,9;6,876876877;6,885393693;4,174174174;9,72972973;-1,381381381;15,28528529;858,447881;445,6456456;878,6786787;235,4354354;1673,273273;21,21969789;17,2972973;25,04504505;9,54954955;32,79279279;-4,927155706;-10,04004004;0,04004004;-19,73973974;9,92992993;11443,39161;6460,36036;14876,17618;-100;21834,13413
"590";590;58,005;6,426426426;6,453623697;3,573573574;9,279279279;-2,132132132;14,98498498;859,7081445;449,8498498;882,8828829;239,6396396;1673,273273;20,87188463;16,93693694;24,86486486;9,189189189;32,43243243;-5,430900942;-10,61061061;-0,15015015;-20,88088088;10,12012012;11608,60052;6592,892893;15074,97497;-100;22099,1992
"591";591;58,205;6,426426426;6,386731512;3,423423423;9,279279279;-2,282282282;14,98498498;869,5254442;458,2582583;891,2912913;243,8438438;1685,885886;20,7279514;16,75675676;24,68468468;9,189189189;32,43243243;-5,452317029;-10,8008008;-0,15015015;-21,07107107;10,31031031;11783,25407;6725,425425;15340,04004;-100;22430,53053
"592";592;58,3;6,126126126;6,080654372;2,672672673;9,429429429;-3,933933934;16,03603604;843,4635995;445,6456456;866,0660661;239,6396396;1627,027027;20,7590279;16,57657658;25,04504505;8,288288288;33,33333333;-5,978028364;-12,13213213;0,04004004;-23,92392392;12,02202202;11282,65835;6327,827828;14677,37738;-100;21569,06907
"593";593;58,405;6,576576577;6,627245428;3,723723724;9,429429429;-1,831831832;14,98498498;852,7109518;445,6456456;874,4744745;235,4354354;1664,864865;21,00953049;17,11711712;25,04504505;9,189189189;32,79279279;-5,234028706;-10,42042042;0,04004004;-20,5005005;10,12012012;11469,43216;6460,36036;14876,17618;-100;21834,13413
"594";594;58,5;6,726726727;6,691875251;3,723723724;9,57957958;-1,981981982;15,28528529;852,7199504;441,4414414;870,2702703;231,2312312;1664,864865;21,1289517;17,11711712;25,04504505;9,369369369;32,97297297;-5,229691496;-10,61061061;0,04004004;-20,88088088;10,5005005;11407,21474;6394,094094;14809,90991;-100;21834,13413
"595";595;58,605;6,726726727;6,660684829;3,723723724;9,57957958;-2,132132132;15,43543544;854,92155;445,6456456;874,4744745;235,4354354;1669,069069;21,07526568;16,93693694;25,04504505;9,009009009;32,97297297;-5,225319339;-10,61061061;0,23023023;-21,07107107;10,69069069;11456,21723;6394,094094;14876,17618;-100;21900,4004
"596";596;58,7;6,426426426;6,389150265;3,273273273;9,57957958;-3,033033033;15,73573574;863,519465;462,4624625;891,2912913;248,048048;1660,660661;20,7101065;16,57657658;24,86486486;8,288288288;32,97297297;-5,359078068;-10,99099099;0,42042042;-22,21221221;11,45145145;11601,22363;6526,626627;15074,97497;-100;22165,46547
"597";597;58,805;5,975975976;6,043900922;2,672672673;9,279279279;-3,783783784;15,73573574;838,374045;437,2372372;857,6576577;231,2312312;1635,435435;20,74041248;16,3963964;25,04504505;7,927927928;33,51351351;-5,907296673;-11,94194194;0,04004004;-23,54354354;11,83183183;11370,83115;6327,827828;14743,64364;-100;21834,13413
"598";598;58,9;5,825825826;5,85019945;2,522522523;9,279279279;-4,234234234;15,88588589;833,5777004;437,2372372;853,4534535;235,4354354;1618,618619;20,70785897;16,3963964;25,04504505;7,927927928;33,33333333;-6,366456949;-12,51251251;-0,15015015;-24,68468468;12,02202202;11295,33439;6327,827828;14677,37738;-100;21635,33534
"599";599;59,005;6,276276276;6,218104696;2,822822823;9,72972973;-3,933933934;16,48648649;833,8881062;437,2372372;853,4534535;231,2312312;1622,822823;20,93399184;16,57657658;25,40540541;7,747747748;34,05405405;-5,811909493;-12,13213213;0,610610611;-24,49449449;12,78278278;11270,9868;6195,295295;14611,11111;-100;21701,6016
"600";600;59,205;6,576576577;6,506821237;3,123123123;10,03003003;-3,633633634;16,63663664;835,2042092;437,2372372;857,6576577;231,2312312;1627,027027;21,10098746;16,57657658;25,58558559;7,747747748;34,41441441;-5,289465757;-11,37137137;0,800800801;-23,16316316;12,59259259;11228,35282;6062,762763;14544,84484;-100;21767,86787
"601";601;59,3;5,675675676;5,61643925;2,372372372;8,978978979;-4,234234234;15,58558559;840,1089279;441,4414414;861,8618619;235,4354354;1635,435435;20,507174;16,21621622;24,68468468;7,927927928;32,97297297;-6,634864807;-12,89289289;-0,530530531;-24,87487487;11,64164164;11585,6045;6526,626627;15074,97497;-100;22099,1992
"602";602;59,405;5,975975976;5,990600181;2,672672673;9,429429429;-3,933933934;16,03603604;843,0662573;445,6456456;866,0660661;235,4354354;1635,435435;20,70866373;16,3963964;25,04504505;7,927927928;33,51351351;-6,069093133;-12,32232232;0,23023023;-24,49449449;12,21221221;11458,94195;6394,094094;14876,17618;-100;21966,66667
"603";603;59,5;5,825825826;5,851350012;2,672672673;9,129129129;-3,783783784;15,43543544;864,9171254;462,4624625;891,2912913;248,048048;1669,069069;20,43893687;16,21621622;24,5045045;8,288288288;32,61261261;-6,110886919;-12,13213213;-0,15015015;-23,73373373;11,45145145;11833,44548;6725,425425;15406,30631;-100;22563,06306
"604";604;59,605;6,126126126;6,107187445;2,972972973;9,279279279;-3,333333333;15,43543544;853,758732;449,8498498;874,4744745;239,6396396;1652,252252;20,67382955;16,57657658;24,86486486;8,468468468;32,97297297;-5,855794466;-11,56156156;0,04004004;-22,97297297;11,26126126;11595,36347;6592,892893;15074,97497;-100;22099,1992
"605";605;59,7;6,126126126;6,113365421;2,822822823;9,429429429;-3,633633634;15,88588589;841,0710384;441,4414414;861,8618619;235,4354354;1631,231231;20,76852005;16,57657658;25,04504505;8,108108108;33,51351351;-5,885227353;-11,94194194;0,04004004;-23,73373373;11,83183183;11308,57928;6327,827828;14677,37738;-100;21635,33534
"606";606;59,805;6,276276276;6,204484564;2,972972973;9,57957958;-3,633633634;16,03603604;840,6673417;445,6456456;866,0660661;235,4354354;1627,027027;20,81649691;16,57657658;25,22522523;7,927927928;33,69369369;-5,751098458;-11,75175175;0,42042042;-23,73373373;12,21221221;11303,61551;6327,827828;14677,37738;-100;21635,33534
"607";607;59,9;5,975975976;5,951306268;2,672672673;9,279279279;-3,783783784;15,73573574;859,356514;458,2582583;887,0870871;243,8438438;1656,456456;20,54886778;16,3963964;24,68468468;8,288288288;32,97297297;-6,010151004;-12,13213213;0,04004004;-23,92392392;11,83183183;11668,77625;6526,626627;15141,24124;-100;22297,998
"608";608;60,004;5,825825826;5,86579962;2,672672673;9,129129129;-3,783783784;15,58558559;857,7684242;454,0540541;882,8828829;243,8438438;1660,660661;20,49385529;16,3963964;24,68468468;8,108108108;32,79279279;-6,135889893;-12,13213213;-0,15015015;-23,92392392;11,64164164;11722,30381;6592,892893;15207,50751;-100;22364,26426
"609";609;60,153;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"610";610;60,229;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"611";611;60,305;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"612";612;60,382;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"613";613;60,458;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"614";614;60,534;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"615";615;60,611;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"616";616;60,687;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"617";617;60,763;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"618";618;60,92;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"619";619;60,992;6,576576577;6,516187677;2,972972973;10,03003003;-3,933933934;16,93693694;832,7861358;424,6246246;849,2492492;222,8228228;1635,435435;21,14868816;16,57657658;25,58558559;7,927927928;34,41441441;-5,405918972;-11,56156156;0,610610611;-23,35335335;12,59259259;11372,87609;6062,762763;14743,64364;-100;22165,46547
"620";620;61,073;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"621";621;61,145;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"622";622;61,225;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"623";623;61,298;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"624";624;61,374;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"625";625;61,531;6,276276276;6,330449617;2,972972973;9,57957958;-3,633633634;16,18618619;840,1260964;445,6456456;861,8618619;239,6396396;1627,027027;20,87182278;16,57657658;25,22522523;8,108108108;33,69369369;-5,58178772;-11,56156156;0,23023023;-23,16316316;11,83183183;11344,68116;6327,827828;14743,64364;-100;21767,86787
"626";626;61,683;5,825825826;5,897210173;2,522522523;9,129129129;-4,084084084;15,73573574;850,2523996;449,8498498;874,4744745;239,6396396;1648,048048;20,58965682;16,3963964;24,86486486;7,927927928;33,15315315;-6,146971082;-12,32232232;0,04004004;-24,3043043;12,02202202;11590,28243;6526,626627;15074,97497;-100;22165,46547
"627";627;61,756;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"628";628;61,836;6,276276276;6,330749206;2,972972973;9,57957958;-3,483483483;16,03603604;856,5598815;454,0540541;882,8828829;239,6396396;1656,456456;20,77482761;16,57657658;25,04504505;8,108108108;33,33333333;-5,531740459;-11,56156156;0,42042042;-23,16316316;12,21221221;11563,75044;6394,094094;15008,70871;-100;22231,73173
"629";629;61,908;6,276276276;6,318228488;2,822822823;9,72972973;-3,933933934;16,48648649;841,3077157;437,2372372;861,8618619;231,2312312;1643,843844;20,97600542;16,75675676;25,22522523;8,288288288;33,51351351;-5,825501726;-11,75175175;0,23023023;-23,54354354;12,02202202;11569,0303;6327,827828;15008,70871;-100;22364,26426
"630";630;61,989;6,276276276;6,23532407;2,822822823;9,72972973;-4,084084084;16,48648649;845,2378649;441,4414414;866,0660661;235,4354354;1643,843844;20,87033313;16,57657658;25,22522523;8,108108108;33,69369369;-5,807763482;-11,94194194;0,42042042;-23,92392392;12,4024024;11538,79742;6327,827828;14942,44244;-100;22231,73173
"631";631;62,061;6,576576577;6,537056765;3,273273273;9,87987988;-3,183183183;16,33633634;849,3376386;454,0540541;874,4744745;243,8438438;1639,63964;20,98536438;16,57657658;25,22522523;8,108108108;33,69369369;-5,341731172;-11,18118118;0,610610611;-22,78278278;12,02202202;11447,82366;6261,561562;14809,90991;-100;22032,93293
"632";632;62,218;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"633";633;62,29;13,13313313;13,0916968;10,66066066;15,47547548;5,845845846;20,42042042;678,2977934;425,025025;720,1201201;255,4554555;1193,593594;27,20030891;22,13213213;32,34234234;12,07207207;42,25225225;4,341300558;-1,551551552;10,19019019;-12,95295295;21,59159159;5001,693044;3196,396396;6327,927928;639,6396396;8884,684685
"634";634;62,443;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"635";635;62,523;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"636";636;62,595;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"637";637;62,672;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"638";638;62,748;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"639";639;62,828;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"640";640;62,905;6,576576577;6,581124359;2,972972973;10,18018018;-4,084084084;17,23723724;825,8706272;428,8288288;845,045045;222,8228228;1614,414414;21,29489439;16,75675676;25,94594595;7,567567568;34,95495495;-5,462378206;-11,94194194;0,990990991;-24,49449449;13,73373373;11073,84142;5996,496496;14346,04605;-100;21502,8028
"641";641;62,977;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"642";642;63,057;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"643";643;63,21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"644";644;63,286;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"645";645;63,363;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"646";646;63,435;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"647";647;63,515;6,426426426;6,370780445;2,972972973;9,87987988;-3,933933934;16,63663664;834,070806;437,2372372;853,4534535;231,2312312;1622,822823;21,03593709;16,57657658;25,58558559;7,747747748;34,23423423;-5,610541307;-11,94194194;0,800800801;-24,3043043;12,97297297;11233,33567;6129,029029;14544,84484;-100;21701,6016
"648";648;63,588;6,276276276;6,275488309;2,972972973;9,57957958;-3,483483483;16,03603604;833,1174603;437,2372372;853,4534535;231,2312312;1622,822823;20,91079071;16,57657658;25,40540541;7,927927928;33,87387387;-5,727006577;-11,75175175;0,42042042;-23,73373373;12,21221221;11277,30096;6195,295295;14611,11111;-100;21701,6016
"649";649;63,664;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"650";650;63,74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"651";651;63,821;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"652";652;63,973;6,876876877;6,809504958;3,423423423;10,18018018;-3,183183183;16,78678679;805,136907;424,6246246;828,2282282;227,027027;1563,963964;21,5770982;17,11711712;26,12612613;8,288288288;34,77477477;-5,320556387;-11,37137137;0,800800801;-23,16316316;12,59259259;10429,58107;5797,697698;13550,85085;-100;20044,94494
"653";653;64,05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"654";654;64,126;6,726726727;6,695791911;3,573573574;9,72972973;-2,582582583;15,88588589;850,9465895;458,2582583;878,6786787;248,048048;1631,231231;20,90283851;16,75675676;25,22522523;8,288288288;33,51351351;-4,902204678;-10,42042042;0,610610611;-21,26126126;11,45145145;11261,31615;6327,827828;14611,11111;-100;21502,8028
"655";655;64,198;6,576576577;6,555079424;3,123123123;9,87987988;-3,633633634;16,63663664;806,8059819;428,8288288;828,2282282;231,2312312;1559,75976;21,3600248;16,93693694;25,76576577;8,288288288;34,59459459;-5,635708818;-11,75175175;0,610610611;-23,92392392;12,59259259;10414,831;5863,963964;13550,85085;-100;19912,41241
"656";656;64,279;6,576576577;6,521247784;3,123123123;10,03003003;-3,783783784;16,93693694;808,9450068;428,8288288;832,4324324;231,2312312;1563,963964;21,34587101;16,75675676;25,76576577;7,927927928;34,59459459;-5,654480613;-11,94194194;0,610610611;-24,11411411;12,97297297;10494,31041;5863,963964;13617,11712;-100;20111,21121
"657";657;64,351;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"658";658;64,431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"659";659;64,504;7,027027027;6,953531438;3,723723724;10,18018018;-2,582582583;16,63663664;831,2841083;441,4414414;853,4534535;235,4354354;1610,21021;21,31457225;16,75675676;25,76576577;7,927927928;34,59459459;-4,732482234;-10,61061061;0,990990991;-21,83183183;12,4024024;10973,2965;5996,496496;14213,51351;-100;21171,47147
"660";660;64,584;6,576576577;6,578385034;3,123123123;10,18018018;-3,933933934;17,08708709;825,473045;428,8288288;845,045045;227,027027;1610,21021;21,26654107;16,75675676;25,94594595;7,567567568;34,95495495;-5,419136966;-11,94194194;0,990990991;-24,49449449;13,54354354;11059,95836;5930,23023;14279,77978;-100;21436,53654
"661";661;64,737;6,276276276;6,260420042;2,822822823;9,72972973;-4,084084084;16,63663664;826,208415;428,8288288;845,045045;227,027027;1610,21021;21,04003988;16,57657658;25,58558559;7,567567568;34,41441441;-5,81651609;-12,32232232;0,610610611;-24,68468468;13,16316316;11156,94727;6129,029029;14478,57858;-100;21569,06907
"662";662;64,889;2,45245245245246;2,43598264058227;64,889;-1,61161161161161;6,37637637637638;-9,45945945945946;14,3643643643644;64,889;448,448448448449;691,660897837288;64,889;300,300300300301;680,680680680682;140,140140140141;1465,46546546547;64,889;19,5795795795796;19,5132733283377;64,889;15,6756756756757;23,4834834834835;8,01801801801803;31,1411411411411;64,889;-12,5225225225225;-12,4506017417329
"663";663;65,042;6,576576577;6,629337421;3,123123123;10,18018018;-3,933933934;17,23723724;800,1142795;424,6246246;824,024024;227,027027;1551,351351;21,53763081;16,93693694;26,12612613;7,927927928;35,13513514;-5,606490624;-11,94194194;0,800800801;-24,49449449;13,16316316;10364,04848;5731,431431;13418,31832;-100;19912,41241
"664";664;65,195;6,426426426;6,487322922;2,972972973;10,03003003;-3,933933934;16,93693694;827,3502056;433,033033;849,2492492;227,027027;1610,21021;21,18053735;16,57657658;25,76576577;7,747747748;34,77477477;-5,509428974;-11,94194194;0,990990991;-24,49449449;13,35335335;11110,46007;5996,496496;14412,31231;-100;21502,8028
"665";665;65,347;6,576576577;6,61794526;2,972972973;10,18018018;-4,084084084;17,38738739;816,688109;424,6246246;836,6366366;222,8228228;1597,597598;21,40328007;16,75675676;26,12612613;7,387387387;35,31531532;-5,461350825;-11,94194194;1,181181181;-24,87487487;14,11411411;10935,91288;5863,963964;14147,24725;-100;21237,73774
