;X;X2;optima;mean;X0.5_inf;X0.5_sup;X0.95_inf;X0.95_sup;mean.1;X0.5_inf.1;X0.5_sup.1;X0.95_inf.1;X0.95_sup.1;mean.2;X0.5_inf.2;X0.5_sup.2;X0.95_inf.2;X0.95_sup.2;mean.3;X0.5_inf.3;X0.5_sup.3;X0.95_inf.3;X0.95_sup.3;mean.4;X0.5_inf.4;X0.5_sup.4;X0.95_inf.4;X0.95_sup.4
406;406;32132,78453;6,426426426;6,475891817;3,573573574;9,429429429;-2,282282282;15,13513514;685,6312239;487,6876877;735,7357357;327,9279279;1097,297297;20,42302256;16,03603604;24,86486486;7,387387387;33,33333333;-6,003959455;-12,13213213;0,23023023;-24,11411411;12,21221221;9999,841491;5731,431431;13020,72072;-100;18984,68468
407;407;32242,28476;7,327327327;7,31634;4,324324324;10,18018018;-1,381381381;16,03603604;674,8970773;491,8918919;727,3273273;332,1321321;1067,867868;21,14170242;16,75675676;25,58558559;7,927927928;34,41441441;-5,236002798;-11,18118118;0,800800801;-22,97297297;12,59259259;9031,131751;5135,035035;11695,3954;-100;17129,22923
408;408;32297,03488;6,876876877;6,917536404;3,723723724;10,18018018;-2,732732733;16,63663664;721,1064075;466,6666667;769,3693694;285,8858859;1244,444444;21,48218003;17,11711712;25,94594595;8,468468468;34,59459459;-5,532651463;-11,56156156;0,42042042;-23,16316316;12,02202202;9551,775023;5333,833834;12424,32432;-100;18322,02202
409;409;32351,78499;7,477477477;7,535439474;4,624624625;10,33033033;-0,930930931;15,88588589;663,3635648;504,5045045;714,7147147;361,5615616;1004,804805;21,09427207;16,57657658;25,76576577;7,567567568;34,59459459;-4,801742374;-10,61061061;1,181181181;-22,21221221;12,78278278;9039,765445;5201,301301;11761,66166;-100;17195,4955
410;410;32351,78499;6,276276276;6,224327617;3,273273273;9,129129129;-2,432432432;14,83483483;688,5551037;487,6876877;739,9399399;327,9279279;1109,90991;20,254268;16,03603604;24,5045045;7,567567568;32,97297297;-6,590037012;-12,89289289;-0,34034034;-25,06506507;11,83183183;10164,13362;5863,963964;13219,51952;-100;19249,74975
411;411;32406,53511;7,177177177;7,220416119;4,174174174;10,18018018;-1,831831832;16,18618619;687,436021;491,8918919;739,9399399;332,1321321;1101,501502;21,06910327;16,3963964;25,58558559;7,567567568;34,59459459;-4,932423029;-10,8008008;0,990990991;-22,4024024;12,59259259;9577,002484;5400,1001;12424,32432;-100;18255,75576
412;412;32461,28522;7,477477477;7,403738411;4,624624625;10,33033033;-1,081081081;16,03603604;660,0444535;496,0960961;710,5105105;348,9489489;1009,009009;21,3315998;16,93693694;25,76576577;8,108108108;34,41441441;-5,174114987;-11,18118118;0,800800801;-22,78278278;12,59259259;8808,04604;5002,502503;11430,33033;-100;16731,63163
413;413;32516,03534;7,327327327;7,285918863;4,174174174;10,33033033;-1,831831832;16,48648649;709,5772954;479,2792793;756,7567568;306,9069069;1185,585586;21,51030392;17,11711712;25,94594595;8,288288288;34,59459459;-4,780064744;-10,42042042;0,990990991;-21,64164164;12,21221221;9506,110706;5333,833834;12358,05806;-100;18189,48949
414;414;32570,78545;7,327327327;7,278167033;4,324324324;10,33033033;-1,531531532;16,18618619;682,974691;487,6876877;735,7357357;327,9279279;1097,297297;21,52103194;17,11711712;25,76576577;8,648648649;34,23423423;-4,993880881;-10,61061061;0,800800801;-21,83183183;11,83183183;9310,651912;5267,567568;12092,99299;-100;17791,89189
415;415;32570,78545;5,375375375;5,411832815;2,222222222;8,678678679;-4,084084084;14,98498498;826,9342371;441,4414414;849,2492492;239,6396396;1593,393393;20,52460442;16,3963964;24,68468468;8,288288288;32,79279279;-6,916634001;-12,89289289;-0,910910911;-24,68468468;10,88088088;10687,09059;6195,295295;13882,18218;-100;20177,47748
416;416;32680,28568;7,327327327;7,340517993;4,324324324;10,33033033;-1,531531532;16,18618619;677,5371083;491,8918919;727,3273273;336,3363363;1067,867868;21,20388553;16,75675676;25,76576577;7,747747748;34,59459459;-4,995674593;-10,8008008;0,800800801;-22,02202202;12,02202202;8989,343597;5135,035035;11695,3954;-100;17129,22923
417;417;32735,03579;7,477477477;7,506967657;4,624624625;10,48048048;-1,231231231;16,18618619;684,1606077;491,8918919;735,7357357;332,1321321;1088,888889;21,70068424;17,2972973;25,94594595;8,828828829;34,59459459;-4,787027302;-10,42042042;0,800800801;-21,26126126;11,83183183;9034,466025;5135,035035;11761,66166;-100;17195,4955
418;418;32789,78591;7,027027027;7,024884293;3,873873874;10,18018018;-2,432432432;16,33633634;723,5185959;487,6876877;773,5735736;311,1111111;1215,015015;21,37448879;16,93693694;25,94594595;8,108108108;34,59459459;-5,004606123;-10,99099099;0,800800801;-22,4024024;12,21221221;9443,136924;5267,567568;12291,79179;-100;18123,22322
419;419;32789,78591;6,276276276;6,219200128;3,423423423;9,129129129;-2,282282282;14,68468468;695,9186082;491,8918919;748,3483483;323,7237237;1126,726727;20,24375666;16,03603604;24,5045045;7,747747748;32,79279279;-6,463519425;-12,51251251;-0,34034034;-24,49449449;11,45145145;10244,2083;5996,496496;13352,05205;-33,73373373;19382,28228
420;420;33008,78637;7,477477477;7,442358974;4,474474474;10,33033033;-1,381381381;16,33633634;669,942282;491,8918919;718,9189189;340,5405405;1046,846847;21,62819847;17,2972973;26,12612613;8,648648649;34,77477477;-5,017798289;-10,99099099;0,800800801;-22,59259259;12,4024024;8764,488765;5002,502503;11364,06406;-100;16665,36537
421;421;33008,78637;7,627627628;7,582970066;4,774774775;10,48048048;-0,930930931;16,03603604;663,6760746;504,5045045;714,7147147;361,5615616;1009,009009;21,54259051;17,11711712;25,94594595;8,468468468;34,77477477;-4,813035322;-10,8008008;0,990990991;-22,21221221;12,4024024;8666,273754;5068,768769;11297,7978;-33,73373373;16400,3003
422;422;33008,78637;5,375375375;5,394215295;2,222222222;8,528528529;-3,933933934;14,68468468;834,4319757;445,6456456;857,6576577;239,6396396;1610,21021;20,51249475;16,3963964;24,5045045;8,468468468;32,43243243;-6,911619801;-12,89289289;-1,101101101;-24,3043043;10,5005005;10833,90815;6327,827828;14080,98098;-33,73373373;20442,54254
423;423;33063,53648;7,177177177;7,143333984;4,174174174;10,03003003;-1,681681682;15,88588589;689,6060037;487,6876877;739,9399399;327,9279279;1114,114114;21,23728706;16,93693694;25,40540541;8,648648649;33,87387387;-5,269715458;-10,99099099;0,610610611;-22,4024024;11,83183183;9583,060086;5466,366366;12424,32432;-100;18189,48949
424;424;33118,2866;7,177177177;7,250782947;4,174174174;10,33033033;-1,981981982;16,33633634;708,7918657;479,2792793;756,7567568;306,9069069;1185,585586;21,28077965;16,75675676;25,76576577;7,927927928;34,59459459;-4,757772696;-10,61061061;0,990990991;-22,02202202;12,4024024;9564,392233;5400,1001;12424,32432;-100;18255,75576
425;425;33118,2866;7,477477477;7,501552197;4,324324324;10,63063063;-1,831831832;16,78678679;698,5195625;479,2792793;748,3483483;315,3153153;1151,951952;21,80554393;17,2972973;26,30630631;8,468468468;35,31531532;-4,624539039;-10,23023023;0,990990991;-21,26126126;11,83183183;8849,368395;5002,502503;11496,5966;-100;16864,16416
426;426;33173,03671;7,177177177;7,128391638;4,024024024;10,33033033;-2,132132132;16,33633634;701,0939695;475,0750751;748,3483483;306,9069069;1168,768769;21,60277565;17,2972973;25,94594595;8,828828829;34,41441441;-5,209927744;-10,99099099;0,42042042;-22,21221221;11,64164164;9180,211704;5135,035035;11894,19419;-100;17593,09309
427;427;33227,78683;7,027027027;6,968798331;3,723723724;10,18018018;-2,582582583;16,63663664;740,0167769;466,6666667;786,1861862;281,6816817;1299,099099;21,61898431;17,2972973;25,94594595;8,648648649;34,41441441;-5,301011381;-11,18118118;0,42042042;-22,4024024;11,64164164;9584,856279;5333,833834;12424,32432;-100;18388,28829
428;428;33227,78683;5,375375375;5,400653065;2,372372372;8,528528529;-3,783783784;14,68468468;848,1876901;458,2582583;874,4744745;248,048048;1627,027027;20,1503473;16,03603604;24,32432432;7,747747748;32,61261261;-6,937580475;-13,08308308;-0,910910911;-24,87487487;11,07107107;11226,62609;6725,425425;14611,11111;165,0650651;21171,47147
429;429;33282,53694;6,876876877;6,832811156;3,723723724;10,03003003;-2,582582583;16,18618619;787,8805769;487,6876877;832,4324324;294,2942943;1395,795796;21,09762274;16,75675676;25,40540541;8,108108108;34,05405405;-4,939844404;-10,61061061;0,800800801;-21,83183183;11,83183183;9882,204669;5532,632633;12821,92192;-100;18852,15215
430;430;33337,28706;7,327327327;7,38105742;4,324324324;10,33033033;-1,531531532;16,33633634;677,291759;483,4834835;727,3273273;327,9279279;1084,684685;21,51433451;17,11711712;25,94594595;8,288288288;34,59459459;-4,879852714;-10,8008008;0,990990991;-22,21221221;12,4024024;9070,742843;5068,768769;11761,66166;-100;17328,02803
431;431;33392,03717;7,477477477;7,422096578;4,474474474;10,48048048;-1,531531532;16,48648649;693,503346;479,2792793;744,1441441;311,1111111;1139,339339;21,54394647;17,11711712;26,12612613;8,288288288;34,95495495;-4,73316861;-10,61061061;0,990990991;-22,02202202;12,4024024;8948,995492;5135,035035;11629,12913;-100;16996,6967
432;432;33446,78729;7,327327327;7,265135364;4,024024024;10,63063063;-2,432432432;17,08708709;728,4829945;462,4624625;773,5735736;281,6816817;1269,66967;21,75814996;17,2972973;26,30630631;8,468468468;35,13513514;-4,614006764;-10,23023023;1,181181181;-21,45145145;12,4024024;9853,442626;5333,833834;12755,65566;-100;19050,95095
433;433;33446,78729;5,825825826;5,799509518;2,672672673;8,828828829;-3,333333333;14,83483483;850,2200992;458,2582583;874,4744745;248,048048;1627,027027;20,53556647;16,3963964;24,68468468;8,288288288;32,79279279;-6,465747843;-12,32232232;-0,530530531;-23,92392392;11,07107107;10971,35889;6526,626627;14279,77978;98,7987988;20707,60761
434;434;33556,28752;7,327327327;7,274308958;4,324324324;10,18018018;-1,531531532;16,03603604;703,9942846;500,3003003;756,7567568;332,1321321;1135,135135;21,15215649;16,75675676;25,58558559;7,927927928;34,23423423;-5,004365623;-10,8008008;0,800800801;-22,21221221;12,21221221;9381,180658;5400,1001;12225,52553;-100;17791,89189
435;435;33611,03763;7,327327327;7,260958931;4,174174174;10,33033033;-1,981981982;16,48648649;714,8504431;475,0750751;765,1651652;298,4984985;1210,810811;21,59072927;17,11711712;25,94594595;8,468468468;34,77477477;-4,671864458;-10,42042042;0,990990991;-21,45145145;12,02202202;9410,838931;5333,833834;12225,52553;-100;17990,69069
436;436;33665,78775;7,777777778;7,711393903;5,075075075;10,48048048;-0,33033033;15,88588589;652,6509798;512,9129129;702,1021021;378,3783784;954,3543544;21,02691203;16,3963964;25,76576577;7,207207207;34,77477477;-4,40189805;-10,42042042;1,561561562;-22,02202202;13,35335335;8805,524487;5135,035035;11430,33033;-33,73373373;16599,0991
437;437;33665,78775;5,375375375;5,355022363;2,222222222;8,378378378;-3,783783784;14,53453453;853,1874295;462,4624625;878,6786787;252,2522523;1631,231231;20,05833878;15,85585586;24,14414414;7,747747748;32,43243243;-6,976582974;-13,08308308;-0,910910911;-24,87487487;11,07107107;11176,02155;6791,691692;14544,84484;297,5975976;21038,93894
438;438;33720,53786;7,177177177;7,171456403;4,024024024;10,18018018;-2,132132132;16,33633634;721,2608001;479,2792793;769,3693694;306,9069069;1219,219219;21,52869904;17,11711712;25,94594595;8,468468468;34,41441441;-4,858474563;-10,61061061;0,800800801;-21,64164164;12,02202202;9265,037138;5135,035035;12026,72673;-100;17791,89189
439;439;33775,28797;7,477477477;7,521390757;4,624624625;10,48048048;-1,081081081;16,18618619;683,7232615;496,0960961;735,7357357;336,3363363;1080,48048;21,44299563;17,11711712;25,94594595;8,468468468;34,59459459;-4,592526354;-10,23023023;0,990990991;-21,07107107;12,02202202;9098,344535;5201,301301;11827,92793;-100;17261,76176
440;440;33830,03809;7,027027027;7,03974067;3,873873874;10,18018018;-2,282282282;16,48648649;723,3287817;475,0750751;769,3693694;298,4984985;1236,036036;21,26854385;16,75675676;25,76576577;7,927927928;34,59459459;-4,88119416;-10,42042042;0,800800801;-21,45145145;11,83183183;9818,946969;5532,632633;12755,65566;-100;18719,61962
441;441;33884,7882;5,375375375;5,411246229;2,372372372;8,378378378;-3,633633634;14,38438438;852,9238428;462,4624625;878,6786787;252,2522523;1627,027027;20,06783449;15,85585586;24,14414414;7,747747748;32,25225225;-6,788305544;-12,7027027;-0,910910911;-24,3043043;10,69069069;11259,59568;6857,957958;14677,37738;297,5975976;21237,73774
442;442;34049,03855;5,825825826;5,860886561;2,822822823;8,978978979;-3,183183183;14,98498498;843,3218883;454,0540541;870,2702703;248,048048;1614,414414;20,63396991;16,57657658;24,86486486;8,468468468;32,79279279;-6,302052492;-12,13213213;-0,530530531;-23,35335335;10,88088088;10985,78521;6460,36036;14279,77978;32,53253253;20707,60761
443;443;34103,78866;2,592592593;2,65223647;-1,051051051;6,236236236;-8,198198198;13,38338338;737,2185483;344,3443443;736,7367367;172,1721722;1509,50951;19,79572979;16,27627628;23,18318318;9,51951952;29,93993994;-12,69441408;-19,36936937;-5,855855856;-32,52252252;7,117117117;9772,903971;5161,961962;12611,61161;0;19005,40541
444;444;34103,78866;6,726726727;6,682929558;3,873873874;9,57957958;-1,981981982;15,28528529;706,3413661;491,8918919;756,7567568;323,7237237;1151,951952;20,56295719;16,21621622;24,86486486;7,927927928;33,33333333;-5,462291107;-11,37137137;0,42042042;-22,78278278;12,02202202;10156,45338;5930,23023;13219,51952;-33,73373373;19183,48348
445;445;34158,53878;7,477477477;7,452347223;4,324324324;10,63063063;-1,831831832;16,78678679;674,4219028;475,0750751;723,1231231;315,3153153;1093,093093;22,00725324;17,65765766;26,48648649;8,828828829;35,13513514;-4,824764415;-10,42042042;0,800800801;-21,45145145;11,83183183;8609,398001;4803,703704;11165,26527;-100;16466,56657
446;446;34158,53878;7,327327327;7,344804405;4,324324324;10,48048048;-1,831831832;16,48648649;700,7635035;475,0750751;748,3483483;306,9069069;1164,564565;21,57769522;17,11711712;26,12612613;8,288288288;34,77477477;-4,720601649;-10,42042042;0,800800801;-21,26126126;11,83183183;9277,159013;5135,035035;12026,72673;-100;17791,89189
447;447;34158,53878;6,426426426;6,482202113;3,423423423;9,57957958;-2,732732733;15,73573574;842,3504011;466,6666667;874,4744745;256,4564565;1597,597598;20,98794958;16,75675676;25,22522523;8,468468468;33,51351351;-5,377599446;-11,18118118;0,42042042;-22,4024024;11,64164164;10449,10313;5996,496496;13550,85085;-100;19846,14615
448;448;34213,28889;7,777777778;7,709685257;4,624624625;10,78078078;-1,381381381;16,78678679;661,4737234;479,2792793;710,5105105;327,9279279;1046,846847;22,26797258;17,83783784;26,84684685;9,009009009;35,4954955;-4,517164379;-10,04004004;1,181181181;-21,07107107;12,02202202;8296,283008;4671,171171;10767,66767;-100;15803,9039
449;449;34213,28889;6,726726727;6,788396365;3,723723724;9,72972973;-2,132132132;15,73573574;704,1876364;483,4834835;756,7567568;311,1111111;1164,564565;20,83205968;16,3963964;25,40540541;7,567567568;34,05405405;-5,550903571;-11,75175175;0,610610611;-23,73373373;12,78278278;9895,829132;5731,431431;12888,18819;-100;18719,61962
450;450;34268,03901;7,627627628;7,594942111;4,474474474;10,78078078;-1,831831832;16,93693694;687,1734629;470,8708709;735,7357357;302,7027027;1139,339339;22,01212512;17,47747748;26,66666667;8,468468468;35,4954955;-4,323369748;-9,65965966;1,181181181;-20,31031031;11,83183183;8770,142898;4869,96997;11364,06406;-100;16797,8979
451;451;34268,03901;5,675675676;5,711702668;2,522522523;8,978978979;-3,933933934;15,43543544;840,6346749;454,0540541;866,0660661;248,048048;1610,21021;20,61212086;16,3963964;24,86486486;8,108108108;33,15315315;-6,41742276;-12,32232232;-0,34034034;-23,92392392;11,26126126;10794,84998;6129,029029;14014,71471;-100;20575,07508
452;452;34322,78912;5,675675676;5,676954668;2,522522523;8,828828829;-3,633633634;15,13513514;837,9565108;445,6456456;861,8618619;239,6396396;1614,414414;20,55267848;16,3963964;24,68468468;8,288288288;32,97297297;-6,744359326;-12,7027027;-0,720720721;-24,49449449;10,88088088;11091,45611;6394,094094;14412,31231;-100;20972,67267
453;453;34377,53924;6,126126126;6,053625349;2,972972973;9,129129129;-3,183183183;15,28528529;832,3987797;449,8498498;857,6576577;243,8438438;1589,189189;20,92117348;16,93693694;25,04504505;8,828828829;33,15315315;-5,984844348;-11,56156156;-0,34034034;-22,59259259;10,69069069;10462,9098;6062,762763;13617,11712;-100;19779,87988
454;454;34432,28935;7,627627628;7,677775941;4,624624625;10,63063063;-1,231231231;16,48648649;670,6537904;487,6876877;723,1231231;332,1321321;1063,663664;21,63695879;16,93693694;26,30630631;7,747747748;35,4954955;-4,255856915;-9,84984985;1,371371371;-20,88088088;12,21221221;8819,291086;5002,502503;11430,33033;-100;16797,8979
455;455;34432,28935;7,927927928;7,963843779;5,375375375;10,63063063;0,12012012;15,88588589;637,1901382;508,7087087;685,2852853;382,5825826;920,7207207;21,35790312;16,57657658;26,12612613;7,387387387;35,4954955;-4,206616911;-10,23023023;1,751751752;-21,83183183;13,35335335;8070,941706;4737,437437;10502,6026;-33,73373373;15273,77377
456;456;34432,28935;5,375375375;5,334867601;2,072072072;8,528528529;-4,234234234;14,98498498;843,2760025;445,6456456;866,0660661;235,4354354;1635,435435;20,27719741;16,21621622;24,5045045;7,927927928;32,61261261;-7,013281692;-13,27327327;-0,910910911;-25,25525526;11,07107107;11611,21417;6659,159159;15074,97497;-100;21966,66667
457;457;34487,03947;7,477477477;7,480602077;4,624624625;10,33033033;-1,081081081;16,03603604;663,7794416;500,3003003;714,7147147;357,3573574;1013,213213;21,10499273;16,3963964;25,76576577;7,387387387;34,95495495;-4,680249419;-10,42042042;1,181181181;-21,83183183;12,4024024;8962,748022;5201,301301;11629,12913;-33,73373373;16930,43043
458;458;34541,78958;3,433433433;3,441196373;-0,49049049;7,497497497;-8,338338338;15,34534535;772,6110911;384,3843844;784,7847848;196,1961962;1541,541542;19,52110573;15,37537538;23,63363363;7,267267267;31,89189189;-10,64107228;-17,92792793;-3,333333333;-31,98198198;10,72072072;9906,449652;5631,231231;12846,24625;0;18829,42943
459;459;34541,78958;2,312312312;2,302336316;-1,331331331;5,955955956;-8,618618619;13,1031031;729,1280753;312,3123123;712,7127127;144,1441441;1553,553554;19,31160365;15,67567568;22,88288288;8,468468468;30,09009009;-12,88105859;-19,36936937;-6,396396396;-31,98198198;6,396396396;11913,29814;5865,865866;15251,25125;0;23698,0981
460;460;34651,28981;2,032032032;2,088239095;-1,611611612;5,815815816;-8,898898899;12,96296296;726,6941826;312,3123123;712,7127127;148,1481481;1541,541542;19,11642627;15,37537538;22,73273273;8,168168168;29,93993994;-12,62177827;-19,00900901;-6,216216216;-31,62162162;6,216216216;11438,96338;5807,207207;14723,32332;0;22524,92492
461;461;34706,03993;2,452452452;2,423288412;-1,331331331;6,096096096;-8,618618619;13,38338338;792,0989275;396,3963964;804,8048048;200,2002002;1577,577578;18,85221904;14,77477477;23,03303303;6,666666667;30,99099099;-11,55897701;-18,28828829;-4,954954955;-31,26126126;8,018018018;10648,87723;5865,865866;13784,78478;0;20471,87187
462;462;34706,03993;2,312312312;2,322893642;-1,611611612;6,376376376;-9,459459459;14,08408408;751,8026596;352,3523524;752,7527528;172,1721722;1537,537538;18,61938212;14,77477477;22,43243243;7,267267267;30,09009009;-12,42646184;-19,54954955;-5,315315315;-33,42342342;8,558558559;11067,49039;6041,841842;14312,71271;0;21293,09309
463;463;34760,79004;2,592592593;2,645466244;-1,331331331;6,516516517;-9,039039039;14,22422422;730,4711105;344,3443443;732,7327327;172,1721722;1493,493493;19,39838541;15,52552553;23,33333333;7,717717718;30,99099099;-12,47640605;-19,36936937;-5,495495495;-32,7027027;7,837837838;10264,69787;5631,231231;13315,51552;0;19767,96797
464;464;34760,79004;7,327327327;7,290982967;4,174174174;10,48048048;-1,981981982;16,63663664;702,898749;470,8708709;748,3483483;302,7027027;1181,381381;21,85991998;17,47747748;26,12612613;9,009009009;34,77477477;-4,869406456;-10,42042042;0,610610611;-21,26126126;11,45145145;8977,86927;5068,768769;11629,12913;-100;17129,22923
465;465;34815,54016;7,777777778;7,710649518;4,624624625;10,78078078;-1,381381381;16,78678679;688,3533428;470,8708709;735,7357357;306,9069069;1135,135135;22,03695457;17,47747748;26,66666667;8,288288288;35,67567568;-4,247942015;-9,84984985;1,181181181;-20,5005005;12,02202202;8722,321849;4936,236236;11297,7978;-100;16599,0991
466;466;34815,54016;7,627627628;7,674690491;4,474474474;10,78078078;-1,681681682;17,08708709;689,963046;466,6666667;735,7357357;302,7027027;1151,951952;22,09201077;17,47747748;26,66666667;8,648648649;35,67567568;-4,027073505;-9,279279279;1,181181181;-19,35935936;11,45145145;8736,860547;4869,96997;11364,06406;-100;16797,8979
467;467;34870,29027;7,477477477;7,499067849;4,474474474;10,63063063;-1,681681682;16,78678679;684,5846502;479,2792793;735,7357357;315,3153153;1118,318318;21,75754911;17,11711712;26,30630631;8,108108108;35,31531532;-4,492284876;-10,04004004;0,990990991;-20,88088088;11,83183183;9137,695921;5135,035035;11894,19419;-100;17460,56056
468;468;34870,29027;7,027027027;7,085802455;4,324324324;9,72972973;-0,930930931;15,13513514;649,5798975;508,7087087;702,1021021;369,96997;958,5585586;20,38899446;15,85585586;24,86486486;7,027027027;33,69369369;-5,641115226;-11,94194194;0,800800801;-24,49449449;13,35335335;9191,805527;5267,567568;11960,46046;-100;17460,56056
469;469;34925,04038;7,327327327;7,364527317;4,324324324;10,48048048;-1,831831832;16,63663664;706,9050677;462,4624625;752,5525526;290,0900901;1206,606607;21,6912468;17,11711712;26,12612613;8,288288288;34,95495495;-4,348140196;-9,84984985;0,990990991;-20,31031031;11,64164164;9084,557711;5002,502503;11761,66166;-100;17460,56056
470;470;34979,7905;7,177177177;7,185239427;4,024024024;10,48048048;-2,282282282;16,78678679;721,1790652;470,8708709;769,3693694;294,2942943;1236,036036;21,40196171;16,75675676;25,94594595;7,747747748;35,13513514;-4,72247077;-10,42042042;0,800800801;-21,45145145;11,83183183;9458,716866;5400,1001;12291,79179;-100;17990,69069
471;471;35034,54061;7,477477477;7,409158932;4,324324324;10,63063063;-1,831831832;16,78678679;714,3729174;475,0750751;760,960961;298,4984985;1206,606607;22,09633595;17,83783784;26,48648649;9,189189189;34,95495495;-4,689173113;-10,04004004;0,610610611;-20,5005005;11,07107107;9028,535331;5135,035035;11761,66166;-100;17195,4955
472;472;35089,29073;7,777777778;7,71242244;4,474474474;10,93093093;-1,831831832;17,38738739;718,3567446;454,0540541;760,960961;277,4774775;1248,648649;22,30202574;17,65765766;26,84684685;8,648648649;36,03603604;-3,823929915;-8,898898899;1,371371371;-18,97897898;11,45145145;8870,02411;4936,236236;11496,5966;-100;17062,96296
473;473;35089,29073;5,825825826;5,851922886;2,672672673;9,129129129;-3,633633634;15,43543544;837,5737261;445,6456456;861,8618619;239,6396396;1618,618619;20,55785304;16,21621622;24,86486486;7,927927928;33,33333333;-6,259446666;-12,32232232;-0,15015015;-24,11411411;11,64164164;11272,43395;6460,36036;14611,11111;-100;21370,27027
474;474;35144,04084;7,477477477;7,436603128;4,324324324;10,48048048;-1,681681682;16,48648649;664,4192789;487,6876877;714,7147147;336,3363363;1042,642643;21,75563568;17,2972973;26,30630631;8,468468468;35,13513514;-5,001246948;-10,61061061;0,610610611;-21,64164164;11,45145145;8571,123885;4869,96997;11165,26527;-100;16334,03403
475;475;35253,54107;7,477477477;7,499716281;4,474474474;10,63063063;-1,681681682;16,78678679;692,2572619;483,4834835;744,1441441;315,3153153;1130,930931;21,62313168;17,11711712;26,30630631;8,108108108;35,31531532;-4,287825362;-9,65965966;0,990990991;-19,92992993;11,45145145;9245,285307;5201,301301;12026,72673;-100;17725,62563
476;476;35308,29119;6,126126126;6,130192707;2,822822823;9,429429429;-3,633633634;15,88588589;844,9150187;454,0540541;870,2702703;243,8438438;1618,618619;20,70273535;16,21621622;25,22522523;7,387387387;33,87387387;-5,847204554;-12,13213213;0,42042042;-24,3043043;12,78278278;10933,19724;6394,094094;14213,51351;-33,73373373;20641,34134
477;477;35363,0413;7,477477477;7,477855985;4,324324324;10,78078078;-2,132132132;17,23723724;744,9476953;483,4834835;790,3903904;302,7027027;1282,282282;21,83796014;17,11711712;26,48648649;8,108108108;35,67567568;-4,114067463;-9,469469469;1,181181181;-19,73973974;11,64164164;9251,764966;5333,833834;12026,72673;-100;17526,82683
478;478;35472,54153;7,927927928;7,864689688;4,774774775;11,08108108;-1,381381381;17,23723724;701,9306005;466,6666667;748,3483483;298,4984985;1185,585586;22,40849375;17,83783784;27,02702703;8,648648649;36,03603604;-3,643728984;-8,518518519;1,371371371;-18,40840841;11,07107107;8878,051948;4869,96997;11496,5966;-100;17062,96296
479;479;35527,29165;7,327327327;7,356748809;4,174174174;10,63063063;-2,282282282;16,93693694;720,427288;462,4624625;765,1651652;281,6816817;1248,648649;21,7988287;17,11711712;26,30630631;8,108108108;35,31531532;-4,555586783;-10,04004004;0,990990991;-20,88088088;11,64164164;9461,794906;5267,567568;12291,79179;-100;18123,22322
480;480;35527,29165;6,276276276;6,231026689;3,123123123;9,429429429;-3,033033033;15,58558559;849,140981;466,6666667;878,6786787;256,4564565;1610,21021;20,60032449;16,03603604;25,04504505;7,387387387;33,87387387;-5,542162564;-11,56156156;0,610610611;-23,35335335;12,4024024;10655,57441;6460,36036;13815,91592;231,3313313;20044,94494
481;481;35582,04176;7,177177177;7,12322795;3,873873874;10,48048048;-2,582582583;16,93693694;753,11966;466,6666667;798,7987988;277,4774775;1336,936937;21,87640825;17,47747748;26,12612613;9,009009009;34,59459459;-5,036237202;-10,61061061;0,42042042;-21,26126126;11,26126126;9444,769846;5333,833834;12225,52553;-100;17990,69069
482;482;35691,54199;7,327327327;7,302562309;4,024024024;10,48048048;-2,282282282;16,78678679;719,6401372;479,2792793;769,3693694;306,9069069;1215,015015;21,7376383;17,11711712;26,30630631;8,288288288;35,31531532;-4,491899592;-10,04004004;0,990990991;-20,69069069;11,64164164;9132,107634;5135,035035;11827,92793;-100;17460,56056
483;483;35746,29211;7,627627628;7,598877112;4,474474474;10,63063063;-1,681681682;16,78678679;670,3941001;479,2792793;723,1231231;319,5195195;1076,276276;22,03561604;17,47747748;26,66666667;8,468468468;35,4954955;-4,551926939;-10,04004004;0,990990991;-20,88088088;11,83183183;8690,203309;4936,236236;11297,7978;-100;16599,0991
484;484;35746,29211;7,327327327;7,364235602;4,924924925;9,87987988;-0,03003003;14,83483483;671,9941005;517,1171171;723,1231231;374,1741742;1009,009009;20,43806001;15,85585586;24,86486486;7,207207207;33,69369369;-4,170383159;-9,65965966;1,181181181;-20,12012012;11,83183183;9271,245929;5797,697698;12026,72673;496,3963964;17394,29429
485;485;35801,04222;7,627627628;7,639689687;4,474474474;10,78078078;-1,681681682;16,93693694;698,4175391;466,6666667;748,3483483;294,2942943;1177,177177;21,96526957;17,2972973;26,48648649;8,108108108;35,67567568;-3,907279188;-9,089089089;1,371371371;-19,35935936;11,45145145;9062,922149;5002,502503;11761,66166;-100;17460,56056
486;486;35855,79234;7,327327327;7,360999921;4,474474474;10,18018018;-1,231231231;15,88588589;652,3030363;500,3003003;706,3063063;357,3573574;987,987988;21,44036593;16,93693694;25,76576577;8,288288288;34,59459459;-5,54763738;-11,37137137;0,23023023;-22,78278278;11,64164164;8379,514317;4869,96997;10900,2002;-100;15870,17017
487;487;35910,54245;7,627627628;7,556896516;4,474474474;10,78078078;-1,831831832;16,93693694;733,5243612;462,4624625;777,7777778;281,6816817;1286,486486;22,02914674;17,47747748;26,48648649;8,648648649;35,4954955;-4,323434281;-9,84984985;1,181181181;-20,69069069;12,02202202;9247,529174;5267,567568;12026,72673;-100;17659,35936
