;X;Age;mean;X0.5_inf;mean.1;X0.5_inf.1;mean.2;X0.5_inf.2;mean.3;X0.5_inf.3;mean.4;X0.5_inf.4
163;X51735.7289608875;51735,72896;3,204;3,222829813;573,2;268,2554513;21,16;4,648433012;-22,7;7,154113167;7518,8;4255,454971
164;X51990.9422446191;51990,94224;6,606;2,788929774;597,4;285,5087192;18,08;4,814840815;-16,74;7,725779883;8762,2;4683,239342
165;X52246.1555283507;52246,15553;3,196;4,07550542;553;280,6813782;18,98;4,917780623;-18;7,28272797;7092,6;4728,474043
166;X52807.6247525603;52807,62475;-3,03;4,150412974;571,2;265,9253352;22,02;4,65047735;-21,44;6,605963415;6853,2;4248,334826
167;X53062.8380362919;53062,83804;3,412;4,665137202;513,8;261,4334845;22,22;4,751228615;-19,98;6,473406208;5284,8;4181,635377
168;X53267.0086632772;53267,00866;-0,286;3,086922495;468,6;272,485006;17,96;4,503131341;-26,18;6,237923986;6519;4184,401115
169;X53420.1366335162;53420,13663;0,264;4,509131034;468,6;271,4090368;17,96;4,520057106;-26,18;6,232080851;6519;4212,202552
170;X53675.3499172478;53675,34992;0,542;3,848074248;329;263,2638625;18,76;4,412387465;-27,72;6,227949354;4172,2;3931,617671
171;X53930.5632009795;53930,5632;2,356;3,437495304;481,4;278,3712746;16,52;4,689832967;-27,6;6,389336926;7902,2;4363,176826
172;X54440.9897684427;54440,98977;-3,92;2,820049017;429,2;270,9185068;19,12;4,598451312;-28,58;6,149402818;5934,8;4176,603473
173;X54696.2030521743;54696,20305;-3,92;3,544499938;468,6;275,5599597;17,96;4,555396321;-26,18;6,277518898;6519;4260,732107
174;X54951.416335906;54951,41634;-3,3;2,634568319;322,4;253,8993362;20,26;4,626036052;-30,28;6,04561003;4007,6;3868,163082
175;X55257.6722763839;55257,67228;3,946;4,99613975;228;259,3083518;18,28;4,46011482;-29,32;6,125129188;2938;3902,777875
176;X55359.7575898766;55359,75759;-1,96;3,587761149;444;284,4378691;16,76;4,58612702;-24,12;6,748333489;5871,6;4233,695458
177;X55461.8429033692;55461,8429;-3,202;4,424310948;334,6;260,110243;17,64;4,505232841;-27,64;6,294682178;4432,8;3972,010545
178;X55512.8855601155;55512,88556;11,124;4,553954166;317,2;253,967511;19,6;4,594195719;-28,78;6,164361676;3999,4;3870,603492
179;X55563.9282168619;55563,92822;-4,68;3,732241761;442,4;285,7555497;16,94;4,584089735;-24,66;6,967505739;5734;4114,891802
180;X55768.0988438472;55768,09884;-5,84;2,612164913;329;253,041173;18,76;4,399065474;-27,72;6,087427729;4172,2;3853,992492
181;X55870.1841573398;55870,18416;-1,538;3,462080268;686;277,9439955;13,54;4,986989905;-16,66;6,685947179;8945,6;4051,805826
182;X55921.2268140861;55921,22681;-7,048;2,612167039;320,6;252,6908376;18,58;4,567477449;-27,86;6,08054708;4181,4;3869,378617
183;X55972.2694708325;55972,26947;-5,644;2,679725375;343,2;260,3491637;18,4;4,475205479;-27,22;6,22680001;4473,4;3926,518287
184;X56023.3121275788;56023,31213;-7,262;3,169460126;363,2;253,222422;13,98;4,859687959;-29,86;6,405926264;8190,6;4128,690071
185;X56176.4400978178;56176,4401;3,548;2,708015065;896,6;238,5487394;19,02;4,539745604;-8,84;5,067434668;11161,8;3439,752195
186;X56278.5254113104;56278,52541;-5,09;3,999735978;468,8;270,4314612;17,5;4,478048875;-24,36;6,360029584;6030,4;3987,755839
187;X56380.6107248031;56380,61072;3,774;2,603041121;1109,2;280,1568268;18,94;4,554683986;-8,14;5,067516453;12740,4;3782,522899
188;X56482.6960382957;56482,69604;2,98;2,529761288;585,2;261,9687365;22,64;4,306323491;-14,88;5,707037783;7765,8;3730,31637
189;X56533.738695042;56533,7387;5,488;3,347269055;438,8;267,8705499;17,02;4,796338769;-23,88;6,679217472;5795,6;4078,632941
190;X56686.866665281;56686,86667;1,28;2,594808841;815;262,0007259;19,66;4,64556173;-14,02;6,048433301;9376,6;3655,3045
191;X56788.9519787737;56788,95198;3,2;4,006543982;348,4;258,092705;18,14;4,495692473;-27,46;6,2237283;4549,4;3967,092463
192;X56891.0372922663;56891,03729;3,364333397;3,167827933;735;288,0016984;17,64000001;5,805111587;-9,079999924;9,639760442;7709;3831,965604
193;X56993.122605759;56993,12261;-0,992;3,293990828;411,8;267,468156;18,4;4,403264481;-25,8;6,257366414;5329,8;3945,986626
194;X57044.1652625053;57044,16526;-1,424;3,709810277;496,8;270,0084203;17,88;4,543728287;-26,06;6,556621352;6952,4;4168,463861
195;X57197.2932327443;57197,29323;3,940333397;2,965488819;918,6;260,9249522;15,02000001;6,196513171;-4,279999924;8,383564463;10923,4;3658,585329
196;X57299.3785462369;57299,37855;8,470333397;2,447379783;890,4;236,1597831;16,46000001;6,81440804;3,560000076;7,374817078;10843;3513,305398
197;X57503.5491732222;57503,54917;-4,788;3,07558416;455,6;270,6141552;18,26;4,406544311;-24,32;6,337879826;5707;4064,813874
198;X57554.5918299685;57554,59183;-3,012;3,247849841;339;253,19417;16,86;4,654940504;-28,74;6,227777594;6004;3990,670725
199;X57707.7198002075;57707,7198;1,478;3,446859526;427,4;263,3268703;16,92;4,870252626;-22,62;6,648974724;5589,8;3969,978998
200;X57809.8051137002;57809,80511;-0,83;3,497312226;637,2;292,6142669;17,62;4,644775192;-22,1;6,591638876;9976;5334,7631
201;X58013.9757406855;58013,97574;-6,678;2,823742927;411,8;255,396285;18,4;4,410337076;-25,8;6,082853992;5329,8;3881,599712
202;X58065.0183974318;58065,0184;2,636333397;4,819377603;655,8;263,9774629;13,78000001;6,215901921;-5,919999924;10,95634646;8914,4;3346,621662
203;X58116.0610541781;58116,06105;6,120333397;2,74986402;1130,2;263,6785065;13,10000001;5,994345948;2,060000076;7,467563719;16243;4884,771601
204;X58218.1463676708;58218,14637;3,072;2,597276391;851,8;245,0979155;17,9;4,481441973;-10,06;5,214840644;12045,2;3714,160684
205;X58422.3169946561;58422,31699;-0,539666603;4,267331787;537,6;292,1171825;17,32;4,622094009;-23,38;6,960546561;7198,2;4173,486214
206;X58473.3596514024;58473,35965;6,862333397;2,849648938;1214,2;268,8813899;14,22000001;6,140545922;2,900000076;7,558108326;14403,8;4337,409113
207;X58524.4023081487;58524,40231;-1,824;2,710528123;637,2;290,5105435;17,62;4,487758694;-22,1;6,469699955;9976;4921,443343
208;X58626.4876216414;58626,48762;7,344;2,609407875;974,8;244,6720349;18,68;5,056967327;-1,14;6,156606857;13513,8;3480,215912
209;X58728.572935134;58728,57294;5,118333397;3,251930478;1086;269,8504056;13,36000001;5,898781914;-0,039999924;8,428170964;14502,2;4423,07123
210;X58779.6155918803;58779,61559;8,220333397;2,409363421;743;341,0864029;17,04;4,662874315;-14,58;7,740788748;12030,4;5757,523024
211;X58830.6582486267;58830,65825;4,774333397;4,30807389;893,8;284,3451742;16,54000001;6,326292819;-4,339999924;10,45642034;9887,6;3932,860628
212;X58983.7862188656;58983,78622;6,158;2,628005631;823;222,8418488;19,66;4,393317337;-4,66;5,087965156;11276,8;3378,754574
213;X59034.828875612;59034,82888;7,856333397;3,646887193;606,2;326,4904126;14,94;4,91156869;-23,82;8,810090359;11540;4565,731112
214;X59085.8715323583;59085,87153;5,344333397;4,467103783;350;282,8553248;14,74;4,874611446;-29,82;7,096391182;7867,2;4261,099694
215;X59238.9995025973;59238,9995;8,911500086;2,850513718;1244,4;245,4233545;11,70000001;7,106906865;9,480000152;6,84212419;12302,6;3493,020524
216;X59290.0421593436;59290,04216;7,231166689;2,55526309;1205;253,2952194;16,62;7,080685916;0,640000076;6,017283419;13157,8;3836,39363
217;X59443.1701295826;59443,17013;4,778;3,546626124;583,4;274,1637141;20,04;4,472236128;-23,4;6,202113144;7808,2;4157,851377
218;X59545.2554430752;59545,25544;0,422;4,317378677;511,4;273,7947649;19,64;4,737184045;-24,88;6,302514068;6933,6;4246,402102
219;X59596.2980998215;59596,2981;-3,234;3,94009735;538,4;273,9193327;19,38;4,531710207;-24,74;6,149983448;7373,6;4290,559268
220;X59749.4260700605;59749,42607;4,368;4,458135379;634;278,5628218;18;4,796915406;-21,4;7,20773533;8695,8;4433,310515
221;X59851.5113835532;59851,51138;2,414;3,117593489;975,4;282,3331952;15,68;4,729781188;-7,98;5,36560862;18715,2;5743,645489
222;X59953.5966970458;59953,5967;0,864;3,148161714;909,4;278,5244264;15,46;5,163348632;-11,7;5,108490526;20778,8;7724,241552
223;X60004.6393537921;60004,63935;0,7;2,647841402;787,2;236,0466268;16,2;4,711651077;-12,34;4,907373792;15739,8;4750,624648
224;X60055.6820105385;60055,68201;-2,026;2,438716853;1152,2;276,041764;11,06;4,36138205;-12,48;4,913946322;29726;5927,638006
225;X60106.7246672848;60106,72467;1,37;2,507907013;1193,8;234,4854099;14,52;4,283304085;-9,3;4,93046894;21017,2;3600,199185
226;X60157.7673240311;60157,76732;0,834;2,61920166;607,2;282,514729;22,28;4,284518886;-18,9;5,500708698;8627,2;3958,59185
227;X60259.8526375238;60259,85264;2,874;2,534672758;659,2;223,3769136;19,96;4,485749413;-11,96;5,095077554;10005;3927,021486
228;X60361.9379510164;60361,93795;5,658;2,407353029;935,6;303,1502271;20,6;4,272988463;-6,48;4,89921546;12501,4;4107,255821
229;X60464.0232645091;60464,02326;5,182;2,494532703;777,6;218,1069608;19,92;4,306382124;-6,7;4,934039688;11152,8;3468,519194
230;X60566.1085780017;60566,10858;6,074;2,398478486;903,4;351,1777265;20,76;4,30700593;-6,18;4,886375858;11330,2;4727,807043
231;X60617.151234748;60617,15123;6,368;2,416189235;734;254,8820415;21,62;4,270517257;-6,98;5,041992318;9359,6;3624,475064
232;X60668.1938914944;60668,19389;6,428;2,347217816;979,2;324,3068024;20,82;4,272303913;-5,38;4,834810478;12838,2;4456,326845
233;X60872.3645184797;60872,36452;8,978;2,796531412;1128,6;281,0039263;23,6;4,592948289;-4,14;4,93913547;11334,8;4297,131745
234;X60974.4498319723;60974,44983;8,756;2,539955194;1057,8;282,8612311;23,82;4,48477026;-4,26;4,891936828;11517;3984,70363
235;X61076.535145465;61076,53515;8,953000038;2,95019846;1038,2;244,0538116;19,2;5,963086912;1,839999924;6,675818396;9840,8;3712,447496
236;X61127.5778022113;61127,5778;10,52900004;2,66260728;819,4;246,3790808;20,76;5,718599263;3,639999924;6,573357541;7032,2;3596,539879
237;X61382.7910859429;61382,79109;9,885000038;2,557752684;971,2;245,1130472;19,74;6,151092871;2,859999924;7,161140764;9604,8;3697,975888
238;X61638.0043696745;61638,00437;9,561000038;2,689682106;989,2;231,163562;19,6;5,950638023;2,859999924;7,263473762;9401;3625,927986
239;X61893.2176534062;61893,21765;10,82100004;2,724021418;712,8;259,5518824;20,88;6,183199078;4,699999924;6,832381082;5943;3840,677166
240;X62097.3882803915;62097,38828;8,953000038;2,783539749;1038,2;241,6093985;19,2;6,03485947;1,839999924;7,323772585;9840,8;3602,572314
241;X62148.4309371378;62148,43094;10,82100004;2,777164919;712,8;265,1478091;20,88;6,332475002;4,699999924;7,04378205;5943;3849,691302
242;X62403.6442208694;62403,64422;10,82100004;2,694687381;711,8;272,1590321;20,94;5,909771967;4,659999924;6,221864968;5931,2;3879,650975
243;X62607.8148478547;62607,81485;9,465000038;2,783084952;931,4;263,7561171;20,22;6,458190503;2,379999924;7,430467154;8631,2;3846,344378
244;X62811.98547484;62811,98547;3,232;2,772182634;1289;307,8804906;16,38;4,38874135;-7,3;5,15693908;21480,6;4726,339957
245;X62914.0707883327;62914,07079;3,268;2,783733434;680;274,0678115;19,74;4,858030605;-13,7;7,385045627;9689,4;4457,761938
246;X63118.241415318;63118,24142;3,678;2,598103349;745,8;282,8783152;16,02;4,578960946;-14,48;7,455678326;12308,2;4378,544694
247;X63169.2840720643;63169,28407;-0,402;2,812561439;746,8;280,5861654;18,28;4,756360563;-17,18;7,694968689;11211,8;4623,63325
248;X63424.4973557959;63424,49736;-0,876;3,708406278;567,6;254,2943544;20,6;4,373077841;-22,18;7,614460662;8017,4;3892,486223
249;X63628.6679827812;63628,66798;0,534;2,633829927;493;273,1806574;21,7;4,810307296;-23,5;6,562392205;6297,8;4315,608284
250;X63679.7106395275;63679,71064;0,726;2,75348562;485,2;275,2608773;22,86;4,865728981;-27,6;6,532588832;6220;4375,315631
251;X63934.9239232592;63934,92392;2,136;2,507561267;637,4;216,0680766;21,84;4,482533875;-15,7;5,182798265;8989;3714,510447
252;X64139.0945502445;64139,09455;1,516;2,60923995;720;221,9819533;19,22;4,625634737;-14,18;5,068297091;12257,4;4235,105933
253;X64190.1372069908;64190,13721;2,318;2,782064978;1010,4;326,0543856;17,28;4,605422021;-10,04;5,148885398;16817,2;4481,210198
254;X64445.3504907224;64445,35049;2,222;2,516360043;615;212,3149907;22,12;4,262669601;-15,98;5,126803947;8663;3317,149169
255;X64649.5211177077;64649,52112;3,762;2,464571821;720,2;225,5580878;20,2;4,285465769;-10,32;4,973404191;10812,6;3401,584226
256;X64700.563774454;64700,56377;3,576;2,54782717;722,2;254,2782301;21,42;4,305301518;-12,16;5,478594432;9999;3738,885938
257;X64955.7770581857;64955,77706;4,972;2,925584515;782,8;228,3675563;19,64;4,590494345;-6,96;5,235494018;11713,4;4027,170723
258;X65159.947685171;65159,94769;3,03;2,875825556;700,2;227,1103331;19,3;4,789178139;-10,82;5,082460772;12108,4;4455,43114
259;X65210.9903419173;65210,99034;3,126;3,025633196;1019,4;284,4577145;17,5;4,858321105;-8,68;5,168148975;16629,8;4686,852974
260;X65466.2036256489;65466,20363;2,32;2,782224838;712,4;224,8468202;18,94;4,732229542;-11,96;5,105532435;12282;4393,006076
261;X65670.3742526342;65670,37425;2,256;2,746822638;838;232,0039349;17,52;4,691341399;-10,52;5,091874734;14819,6;4384,056534
262;X65721.4169093805;65721,41691;5,398;2,482625751;1400;326,3797224;18,64;4,367732236;-5,6;4,874048313;17636,2;4333,161569
263;X65976.6301931122;65976,63019;4,518;2,624565216;915,8;339,1338404;20,54;4,282026381;-9,02;5,443038308;12121,2;4559,47478
264;X66487.0567605754;66487,05676;5,182;2,437354127;996,8;322,7199324;20,22;4,259160625;-7,04;4,983353772;13505,6;4204,789951
265;X66691.2273875607;66691,22739;6,464;2,34614911;1672,8;343,8988463;19,84;4,275480354;-4,2;4,807489856;20839,6;4570,645458
266;X66742.270044307;66742,27004;4,454;2,496232527;645,2;267,5535753;21,24;4,276116989;-9,74;5,084480584;9272,8;3868,092768
267;X66997.4833280387;66997,48333;5,376;2,488564275;961,8;314,5327799;20,7;4,258849041;-7,46;5,243952323;12998,8;4207,272392
268;X67201.653955024;67201,65396;6,434;2,37493957;621,8;211,7556571;21,78;4,249964631;-6,24;4,829731911;8328,4;3314,850948
269;X67252.6966117703;67252,69661;6,818;2,372800611;1033,6;330,3916258;21,3;4,267086071;-4,5;4,831973061;12388,2;4364,942758
270;X67507.9098955019;67507,9099;5,96;2,443841729;1319,4;303,6279554;20,2;4,366279829;-5,16;4,819690384;14419;4128,838309
271;X67712.0805224872;67712,08052;7,48;2,488961963;1183,6;342,5744179;21,88;4,45202483;-4,98;4,852236837;14058,6;4549,123361
272;X67763.1231792335;67763,12318;7,338;2,468099691;1198,8;313,2303114;22,14;4,420130218;-4,76;4,821624579;12772,6;4235,712809
273;X68018.3364629652;68018,33646;8,85;2,500928739;1145,2;281,9048691;23,5;4,443928878;-2,96;4,851900621;12092,6;4173,089438
274;X68222.5070899505;68222,50709;6,238;2,490111257;1297,2;288,5610499;20,46;4,422486647;-5,42;4,960811577;13932,6;4070,354048
275;X68324.5924034431;68324,5924;9,05;2,651037435;1028,8;240,82265;23,92;4,416337711;-3,54;4,854927767;9342,6;3576,639286
276;X68732.9336574137;68732,93366;8,774;2,828091093;814,8;233,3924396;23,26;4,592385723;-4,92;5,114682812;8093,2;3408,053451
277;X68783.97631416;68783,97631;8,782;2,707095361;869,8;236,5425262;23,42;4,593462668;-4,76;5,068869;8681,4;3390,599535
278;X68886.0616276527;68886,06163;7,606;2,640860448;894,4;234,0588895;22,32;4,602270292;-5,68;5,035957928;9685;3362,112495
279;X69039.1895978917;69039,1896;8,692;2,689033263;911,2;245,7981444;24,12;5,240553681;-4,9;6,212956745;8715,8;3711,551499
280;X69243.360224877;69243,36022;9,460000076;2,595839277;909,6;223,43107;14,25999999;6,505413528;7,999999848;7,578964088;8362,2;3389,992836
281;X69294.4028816233;69294,40288;8,339000038;2,667599483;918,4;226,2268518;17,9;6,217861536;1,279999924;7,56551862;8923,8;3473,421312
282;X69345.4455383696;69345,44554;8,115000038;2,731636674;872,4;217,699072;17,72;6,041646967;-0,240000076;8,197246161;8834;3360,596819
283;X69549.6161653549;69549,61617;5,002;2,701082324;954,6;334,1545833;19,52;4,444700216;-6,7;5,016283214;13778,8;5016,74451
284;X69753.7867923402;69753,78679;0,158;2,366697397;611,8;212,412831;18,32;4,316047217;-15,74;4,908267084;11211,4;3317,989631
285;X69804.8294490865;69804,82945;0,83;2,449636274;533,4;215,7178828;22,68;4,495668901;-19,84;4,825504307;7599,8;3479,675189
286;X70060.0427328182;70060,04273;1,98;2,579668115;495,2;215,6027336;22,08;4,40332378;-17,38;5,368841055;6966,8;3428,348911
287;X70264.2133598035;70264,21336;6,98;2,442600798;1074,4;305,8321502;21,82;4,313437125;-5,32;4,903715042;12713,2;4157,679833
288;X70315.2560165498;70315,25602;6,494;2,497672038;1089,8;318,7376335;21,1;4,366090911;-5,88;4,877268122;13023,8;4396,307204
289;X70774.6399272667;70774,63993;8,989000038;2,589356906;1320,4;303,3857148;18,4;5,659154234;2,399999924;6,952641968;14456;4616,028444
290;X70825.682584013;70825,68258;8,621000038;2,716190257;1106,2;285,2240902;18,32;6,046334278;2,599999924;7,282721165;11263;4525,190011
291;X71080.8958677447;71080,89587;4,25;2,603259703;797,4;229,8960603;21,46;4,269319431;-10,82;5,589363434;9893,4;3415,05988
292;X71285.06649473;71285,06649;3,51;2,569696476;738,2;218,062935;20,36;4,274582681;-10,74;5,318447141;11184,8;3342,254119
293;X71336.1091514763;71336,10915;5,274;2,491032009;747,2;230,4487002;21,66;4,257793123;-8,7;5,090066676;9510,2;3392,123919
294;X71489.2371217153;71489,23712;2,202;2,549104687;623,6;224,7523119;22,12;4,262267862;-16,06;5,142818554;8736,4;3445,741268
295;X71591.3224352079;71591,32244;1,212;2,551319563;588,2;236,9963071;20,34;4,462954985;-15,88;5,183354325;9450,2;3710,27379
296;X71795.4930621932;71795,49306;-0,504;2,708481094;596,8;216,6106892;21,1;4,516046819;-20,04;5,193431104;9613,4;3560,518533
297;X71846.5357189395;71846,53572;0,36;2,868890262;735;225,6437039;17,42;4,552920267;-13,26;5,384012518;13256,4;3833,131537
298;X72101.7490026712;72101,749;2,672;2,528662119;874,8;250,8430178;18,04;4,497656757;-9,86;4,864600083;15100,6;4732,934629
299;X72305.9196296565;72305,91963;0,88;2,379935172;893,4;221,1377112;16,14;4,264418875;-11,98;4,902668853;16485;3569,942975
300;X72356.9622864028;72356,96229;0,5;2,4717316;886,2;227,6459685;18,26;4,404965405;-14,84;5,298885652;15369;3819,101927
301;X72612.1755701344;72612,17557;2,74;2,42058336;1052,8;235,6669942;15,06;4,29095066;-7,44;4,984114546;18528,6;3750,747008
302;X72816.3461971197;72816,3462;0,034;2,995694254;583,2;309,6600574;19,38;4,634555186;-22,34;6,717414238;9100,8;5368,470956
303;X72867.388853866;72867,38885;-1,484;2,734160645;808,4;292,4003154;16,32;4,476679154;-18,8;6,672773864;14481;5120,021691
304;X73071.5594808513;73071,55948;-1,434;4,067053878;617,8;248,7461668;15,54;4,620920831;-17;7,166784661;9846;3967,900663
305;X73122.6021375977;73122,60214;1,366;2,690351622;708,2;227,9075903;18,06;4,689485864;-13,26;5,536845613;13115,6;4509,059674
306;X73173.644794344;73173,64479;0,1;2,861305542;1036,8;256,5356827;13,88;4,771002798;-10,38;4,997261742;21496,8;5034,814159
307;X73224.6874510903;73224,68745;1,324;2,648497289;680,2;229,7569648;19,12;4,777800784;-14,98;5,182477671;11622;4498,183587
308;X73275.7301078366;73275,73011;2,374;2,819544822;847,6;233,4810118;17,44;4,849384652;-10,18;5,159927307;14951,4;4502,085587
309;X73326.772764583;73326,77276;0,41;2,653286804;595,2;253,5778949;20,5;4,968715839;-18,26;5,898075993;10046;5002,681837
310;X73377.8154213293;73377,81542;3,894;2,70468748;783;228,0650671;19,36;4,47328316;-8,7;5,030398159;12023;3697,279693
311;X73479.9007348219;73479,90073;5,376;2,586111988;1433,8;381,2749178;19,78;4,268011303;-6,32;5,509128637;18433,2;4703,93077
312;X73633.0287050609;73633,02871;4,23;2,769946186;1392,8;382,3891194;20,68;4,310801899;-9,96;6,067168819;17732,6;4632,48916
313;X73684.0713618072;73684,07136;2,976;2,688925872;1132,8;374,7988689;21;4,299425382;-12,9;5,916768538;14773,2;4779,630162
314;X73735.1140185536;73735,11402;4,458;2,611580055;1376,8;380,1399462;20,72;4,30271717;-9,58;5,866105324;17294,8;4892,002435
315;X73786.1566752999;73786,15668;6,66;2,433782096;1900,6;293,979406;19,74;4,261414049;-3,58;5,100677937;23298,4;3878,783372
316;X73837.1993320462;73837,19933;4,458;2,628411222;1376,8;382,0544204;20,72;4,313566709;-9,58;6,019366188;17294,8;5092,209057
317;X73888.2419887925;73888,24199;2,306;2,482522178;859,8;291,0702881;21,6;4,300433844;-15,48;5,312853887;11254,8;4142,0986
318;X73939.2846455389;73939,28465;2,748;2,686322292;1149,8;354,1990404;20,98;4,298538789;-13,28;5,886134615;15225,4;4772,225506
319;X73990.3273022852;73990,3273;2,404;2,696699684;873,2;345,3098636;21,3;4,29647883;-14,38;5,800407696;11914;4457,24907
320;X74092.4126157778;74092,41262;3,982;2,816324464;1411,4;385,409179;20,34;4,300095705;-9,96;6,158403905;18096,8;4934,720966
321;X74143.4552725242;74143,45527;2,862;2,627343309;720;234,8539644;18,54;4,493198778;-9,68;4,945651635;11947;4286,646064
322;X74194.4979292705;74194,49793;0,394;2,506687758;600,4;222,6904306;22,08;4,302547121;-19,68;5,361774112;8957,8;3522,653382
323;X74245.5405860168;74245,54059;3,978;2,561422849;597,2;238,9125509;22,52;4,279905085;-12,66;5,370974042;7834,4;3697,245344
324;X74347.6258995095;74347,6259;2,634;2,561411393;805;346,1347758;22,3;4,304082821;-15,38;5,605116715;10276,2;4618,195397
325;X74398.6685562558;74398,66856;1,558;2,786713081;586;259,4781535;22,66;4,281058155;-18,08;5,852251121;8210,6;3876,414443
326;X74449.7112130021;74449,71121;2,976;2,650325795;1132,8;377,6390834;21;4,306545947;-12,9;5,992464208;14773,2;5067,660785
327;X74500.7538697484;74500,75387;2,316;2,565295929;851,2;350,4687676;22;4,295302482;-15,58;5,643119152;11148,8;4659,81253
328;X74551.7965264948;74551,79653;3,016;2,440182156;637,8;214,3095858;20,46;4,322410767;-12,12;5,1000433;9692,6;3382,909169
329;X74602.8391832411;74602,83918;1,972;2,640237992;878,8;348,9127579;21,7;4,316714163;-15,92;5,851437872;11779,2;4750,476317
330;X74653.8818399874;74653,88184;4,458;2,604256479;1376,8;382,6637432;20,72;4,308470036;-9,58;5,870178341;17294,8;4859,621921
331;X74704.9244967337;74704,9245;2,02;2,621012062;841,6;350,1479627;21,6;4,296893197;-16,14;5,702302234;11042;4511,623927
332;X74755.9671534801;74755,96715;2,976;2,666156093;896,6;329,3202875;20,94;4,289005992;-13,12;5,706824309;11921,2;4343,575447
333;X74807.0098102264;74807,00981;2,39;2,748562325;955,2;327,7242882;20,6;4,292026608;-13,86;5,892484951;13190,2;4259,051472
334;X74858.0524669727;74858,05247;2,11;2,609478426;936,8;314,5224429;21,94;4,279619364;-16,1;5,625106785;12454,6;4259,690091
335;X74909.095123719;74909,09512;2,68;2,736021423;932,8;324,5690012;21,04;4,300069233;-13,88;5,961112382;12710;4240,101463
336;X74960.1377804654;74960,13778;6,632;2,35134316;1586,2;301,9623723;20,02;4,252747654;-4,1;4,81607323;19568;4113,170003
337;X75011.1804372117;75011,18044;5,412;2,610493356;1401,4;347,745899;20,4;4,273643692;-7,2;5,601458562;17518,6;4533,60189
338;X75062.223093958;75062,22309;4,23;2,804960425;1048;300,1605789;20,94;4,258769372;-10,46;5,921087342;13630,4;3997,516745
339;X75113.2657507043;75113,26575;6,522;2,355552882;1394,2;292,6621632;20,26;4,247497316;-4,38;4,819732625;16497,4;4067,270578
340;X75164.3084074507;75164,30841;6,772;2,356642672;1582;222,3438905;20,42;4,245914805;-3,8;4,794688868;18624,6;3540,974516
341;X75215.351064197;75215,35106;7,12;2,341465496;1623,6;218,3811028;20,6;4,243977731;-3,5;4,788519872;19746,6;3349,051934
342;X75368.479034436;75368,47903;7,004;2,342478444;1682;220,9482053;20,38;4,247200078;-3,52;4,78854364;20441,8;3361,27328
343;X75674.7349749139;75674,73497;7,17;2,342587078;1569;216,1301803;20,7;4,244684563;-3,5;4,789672325;19119;3372,087796
344;X75878.9056018992;75878,9056;7,066;2,374891135;1523,2;228,6514595;20,74;4,273353653;-3,72;4,810481889;17993,2;3578,536801
345;X75929.9482586455;75929,94826;7,436;2,448691082;1358,4;250,3999009;21,94;4,42595536;-4,14;4,803053271;14541,8;3929,955991
346;X76083.0762288845;76083,07623;9,308;2,628741599;1221,2;349,8014249;23,92;4,528573076;-2,84;4,950859806;12612,6;4722,339965
347;X76185.1615423772;76185,16154;8,494;2,793555501;1425,2;279,5159712;22,42;4,494080218;-2,86;4,97653475;14818,2;3975,726936
348;X76389.3321693625;76389,33217;8,008;2,816841611;1274,4;283,1883751;22,1;4,52162733;-3,6;5,009836758;13338,8;3749,361951
349;X76440.3748261088;76440,37483;11,928;2,687516085;1486;289,3536278;24,68;4,436373814;0,58;4,989532792;14036,8;4065,857578
350;X76491.4174828551;76491,41748;9,898;2,769004758;1458,2;268,1343025;23,86;4,458297896;-1,8;4,973668038;13965,6;3943,209724
351;X76542.4601396014;76542,46014;10,496;2,780515876;1546,2;285,1112058;23,2;4,496658309;-0,42;4,977146506;15681,4;4209,711917
352;X76644.5454530941;76644,54545;9,902;2,728683025;1474;282,6269695;23,46;4,494045736;-1,64;4,981416446;14948;4081,472874
353;X76695.5881098404;76695,58811;9,998;2,687147245;1400,6;281,6882363;23,5;4,46682563;-1,58;4,958509875;14326,2;4120,652969
354;X76899.7587368257;76899,75874;8,752;2,755163283;1447,8;259,4271875;22,5;4,524637215;-2,66;4,955867526;15854,6;3800,253706
355;X76950.801393572;76950,80139;10,978;2,641153048;639;341,6938163;27,36;4,524967562;-2,58;4,912781895;6014;4746,715172
356;X77206.0146773037;77206,01468;10,524;2,900234952;1453;273,4305671;23,24;4,521418653;-0,48;5,040859647;14889,4;3872,089237
357;X77410.185304289;77410,1853;6,524;2,421084561;1544,6;223,4304278;19,88;4,275091089;-3,88;4,822863087;18292,6;3461,893309
358;X77461.2279610353;77461,22796;9,302;2,824483267;1523;277,0429474;22,22;4,480585976;-1,48;5,014601254;16571;3988,301625
359;X77716.4412447669;77716,44124;10,524;2,78214283;1453;306,5272734;23,24;4,548221676;-0,48;4,958625828;14889,4;4439,769501
360;X77920.6118717522;77920,61187;6,916;2,407040116;1562,2;225,4362575;20,22;4,278693913;-3,54;4,810319252;19065;3469,193703
361;X77971.6545284985;77971,65453;12,318;2,669120503;1127;333,1793488;25,92;4,505596594;0,18;4,908898;10788,2;4562,012717
362;X78226.8678122302;78226,86781;10,496;2,80360793;1546,2;270,6026183;23,2;4,528657518;-0,42;4,955601722;15681,4;4106,148383
363;X78431.0384392155;78431,03844;7,152;2,479660918;1402,4;263,0917529;21,16;4,414242625;-4,1;4,817292349;15877,6;3906,490725
364;X78482.0810959618;78482,0811;10,496;2,825531972;1546,2;256,0847253;23,2;4,503879159;-0,42;4,953483608;15681,4;3980,507625
