NameCal;Loc.Longitude;Loc.Latitude;Abies;Acer campestre-type;Caryophyllaceae (periporate excl. Paronychioideae);Castanea sativa;Chenopodiaceae/Amaranthaceae;Hippophae rhamnoides;Sanguisorba minor-type;Asteraceae;Betula;Campanulaceae;Caprifoliaceae;Carpinus;Caryophyllaceae..periporate.excl..Paronychioideae.;Castanea.sativa;Celtis;Chenopodiaceae.Amaranthaceae;Convolvulaceae;Corylus;Cotinus;Crassulaceae;Cyperaceae;Ephedra;Euptelea;Fraxinus;Gentianaceae;Geraniaceae;Hippophae.rhamnoides;Humulus;Juglans;Larix;Leguminosae;Moraceae;Nitraria;Oleaceae;Ostryopsis;Picea;Pinus;Plantaginaceae;Poaceae;Polygala;Polygonum;Populus;Primulaceae;Quercus;Ranunculaceae;Rhamnaceae;Rhus;Rosaceae;Rubiaceae;Rutaceae;Salix;Sanguisorba.minor.type;Scrophulariaceae;Solanaceae;Stellera;Syringa;Tamarix;Thalictrum;Tilia;Tsuga;Ulmus;Urtica;Valerianaceae;Verbenaceae
Blyakharchuk_a34;93,46576389;52,47946944;1,715189873;0;0;0,132911392;0;0;2,981012658;0;0;0;0;0;0,316455696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,06329114;0;21,01898734;0;0;0;0;0;0;0;0;0,132911392;0;0;0,132911392;0;0;0;0;0;0;0;0;0;0;2,03164557;0;0
Bunting_b1;-5,092955684;58,25269299;0;0;0;0;0;0;0;0;28,82960894;0;0;0;0;0;0;0;0;7,041899441;0;0;12,90782123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,410614525;0;9,55586592;0;0;0;0;0;0;0;0;0,058659218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_b2;-5,087929908;58,25371336;0;0;0;0;0;0;0;0;32,06704981;0;0;0;0;0;0;0;0;9,078544061;0;0;5,438697318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,7605364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_b3;-5,089553135;58,25277537;0;0;0;0;0;0;0;0;27,98722986;0;0;0;0;0;0;0;0;16,78880157;0;0;4,215127701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,323182711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_b4;-5,112849666;58,26569055;0;0;0;0;0;0;0;0;21,21532847;0;0;0;0;0;0;0;0;6,799270073;0;0;9,171532847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,09854015;0;0;0;0;0,229927007;0;0;0;0,047445255;0;0;0,412408759;0;0;0;0;0;0;0;0;0;0,047445255;0;0;0
Bunting_b5;-5,122902795;58,26364765;0;0;0;0;0;0;0;0;20,7034384;0;0;0;0;0;0;0;0;6,663323782;0;0;3,797994269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,511461318;0;8,669054441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_b6;-5,127928916;58,2626259;0;0;0;0;0;0;0;0;29,15009208;0;0;0;0;0;0;0;0;15,33793738;0;0;2,262430939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,459484346;0;7,23480663;0;0;0;0;2,814917127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,420810313;0;0;0
Bunting_b7;-5,132597215;58,23824541;0;0;0;0;0;0;0;0;24,54854369;0;0;0;0;0;0;0;0;8,82038835;0;0;7,655339806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,92718447;0;0;0;0;0,276699029;0;0;0;0,082524272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_b8;-5,129275231;58,23922564;0;0;0;0;0;0;0;0;23,01778656;0;0;0;0;0;0;0;0;10,96245059;0;0;13,33399209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,207509881;0;0;0;0;0,290513834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_b9;-5,254414334;58,0797053;0;0;0;0;0;0;0;0;9,61673152;0;0;0;0;0;0;0;0;10,58949416;0;0;5,531128405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,321011673;0;11,75680934;0;0;0;0;0,472762646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_b10;-5,252639904;58,07885185;0;0;0;0;0;0;0;0;15,39147287;0;0;0;0;0;0;0;0;7,058139535;0;0;4,53875969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,441860465;0;6,282945736;0;0;0;0;0,662790698;0;0;0;0,275193798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_b11;-5,24933601;58,07983504;0;0;0;0;0;0;0;0;8,281869688;0;0;0;0;0;0;0;0;5,16572238;0;0;9,9815864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,69830028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_c1;-0,58748;54,37148;0;0;0;0;0;0;0;0;4,080152672;0;0;0;0,152671756;0;0;0,152671756;0;0;0;0;0,56870229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,454198475;0;36,7519084;0;0;0;0;1,942748092;0;0;0;0;0;0;0,110687023;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_c2;-0,58748;54,37148;0;0;0;0,698630137;0;0;0,01369863;0;4,294520548;0;0;0;0;0;0;0;0;0,01369863;0;0;1,554794521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,1369863;0;0;0;0;0,52739726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_c3;-0,58748;54,37148;0;0;0;0,696581197;0;0;0;0;3,08974359;0;0;0;0;0;0;0;0;0;0;0;1,722222222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48,73076923;0;0;0;0;0,867521368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_c4;-0,58748;54,37148;0;0;0;0,891035549;0;0;0;0;6,91885626;0;0;0;0;0;0;0,309119011;0;0;0;0;0,891035549;0;0;0,272797527;0;0;0;0;0;0;0;0;0;0;0;0;1,518547141;0;53,13214838;0;0;0;0;1,354714065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_c5;-0,58748;54,37148;0;0;0;0,485221675;0;0;0;0;3,769293924;0;0;0;0;0;0;0;0;0;0;0;6,560755337;0;0;0,485221675;0;0;0;0;0;0;0;0;0;0;0;0;0,537766831;0;65,50985222;0;0;0;0;0,649425287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_c6;-0,58748;54,37148;0;0;0;0,292393027;0;0;0;0;5,522187005;0;0;0;0;0;0;0,633914422;0;0;0;0;1,56022187;0;0;0,767828843;0;0;0;0;0;0;0;0;0;0;0;0;2,016640254;0;41,02139461;0;0;0;0;0,926307448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_c7;-0,58748;54,37148;0;0,46875;0;0,28125;0;0;0,125;0;6,53125;0;0;0;0;0;0;0;0;0,125;0;0;0,90625;0;0;1,21875;0;0;0;0;0;0;0;0;0;0;0;0;0,3125;0;41,6875;0;0;0;0;1,375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_c8;-0,58748;54,37148;0;0,125470514;0;0,252823087;0;0;0;0;7,906524467;0;0;0;0;0;0;0,125470514;0;2,88770389;0;0;0,880175659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,157465495;0;22,21016311;0;0;0;0;0,754705144;0;0;0;0;0;0;0,62923463;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_c9;-0,58748;54,37148;0,035475234;0,133868809;0;0,303212851;0;0;0;0;10,87884873;0;0;0;0;0;0;0,133868809;0;0,838688086;0;0;4,319277108;0;0;0,303212851;0;0;0;0;0;0;0;0;0;0;0;0;5,264390895;0;18,50937082;0;0;0;0;1,106425703;0;0;0;0;0;0;0,838688086;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_c10;-0,86575;54,47463;0;0,158982512;0;1,248807631;0;0;0,29491256;0;3,792527822;0;0;0;0;0;0;0,158982512;0;0;0;0;2,679650238;0;0;0,135930048;0;0;0;0;0;0;0;0;0;0;0;0;1,713036566;0;55,4618442;0;0;0;0;1,566772655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_c11;-0,86575;54,47463;0;0;0;0,521711367;0;0;0;0;9,078544061;0;0;0;0;0;0;0,127713921;0;0,521711367;0;0;2,69284802;0;0;0,010855683;0;0;0;0;0;0;0;0;0;0;0;0;4,141123885;0;42,28416347;0;0;0;0;1,798850575;0;0;0;0;0;0;2,948275862;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_c12;-0,86575;54,47463;0;0;0;0;0;0;0,172043011;0;10,38709677;0;0;0;0;0;0;0,403225806;0;0;0;0;1,516129032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,56451613;0;46,67741935;0;0;0;0;1,516129032;0;0;0;0;0,172043011;0;1,247311828;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_c13;-0,86575;54,47463;0;0,119904077;0;0,579136691;0;0;0;0;8,612709832;0;0;0;0;0;0;0,35971223;0;0,099520384;0;0;3,696642686;0;0;0,818944844;0;0;0;0;0;0;0;0;0;0;0;0;4,87410072;0;38,82853717;0;0;0;0;1,298561151;0;0;0;0;0;0;2,497601918;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_c14;-0,86575;54,47463;0;0;0;0;0;0;0;0;3,597116844;0;0;0;0;0;0;0;0;1,169195751;0;0;3,748861912;0;0;0,258725341;0;0;0;0;0;0;0;0;0;0;0;0;1,52124431;0;14,67450683;0;0;0;0;0,41047041;0;0;0;0;0;0;0,713960546;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_c15;-0,86575;54,47463;0;0,15625;0;0,4375;0;0;0;0;7;0;0;0;0;0;0;0,15625;0;0;0;0;1,0625;0;0;0,125;0;0;0;0;0;0;0;0;0;0;0;0;2,421875;0;22,78125;0;0;0;0;0,4375;0;0;0;0;0;0;0,125;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_c16;-0,86575;54,47463;0;0;0;0,377192982;0;0;0,084795322;0;7,102339181;0;0;0;0;0;0;0;0;0,523391813;0;0;2,862573099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,42105263;0;13,97368421;0;0;0;0;1,985380117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_c17;-0,86575;54,47463;0;0,132100396;0;0;0;0;0;0;7,161822985;0;0;0;0;0;0;0,660501982;0;0;0;0;2,670409511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,75627477;0;41,11162483;0;0;0;0;0,953104359;0;0;0;0;0;0;0,028401585;0;0;0;0;0;0;0;0;0;0;0;0;0
Bunting_c18;-0,86575;54,47463;0;0,163666121;0;0;0;0;0,318330606;0;10,62929624;0;0;0;0;0;0;0,163666121;0;0;0;0;1,136661211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,373977085;0;40,08919804;0;0;0;0;1,300327332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a1;7,035800678;45,75103318;0,375;0;0;2,625;0;0;0;0;6,625;0;0;0;0,125;0,625;0;0;0;5,125;0;0,5;10,875;0;0;0;0;0;0;0;1,5;0,875;0;0;0;0;0;9,5;7,4375;0;9,5;0;0;0;0;0;0;0;0;0;0;0;0,375;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a2;7,039338375;45,74877458;0,648105626;0;0;1,566590126;2,140642939;0;0;0;14,31056257;0;0;0;0,688863375;0,803673938;0;0,114810563;0;7,881171068;0;0,648105626;8,110792193;0;0;0;0;0;0;0;0,418484501;0;0;0;0;0;0;4,666475316;1,403559128;0;18,67336395;0;0;0;0;0;0,074052813;0;0;0;0;0;0;0;0;0;0;0;0;0;0,762916188;0;0;0;0;0
Champvillair_a3;7,032223742;45,74533168;6,946808511;0;0;3,907294833;0;0;0;0;18,49696049;0;0;0;0,455927052;0,303951368;0;0;0;10,74620061;0;0;1,779635258;0;0;0;0;0;0;0;0,259878419;0,411854103;0;0;0;0;0;17,58510638;7,150455926;0;4,059270517;0;0;0;0;0;1,019756839;0;0;0;0;0;0,411854103;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a4;7,022084747;45,74946733;0,853179973;0;0;1,935723951;0,447225981;0;0;0;25,88700947;0;0;0;0;0,676589986;0;0;0;18,03856563;0;0;6,401217862;0;0;0;0;0;0;0;0;0,447225981;0;0;0;0;0;7,754397835;3,927604872;0;11,81393775;0;0;0;0;0;0,717861976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a5;7,017582075;45,75056409;2,064102564;0;0;5,397435897;4,884615385;0;0;0;0;0;0;0;1,025641026;4,102564103;0;0;0;2,448717949;0;0,397435897;4,371794872;0;0;0;0;0;0;0;0,397435897;0,91025641;0;0;0;0;0;6,679487179;4,423076921;0;12,32051282;0;0;0;0;0;1,166666667;0;0;0;0,397435897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a6;6,96173275;45,70010237;0,664483261;0;0;5,759097525;0;0;2,265647744;0;0;0;0;0;0,727802038;2,911208151;0;0;0;3,575691412;0;0;3,284570597;0;0;0;0;0;0;0;0;1,246724891;0;0;0;0;0;30,64992722;3,031295488;0;6,195778748;0;0;0;0;0;1,683406114;0;0;0;0,810043668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a7;6,961501092;45,70079736;0,355920114;0;0;1,211840228;1,639800285;0;0;0;5,063480742;0;0;0;0,570613409;0;0;0;0;12,33880171;0;0;5,491440799;0;0;0;0;0;0;0;0,070613409;1,069186876;0;0;0;0;0;11,91084165;2,064907275;0;22,60984308;0;0;0;0;0;2,923680456;0;0;0;3,922253923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a8;6,963024022;45,68995081;0;0,278164117;0;10,34840056;0;0;0;0;0,33449235;0;0;0;0,695410292;0,83449235;0;0;0;3,116133519;0;0;1,308066759;0;0;0;0;0;0;0;0;5,480528512;0;0;0;0;0;52,49026426;3,61961057;0;3,672461752;0;0;0;0;0;0,473574409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a9;6,961694672;45,6852894;0;0;0;8,48021309;0,261035008;0;0;0;0,413242009;0;0;0;0,608828006;1,369863014;0;0;0;5,436073059;0;0;5,588280061;0;0;0;0;0;0;0;0;1,326484018;0;0;0;0;0;51,70700152;2,142313547;0;3,609589041;0;0;0;0;0;2,087519026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a10;6,961797597;45,68434702;0,115384615;0;0;12,57692308;0;0;0;0;0,423076923;0;0;0;0,461538462;2,615384615;0;0;0;2,730769231;0;0;0,730769231;0;0;0;0;0;0;0;0,423076923;0,730769231;0;0;0;0;0;35,96153846;8,346153845;0;8,576923077;0;0;0;0;0;0,423076923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a11;6,964062633;45,68315536;0;0;0;18,85933148;2,28551532;0;0;0;2,564066852;0;0;0;1,114206128;0,835654596;0;0,139275766;0;3,817548747;0;0;4,792479109;0;0;0;0;0;0;0;0;2,006963788;0;0;0;0;0;27,63370474;6,552924794;0;6,045961003;0;0;0;0;0;0,19637883;0;0;0;0;0;0,057103064;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a12;6,966717725;45,68034369;0;0;0;20,54499274;8,063134978;0;0,080551524;0;0,515965167;0;0;0;0,580551524;2,177068215;0;0;0;4,579825835;0;0;2,257619739;0;0;0;0;0;0;0;0;0,661103048;0;0;0;0;0;22,72206096;7,151669086;0;2,40275762;0;0;0;0;0;0,225689405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a13;6,966703569;45,67740693;0;0;0;37,21353482;4,493429698;0;0;0;0;0;0;0;0,131406045;1,182654402;0;0,262812089;0;1,996714849;0;0;2,653745072;0;0;0;0;0;0;0;0;0,814060447;0;0;0;0;0;11,45795007;7,355453352;0;3,310775296;0;0;0;0;0;0;0;0;0;0;0;0,157030223;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a14;6,967179417;45,67668633;0;0;0;24,35465116;2,552325581;0;0,081395349;0;0;0;0;0;0,872093023;1,598837209;0;0;0;3,569767442;0;0;3,860465116;0;0;0;0;0;0;0;0,51744186;0,808139535;0;0;0;0;0;11,85465116;5,130813954;0;6,912790698;0;0;0;0;0;1,680232558;0;0;0;0;0;0,51744186;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a15;6,968454947;45,67626546;0;0;0;32,97398031;0,625175809;0;0,484528833;0;0;0;0;0;0,562587904;1,969057665;0;0;0;2,172292546;0;0;5,125879044;0;0;0;0;0;0;0;0,484528833;0,062587904;0;0;0;0;0;7,376230661;10,86146273;0;6,110407876;0;0;0;0;0;0,484528833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a16;6,975079592;45,67768483;0,112557427;0;0;3,098774885;0;0;0;0;0,112557427;0;0;0;0,612557427;0,689127106;0;0;0;0,95482389;0;0;48,65773354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,490811639;5,233537518;0;19,48468606;0;0;0;0;0;0,265696784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a17;6,9747038;45,67796229;0;0;0;10,09431525;0,145994832;0;0;0;0;0;0;0;3,22997416;0,516795866;0;0;0;1,30878553;0;0;11,77390181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,830749354;9,773901811;0;13,06589148;0;0;0;0;0;0,016795866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a18;6,977390203;45,68001576;0;0;0;10,67092867;0,307537012;0;0;0;0,576716016;0;0;0;1,211305518;2,153432032;0;0,134589502;0;4,345222073;0;0;8,786675639;0;0;0;0;0;0;0;0,307537012;0;0;0;0;0;0;7,575370121;9,814939435;0;13,90107672;0;0;0;0;0;0,980484522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a19;6,978913061;45,68021432;0,548492792;0;0;11,29554391;0;0;0,024246396;0;4,218217562;0;0;0;0,917431193;0,524246396;0;0;0;5,266710354;0;0;9,59174312;0;0;0;0;0;0;0;0;0,155307995;0;0;0;0;0;6,839449541;11,26146789;0;12,2129751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a20;6,980156017;45,67939636;0,346262341;0;0;11,34767278;1,051480959;0;0;0;2,038787024;0;0;0;1,97461213;2,3977433;0;0;0;1,8977433;0;0;10,92454161;0;0;0;0;0;0;0;0;0,064174894;0;0;0;0;0;7,962623413;8,995063468;0;16,00211566;0;0;0;0;0;1,051480959;0;0;0;0;0;0,628349788;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a21;6,981226536;45,67899868;0,812335958;0;0;15,2480315;0;0;0,156167979;0;1,206036745;0;0;0;1,443569554;1,57480315;0;0,131233596;0;2,124671916;0;0;5,274278215;0;0;0;0;0;0;0;0;0,156167979;0;0;0;0;0;6,324146982;11,73884515;0;9,080052493;0;0;0;0;0;0,812335958;0;0;0;0;0;0,156167979;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a22;6,983489975;45,67741077;0;0;0;5,227272728;0;0;0;0;0;0;0;0;0,545454545;1,090909091;0;0,181818182;0;0,318181818;0;0;41,22727273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,954545455;4,363636364;0;24,77272727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a23;6,985872525;45,67603646;0;0;0;1,845679012;3,203703704;0;0;0;0;0;0;0;1,604938272;0,864197531;0;0;0;0;0;0;17,0308642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,574074074;1,820987655;0;37,64814815;0;0;0;0;0;1,475308642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a24;6,990641867;45,67297837;0;0;0;2,948275862;0;0;0;0;0;0;0;0;0,536398467;0,766283525;0;0;0;0;0;0;49,76819923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,568965517;3,438697318;0;22,94827586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a25;6,996021706;45,67238638;0;0;0;7,340440165;0,187757909;0;0;0;0;0;0;0;0,550206327;2,613480055;0;0;0;0;0;0;6,377579092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,451856946;2,039202201;0;44,89202201;0;1,288170564;0;0;0;1,838376891;0;0;0;0;0;3,21389271;0;0;0;0;0;0;0;0;0;0,462861073;0;0;0
Champvillair_a26;6,996710992;45,67250619;0,674934726;0,261096606;0;4,591383812;0;0;0,41383812;0;0;0;0;0;0,91383812;1,566579634;0;0;0;1,32767624;0;0,283289817;10,33550914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,16318538;14,34073107;0;14,77415144;0;0;0;0;0;0;0;0;0;0;0;0,41383812;0;0;0;0;0;0;0;0;0;0;0;0;0
Champvillair_a27;6,998108419;45,67012378;0;0;0;2,264067127;0;0;0;0;0;0;0;0;0,789733465;0,394866732;0;0;0;0,388450148;0;0;18,94718657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,620434353;4,854392894;0;29,11500494;0;0;0;0;0;0;0;0;0;0;0;0,487166831;0;0;0;0;0;0;0;0;0;0;0;0;0
Colombaroli_a1;12,83672222;37,58355556;0;0;0;0;0,152528548;0;19,40212072;0;0;0;0;0;0;0;0;0,815660685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,252039152;0;0;0;0;0;0;0;0;0,641924959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colombaroli_a2;13,37661111;37,88691667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,530222694;0;0;0;0;0,560445387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,151113468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colombaroli_a3;14,86994444;37,17927778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49833887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,905315615;0;8,303986711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colombaroli_a4;12,79672222;38,04075;0;0;0;0;2,55958132;0;9,64492754;0;0;0;0;0;0;0;0;2,737520129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,907407405;0;9,96698873;0;0;0;0;0;0;0;0;0,305152979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colombaroli_a5;13,05375;38,13822222;0;0;0;0;6,889162562;0;0,977832512;0;0;0;0;0;0,164203612;0,492610837;0;1,149425287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,642857145;0;1,306239737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colombaroli_a6;14,0235;37,84116667;0;0;0;0;1,07480315;0;0,12992126;0;0;0;0;0;0;0,94488189;0;1,102362205;0;0,602362205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,082677165;0;6,744094488;0;0;0;0;0;0;0;0;0,602362205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colombaroli_a7;14,47983333;37,89691667;0;0,331125828;0;0;1,321192053;0;0;0;0;0;0;0;0;0,165562914;0;1,324503311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,135761589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colombaroli_a8;14,13072222;37,85036111;0;0;0;0;0;0;0;0;0;0;0;0;0,163398693;0;0;0,163398693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,199346405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colombaroli_a9;14,06530556;37,89658333;0;0;0;0;0,154664484;0;0;0;0;0;0;0;0,163666121;0;0;0,818330606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,573649755;0;0;0;0;0;0;0;0;0,809328969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colombaroli_a10;13,14444444;38,02311111;0;0;0;0;0;0;0;0;0;0;0;0;0,165837479;0;0;1,160862355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,811774461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colombaroli_a11;14,86016667;37,17125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,330578512;0;0;0;0;0,491735537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,70661157;0;6,44214876;0;0;0;0;0;0;0;0;0;0;0;0;1,487603306;0;0;0;0;0;0;0;0;0;0;0;0
Colombaroli_a12;14,50269444;37,90041667;0;0,165289256;0;0,326446281;2,309917355;0;0,326446281;0;0;0;0;0;0;0,661157025;0;1,818181818;0;0;0;0;0,161157025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,260330579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colombaroli_a13;14,07152778;37,86088889;0;0;0;0,001672241;2,008361204;0;0;0;0;0;0;0;0,16722408;0,334448161;0;0,836120401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,841137124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colombaroli_a14;14,32336111;37,74866667;0;0;0;0;0;0;0;0;0;0;0;0;0;0,436681223;0;1,855895197;0;0;0;0;0,373362445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01091703;0;20,569869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colombaroli_a15;13,40036111;37,86858333;0;0;0;0;9,210391823;0;0,692504259;0;0;0;0;0;0,170357751;0,170357751;0;0,851788756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,310902896;0;10,40289608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colombaroli_a16;14,09236111;37,82744444;0;0;0;0;1,795081967;0;0;0;0;0;0;0;0;3,278688525;0;0,327868852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,942622951;0;5,56557377;0;0;0;0;0;0;0;0;0,155737705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
