;DTBW;CCF;CCF;ET;CCF;TEDE;WF;WF;I_TRSE;J_TREG;K_TRDE;TEXE;TEGR;DESE;Tundra;Tundra;Tundra;Tundra;Tundra;Best;Best.num
1;7.8045055055783;8.69820640632754;8.69820640632754;16.617319277747;17.6165697468487;16.7228688460994;9.39116108079467;4.03524680781734;4.03524680781734;4.03524680781734;0;0;0.446431069707295;0.446431069707295;0;0.446431069707295;3.44784170170268;3.44784170170268;3.89427277140997;CCF;5
2;7.53181846524111;8.94691651838089;8.94691651838089;15.6629370678517;15.6853089251729;14.2702108720331;7.74542996996997;3.14808043099283;3.14808043099283;3.14808043099283;0;0.0223718573211974;0.0223718573211974;0.0223718573211974;0;0;3.02395635554876;3.02395635554876;3.02395635554876;CCF;5
3;6.07963098433287;6.71279833977691;6.71279833977691;13.2619924839915;13.2619924839915;12.6288251285474;6.7431603790435;2.02598237899543;2.02598237899543;2.02598237899543;0;0;0;0;0;0;2.62819470359408;2.62819470359408;2.62819470359408;ET;4
4;5.54525889973711;5.86148666575395;5.86148666575395;13.7274967191099;13.7274967191099;13.4112689530931;7.42850135698676;2.21359436211787;2.5298221281347;2.5298221281347;0.316227766016838;0;0;0;0;0;1.48323969741913;1.48323969741913;1.48323969741913;ET;4
5;4.09780605430097;5.28182543758825;5.28182543758825;14.017593384326;14.017593384326;12.8335740010387;7.55439041774171;2.9170205690053;3.69232766945002;3.69232766945002;0.77530710044472;0;0.0223718573211974;0.0223718573211974;0;0.0223718573211974;1.09622155607341;1.09622155607341;1.1185934133946;ET;4
6;6.29934043924044;6.29934043924044;6.29934043924044;18.76936342705;18.76936342705;18.76936342705;11.6003781176018;3.42409826085643;4.26219419808557;4.26219419808557;0.838095937229146;0;0;0;0;0;1.55106789019694;1.55106789019694;1.55106789019694;ET;4
7;4.37479096412049;4.37479096412049;4.37479096412049;19.288790523054;19.288790523054;19.288790523054;10.8963143171131;4.07430975749267;5.77724839408531;5.77724839408531;1.70293863659264;0;0.774596669241483;0.774596669241483;0;0.774596669241483;1.34164078649987;1.34164078649987;2.11623745574136;ET;4
8;6.02366315113969;6.65683050658373;6.65683050658373;20.8550180245323;21.4881853799763;20.8550180245323;12.255048610393;3.43690446477641;4.95440332803792;4.95440332803792;1.51749886326152;0;1.37927604198724;1.37927604198724;0;1.37927604198724;1.58291769570093;1.58291769570093;2.96219373768818;CCF;5
9;4.85769030565756;5.17486628204922;5.17486628204922;23.2033099028942;23.2033099028942;22.8861339265025;12.7715918675281;4.87075191320601;7.57404764249646;7.57404764249646;2.70329572929045;0;1.61341349318766;1.61341349318766;0;1.61341349318766;1.45003537887874;1.45003537887874;3.06344887206639;ET;4
10;4.0225722871247;4.0225722871247;4.0225722871247;23.2468356106609;23.2468356106609;23.2468356106609;12.1383005754606;4.34035452469035;7.34352586512366;7.34352586512366;3.00317134043331;0;0.633879799331072;0.633879799331072;0;0.633879799331072;1.55007830330998;1.55007830330998;2.18395810264105;ET;4
11;3.46384678832235;3.46384678832235;3.46384678832235;22.8265421602299;22.8265421602299;22.8265421602299;11.2566797601617;3.84001786454178;6.45190719986975;6.45190719986975;2.61188933532797;0;0.319069584887059;0.319069584887059;0;0.319069584887059;2.08282481166883;2.08282481166883;2.40189439655588;ET;4
12;1.76536544063578;1.76536544063578;1.76536544063578;21.1773547301774;21.1773547301774;21.1773547301774;9.7075730029425;4.19523539268061;7.14481163343113;7.14481163343113;2.94957624075052;0;1.09544511501033;1.09544511501033;0;1.09544511501033;1.44913767461894;1.44913767461894;2.54458278962928;ET;4
