Longitude;Latitude
2.83;45.5
-6.85625;37.155
29.597222;37.125
-6.830556;42.877778
-6.830556;42.877778
-7;42.7
8.8;52.1
5.4;49.9
5.4;49.9
5.4;49.9
5.4;49.9
5.9;50.3
5.9;50.3
5.9;50.4
13.8;55.4
14.5;56.1
15;58.8
14.2;57.5
17.7;60.3
19.2;68.3
19.2;68.3
20.8;69
20.8;69
21.8;68
22.3;68.5
22.2;68.5
-6.5;37.11666667
3;47
33.81666667;37.5
-4.016667;43.117886
0.55;40.76
-6.233333;41.966667
27.831944;43.187222
29.95;36.58333333
-4.868889;36.967222
-5.067222;36.818889
-5.35;36.517222
-5.368889;36.467222
-5.417222;36.318889
-3.617222;37.018889
-3.517222;36.917222
-3.35;36.95
-3.35;36.918889
-3.268889;36.95
-3.218889;36.95
-3.017222;37.018889
-3.017222;37.1
-3.018889;37.117222
-3.05;37.15
-2.917222;37.167222
-3.117222;37.168889
-6.15;37.618889
-6.368889;37.767222
-6.618889;37.917222
-6.718889;38.018889
-3.317222;42.368889
-3.867222;42.618889
-4.818889;43.317222
-4.917222;43.318889
-5.017222;43.35
-4.968889;43.267222
-5.05;43.3
-5.05;43.3
-4.918889;43.418889
-4.968889;43.417222
-5;43.4
-5.018889;43.368889
-3.65;39.1
-4.8;43.15
-4.817222;43.15
-4.817222;43.118889
-4.767222;43.117222
-4.718889;43.118889
-4.668889;43.167222
-4.767222;43.067222
-4.75;43.068889
-4.85;43.068889
-4.867222;43.117222
-4.7;43.1
-4.668889;43.1
-4.618889;43.117222
-4.568889;43.218889
-5.85;39.168889
-5.368889;39.367222
-5.318889;39.368889
-5.318889;39.468889
-5.318889;39.468889
-5.35;39.517222
-5.367222;39.518889
-5.417222;39.6
-6.468889;40.567222
-6.418889;40.55
-6.318889;40.517222
-6.2;40.517222
-6.167222;40.517222
-6.118889;40.517222
-6.117222;40.467222
-6.118889;40.5
-6.15;40.418889
-6.018888889;40.45
-6.367222;40.1
-6.4;40.118889
-6.5;40.118889
-6.5;40.268889
-6.45;40.318889
-6.45;40.35
-6.467222;40.367222
-6.45;40.368889
-6.468889;40.467222
-6.5;40.5
-6.2;40.368889
-6.5;40.4
-6.7;40.367222
-7;40.367222
-7.2;40.318889
-7;40.3
-6.8;40.3
-7.7;40.25
-7.8;40.2
-7.2;40.05
-2.768889;41.7
-2.668889;41.717222
-2.067222;41.818889
-2.117222;41.8
-1.968889;41.85
-1.85;41.818889
-1.818889;41.817222
-1.817222;41.8
-1.817222;41.768889
-1.818889;41.8
-1.817222;41.817222
-1.8;41.817222
-1.768889;41.85
-1.767222;41.867222
-4.318889;38.65
-4.367222;38.568889
-4.368889;38.518889
-4.368889;38.517222
-4.367222;38.468889
-4.317222;38.368889
-5.518889;42.968889
-6.75;42.75
-6.9;42.85
-3.317222;37.05
-3.317222;37.067222
-3.317222;37.067222
-3.317222;37.067222
-3.367222;37.068889
-3.4;37.1
-3.318889;37.118889
-3.318889;37.117222
-3.35;37.118889
-3.35;37.118889
-3.367222;37.118889
-5.367222;36.768889
-5.318889;36.75
-5.267222;36.768889
-5.25;36.768889
-5.168889;36.817222
-4.967222;36.7
-4.968889;36.668889
-5.068889;36.667222
-3.968889;43.418889
-3.95;43.418889
-3.617222;43.4
22.709722;40.515278
22.709167;40.516944
22.708333;40.519167
22.710556;40.519167
22.710278;40.535833
22.708889;40.556667
22.710278;40.591667
22.644444;40.731667
22.537222;40.735833
22.469167;40.753333
22.398611;40.751667
22.308889;40.673056
22.625833;40.883056
22.628611;40.878611
22.632778;40.876111
22.634444;40.870833
22.1;40.626944
22.070556;40.611944
22.069444;40.598333
22.065278;40.59
22.056667;40.576667
22.050278;40.566667
22.048056;40.546389
22.040556;40.521944
22.033889;40.512778
22.145;40.546111
22.125;40.546389
22.158611;40.545
22.185;40.536667
22.285833;40.398611
22.266667;40.415833
22.2475;40.421667
22.245833;40.4425
22.255556;40.464167
21.727222;40.79
21.777222;40.8125
21.894722;40.78
21.927222;40.786667
21.986944;40.811944
22.1475;40.618611
22.199167;40.623611
22.241389;40.657222
22.176389;40.481389
22.1525;40.440278
22.131667;40.408889
22.093889;40.399444
22.063333;40.377222
22.113611;40.39
21.9675;40.375278
21.864722;40.370556
21.61;40.245556
21.485278;40.284167
21.464722;40.36
21.544722;40.661389
21.492222;40.598889
21.493889;40.570833
21.489167;40.532222
21.408333;40.529722
21.385278;40.508889
21.353333;40.5
21.329167;40.547222
21.2825;40.763056
21.275;40.776944
21.238333;40.788056
21.217222;40.774722
21.208889;40.759444
21.188611;40.708889
21.180278;40.653056
21.1775;40.645278
21.192222;40.591667
21.444722;40.26
21.446111;40.131389
21.493333;40.018333
21.501944;39.955
21.516667;39.898333
21.5425;39.8475
21.215556;39.726667
21.291944;39.684167
21.266944;39.721667
21.188889;39.725
21.185278;39.754444
21.038056;39.735833
21.118056;39.751944
21.1575;39.763333
21.165;39.7925
21.228889;39.8
21.3;39.804167
21.328056;39.806667
21.450833;39.783889
21.475;39.767222
21.555833;39.74
20.852778;39.504444
20.861944;39.492778
20.763056;39.706667
20.665556;39.745278
20.621944;39.751389
20.606111;39.682778
20.554722;39.611944
20.536389;39.591944
20.536111;39.5725
20.473611;39.535278
20.328056;39.535556
20.389722;39.496111
20.453056;39.52
21.005833;39.722778
20.973611;39.701667
20.937222;39.678056
20.776111;39.757778
40.26;34.72
40.38;34.89
40.39;35.07
40.595833;35.493056
40.57;35.49
40.298056;35.416111
38.54;34.91
38.23;34.47
37.97;34.5
37.306111;34.580556
36.886944;34.646111
37.71;34.42
37.42;34.32
37.198333;34.187778
36.96;34
36.850278;33.904444
36.755;33.829444
36.6775;33.74
36.594722;33.803056
36.710278;33.997222
36.59;33.95
36.486944;33.915278
36.336111;33.896111
36.345556;33.893056
36.363889;33.891944
36.402778;33.852778
36.4;33.8
36.389722;33.765556
36.371944;33.707222
35.88;33.37
36.023889;33.613611
35.979444;33.6525
35.963333;33.678889
36.218889;33.900833
36.230833;33.928333
36.209722;33.941389
36.199167;33.983889
36.157778;34.057778
36.126389;34.083333
36.12;34.13
36.035556;34.114722
36.035556;34.114722
36.076667;34.156111
36.049167;34.243333
35.979167;34.290556
35.954444;34.308889
35.932778;34.320833
35.904167;34.309444
35.888611;34.312778
35.864444;34.329444
35.807222;34.338333
35.759167;34.323056
35.697778;34.308056
35.831389;34.096389
35.810833;34.098611
35.784167;34.091944
35.776111;34.111111
35.748333;34.102778
35.705;34.106111
35.683889;34.108056
35.669167;34.109167
36.2;35.51
36.2;35.54
36.19;35.55
36.2;35.58
36.140278;35.5975
36.160556;35.594444
36.166944;35.604722
36.168889;35.59
36.178611;35.615
36.179722;35.617222
36.604167;35.7875
36.518611;35.783056
36.481111;35.797778
35.855;35.728056
35.855556;35.738889
35.876389;35.753056
35.849444;35.836667
35.852778;35.835833
35.854167;35.839167
35.855556;35.837222
36.896944;36.461944
36.873333;36.443056
36.843889;36.306111
36.848611;36.301944
-6.85;42.768056
27.85833333;42.63833333
28.485;42.1175
28.55138889;42.78388889
28.48527778;42.20083333
30.24972222;43.73916667
31.1;43.31805556
28.88888889;42.0675
31.11888889;42.88555556
28.61666667;43.6
28.53333333;43.55
27.93194444;42.65833333
28.11666667;43.41666667
27.63333333;43.25
27.96666667;43.25
27.98333333;43.28333333
27.83333333;42.91666667
27.83333333;42.91666667
27.63333333;42.96666667
27.8;42.98333333
27.88333333;43.03333333
28.11666667;43.36666667
27.87777778;42.65638889
27.88333333;43.03333333
28.53333333;43.55
28.63333333;43.58333333
27.87777778;42.645
27.89194444;42.65333333
28.16888889;42.67555556
27.96861111;42.20166667
27.96861111;42.13444444
28.41861111;42.20166667
37.38333333;39.86666667
-2.72;37.57
-2.7;37.62
-2.67;37.67
-2.67;37.67
-2.62;37.73
-2.58;37.72
-2.55;37.92
-2.58;37.87
-2.57;37.82
-2.48;37.52
-2.45;37.5
-2.45;37.58
-2.52;37.63
6.556666667;45.33138889
-8.2;41.6
-7.537917;43.467778
-7.533333;43.566667
-1.05;43.034
-1.05;43.034
-1.05;43.034
-5.283333333;40.21666667
-0.116806;41.39875
-0.11375;41.394861
12.875;43.02
-4.364167;43.116667
37.38333333;39.73333333
-2.75;42.13
-6.3;41.916667
-6.3;41.916667
-1.833333333;37.16666667
29.89166667;36.67222222
-2.83;42
-2.83;42.01
-2.82;42.01
-2.81;42.02
-2.8;42.02
-2.79;42.03
-2.78;42.03
-2.78;42.04
-2.77;42.04
-2.76;42.05
-2.76;42.06
-2.75;42.07
-2.75;42.08
-2.72;42.08
-2.7;42.09
-2.67;42.1
-2.65;42.17
-2.62;42.25
-0.379167;43.093333
-2.22;37.21
-2.2;37.2
-2.2;37.19
-2.2;37.19
-2.25;37.01
-2.25;37.01
-2.24;37.03
21.3;40.53
-5.266666667;40.21666667
-1.167;43.034
-1.167;43.034
-1.167;43.034
-1.167;43.034
-1.167;43.034
-1.167;43.034
-1.167;43.034
-1.167;43.017
-1.167;43.017
-1.167;43.017
-1.167;43.017
-1.167;43.017
-1.167;43.017
-0.234722;41.368056
-0.225972;41.413611
-0.230139;41.374861
-0.230278;41.389583
-0.513888889;41.25972222
-0.2225;41.393611
-0.213889;41.394722
-0.127361;41.458889
46.33;35.53
46.41;35.52
46.41;33.69
46.41;33.69
7.8;45.85
7.767;45.883
7.733;45.875
7.683;45.683
7.65;45.783
7.65;45.783
7.65;45.783
7.65;45.792
7.65;45.783
7.617;45.883
7.617;45.85
7.617;45.85
7.617;45.85
7.583;45.917
11.541824;45.468498
15.83638889;40.14333333
10.1186;44.35
10.123194;44.359028
10.048611;44.387361
10.24125;44.304722
10.2333;44.303
10.58583333;44.13666667
10.8;44.1555
10.818025;44.171147
11.96555556;43.05611111
14.4166;41.4
35.5833;31.75
35.5;29.5
-3.292361;39.661806
-2.876389;39.390972
-5.816111;37.049861
-4.165556;38.706389
-3.301266;39.69233
-4.615;37.313889
-4.615;37.313889
-4.615;37.313889
-5.824722;37.036389
-5.563889;41.857083
-3.255417;39.412639
-6.139861;36.346528
-4.068056;38.826944
-3.945278;38.754722
-2.566389;42.542639
-2.565278;42.534306
-4.243056;38.84
-3.274028;39.327222
-3.33248;39.464019
-4.30875;37.097778
-6.02625;36.522778
-4.145417;38.752222
-0.888056;38.504028
-4.835139;37.051528
-4.582222;41.201111
-4.770556;37.108611
-4.053611;38.938056
-4.947778;37.128056
-4.302474;37.10874
-2.722639;39.424028
-3.256667;40.884167
-4.302474;37.10874
-4.302474;37.10874
-4.143056;37.598056
-4.568889;41.203333
-3.935278;38.743056
-1.876388889;37.13333333
-2.828472;39.395
-2.8666;39.4166
0.730555556;41.50277778
-6.050694;36.617222
-4.36;38.958333
-3.941667;39.18
-2.746528;39.43625
-1.770126;38.720734
-3.341667;39.513333
-5.898889;36.903056
-3.83375;38.91875
-4.700833;37.200278
-4.628056;37.459444
-4.628056;37.459444
-4.628056;37.459444
-4.458194;40.976944
-0.296528;41.389861
-5.606389;41.830833
-5.629167;41.797222
-3.174306;39.466528
-4.204167;37.57875
-2.838611;39.432778
-3.173611111;41.8
-2.715556;39.408472
-6.057361;36.535278
-5.887917;36.917917
-3.356944;39.537361
-4.821389;37.429167
-6.016667;36.845
-5.640139;41.803056
-3.2833;39.4166
-5.801944;37.034722
-4.690833;37.4825
-4.690833;37.4825
-4.690833;37.4825
-6.933333;43.383333
-0.189987;41.061043
-0.189987;41.061043
-3.994444444;37.09166667
-4.085139;38.754583
2.443056;42.161944
-3.866667;42.633333
-7.554778;43.241102
-7.113194;42.592222
-8.1;41.75
-6.689444;42.13125
-0.182279;41.239561
-0.186667;41.42
-0.141378;41.236204
-0.151806;41.412083
-0.261528;41.378611
-0.227361;41.407222
-0.182279;41.239561
-1.499444;40.967917
-0.227361;41.407222
28.564444;43.585833
42.73861111;38.47388889
22.7;39.53333333
-6.6;37.16666667
-0.120417;41.3975
22.8;37.62
4.92;45.82
-5.23;43.07
-6.72;42.12
-1.85;37.12
-1.9;37.13
-1.97;37.13
-1.97;37.13
-2.1;37.08
-2.07;37.07
-2.17;36.95
-1.73;37.3
-1.72;37.32
-2.45;36.97
-2.68;36.15
-2.75;37
-2.97;36.78
-2.62;36.72
-2.62;36.7
-2.13;36.78
-2.13;36.78
-2.02;36.85
-2.02;36.83
-6.85625;37.155
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
11.92569444;43.09236111
13.40763889;41.28541667
15.87791667;40.05583333
15.83638889;40.14333333
15.60555556;40.93027778
14.37406389;41.60957222
11.455;42.48666667
11.77;42.61194444
10.00319444;44.43736111
13.60763889;42.37361111
15.61305556;40.9325
13.64527778;42.34638889
12.1666;42.3333
12.30138889;42.20638889
12.84986111;41.68972222
-2;37.08333333
-8.666666667;39.1
-6.533333333;37.11666667
-5.77;43.52
-1.537917;43.462778
8.906;62.5668
-1.629444;40.531667
-1.1;43.034
-1.1;43.034
-1.1;43.034
-1.12;43.034
-1.12;43.034
-1.12;43.034
-1.12;43.034
-1.12;43.034
-1.12;43.034
-1.12;43.034
-1.12;43.034
-1.12;43.034
-1.12;43.034
-1.12;43.034
-1.12;43.034
-1.13;43.034
-1.13;43.034
-7.483333;43.45
-4.436111111;43.21555556
30.05;37.46666667
-6.813889;42.866667
-7.111111;42.705556
-3.866667;43.083333
-3.441026;43.150906
-3.441026;43.150906
-3.016667;42.033333
2.029444;42.675
7.473333333;44.13
-0.219401;41.043063
-0.20464;41.043861
-0.219401;41.043063
-0.261667;41.401111
-0.256528;41.408333
-0.284861;41.404583
-0.304614;41.37816
-3.966667;42.616667
-7.02;43.22
12.37;63.17
12.36;63.17
12.36;63.17
12.36;63.17
12.36;63.18
12.35;63.18
12.37;63.17
12.37;63.17
12.37;63.17
12.37;63.17
12.37;63.17
12.36;63.17
12.36;63.17
12.36;63.17
12.37;63.15
12.38;63.15
12.4;63.15
12.4;63.15
12.4;63.15
12.4;63.15
12.4;63.17
12.4;63.17
12.4;63.17
12.4;63.17
12.4;63.17
12.37;63.15
12.42;63.17
12.42;63.17
12.37;63.15
12.38;63.15
12.38;63.15
12.38;63.15
12.38;63.15
12.38;63.15
12.35;63.18
12.35;63.18
-3.58527;57.041458
-3.34412;57.115363
-3.408444;57.11588
-8.733333;41.833333
-8.733333;41.833333
-5;33.05
-4.991067;43.272313
-7.5545;43.251
-1.770126;38.720734
-9.002989;39.677278
-1.499444;40.967917
-4.4833;42.56101
-9.046396;43.186313
-6.238624;40.681601
-2.5;38.3833
-6.7545;42.454
-7.478333;43.159028
-6.1353;42.01101
-2.840637;39.421603
-3.2833;39.4166
-2.8666;39.4166
-1.9166;40.05
-4.81101;37.348
-4.302474;37.10874
-1.608444;40.726724
-0.1666;41.333
-1.419874;38.789149
-0.178735;41.797139
-7.554778;43.241102
-2.847182;41.99892
-2.847182;41.99892
-2.554722;41.185833
-4.151667;42.980278
-3.342179;37.051733
-3.3671;37.05
-2.819264;37.953667
-2.860114;41.994588
-2.5166;38.5
-3.301266;39.69233
-8.744167;43.125
-6.793611;42.135556
-3.336973;39.45088
-6.8868;43.3335
-3.33248;39.464019
-0.189987;41.061043
-0.182279;41.239561
-0.141378;41.236204
-0.219401;41.043063
-6.691806;42.109861
-8.991389;39.693194
-3.329306;37.054583
-8.2333;37.9833
-6.7848;42.1343
-6.852778;42.863889
34.38;39.2
34.93;38.63
35.029;38.59
35.79;39.029
35.83;39.069
35.38;38.279
36.47;39.4
37.61;39.88
36.529;39.95
36.529;39.95
36.5;40.02
36.15;40.27
36.09;40.419
36.15;40.479
36.159;40.529
36.02;40.9
35.72;40.979
36.13;41.169
36.209;41.38
35.25;41.729
35.18;41.819
35.029;41.81
34.849;41.63
34.279;41.569
33.319;41.369
33.669;41.25
33.22;41.15
32.869;41.2
32.72;41.229
32.63;41.18
32.009;40.779
31.62;40.849
31.1;40.779
30.44;40.869
30.569;41.029
31.25;40.58
31.299;40.61
31.309;40.61
24.12;35.6
-5.35;32.9
-7.43;43.4
-7.62;43.55
-7.45;43.42
-7.527639;43.372639
-7.55;43.53
-7.55;43.53
0.18167;40.1653
-6.2;42.67
35.8275;39.03333333
-6.666666667;37.21666667
-7.57;43.42
-0.109444;41.380972
-0.116528;41.381111
14.21666667;45.65
13.7833;45.1833
15.8833;46.25
14.4333;45.75
14.8666;45.45
14.6833;45.5166
14.5833;45.8666
14.2;45.65
4.842;43.31033
4.91783;43.33617
4.96667;43.26667
4.91393;43.2411
4.83333;43.167893
4.83317;43.2325
4.6951;43.22038
4.74;43.29733
4.71342;43.29385
4.7675;43.318
3.05;42.71
3.41;43.2
3.11;42.6
3.45;42.9
3.26;43.2
3.13;43.01
3.71;42.81
89.61;50.27
83.17;55.65
82.7;55.39
109.2;53.67
109.53;54.45
105;51.52
87.73;50.19
172;67.5
152.89;61.18
152.89;61.18
70.97;56.92
44.43;47.77
106.63;54.54
177.17;64.5
136.21;44.61
106.73;53.02
108.35;53.68
132.66;42.86
43.44;49.54
28.1;55.26
151.72;60.8
175.52;66.78
175.25;64.83
30.75;69.45
26.54;53.08
108.78;55.87
172.16;67.15
65.75;57.02
50.5;53.02
78.53;56.03
149.45;61.63
70.23;56.82
178.3;64.82
28.23;56.03
109.2;55.58
109.27;55.53
131.75;44.38
87.62;50.49
23.67;49.57
135.61;44.17
84.83;56.33
76.63;60.93
75.38;63.28
75.38;63.28
125.82;72.84
126.61;73.39
126.52;72.38
32.98;56.46
32.48;67.95
33.28;56.29
150.7;59.67
153.4;70
153.4;70
153.4;70
153.4;70
153.4;70
153.35;70.25
153.35;70.25
153.35;70.25
153.35;70.25
153.35;70.25
153.35;70.25
152.1;70.2
152.1;70.2
152.1;70.2
152.1;70.2
152.1;70.2
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
151;60
127;72
134.6;70.6
134.6;70.6
