;DESE;CUSH;DRYT;PROS;DWAR;SHRU;STEP;CLDE;TAIG;COCO;CLMX;TEDE;COMX;Best;Best.num
151;0.766130863495265;13.9446073044868;16.1660443618891;13.9446073044868;5.82448598151535;0.766130863495265;16.1660443618891;0.766130863495265;6.13714809489566;6.13714809489566;6.13714809489566;6.13714809489566;6.13714809489566;DRYT;3
152;1.21663388083679;12.7756642428228;15.8082430671349;12.7756642428228;5.31333183490832;0.700070710714282;15.1081723564206;0;6.87371318497532;6.87371318497532;6.87371318497532;6.17364247426104;6.87371318497532;DRYT;3
153;1.7709781478042;15.1685273200132;18.9508369919575;15.1685273200132;7.23081678523468;2.91909913446022;16.5402567021932;1.14812098665602;7.06035791526435;7.06035791526435;7.06035791526435;7.06035791526435;7.06035791526435;DRYT;3
154;1.55326153625202;14.1202403954838;17.7602143939596;14.1202403954838;6.12045140530718;1.55326153625202;16.2069528577076;0;5.95166616167271;5.95166616167271;5.95166616167271;5.95166616167271;5.95166616167271;DRYT;3
155;1.59069261644103;13.1243887945764;16.4905448090169;13.1243887945764;5.8936752020091;1.2329647196899;15.257580089327;0;5.90368828784176;5.90368828784176;5.90368828784176;5.90368828784176;5.90368828784176;DRYT;3
156;1.24974225342668;13.3710388334145;16.7782423727048;13.3710388334145;5.95935077218915;1.24974225342668;15.5285001192781;0;5.78969935316161;5.78969935316161;5.78969935316161;5.78969935316161;5.78969935316161;DRYT;3
157;1.25830572596647;13.1331789781484;16.2670748346442;13.1331789781484;5.57936045363854;0.735980094839528;15.5310947398047;0;5.63840994430167;5.63840994430167;5.63840994430167;5.63840994430167;5.63840994430167;DRYT;3
158;0.75846476516711;12.7036702257892;15.9017277643511;12.7036702257892;5.68098269809534;0.75846476516711;15.143262999184;0;5.53920533109218;5.53920533109218;5.53920533109218;5.53920533109218;5.53920533109218;DRYT;3
159;0.750886009990864;12.8404438254479;16.0168150858577;12.8404438254479;5.75407648207965;0.750886009990864;15.2659290758668;0;5.41176810294011;5.41176810294011;5.41176810294011;5.41176810294011;5.41176810294011;DRYT;3
160;0;13.8481254368277;16.3020486426351;13.8481254368277;5.05835511802009;0;16.3020486426351;0;5.268858472193;5.268858472193;5.268858472193;5.268858472193;5.268858472193;DRYT;3
161;0;15.1008717676855;18.2347676241814;15.1008717676855;4.94974746830583;0;18.2347676241814;0;5.05387640331657;5.05387640331657;5.05387640331657;5.05387640331657;5.05387640331657;DRYT;3
162;0;15.5328552438945;18.831622549877;15.5328552438945;4.89793792324893;0;18.831622549877;0;4.79263891817441;4.79263891817441;4.79263891817441;4.79263891817441;4.79263891817441;DRYT;3
163;0;16.4912791044836;20.243794114238;16.4912791044836;4.92468021296815;0;20.243794114238;0;4.50467304029937;4.50467304029937;4.50467304029937;4.50467304029937;4.50467304029937;DRYT;3
164;0;16.751028035586;20.7913989097164;16.751028035586;4.85164523641208;0.679366248793683;20.7913989097164;0;4.8947227936188;4.8947227936188;4.8947227936188;4.8947227936188;4.8947227936188;DRYT;3
165;0.626783136339835;20.3042962845907;24.1782104879806;20.3042962845907;4.67134119927029;0.626783136339835;23.5514273516408;0;4.45804551315508;4.45804551315508;4.45804551315508;4.45804551315508;4.45804551315508;DRYT;3
166;0;18.6242132410918;22.4655756055687;18.6242132410918;4.92364377265456;0;22.4655756055687;0;3.29244684087686;3.29244684087686;3.29244684087686;3.29244684087686;3.29244684087686;DRYT;3
167;0;18.5845922889511;22.5446039252341;18.5845922889511;5.05835511802009;0;22.5446039252341;0;2.45392320580739;2.45392320580739;2.45392320580739;2.45392320580739;2.45392320580739;DRYT;3
168;0;19.3627309419776;23.1704671650165;19.3627309419776;5.15352534678932;0;23.1704671650165;0;0;0;0;0;0;DRYT;3
169;0;19.419726561877;22.404984456934;19.419726561877;5.03809020363868;0;22.404984456934;0;0;0;0;0;0;DRYT;3
170;0;19.8033906733908;22.9410374986406;19.8033906733908;4.97869021932476;0;22.9410374986406;0;0;0;0;0;0;DRYT;3
171;0;20.0059092229004;23.793799577185;20.0059092229004;5.5705239917353;0.75846476516711;23.0353348120179;0;0;0;0;0;0;DRYT;3
172;0;21.0863156415833;25.3932675144594;21.0863156415833;5.86155411913944;1.22474487139159;24.1685226430678;0;0;0;0;0;0;DRYT;3
173;0;20.8285447770961;25.1958896159199;20.8285447770961;5.73757815230824;1.19292786873306;24.0029617471869;0;0;0;0;0;0;DRYT;3
174;0.614160402500845;24.3833126827708;28.8680571490136;24.3833126827708;5.79568713587646;1.45999277395472;26.7939039725581;0;0;0;0;0;0;DRYT;3
175;0;20.7134247788434;25.1131388139391;20.7134247788434;6.29573797577926;1.54421999728018;23.5689188166589;0;0;0;0;0;0;DRYT;3
176;0;17.923548430638;21.8200119533062;17.923548430638;6.17493324923537;1.20072794587284;20.6192840074334;0;2.08671246222377;2.08671246222377;2.08671246222377;2.08671246222377;2.08671246222377;DRYT;3
177;1.14812098665602;21.3936144199475;24.963230068997;21.3936144199475;6.14357346866403;1.14812098665602;23.1755069403809;0;3.22631227564847;3.22631227564847;3.22631227564847;4.71871728100057;4.71871728100057;DRYT;3
178;0;16.7795615189656;20.2506151505603;16.7795615189656;6.78497758998172;1.27579763285562;18.9748175177047;0;4.67337410229483;4.67337410229483;4.67337410229483;5.42426011228569;5.42426011228569;DRYT;3
179;0;14.2953411743874;15.8670590243847;14.2953411743874;7.15590698540447;1.57171784999726;14.2953411743874;0;6.09292724394441;6.09292724394441;6.09292724394441;6.09292724394441;6.09292724394441;DRYT;3
180;1.13389342532709;17.2159204495228;19.3187020275962;17.2159204495228;6.77424613318782;2.10278157807343;17.8427035858626;0;6.3307917530935;6.3307917530935;6.3307917530935;6.3307917530935;6.3307917530935;DRYT;3
181;0;14.0816309253188;15.6918431784084;14.0816309253188;7.31018512144612;1.61021225308964;14.0816309253188;0;6.30128444049307;6.30128444049307;6.30128444049307;6.30128444049307;6.30128444049307;DRYT;3
182;0;13.5343818925449;14.7841241459715;13.5343818925449;6.94971512178316;1.24974225342668;13.5343818925449;0;6.46281991084387;6.46281991084387;6.46281991084387;6.46281991084387;6.46281991084387;DRYT;3
183;1.18522651843435;15.7282966386727;17.5861159016412;15.7282966386727;7.41916544892025;1.85781926296851;16.4008893832069;0.672592744534165;6.72592712320515;6.72592712320515;6.72592712320515;6.72592712320515;6.72592712320515;DRYT;3
