X2;Abies;Acer campestre-type;Alnus;Apiaceae;Armeria-type;Artemisia;Asteraceae subf. Cichorioideae;Asteraceae subf. Asteroideae;Betula;Boraginaceae;Botrychium;Brassicaceae;Buxus;Calluna vulgaris;Campanulaceae;Carpinus;Caryophyllaceae (periporate excl. Paronychioideae);Cedrus;Centaurea;Chenopodiaceae/Amaranthaceae;Corylus;Cyperaceae;Dipsacaceae;Ephedra;Ericaceae;Euphorbia;Fagaceae;Fagus;Filipendula;Fraxinus;Hedera;Helianthemum;Hippophae rhamnoides;Juniperus;Lamiaceae;Olea europaea;Picea;Pinus;Plantago;Plantago lanceolata-type;Poaceae;Polygonum;Quercus robur-type;Quercus ilex-type;Ranunculaceae;Rosaceae;Rubiaceae;Rumex;Salix;Saxifraga;Scrophulariaceae;Thalictrum;Thymelaeaceae;Tilia;Ulmus;Urticaceae
42417.5320383334;0;0;0;0;0;0,325842697;0;0,033707865;0;0;0;0,02247191;0;0;0;0;0;0;0;0,078651685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06741573;0;0;0,426966292;0;0;0;0;0;0;0,04494382;0;0;0;0;0;0;0;0
42607.7648899304;0;0;0;0;0;0,295454545;0;0,034090909;0;0;0;0;0;0;0;0;0,011363636;0;0;0,079545455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,079545455;0;0;0,431818182;0;0;0;0;0;0;0,056818182;0;0;0;0,011363636;0;0;0;0
42753.220759059;0;0;0;0,009259259;0;0,185185185;0;0,027777778;0,027777778;0;0;0,009259259;0;0;0;0;0,046296296;0;0;0,055555556;0;0,018518519;0;0,018518519;0;0;0;0;0;0;0;0;0;0,009259259;0,018518519;0;0;0,055555556;0,018518519;0;0,398148148;0;0;0;0,018518519;0,009259259;0;0,055555556;0;0;0;0,018518519;0;0;0;0
42925.6188167329;0;0;0;0;0,011111111;0,166666667;0,011111111;0,033333333;0;0;0;0,011111111;0;0;0;0;0,044444444;0;0;0,033333333;0;0,022222222;0;0;0;0;0;0;0;0;0;0;0;0;0,011111111;0;0;0,055555556;0;0;0,5;0;0;0;0;0;0;0,066666667;0;0;0;0,033333333;0;0;0;0
43062.7326529464;0;0;0;0,010869565;0,010869565;0,108695652;0,032608696;0,043478261;0,02173913;0;0;0;0;0;0;0;0,032608696;0;0;0;0;0,02173913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,076086957;0,010869565;0;0,510869565;0;0;0,010869565;0;0;0;0,065217391;0;0;0;0,043478261;0;0;0;0
43256.1493883242;0;0;0;0,036036036;0;0,072072072;0,036036036;0,036036036;0,009009009;0;0;0,036036036;0;0;0,036036036;0;0,018018018;0;0;0,009009009;0;0,027027027;0;0;0;0;0;0;0,009009009;0;0;0,009009009;0;0;0;0;0;0,324324324;0,018018018;0;0,18018018;0;0;0;0,018018018;0,018018018;0,018018018;0,045045045;0;0,009009009;0;0,036036036;0;0;0;0
43414.5526918772;0;0;0;0,025210084;0;0,042016807;0,025210084;0;0,008403361;0;0,008403361;0,016806723;0;0;0,025210084;0;0,016806723;0;0;0;0;0,033613445;0;0;0;0;0;0;0,016806723;0;0;0;0;0;0;0;0,008403361;0,554621849;0,016806723;0;0,159663866;0;0;0;0;0;0,008403361;0,016806723;0;0;0;0,016806723;0;0;0;0
43567.4327461931;0;0;0;0,009345794;0;0,046728972;0,018691589;0,009345794;0,009345794;0;0,009345794;0;0;0;0;0;0,009345794;0;0;0,009345794;0;0,037383178;0,009345794;0;0,009345794;0;0;0;0;0;0;0;0;0;0;0;0;0,560747664;0,028037383;0;0,177570093;0,018691589;0;0;0;0;0,009345794;0,009345794;0;0;0;0,018691589;0;0;0;0
43719.8284696006;0;0;0;0,010204082;0;0,071428571;0,010204082;0;0;0;0;0;0;0;0;0;0,010204082;0;0;0;0;0,020408163;0;0;0,010204082;0;0;0;0;0;0;0;0;0;0;0;0;0,551020408;0,040816327;0;0,265306122;0;0;0;0;0;0;0,010204082;0;0;0;0;0;0;0;0
43891.2815666819;0;0;0;0;0;0,095744681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,010638298;0,468085106;0,042553191;0;0,382978723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
