"";"Abies";"Acer campestre-type";"Alnus";"Apiaceae";"Artemisia";"Betula";"Campanulaceae";"Carpinus";"Caryophyllaceae (periporate excl. Paronychioideae)";"Chenopodiaceae/Amaranthaceae";"Corylus";"Cyperaceae";"Fraxinus";"Hippophae rhamnoides";"Picea";"Pinus";"Plantaginaceae";"Poaceae";"Polygonum";"Populus";"Quercus";"Rosaceae";"Rubiaceae";"Salix";"Thalictrum";"Tilia";"Ulmus"
"AlbaSanchez_a1";4,516129032;0;0,322580645;0;0;0,64516129;0;0;0,322580645;0,64516129;0;0;0;0;0;22,580645164;0;3,548387097;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a2";4,154302671;0;0;0;0;0;0;0;0;0,890207715;0;0;0;0;0;2,37388724;0;0,890207715;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a3";27,77777778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,77777778;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a4";18,60465116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45,34883721;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a5";5,111821086;0;0;0;0;0;0;0;0;0,638977636;0;0;0;0;0;38,33865814;0;0,958466454;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a6";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,71428571;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a7";22,74247492;0;0;0;0;0;0;0;0;0,334448161;0;0;0;0;0;13,04347826;0;2,006688963;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a8";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a9";23,37662338;0;0;0;0;0;0;0;0;0,649350649;0;0;0;0;0;32,14285714;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a10";10,41666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,77777778;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a11";1,136363636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,636363639;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a12";12,38095238;0;0;0;0;0;0;0;0;1,904761905;0;0;0;0;0;71,904761906;0;1,428571429;0;0,952380952;0;0;0;0;0;0;0
"AlbaSanchez_a13";5,501618123;0;0,323624595;0;0;0;0;0;0;0,323624595;0;0;0;0;0;5,501618123;0;1,618122977;0;0;0;0;0,323624595;0;0;0;0
"AlbaSanchez_a14";15,16129032;0;0;0;0;0;0;0;0;3,548387097;0,322580645;0;0;0;0;20,000000001;0;1,612903226;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a15";4,01459854;0;0;0;0;0;0;0;0,729927007;2,919708029;0;0;0;0;0;24,817518251;0;1,094890511;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a16";62,12624585;0;0;0;0;0;0;0;0;0,332225914;0;0;0;0;0;1,993355482;0;0,332225914;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a17";38,16793893;0;0;0;0;0;0;0;0;0,763358779;0;0;0;0;0;4,580152672;0;0,763358779;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a18";10,13513514;0;0,337837838;0;0,337837838;0;0;0;0;0,675675676;0,337837838;0;0;0;0;7,77027027;0;1,351351351;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a19";39,35483871;0;0,322580645;0,322580645;0;0;0;0;0;0,64516129;0;0;0;0;0;5,483870968;0;0,64516129;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a20";18,79194631;0;0;0;0;0;0;0;0;2,013422819;0;0;0;0;0;4,362416107;0;0,33557047;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a21";38,75432526;0;0,346020761;0,346020761;0;0;0;0;0;0;0;0;0;0;0;2,422145329;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a23";1,433691756;0;0,716845878;0;0;0,358422939;0;0;0;0,716845878;0;0;0;0;0;6,810035843;0;1,792114695;0;0;0;0;0,716845878;0;0;0;0
"AlbaSanchez_a25";58,13953488;0;0;0;0;0;0;0;0;0,664451827;0;0;0;0;0;0,332225914;0;0,664451827;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a26";0;0;0,34965035;0,34965035;0;0;0;0;0;0,34965035;0;0;0;0;0;0;0;0,34965035;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a27";1,315789474;0;0,328947368;0;0;0;0;0;0;0,657894737;0;0;0;0;0;0,986842105;0;0,986842105;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a28";12,21122112;0;0;0;0;0;0;0;0;0,330033003;0;0;0;0;0;6,600660066;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a29";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a30";3,503184713;0;0;0;0;0;0;0;0;0;0;0,318471338;0;0;0;32,484076433;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a31";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,36842105;0;6,578947368;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a32";58,2781457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,298013245;0;0,331125828;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a33";53,97350993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,298013245;0;0,993377483;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a34";8,823529412;0;0;0;0;0;0;0;0;0,326797386;0;0;0;0;0;14,05228758;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a35";23,26283988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43,80664652;0;1,510574018;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a36";3,149606299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60,892388448;0;0,524934383;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a37";3,241895262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,23690773;0;4,488778055;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a38";41,63265306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,469387755;0;1,632653061;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a39";25,46583851;0;0;0;0;0;0;0;0;1,242236025;0,310559006;0;0;0;0;21,118012426;0;1,863354037;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a40";17,37704918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49,180327867;0;0,983606557;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a41";58,30508475;0;0;0;0;0,677966102;0;0;0;0;0;0;0;0;0;26,779661014;0;0,338983051;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a42";16,61129568;0;0;0;0;0,332225914;0;0;11,62790698;0;0;0;0;0;0;4,651162791;0;1,328903654;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a43";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,409638554;0;2,409638554;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a44";0,588235294;0;0;0;0;0;0;0;0;1,470588235;0;0;0;0;0;0,882352941;0;0,882352941;0;0;0;0;0,588235294;0;0;0;0
"AlbaSanchez_a45";10,40268456;0;0;0;0;0;0;0;0;0,33557047;0;0;0;0;0;13,087248323;0;1,677852349;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a46";0;0;0,67114094;0;0;0;0;0;0;0;0;0;0;0;0;2,013422819;0;2,013422819;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a47";0;0;1,428571429;0;0;0;0;0;0;0;0;0;0;0;0;3,571428571;0;3,571428571;0;0;0;0;1,428571429;0;0;0;0
"AlbaSanchez_a49";21,875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,875;0;1,25;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a50";5,263157895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,403508772;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a51";0;0;0;0,709219858;0;0;0;0;0;0;0;0;0;0;0;0,709219858;0;0;0;0;0;0;0,354609929;0;0;0;0
"AlbaSanchez_a52";0;0;0;0;0;0;0;0;0,333333333;0,333333333;0;0;0;0;0;0;0;0,666666667;0;0;0;0;0,333333333;0;0;0;0
"AlbaSanchez_a53";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,986842105;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a54";0;0;0;0;0;0,328947368;0;0;0,328947368;0,328947368;0;0;0;0;0;0,657894737;0;3,947368421;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a55";0;0;0;0;0,33557047;0;0;0;0,33557047;0,33557047;0;0;0;0;0;0;0;0,67114094;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a57";0;0;0;0;0;0;0;0;0;0,331125828;0;0;0;0;0;0;0;0,662251656;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a58";0;0;0,332225914;0;0;0;0;0;0;0,664451827;0;0;0;0;0;0;0;2,990033223;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a59";0;0;0,336700337;0;0;0;0;0;0;0,336700337;0;0;0;0;0;0;0;1,346801347;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a60";0;0;0;1;0;0;0;0;0;0,333333333;0;0;0;0;0;1,666666667;0;4;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a61";34,32343234;0;0;0,660066007;0;0;0;0;0;0;0;0;0;0;0;0;0;2,310231023;0;0;0;0;0,660066007;0;0;0;0
"AlbaSanchez_a62";3,355704698;0;0;0,33557047;0;0;0;0;0;0;0;0;0;0;0;0;0;1,006711409;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a63";10,52631579;0;0;0;0;0;0;0;0;0,328947368;0;0;0;0;0;0;0;0,657894737;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a64";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a65";1,003344482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,341137124;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a66";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,826855124;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a67";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a68";0;0;0;0;0;0;0;0;0;0,334448161;0;0;0;0;0;0;0;2,675585284;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a69";0;0;0;0,332225914;0;0;0;0;0;0;0;0;0;0;0;0;0;0,332225914;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a70";0;0;0;0;0;0;0;0;0,323624595;0,323624595;0;0;0;0;0;0;0;2,588996764;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a71";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a72";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,333333333;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a73";0;0;0;0,330033003;0;0;0;0;0;0;0;0;0;0;0;0;0;0,330033003;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a74";0;0;0;0;0;0;0;0;0;0,986842105;0;0;0;0;0;0;0;0,657894737;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a75";0;0;0;0;0;0;0;0;0;1,324503311;0;0;0;0;0;0;0;0,331125828;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a76";0;0;0;0,336700337;0;0;0;0;0;0;0;0;0;0;0;0;0;0,336700337;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a77";0;0;0;0;0,366300366;0;0;0;0,366300366;0;0;0;0;0;0;0;0;0,366300366;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a78";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,336700337;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a79";0;0;0;0,328947368;0,328947368;0;0;0;0;0,328947368;0;0,328947368;0;0;0;0;0;0,657894737;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a80";0;0;0;0;0;0;0;0;0,740740741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a81";0;0;0;0,641025641;0;0;0;0;0;0,320512821;0;0;0;0;0;0;0;0,961538462;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a82";0;0;0;0;0;0;0;0;0;0,993377483;0;0;0;0;0;0;0;1,324503311;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a83";0;0;0;0;0;0;0;0;0;0,99009901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a84";0;0;0;0;0;0;0;0;0;1,01010101;0;0;0;0;0;0;0;1,683501684;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a85";0;0;0;0,689655172;0;0;0;0;0,344827586;1,034482759;0;0;0;0;0;0;0;0,344827586;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a86";0;0;0;0;0,343642612;0;0;0;0;1,030927835;0;0;0;0;0;0;0;1,030927835;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a87";0;0;0;0;0;0;0;0;0;0,884955752;0;0;0;0;0;0;0;1,327433628;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a88";0;0;0;0;0;0;0;0;0,322580645;0;0;0;0;0;0;0;0;0,64516129;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a89";0;0;0;4,501607717;0;0;0;0;0,964630225;0,321543408;0;0;0;0;0;0;0;2,893890675;0;0;0;0;0,321543408;0;0;0;0
"AlbaSanchez_a90";0;0;0;0;0;0;0;0;0,668896321;0;0;0;0;0;0;0;0;3,010033445;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a91";5,976095618;0;0;0;0,398406375;0;0;0;0;0;2,390438247;0,398406375;0;0;0;50,597609564;0;2,390438247;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a92";8,280254777;0;0;0;0;0;0;0;0;0;3,184713376;0;0;0;0;41,40127388;0;0,636942675;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a93";14,67576792;0;0;0;0;0;0;0;0;0,682593857;0;0;0;0;0;3,754266212;0;1,023890785;0;0;0;0;0,341296928;0;0;0;0
"AlbaSanchez_a94";6,493506494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,545454545;0;3,571428571;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a95";41,92546584;0;0;0;0;0;0;0;0,310559006;0,621118012;0;0;0;0;0;17,39130435;0;0,621118012;0;0;0;0;0,310559006;0;0;0;0
"AlbaSanchez_a96";1,328903654;0;0;0,664451827;0;0;0;0;0;0,664451827;0;0;0;0;0;2,990033223;0;3,322259136;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a97";0;0;0;0;0;0;0;0;0;0,217391304;0;0;0;0;0;0,217391304;0;0,434782609;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a98";0;0;0;0;0;0;0;0;0;0,325732899;0;0;0;0;0;0;0;0,325732899;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a99";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a100";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a101";0,332225914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,328903654;0;0,332225914;0;0;0;0;0,332225914;0;0;0;0
"AlbaSanchez_a102";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,94637224;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a103";3,666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a104";0;0;0;0,429184549;1,287553648;0;0;0;2,145922747;0,429184549;0;0;0,429184549;0;0;0;0;3,862660944;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a105";0;0;0;0;0;0,344827586;0;0;2,413793103;1,034482759;0;0;0;0;0;0;0;2,413793103;0;0;0;0;0,344827586;0;0;0;0
"AlbaSanchez_a106";0;0;0;0;0;0;0;0;0;0,337837838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a107";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,302114804;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a109";0;0;0;0;0,326797386;0;0;0;0;0;0;0;0;0;0;0;0;0,326797386;0;0;0;0;0,326797386;0;0;0;0
"AlbaSanchez_a110";0;0;0;0;0,341296928;0;0;0;0;0;0;0;0;0;0;0,341296928;0;0,682593857;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a111";0;0;0;0;0,332225914;0;0;0;0;0;0;0;0;0;0;0;0;0,332225914;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a112";0;0;0;0;4,620462046;0;0;0;0,330033003;0,99009901;0;0;0;0;0;0;0;0,99009901;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a113";0;0;0;0;0,334448161;0;0;0;0;0;0;0;0;0;0;0;0;0,668896321;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a114";0;0;0;0;0,666666667;0;0;0;0;0,666666667;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a115";0;0;0;0;0;0;0;0;0;0,655737705;0;0;0;0;0;0;0;3,93442623;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a116";0;0;0;0;0,660066007;0;0;0;0;0;0;0;0;0;0;0,330033003;0;2,97029703;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a117";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,829268293;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a118";0;0;0;0;0;0,325732899;0;0;0;0;0;0;0;0;0;0;0;5,211726384;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a119";0;0;0;0;0,332225914;0;0;0;0;0,664451827;0;0;0;0;0;0;0;1,993355482;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a120";0;0;0;0;0,330033003;0;0;0;0;0,330033003;0;0;0;0;0;0;0;2,640264026;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a121";0;0;0;0;0;0;0;0;0;0,325732899;0;0;0;0;0;0;0;0,325732899;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a122";0;0;0;2,040816327;0;0;0;0;0,340136054;1,700680272;0;0;0;0;0;0;0;0,680272109;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a123";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,961538462;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a124";0;0;0;0;0;0;0;0;0;0,99009901;0;0;0;0;0;0;0;16,17161716;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a125";0;0;0;0;0;0;0;0;0;0,613496933;0;0;0;0;0;0;0;2,45398773;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a126";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,333333333;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a127";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,662251656;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a128";0,327868852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,31147541;0;1,639344262;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a129";0,336700337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,346801347;0;0,336700337;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a130";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a131";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,632911392;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a132";0;0;0;0;0;0;0;0;0,294117647;0,588235294;0;0;0;0;0;0;0;1,764705882;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a133";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a134";0,657894737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,934210526;0;0;0;0;0;0;0;0;0
"AlbaSanchez_a135";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,293255132;0;0;0;0;0;0;0;0;0
"Antipina_Galimov_a1";0,363636364;0;0;0;1,636363636;0;0;0;0;0;0;0;0;0;2,181818182;58,909090914;0;0;0;0;0;0,181818182;0,181818182;0;0;0;0
"Antipina_Galimov_a2";0,235294118;0;0,235294118;0;0,352941176;0;0;0;0;0;0;0,117647059;0;0;1,647058824;45,176470588;0;0;0;0;0;0;0;0;0;0;0
"Antipina_a1";0,230414747;0;0;0;0;0;0;0;0;0,460829493;0;0;0;0;14,28571429;66,359447003;0;0;0,230414747;0;0;0;0;0;0;0,230414747;0
"Antipina_a2";0,959692898;0;0;0;1,151631478;0;0;0;0;0,19193858;0;0,383877159;0;0;13,62763916;45,681381958;0;0;0;0;0;0;0;0,19193858;0;0;0
"Antipina_a3";0,191570881;0;0;0;0,191570881;0;0;0;0;0,191570881;0;0;0;0;2,873563218;64,367816092;0;0;0;0;0;0;0;0,383141762;0;0;0
"Antipina_a4";1,138952164;0;1,138952164;0,227790433;0,911161731;0;0;0;0;0,455580866;0;2,505694761;0;0;6,605922551;30,06833713;0;0;0;0;0;1,138952164;0;0,911161731;0;0;0
"Antipina_a5";1,701323251;0;1,134215501;0;0,756143667;0;0;0;0;0,378071834;0;2,079395085;0;0;8,884688091;36,29489603;0;0;0;0;0;0;0;0,189035917;0;0;0
"Antipina_a6";0,4048583;0;1,214574899;0;2,631578947;0;0;0;0;0,4048583;0;0,4048583;0;0;3,238866397;43,117408908;0;0,20242915;0;0;0;0;0;0,20242915;0;0;0
"Antipina_a7";0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,79620853;79,620853078;0;0;0;0;0;0;0;0;0;0;0
"Antipina_a8";0,159235669;0;0,159235669;0;1,592356688;0;0;0;0;0,318471338;0;0,636942675;0;0;5,095541401;60,987261145;0;0,318471338;0;0;0;0;0;0;0;0;0
"Antipina_a9";0,658761528;0;0;0;0,395256917;0;0;0;0;0,395256917;0;18,44532279;0;0;4,743083004;40,184453227;0;1,844532279;0,263504611;0;0;0,131752306;0;0;0;0;0
"Antipina_a10";0,602409639;0;0;0;2,108433735;0;0;0;0;0,602409639;0;0;0;0;3,614457831;44,57831325;0;3,012048193;0;0;0;0;0;1,204819277;0;0;0
"Antipina_a11";0;0;0;0;1,289134438;0;0;0;0;0;0;1,104972376;0;0;3,314917127;65,930018414;0;1,104972376;0;0;0;0;0;0,184162063;0;0;0
"Antipina_a12";0,313479624;0;0;0;0;0;0;0;0;0;0;0;0;0;3,448275862;57,993730405;0;0,313479624;0;0;0;0;0;0;0;0;0
"Antipina_a13";3,308823529;0;0;0;1,470588235;0;0;0;0;0;0;0,735294118;0;0;6,25;43,75;0;0;0;0;0;0;0;0,735294118;0;0;0
"Antipina_a14";0,097560976;0;0;0;2,341463415;0;0;0;0;0,195121951;0;0,195121951;0;0;2,536585366;27,317073169;0;0,780487805;0,390243902;0;0;0,87804878;0;0,097560976;0,292682927;0;0
"Atanassova_a1";0,497512438;0,071073205;0;0,355366027;0,92395167;6,894100924;0;0,639658849;0;3,482587065;2,132196162;0,639658849;0;0;1,776830135;35,18123667;0;16,84434968;0;0;3,624733475;0;1,990049751;0;0;0;0,213219616
"Atanassova_a2";0;0;0;3,231597846;0,628366248;2,333931777;0;3,052064632;0;3,141831239;5,296229803;0;0;0;2,154398564;24,86535009;0;14,00359066;0,089766607;0;3,859964093;0;0,718132855;0;0;0;0
"Atanassova_a3";0;0;1,964367291;0;4,065783463;1,87300137;0;5,847418913;0;4,431247145;5,070808588;0;0;0;23,98355413;19,46094107;0;0,959342165;0;0;3,334856099;0;0;0;0;0,182731841;0
"Atanassova_a4";0;0;0;0,827966881;0,919963201;5,519779209;0;5,059797608;0;3,771849126;3,219871205;0;0;0;0,367985281;54,27782889;0;1,839926403;0;0;6,34774609;0;0,09199632;0;0;3,771849126;0,367985281
"Atanassova_a5";0;0,079872204;5,830670927;2,635782748;1,996805112;3,75399361;0;7,827476038;0;3,03514377;9,664536741;0;0;0;0;28,67412141;0;3,03514377;0;0;3,913738019;0;0;0;0;2,555910543;0,878594249
"Atanassova_b1";0,232288037;0;0,232288037;4,645760743;1,161440186;5,923344948;0;4,181184669;0;2,43902439;0,696864111;0;0;0;0,348432056;33,1010453;0;17,30545877;0;0;5,574912892;0;0;0,116144019;0;0,464576074;0
"Atanassova_b2";0;0,36407767;4,004854369;0,242718447;0,72815534;3,155339806;0;7,766990291;0;2,184466019;1,334951456;0;0;0;2,305825243;37,01456311;0;13,47087379;0,36407767;0;0;0;0,606796117;0;0;0;0
"Atanassova_b3";0;0;1,585728444;0,495540139;0,099108028;1,7839445;0;0;0;2,477700694;2,576808722;0;0;0;42,61645193;20,41625372;0;3,369672944;0;0;1,982160555;0;0;0;0;0;0,198216056
"Atanassova_b4";0,294985251;0,294985251;1,081612586;0;0,294985251;0;0;4,523107178;0;1,474926254;1,081612586;0;0;0;0,786627335;48,77089479;0;2,55653884;0,196656834;0;6,489675516;0;0;0;0;0,688298918;0
"Atanassova_b5";0;0;2,941176471;0;0,639386189;2,685421995;0;5,498721228;0;0,767263427;3,964194373;0;0;0;0;52,68542199;0;3,196930946;1,534526854;0;7,289002558;0;0;0;0;1,534526854;1,278772379
"Atanassova_c1";0;0;1,348747592;0;1,05973025;1,445086705;0;0,867052023;0;0;0,867052023;1,926782274;0;0;1,252408478;33,33333333;0;32,85163776;0;0;4,238921002;0;0;0;0;0;0
"Atanassova_c2";0;0;0;0,31120332;0;3,008298755;0;15,56016598;0;1,037344398;0,829875519;0;0;0;0;25,82987552;0;35,78838174;0;0;5,186721992;0;1,659751037;0;0;0;0
"Atanassova_c3";0;1,011959522;2,299908004;0;1,747930083;0;0;3,311867525;0;0,919963201;6,07175713;0;0;0;28,15087397;21,52713891;0;1,839926403;0;0;1,287948482;0;0,459981601;0;0;1,379944802;0
"Atanassova_c4";0;0;2,310536044;0;0,277264325;32,90203327;0;3,789279113;0;1,848428835;1,293900185;0;0;0;0;38,81700555;0;0,554528651;0,831792976;0;1,848428835;0;0;0;0;1,293900185;0
"Atanassova_c5";0;0;5,350772889;1,307966706;0;2,497027348;0;5,112960761;0;3,804994055;4,637336504;0;0;0;2,497027348;34,60166468;0;6,658739596;0,475624257;0;6,183115339;0;1,070154578;0;0;2,021403092;0,237812128
"Atanassova_d1";0,13464991;0;1,077199282;0,718132855;0;2,962298025;0;2,10951526;0;1,885098743;0,942549372;0;0;0;2,019748654;57,27109515;0;9,425493716;0;0;1,570915619;0,493716338;1,256732496;0;0;0,224416517;0,448833034
"Atanassova_d2";1,204819277;0;1,204819277;0,100401606;0,401606426;4,417670683;0;4,819277108;0;3,212851406;7,02811245;0;0;0;22,08835341;22,69076305;0;4,618473896;1,606425703;0;6,224899598;0,602409639;1,104417671;0;0;0;0
"Atanassova_e1";0,498220641;0,071174377;0;0,355871886;0,925266904;6,903914591;0;0,640569395;0;3,487544484;2,135231317;0,640569395;0;0;1,779359431;35,23131673;0;16,8683274;0;0;3,629893238;0;1,992882562;0;0;0;0,213523132
