"";"Abies";"Acer campestre-type";"Alnus";"Apiaceae";"Artemisia";"Betula";"Campanulaceae";"Carpinus";"Caryophyllaceae (periporate excl. Paronychioideae)";"Chenopodiaceae/Amaranthaceae";"Corylus";"Cyperaceae";"Fraxinus";"Hippophae rhamnoides";"Picea";"Pinus";"Plantaginaceae";"Poaceae";"Polygonum";"Populus";"Quercus";"Rosaceae";"Rubiaceae";"Salix";"Thalictrum";"Tilia";"Ulmus"
"EPDcoretop_E684";12,0362737;0,164880462;6,842539159;0,082440231;0,412201154;14,34460016;0;0,741962077;0;0,577081616;1,813685078;2,473206925;0;0;9,398186315;25,88623248;0;10,79967024;0,082440231;0;0,577081616;0,164880462;0;0,494641385;0;0,577081616;0,329760923
"EPDcoretop_E686";0;0;3,305785124;0;1,652892562;0;0;0;0;0;0;0,826446281;0;0;6,611570248;66,94214876;0;0,826446281;0;0;0;0;0;0;0;0;0
"EPDcoretop_E697";0;0;10,56603774;0;0,377358491;19,24528302;0;0;0;0,754716981;5,283018868;1,509433962;0;0;10,56603774;36,60377358;0;2,641509434;0;0;0,754716981;0;0;1,886792453;0;0;0,754716981
"EPDcoretop_E698";0;0;6,497175141;0;0;2,259887006;0;0;0;16,94915254;6,214689266;4,237288136;0;0;0;0,564971751;0;38,4180791;0;0;7,062146893;0;0,282485876;0,282485876;0,847457627;0;0,282485876
"EPDcoretop_E699";0;0;7,837837838;4,324324324;0,27027027;0,27027027;0;0;0;3,783783784;0,540540541;26,21621622;0,27027027;0;0;2,162162162;0;17,83783784;0,27027027;0;3,243243243;0;0,540540541;1,621621622;0;2,972972973;0
"EPDcoretop_E701";0;0;4,79704797;0,36900369;9,594095941;1,10701107;0;8,118081181;0;8,118081181;1,84501845;0;0;0;0,36900369;30,62730627;0;4,05904059;0,73800738;0;0;0;0;0,73800738;0;0;1,47601476
"EPDcoretop_E702";0;0;9,383378016;0,804289544;15,81769437;0,804289544;0;5,63002681;0;5,898123324;6,434316354;0;0;0;0,268096515;17,42627346;0;6,434316354;0,536193029;0;0;0;0,268096515;0;0,268096515;0,536193029;1,072386059
"EPDcoretop_E705";0;0;6,380027739;0;0,693481276;38,55755895;0;0;0,138696255;0,554785021;0;6,518723994;0,138696255;0;1,941747573;30,79056865;0;2,496532594;0,138696255;0;0;0,138696255;0,138696255;0,554785021;0;0;0
"EPDcoretop_E711";0;0;2,857142857;0,114285714;0,685714286;2,628571429;0;0,114285714;0;0,914285714;0;1,6;0;0;1,942857143;14,62857143;0;53,37142857;0;0;0,571428571;0;0,228571429;0,914285714;0;0,114285714;0
"EPDcoretop_E712";0,063171194;0;1,958307012;0,31585597;0,31585597;2,463676563;0;0;0;0,31585597;0,505369551;2,842703727;0,379027164;0;1,579279848;16,10865445;0;52,24257738;0,126342388;0;1,263423879;0;0,126342388;0,631711939;0,063171194;0;0,126342388
"EPDcoretop_E713";1,09375;0;5,78125;0,9375;0,3125;7,1875;0;0,46875;0;0,15625;2,96875;0,9375;0;0;13,59375;22,03125;0;2,03125;0;0;0,625;0,15625;0;0;0;0,3125;0,625
"EPDcoretop_E715";0;0;4,723502304;0,115207373;0,806451613;0,633640553;0;0;0;0,115207373;0,17281106;32,54608295;0;0;2,592165899;41,30184332;0;8,122119816;0,057603687;0;0;0;0,057603687;0,115207373;0,057603687;0;0,17281106
"EPDcoretop_E718";0,41322314;0;0;0;1,239669421;0;0;0;0;0,826446281;0;0,826446281;0;0;8,26446281;44,62809917;0;0,41322314;0;0;0;0;0,41322314;0;0;0,41322314;0,41322314
"EPDcoretop_E725";0;0;0;0;0;0,24600246;0;0;0;0;0;10,94710947;0;0;0;0,49200492;0;18,08118081;0;0;0,12300123;0,12300123;0;0,36900369;0;0;0
"EPDcoretop_E726";0,708215297;0;0,566572238;0,283286119;0,424929178;5,52407932;0;0,566572238;0;0,424929178;1,416430595;0,283286119;0,849858357;0;8,35694051;11,75637394;0;16,71388102;0;0;2,124645892;0;0;0;0;0;0,424929178
"EPDcoretop_E727";0;0;0,902934537;0;0,225733634;43,11512415;0;0;0;0;0,225733634;11,28668172;0;0;0,225733634;16,02708804;0;11,96388262;0;0;0;0;0;2,708803612;1,58013544;0;0,225733634
"EPDcoretop_E728";0;0;0,943396226;0,269541779;0,134770889;23,0458221;0;0;0;0;0;13,47708895;0;0;0,404312668;11,18598383;0;10,64690027;0;0;0;0;0;1,347708895;0,269541779;0;0
"EPDcoretop_E730";0;0,1332741;1,821412705;0,0888494;0,621945802;4,753442914;0;0,222123501;0,0888494;0,488671701;0,310972901;1,910262106;0,0888494;0;0,177698801;16,74811195;0;16,88138605;0;0,0888494;2,487783207;0,0888494;0;0,399822301;0;0;0,1332741
"EPDcoretop_E733";0;0;1,066666667;0;0;14,13333333;0;0;0;0;22,4;6,666666667;0;0;0;6,666666666;0;13,06666667;0;0,266666667;0,533333333;0,266666667;0,8;0,266666667;0;0;1,6
"EPDcoretop_E737";0;0;0,967741935;0,322580645;0,967741935;0;0;0,322580645;0,322580645;54,51612903;0,64516129;2,903225806;0,322580645;0;0;8,064516129;0;7,096774194;0,967741935;0;0;0,64516129;0;0;0;0;0
"EPDcoretop_E738";0,133511348;0;0,667556742;0,934579439;0,534045394;0,400534045;0;0;1,602136182;0,267022697;0,133511348;26,70226969;0,133511348;0;0,400534045;40,05340454;0;4,138851802;1,068090788;0;0;2,803738318;0,133511348;0,133511348;0,133511348;0;0,801068091
"EPDcoretop_E739";1,164144354;0;0,116414435;0,116414435;0;0,116414435;0;0;0;0;0;14,55180442;0;0;0,116414435;39,11525029;0;1,396973225;0;0;0;1,164144354;0;0,116414435;0;0;0
"EPDcoretop_E740";0;0,044702727;2,950379973;0;0,312919088;6,079570854;0;0,84935181;0,223513634;0,223513634;0,447027269;9,432275369;0,089405454;0;0,670540903;22,21725525;0;40,05364327;0;0,223513634;2,816271793;0,312919088;0,044702727;0,268216361;0;0,044702727;0,268216361
"EPDcoretop_E742";0;0;3,703703704;1,089324619;0;0,871459695;0;0,435729847;0;0,217864924;9,368191721;8,061002179;0;0;9,586056645;10,89324619;0;33,11546841;0;0;3,267973856;0,217864924;0;0,871459695;0;0;1,960784314
"EPDcoretop_E743";1,708766716;0,14858841;5,497771174;0,59435364;0,222882615;1,857355126;0;0,59435364;0,074294205;0,29717682;4,531946508;2,303120357;0;0;13,00148588;15,37890045;0;29,346211;0;0,14858841;3,343239227;0,29717682;0,371471025;0,371471025;0;0;0,742942051
"EPDcoretop_E745";0;0;0,596421471;0;0;42,94234592;0;0;0;0,596421471;0,596421471;3,578528827;0;0;1,590457256;28,2306163;0;3,777335984;0;0;0;0;0;0,198807157;0;0,397614314;0
"EPDcoretop_E746";0;0;3,498871332;0,112866817;0,451467269;4,740406321;0;3,047404063;0;0,225733634;2,031602709;1,241534989;1,693002257;0;4,514672686;9,593679458;0;22,12189616;0,112866817;0,112866817;8,35214447;0;0,112866817;1,58013544;0;0;0
"EPDcoretop_E747";0;0;1,727115717;0,172711572;0,172711572;43,35060449;0;0;0;0;0,172711572;0;0;0;1,381692573;21,76165803;0;3,626943005;0;0;0;0;0;1,381692573;0;0;0
"EPDcoretop_E749";0;0;3,655536028;0,105448155;0,105448155;3,268892794;0;0,667838313;0;0,281195079;1,792618629;3,268892794;0,175746924;0;0,035149385;3,233743409;0;11,73989455;0;0;4,956063269;0,316344464;0,035149385;0,07029877;0;0,035149385;0,210896309
"EPDcoretop_E750";0;0;1,866883117;0,162337662;0,974025974;2,029220779;0;0,243506494;0;1,055194805;0,649350649;34,17207792;0,081168831;0;0,649350649;20,53571429;0;13,14935065;0;0,162337662;2,516233766;0,162337662;0,243506494;0,730519481;0;0,324675325;0
"EPDcoretop_E764";2,197802198;0;6,593406593;1,098901099;0,366300366;11,35531136;0;0;0;0;9,523809524;16,48351648;0;0;0;1,098901099;0;19,78021978;0;0;0;0,732600733;0;1,465201465;0;0;0
"EPDcoretop_E785";1,682242991;0,093457944;6,168224299;0;1,121495327;8,411214953;0;1,775700935;0;0,46728972;2,523364486;2,336448598;0,654205607;0;11,96261682;17,85046729;0;15,70093458;0;0;2,803738318;0;0;0,747663551;0;0,186915888;0,186915888
"EPDcoretop_E787";0;0;0,389105058;0;0;6,485084306;0;0;0,259403372;0;0;0,129701686;0;0;0,518806744;3,242542153;0;1,167315175;0;0;0;0;0;0;0;0;0
"EPDcoretop_E810";0;0;3,100775194;0,775193798;0,775193798;0,775193798;0;1,550387597;0;0,775193798;2,325581395;1,550387597;0,775193798;0;0,775193798;68,99224806;0,775193798;1,550387597;0;0;1,550387597;0,775193798;0;0,775193798;0;1,550387597;0,775193798
"EPDcoretop_E813";0,709219858;0;3,546099291;0;1,418439716;2,836879433;0,709219858;0;0;0;2,127659574;17,73049645;0,709219858;0;0;1,418439716;0;32,62411348;0;0;0;4,964539007;0;0;0;0;0
"EPDcoretop_E814";0;0;4,166666667;0;0;6,666666667;0;0,833333333;0;1,666666667;1,666666667;1,666666667;0;0;1,666666667;65;0,833333333;2,5;0;0;1,666666667;0,833333333;0;0,833333333;0;0,833333333;0,833333333
"EPDcoretop_E820";0;0;0;0,199203187;0,199203187;0;0;0;0;0;0,398406375;0,796812749;0;0;0;58,964143425;0;12,15139442;0;0;4,183266932;0;0;0;0;0;0
"EPDcoretop_E835";0,34965035;0;5,361305361;0,233100233;1,515151515;9,090909091;0;3,263403263;0;0,699300699;0;1,631701632;0;0;15,26806527;19,11421911;0;25,75757576;0;0;2,564102564;0;0;1,515151515;0;0,34965035;0
"EPDcoretop_E878";21,62162162;0;1,801801802;0;0;0,900900901;0;7,207207207;0;0;0,900900901;1,801801802;0,45045045;0;1,351351351;43,24324324;0;0,900900901;0;0;1,801801802;0,900900901;0;0;0;0,45045045;0,45045045
"EPDcoretop_E887";0;0;0;0;0;3,846153846;0;0;0;0;0;31,98380567;0;0;0;0,809716599;0;18,82591093;0;0;0,4048583;0;0;0,4048583;0;0;0,20242915
"EPDcoretop_E888";3,916449086;0;4,438642298;0,522193211;0;1,044386423;0;0,261096606;0,522193211;0,522193211;3,394255875;1,566579634;0,522193211;0;0;1,82767624;0;37,33681462;0,261096606;0;14,62140992;2,610966057;0,261096606;0,783289817;0;0;0,522193211
"EPDcoretop_E890";0,509683996;0;0,713557594;0,203873598;0,917431193;2,140672783;0;0,203873598;0;0,815494393;0,305810398;5,300713558;0;0;4,383282365;9,582059123;0;23,34352701;0;0;1,019367992;1,22324159;0;0,203873598;0;0;0
"EPDcoretop_E891";0;0;0;3,076923077;0;0;0;0;0;0;0;1,538461538;0;0;0;20;0;9,230769231;0;0;0;0;0;0;0;0;0
"EPDcoretop_E893";0;0;0;0;4,545454545;0;0;0;0;11,93181818;0;0;0;0;0;48,01136364;0;17,89772727;0;0;0;0;0;0;0;0;0
"EPDcoretop_E898";0;0;13,53179973;0;0,202976996;27,46955345;0;0,608930988;0;0;3,044654939;0,338294993;0,338294993;0;3,856562923;28,14614344;0;1,150202977;0;0;0,811907984;0;0;0,541271989;0;0,202976996;0,473612991
"EPDcoretop_E900";0;0;6,265060241;0,120481928;0,361445783;6,506024096;0;0;0;0,843373494;1,445783133;1,686746988;0,481927711;0;1,807228916;7,831325301;0;11,68674699;0;0;3,975903614;0;0;0,240963855;0;0,120481928;1,56626506
"EPDcoretop_E903";3,80952381;0,238095238;2,619047619;0,238095238;0,238095238;14,28571429;0;1,428571429;0;0,238095238;3,571428571;1,428571429;0;0;12,14285714;15,71428571;0;20,23809524;0;0;5,952380952;0;0;0,238095238;0;0;0
"EPDcoretop_E905";0,909090909;0;1,272727273;0,181818182;2,363636364;0,545454545;0,363636364;0,181818182;0,181818182;0,181818182;0,181818182;26,90909091;0;0;3,818181818;34,181818185;0;10,90909091;0;0;0;0,363636364;0;0;0,181818182;0;0
"EPDcoretop_E907";0,371747212;0;2,602230483;0;0,743494424;0,371747212;0;0;0,371747212;0,743494424;0;20,81784387;0;0;1,115241636;34,20074349;0;19,33085502;0;0;0;0;0,371747212;0;0;0;0
"EPDcoretop_E912";0;0;5,198019802;1,237623762;0,742574257;3,465346535;0;0;0;0;0;27,97029703;0;0;0;0,742574257;0;17,82178218;0;0;0;0;0;0,247524752;0;0;0
"EPDcoretop_E918";0;0;0;0,179533214;5,565529623;0;0;0;0,179533214;38,77917415;0;0,359066427;0;0;0;10,59245961;0;14,72172352;0;0;0;0;0;0;0;0;0
"EPDcoretop_E919";0;0;0;0;10,3030303;0;0;0;0;20;0;0,303030303;0;0;0;27,87878788;0;10;0;0;0;0;0;0;0;0;0
"EPDcoretop_E921";0,272851296;0;1,36425648;0,409276944;0,818553888;0,409276944;0,272851296;0;0,136425648;0,136425648;0;40,92769441;0;0;1,091405184;12,27830832;0;13,09686221;0,136425648;0;0;4,774897681;0,136425648;0;0,272851296;0;0
"EPDcoretop_E924";0;0;4,719101124;0;0;2,696629213;0;0;0;0,224719101;11,79775281;7,415730337;0;0;0,112359551;9,213483146;0;38,76404494;0;0;0;0;0,112359551;0;0;0;0,561797753
"EPDcoretop_E925";0;0;2,448210923;0;0;2,071563089;0;0;0;0;3,389830508;32,58003766;0;0;0;4,143126177;0;16,94915254;0;0,188323917;0;0;0;0,188323917;0;0;0,564971751
"EPDcoretop_E930";0;0,236966825;0;0,236966825;0,710900474;0,947867299;0;0;0;0;0,710900474;37,20379147;0;0;0,236966825;6,398104265;0;18,2464455;0;0;0;0;0,236966825;0,236966825;0,947867299;0;0
"EPDcoretop_E932";0,632911392;0,632911392;11,39240506;0,632911392;2,109704641;0,843881857;0;0,843881857;0,210970464;0,632911392;1,898734177;2,53164557;0;0;0;0,843881857;0;11,81434599;0;0;22,15189873;0;0,421940928;0,632911392;0;0;0,632911392
"EPDcoretop_E941";0;0;7,202680067;0;0;7,202680067;0;0;0,167504188;0;0;3,852596315;0;0;0;10,38525963;0;5,025125628;0;0;0,167504188;0;0,167504188;0;0;0;0,167504188
"EPDcoretop_E948";0;0;0;0;0;7,638888889;0;0;0;0;0;4,166666667;0;0;0;16,31944444;0;5,902777778;0;0;4,861111111;0;0;0,347222222;0;0;0
"EPDcoretop_E949";0;0;0;0,118623962;0,237247924;0;0;0;0,711743772;13,16725979;0;23,72479241;0;0;0;22,77580071;0;4,744958482;0,118623962;0;0;0;0,118623962;0;0;0;0
"EPDcoretop_E950";15,26104418;0;2,891566265;0,240963855;0,16064257;6,104417671;0;0,321285141;0;0,321285141;1,927710843;0,722891566;0,080321285;0;10,60240964;25,9437751;0;13,97590361;0;0;1,365461847;0,080321285;0,080321285;0;0,080321285;0,080321285;0,16064257
"EPDcoretop_E957";0,201005025;0,100502513;9,346733668;0,201005025;1,306532663;14,17085427;0;6,331658291;0;0,703517588;1,909547739;2,512562814;0,603015075;0;2,512562814;27,63819095;0;4,32160804;0;1,909547739;9,045226131;0;0;1,407035176;0,201005025;0,502512563;0,40201005
"EPDcoretop_E959";0;0,418410042;0;0;0;52,71966527;0;2,510460251;0;0;0,418410042;0,418410042;0;0;1,255230126;2,928870293;0;5,020920502;0;0;9,205020921;0;0;5,439330544;0;0;0
"EPDcoretop_E963";0;0;0,892857143;4,017857143;0;0,892857143;0;0,446428571;0;2,232142857;1,785714286;19,19642857;0,446428571;0;0;17,85714286;0;22,32142857;0,446428571;0;15,625;0;0;0;0;0;0
"EPDcoretop_E968";0;0;4,680851064;0,425531915;0,85106383;9,361702128;0;0;0;0,425531915;0;4,893617021;0;0;22,12765957;48,93617021;0;1,276595745;0;0;1,276595745;0;1,276595745;0,425531915;0;0;0,212765957
"EPDcoretop_E969";0;7,52688172;21,50537634;0;0;18,27956989;0;3,225806452;0;3,225806452;5,376344086;0;0;0;0;2,150537634;0;0;0;0;0;5,376344086;0;0;0;0;0
"EPDcoretop_E972";0;0;5,235602094;0,261780105;0,523560209;13,08900524;0;0,261780105;0,785340314;0,523560209;4,712041885;2,356020942;0;0;0;1,570680628;0;36,38743455;0,785340314;0;7,068062827;0,523560209;0;0,523560209;0;1,047120419;1,047120419
"EPDcoretop_E973";0,243506494;0;2,029220779;0,121753247;0,202922078;0,243506494;0;1,826298701;0,243506494;1,217532468;1,258116883;0,527597403;0;0;0,040584416;7,99512987;0;17,69480519;0,040584416;0,284090909;1,461038961;0,933441558;0,121753247;0,36525974;0,040584416;0,081168831;0,081168831
"EPDcoretop_E978";2,664067576;0;5,003248863;1,494476933;0,129954516;1,429499675;0;0;0;0,064977258;5,782975958;33,65821962;0;0;12,34567901;10,9811566;0;7,342430149;0;0;2,274204029;1,234567901;0,194931774;0,779727096;0;0,064977258;0,259909032
"EPDcoretop_E980";10,50228311;0,304414003;0,761035008;0,456621005;0,152207002;3,04414003;0,304414003;0;0;0;1,97869102;2,130898021;0;0,152207002;17,65601218;20,2435312;0;23,74429224;0;0;1,065449011;0,456621005;0,152207002;0,152207002;0;0;0,152207002
"EPDcoretop_E981";0,460829493;0;0;0,460829493;7,834101382;0;0;0;0;3,225806452;0;0,921658986;0;0;0;70,04608295;0;3,686635945;0,460829493;0;0;0;0;0;0,460829493;0;0
"EPDcoretop_E982";0;0;0,15625;0,46875;0,625;0,78125;0;0;0,15625;0;0,3125;40,78125;0;0;1,25;10,3125;0;17,5;0,15625;0;0;1,875;0,15625;0;0;0;0
"EPDcoretop_E986";0;0;4,340836013;0;0;19,45337621;0;0;0;0;0,482315113;1,446945338;0;0;0,321543408;33,11897106;0;8,038585209;0;0;0,321543408;0;0;0,482315113;0;0,160771704;0,321543408
"EPDcoretop_E987";0;0;0,931098696;0,186219739;0;5,2141527;0;0;0;0;0,558659218;1,117318436;0;0;0,186219739;12,10428305;0;6,890130354;0;0;0;0;0;0,744878957;0;0;0
"EPDcoretop_E991";0,492610837;0;0;0;0;1,231527094;0;0;0;0;0,246305419;0,985221675;0;0;0,246305419;0,738916256;0;31,89655172;0;0;0,369458128;0;0;0;0;0;0
"EPDcoretop_E992";0,152207002;0;0,608828006;0,152207002;0,152207002;0,152207002;0;0;0;0;0,152207002;1,674277017;0;0;0,304414003;5,783866058;0;0,152207002;0;0;0;0;0;0;0;0;0
"EPDcoretop_E994";0;0;6,930693069;0,247524752;0,99009901;9,158415842;0;0,247524752;0,99009901;0;0,247524752;12,62376238;0;0;0,742574257;16,83168317;0;13,61386139;0;0,247524752;2,227722772;0;0,247524752;0,247524752;0;0;0
"EPDcoretop_E995";0;0;7,149404216;0,458295142;0,916590284;10,54078827;0;0,274977085;0;0;1,008249313;0,916590284;0;0;0,091659028;39,32172319;0;15,21539872;0,274977085;0,458295142;5,041246563;0,091659028;0;0,733272227;0,091659028;0;0
"EPDcoretop_E996";0;0,038446751;1,076509035;0,115340254;0,192233756;1,038062284;0;0,845828527;0,422914264;0,538254517;0,230680507;49,1349481;0;0;0,384467512;15,34025375;0;17,41637832;0;0;0,30757401;0;1,53787005;0,346020761;0;0,192233756;0,076893502
"EPDcoretop_E1000";0;0;7,274701412;0,108577633;0,868621064;12,37785016;0;0,108577633;0,108577633;0,434310532;0,760043431;0,542888165;0;0;0,217155266;55,5917481;0;5,646036916;0,108577633;0;1,845819761;0;0;0,108577633;0;0,108577633;0,217155266
"EPDcoretop_E1001";3,267973856;0;1,797385621;0,163398693;0,163398693;7,516339869;0;0,163398693;0;0,653594771;0,163398693;6,535947712;0;0;3,921568627;13,88888889;0;15,19607843;0,163398693;1,307189542;0,163398693;0,163398693;0;0,163398693;0;0;0
"EPDcoretop_E1007";0;0;3,978300181;0;0,994575045;15,46112116;0;0,813743219;0;0,452079566;1,808318264;0,090415913;0,452079566;0;0,723327306;60,9403255;0;5,244122966;0;0,090415913;0,994575045;0;0;0,180831826;0;0,090415913;0,361663653
"EPDcoretop_E1008";0;0;7,88973384;0,66539924;4,942965779;14,1634981;0;0,380228137;0,095057034;5,513307985;0,950570342;0,190114068;0;0;0,190114068;17,11026616;0;16,63498099;0,380228137;0,66539924;2,946768061;0,095057034;0,095057034;1,711026616;0;1,235741445;0,66539924
"EPDcoretop_E1022";0;0,364963504;2,919708029;0,145985401;0,072992701;1,897810219;0;0;0;0;2,99270073;1,678832117;0,291970803;0;0;1,386861314;0;26,05839416;0,072992701;0;2,846715328;0,072992701;0,072992701;0,364963504;0;0;1,313868613
"EPDcoretop_E1024";1,431492843;0;1,431492843;0,204498978;0,204498978;2,45398773;0;0;0;0;0,613496933;0,204498978;0,408997955;0;8,384458078;75,25562372;0;1,63599182;0;0;1,431492843;0,204498978;0,204498978;0,204498978;0;0,204498978;0
"EPDcoretop_E1026";0;0;4,976303318;0;0;2,606635071;0;8,056872038;0;0,236966825;5,213270142;4,265402844;1,658767773;0;7,109004739;25,59241706;0;14,4549763;0,236966825;0,236966825;4,739336493;0;0;0;0;0,710900474;0,236966825
"EPDcoretop_E1027";2,594339623;0;0;0,471698113;0,943396226;7,075471698;0;0,70754717;0,235849057;0;9,433962264;5,896226415;0;0,235849057;2,830188679;10,37735849;0;11,08490566;0,235849057;0;12,26415094;0;0;0,70754717;0;0,235849057;0,471698113
"EPDcoretop_E1028";2,173913043;0;1,086956522;0;0;4,347826087;0;0;0;0;1,630434783;0,543478261;0;0;32,06521739;36,95652174;0;7,065217391;0;0;3,804347826;0;0,543478261;0;0;0;0
"EPDcoretop_E1031";0,275862069;0,137931034;3,172413793;0,275862069;0,137931034;4,413793103;0;0,551724138;0;0,137931034;1,931034483;17,24137931;0,551724138;0;10,06896552;7,862068966;0;30,89655172;0,275862069;0,137931034;2,206896552;0;0,275862069;0,413793103;0;0;0,137931034
"EPDcoretop_E1033";0;0;2,158894646;0;0,518134715;23,1433506;0;0;0;0,172711572;0,172711572;0,604490501;0;0;16,23488774;49,65457686;0;3,367875648;0;0;0,086355786;0;0;0,259067358;0;0;0
"EPDcoretop_E1034";0;0;1,951600312;0;0,078064012;23,02888368;0;0;0;0,234192037;0,156128025;0,702576112;0;0;12,02185792;54,87900078;0;4,059328649;0;0,156128025;0,234192037;0;0,078064012;0,390320062;0;0;0
"EPDcoretop_E1035";0;0;2,874432678;0,226928896;0;23,29803328;0;0;0;0;0,075642965;0,453857791;0;0;15,05295008;49,16792738;0;5,219364599;0;0,075642965;0,15128593;0;0,075642965;0,226928896;0;0;0,15128593
"EPDcoretop_E1036";0;0;1,660839161;0;0;21,15384615;0;0;0;0;0,087412587;0,611888112;0;0;9,353146853;63,11188811;0;1,398601399;0;0;0,174825175;0;0,087412587;0,087412587;0;0;0
"EPDcoretop_E1037";0;0;22,63736264;0;0,43956044;10,03663004;0;0,659340659;0;0,879120879;0,586080586;0,659340659;0,43956044;0;0,366300366;34,87179487;0;7,545787546;0;0,21978022;6,666666667;0;0;0,43956044;0;0,073260073;0,073260073
"EPDcoretop_E1041";0,891265597;0,059417706;0;0;0,831847891;1,366607249;0;0,059417706;0;0;0,772430184;10,1010101;0,059417706;0;1,128936423;63,69578134;0;9,150326797;0;0;0;0,178253119;0;0;0;0,059417706;0
"EPDcoretop_E1043";3,240740741;0;5,787037037;0;0,694444444;3,472222222;0;0,231481481;0;0,231481481;0,925925926;4,398148148;0;0;24,76851852;41,43518519;0;4,166666667;0;0;1,851851852;0;0,231481481;0,231481481;0;2,314814815;0,462962963
"EPDcoretop_E1048";0,735294118;0;1,911764706;1,617647059;0,735294118;0,441176471;0,588235294;1,176470588;2,058823529;0,735294118;1,617647059;6,911764706;0,294117647;0;0,294117647;8,088235294;0;18,38235294;0,441176471;0;4,705882353;3,970588235;1,617647059;0,441176471;0;0,294117647;0,882352941
"EPDcoretop_E1052";0,135317997;0,405953992;1,353179973;0,270635995;5,412719892;7,577807848;0;0;0,541271989;3,382949932;0;1,623815968;0,947225981;0;0,135317997;30,1759134;0;3,924221922;2,165087957;1,623815968;0;0;0;1,759133965;1,082543978;0,676589986;0,811907984
"EPDcoretop_E1054";0;0;3,655913978;0,430107527;0;0,430107527;0,430107527;0;1,290322581;0,430107527;1,505376344;2,795698925;0;0;0;1,505376344;0;53,76344086;0;0;6,88172043;0;0;0;0;0;2,580645161
"EPDcoretop_E1055";0,500312695;0,062539087;1,188242652;0;0;1,313320826;0;0,062539087;0;0,062539087;0,875547217;11,56973108;0;0;9,881175735;5,190744215;0;6,816760475;0;0;0,312695435;0;0;0,062539087;0;0,062539087;0,250156348
"EPDcoretop_E1056";0;0;2,849740933;0;1,813471503;3,367875648;0;0;0;0,388601036;0,647668394;19,30051813;0;0;4,663212435;45,725388602;0;11,78756477;0;0;0,259067358;1,165803109;0,129533679;0;0;0;0,129533679
"EPDcoretop_E1059";0;0;0,513196481;0;0;0,439882698;0;0;0;0;0,439882698;0,513196481;0;0;0,879765396;24,26686217;0;1,026392962;0;0;0,073313783;0;0;0,073313783;0;0;0
"EPDcoretop_E1060";0;0;5,333333333;0;1,333333333;0;0;0;0;0;1,333333333;25,33333333;0;0;2,666666667;1,333333333;0;18,66666667;0;0;0;0;1,333333333;0;1,333333333;0;0
"EPDcoretop_E1061";0,256739409;0,128369705;2,182284981;0,128369705;0;0,128369705;0;0;0,128369705;0,128369705;1,412066752;2,43902439;0;0;12,06675225;5,519897304;0;17,45827985;0;0;0,385109114;0;0;0;0,128369705;0;0,256739409
"EPDcoretop_E1062";0,213068182;0;0,142045455;0;0,142045455;2,201704545;0;0,284090909;0;0,497159091;1,065340909;0,284090909;0;0;1,5625;5,894886364;0;17,47159091;0;0,284090909;3,338068182;0;0,071022727;0,994318182;0;0,213068182;0
"EPDcoretop_E1063";16,57142857;1,428571429;0;0;0;0;0;2,571428571;0;0,285714286;4,571428571;4,285714286;0;0;4,857142857;3,714285714;0;6;0;0,571428571;0;0,285714286;1,142857143;0,571428571;0;0;0
"EPDcoretop_E1064";0,943396226;0;4,952830188;0;0,471698113;0;0,235849057;0;0;0;0,235849057;36,79245283;0;0;5,896226415;12,735849053;0;28,06603774;0;0;0,471698113;0;0;0;0;0;0
"EPDcoretop_E1065";0,461893764;0;3,926096997;0,230946882;1,385681293;0,923787529;0,461893764;0;0;0;0;53,34872979;0;0;6,23556582;7,390300231;0;17,78290993;0;0;0;0,230946882;0;0;0;0;0
"EPDcoretop_E1066";0;0;0,3;0;1,3;3,1;0;0,3;0;0,2;3,6;4;0;0;0,5;5,5;0;18,5;0,3;0;5,5;0,1;0,1;5,5;0;0;0,2
"EPDcoretop_E1072";1,925545571;0,128369705;20,53915276;0;0,385109114;3,209242619;0;0,385109114;0;0,256739409;3,979460847;2,053915276;0;0;24,90372272;5,776636714;0;13,09370988;0;0;1,026957638;0;0,256739409;0;0;0,128369705;0,128369705
"EPDcoretop_E1075";0,288184438;0;1,152737752;5,475504323;0;0,576368876;0,288184438;0,576368876;0;0;1,44092219;7,780979827;0,576368876;0;1,152737752;29,97118156;0;25,36023055;0;0;6,340057637;1,152737752;0,576368876;0;0;0;0,576368876
"EPDcoretop_E1079";0,234192037;0;10,304449648;0;0,93676815;2,341920375;0;0;0,234192037;0,234192037;0;17,56440281;0;0;14,05152225;27,16627635;0;9,133489461;0;0;1,639344262;0;0;0,234192037;0;0;0
"EPDcoretop_E1084";0,957207207;0,225225225;0,281531532;0,112612613;0,112612613;2,533783784;0;0,844594595;0;0,168918919;0,563063063;1,06981982;0;0;4,391891892;30,79954955;0;5,574324324;0;0;2,59009009;0;0,056306306;0;0;0,056306306;0,168918919
"EPDcoretop_E1089";3,903559127;0;4,707233065;0,229621125;0,45924225;1,033295063;0;0,114810563;0;0,114810563;2,755453502;5,281285878;0;0;19,28817451;14,92537313;0;13,2032147;0;0;1,722158439;0,229621125;0;0,344431688;0;0,114810563;0,803673938
"EPDcoretop_E1090";0;0;0,900900901;0;0,693000693;2,910602911;0;0,485100485;0;0,415800416;5,128205128;2,633402633;0;0;0,900900901;4,712404712;0;14,06791407;0;0;3,811503812;0,069300069;0,069300069;2,702702703;0,138600139;0,207900208;0,346500347
