"";"NameCal";"Loc.Longitude";"Loc.Latitude";"Abies";"Acer.campestre.type";"Ailanthus";"Alnus";"Apiaceae";"Araliaceae";"Artemisia";"Asteraceae";"Betula";"Campanulaceae";"Caprifoliaceae";"Carpinus";"Caryophyllaceae..periporate.excl..Paronychioideae.";"Castanea.sativa";"Celtis";"Chenopodiaceae.Amaranthaceae";"Convolvulaceae";"Corylus";"Cotinus";"Crassulaceae";"Cyperaceae";"Ephedra";"Euptelea";"Fraxinus";"Gentianaceae";"Geraniaceae";"Hippophae.rhamnoides";"Humulus";"Juglans";"Larix";"Leguminosae";"Moraceae";"Nitraria";"Oleaceae";"Ostryopsis";"Picea";"Pinus";"Plantaginaceae";"Poaceae";"Polygala";"Polygonum";"Populus";"Primulaceae";"Quercus";"Ranunculaceae";"Rhamnaceae";"Rhus";"Rosaceae";"Rubiaceae";"Rutaceae";"Salix";"Sanguisorba.minor.type";"Scrophulariaceae";"Solanaceae";"Stellera";"Syringa";"Tamarix";"Thalictrum";"Tilia";"Tsuga";"Ulmus";"Urtica";"Valerianaceae";"Verbenaceae"
"Ejarque_a25";"Ejarque_a25";1,575;42,49694444;1,136363636;0;0;0;1,988636364;0;0,284090909;0;5,113636364;0;0;0;0,284090909;0,284090909;0;2,840909091;0;3,977272727;0;0;0,284090909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,48863636;0;15,05681818;0;0;0;0;0;0;0;0;0,568181818;0,568181818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Ejarque_a26";"Ejarque_a26";1,569166667;42,49777778;0,174216028;0,174216028;0;0;0;0;0,522648084;0;6,620209059;0;0;0;0;0;0;0,348432056;0;25,6097561;0;0;0;0;0;0,348432056;0;0;0;0;0;0;0;0;0;0;0;0;50,87108014;0;0,696864111;0;0;0;0;0;0;0;0;0;0,174216028;0;0,348432056;0;0;0;0;0;0;0;0,174216028;0;0;0;0;0
"Ejarque_a27";"Ejarque_a27";1,552222222;42,50361111;0;0;0;0;0,540540541;0;0,675675676;0;15,67567568;0;0;0;0,135135135;0,675675676;0;0,27027027;0;6,756756757;0;0;0,135135135;0;0;1,081081081;0;0;0;0;0;0;0;0;0;0;0;0;58,37837838;0;1,486486486;0;0;0;0;0;0;0;0;0,135135135;0;0;0;0;0;0;0;0;0;0;0,405405405;0;0,405405405;0;0;0
"Fall_a1";"Fall_a1";35,49882;30,40749;0;0;0;0;0,13368984;0;9,22459893;0;0;0;0;0;0,401069519;0;0;5,748663102;0;0,13368984;0;0;0;0,13368984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,802139037;0;3,342245989;0;0;0;0;66,17647059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_a2";"Fall_a2";35,48847;30,40096;0;0;0;0;0,152207002;0;14,00304414;0;0;0;0;0;0,304414003;0;0;2,283105023;0;0,304414003;0;0;0;0,152207002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,152207002;0;3,500761035;0;0;0;0;65,60121766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_a3";"Fall_a3";35,48821;30,39092;0;0;0;0;0,404040404;0;78,98989899;0;0;0;0;0;0,808080808;0;0;2,222222222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,202020202;0;2,222222222;0;0,404040404;0;0;5,252525253;0;0;0;0;0;0;0,202020202;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_a4";"Fall_a4";35,48624;30,3793;0;0;0;0;0;0;60,07393715;0;0;0;0;0;0,184842884;0;0;5,73012939;0;0,184842884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,184842884;0;5,914972274;0;0;0;0;2,218114603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_a5";"Fall_a5";35,48069;30,37049;0;0;0;0;0;0;67,41154562;0;0;0;0;0;0,558659218;0;0;7,635009311;0;0,372439479;0;0;0;0,186219739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,372439479;0;2,234636872;0;0;0;0;2,048417132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_a6";"Fall_a6";35,4746;30,36988;0;0;0;0;0,196850394;0;49,40944882;0;0;0;0;0;1,968503937;0;0;13,18897638;0;0,196850394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,393700787;0;4,330708661;0;0;0;0;4,527559055;0;0;0;0;0;0;0;0;0;0;0;0;1,57480315;0;0;0;0;0;0;0
"Fall_a7";"Fall_a7";35,45922;30,44202;0;0;0;0;0,25;0;27,75;0;0;0;0;0;0,5;0;0;8,375;0;0,625;0;0;1,5;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0;8,5;0;0;0;0;0,75;0;0;0;0;0;0;0;0,125;0;0;0;0;1,125;0;0;0;0;0;0;0
"Fall_a8";"Fall_a8";35,44599;30,44389;0;0;0;0;0;0;11,13636364;0;0;0;0;0;0,681818182;0;0;7,5;0;0,454545455;0;0;0,454545455;4,090909091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,681818182;0;10,68181818;0;0;0;0;4,545454545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_a9";"Fall_a9";35,41962;30,43976;0;0;0;0;0,913242009;0;6,392694064;0;0;0;0;0;0,913242009;0;0;22,83105023;0;0;0;0;1,141552511;2,96803653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,141552511;0;8,675799087;0;0,228310502;0;0;2,283105023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_a10";"Fall_a10";35,41481;30,43815;0;0;0;0;0;0;9,012131716;0;0;0;0;0;6,239168111;0;0;32,92894281;0;0;0;0;0;1,213171577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,519930676;0;4,506065858;0;0;0;0;0,173310225;0;0;0;0;0;0;0;0,173310225;0;0;0;0;1,906412478;0;0;0;0;0;0;0
"Fall_a11";"Fall_a11";35,4116;30,44048;0;0;0;0;0,290275762;0;4,789550073;0;0;0;0;0;3,483309144;0;0;28,59216255;0;0,145137881;0;0;0,580551524;0,145137881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,870827286;0;3,483309144;0;0;0;0;0,725689405;0;0;0;0;0;0;0;0;0;0;0;0;0,290275762;0;0;0;0;0;0;0
"Fall_a12";"Fall_a12";35,40754;30,44663;0;0;0;0;1,065719361;0;10,65719361;0;0;0;0;0;10,30195382;0;0;28,06394316;0;0,355239787;0;0;0;1,243339254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,710479574;0;1,420959147;0;0;0;0;1,065719361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_a13";"Fall_a13";35,40549;30,45817;0;0;0;0;1,271186441;0;1,483050847;0;0;0;0;0;7,838983051;0;0;24,78813559;0;0,63559322;0;0;0;0,847457627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,483050847;0;3,601694915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,63559322;0;0;0;0;0;0;0
"Fall_a14";"Fall_a14";35,40116;30,46837;0;0;0;0;0;0;5,241935484;0;0;0;0;0;3,629032258;0;0;14,51612903;0;0;0;0;0;0,403225806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,60483871;0;5,040322581;0;0;0;0;0,403225806;0;0;0;0;0;0;0;0;0;0;0;0;0,60483871;0;0;0;0;0;0;0
"Fall_a15";"Fall_a15";35,39822;30,47815;0;0;0;0;0,44345898;0;3,99113082;0;0;0;0;0;0,44345898;0;0;27,93791574;0;0,22172949;0;0;0;0,44345898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,77383592;0;4,87804878;0;0;0;0;0;0;0;0;0;0;0;0;1,33037694;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_a16";"Fall_a16";35,3855;30,48608;0;0;0;0;0,209205021;0;7,949790795;0;0;0;0;0;3,974895397;0;0;33,05439331;0;0,627615063;0;0;0;0,418410042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,836820084;0;4,60251046;0;0;0;0;0;0;0;0;0;0;0;0,209205021;0;0;0;0;0;0,418410042;0;0;0;0;0;0;0
"Fall_a17";"Fall_a17";35,36652;30,49884;0;0;0;0;0,192307692;0;2,115384615;0;0;0;0;0;0,576923077;0;0;27,30769231;0;0;0;0;0;0,769230769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,769230769;0;3,076923077;0;0;0;0;0,961538462;0;0;0;0;0;0;0;0;0;0;0;0;0,384615385;0;0;0;0;0;0;0
"Fall_a18";"Fall_a18";35,32521;30,5647;0;0;0;0;0,62992126;0;5,511811024;0;0;0;0;0;1,102362205;0;0;33,07086614;0;0,94488189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,102362205;0;6,141732283;0;0;0;0;0,157480315;0;0;0;0;0;0;0;0,157480315;0;0;0;0;0,472440945;0;0;0;0;0;0;0
"Fall_a19";"Fall_a19";35,38494;30,75096;0;0;0;0;0,430416069;0;2,582496413;0;0;0;0;0;2,008608321;0;0;11,47776184;0;0,573888092;0;0;0;0,143472023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,43472023;0;4,017216643;0;0;0;0;1,721664275;0;0;0;0;0;0;0;0;0;0;0;0;3,156384505;0;0;0;0;0;0;0
"Fall_a20";"Fall_a20";35,42741;30,87001;0;0;0;0;0,332225914;0;2,491694352;0;0;0;0;0;2,990033223;0;0;34,71760797;0;0,996677741;0;0;0;0,49833887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,156146179;0;4,817275748;0;0;0;0;4,318936877;0;0;0;0;0;0;0;0;0;0;0;0;9,800664452;0;0;0;0;0;0;0
"Fall_a21";"Fall_a21";35,41629;30,89953;0;0;0;0;0;0;1,782820097;0;0;0;0;0;0;0;0;60,61588331;0;0,486223663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,620745543;0;3,241491086;0;0;0;0;0,324149109;0;0;0;0;0;0;0;0;0;0;0;0;4,53808752;0;0;0;0;0;0;0
"Fall_b1";"Fall_b1";32,976061;34,607639;0;0;0;1,822323462;0;0;0;0;0;0;0;0;0;0;0;20,04555809;0;0,683371298;0;0;0,455580866;0;0;0;0;0;0;0;0,227790433;0;0;0;0;0;0;0;24,14578588;0;1,366742597;0;0;0,227790433;0;1,59453303;0;0;0,227790433;0;0,455580866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_b2";"Fall_b2";32,97839;34,6047;0;0;0;1,488833747;0;0;0,496277916;0;0;0;0;0;0;0;0;37,96526055;0;0,744416873;0;0;1,736972705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,136476431;0;3,225806452;0;0;0;0;2,729528536;0;0;0;0,496277916;0,248138958;0;0;1,736972705;0;0;0;0;0,496277916;0;0;0;0;0;0;0
"Fall_b3";"Fall_b3";32,97862;34,6036;0;0;0;0,705882353;0;0;0;0,470588235;0;0;0;0;0;0;0;15,52941176;0;0;0;0;2,117647059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63,29411765;0;0,705882353;0;0;0;0;1,176470588;0;0;0;0;0;0;0;0;0;0,470588235;0;0;0;0;0;0;0;0;0;0
"Fall_b4";"Fall_b4";32,97896;34,60166;0;0;0;0,239808153;0;0;0,479616307;0;0;0;0;0;0;0,239808153;0;33,093525183;0;0;0;0;0,959232614;0;0;0,959232614;0;0;0;0;0,239808153;0;0;0;0;0;0;0;13,429256598;0;3,597122302;0;0,239808153;0;0;1,918465228;0;0,239808153;0;0;0;0;0;0;0;0;0;0;1,918465228;0;0;0;0;0,239808153;0;0
"Fall_b5";"Fall_b5";32,98997;34,60112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,053268765;0;0;0;0;0,726392252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,968523002;0;0,484261501;0;0;0;0;0,968523002;0;0;0,242130751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_b6";"Fall_b6";33,60314;34,81714;0;0;0;0;0,284090909;0;0,284090909;0;0;0;0;0;0;0;0;62,500000004;0;0;0;0;0,568181818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,386363636;0;1,420454545;0;0;0;0;0,852272727;0;0;0;0;0;0;0;0,568181818;0;0;0;0;0,284090909;0;0;0;0;0;0;0
"Fall_b7";"Fall_b7";33,39319;35,33373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,167420815;0;0;0;0;0,226244344;0;0;0;0;0;0;0;0,226244344;0;0;0;0;0;0;0;18,32579186;0;1,583710407;0;0;0;0;0;0;0;0;0,226244344;0;0;0;0;0;0,226244344;0;0;0;0;0;0;0;0;0;0
"Fall_b8";"Fall_b8";33,3713;35,33138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,229357798;0;0;0;0;0;0;0;0;0;0;0;0;0,229357798;0;0;0;0;0;0;0;16,51376147;0;0,917431193;0;0;0;0;0,229357798;0;0;0;0,917431193;0,229357798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_b9";"Fall_b9";33,48573;34,79927;0;0;0;0;1,428571429;0;0;0,238095238;0;0;0;0;0;0,476190476;0;2,857142857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,80952381;0;2,857142857;0;0;0;0;1,428571429;0;0,238095238;0;0,238095238;0;0;0;0,714285714;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_b10";"Fall_b10";34,074194;34,969694;0;0;0;0;0;0;0;0;0;0;0;0;0,490196078;0;0;0,490196078;0;0;0;0;0,735294118;0,735294118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,29411765;0;0,245098039;0,490196078;0;0;0;0,980392157;0;0;0,245098039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_b11";"Fall_b11";33,47505;34,80335;0;0;0;0;0,705882353;0;0;0;0;0;0;0;0;0;0;44,705882354;0;0;0;0;0,941176471;0,235294118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,705882351;0;1,647058824;0;0;0;0;0,470588235;0;0;0;0;0;0;0,235294118;0,235294118;0;0;0;0;0,941176471;0;0;0;0;0;0;0
"Fall_b12";"Fall_b12";33,5107;34,82889;0;0;0;0;0;0;0,234192037;0;0;0;0;0;0;0;0;8,196721311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,152224824;0;2,341920375;0;0;0;0;0,234192037;0;0,234192037;0;0;0;0;0,234192037;0;0;0;0;0;0,234192037;0;0;0;0;0;0;0
"Fall_b13";"Fall_b13";33,43402;34,81246;0;0;0;0;3,044496487;0;0;0;0;0;0;0;0;0,468384075;0;0,936768149;0;0;0;0;0;15,22248244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26,93208431;0;10,30444965;0;0;0;0;0,234192037;0;0;0;0;0;0;0;1,405152225;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_b14";"Fall_b14";33,3633;35,31219;0;0;0;0,21691974;0;0;0;0;0;0;0;0;0;0;0;0,650759219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,17787419;0;4,121475054;0;0;0;0;0;0;0;0;0;0;0;0;0,21691974;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_b15";"Fall_b15";33,08337;34,75408;0;0;0;0,223214286;0,892857143;0;0;0;0;0;0;0;0,223214286;0;0;3,125;0;0,223214286;0;0;1,5625;0,223214286;0;0;0;0;0;0;0,223214286;0;0;0;0;0;0;0;54,91071429;0;1,5625;0;0;0;0;0,446428571;0;0;0;0;0,223214286;0;0,223214286;2,678571429;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_b16";"Fall_b16";33,3597;34,82201;0;0;0;0,236966825;0;0;0;0;0;0;0;0;0,236966825;0;0;7,345971565;0;0;0;0;1,421800948;1,658767773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30,8056872;0;5,213270142;0;0;0;0;0,236966825;0;0,236966825;0;0;0,236966825;0;0,236966825;1,658767773;0;0;0;0;0,947867299;0;0;0;0;0;0;0
"Fall_b17";"Fall_b17";33,34875;34,83387;0;0;0;0,729927007;0,243309002;0;0;2,433090024;0;0;0;0;0;0,243309002;0;2,676399027;0;0;0;0;0,729927007;0,486618005;0;0,243309002;0;0;0;0;0;0;0;0;0;0;0;0;54,01459854;0;4,379562044;0;0;0;0;0;0;0;0;0;0;0;0,729927007;0,486618005;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_b18";"Fall_b18";33,08486;34,77707;0;0;0;0,215053763;0;0;0;0,430107527;0;0;0;0;0;0;0;1,290322581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77,84946237;0;1,290322581;0;0;0;0;0;0;0;0;0;0,215053763;0;0;1,075268817;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_b19";"Fall_b19";33,10973;35,33411;0;0;0;0,187265918;0;0;0;0;0;0;0;0;0;0,187265918;0;0,374531835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80,898876405;0;3,370786517;0;0;0;0;0;0;0,187265918;0;0;0;0;0;0,374531835;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_b20";"Fall_b20";33,35507;35,30338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,609195402;0;0;0;0;0;0;0;0;0;0;0;0;0,229885057;0;0;0;0;0;0;0;14,48275862;0;1,379310345;0;0;0;0;0;0;0;0;0,459770115;0;0;0;0;0;0,229885057;0;0;0,229885057;0;0;0;0;0;0;0
"Fall_b21";"Fall_b21";33,29779;34,8473;0;0;0;0,238663484;0,954653938;0;0;0,238663484;0;0;0;0;0;0;0;4,534606205;0;0,477326969;0;0;1,670644391;0,238663484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,050119334;0;6,92124105;0;0;0;0;0,715990453;0;0,238663484;0;2,863961814;0;0;0,715990453;0;0;0;0;0;1,431980907;0;0;0;0;0;0;0
"Fall_b22";"Fall_b22";33,29758;34,84769;0;0;0;0,970873786;0,485436893;0;0;0;0;0;0;0;0;0;0;4,611650485;0;0;0;0;0,970873786;1,213592233;0;0,485436893;0;0;0;0;0;0;0;0;0;0;0;0;43,932038833;0;3,640776699;0;0;0;0;2,912621359;0;0,242718447;0;0;0;0;0;0,485436893;0;0,485436893;0;0;1,213592233;0;0;0;0;0;0;0
"Fall_b23";"Fall_b23";33,13236;35,05216;0;0;0;0,731707317;1,219512195;0;0;0;0;0;0;0;0;0,487804878;0;6,341463414;0;0;0;0;0,487804878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;3,658536585;0;0;0;0;1,951219512;0;0;0;0;0;0;0,731707317;0,731707317;0;0;0;0;0,487804878;0;0;0;0;0;0;0
"Fall_b24";"Fall_b24";33,14941;35,04998;0;0;0;1,193317422;0;0;0;0;0;0;0;0;0;0,238663484;0;6,205250596;0;0;0;0;0;0,238663484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59,18854415;0;0,954653938;0;0;0;0;1,193317422;0;0,715990453;0;0;1,193317422;0;0,238663484;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_b25";"Fall_b25";33,26679;34,84231;0;0;0;0;0;0;0,470588235;0;0;0;0;0;0;0;0;1,882352941;0;0;0;0;0,235294118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,70588235;0;1,647058824;0;0;0;0;39,76470588;0;3,764705882;0;0;0;0;0;0,235294118;0;0;0;0;0,235294118;0;0;0;0;0;0;0
"Fall_b26";"Fall_b26";33,25976;34,84295;0;0;0;0,959232614;0,239808153;0;0;0;0;0;0;0;0,239808153;0,239808153;0;1,199040767;0;0,239808153;0;0,479616307;0,71942446;0;0;0,239808153;0;0;0;0;0;0;0;0;0;0;0;0;71,46282974;0;1,438848921;0;0;0;0;1,918465228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_b27";"Fall_b27";33,16484;34,79324;0;0;0;0,215517241;0,431034483;0;0,215517241;0,431034483;0;0;0;0;0,215517241;0,215517241;0;4,956896552;0;0,215517241;0;0;0;0,215517241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47,198275863;0;2,370689655;0;0,215517241;0;0;0,646551724;0;0;0;0,646551724;0;0;0,646551724;0,431034483;0;0,646551724;0;0,646551724;1,077586207;0;0;0;0;0;0;0
"Fall_b28";"Fall_b28";33,19373;34,85364;0;0;0;0,93676815;1,8735363;0;0;0;0;0;0;0;0;0;0;1,170960187;0;0;0;0;0,234192037;0,234192037;0;0;0;0;0;0;0,234192037;0;0;0;0;0;0;0;57,14285714;0;1,170960187;0;0;0;0;1,639344262;0;0,468384075;0;0;0;0;0,234192037;0,234192037;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_b29";"Fall_b29";33,32709;34,85055;0;0;0;0,198019802;0;0;0;0;0;0;0;0;0,198019802;0;0;2,178217822;0;0;0;0;0,594059406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63,762376236;0;2,376237624;0;0;0;0;0,792079208;0;0,198019802;0;0;0,396039604;0;0;0,198019802;0;0,396039604;0;0;0,198019802;0;0;0;0;0;0;0
"Fall_b30";"Fall_b30";33,31097;34,85123;0;0;0;0;0,242130751;0;0;0;0;0;0;0;0;0;0;6,295399516;0;0,242130751;0;0;0,242130751;0,726392252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,98305085;0;5,084745763;0;0;0;0;1,937046005;0;0,484261501;0;0;0;0;0,242130751;0,242130751;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_b31";"Fall_b31";33,27598;35,30726;0;0;0;0;0;0;0;0,738916256;0;0;0;0;0;0,246305419;0;2,216748769;0;0;0;0;0,985221675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63,546798029;0;3,694581281;0;0;0;0;0,246305419;0;0;0;0,492610837;0,492610837;0;0;0,492610837;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_b32";"Fall_b32";33,06607;34,84972;0;0;0;1,218161683;0,553709856;0;0;0;0;0;0;0;0,221483942;0;0;0,221483942;0;0,221483942;0;0;0,332225914;0,110741971;0;0,110741971;0;0;0;0;0;0;0;0;0;0;0;0;87,7076412;0;0,332225914;0;0;0;0;1,107419712;0;0;0;0;0;0;0;0;0;0,332225914;0;0;0,332225914;0;0;0;0;0;0;0
"Fall_b33";"Fall_b33";33,26816;35,30413;0;0;0;0,448430493;0,224215247;0;0;0,448430493;0;0;0;0;0;0;0;0,224215247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36,32286996;0;1,793721973;0;0;0;0;0,224215247;0;0;0;0;0;0;0;0,67264574;0;0,67264574;0;0;0;0;0;0;0;0;0;0
"Fall_b34";"Fall_b34";33,12716;35,32688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,002506266;0;0;0;0;0;0;0;1,253132832;0;0;0;0;0;0;0;0;0;0;0;0;22,80701754;0;4,010025063;0;0;0;0;0;0;0;0,501253133;0;0;0;0,501253133;3,50877193;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_b35";"Fall_b35";33,22413;35,30447;0;0;0;0,430107527;0,215053763;0;0;0;0;0;0;0;0;0;0;0,860215053;0;0;0;0;0;0,215053763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58,70967742;0;3,225806452;0;0;0;0;0,64516129;0;0;0;0,64516129;0;0;0;1,720430108;0;0,215053763;0;0;0;0;0;0;0;0;0;0
"Fall_b36";"Fall_b36";33,15622;34,88025;0;0;0;0,245098039;0;0;0;0;0;0;0;0;0;0;0;0,735294118;0;0;0;0;0;0,245098039;0;0;0;0;0;0;0,245098039;0;0;0;0;0;0;0;72,303921568;0;0,490196078;0;0;0;0;0,245098039;0;0;0;0;0;0;0,245098039;1,225490196;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_b37";"Fall_b37";33,13112;34,93092;0;1,411764706;0;0;0;0;0;0;0;0;0;0;0;0,470588235;0;1,647058824;0;0;0;0;0,705882353;0;0;0;0;0;0;0;0,235294118;0;0;0;0;0;0;0;73,647058824;0;3,294117647;0;0;0;0;2,352941176;0;0,235294118;0;0,235294118;0,235294118;0;0;0,705882353;0;0;0;0;0,705882353;0;0;0;0;0;0;0
"Fall_b38";"Fall_b38";33,25578;35,30645;0;0;0;0,240963855;0;0;0;0;0;0;0;0;0;0;0;0,481927711;0;0,120481928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87,831325302;0;0,602409639;0;0;0;0;0,120481928;0;0;0;0;0;0;0;0,120481928;0;0;0;0;0,120481928;0;0;0;0;0;0;0
"Fall_b39";"Fall_b39";32,93003;34,87146;0;0;0;0,350631136;0;0;0;0;0;0;0;0;0;0;0;0,701262272;0;0;0;0;0,070126227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93,548387094;0;0,49088359;0;0;0;0;1,122019635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_b40";"Fall_b40";33,10118;34,92586;0;0;0;1,240694789;0,496277916;0;0,248138958;0;0;0;0;0;0;0;0;1,736972704;0;0;0;0;0;0,248138958;0;0;0;0;0;0;0,248138958;0;0;0;0;0;0;0;70,22332506;0;1,488833747;0;0;0;0;4,466501241;0;0;0,496277916;0;0;0;0,248138958;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_b41";"Fall_b41";33,15184;34,88945;0;0;0;0,218340611;0,218340611;0;0;0;0;0;0;0;0;0,218340611;0;3,056768559;0;0;0;1,528384279;0;0,218340611;0;0;0;0;0;0;0,655021834;0;0;0;0;0;0;0;41,92139738;0;1,746724891;0;0;0;0;24,01746725;0;0,873362445;0;0;0;0;0,873362445;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fall_b42";"Fall_b42";32,803;34,864333;0;0;0;0,915331808;0,915331808;0;0;0;0;0;0;0;0,228832952;0;0;0;0;0;0;0;0;6,407322654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43,70709382;0;1,601830664;0;0,228832952;0;0;33,18077803;0;0;0;0;0;0;1,14416476;0;0;0;0;0;0,228832952;0;0;0;0;0;0;0
"Fall_b43";"Fall_b43";33,13571;34,90152;0;0,491400491;0;1,474201474;0;0;0,737100737;0;0;0;0;0;0;0;0;1,965601966;0;0;0;0;1,965601966;0;0;0;0;0;0;0;0,491400491;0;0;0;0;0;0;0;43,488943486;0;1,71990172;0;0;0;0;13,26781327;0;1,474201474;0,982800983;0;0,491400491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,245700246
"Fall_b44";"Fall_b44";33,13815;34,89118;0;0,954653938;0;1,909307876;0,238663484;0;0;0;0;0;0;0;0;0,238663484;0;3,102625298;0;0;0;0;1,193317422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,004773273;0;3,341288783;0;0;0;0;4,77326969;0;0,477326969;0;1,670644391;2,386634845;0;0,238663484;0;0;0,238663484;0;0;0,238663484;0;0;0;0;0;0;0
"Fall_b45";"Fall_b45";33,05811;34,91425;0;0,213219616;0;1,066098081;0,426439232;0;0,426439232;0;0;0;0;0;0;0;0;2,132196162;0;0,426439232;0;0;1,279317697;0;0;0;0;0;0;0;0,639658849;0;0;0;0;0;0;0;65,458422175;0;2,985074627;0;0;0;0;5,330490405;0;0,213219616;0;0;0,426439232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
