;Abies;Alnus;Apiaceae;Armeria.type;Artemisia;Asteraceae;Betula;Boraginaceae;Botrychium;Brassicaceae;Calluna.vulgaris;Campanulaceae;Carpinus;Caryophyllaceae..periporate.excl..Paronychioideae.;Cedrus;Centaurea;Chenopodiaceae.Amaranthaceae;Corylus;Cyperaceae;Dipsacaceae;Ephedra;Ericaceae;Fagaceae;Fagus;Filipendula;Hedera;Helianthemum;Hippophae.rhamnoides;Juniperus;Picea;Pinus;Plantago;Plantago.lanceolata.type;Poaceae;Polygonum;Quercus.robur.type;Quercus.ilex.type;Ranunculaceae;Rosaceae;Rubiaceae;Rumex;Salix;Saxifraga;Scrophulariaceae;Thalictrum;Ulmus;Urticaceae
Binney2017_E3374;0;0,014184397;0;0;0,088652482;0;0,109929078;0;0;0;0;0;0;0;0;0;0;0;0,145390071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,492907801;0;0;0;0,04964539;0,024822695;0;0,014184397;0,024822695;0;0,035460993;0;0;0
Binney2017_E3375;0;0,060240964;0;0;0,045180723;0;0,087349398;0;0;0;0;0;0;0;0;0;0,006024096;0;0,111445783;0;0;0,003012048;0;0;0;0;0;0;0;0;0,006024096;0;0;0,602409639;0;0;0;0,021084337;0,009036145;0;0,003012048;0,027108434;0;0,018072289;0;0;0
Binney2017_E3376;0;0,032679739;0;0;0,114379085;0;0,006535948;0;0;0;0;0;0;0;0;0;0;0;0,026143791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,790849673;0;0;0;0,003267974;0,006535948;0;0,003267974;0,006535948;0;0,009803922;0;0;0
Binney2017_E3377;0;0,019672131;0;0;0,167213115;0;0,029508197;0;0;0;0;0;0;0,003278689;0;0;0;0;0,072131148;0;0;0;0;0;0;0;0;0;0;0;0;0,006557377;0;0,629508197;0;0;0;0,02295082;0,019672131;0;0,003278689;0,006557377;0;0,019672131;0;0;0
Binney2017_E3378;0;0,04778157;0;0;0,061433447;0;0,068259386;0;0;0;0;0;0;0,017064846;0;0;0;0;0,146757679;0;0;0,023890785;0;0;0;0;0;0;0;0;0,010238908;0;0;0,4778157;0;0;0;0,034129693;0,030716724;0;0,027303754;0,027303754;0;0,027303754;0;0;0
Binney2017_E3380;0;0,006006006;0;0;0,009009009;0;0,033033033;0;0;0;0;0;0;0,003003003;0;0;0;0;0,039039039;0;0;0,006006006;0;0;0;0;0;0;0;0;0,003003003;0;0;0,870870871;0;0;0;0,012012012;0;0;0,003003003;0,009009009;0;0,006006006;0;0;0
Binney2017_E3381;0;0,260416667;0;0;0,03125;0;0,204861111;0;0;0,003472222;0;0;0;0,010416667;0;0;0;0;0,25;0;0;0,059027778;0;0;0;0;0;0;0;0;0,003472222;0;0;0,045138889;0;0;0;0,017361111;0,020833333;0;0;0,076388889;0;0,017361111;0;0;0
Binney2017_E3382;0;0,366197183;0;0;0,002816901;0;0,056338028;0;0;0;0;0;0;0;0;0;0;0;0,011267606;0;0;0,005633803;0;0;0;0;0;0;0;0;0,521126761;0;0;0,016901408;0;0;0;0,005633803;0;0;0;0,011267606;0;0;0,002816901;0;0
Binney2017_E3383;0;0,272536688;0;0;0,008385744;0;0,052410901;0;0;0,002096436;0;0;0;0,002096436;0;0;0;0;0,054507338;0;0;0,002096436;0;0;0;0;0;0;0;0;0,557651992;0;0;0,037735849;0;0;0;0,004192872;0;0;0;0,004192872;0;0,002096436;0;0;0
Binney2017_E3384;0;0,482638889;0;0;0,017361111;0;0,121527778;0;0;0;0;0;0;0;0;0;0;0;0,013888889;0;0;0,010416667;0;0;0;0;0;0;0;0;0,319444444;0;0;0,013888889;0;0;0;0;0;0;0;0,020833333;0;0;0;0;0
Binney2017_E3385;0;0,264661654;0;0;0,004511278;0;0,258646617;0;0;0;0;0;0;0;0;0;0;0;0,016541353;0;0;0,013533835;0;0;0;0;0;0;0,001503759;0;0,428571429;0,001503759;0;0,001503759;0;0;0;0;0;0;0;0,009022556;0;0;0;0;0
Binney2017_E3386;0;0,328674948;0,001035197;0;0,008281573;0;0,197204969;0;0;0,002587992;0;0;0;0,002070393;0;0;0;0;0,033126294;0;0;0,037267081;0;0;0;0;0;0;0;0;0,341614907;0;0;0,023291925;0;0;0;0,007246377;0,002070393;0;0;0,011904762;0;0,003623188;0;0;0
Binney2017_E3387;0;0,412421493;0,001395673;0;0,005582694;0,001395673;0,100488486;0;0;0,004884857;0;0;0;0,001395673;0;0;0;0;0,003489184;0;0;0,115840893;0;0;0;0;0;0;0;0;0,323098395;0;0;0,019539428;0;0;0;0,006978367;0,00209351;0;0;0,001395673;0;0;0;0;0
Binney2017_E3388;0;0,210431655;0;0;0,010791367;0;0,145683453;0;0;0,001798561;0;0;0;0;0;0;0;0;0,017985612;0;0;0,010791367;0;0;0;0;0;0;0;0;0,580935252;0;0;0,012589928;0;0;0;0,003597122;0;0;0;0,005395683;0;0;0;0;0
Binney2017_E3389;0;0,267295597;0;0;0,006289308;0;0,179245283;0;0;0;0;0;0;0;0;0;0;0;0,031446541;0;0;0,022012579;0;0;0;0;0;0;0;0;0,235849057;0,003144654;0;0,034591195;0;0;0;0,01572327;0,006289308;0;0;0,191823899;0;0,006289308;0;0;0
Binney2017_E3390;0;0,266439909;0,005668934;0;0,004535147;0;0,257369615;0;0;0;0;0;0;0;0;0;0;0;0,038548753;0;0;0,068027211;0;0;0;0;0;0;0;0;0,266439909;0;0;0,080498866;0;0;0;0;0,005668934;0;0;0,006802721;0;0;0;0;0
Binney2017_E3391;0;0,247368421;0;0;0,010526316;0;0,215789474;0;0;0;0;0;0;0,002631579;0;0;0;0;0,068421053;0;0;0,123684211;0;0;0;0;0;0;0;0;0,268421053;0;0;0,031578947;0;0;0;0,002631579;0,002631579;0;0;0,023684211;0;0;0,002631579;0;0
Binney2017_E3392;0;0,31827112;0,000982318;0;0,000982318;0;0,154223969;0;0;0;0;0;0;0;0;0;0;0;0,04518664;0;0;0,001964637;0;0;0;0;0;0;0,000982318;0;0,439096267;0;0;0,020628684;0;0;0;0,001964637;0;0;0;0,015717092;0;0;0;0;0
Binney2017_E3393;0;0,323943662;0;0;0,002012072;0;0,237424547;0;0;0;0;0;0;0;0;0;0;0;0,054325956;0;0;0,004024145;0;0;0;0;0;0;0,006036217;0;0,315895372;0;0;0,036217304;0;0;0;0;0;0;0;0,020120724;0;0;0;0;0
Binney2017_E3394;0;0,165714286;0;0;0,01047619;0;0,15047619;0;0;0,002857143;0;0;0;0,000952381;0;0;0;0;0,04;0;0;0,002857143;0;0;0;0;0;0;0;0;0,600952381;0;0;0,016190476;0;0;0;0,003809524;0;0;0;0,005714286;0;0;0;0;0
Binney2017_E3395;0;0,180124224;0;0;0,011387164;0;0,182194617;0;0;0,002070393;0;0;0;0,001035197;0;0;0;0;0,068322981;0;0;0,010351967;0;0;0;0;0;0;0;0;0,434782609;0;0;0,094202899;0;0;0;0,00621118;0,002070393;0;0;0,00621118;0;0;0,001035197;0;0
Binney2017_E3396;0;0,157949791;0,001046025;0;0,001046025;0,00209205;0,29707113;0;0;0,0041841;0;0;0;0,001046025;0;0;0;0;0,150627615;0;0;0,060669456;0;0;0;0;0;0;0;0;0,19874477;0;0;0,094142259;0;0;0;0,00209205;0,001046025;0;0;0,024058577;0;0,001046025;0,00209205;0;0
Binney2017_E3397;0;0,26217765;0;0;0,020057307;0;0,233524355;0;0;0;0;0;0;0;0;0;0;0;0,032951289;0;0;0,011461318;0;0;0;0;0;0;0;0;0,362464183;0;0;0,025787966;0;0;0;0,014326648;0,001432665;0;0;0,02722063;0;0,007163324;0,001432665;0;0
Binney2017_E3398;0;0,199199199;0,002002002;0;0,006006006;0;0,179179179;0;0;0,004004004;0;0;0;0;0;0;0;0;0,01001001;0;0;0,017017017;0;0;0;0;0;0;0;0,001001001;0,515515516;0;0;0,046046046;0;0;0;0,006006006;0,003003003;0;0;0,009009009;0;0,002002002;0;0;0
Binney2017_E3399;0;0,23089172;0;0;0,00477707;0;0,237261146;0;0;0;0;0;0;0;0;0;0;0;0,038216561;0;0;0,022292994;0;0;0;0;0;0;0;0;0,447452229;0;0;0,012738854;0;0;0;0;0;0;0;0,006369427;0;0;0;0;0
Binney2017_E3400;0;0,28;0,004285714;0;0,001428571;0;0,222857143;0;0;0,005714286;0;0;0;0,001428571;0;0;0;0;0,028571429;0;0;0,011428571;0;0;0;0;0;0;0;0;0,385714286;0;0;0,051428571;0;0;0;0,002857143;0,001428571;0,001428571;0;0,001428571;0;0;0;0;0
Binney2017_E3401;0;0,356796117;0;0;0,012135922;0;0,291262136;0;0;0;0;0;0;0;0;0;0;0;0,009708738;0;0;0,024271845;0;0;0;0;0;0;0;0;0,291262136;0;0;0,004854369;0;0;0;0,004854369;0;0,002427184;0;0,002427184;0;0;0;0;0
Binney2017_E3402;0;0,176923077;0;0;0;0;0,182692308;0;0;0;0;0;0;0;0;0;0;0;0,038461538;0;0;0,011538462;0;0;0;0;0;0;0;0;0,573076923;0;0;0,009615385;0;0;0;0,005769231;0;0;0;0,001923077;0;0;0;0;0
Binney2017_E3403;0;0,226966292;0;0;0,024719101;0;0,285393258;0;0;0,017977528;0;0;0;0,002247191;0;0;0;0;0,047191011;0;0;0,058426966;0;0;0;0;0;0;0;0;0,26741573;0;0;0,049438202;0;0;0;0;0,004494382;0;0;0,015730337;0;0;0;0;0
Binney2017_E3404;0;0,154004107;0;0;0,004106776;0;0,27926078;0;0;0,004106776;0;0;0;0,002053388;0;0;0;0;0,190965092;0;0;0,034907598;0;0;0;0;0;0;0;0;0,170431211;0;0;0,114989733;0;0;0;0,004106776;0;0;0;0,041067762;0;0;0;0;0
Binney2017_E3405;0;0,157671958;0;0;0,008465608;0,004232804;0,346031746;0;0;0,005291005;0;0;0;0,008465608;0;0;0;0;0,091005291;0;0;0,078306878;0;0;0;0;0;0;0;0;0,19047619;0;0;0,098412698;0;0;0;0,002116402;0,002116402;0;0;0,006349206;0;0,001058201;0;0;0
Binney2017_E3406;0;0,255172414;0;0;0,013793103;0;0,14137931;0;0;0,006896552;0;0;0;0;0;0;0;0;0,137931034;0;0;0,024137931;0;0;0;0;0;0;0;0;0,15862069;0;0;0,217241379;0;0;0;0,006896552;0;0;0;0,037931034;0;0;0;0;0
Binney2017_E3407;0;0,237785016;0;0;0,016286645;0;0,110749186;0;0;0,006514658;0;0;0;0;0;0;0;0;0,094462541;0;0;0,228013029;0;0;0;0;0;0;0;0;0,263843648;0;0;0,03257329;0;0;0;0;0,003257329;0;0;0,006514658;0;0;0;0;0
Binney2017_E3408;0;0,210816777;0;0;0,011037528;0;0,157836645;0;0;0,002207506;0;0;0;0;0;0;0;0;0,104856512;0;0;0,01986755;0;0;0;0;0;0;0;0,001103753;0,409492274;0;0;0,066225166;0;0;0;0;0,004415011;0;0;0,01214128;0;0;0;0;0
Binney2017_E3409;0;0,309549945;0;0;0,003293085;0;0,328210757;0;0;0,00219539;0;0;0;0;0;0;0;0;0,032930845;0;0;0,030735456;0;0;0;0;0;0;0;0,00219539;0,227222832;0;0;0,050493963;0;0;0;0,003293085;0,001097695;0;0;0,008781559;0;0;0;0;0
Binney2017_E3410;0;0,38721351;0;0;0,020506634;0;0,28106152;0;0;0;0;0;0;0;0;0;0;0;0,007237636;0;0;0,057901086;0;0;0;0;0;0;0;0,002412545;0,199034982;0;0;0,026537998;0;0;0;0,003618818;0;0;0;0,012062726;0;0,002412545;0;0;0
Binney2017_E3411;0;0,253658537;0;0;0,009756098;0,001626016;0,130081301;0;0;0,019512195;0;0;0;0,016260163;0;0;0;0;0,248780488;0;0;0,01300813;0;0;0;0;0;0;0;0;0,130081301;0;0;0,156097561;0;0;0;0,008130081;0;0;0;0,01300813;0;0;0;0;0
Binney2017_E3412;0;0,320209974;0,001312336;0;0,007874016;0,001312336;0,173228346;0;0;0,015748031;0;0;0;0,007874016;0;0;0;0;0,166666667;0;0;0,036745407;0;0;0;0;0;0;0;0;0,157480315;0;0;0,072178478;0;0;0;0,010498688;0;0;0;0,028871391;0;0;0;0;0
Binney2017_E3413;0;0,372118551;0;0;0,010976948;0,001097695;0,129527991;0;0;0,014270033;0;0;0;0,006586169;0;0;0;0;0,145993414;0;0;0,027442371;0;0;0;0;0;0;0;0;0,120746432;0;0;0,127332602;0;0;0;0,010976948;0;0;0;0,030735456;0;0,001097695;0,001097695;0;0
Binney2017_E3415;0;0,262458472;0;0;0,023255814;0,003322259;0,355481728;0;0;0;0;0;0;0,006644518;0;0;0;0;0,102990033;0;0;0,03654485;0;0;0;0;0;0;0;0;0,03986711;0;0;0,106312292;0;0;0;0;0;0;0;0,063122924;0;0;0;0;0
Binney2017_E3419;0;0,581039755;0;0;0,003058104;0,003058104;0,146788991;0;0;0;0;0;0;0,003058104;0;0;0;0;0;0;0;0,079510703;0;0;0;0;0;0;0;0;0,140672783;0;0;0,03058104;0;0;0;0,003058104;0,003058104;0;0;0,003058104;0;0;0,003058104;0;0
Binney2017_E3423;0;0,06122449;0;0;0,004081633;0;0,179591837;0;0;0;0;0;0;0,004081633;0;0;0;0;0;0;0;0,653061224;0;0;0;0;0;0;0;0;0,065306122;0;0;0,024489796;0;0;0;0;0;0;0;0,008163265;0;0;0;0;0
Binney2017_E3424;0;0,00877193;0;0;0,026315789;0;0,222222222;0;0;0;0;0;0;0,032163743;0;0;0,00877193;0;0,116959064;0;0;0,356725146;0;0;0;0;0;0;0;0,002923977;0,108187135;0;0;0,111111111;0,002923977;0;0;0;0,002923977;0;0;0;0;0;0;0;0
Binney2017_E3426;0;0,045130641;0;0;0,023752969;0;0,097387173;0;0;0;0;0;0;0,004750594;0;0;0,002375297;0;0,475059382;0;0;0,038004751;0;0;0;0;0;0;0;0,052256532;0,054631829;0;0;0,173396675;0;0;0;0,011876485;0,004750594;0;0,002375297;0,004750594;0;0,009501188;0;0;0
Binney2017_E3427;0;0,093333333;0;0;0,093333333;0,006666667;0,2;0;0;0,006666667;0;0;0;0,066666667;0;0;0,006666667;0;0,106666667;0;0;0,02;0;0;0;0;0;0;0;0;0;0;0;0,306666667;0;0;0;0,02;0;0;0;0,073333333;0;0;0;0;0
Binney2017_E3428;0;0,113772455;0;0;0,077844311;0;0,371257485;0;0;0;0;0;0;0,023952096;0;0;0,005988024;0;0,209580838;0;0;0,05988024;0;0;0;0;0;0;0;0;0;0;0;0,107784431;0;0;0;0,005988024;0;0;0;0,023952096;0;0;0;0;0
Binney2017_E3444;0;0,196521739;0;0;0,043478261;0;0,351304348;0;0,00173913;0;0;0;0;0,005217391;0;0;0,005217391;0;0,064347826;0;0;0;0;0;0;0;0;0;0,008695652;0,066086957;0,187826087;0;0;0,031304348;0;0;0;0,00173913;0,00173913;0,00173913;0,00173913;0,020869565;0;0;0,010434783;0;0
Binney2017_E3445;0;0,297202797;0;0;0,031468531;0,013986014;0,22027972;0;0;0;0;0;0;0;0;0;0,003496503;0;0,171328671;0;0;0,003496503;0;0;0;0;0;0;0;0,006993007;0,01048951;0;0;0,20979021;0;0;0;0;0;0;0;0,031468531;0;0;0;0;0
Binney2017_E3446;0;0,328903654;0;0;0,013289037;0,009966777;0,325581395;0;0;0;0;0;0;0;0;0;0;0;0,146179402;0;0;0,009966777;0;0;0;0;0;0;0;0;0,003322259;0;0;0,112956811;0;0;0;0,003322259;0;0;0;0,046511628;0;0;0;0;0
Binney2017_E3448;0;0,201780415;0;0;0,035608309;0,005934718;0,228486647;0;0;0;0;0;0;0,002967359;0;0;0;0;0,3115727;0;0;0,020771513;0;0;0;0;0;0;0;0;0;0;0;0,139465875;0;0;0;0;0;0;0;0,053412463;0;0;0;0;0
Binney2017_E3449;0;0,298742138;0;0;0,031446541;0;0,238993711;0;0;0;0;0;0;0;0;0;0;0;0,229559748;0;0;0,01572327;0;0;0;0;0;0;0;0;0,003144654;0;0;0,144654088;0;0;0;0,009433962;0;0;0;0,028301887;0;0;0;0;0
Binney2017_E3450;0;0,273026316;0;0;0,032894737;0;0,273026316;0;0;0;0;0;0;0,003289474;0;0;0,003289474;0;0,1875;0;0;0,019736842;0;0;0;0;0;0;0;0,003289474;0,003289474;0;0;0,131578947;0;0;0;0,003289474;0;0;0;0,065789474;0;0;0;0;0
Binney2017_E3451;0;0,281879195;0;0;0,030201342;0;0,315436242;0;0;0;0;0;0;0;0;0;0,006711409;0;0,117449664;0;0;0,026845638;0;0;0;0;0;0;0;0,003355705;0,026845638;0;0;0,120805369;0;0;0;0,003355705;0;0;0;0,067114094;0;0;0;0;0
Binney2017_E3453;0;0,252459016;0;0;0,009836066;0;0,163934426;0;0;0,02295082;0;0;0;0,003278689;0;0;0,003278689;0;0,203278689;0;0;0,042622951;0;0;0;0;0;0;0;0,042622951;0,095081967;0;0;0,091803279;0;0;0;0,003278689;0;0;0;0,06557377;0;0;0;0;0
Binney2017_E3455;0;0,290429043;0;0;0,00660066;0,00330033;0,326732673;0;0;0;0;0;0;0,00330033;0;0;0;0;0,138613861;0;0;0,02970297;0;0;0;0;0;0;0;0,00330033;0,00330033;0;0;0,135313531;0;0;0;0;0;0;0;0,059405941;0;0;0;0;0
Binney2017_E3456;0;0,25136612;0;0;0,010928962;0,00273224;0,308743169;0;0;0,008196721;0;0;0;0;0;0;0;0;0,136612022;0;0;0,024590164;0;0;0;0;0;0;0;0;0,010928962;0;0;0,207650273;0;0;0;0;0;0;0;0,038251366;0;0;0;0;0
Binney2017_E3457;0;0,281345566;0;0;0,01529052;0;0,296636086;0;0;0,003058104;0;0;0;0;0;0;0,003058104;0;0,113149847;0;0;0,03058104;0;0;0;0;0;0;0;0,003058104;0,021406728;0;0;0,168195719;0;0;0;0,003058104;0;0;0;0,06116208;0;0;0;0;0
Binney2017_E3460;0;0,317518248;0;0;0,01459854;0;0,408759124;0;0;0;0;0;0;0;0;0;0;0;0,065693431;0;0;0,02919708;0;0;0;0;0;0;0;0;0,072992701;0;0;0,083941606;0;0;0;0;0;0;0;0,00729927;0;0;0;0;0
Binney2017_E3461;0;0,274576271;0;0;0,044067797;0,003389831;0,416949153;0;0;0;0;0;0;0;0;0;0;0;0,094915254;0;0;0,016949153;0;0;0;0;0;0;0;0,016949153;0,010169492;0;0;0,115254237;0;0;0;0;0;0;0;0,006779661;0;0;0;0;0
Binney2017_E3462;0;0,498154982;0;0;0,044280443;0,003690037;0,306273063;0;0;0;0;0;0;0;0;0;0;0;0,040590406;0;0;0;0;0;0;0;0;0;0;0,014760148;0,029520295;0;0;0,05904059;0;0;0;0;0;0;0;0,003690037;0;0;0;0;0
Binney2017_E3467;0;0,478599222;0;0;0,003891051;0,003891051;0,249027237;0;0;0;0;0;0;0;0;0;0;0;0,112840467;0;0;0,007782101;0;0;0;0;0;0;0;0,003891051;0,046692607;0;0;0,042801556;0;0;0;0,003891051;0;0;0;0,046692607;0;0;0;0;0
Binney2017_E3469;0;0,377952756;0;0;0,007874016;0;0,338582677;0;0;0;0;0;0;0;0;0;0,003937008;0;0,157480315;0;0;0,027559055;0;0;0;0;0;0;0;0,003937008;0,027559055;0;0;0,035433071;0;0;0;0;0;0;0;0,019685039;0;0;0;0;0
Binney2017_E3471;0;0,683098592;0;0;0,014084507;0;0,116197183;0;0;0;0;0;0;0;0;0;0;0;0,028169014;0;0;0,045774648;0;0;0;0;0;0;0;0;0,066901408;0;0;0,045774648;0;0;0;0;0;0;0;0;0;0;0;0;0
Binney2017_E3472;0;0,625;0;0;0,007352941;0;0,183823529;0;0;0;0;0;0;0,003676471;0;0;0;0;0,022058824;0;0;0,014705882;0;0;0;0;0;0;0;0;0,011029412;0;0;0,110294118;0;0;0;0;0;0;0;0,022058824;0;0;0;0;0
Binney2017_E3473;0;0,313531353;0;0;0,02970297;0,00330033;0,333333333;0;0;0;0;0;0;0,01320132;0;0;0;0;0,01650165;0;0;0,069306931;0;0;0;0;0;0;0;0;0,066006601;0;0;0,145214521;0;0;0;0;0;0;0;0,00990099;0;0;0;0;0
Binney2017_E3474;0;0,24;0;0;0,3425;0;0,1025;0;0;0;0;0;0;0,1075;0;0;0;0;0;0;0;0,0675;0;0;0;0;0;0;0;0,005;0,0075;0;0;0,1125;0;0;0;0,0025;0,005;0;0;0,0075;0;0;0;0;0
Binney2017_E3475;0;0,3125;0;0;0,029605263;0,003289474;0,332236842;0;0;0;0;0;0;0,013157895;0;0;0;0;0,016447368;0;0;0,069078947;0;0;0;0;0;0;0;0;0,065789474;0;0;0,144736842;0;0;0;0;0,003289474;0;0;0,009868421;0;0;0;0;0
Binney2017_E3476;0;0,422413793;0;0;0,08045977;0;0,066091954;0;0;0;0;0;0;0,002873563;0;0;0;0;0;0;0;0,158045977;0;0;0;0;0;0;0;0,002873563;0,020114943;0;0;0,040229885;0;0;0;0,002873563;0,002873563;0;0;0,201149425;0;0;0;0;0
Binney2017_E3477;0;0,448818898;0;0;0,015748031;0;0,204724409;0;0;0;0;0;0;0;0;0;0;0;0,003937008;0;0;0,118110236;0;0;0;0;0;0;0;0;0,125984252;0;0;0,082677165;0;0;0;0;0;0;0;0;0;0;0;0;0
Binney2017_E3478;0;0,578947368;0;0;0,013157895;0;0,065789474;0;0;0;0;0;0;0,002631579;0;0;0;0;0,007894737;0;0;0,002631579;0;0;0;0;0;0;0;0,002631579;0,031578947;0;0;0,278947368;0;0;0;0,002631579;0,005263158;0;0;0,007894737;0;0;0;0;0
Binney2017_E3479;0;0,094117647;0;0;0;0;0,072941176;0;0;0;0;0;0;0,310588235;0;0;0;0;0,014117647;0;0;0,042352941;0;0;0;0;0;0;0;0;0,117647059;0;0;0,287058824;0;0;0;0;0;0;0;0,061176471;0;0;0;0;0
Binney2017_E3480;0;0,543367347;0;0;0;0;0,048469388;0;0;0,00255102;0;0;0;0;0;0;0;0;0,020408163;0;0;0,191326531;0;0;0;0;0;0;0;0;0,045918367;0;0;0,137755102;0;0;0;0;0;0;0;0,010204082;0;0;0;0;0
Binney2017_E3481;0;0,396728016;0;0;0,00204499;0;0,053169734;0;0;0;0;0;0;0,00408998;0;0;0;0;0,008179959;0;0;0,388548057;0;0;0;0;0;0;0;0;0,079754601;0;0;0,061349693;0;0;0;0;0,006134969;0;0;0;0;0;0;0;0
Binney2017_E3482;0;0,909090909;0;0;0,006993007;0;0,027972028;0;0;0;0;0;0;0;0;0;0;0;0,003496503;0;0;0,017482517;0;0;0;0;0;0;0;0;0,024475524;0;0;0,01048951;0;0;0;0;0;0;0;0;0;0;0;0;0
Binney2017_E3483;0;0,348242812;0;0;0,003194888;0;0,220447284;0;0;0,003194888;0;0;0;0,015974441;0;0;0;0;0,015974441;0;0;0,188498403;0;0;0;0;0;0;0;0,003194888;0,063897764;0;0;0,121405751;0;0;0;0;0;0;0;0,015974441;0;0;0;0;0
Binney2017_E3484;0;0,271255061;0,002024291;0;0,074898785;0;0,281376518;0;0,002024291;0,020242915;0;0;0;0,01417004;0;0;0,008097166;0;0,020242915;0;0;0,074898785;0;0;0;0;0;0;0;0,002024291;0,113360324;0;0;0,107287449;0;0;0;0;0,002024291;0;0;0,006072874;0;0;0;0;0
Binney2017_E3485;0;0,196428571;0;0;0,017857143;0;0,276785714;0;0;0;0;0;0;0;0;0;0,080357143;0;0;0;0;0;0;0;0;0;0;0;0;0,008928571;0,348214286;0;0;0,0625;0,008928571;0;0;0;0;0;0;0;0;0;0;0;0
Binney2017_E3486;0;0,174262735;0;0;0,042895442;0;0,327077748;0;0;0,008042895;0;0;0;0,002680965;0;0;0;0;0,115281501;0;0;0,016085791;0;0;0;0;0;0;0;0;0,067024129;0;0;0,238605898;0;0;0;0;0,00536193;0;0;0;0;0;0,002680965;0;0
Binney2017_E3487;0;0,142384106;0;0;0,003311258;0;0,245033113;0;0,003311258;0;0;0;0;0,003311258;0;0;0;0;0,009933775;0;0;0,132450331;0;0;0;0;0;0;0;0;0,407284768;0;0;0,043046358;0;0;0;0;0;0;0;0,003311258;0;0;0,006622517;0;0
Binney2017_E3488;0;0,104878049;0;0;0,014634146;0;0,33902439;0;0;0,046341463;0;0;0;0,009756098;0;0;0,002439024;0;0,119512195;0;0;0,063414634;0;0;0;0;0;0;0;0;0,119512195;0;0;0,148780488;0;0;0;0;0,007317073;0;0;0,014634146;0;0;0,002439024;0;0
Binney2017_E3489;0;0,151020408;0;0;0,004081633;0;0,551020408;0;0;0;0;0;0;0,004081633;0;0;0,004081633;0;0,004081633;0;0;0,114285714;0;0;0;0;0;0;0;0;0,151020408;0;0;0,016326531;0;0;0;0;0;0;0;0;0;0;0;0;0
Binney2017_E3490;0;0,255952381;0,005952381;0;0,005952381;0;0,375;0;0;0,005952381;0;0;0;0,005952381;0;0;0;0;0,041666667;0;0;0,083333333;0;0;0;0;0;0;0;0,005952381;0,160714286;0;0;0,047619048;0;0;0;0;0;0;0,005952381;0;0;0;0;0;0
Binney2017_E3491;0;0,247734139;0,003021148;0;0,018126888;0;0,253776435;0;0,003021148;0;0;0;0;0,006042296;0;0;0,003021148;0;0,003021148;0;0;0,105740181;0;0;0;0;0;0;0;0;0,320241692;0;0;0,033232628;0;0;0;0;0;0;0;0,003021148;0;0;0;0;0
Binney2017_E3492;0;0,262172285;0;0;0,003745318;0;0,423220974;0;0;0;0;0;0;0,003745318;0;0;0,003745318;0;0,014981273;0;0;0,052434457;0;0;0;0;0;0;0;0;0,08988764;0;0;0,138576779;0;0;0;0;0;0;0;0,003745318;0;0;0,003745318;0;0
Binney2017_E3493;0;0,236619718;0;0;0,030985915;0;0,216901408;0;0;0,002816901;0;0;0;0,011267606;0;0;0,025352113;0;0,025352113;0;0;0,042253521;0;0;0;0;0;0;0;0;0,154929577;0;0;0,028169014;0;0;0;0;0;0;0;0;0;0;0,225352113;0;0
Binney2017_E3494;0;0,495967742;0;0;0;0;0,379032258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,116935484;0;0;0;0;0;0;0;0;0;0;0,008064516;0;0;0;0;0
Binney2017_E3495;0;0,141361257;0,015706806;0;0;0;0,240837696;0;0;0;0;0;0;0,052356021;0;0;0;0;0,005235602;0;0;0,104712042;0;0;0;0;0;0;0;0;0,356020942;0;0;0,078534031;0;0;0;0,005235602;0;0;0;0;0;0;0;0;0
Binney2017_E3496;0;0,243333333;0;0;0,003333333;0;0,396666667;0;0;0,003333333;0;0;0;0,003333333;0;0;0;0;0,003333333;0;0;0,226666667;0;0;0;0;0;0;0;0;0,056666667;0;0;0,046666667;0;0;0;0;0;0;0;0,016666667;0;0;0;0;0
Binney2017_E3497;0;0,213333333;0;0;0;0;0,151111111;0;0;0,004444444;0;0;0;0,004444444;0;0;0;0;0;0;0;0,262222222;0;0;0;0;0;0;0;0;0,324444444;0;0;0,04;0;0;0;0;0;0;0;0;0;0;0;0;0
Binney2017_E3498;0;0,504237288;0;0;0,004237288;0;0,046610169;0;0;0;0;0;0;0;0;0;0;0;0,004237288;0;0;0,173728814;0;0;0;0;0;0;0;0;0,25;0;0;0,012711864;0;0;0;0;0;0;0;0;0;0;0,004237288;0;0
Binney2017_E3499;0;0,241992883;0;0;0,007117438;0;0,402135231;0;0;0;0;0;0;0;0;0;0,003558719;0;0,003558719;0;0;0;0;0;0;0;0;0;0;0;0,167259786;0;0;0,170818505;0;0;0;0;0;0;0;0,003558719;0;0;0;0;0
Binney2017_E3500;0;0,056818182;0;0;0,011363636;0;0,761363636;0;0,015151515;0;0;0;0;0,041666667;0;0;0;0;0;0;0;0,087121212;0;0;0;0;0;0;0;0;0,003787879;0;0;0,022727273;0;0;0;0;0;0;0;0;0;0;0;0;0
