;Abies;Alnus;Apiaceae;Armeria.type;Artemisia;Asteraceae;Betula;Boraginaceae;Botrychium;Brassicaceae;Calluna.vulgaris;Campanulaceae;Carpinus;Caryophyllaceae..periporate.excl..Paronychioideae.;Cedrus;Centaurea;Chenopodiaceae.Amaranthaceae;Corylus;Cyperaceae;Dipsacaceae;Ephedra;Ericaceae;Fagaceae;Fagus;Filipendula;Hedera;Helianthemum;Hippophae.rhamnoides;Juniperus;Picea;Pinus;Plantago;Plantago.lanceolata.type;Poaceae;Polygonum;Quercus.robur.type;Quercus.ilex.type;Ranunculaceae;Rosaceae;Rubiaceae;Rumex;Salix;Saxifraga;Scrophulariaceae;Thalictrum;Ulmus;Urticaceae
AlbaSanchez_a1;0,047945205;0,003424658;0;0;0;0,020547945;0,006849315;0;0;0;0;0;0;0,003424658;0;0;0,006849315;0;0;0;0;0;0;0;0;0;0;0;0;0;0,369863014;0,003424658;0;0,037671233;0;0,058219178;0,414383562;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a2;0,042424242;0;0;0;0;0,003030303;0;0;0;0;0;0;0;0;0;0;0,009090909;0;0;0;0;0;0;0;0;0;0;0;0;0;0,242424242;0;0;0,009090909;0;0,124242424;0,536363636;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a3;0,277777778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,277777778;0;0;0;0;0;0,444444444;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a4;0,186046512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,453488372;0;0;0;0;0;0,360465116;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a5;0,053333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0,79;0,013333333;0;0,01;0;0,013333333;0,1;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,107142857;0;0;0;0;0;0,892857143;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a7;0,232876712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003424658;0;0;0;0;0;0;0;0;0;0;0;0;0;0,335616438;0,003424658;0;0,020547945;0;0,02739726;0,181506849;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003344482;0,943143813;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a9;0,24;0;0;0;0;0,003333333;0;0;0;0;0;0;0;0;0;0;0,006666667;0;0;0;0;0;0;0;0;0;0;0;0,026666667;0;0,366666667;0,03;0;0;0;0;0,143333333;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a10;0,104166667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,027777778;0;0,555555556;0;0;0;0;0;0,138888889;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a11;0,011428571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,948571429;0,008571429;0;0;0;0;0,008571429;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a12;0,128712871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01980198;0;0;0;0;0;0;0;0;0;0;0;0,014851485;0;0,747524752;0,02970297;0;0,014851485;0;0;0;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a13;0,057432432;0,003378378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003378378;0;0;0;0;0;0;0;0;0;0;0;0,030405405;0;0,199324324;0,003378378;0;0,016891892;0;0,027027027;0,324324324;0;0;0,003378378;0;0;0;0;0;0;0
AlbaSanchez_a14;0,158783784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,037162162;0,003378378;0;0;0;0;0;0;0;0;0;0;0,010135135;0;0,277027027;0;0;0,016891892;0;0,040540541;0,260135135;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a15;0,046808511;0;0;0;0;0,025531915;0;0;0;0;0;0;0;0,008510638;0;0;0,034042553;0;0;0;0;0;0;0;0;0;0;0;0,068085106;0;0,391489362;0,008510638;0;0,012765957;0;0,042553191;0,229787234;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a16;0,62962963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003367003;0;0;0;0;0;0;0;0;0;0;0;0,003367003;0;0,124579125;0;0;0,003367003;0;0,003367003;0,101010101;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a17;0,390625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0078125;0;0;0;0;0;0;0;0;0;0;0;0;0;0,28125;0;0;0,0078125;0;0;0,15625;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a18;0,103806228;0,003460208;0;0;0,003460208;0;0;0;0;0;0;0;0;0;0;0;0,006920415;0,003460208;0;0;0;0;0;0;0;0;0;0;0,017301038;0;0,335640138;0,006920415;0;0,01384083;0;0,017301038;0,249134948;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a19;0,428070175;0,003508772;0,003508772;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007017544;0;0;0;0;0;0;0;0;0;0;0;0,024561404;0;0,252631579;0;0;0,007017544;0;0,014035088;0,150877193;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a20;0,193103448;0;0;0;0;0,003448276;0;0;0;0;0;0;0;0;0;0;0,020689655;0;0;0;0;0;0;0;0;0;0;0;0,048275862;0;0,265517241;0;0;0,003448276;0;0,010344828;0,220689655;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a21;0,395759717;0,003533569;0,003533569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,010600707;0;0,201413428;0;0;0;0;0,003533569;0,16254417;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a23;0,015209125;0,007604563;0;0;0;0,003802281;0,003802281;0;0;0;0;0;0;0;0;0;0,007604563;0;0;0;0;0;0;0;0;0;0;0;0,045627376;0;0,288973384;0;0;0,019011407;0;0,02661597;0,300380228;0;0;0,007604563;0;0;0;0;0;0;0
AlbaSanchez_a25;0,587248322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006711409;0;0;0;0;0;0;0;0;0;0;0;0,003355705;0;0,130872483;0,006711409;0;0,006711409;0;0,003355705;0,100671141;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a26;0;0,004115226;0,004115226;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004115226;0;0;0;0;0;0;0;0;0;0;0;0,028806584;0;0,131687243;0,024691358;0;0,004115226;0;0;0,567901235;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a27;0,014234875;0,003558719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007117438;0;0;0;0;0;0;0;0;0;0;0;0,003558719;0;0,224199288;0,081850534;0;0,010676157;0;0,003558719;0,633451957;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a28;0,123745819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003344482;0;0;0;0;0;0;0;0;0;0;0;0,003344482;0;0,45819398;0,003344482;0;0;0;0,003344482;0,193979933;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,018248175;0;0,649635036;0;0;0;0;0;0,284671533;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a30;0,035031847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003184713;0;0;0;0;0;0;0;0;0;0;0;0,621019108;0,117834395;0;0;0;0;0,222929936;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a31;0;0;0;0;0;0,015748031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007874016;0;0,472440945;0,031496063;0;0,078740157;0;0,047244094;0,25984252;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a32;0,582781457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,215231788;0;0;0,003311258;0;0;0,056291391;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a33;0,543333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,033333333;0;0,19;0;0;0,01;0;0;0,073333333;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a34;0,08852459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003278689;0;0;0;0;0;0;0;0;0;0;0;0,003278689;0;0,881967213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a35;0,233333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,678787879;0;0;0,015151515;0;0,012121212;0,027272727;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a36;0,031662269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,894459103;0,002638522;0;0,005277045;0;0;0,018469657;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a37;0,034391534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,113756614;0,010582011;0;0,047619048;0;0,103174603;0,412698413;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a38;0,419753086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,33744856;0,028806584;0;0,016460905;0;0,008230453;0,082304527;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a39;0,267973856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,013071895;0,003267974;0;0;0;0;0;0;0;0;0;0;0;0;0,31372549;0,019607843;0;0,019607843;0;0,013071895;0,166666667;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a40;0,177852349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,681208054;0,006711409;0;0,010067114;0;0,006711409;0,077181208;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a41;0,616487455;0;0;0;0;0,003584229;0,007168459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,315412186;0,007168459;0;0,003584229;0;0;0,043010753;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a42;0,170648464;0;0,003412969;0;0;0;0,003412969;0;0;0;0;0;0;0,119453925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,010238908;0;0,208191126;0,003412969;0;0,013651877;0;0,013651877;0,235494881;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,289473684;0;0;0,026315789;0;0,328947368;0,092105263;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a44;0,00619195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,015479876;0;0;0;0;0;0;0;0;0;0;0;0;0;0,102167183;0,012383901;0;0,009287926;0;0,151702786;0,544891641;0;0;0,00619195;0;0;0;0;0;0;0
AlbaSanchez_a45;0,106164384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003424658;0;0;0;0;0;0;0;0;0;0;0;0,01369863;0;0,568493151;0,006849315;0;0,017123288;0;0,01369863;0,140410959;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a46;0;0,00729927;0;0;0;0;0;0;0;0;0;0;0;0;0,145985401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02189781;0;0;0,02189781;0;0;0,605839416;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a47;0;0,015503876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03875969;0;0;0,03875969;0;0,03875969;0,542635659;0;0;0,015503876;0;0;0;0;0;0;0
AlbaSanchez_a49;0,224358974;0;0;0;0;0;0;0;0;0;0;0;0;0;0,147435897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,070512821;0,016025641;0;0,012820513;0;0,064102564;0,419871795;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a50;0,053571429;0;0;0;0;0,007142857;0;0;0;0;0;0;0;0;0,860714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,014285714;0,007142857;0;0;0;0;0,017857143;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a51;0;0;0,007722008;0;0;0;0;0;0;0;0;0;0;0;0,799227799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007722008;0,003861004;0;0;0;0,003861004;0,092664093;0;0;0,003861004;0;0;0;0;0;0;0
AlbaSanchez_a52;0;0;0;0;0;0,003378378;0;0;0;0;0;0;0;0,003378378;0,466216216;0;0,003378378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,033783784;0;0,006756757;0;0;0,256756757;0;0;0,003378378;0;0;0;0;0;0;0
AlbaSanchez_a53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,457912458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003367003;0;0,01010101;0;0,003367003;0,208754209;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a54;0;0;0;0;0;0;0,003333333;0;0;0;0;0;0;0,003333333;0,746666667;0;0,003333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006666667;0,026666667;0;0,04;0;0;0,113333333;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a55;0;0;0;0;0,003401361;0;0;0;0;0;0;0;0;0,003401361;0,578231293;0;0,003401361;0;0;0;0;0;0;0;0;0;0;0;0,003401361;0;0;0,006802721;0;0,006802721;0;0;0,200680272;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,902027027;0;0,003378378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,010135135;0;0,006756757;0;0;0,02027027;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a58;0;0,003891051;0;0;0;0;0;0;0;0;0;0;0;0;0,147859922;0;0,007782101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007782101;0;0,035019455;0;0,003891051;0,521400778;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a59;0;0,004405286;0;0;0;0,004405286;0;0;0;0;0;0;0;0;0,083700441;0;0,004405286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,035242291;0;0,017621145;0;0;0,607929515;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a60;0;0;0,016042781;0;0;0,005347594;0;0;0;0;0;0;0;0;0,069518717;0;0,005347594;0;0;0;0;0;0;0;0;0;0;0;0,005347594;0;0,026737968;0,016042781;0;0,064171123;0;0;0,449197861;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a61;0,351351351;0;0,006756757;0;0;0,003378378;0;0;0;0;0;0;0;0;0,317567568;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003378378;0;0;0,006756757;0;0,023648649;0;0,010135135;0,141891892;0;0;0,006756757;0;0;0;0;0;0;0
AlbaSanchez_a62;0,033557047;0;0,003355705;0;0;0;0;0;0;0;0;0;0;0;0,89261745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,010067114;0;0;0,033557047;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a63;0,105960265;0;0;0;0;0;0;0;0;0;0;0;0;0;0,860927152;0;0,003311258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006622517;0;0;0,013245033;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,382352941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,441176471;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a65;0,010204082;0;0;0;0;0;0;0;0;0;0;0;0;0;0,894557823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,023809524;0;0;0;0;0;0,051020408;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,900355872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,028469751;0;0;0;0;0;0,056939502;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,670212766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,056737589;0,007092199;0;0;0;0;0,085106383;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,71331058;0;0,003412969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006825939;0;0,027303754;0;0;0,064846416;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a69;0;0;0,003378378;0;0;0;0;0;0;0;0;0;0;0;0,837837838;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006756757;0;0;0,027027027;0;0,003378378;0;0;0,084459459;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a70;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003289474;0,904605263;0;0,003289474;0;0;0;0;0;0;0;0;0;0;0;0,003289474;0;0;0;0;0,026315789;0;0;0,042763158;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,928571429;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03030303;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006734007;0;0;0;0;0,003367003;0;0;0,946127946;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a73;0;0;0,003367003;0;0;0;0;0;0;0;0;0;0;0;0,033670034;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01010101;0;0;0,003367003;0;0,003367003;0;0;0,922558923;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,64;0,006666667;0,01;0;0;0;0;0;0;0;0;0;0;0;0,02;0;0;0,01;0;0,006666667;0;0;0,243333333;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a75;0;0;0;0;0;0,003333333;0;0;0;0;0;0;0;0;0,28;0;0,013333333;0;0;0;0;0;0;0;0;0;0;0;0,026666667;0;0;0;0;0,003333333;0;0;0,653333333;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a76;0;0;0,003401361;0;0;0;0;0;0;0;0;0;0;0;0,595238095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003401361;0,010204082;0;0,003401361;0;0;0,357142857;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a77;0;0;0;0;0,003703704;0,007407407;0;0;0;0;0;0;0;0,003703704;0,540740741;0,007407407;0;0;0;0;0;0;0;0;0;0;0;0;0,085185185;0;0,003703704;0;0;0,003703704;0;0;0,255555556;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,186440678;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006779661;0;0;0;0;0,003389831;0;0;0,789830508;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a79;0;0;0,003322259;0;0,003322259;0;0;0;0;0;0;0;0;0;0,531561462;0;0,003322259;0;0,003322259;0;0;0;0;0;0;0;0;0;0,03654485;0;0;0,006644518;0;0,006644518;0;0;0,338870432;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a80;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007518797;0,879699248;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007518797;0;0;0;0;0;0;0,007518797;0,090225564;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a81;0;0;0,006493506;0;0;0;0;0;0;0;0;0;0;0;0,532467532;0;0,003246753;0;0;0;0;0;0;0;0;0;0;0;0,003246753;0;0;0;0;0,00974026;0;0;0,428571429;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,781456954;0;0,009933775;0;0;0;0;0;0;0;0;0;0;0;0,003311258;0;0;0,003311258;0;0,013245033;0;0;0,165562914;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02310231;0;0,00990099;0;0;0;0;0;0;0;0;0;0;0;0,00990099;0;0;0;0;0;0;0;0,940594059;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a84;0;0;0;0;0;0,006060606;0;0;0;0;0;0;0;0;0,254545455;0;0,018181818;0;0;0;0;0;0;0;0;0;0;0;0,006060606;0;0,006060606;0,012121212;0;0,03030303;0;0;0,593939394;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a85;0;0;0,006944444;0;0;0;0;0;0;0;0;0;0;0,003472222;0,565972222;0;0,010416667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003472222;0;0,003472222;0;0,003472222;0,329861111;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a86;0;0;0;0;0,003448276;0;0;0;0;0;0;0;0;0;0,168965517;0,006896552;0,010344828;0;0;0;0;0;0;0;0;0;0;0;0,006896552;0;0;0;0;0,010344828;0;0;0,748275862;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a87;0;0;0;0;0;0,009302326;0;0,004651163;0;0;0;0;0;0;0,451162791;0,009302326;0,009302326;0;0;0;0;0;0;0;0;0;0;0;0,004651163;0;0;0,004651163;0;0,013953488;0;0,004651163;0,306976744;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a88;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003257329;0,625407166;0,003257329;0;0;0;0;0;0;0;0;0;0;0;0;0,003257329;0;0;0;0;0,006514658;0;0;0,342019544;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a89;0;0;0,046511628;0;0;0,003322259;0;0;0;0;0;0;0;0,009966777;0,720930233;0;0,003322259;0;0;0;0;0;0;0;0;0;0;0;0,003322259;0;0;0,003322259;0;0,029900332;0;0;0,053156146;0;0;0,003322259;0;0;0;0;0;0;0
AlbaSanchez_a90;0;0;0;0;0;0,006756757;0;0;0;0;0;0;0;0,006756757;0,77027027;0,006756757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,030405405;0;0;0,091216216;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a91;0,0625;0;0;0;0,004166667;0,004166667;0;0;0;0;0;0;0;0;0;0;0;0,025;0,004166667;0;0;0;0;0;0;0;0;0;0;0;0,529166667;0,020833333;0;0,025;0;0;0,133333333;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a92;0,083333333;0;0;0;0;0,006410256;0;0;0;0;0;0;0;0;0,365384615;0;0;0,032051282;0;0;0;0;0;0;0;0;0;0;0,019230769;0;0,416666667;0,006410256;0;0,006410256;0;0,012820513;0,025641026;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a93;0,15248227;0;0;0;0;0,003546099;0;0;0;0;0;0;0;0;0,602836879;0,003546099;0,007092199;0;0;0;0;0;0;0;0;0;0;0;0;0;0,039007092;0,007092199;0;0,010638298;0;0,014184397;0,074468085;0,007092199;0;0,003546099;0;0;0;0;0;0;0
AlbaSanchez_a94;0,066666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003333333;0;0,046666667;0,003333333;0;0,036666667;0;0;0,7;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a95;0,424528302;0;0;0;0;0;0;0;0;0;0;0;0;0,003144654;0,150943396;0,003144654;0,006289308;0;0;0;0;0;0;0;0;0;0;0;0;0;0,176100629;0;0;0,006289308;0;0;0,122641509;0;0;0,003144654;0;0;0;0;0;0;0
AlbaSanchez_a96;0,015503876;0;0,007751938;0;0;0;0;0;0;0;0;0;0;0;0,042635659;0,003875969;0,007751938;0;0;0;0;0;0;0;0;0;0;0;0,003875969;0;0,034883721;0,019379845;0;0,03875969;0;0;0,69379845;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,017699115;0;0,002949853;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002949853;0;0;0,005899705;0;0,029498525;0,825958702;0,005899705;0;0;0;0;0;0;0;0;0
AlbaSanchez_a98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,85620915;0;0,003267974;0;0;0;0;0;0;0;0;0;0;0;0,003267974;0;0;0,003267974;0;0,003267974;0;0;0,062091503;0,003267974;0;0;0;0;0;0;0;0;0
AlbaSanchez_a99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,123287671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,493150685;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,38961039;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003246753;0;0;0,003246753;0;0;0;0;0,551948052;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a101;0,003597122;0;0;0;0;0;0;0;0;0;0;0;0;0;0,025179856;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003597122;0;0,014388489;0,010791367;0;0,003597122;0;0,003597122;0,73381295;0;0;0,003597122;0;0;0;0;0;0;0
AlbaSanchez_a102;0;0;0;0;0;0;0;0,003389831;0;0;0;0;0;0;0,698305085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,010169492;0;0;0,115254237;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a103;0,037671233;0;0;0;0;0,003424658;0;0;0;0;0;0;0;0;0,297945205;0;0;0;0;0;0;0;0;0;0;0;0;0;0,020547945;0;0,010273973;0,006849315;0;0;0;0;0,52739726;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a104;0;0;0,004608295;0;0,013824885;0,004608295;0;0,004608295;0;0;0;0;0;0,023041475;0,184331797;0;0,004608295;0;0;0;0;0;0;0;0;0;0;0;0,023041475;0;0;0,01843318;0;0,041474654;0;0;0,419354839;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a105;0;0;0;0;0;0;0,003649635;0;0;0;0;0;0;0,025547445;0,244525547;0;0,010948905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003649635;0;0,025547445;0;0;0,383211679;0;0;0,003649635;0;0;0;0;0;0;0
AlbaSanchez_a106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,416961131;0;0,003533569;0;0;0;0;0;0;0;0;0;0;0;0,007067138;0;0;0,010600707;0;0;0;0;0,501766784;0;0;0;0;0;0;0;0;0;0
AlbaSanchez_a107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49695122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00304878;0;0;0;0;0;0,475609756;0;0;0;0;0;0;0;0;0;0
