"";"Abies";"Picea";"Pinus";"Betula";"Alnus";"Corylus";"Carpinus";"Quercus";"Tilia";"Ulmus";"Fraxinus";"Fagus";"Poaceae";"Ericaceae";"Artemisia";"Cerealia-type";"Ranunculaceae";"Juniperus";"Populus";"Salix"
"24.43";0;0,0392;0,2549;0,1765;0,0196;0;0;0;0;0;0;0;0,4706;0,0392;0;0;0;0;0;0
"24.517";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"24.559";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"24.605";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"24.646";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"24.692";0;0,0357;0,3929;0,0357;0;0;0;0,0179;0;0;0;0;0,4821;0;0;0;0;0,0179;0;0
"24.733";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"24.779";0;0,0784;0,3922;0,1569;0,0196;0;0;0;0;0;0;0;0,3333;0;0,0196;0;0;0;0;0
"24.821";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"24.866";0;0,0508;0,3729;0,1864;0,0085;0;0;0,0169;0;0;0;0;0,3051;0;0,0169;0;0;0;0;0,0254
"24.954";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"24.997";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25.041";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25.082";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25.128";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25.17";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25.213";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25.257";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25.303";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25.388";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25.433";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25.499";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25.564";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25.606";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25.652";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25.717";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25.826";0;0,0167;0,1833;0,2;0,05;0;0;0;0;0;0;0;0,4833;0;0;0;0,0167;0;0;0,0167
"25.867";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25.913";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25.955";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"26";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"26.042";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"26.11";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"26.129";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"26.197";0;0,037;0,3889;0,0926;0,0185;0;0;0;0;0;0;0;0,4074;0,0185;0;0;0;0;0;0,0185
"26.262";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"26.304";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"26.349";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"26.391";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"26.437";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"26.478";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"26.524";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"26.565";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"26.611";0;0,0164;0,2787;0,0656;0,0492;0;0;0,0164;0;0;0;0;0,5082;0,0164;0;0;0;0;0;0,0328
"26.698";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"26.74";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"26.783";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"26.827";0;0;0,3088;0,0588;0,0147;0;0;0;0;0;0;0;0,4118;0,0441;0,1324;0,0147;0;0;0;0
"26.873";0;0,004;0,656;0,052;0;0,004;0;0,004;0,004;0;0;0;0,204;0,012;0,028;0,004;0;0;0;0
"26.914";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"26.96";0;0;0,4138;0,0862;0;0;0;0;0;0;0;0;0,3793;0;0,0345;0,0345;0;0;0;0
"27.047";0;0;0,3871;0,0323;0;0;0;0;0;0;0;0;0,4194;0;0,0323;0,0161;0;0;0;0,0323
"27.135";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27.176";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27.222";0;0,0133;0,36;0,1333;0;0;0;0;0;0;0;0;0,4;0;0;0;0,0267;0;0;0,0133
"27.263";0;0;0,339;0,2034;0;0;0;0,0169;0;0;0;0;0,2881;0,0169;0,0339;0;0,0169;0;0;0,0169
"27.309";0;0;0,5588;0,1387;0;0;0;0,0084;0;0;0;0;0,1891;0,0042;0,021;0,0042;0,0042;0;0;0,0252
"27.35";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27.396";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27.438";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27.483";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27.571";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27.612";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27.658";0;0;0,2321;0,125;0;0;0;0;0;0;0;0;0,5;0;0,0357;0,0179;0;0;0;0,0357
"27.699";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27.745";0;0,0254;0,2203;0,0593;0,0339;0;0;0,0085;0;0,0085;0;0;0,5254;0,0169;0,0254;0,0169;0;0;0;0,0339
"27.787";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27.832";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27.874";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27.944";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"28.011";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"28.06";0;0;0,4;0,1818;0,0364;0;0;0;0;0;0;0;0,2909;0;0;0;0;0;0;0,0182
"28.106";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"28.15";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"28.196";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"28.245";0;0;0,1667;0,1667;0,0185;0;0;0;0;0;0;0;0,537;0;0,0185;0;0;0;0;0,0185
"28.291";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"28.335";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"28.384";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"28.476";0,0083;0,0083;0,1983;0,0826;0,0331;0,0165;0;0;0;0,0083;0;0;0,5289;0,0083;0,0496;0,0165;0;0;0;0,0165
"28.52";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"28.569";0;0;0,2182;0,0727;0;0;0;0;0;0;0;0;0,6545;0;0,0182;0;0;0;0;0,0364
"28.61";0;0;0,2241;0,0862;0,1034;0,0345;0,0172;0;0,0345;0;0;0;0,3621;0;0,0172;0;0;0;0;0
"28.659";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"28.705";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"28.754";0;0,0137;0,1644;0,1096;0;0,0411;0;0;0,0137;0;0;0;0,4932;0;0,0137;0,0274;0,0137;0;0;0,0137
"28.798";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"28.846";0,0145;0,0145;0,1449;0,1594;0,0145;0;0;0;0;0,0145;0;0;0,5362;0;0,058;0;0;0;0;0,0435
"28.939";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"28.983";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29.031";0;0;0,3818;0,1636;0,0364;0;0;0;0;0;0;0;0,4182;0;0;0;0;0;0;0
"29.075";0;0;0,2969;0,2188;0,0156;0;0;0;0;0;0;0;0,375;0,0078;0,0469;0,0078;0;0;0;0
"29.124";0;0,0538;0,2;0,1923;0,0231;0;0;0,0077;0,0077;0,0231;0;0;0,4308;0;0;0,0077;0;0;0;0,0154
"29.168";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29.217";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29.261";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29.309";0;0,0313;0,2969;0,1094;0;0;0;0;0;0;0;0;0,375;0,0156;0,1094;0;0;0;0;0
"29.402";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29.448";0;0,1;0,6;0,02;0;0;0;0;0;0;0;0;0,24;0,04;0;0;0;0;0;0
"29.492";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29.538";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29.587";0;0;0,2985;0,0448;0,0149;0;0;0;0;0;0;0;0,5522;0,0896;0;0;0;0;0;0
"29.631";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29.677";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29.723";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29.77";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29.864";0;0,02;0,22;0,16;0,07;0;0;0;0;0;0;0;0,36;0,03;0,07;0;0;0,01;0;0
"29.908";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29.957";0;0,0381;0,1905;0,219;0,0095;0;0;0;0;0;0;0;0,4667;0,0095;0,0286;0;0;0;0;0
"30.001";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"30.05";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"30.094";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"30.142";0;0,0141;0,3099;0,169;0,0141;0,0141;0;0;0;0;0;0;0,3521;0;0,0704;0;0;0;0;0,0282
"30.186";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"30.357";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"30.815";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"31.027";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"31.262";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"31.475";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"31.709";0;0,0293;0,2049;0,0732;0,039;0,0098;0;0,0098;0,0049;0,0098;0;0;0,4634;0,0439;0,0488;0;0;0,0098;0;0,0195
"31.922";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"32.157";0;0,0291;0,2621;0,1262;0,0291;0;0;0;0;0;0;0;0,4757;0;0,068;0;0;0;0;0
"32.369";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"32.604";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"33.051";0;0,0147;0,2255;0,1127;0,0245;0;0;0;0;0;0;0;0,5098;0,0196;0,0343;0,0049;0;0,0049;0;0
"33.263";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"33.498";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"33.711";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"33.945";0;0,0097;0,3301;0,1262;0,0777;0;0,0097;0;0;0,0097;0;0;0,3398;0,0485;0;0;0;0;0;0,0194
"34.158";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"34.393";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"34.605";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"34.84";0;0,0161;0,3226;0,0645;0,0161;0;0;0;0;0;0;0;0,4839;0,0323;0,0323;0;0;0;0;0
"35.287";0;0,0794;0,2698;0,1111;0,0317;0;0;0;0;0;0;0;0,4127;0,0159;0,0317;0;0;0;0;0,0159
"35.499";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"35.734";0;0;0,2857;0,0952;0;0;0;0;0;0;0;0;0,5714;0;0;0;0;0;0;0,0476
"35.947";0;0;0,129;0,0323;0;0;0,0161;0;0;0;0;0;0,7419;0;0;0,0161;0;0;0;0,0323
"36.181";0;0,0135;0,2477;0,1261;0,0811;0,009;0;0,009;0;0;0;0;0,4099;0,0225;0,0135;0,0045;0;0;0;0,0135
"36.394";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"36.841";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"37.065";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"37.523";0;0;0,2456;0,1404;0;0;0;0;0;0;0;0;0,5088;0,0175;0,0175;0,0175;0;0;0;0
"37.735";0;0,0082;0,3689;0,0902;0;0;0;0;0;0;0;0;0,4754;0;0,0328;0,0082;0;0;0;0
"37.97";0,0098;0,0294;0,3824;0,2059;0,0098;0,0098;0,0098;0,0098;0;0;0;0;0,2451;0;0;0,0098;0;0;0;0,0098
"38.183";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"38.417";0;0,0303;0,1212;0,1364;0,1061;0;0,0152;0;0;0;0;0;0,3636;0,0152;0,0152;0;0,0455;0;0;0,0455
"38.63";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"38.865";0;0,0127;0,2785;0,0506;0,0127;0;0;0;0;0;0;0;0,4304;0,0253;0,0633;0,0127;0,0253;0;0;0,0127
"39.077";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"39.312";0;0;0,2542;0,0508;0,0169;0,0169;0;0;0,0169;0;0;0;0,5932;0;0;0,0169;0;0;0;0,0169
"39.759";0;0,0164;0,4973;0,1803;0,0273;0;0;0;0;0,0055;0;0;0,2131;0;0;0;0;0;0;0,0109
"39.971";0;0,0118;0,3412;0,1765;0;0;0;0,0118;0;0;0;0;0,4;0;0,0353;0;0;0;0;0
"40.206";0;0,0077;0,0769;0,2;0;0;0;0;0;0;0;0;0,6385;0;0,0154;0,0077;0;0;0;0,0154
"40.419";0;0;0,1553;0,233;0,0194;0;0;0;0;0;0;0;0,4854;0;0,0485;0;0;0;0;0,0291
"40.653";0,0164;0,1967;0,3934;0,0492;0;0;0;0;0;0;0;0;0,2623;0,0492;0;0;0;0;0;0
"40.866";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"41.04";0;0,0152;0,2424;0,1667;0,0758;0;0;0;0;0;0;0;0,3939;0;0;0;0;0;0;0
"41.126";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"41.22";0;0,0847;0,2034;0,1695;0,0508;0;0;0;0;0;0;0;0,4407;0,0169;0;0;0;0;0;0,0169
"41.4";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"41.485";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"41.579";0;0,0568;0,2159;0,1705;0,0341;0;0,0114;0;0;0,0114;0;0;0,3182;0,0568;0,0341;0,0114;0,0341;0;0;0
"41.664";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"41.759";0;0,0147;0,1618;0,2059;0;0,0147;0;0;0;0;0;0;0,5;0,0147;0,0588;0;0;0;0;0,0294
"41.844";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"41.938";0;0;0,1467;0,1333;0,12;0;0;0,0133;0;0;0;0;0,56;0;0,0133;0;0;0;0;0
"42.024";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"42.118";0;0,0795;0,2727;0,0341;0,0227;0;0;0;0;0;0;0;0,4432;0;0,0341;0,0341;0;0;0;0
"42.297";0;0,0241;0,0602;0,0964;0,012;0;0;0;0;0,012;0;0;0,6145;0;0,0723;0,0241;0;0;0;0,0241
"42.383";0;0;0,125;0,1071;0;0;0;0;0;0,0179;0;0;0,5536;0;0,1964;0;0;0;0;0
"42.477";0;0,0435;0,2174;0,1304;0,029;0;0;0;0;0;0;0;0,4638;0,0145;0;0,0145;0,029;0;0;0
"42.562";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"42.657";0;0;0,0797;0,1087;0,0145;0,0072;0;0,0072;0;0;0;0;0,4928;0;0,1087;0,029;0,087;0;0;0,0217
"42.742";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"42.836";0;0,0571;0,1286;0,1714;0;0;0;0;0;0;0;0;0,5;0;0,0714;0;0;0,0143;0;0
"42.921";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"43.016";0;0,0244;0,1341;0,1341;0;0;0;0;0;0;0;0;0,5;0;0,0976;0,0122;0;0;0;0,0488
"43.195";0;0,0047;0,4645;0,0806;0,0047;0;0;0;0;0;0;0;0,3697;0;0,0332;0,0047;0;0;0;0
"43.28";0;0;0,1316;0,0789;0;0,0132;0;0;0;0,0132;0;0;0,5789;0;0,1053;0;0;0;0;0,0132
"43.375";0;0;0,1271;0,0678;0,0169;0,0169;0;0;0;0;0;0;0,661;0;0,0508;0,0085;0;0;0;0,0169
"43.46";0;0,0219;0,3212;0,0949;0,0146;0;0;0;0;0,0146;0;0;0,4307;0;0,0438;0,0073;0;0;0;0,0146
"43.55";0;0;0,4138;0,069;0;0;0;0;0;0;0;0;0,4713;0;0;0,0115;0;0;0;0
"43.64";0;0;0,4882;0,0824;0;0;0;0;0;0,0176;0;0;0,2706;0;0,0412;0;0;0;0;0,0294
"43.734";0;0,0046;0,4722;0,2222;0,0093;0;0;0,0093;0;0;0;0;0,2222;0;0,0278;0;0;0;0;0,0185
"43.819";0;0;0,3318;0,1869;0;0;0;0;0;0;0;0;0,3972;0;0,0654;0;0;0;0;0
"43.903";0;0,0101;0,3159;0,5734;0;0;0;0;0;0;0;0;0,0926;0;0,002;0;0;0;0;0,002
"43.95";0;0;0,2819;0,1275;0,0201;0,0201;0;0,0201;0;0;0;0;0,4765;0;0;0,0067;0;0;0;0
"43.972";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"43.997";0;0,0157;0,2283;0,0709;0,0472;0;0;0,0157;0,0157;0;0;0;0,4803;0;0,0315;0,0079;0;0;0;0,0315
"44.019";0;0;0,043;0,1398;0;0;0;0;0;0;0;0;0,6237;0,0108;0,1075;0,0108;0;0;0;0,0108
"44.042";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"44.065";0;0,1452;0,1129;0,0968;0,0161;0,0081;0,0968;0,0242;0;0,0645;0;0;0,3871;0;0,0484;0;0;0;0;0
"44.09";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"44.112";0;0;0,6914;0,0617;0;0;0;0;0;0;0;0;0,2346;0,0123;0;0;0;0;0;0
"44.137";0;0;0,4306;0,0625;0,0278;0;0;0;0;0;0;0;0,3056;0,0347;0,1111;0,0208;0;0;0;0,0069
"44.183";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"44.205";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"44.23";0;0;0,1364;0,0852;0;0;0;0;0;0,017;0;0;0,6023;0,017;0,0682;0,0057;0;0;0;0,0057
"44.252";0;0;0,2584;0,1348;0,0112;0;0;0;0;0;0;0;0,4382;0;0,0225;0,0112;0;0;0;0,0225
"44.276";0;0,0182;0,3982;0,0517;0,0365;0,0061;0,0091;0,0182;0;0,0122;0;0;0,3921;0;0,0304;0,003;0;0;0;0,003
"44.299";0;0,0146;0,284;0,1408;0,0097;0;0;0,0097;0;0;0;0;0,4709;0,0194;0,0146;0;0;0;0;0,0146
"44.323";0;0,0366;0,2683;0,1341;0,0366;0;0;0;0;0;0;0;0,5;0,0244;0;0;0;0;0;0
"44.345";0;0,0463;0,25;0,2037;0,0093;0,0185;0;0;0;0;0;0;0,3333;0,0093;0,0463;0,0093;0;0;0;0
"44.357";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"44.37";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"44.416";0;0,0201;0,2752;0,1342;0,0134;0;0;0;0;0;0;0;0,4966;0;0;0;0;0;0;0
"44.438";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"44.463";0;0,0548;0,3653;0,1461;0,0183;0,0091;0;0,0183;0;0;0;0;0,3196;0,0091;0;0;0;0,0183;0;0,0091
"44.485";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"44.509";0;0,0193;0,4627;0,1277;0,0048;0,0072;0;0,0048;0;0,0096;0;0;0,3108;0,0024;0,0217;0;0;0;0;0
"44.532";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"44.556";0;0,1785;0,6822;0,0954;0;0;0;0;0;0;0;0;0,0269;0;0,0098;0;0;0;0;0,0049
"44.578";0;0,3029;0,532;0,0913;0;0;0;0,0058;0;0,0078;0;0;0,0602;0;0;0;0;0;0;0
"44.603";0;0,0862;0,5739;0,1502;0,0049;0,0074;0;0,0049;0;0,0123;0;0;0,1379;0;0;0;0;0,0049;0;0,0025
"44.649";0;0,0954;0,4499;0,1222;0;0;0;0;0;0,0049;0;0;0,2714;0,0024;0,022;0,0049;0;0;0;0,0147
"44.673";0,0071;0,1682;0,6209;0,1469;0,0024;0,0024;0,0095;0;0;0;0;0;0,0379;0;0;0;0;0;0;0
"44.696";0;0,1118;0,6022;0,0946;0,0108;0;0;0;0;0;0;0;0,1441;0,0065;0,0065;0;0;0;0;0,0086
"44.719";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"44.743";0;0,0264;0,2542;0,1487;0,0096;0,0096;0;0;0;0,0096;0;0;0,4796;0,0192;0,0168;0,0072;0;0;0;0,0048
"44.766";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"44.789";0;0,0417;0,2986;0,2014;0,0278;0,0417;0;0;0;0;0;0;0,3264;0;0;0,0069;0;0;0;0,0347
"44.812";0;0,2411;0,5781;0,0526;0;0;0;0,0062;0;0;0;0;0,1175;0;0;0;0;0,0031;0;0
"44.836";0;0,2;0,5556;0,0815;0,0049;0;0;0;0;0,0025;0;0;0,1284;0;0,0074;0;0;0,0049;0;0,0025
"44.882";0;0,01;0,36;0,08;0;0;0;0;0;0;0;0;0,48;0,01;0,015;0,01;0;0;0;0,01
"44.906";0;0,0482;0,3728;0,193;0,0044;0;0;0;0;0;0;0;0,3114;0,0263;0;0;0,0044;0;0;0,0088
"44.929";0;0,0271;0,1267;0,2036;0;0;0;0;0;0;0;0;0,5475;0;0,0226;0,009;0;0,0181;0;0,0181
"44.952";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"44.976";0;0,0396;0,2134;0,1372;0,0152;0;0,003;0,003;0;0;0;0;0,4817;0,0366;0,0488;0;0;0;0;0,0122
"44.999";0;0,0494;0,3148;0,1358;0;0,0247;0;0,0185;0;0,0062;0;0;0,3148;0,0309;0,0432;0,0062;0,0062;0;0;0,0123
"45.022";0;0,0711;0,1896;0,1991;0,0379;0,0095;0;0;0;0;0;0;0,3839;0,0521;0,0095;0;0,0047;0;0;0,0284
"45.046";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"45.069";0;0,0248;0,4901;0,1089;0,0099;0;0;0;0;0;0;0;0,2921;0;0;0,005;0;0,0099;0;0,0099
"45.115";0;0,0644;0,401;0,1139;0,0347;0;0;0;0;0;0;0;0,297;0,0297;0,0198;0;0;0,0099;0;0,0099
"45.138";0;0,018;0,2477;0,1171;0,0045;0;0,0135;0;0;0;0;0;0,5225;0,018;0,0225;0;0,0023;0;0;0
"45.162";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"45.184";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"45.209";0;0;0,3269;0,0962;0,0481;0,0192;0;0;0;0;0;0;0,4327;0,0577;0;0;0;0;0;0
"45.231";0;0,1297;0,4505;0,1274;0,0118;0;0;0,0047;0;0,0047;0;0;0,2406;0,0071;0,0118;0;0;0;0;0,0047
"45.255";0;0,028;0,3551;0,1402;0;0;0;0;0;0;0;0;0,3551;0;0,0935;0;0;0;0;0
"45.277";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"45.302";0;0,057;0,3221;0,1846;0,0268;0;0;0,0067;0;0,0034;0;0;0,2819;0,0503;0,0168;0,0034;0;0;0;0,0168
"45.349";0;0,0311;0,3778;0,2178;0,0089;0,0089;0;0;0;0;0;0;0,3156;0,0044;0;0;0;0;0;0,0133
"45.371";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"45.395";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"45.417";0;0,0481;0,3942;0,25;0,0192;0;0;0;0;0;0;0;0,1923;0,0288;0,0385;0;0;0,0192;0;0,0096
"45.442";0;0,0237;0,4882;0,0995;0,0308;0;0;0;0;0;0;0;0,2109;0,0806;0,0427;0;0;0;0;0,0047
"45.464";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"45.488";0;0,0221;0,3164;0,177;0,0288;0,0022;0,0044;0,0022;0;0;0;0;0,3695;0,0442;0,0133;0;0;0;0;0
"45.511";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"45.535";0;0,081;0,3028;0,1197;0,0458;0,007;0;0;0;0,0106;0;0;0,3204;0,0493;0,0387;0;0;0;0;0,0176
