"";"NameCal";"Loc...1.";"Loc...2."
"1404";"Binney2017_E2761";107,68;53,22
"1405";"Binney2017_E2762";104,17;51,83
"1406";"Binney2017_E2763";104,18;51,85
"1407";"Binney2017_E2764";109,88;55,55
"1408";"Binney2017_E2765";109,95;55,6
"1409";"Binney2017_E2766";109,97;55,68
"1410";"Binney2017_E2767";109,92;55,75
"1411";"Binney2017_E2768";109,95;55,73
"1412";"Binney2017_E2769";109,22;54,92
"1413";"Binney2017_E2770";109,73;55,82
"1414";"Binney2017_E2771";109,3;55,62
"1415";"Binney2017_E2772";109,38;55,68
"1416";"Binney2017_E2773";109,15;55,52
"1417";"Binney2017_E2774";109,87;55,52
"1418";"Binney2017_E2775";105,3;51,65
"1419";"Binney2017_E2776";109,43;55,35
"1420";"Binney2017_E2777";105,12;51,8
"1421";"Binney2017_E2778";107,58;53,33
"1422";"Binney2017_E2779";108,33;53,72
"1423";"Binney2017_E2780";106,12;52,18
"1424";"Binney2017_E2781";105,3;51,65
"1425";"Binney2017_E2782";107,67;52,85
"1426";"Binney2017_E2783";108,08;53,77
"1427";"Binney2017_E2784";108,75;53,9
"1428";"Binney2017_E2785";109,47;55,32
"1429";"Binney2017_E2786";105,12;51,8
"1430";"Binney2017_E2787";105,45;51,78
"1431";"Binney2017_E2788";106,18;52,52
"1432";"Binney2017_E2789";108;53,53
"1433";"Binney2017_E2790";109,4;55,38
"1434";"Binney2017_E2791";105,85;52,05
"1435";"Binney2017_E2792";106,15;52,55
"1436";"Binney2017_E2793";108,48;54,17
"1437";"Binney2017_E2794";109,43;55,35
"1438";"Binney2017_E2795";106,2;52,5
"1439";"Binney2017_E2796";106,2;52,5
"1440";"Binney2017_E2797";108,23;53,63
"1441";"Binney2017_E2798";108,1;53,12
"1442";"Binney2017_E2799";108,12;53,62
"1443";"Binney2017_E2800";108;53,53
"1444";"Binney2017_E2801";108,3;53,63
"1445";"Binney2017_E2802";107,58;53,33
"1446";"Binney2017_E2803";105,25;52,08
"1447";"Binney2017_E2804";104,95;51,55
"1448";"Binney2017_E2805";108,3;53,63
"1449";"Binney2017_E2806";109,22;54,92
"1450";"Binney2017_E2807";106,15;52,52
"1451";"Binney2017_E2808";105,25;52,08
"1452";"Binney2017_E2809";104,6;51,83
"1453";"Binney2017_E2810";104,62;51,82
"1454";"Binney2017_E2811";109,13;53,83
"1455";"Binney2017_E2812";104,58;51,83
"1456";"Binney2017_E2813";104,42;51,83
"1457";"Binney2017_E2814";104,43;51,82
"1458";"Binney2017_E2815";104,52;51,83
"1459";"Binney2017_E2816";104,48;51,82
"1460";"Binney2017_E2817";104,3;51,82
"1461";"Binney2017_E2818";104,35;51,82
"1462";"Binney2017_E2819";104,33;51,85
"1463";"Binney2017_E2820";104,67;51,27
"1464";"Binney2017_E2821";103,67;51,63
"1465";"Binney2017_E2822";108,48;54,17
"1466";"Binney2017_E2823";104,98;51,5
"1467";"Binney2017_E2824";104,6;51,42
"1468";"Binney2017_E2825";104,47;51,45
"1469";"Binney2017_E2826";105,1;51,53
"1470";"Binney2017_E2827";105,08;51,53
"1471";"Binney2017_E2828";105,05;51,52
"1472";"Binney2017_E2829";105,03;51,52
"1473";"Binney2017_E2830";104,98;51,5
"1474";"Binney2017_E2831";104,47;51,43
"1475";"Binney2017_E2832";104,45;51,45
"1476";"Binney2017_E2833";105,33;51,67
"1477";"Binney2017_E2834";104,92;51,48
"1478";"Binney2017_E2835";104,87;51,47
"1479";"Binney2017_E2836";104,83;51,47
"1480";"Binney2017_E2837";104,78;51,43
"1481";"Binney2017_E2838";104,7;51,42
"1482";"Binney2017_E2839";104,65;51,43
"1483";"Binney2017_E2840";104,6;51,43
"1484";"Binney2017_E2841";104,52;51,42
"1485";"Binney2017_E2842";104,43;51,45
"1486";"Binney2017_E2843";104,6;51,45
"1487";"Binney2017_E2844";108,3;53,63
"1488";"Binney2017_E2845";104,35;51,47
"1489";"Binney2017_E2846";104,32;51,47
"1490";"Binney2017_E2847";104,07;51,53
"1491";"Binney2017_E2848";104,3;51,45
"1492";"Binney2017_E2849";104,08;51,47
"1493";"Binney2017_E2850";104,33;51,47
"1494";"Binney2017_E2851";104,37;51,47
"1495";"Binney2017_E2852";104,43;51,45
"1496";"Binney2017_E2853";104,25;51,47
"1497";"Binney2017_E2854";104,58;51,37
"1498";"Binney2017_E2855";108,23;53,63
"1499";"Binney2017_E2856";104,37;51,42
"1500";"Binney2017_E2857";104,4;51,4
"1501";"Binney2017_E2858";104,6;51,37
"1502";"Binney2017_E2859";104,18;51,48
"1503";"Binney2017_E2860";104,13;51,5
"1504";"Binney2017_E2861";104,45;51,42
"1505";"Binney2017_E2862";107,25;53,17
"1506";"Binney2017_E2863";107,4;53,2
"1507";"Binney2017_E2864";107,52;53,23
"1508";"Binney2017_E2865";107,23;53,15
"1509";"Binney2017_E2889";35,04;69,05
"1510";"Binney2017_E2890";35,33;68,83
"1511";"Binney2017_E2891";34,29;68,88
"1512";"Binney2017_E2892";35,33;68,44
"1513";"Binney2017_E2894";35,35;68,43
"1514";"Binney2017_E2895";35,29;68,41
"1515";"Binney2017_E2896";35,31;68,39
"1516";"Binney2017_E2897";35,3;68,39
"1517";"Binney2017_E2899";35,35;68,4
"1518";"Binney2017_E2900";35,05;69,08
"1519";"Binney2017_E2907";34,51;68,02
"1520";"Binney2017_E2911";35,64;68,87
"1521";"Binney2017_E2912";35,41;68,82
"1522";"Binney2017_E2913";36,01;69,08
"1523";"Binney2017_E2914";35,95;69,07
"1524";"Binney2017_E2915";35,95;69,07
"1525";"Binney2017_E2916";35,94;69,07
"1526";"Binney2017_E2917";35,86;69,02
"1527";"Binney2017_E2918";35,32;68,82
"1528";"Binney2017_E2934";86,57;69,23
"1529";"Binney2017_E2973";99,83;72,52
"1530";"Binney2017_E2974";99,83;72,5
"1531";"Binney2017_E2975";99,83;72,5
"1532";"Binney2017_E2976";99,83;72,5
"1533";"Binney2017_E2977";99,83;72,5
"1534";"Binney2017_E2978";99,83;72,5
"1535";"Binney2017_E2979";98,83;74,58
"1536";"Binney2017_E2980";98,83;74,58
"1537";"Binney2017_E2981";98,83;74,58
"1538";"Binney2017_E2982";98,83;74,58
"1539";"Binney2017_E2983";98,83;74,58
"1540";"Binney2017_E2984";98,83;74,58
"1541";"Binney2017_E2985";98,83;74,58
"1542";"Binney2017_E2986";98,83;74,58
"1543";"Binney2017_E2987";98,83;74,58
"1544";"Binney2017_E3165";87,52;70,2
"1545";"Binney2017_E3166";87,5;70,22
"1546";"Binney2017_E3167";87,54;70,2
"1547";"Binney2017_E3187";87,2;68,12
"1548";"Binney2017_E3206";48,72;67,74
"1549";"Binney2017_E3207";48,72;67,72
"1550";"Binney2017_E3208";48,72;67,71
"1551";"Binney2017_E3209";53,22;68,83
"1552";"Binney2017_E3210";53,22;68,83
"1553";"Binney2017_E3211";48,72;67,72
"1554";"Binney2017_E3423";99,6;72,19
"1555";"Binney2017_E3424";99,71;73,39
"1556";"Binney2017_E3426";100;74,33
"1557";"Binney2017_E3427";100;74,33
"1558";"Binney2017_E3428";100;74,34
"1559";"Binney2017_E3444";90,2;69,53
"1560";"Binney2017_E3467";124,22;69,04
"1561";"Binney2017_E3537";118,5;63,5
"1562";"Binney2017_E3538";117,5;62,25
"1563";"Binney2017_E3539";117,5;62,25
"1564";"Binney2017_E3569";121,62;63,72
"1565";"Binney2017_E3570";123,25;63,67
"1566";"Binney2017_E3573";120,97;64,83
"1567";"Binney2017_E3574";123,25;63,67
"1568";"Binney2017_E3579";86,52;69,3
"1569";"Binney2017_E3580";86,5;69,32
"1570";"Binney2017_E3581";86,54;69,3
"1571";"Binney2017_E3582";86,5;69,34
"1572";"Binney2017_E3583";86,5;69,2
"1573";"Binney2017_E3584";86,52;69,2
"1574";"Binney2017_E3585";86,5;69,22
"1575";"Binney2017_E3586";86,54;69,2
"1576";"Binney2017_E3587";86,5;69,24
"1577";"Binney2017_E3588";86,56;69,2
"1578";"Binney2017_E3589";86,5;69,26
"1579";"Binney2017_E3590";86,58;69,2
"1580";"Binney2017_E3591";88,5;69,3
"1581";"Binney2017_E3592";88,52;69,3
"1582";"Binney2017_E3593";88,5;69,32
"1583";"Binney2017_E3594";88,54;69,3
"1584";"Binney2017_E3595";88,5;69,34
"1585";"Binney2017_E3596";87,2;68,1
"1586";"Binney2017_E3597";87,22;68,1
"1587";"Binney2017_E3718";33,28;67,68
"1588";"Binney2017_E4180";117;43
"1589";"Binney2017_E4181";117;43
"1590";"Binney2017_E4182";117;43
"1591";"Binney2017_E4183";117;43
"1592";"Binney2017_E4184";117;43
"1593";"Binney2017_E4185";117;43
"1594";"Binney2017_E4186";117;43
"1595";"Binney2017_E4187";117;43
"1596";"Binney2017_E4188";117;43
"1597";"Binney2017_E4189";117;43
"1598";"Binney2017_E4190";117;43
"1599";"Binney2017_E4191";117;43
"1600";"Binney2017_E4192";117;43
"1601";"Binney2017_E4193";117;43
"1602";"Binney2017_E4194";117;43
"1603";"Binney2017_E4195";117;43
"1604";"Binney2017_E4196";117;43
"1605";"Binney2017_E4197";117;43
"1606";"Binney2017_E4198";111,6;41,64
"1607";"Binney2017_E4199";116,44;43,84
"1608";"Binney2017_E4200";116,6;43,66
"1609";"Binney2017_E4201";116,61;43,67
"1610";"Binney2017_E4202";116,01;43,3
"1611";"Binney2017_E4203";116;43,18
"1612";"Binney2017_E4204";115,7;43,44
"1613";"Binney2017_E4205";112,3;42,2
"1614";"Binney2017_E4206";112,4;42,3
"1615";"Binney2017_E4207";112,6;42,66
"1616";"Binney2017_E4208";112,61;42,84
"1617";"Binney2017_E4209";113,4;43,72
"1618";"Binney2017_E4210";113,9;43,86
"1619";"Binney2017_E4211";115,2;43,92
"1620";"Binney2017_E4212";116,2;43,87
"1621";"Bjune_a1";27,06458481;70,55169579
"1622";"Bjune_a2";30,07015357;70,55866661
"1623";"Bjune_a3";23,60685182;70,39396422
"1624";"Bjune_a4";25,09131761;70,29950701
"1625";"Bjune_a5";26,68802409;70,36492983
"1626";"Bjune_a6";28,58153336;70,09098899
"1627";"Bjune_a7";29,55515835;69,72344617
"1628";"Bjune_a8";30,75571408;69,59757905
"1629";"Bjune_a9";19,27912007;69,77125353
"1630";"Bjune_a10";21,06491521;69,81370903
"1631";"Bjune_a11";23,37731887;69,93680989
"1632";"Bjune_a12";29,55515835;69,88469532
"1633";"Bjune_a13";25,85593541;69,60194031
"1634";"Bjune_a14";18,20582576;69,45592733
"1635";"Bjune_a15";19,18809261;69,29038915
"1636";"Bjune_a16";21,50353928;69,47850345
"1637";"Bjune_a17";22,61082007;69,2107453
"1638";"Bjune_a18";23,74625061;69,2008841
"1639";"Bjune_a19";25,54989101;69,14848283
"1640";"Bjune_a20";16,13028755;68,80644939
"1641";"Bjune_a21";17,94947263;68,89230536
"1642";"Bjune_a22";19,45342362;68,98168642
"1643";"Bjune_a23";22,96854664;68,97734722
"1644";"Bjune_a24";14,91433974;68,52319343
"1645";"Bjune_a25";15,93321223;68,42195688
"1646";"Bjune_a26";17,76815778;68,49770042
"1647";"Bjune_a27";14,62823642;67,31460518
"1648";"Bjune_a28";15,72365176;67,42553858
"1649";"Bjune_a29";15,44601317;66,80847666
"1650";"Bjune_a30";13,47579223;66,17453124
"1651";"Bjune_a31";14,49895129;66,15789467
"1652";"Bjune_a32";13,35516623;65,53612636
"1653";"Bjune_a33";14,50371529;65,80083041
"1654";"Bjune_a34";11,56644607;64,93345778
"1655";"Bjune_a35";13,08399196;64,86424763
"1656";"Bjune_a36";13,65124978;64,91534365
"1657";"Bjune_a37";11,54701107;64,43816123
"1658";"Bjune_a38";12,74949615;64,47173081
"1659";"Bjune_a39";13,9445633;64,4986185
"1660";"Bjune_a40";10,39357833;63,94202403
"1661";"Bjune_a41";11,63212399;62,93338025
"1662";"Bjune_a42";12,73813735;64,18066977
"1663";"Bjune_a43";8,80633791;63,32576063
"1664";"Bjune_a44";10,60812358;63,34016491
"1665";"Bjune_a45";11,63015545;63,43723203
"1666";"Bjune_a46";7,53958917;62,71067268
"1667";"Bjune_a47";9,51654573;62,73616653
"1668";"Bjune_a48";10,50776181;62,83406001
"1669";"Bjune_a49";11,84784997;62,88158682
"1670";"Bjune_a50";5,61435454;62,13292304
"1671";"Bjune_a51";6,49185109;61,2417647
"1672";"Bjune_a52";8,16218037;62,26514817
"1673";"Bjune_a53";9,07673765;62,14647364
"1674";"Bjune_a54";10,52092436;62,32757926
"1675";"Bjune_a55";11,49265408;62,21835293
"1676";"Bjune_a56";8,01557577;61,56125338
"1677";"Bjune_a57";9,35624847;61,60563094
"1678";"Bjune_a58";10,63079359;61,68167011
"1679";"Bjune_a59";11,7513539;61,67720907
"1680";"Bjune_a60";5,7681274;61,00898888
"1681";"Bjune_a61";8,07719575;61,13342954
"1682";"Bjune_a62";9,26261166;61,00793813
"1683";"Bjune_a63";10,5206517;61,09301038
"1684";"Bjune_a64";11,6213471;61,07883202
"1685";"Bjune_a65";12,62875179;61,05740686
"1686";"Bjune_a66";5,71039933;60,38486013
"1687";"Bjune_a67";6,89275435;60,54086662
"1688";"Bjune_a68";8,21180096;60,49859584
"1689";"Bjune_a69";9,25200469;60,60214307
"1690";"Bjune_a70";10,31588896;60,49263964
"1691";"Bjune_a71";11,77784203;60,51422134
"1692";"Bjune_a72";5,95793464;59,83185413
"1693";"Bjune_a73";6,9923275;59,84361784
"1694";"Bjune_a74";8,22339381;59,78299877
"1695";"Bjune_a75";9,50357463;59,86783856
"1696";"Bjune_a76";10,56893258;60,00225544
"1697";"Bjune_a77";11,72711824;59,952863
"1698";"Bjune_a78";6,16882319;59,34417458
"1699";"Bjune_a79";7,30457759;59,3531164
"1700";"Bjune_a80";8,33123619;59,37768917
"1701";"Bjune_a81";9,47975323;59,32823133
"1702";"Bjune_a82";10,98450749;59,36340881
"1703";"Bjune_a83";11,7058611;59,29472418
"1704";"Bjune_a84";6,16764432;58,7016659
"1705";"Bjune_a85";7,38886222;58,76045916
"1706";"Bjune_a86";8,44897132;58,84478672
"1707";"Bjune_a87";9,41330886;58,92074049
"1708";"Bjune_a88";7,44949327;58,17372197
"1709";"Bjune_a89";8,47289016;58,29522351
"1710";"Bjune_a90";29,01911774;69,06558362
"1711";"Bjune_a91";29,17990774;69,1685985
"1712";"Bjune_a92";29,16538604;69,30157917
"1713";"Bjune_a93";29,825;69,5035
"1714";"Bjune_a94";29,95125671;69,55746461
"1715";"Bjune_a95";29,44119385;69,63263445
"1716";"Bjune_a96";4,9973034;60,3805846
"1717";"Bjune_a97";6,1;60,26333333
"1718";"Bjune_a98";5,36628318;60,1979378
"1719";"Bjune_a99";6,52664286;58,4107579
"1720";"Bjune_a100";6,6696387;58,3972664
"1721";"Bjune_a101";8,01899216;58,2997331
"1722";"Bjune_a102";8,58134141;58,7887031
"1723";"Bjune_a103";10,21158041;59,5462122
"1724";"Bjune_a104";10,7085095;60,689353
"1725";"Bjune_a105";5,88395287;61,4124358
"1726";"Bjune_a106";5,49378193;61,3472193
"1727";"Bjune_a107";5,35952932;61,1980915
"1728";"Bjune_a108";5,57214045;60,8352004
"1729";"Bjune_a109";5,57330965;60,7211002
"1730";"Bjune_a110";6,12798446;60,7952305
"1731";"Bjune_a111";6,21041512;60,6083083
"1732";"Bjune_a112";6,07511495;60,5281489
"1733";"Bjune_a113";6,06281109;60,3418947
"1734";"Bjune_a114";5,416666667;60,36166667
"1735";"Bjune_a115";5,5645958;61,247485
"1736";"Bjune_a116";7,87820966;58,4351069
"1737";"Bjune_a117";7,97566472;58,3820299
"1738";"Bjune_a118";8,02442042;58,5979773
"1739";"Bjune_a119";7,73400252;58,5397559
"1740";"Bjune_a120";7,74933571;58,3018718
"1741";"Bjune_a121";7,93598648;59,0724023
"1742";"Bjune_a122";8,74810679;58,9328305
"1743";"Bjune_a123";8,58732378;59,0132447
"1744";"Bjune_a124";8,82755122;59,02636
"1745";"Bjune_a125";8,80402723;59,1807916
"1746";"Bjune_a126";9,66384674;59,5761783
"1747";"Bjune_a127";10,01170275;59,7230284
"1748";"Bjune_a128";9,71707186;59,664801
"1749";"Bjune_a129";10,18603454;59,6245788
"1750";"Bjune_a130";9,15510025;60,5771508
"1751";"Bjune_a131";9,62233257;60,6772513
"1752";"Bjune_a132";10,16373881;60,4626249
"1753";"Bjune_a133";9,91346135;60,3568227
"1754";"Bjune_a134";10,14294719;59,9734019
"1755";"Bjune_a135";10,62341315;60,2719218
"1756";"Bjune_a136";8,71144669;59,7831791
"1757";"Bjune_a137";8,58985476;59,8214686
"1758";"Bjune_a138";9,1601104;59,742092
"1759";"Bjune_a139";9,19788925;60,4127856
"1760";"Bjune_a140";6,64081914;58,4443587
"1761";"Bjune_a141";5,26915354;60,3534364
"1762";"Bjune_a142";6,71270969;58,4456618
"1763";"Bjune_a143";6,48710976;58,4369445
"1764";"Bjune_a144";7,23480793;58,4224717
"1765";"Bjune_a145";6,81329264;58,3989013
"1766";"Bjune_a146";8,53317377;58,897208
"1767";"Bjune_a147";7,83515118;58,3386119
"1768";"Bjune_a148";6,79877996;58,4669344
"1769";"Bjune_a149";10,51858691;60,3117778
"1770";"Bjune_a150";5,62;60,42333333
"1771";"Bjune_a151";20,93333333;68,85
"1772";"Bjune_a152";21,08333333;68,46666667
"1773";"Bjune_a153";21,03333333;68,36666667
"1774";"Bjune_a154";21,25;68,35
"1775";"Bjune_a155";22,01666667;68,26666667
"1776";"Bjune_a156";21,8;68,18333333
"1777";"Bjune_a157";19,71666667;68,23333333
"1778";"Bjune_a158";19,41666667;68,26666667
"1779";"Bjune_a159";19,16666667;68,33333333
"1780";"Bjune_a160";19,1;68,35
"1781";"Bjune_a161";22,7;67,75
"1782";"Bjune_a162";22,65;67,48333333
"1783";"Bjune_a163";22,55;67,41666667
"1784";"Bjune_a164";22,51666667;67,38333333
"1785";"Bjune_a165";21,7;67,43333333
"1786";"Bjune_a166";22,2;67,71666667
"1787";"Bjune_a167";22,43333333;67,71666667
"1788";"Bjune_a168";22,61666667;67,61666667
"1789";"Bjune_a169";22,63333333;67,55
"1790";"Bjune_a170";22,03333333;67,36666667
"1791";"Bjune_a171";19,71666667;68,23333333
"1792";"Bjune_a172";19,7;68,23333333
"1793";"Bjune_a173";19,38333333;68,26666667
"1794";"Bjune_a174";19,15;68,33333333
"1795";"Bjune_a175";20,63333333;67,75
"1796";"Bjune_a176";20,76666667;67,75
"1797";"Bjune_a177";20,45;67,96666667
"1798";"Bjune_a178";15,06666667;68,93333333
"1799";"Bjune_a179";15,36666667;68,71666667
"1800";"Bjune_a180";15,15;68,76666667
"1801";"Bjune_a181";14,86666667;68,51666667
"1802";"Bjune_a182";14,46666667;68,76666667
"1803";"Bjune_a183";16,38333333;68,65
"1804";"Bjune_a184";17,75;68,46666667
"1805";"Bjune_a185";17,26666667;68,53333333
"1806";"Bjune_a186";18,06666667;68,43333333
"1807";"Bjune_a187";7,986666667;59,62666667
"1808";"Bjune_a188";8,006666667;58,245
"1809";"Bjune_a189";7,541666667;59,67
"1810";"Bjune_a190";7,528333333;59,17333333
"1811";"Bjune_a191";7,913333333;58,145
"1812";"Bjune_a192";7,736666667;58,54
"1813";"Bjune_a193";6,993333333;59,84333333
"1814";"Bjune_a194";7,436666667;59,76666667
"1815";"Bjune_a195";7,255;59,79833333
"1816";"Bjune_a196";7,308333333;59,34333333
"1817";"Bjune_a197";7,785;58,32666667
"1818";"Bjune_a198";7,51;59,66333333
"1819";"Bjune_a199";7,538333333;59,66333333
"1820";"Bjune_a200";7,21;59,81666667
"1821";"Bjune_a201";7,343333333;59,32
"1822";"Bjune_a202";7,346666667;59,56
"1823";"Bjune_a203";7,351666667;59,55833333
"1824";"Bjune_a204";7,021666667;59,85166667
"1825";"Bjune_a205";7,808333333;59,60666667
"1826";"Bjune_a206";7,983333333;59,57
"1827";"Bjune_a207";7,576666667;59,765
"1828";"Bjune_a208";8,055;59,68166667
"1829";"Bjune_a209";8,023333333;59,575
"1830";"Bjune_a210";8,02;59,54666667
"1831";"Bjune_a211";7,82;58,66666667
"1832";"Bjune_a212";7,801666667;58,62333333
"1833";"Bjune_a213";7,793333333;58,45666667
"1834";"Bjune_a214";7,798333333;58,36166667
"1835";"Bjune_a215";7,815;58,76333333
"1836";"Bjune_a216";7,8;58,64666667
"1837";"Bjune_a217";7,748333333;58,3
"1838";"Bjune_a218";7,74;58,27333333
"1839";"Bjune_a219";7,785;58,26166667
"1840";"Bjune_a220";7,848333333;58,29666667
"1841";"Bjune_a221";7,79;58,31666667
"1842";"Bjune_a222";8,025;58,22166667
"1843";"Bjune_a223";7,87;58,185
"1844";"Bjune_a224";7,743333333;58,07666667
"1845";"Bjune_a225";7,785;58,33666667
"1846";"Bjune_a226";8,053333333;58,27166667
"1847";"Bjune_a227";8,003333333;58,325
"1848";"Bjune_a228";7,825;58,245
"1849";"Bjune_a229";7,72;58,13666667
"1850";"Bjune_a230";8,288333333;58,24666667
"1851";"Bjune_a231";8,241666667;58,18833333
"1852";"Bjune_a232";8,196666667;58,17333333
"1853";"Bjune_a233";8,248333333;58,22166667
"1854";"Bjune_a234";7,408333333;59,80833333
"1855";"Bjune_a235";7,416666667;59,795
"1856";"Bjune_a236";7,415;59,77
"1857";"Bjune_a237";7,651666667;59,76166667
"1858";"Bjune_a238";7,253333333;59,80833333
"1859";"Bjune_a239";19,26833333;69,945
"1860";"Bjune_a240";18,87166667;69,89333333
"1861";"Bjune_a241";19,42333333;70,005
"1862";"Bjune_a242";25,795;71,095
"1863";"Bjune_a243";29,69166667;70,54
"1864";"Bjune_a244";24,76666667;71,02166667
"1865";"Bjune_a245";23,715;70,655
"1866";"Bjune_a246";29,12;70,61333333
"1867";"Bjune_a247";25,77833333;71,09833333
"1868";"Bjune_a248";27,78;70,43666667
"1869";"Bjune_a249";25,79666667;71,03666667
"1870";"Bjune_a250";23,67166667;70,65166667
"1871";"Bjune_a251";24,08;70,245
"1872";"Bjune_a252";19,42333333;70,005
"1873";"Bjune_a253";27,18333333;70,455
"1874";"Bjune_a254";19,69833333;70,21666667
"1875";"Bjune_a255";29,60333333;70,58833333
"1876";"Bjune_a256";29,54666667;70,56166667
"1877";"Bjune_a257";8,691666667;63,70833333
"1878";"Bjune_a258";8,45;63,45833333
"1879";"Bjune_a259";9,541666667;63,34666667
"1880";"Bjune_a260";8,581666667;63,24333333
"1881";"Bjune_a261";9,541666667;63,12666667
"1882";"Bjune_a262";9,433333333;63,05166667
"1883";"Bjune_a263";9,416666667;63,04666667
"1884";"Bjune_a264";9,541666667;62,74166667
"1885";"Bjune_a265";9,836666667;62,26833333
"1886";"Bjune_a266";29,6;70,1
"1887";"Bjune_a267";7,948333333;61,57833333
"1888";"Bjune_a268";7,948333333;61,55
"1889";"Bjune_a269";8,711666667;61,465
"1890";"Bjune_a270";8,666666667;61,41666667
"1891";"Bjune_a271";8,258333333;61,54666667
"1892";"Bjune_a272";8,795;61,39333333
"1893";"Bjune_a273";8,963333333;62,02666667
"1894";"Bjune_a274";9,448333333;62
"1895";"Bjune_a275";7,948333333;61,59
"1896";"Bjune_a276";7,848333333;61,53833333
"1897";"Bjune_a277";8,763333333;61,39
"1898";"Bjune_a278";8,82;61,31833333
"1899";"Bjune_a279";10,02166667;62,38333333
"1900";"Bjune_a280";10,08;61,85
"1901";"Bjune_a281";10,155;61,69833333
"1902";"Bjune_a282";8,156666667;61,66
"1903";"Bjune_a283";9,636666667;62,26833333
"1904";"Bjune_a284";8,146666667;61,66
"1905";"Bjune_a285";9,878333333;61,65
"1906";"Bjune_a286";10,25833333;61,555
"1907";"Bjune_a287";10,27166667;61,565
"1908";"Bjune_a288";10,36333333;61,11
"1909";"Bjune_a289";10,875;60,835
"1910";"Bjune_a290";11,35333333;60,345
"1911";"Bjune_a291";11,27166667;60,26833333
"1912";"Bjune_a292";11,365;60,26833333
"1913";"Bjune_a293";11,44666667;60,24666667
"1914";"Bjune_a294";11,43166667;59,84666667
"1915";"Bjune_a295";11,46333333;59,64166667
"1916";"Bjune_a296";11,385;59,62166667
"1917";"Bjune_a297";11,365;59,29
"1918";"Bjune_a298";11,61166667;59,05833333
"1919";"Bjune_a299";6;59,81666667
"1920";"Bjune_a300";20,71666667;69,16666667
"1921";"Bjune_a301";18,85;69,92166667
"1922";"Bjune_a302";23,725;70,68833333
"1923";"Bjune_a303";25,71833333;71,125
"1924";"Bjune_a304";27,57833333;70,59
"1925";"Bjune_a305";31,03833333;70,31833333
"1926";"Bjune_a306";28,875;70,47666667
"1927";"Bjune_a307";10,87833333;60,86666667
"1928";"Bjune_a308";9,7;61,52
"1929";"Bjune_a309";10,17666667;61,72833333
"1930";"Bjune_a310";9,865;61,65333333
"1931";"Bjune_a311";10,75283333;79,77416667
"1932";"Bjune_a312";10,71666667;79,76466667
"1933";"Bjune_a313";10,80833333;79,6695
"1934";"Bjune_a314";11,54166667;79,26583333
"1935";"Bjune_a315";11,55833333;79,25833333
"1936";"Bjune_a316";12,47716667;78,95116667
"1937";"Bjune_a317";12,84633333;78,32383333
"1938";"Bjune_a318";12,92383333;78,26583333
"1939";"Bjune_a319";12,94166667;78,23116667
"1940";"Bjune_a320";15,03333333;78,1
"1941";"Bjune_a321";13,9555;77,75833333
"1942";"Blyakharchuk_a1";95,011875;50,26944444
"1943";"Blyakharchuk_a2";95,011875;50,26944444
"1944";"Blyakharchuk_a3";95,011875;50,26944444
"1945";"Blyakharchuk_a4";95,011875;50,26944444
"1946";"Blyakharchuk_a5";95,011875;50,26944444
"1947";"Blyakharchuk_a6";94,80073611;51,32135278
"1948";"Blyakharchuk_a7";94,71950833;51,40440833
"1949";"Blyakharchuk_a8";89,46666667;50,25
"1950";"Blyakharchuk_a9";89,58333333;50,25
"1951";"Blyakharchuk_a10";89,34345278;50,22395278
"1952";"Blyakharchuk_a11";89,34345278;50,22395278
"1953";"Blyakharchuk_a12";89,60736944;50,269
"1954";"Blyakharchuk_a13";89,60736944;50,269
"1955";"Blyakharchuk_a14";89,34345278;50,22395278
"1956";"Blyakharchuk_a15";89,34345278;50,22395278
"1957";"Blyakharchuk_a16";89,34345278;50,22395278
"1958";"Blyakharchuk_a17";95,18163333;50,61775278
"1959";"Blyakharchuk_a18";95,18163333;50,61775278
"1960";"Blyakharchuk_a19";95,18163333;50,61775278
"1961";"Blyakharchuk_a20";95,18163333;50,61775278
"1962";"Blyakharchuk_a21";89,439636;54,686536
"1963";"Blyakharchuk_a22";90,14975833;54,53406944
"1964";"Blyakharchuk_a23";91,51354167;53,28881667
"1965";"Blyakharchuk_a24";90,42433889;54,49277222
"1966";"Blyakharchuk_a25";90,42433889;54,49277222
"1967";"Blyakharchuk_a26";90,14975833;54,53406944
"1968";"Blyakharchuk_a27";89,777;54,61336389
"1969";"Blyakharchuk_a28";89,777;54,61336389
"1970";"Blyakharchuk_a29";93,35510556;52,86263611
"1971";"Blyakharchuk_a30";93,42603333;52,80303889
"1972";"Blyakharchuk_a31";93,91666667;53,66666667
"1973";"Blyakharchuk_a32";93,46576389;52,47946944
"1974";"Blyakharchuk_a33";93,46576389;52,47946944
"1975";"Blyakharchuk_a34";93,46576389;52,47946944
"1976";"Bunting_b1";-5,092955684;58,25269299
"1977";"Bunting_b2";-5,087929908;58,25371336
"1978";"Bunting_b3";-5,089553135;58,25277537
"1979";"Bunting_b4";-5,112849666;58,26569055
"1980";"Bunting_b5";-5,122902795;58,26364765
"1981";"Bunting_b6";-5,127928916;58,2626259
"1982";"Bunting_b7";-5,132597215;58,23824541
"1983";"Bunting_b8";-5,129275231;58,23922564
"1984";"Bunting_b9";-5,254414334;58,0797053
"1985";"Bunting_b10";-5,252639904;58,07885185
"1986";"Bunting_b11";-5,24933601;58,07983504
