X2;Abies;Alnus;Artemisia;Betula;Carpinus;Chenopodiaceae/Amaranthaceae;Corylus;Fagus;Fraxinus;Poaceae;Juniperus;Picea;Pinus;Quercus;Salix;Tilia;Ulmus
20192,05931;0;0;0,096096096;0,003003003;0;0,003003003;0;0;0;0,797797798;0,016016016;0;0,065065065;0;0,019019019;0;0
20921,28527;0;0;0,09;0,003;0;0,012;0;0;0;0,807;0,021;0;0,055;0;0,012;0;0
21209,83099;0;0;0,127;0,021;0;0,005;0;0;0;0,735;0,026;0;0,081;0;0,005;0;0
21504,6573;0;0;0,088;0,014;0;0;0;0;0;0,792;0,02;0,006;0,06;0;0,014;0;0,006
21740,30111;0;0;0,058058058;0,03003003;0;0,015015015;0;0;0;0,816816817;0,015015015;0;0,043043043;0;0,022022022;0;0
21834,20837;0;0,008982036;0,067864271;0,038922156;0;0,012974052;0,003992016;0;0;0,769461078;0,025948104;0,003992016;0,05489022;0;0,008982036;0;0,003992016
22071,12255;0;0,006;0,115;0,042;0;0,023;0,003;0;0;0,693;0,009;0,014;0,081;0,003;0,011;0;0
22791,10742;0;0,01002004;0,093186373;0,049098196;0,007014028;0,012024048;0,007014028;0;0;0,679358717;0,01002004;0,012024048;0,093186373;0,002004008;0,0250501;0;0
23797,13608;0;0,005988024;0,046906188;0,087824351;0,005988024;0,012974052;0,005988024;0;0;0,518962076;0,018962076;0,04491018;0,224550898;0,008982036;0,008982036;0;0,008982036
24885,43201;0;0,001998002;0,065934066;0,057942058;0;0,015984016;0,00999001;0;0;0,597402597;0,021978022;0,00999001;0,210789211;0;0,005994006;0;0,001998002
25025,36363;0;0,004;0,082;0,089;0;0,011;0,017;0;0;0,413;0,032;0,017;0,323;0;0,008;0;0,004
25165,29525;0;0;0,059;0,105;0;0,005;0;0;0;0,35;0,046;0,002;0,412;0;0,021;0;0
25591,3662;0;0,004004004;0,061061061;0,106106106;0,001001001;0,015015015;0,004004004;0;0;0,537537538;0,01001001;0,004004004;0,24024024;0,001001001;0,015015015;0;0,001001001
26150,79241;0;0;0,055;0,136;0,004;0,01;0,004;0;0;0,569;0,048;0;0,162;0,004;0,008;0;0
26996,60669;0;0;0,075075075;0,075075075;0,003003003;0,011011011;0;0;0;0,602602603;0,078078078;0;0,147147147;0;0,008008008;0;0
27824,42708;0;0;0,055944056;0;0;0,020979021;0;0;0;0,488511489;0,076923077;0;0,350649351;0;0,006993007;0;0
28457,35097;0;0,002004008;0,028056112;0,078156313;0,002004008;0,007014028;0,00501002;0;0;0,386773547;0,021042084;0,002004008;0,460921844;0;0,00501002;0,002004008;0
29028,95035;0;0;0,014985015;0,175824176;0;0,010989011;0;0;0;0,657342657;0,062937063;0;0,062937063;0;0,014985015;0;0
29309,61388;0;0;0,149149149;0,164164164;0;0,019019019;0,008008008;0;0;0,564564565;0,011011011;0,004004004;0,057057057;0;0,023023023;0;0
30088,13027;0;0;0,087;0,13;0;0,031;0,012;0;0;0,592;0,036;0,003;0,082;0;0,027;0;0
30509,51447;0;0;0,076846307;0,130738523;0;0,005988024;0;0;0;0,671656687;0,031936128;0;0,082834331;0;0;0;0
30934,40711;0;0,006993007;0,081918082;0,157842158;0;0,018981019;0,002997003;0;0;0,632367632;0,04995005;0,006993007;0,034965035;0;0,006993007;0;0
31317,75149;0;0,003996004;0,153846154;0,172827173;0;0,028971029;0,003996004;0;0;0,523476523;0,017982018;0;0,05994006;0,003996004;0,030969031;0;0
31774,78262;0;0;0,062;0,137;0;0,024;0;0;0;0,661;0,012;0;0,102;0;0,002;0;0
32216,77706;0;0,008;0,063;0,189;0,004;0;0,008;0;0;0,604;0,026;0,008;0,086;0;0,004;0;0
32685,85401;0;0;0,070929071;0,194805195;0;0,005994006;0;0;0;0,547452547;0,088911089;0,005994006;0,07992008;0;0,005994006;0;0
33156,24403;0;0,004;0,06;0,189;0;0,023;0;0;0;0,623;0,029;0,012;0,052;0;0,008;0;0
33722,50142;0;0;0,109780439;0,177644711;0,008982036;0,01996008;0,00499002;0;0;0,584830339;0,01996008;0,002994012;0,056886228;0,002994012;0,010978044;0;0
34338,43051;0;0;0,052841476;0,163509472;0;0;0,002991027;0;0;0,643070788;0,037886341;0,012961117;0,0777667;0,002991027;0,005982054;0;0
34586,04088;0;0;0,022022022;0,308308308;0;0,012012012;0,007007007;0;0;0,541541542;0,007007007;0,002002002;0,096096096;0,002002002;0,002002002;0;0
35034,69876;0;0;0,022;0,33;0;0;0,002;0;0;0,467;0,024;0,002;0,153;0;0;0;0
35478,54447;0;0;0,025948104;0,183632735;0;0,003992016;0,003992016;0;0;0,632734531;0,070858283;0;0,074850299;0;0,003992016;0;0
36424,95209;0;0,004;0,046;0,123;0;0,009;0,009;0;0;0,644;0,085;0,004;0,076;0;0;0;0
37605,41964;0;0;0,092;0,227;0;0,009;0,003;0;0;0,604;0,012;0,007;0,036;0;0,007;0;0,003
38774,65948;0;0;0,173;0,2;0;0,036;0,004;0;0;0,508;0,024;0,004;0,043;0;0,008;0;0
39951,82581;0;0,003;0,054;0,245;0;0;0,02;0;0;0,549;0,03;0,003;0,093;0,003;0;0;0
40937,35359;0;0,003;0,06;0,255;0,003;0,006;0,009;0;0;0,535;0,012;0,015;0,093;0;0,006;0;0,003
41510,55076;0;0;0,027027027;0,172172172;0;0,011011011;0,002002002;0;0;0,648648649;0,009009009;0,011011011;0,119119119;0;0;0;0
42122,24913;0;0;0,025974026;0,171828172;0;0,005994006;0,014985015;0;0,001998002;0,542457542;0,031968032;0,016983017;0,166833167;0,020979021;0;0;0
42574,53935;0;0;0,017017017;0,26026026;0;0,002002002;0,017017017;0;0;0,422422422;0,013013013;0,019019019;0,234234234;0,013013013;0;0;0,002002002
43026,82957;0;0,002006018;0,028084253;0,301905717;0;0;0,002006018;0;0;0,493480441;0,027081244;0,002006018;0,136409228;0,005015045;0,002006018;0;0
43479,11979;0;0;0,012024048;0,407815631;0;0,002004008;0,002004008;0;0;0,467935872;0,018036072;0,012024048;0,078156313;0;0;0;0
43931,41001;0;0;0,017017017;0,441441441;0;0;0,003003003;0;0;0,406406406;0,035035035;0,006006006;0,091091091;0;0;0;0
44383,70023;0;0;0,073073073;0,274274274;0;0,004004004;0;0;0;0,548548549;0,027027027;0,004004004;0,046046046;0,008008008;0,015015015;0;0
