X2;Abies;Acer campestre-type;Alnus;Armeria-type;Artemisia;Betula;Boraginaceae;Botrychium;Buxus;Calluna vulgaris;Carpinus;Caryophyllaceae (periporate excl. Paronychioideae);Cedrus;Centaurea;Chenopodiaceae/Amaranthaceae;Asteraceae subf. Asteroideae;Asteraceae subf. Cichorioideae;Corylus;Crassulaceae;Brassicaceae;Cyperaceae;Dipsacaceae;Ephedra;Ericaceae;Fagus;Filipendula;Fraxinus;Gentianaceae;Poaceae;Hedera;Helianthemum;Hippophae rhamnoides;Ilex;Juniperus;Osmunda regalis;Picea;Pinus;Plantago;Plantago lanceolata-type;Polygonum;Polypodium;Populus;Potamogeton;Quercus ilex-type;Quercus robur-type;Ranunculaceae;Ranunculus-type;Rhamnus;Rosaceae;Rubiaceae;Rumex;Salix;Saxifraga;Scrophulariaceae;Selaginella;Taxus;Thalictrum;Tilia;Ulmus;Valeriana
74807.0098102264;0,123595506;0;0,026217228;0;0;0,232209738;0;0;0;0;0,018726592;0;0;0;0,003745318;0;0;0,003745318;0;0;0,011235955;0;0;0,003745318;0;0;0,003745318;0;0,048689139;0;0;0;0;0;0;0,265917603;0,235955056;0;0;0;0;0;0;0;0,003745318;0;0;0;0,003745318;0;0,007490637;0,003745318;0;0;0;0;0;0;0,003745318;0
74858.0524669727;0,151898734;0;0,006329114;0;0,003164557;0,186708861;0;0;0,006329114;0;0,009493671;0;0;0;0;0,006329114;0;0,006329114;0;0;0,006329114;0;0;0;0;0;0;0;0,041139241;0;0;0;0;0;0;0,240506329;0,297468354;0;0;0;0;0;0;0;0,009493671;0;0;0;0;0,006329114;0;0,012658228;0;0;0;0,006329114;0;0;0,003164557;0
74909.095123719;0,12704918;0;0,020491803;0;0,004098361;0,225409836;0;0;0;0;0,008196721;0;0;0;0;0,004098361;0;0,012295082;0;0;0;0;0;0;0;0,004098361;0;0;0,045081967;0;0;0;0;0,004098361;0;0,295081967;0,213114754;0;0;0;0;0;0;0,004098361;0,016393443;0;0;0,004098361;0,004098361;0;0;0;0;0;0;0;0;0;0,008196721;0
74960.1377804654;0,11038961;0;0,016233766;0;0,003246753;0,142857143;0;0;0,003246753;0,003246753;0,064935065;0;0;0;0;0,003246753;0;0,016233766;0;0,003246753;0;0;0;0;0;0;0,003246753;0;0,029220779;0;0;0;0;0;0;0,279220779;0,288961039;0;0;0;0;0;0;0;0,022727273;0;0;0;0;0;0,003246753;0,003246753;0;0;0;0,003246753;0;0;0;0
75011.1804372117;0,095238095;0,003401361;0,027210884;0;0;0,146258503;0;0;0,003401361;0;0,023809524;0;0;0;0,003401361;0;0,003401361;0;0;0;0,006802721;0;0;0;0;0;0,006802721;0;0,037414966;0;0;0;0,003401361;0;0;0,37414966;0,244897959;0;0;0;0;0;0;0;0,010204082;0;0;0;0;0;0,003401361;0,003401361;0;0;0;0;0;0;0,003401361;0
75062.223093958;0,228310502;0;0,050228311;0;0;0,155251142;0;0;0,00456621;0;0,02739726;0,00456621;0;0;0;0,00456621;0;0;0;0;0;0;0;0,00456621;0;0;0;0;0,03652968;0;0;0;0;0;0;0,351598174;0,095890411;0;0;0;0;0;0;0;0,02283105;0;0;0;0;0;0;0,00913242;0;0;0;0;0;0;0,00456621;0
75113.2657507043;0,180451128;0;0,056390977;0;0;0,131578947;0;0;0;0,003759398;0,030075188;0;0;0;0;0;0;0,003759398;0;0;0,003759398;0;0;0,003759398;0,003759398;0;0,003759398;0;0,097744361;0;0;0;0;0;0;0,312030075;0,120300752;0;0;0;0,003759398;0;0;0;0,037593985;0;0;0;0;0,003759398;0;0;0;0;0;0;0;0;0,003759398;0
75164.3084074507;0,25;0;0,080188679;0;0,009433962;0,075471698;0;0;0,004716981;0;0,061320755;0;0;0;0;0;0;0;0;0;0;0;0;0,004716981;0;0;0,004716981;0;0,037735849;0;0;0;0;0;0,004716981;0,330188679;0,075471698;0;0;0;0;0;0;0;0,051886792;0;0;0;0;0;0;0;0;0;0;0,004716981;0;0;0;0,004716981
75215.351064197;0,244299674;0,003257329;0,045602606;0;0;0,052117264;0;0;0,006514658;0;0,052117264;0;0;0;0;0;0,003257329;0,009771987;0;0;0;0;0;0;0;0;0;0;0,022801303;0;0;0;0;0;0;0,423452769;0,094462541;0;0,003257329;0;0;0;0;0;0,029315961;0,003257329;0;0;0;0;0;0,003257329;0;0;0;0;0;0;0,003257329;0
75368.479034436;0,280276817;0;0,020761246;0;0;0,041522491;0;0;0,003460208;0,003460208;0,076124567;0;0;0;0;0;0,003460208;0,01384083;0;0;0;0;0,003460208;0,003460208;0;0;0;0;0,024221453;0;0;0;0;0;0;0,411764706;0,093425606;0;0;0;0;0;0;0;0,003460208;0;0;0;0;0;0;0,003460208;0;0;0;0;0;0;0,010380623;0,003460208
