X2;Abies;Acer.campestre.type;Artemisia;Betula;Carpinus;Chenopodiaceae.Amaranthaceae;Corylus;Cyperaceae;Fagus;Filipendula;Fraxinus;Helianthemum;Hippophae.rhamnoides;Juniperus;Picea;Pinus;Poaceae;Quercus.robur.type;Rumex;Thalictrum;Ulmus
17210.8431490571;0;0;0,445540937;0,026630574;0;0;0;0,037302317;0;0;0;0,015153355;0;0;0;0,10530053;0,34055696;0;0;0,029515327;0
17216.0022877366;0;0;0,445858975;0,026665221;0;0;0;0,037312874;0;0;0;0,015157644;0;0;0;0,10512213;0,340499363;0;0;0,029383794;0
17221.161426416;0;0;0,446177676;0,026701001;0;0;0;0,037323478;0;0;0;0,015161951;0;0;0;0,104943742;0,340441018;0;0;0,029251133;0
17226.3205650955;0;0;0,44649559;0,026736744;0;0;0;0,037334007;0;0;0;0,015166229;0;0;0;0,104765025;0,340382986;0;0;0,029119419;0
17231.4797037749;0;0;0,446814653;0,026771479;0;0;0;0,037344624;0;0;0;0,015170541;0;0;0;0,104586435;0,34032566;0;0;0,028986608;0
17236.6388424544;0;0;0,447133412;0,026807291;0;0;0;0,037355205;0;0;0;0,01517484;0;0;0;0,10440763;0,340266846;0;0;0,028854776;0
17241.7979811338;0;0;0,447452952;0,026843094;0;0;0;0,037365752;0;0;0;0,015179124;0;0;0;0,104227524;0,340208716;0;0;0,028722838;0
17246.9571198133;0;0;0,447772559;0,026877889;0;0;0;0,037376386;0;0;0;0,015183444;0;0;0;0,104048629;0,340151291;0;0;0,028589802;0
17252.1162584927;0;0;0,448091861;0,026913762;0;0;0;0,037386986;0;0;0;0,01518775;0;0;0;0,103869519;0,340092378;0;0;0,028457745;0
17257.2753971722;0;0;0,448411344;0,026949655;0;0;0;0,037397591;0;0;0;0,015192058;0;0;0;0,103690307;0,340034519;0;0;0,028324526;0
17262.4345358516;0;0;0,448731496;0,02698451;0;0;0;0,037408243;0;0;0;0,015196385;0;0;0;0,103511106;0,339975908;0;0;0,02819235;0
17267.6513775638;0;0;0,449050855;0,027020414;0;0;0;0,03741882;0;0;0;0,015200682;0;0;0;0,103331579;0,339917613;0;0;0,028060037;0
17272.8682192759;0;0;0,449370882;0,027056368;0;0;0;0,037429444;0;0;0;0,015204998;0;0;0;0,103152062;0,339859655;0;0;0,027926592;0
17278.085060988;0;0;0,449691091;0,027092342;0;0;0;0,037440073;0;0;0;0,015209316;0;0;0;0,102972443;0,339800575;0;0;0,02779416;0
17283.3019027002;0;0;0,450011483;0,027127248;0;0;0;0,037450709;0;0;0;0,015213636;0;0;0;0,102792722;0,33974255;0;0;0,027661652;0
17288.5187444124;0;0;0,450332654;0,027163233;0;0;0;0,03746131;0;0;0;0,015217943;0;0;0;0,102612787;0,339684123;0;0;0,02752795;0
17293.7355861245;0;0;0,45065341;0,027199268;0;0;0;0,037471958;0;0;0;0,015222268;0;0;0;0,102432862;0,339624943;0;0;0,027395291;0
17298.9524278367;0;0;0,450974839;0,027234264;0;0;0;0,037482652;0;0;0;0,015226613;0;0;0;0,102252946;0,339567189;0;0;0,027261497;0
17304.1692695488;0;0;0,451295468;0,02727031;0;0;0;0,037493272;0;0;0;0,015230926;0;0;0;0,102072705;0,339508662;0;0;0,027128658;0
17309.3861112609;0;0;0,451616771;0,027306407;0;0;0;0,037503937;0;0;0;0,015235259;0;0;0;0,101892473;0,339449381;0;0;0,026995772;0
17314.6029529731;0;0;0,451938749;0,027341463;0;0;0;0,03751465;0;0;0;0,015239611;0;0;0;0,101712248;0,339391528;0;0;0,02686175;0
17319.8197946852;0;0;0,452259926;0,02737757;0;0;0;0,037525288;0;0;0;0,015243932;0;0;0;0,1015317;0,339332901;0;0;0,026728684;0
17325.0366363974;0;0;0,452582271;0,027413758;0;0;0;0,037536013;0;0;0;0,015248289;0;0;0;0,10135127;0,33927389;0;0;0,026594509;0
17330.2534781095;0;0;0,452904801;0,027448875;0;0;0;0,037546744;0;0;0;0,015252649;0;0;0;0,101169646;0,339215937;0;0;0,026461348;0
17335.4703198217;0;0;0,453227021;0,027485074;0;0;0;0,03755744;0;0;0;0,015256994;0;0;0;0,100988899;0,339156488;0;0;0,026328083;0
17340.6871615338;0;0;0,453550021;0,027521263;0;0;0;0,037568102;0;0;0;0,015261325;0;0;0;0,10080794;0,339097728;0;0;0,026193622;0
17345.904003246;0;0;0,453872608;0,027556411;0;0;0;0,03757881;0;0;0;0,015265675;0;0;0;0,100626987;0,339039304;0;0;0,026060204;0
17351.1208449581;0;0;0,454195876;0,027592701;0;0;0;0,037589566;0;0;0;0,015270044;0;0;0;0,100446041;0,338980125;0;0;0,025925647;0
17356.3376866703;0;0;0,454518335;0,027628952;0;0;0;0,037600246;0;0;0;0,015274383;0;0;0;0,100264772;0,338921264;0;0;0,025792049;0
17361.5545283825;0;0;0,454841474;0,027664161;0;0;0;0,037610973;0;0;0;0,01527874;0;0;0;0,100083509;0,338862741;0;0;0,025658402;0
17366.7713700946;0;0;0,455165296;0,027700513;0;0;0;0,037621747;0;0;0;0,015283117;0;0;0;0,099902253;0,33880346;0;0;0,025523615;0
17371.8754869375;0;0;0,455488306;0,027736826;0;0;0;0,037632445;0;0;0;0,015287463;0;0;0;0,099720674;0,338744499;0;0;0,025389788;0
17376.9796037804;0;0;0,455812;0,027773189;0;0;0;0,03764319;0;0;0;0,015291828;0;0;0;0,099539101;0,338685874;0;0;0,025254818;0
17382.0837206233;0;0;0,456136377;0,02780851;0;0;0;0,037653983;0;0;0;0,015296212;0;0;0;0,099357533;0,338626492;0;0;0,025120893;0
17387.1878374662;0;0;0,456460536;0,027844853;0;0;0;0,037664658;0;0;0;0,015300549;0;0;0;0,099175535;0,338567059;0;0;0,02498681;0
17392.2919543091;0;0;0,456784784;0,027881279;0;0;0;0,037675421;0;0;0;0,015304921;0;0;0;0,098993651;0,338508334;0;0;0,02485161;0
17397.396071152;0;0;0,457109718;0,027916661;0;0;0;0,037686232;0;0;0;0,015309313;0;0;0;0,09881177;0,33844885;0;0;0,024717455;0
17402.5001879949;0;0;0,457434338;0,027953128;0;0;0;0,037697008;0;0;0;0,015313691;0;0;0;0,098629678;0,338390058;0;0;0,0245821;0
17407.6043048378;0;0;0,457759143;0,027989616;0;0;0;0,037707791;0;0;0;0,015318071;0;0;0;0,098447481;0,338330135;0;0;0,024447764;0
17412.7084216807;0;0;0,45797921;0,028018609;0;0;0;0,03770994;0;0;0;0,015318944;0;0;0;0,098242672;0,338422844;0;0;0,024307782;0
17417.8125385236;0;0;0,458096378;0,028042401;0;0;0;0,037703618;0;0;0;0,015316376;0;0;0;0,098014722;0,338665247;0;0;0,024161259;0
17422.9166553665;0;0;0,458212;0,028066093;0;0;0;0,037697174;0;0;0;0,015313758;0;0;0;0,097787623;0,33890755;0;0;0,024015802;0
17428.0207722094;0;0;0,458328085;0,028088712;0;0;0;0,037690773;0;0;0;0,015311158;0;0;0;0,097560708;0,339150142;0;0;0,023870421;0
17433.1248890523;0;0;0,45844413;0,028112419;0;0;0;0,037684375;0;0;0;0,015308559;0;0;0;0,097333871;0,339392652;0;0;0,023723995;0
17438.2290058952;0;0;0,458560729;0,028136087;0;0;0;0,037677938;0;0;0;0,015305944;0;0;0;0,097107004;0,339633612;0;0;0,023578687;0
17443.3331227381;0;0;0,458677197;0,028158714;0;0;0;0,037671585;0;0;0;0,015303363;0;0;0;0,096880426;0,339876329;0;0;0,023432385;0
17448.437239581;0;0;0,458792622;0,028182365;0;0;0;0,037665152;0;0;0;0,01530075;0;0;0;0,096653714;0,34011822;0;0;0,023287176;0
17453.5413564239;0;0;0,459251263;0,028188116;0;0;0;0,037634832;0;0;0;0,015288433;0;0;0;0,096365907;0,340144112;0;0;0,023127337;0
17458.6454732668;0;0;0,4597515;0,028191763;0;0;0;0,037601766;0;0;0;0,015275;0;0;0;0,096071425;0,340143592;0;0;0,022964954;0
17463.7495901097;0;0;0,460250946;0,028194249;0;0;0;0,037568676;0;0;0;0,015261558;0;0;0;0,09577725;0,340143422;0;0;0,022803899;0
17468.8537069527;0;0;0,460748925;0,028197853;0;0;0;0,037535685;0;0;0;0,015248156;0;0;0;0,095483696;0,340143624;0;0;0,022642061;0
17474.0072631961;0;0;0,461246114;0,028201389;0;0;0;0,03750267;0;0;0;0,015234745;0;0;0;0,095190451;0,340143083;0;0;0,022481548;0
17479.1608194396;0;0;0,46174285;0,028203922;0;0;0;0,037469836;0;0;0;0,015221406;0;0;0;0,09489803;0,340142566;0;0;0,02232139;0
17484.3143756831;0;0;0,462238213;0,028207508;0;0;0;0,037437018;0;0;0;0,015208075;0;0;0;0,094606019;0,340142767;0;0;0,0221604;0
17489.4679319266;0;0;0,462732791;0,028211026;0;0;0;0,037404177;0;0;0;0,015194733;0;0;0;0,094314313;0,340142229;0;0;0,02200073;0
17494.6214881701;0;0;0,463226925;0,028213544;0;0;0;0,037371515;0;0;0;0,015181465;0;0;0;0,094023425;0,3401428;0;0;0,021840326;0
17499.7750444136;0;0;0,463719772;0,028217051;0;0;0;0,037338788;0;0;0;0,01516817;0;0;0;0,093732739;0,340142263;0;0;0,021681217;0
17504.9286006571;0;0;0,464212182;0,028220643;0;0;0;0,03730624;0;0;0;0,015154948;0;0;0;0,093441782;0,340141748;0;0;0,021522455;0
17510.0821569006;0;0;0,464703735;0,028223146;0;0;0;0,037273748;0;0;0;0,015141749;0;0;0;0,093152415;0,340142318;0;0;0,021362887;0
17515.2357131441;0;0;0,465194004;0,028226636;0;0;0;0,037241193;0;0;0;0,015128524;0;0;0;0,09286325;0,340141783;0;0;0,021204611;0
17520.3892693876;0;0;0,465683343;0,02823018;0;0;0;0,037208774;0;0;0;0,015115355;0;0;0;0,09257479;0,340141984;0;0;0,021045574;0
17525.5428256311;0;0;0,466172912;0,028232638;0;0;0;0,037176412;0;0;0;0,015102208;0;0;0;0,092286832;0,340141104;0;0;0,020887895;0
17530.6963818746;0;0;0,466660046;0,02823614;0;0;0;0,037144066;0;0;0;0,015089068;0;0;0;0,091999275;0,340140938;0;0;0,020730467;0
17535.8499381181;0;0;0,467147412;0,028239636;0;0;0;0,037111776;0;0;0;0,015075951;0;0;0;0,091712217;0,340140772;0;0;0,020572235;0
17541.0034943616;0;0;0,467633357;0,028242079;0;0;0;0,037079583;0;0;0;0,015062873;0;0;0;0,091425757;0,340140973;0;0;0,020415377;0
17546.1570506051;0;0;0,468118965;0,028245625;0;0;0;0,037047485;0;0;0;0,015049834;0;0;0;0,091139892;0,340140464;0;0;0,020257736;0
17551.3106068486;0;0;0,468603295;0,028249074;0;0;0;0,037015323;0;0;0;0,015036769;0;0;0;0,090854228;0,340139933;0;0;0,020101378;0
17556.4641630921;0;0;0,469086215;0,028252547;0;0;0;0,036983257;0;0;0;0,015023743;0;0;0;0,090569157;0,340139769;0;0;0,019945313;0
17561.6177193356;0;0;0,469569877;0,02825497;0;0;0;0,036951285;0;0;0;0,015010755;0;0;0;0,090284676;0,34013997;0;0;0,019788466;0
17566.7712755791;0;0;0,470051631;0,028258462;0;0;0;0,036919369;0;0;0;0,01499779;0;0;0;0,090000687;0,340139098;0;0;0,019632963;0
17571.9248318226;0;0;0,470532048;0,028261918;0;0;0;0,036887469;0;0;0;0,014984831;0;0;0;0,089717091;0,340138935;0;0;0,019477707;0
17576.9774845767;0;0;0,471013212;0,028264327;0;0;0;0,036855663;0;0;0;0,01497191;0;0;0;0,089434082;0,340139137;0;0;0,019321669;0
17582.0301373308;0;0;0,471491972;0,028267772;0;0;0;0,036823873;0;0;0;0,014958996;0;0;0;0,089151464;0,340138974;0;0;0,019166949;0
17587.0827900849;0;0;0,471970976;0,028271211;0;0;0;0,036792137;0;0;0;0,014946104;0;0;0;0,088869333;0,340138811;0;0;0,019011427;0
17592.135442839;0;0;0,472449601;0,028273666;0;0;0;0,036760574;0;0;0;0,014933282;0;0;0;0,088586904;0,340138671;0;0;0,018857302;0
17597.188095593;0;0;0,472925891;0,028277094;0;0;0;0,036728947;0;0;0;0,014920434;0;0;0;0,088305744;0,340138509;0;0;0,01870338;0
17602.2407483471;0;0;0,473291884;0,028273913;0;0;0;0,036922316;0;0;0;0,014904128;0;0;0;0,088004512;0,340058921;0;0;0,018544326;0
17607.2934011012;0;0;0,473517824;0,028261425;0;0;0;0,037397249;0;0;0;0,014883513;0;0;0;0,087678351;0,339880319;0;0;0,018381319;0
17612.3460538553;0;0;0,4737437;0,028250005;0;0;0;0,037871892;0;0;0;0,014862939;0;0;0;0,087352997;0,339700785;0;0;0,018217681;0
17617.3987066094;0;0;0,47396789;0,028238617;0;0;0;0,038344164;0;0;0;0,014842423;0;0;0;0,087028542;0,339522808;0;0;0,018055556;0
17622.4513593635;0;0;0,474192019;0,02822617;0;0;0;0,038816153;0;0;0;0,014821947;0;0;0;0,08670489;0,339344963;0;0;0,017893858;0
17627.5040121176;0;0;0,474415477;0,028214876;0;0;0;0,039285866;0;0;0;0,014801559;0;0;0;0,086382312;0,339168326;0;0;0,017731585;0
17632.5566648716;0;0;0,474637819;0,028203583;0;0;0;0,039755303;0;0;0;0,014781211;0;0;0;0,086060529;0,338990758;0;0;0,017570797;0
17637.6093176257;0;0;0,474861108;0,028191294;0;0;0;0,040222438;0;0;0;0,014760935;0;0;0;0,085739721;0,338815091;0;0;0,017409413;0
17642.6619703798;0;0;0,475081729;0,028180035;0;0;0;0,040689262;0;0;0;0,014740683;0;0;0;0,085419611;0,338639192;0;0;0,017249489;0
17647.7146231339;0;0;0,475302798;0,028168806;0;0;0;0,041153754;0;0;0;0,014720487;0;0;0;0,085100378;0,338463774;0;0;0,017090003;0
17652.767275888;0;0;0,475523211;0,028157668;0;0;0;0,041618114;0;0;0;0,014700377;0;0;0;0,084782197;0,338288497;0;0;0,016929937;0
17657.8199286421;0;0;0,475743022;0,028145509;0;0;0;0,042080157;0;0;0;0,014680321;0;0;0;0,084464885;0,338114748;0;0;0,016771359;0
17662.8725813962;0;0;0,475962285;0,028134374;0;0;0;0,0425419;0;0;0;0,01466029;0;0;0;0,08414826;0,337940763;0;0;0,016612128;0
17667.9252341503;0;0;0,476180401;0,028123298;0;0;0;0,043001383;0;0;0;0,014640328;0;0;0;0,083832586;0,337767607;0;0;0,016454397;0
17672.9778869044;0;0;0,476398971;0,028111206;0;0;0;0,043460661;0;0;0;0,014620421;0;0;0;0,083517771;0,337593875;0;0;0,016297094;0
17678.1291986024;0;0;0,476616898;0,028100251;0;0;0;0,04391774;0;0;0;0,014600599;0;0;0;0,08320294;0,337422364;0;0;0,016139208;0
17683.2805103005;0;0;0,476833288;0,028089208;0;0;0;0,044374439;0;0;0;0,014580769;0;0;0;0,082889658;0,337249911;0;0;0,015982726;0
17688.4318219985;0;0;0,477049541;0,028077241;0;0;0;0,04483004;0;0;0;0,014561039;0;0;0;0,082577485;0,337078979;0;0;0,015825676;0
17693.5831336966;0;0;0,477264712;0,028066317;0;0;0;0,045283321;0;0;0;0,014541346;0;0;0;0,08226607;0,336908159;0;0;0,015670074;0
17698.7344453946;0;0;0,477479845;0,028055394;0;0;0;0,04573637;0;0;0;0,014521692;0;0;0;0,081955411;0,336736411;0;0;0,015514877;0
17703.8857570927;0;0;0,477694847;0,02804355;0;0;0;0,046187301;0;0;0;0,014502136;0;0;0;0,081645844;0,336567212;0;0;0,015359109;0
17709.0370687907;0;0;0,477908326;0,028032658;0;0;0;0,046637863;0;0;0;0,014482573;0;0;0;0,081336773;0,336397074;0;0;0,015204733;0
17714.1883804888;0;0;0,478089525;0,028019997;0;0;0;0,047083156;0;0;0;0,014528351;0;0;0;0,081023337;0,336205826;0;0;0,015049807;0
17719.3396921868;0;0;0,478192646;0,028001797;0;0;0;0,047520518;0;0;0;0,014735885;0;0;0;0,080697695;0,335959589;0;0;0,01489187;0
17724.4910038849;0;0;0,478294502;0,02798457;0;0;0;0,047955279;0;0;0;0,014943738;0;0;0;0,080372743;0,33571377;0;0;0,014735398;0
17729.642315583;0;0;0,478395993;0,027967455;0;0;0;0,048389804;0;0;0;0,015149939;0;0;0;0,080048976;0,335469414;0;0;0,014578418;0
17734.793627281;0;0;0,478498195;0,027949365;0;0;0;0,04882194;0;0;0;0,015355495;0;0;0;0,079726223;0,335225824;0;0;0,014422958;0
17739.9449389791;0;0;0,47859905;0,027932359;0;0;0;0,049253751;0;0;0;0,015560408;0;0;0;0,079404479;0,334981969;0;0;0,014267984;0
17745.0962506771;0;0;0,478700616;0,027915405;0;0;0;0,049683189;0;0;0;0,015764681;0;0;0;0,07908374;0,3347399;0;0;0,014112469;0
17750.2475623752;0;0;0,478800351;0,027898476;0;0;0;0,050112261;0;0;0;0,015968301;0;0;0;0,07876392;0,334498243;0;0;0,013958448;0
17755.3988740732;0;0;0,478901244;0,027880663;0;0;0;0,05053913;0;0;0;0,016171336;0;0;0;0,078445337;0,334258363;0;0;0,013803927;0
17760.5501857713;0;0;0,47900089;0,027863812;0;0;0;0,050965486;0;0;0;0,016374695;0;0;0;0,078127423;0,334016845;0;0;0,01365085;0
17765.7014974693;0;0;0,479100671;0,027847098;0;0;0;0,051389656;0;0;0;0,016576454;0;0;0;0,077809716;0,333778115;0;0;0,01349829;0
17770.8528091674;0;0;0,479200673;0,027829391;0;0;0;0,051813477;0;0;0;0,016777571;0;0;0;0,077493931;0,333539786;0;0;0,013345171;0
17776.0041208655;0;0;0,47929935;0,027812754;0;0;0;0,052234972;0;0;0;0,016978067;0;0;0;0,077179123;0,333302193;0;0;0,013193542;0
17781.1407130434;0;0;0,479398209;0,027796196;0;0;0;0,052656232;0;0;0;0,01717796;0;0;0;0,076865364;0,333064658;0;0;0,01304138;0
17786.2773052214;0;0;0,47949729;0,027778649;0;0;0;0,053075128;0;0;0;0,01737722;0;0;0;0,076552496;0,332828531;0;0;0,012890686;0
17791.4138973994;0;0;0,47959457;0,027762139;0;0;0;0,053493691;0;0;0;0,017575849;0;0;0;0,076240513;0,332592794;0;0;0,012740444;0
17796.5504895773;0;0;0,479692076;0,027745652;0;0;0;0,053910913;0;0;0;0,017774858;0;0;0;0,075929413;0,332357447;0;0;0,012589641;0
17801.6870817553;0;0;0,479789725;0,027728291;0;0;0;0,054326008;0;0;0;0,017972302;0;0;0;0,075619498;0,332123827;0;0;0,012440348;0
17806.8236739333;0;0;0,479887075;0,02771199;0;0;0;0,054740839;0;0;0;0,018169141;0;0;0;0,075310532;0,331889917;0;0;0,012290505;0
17811.9602661113;0;0;0,479984168;0,027695683;0;0;0;0,055153286;0;0;0;0,018365342;0;0;0;0,075002361;0,33165706;0;0;0,012142101;0
17817.0968582892;0;0;0,480080443;0,027678451;0;0;0;0,05556553;0;0;0;0,018560961;0;0;0;0,074695206;0,331425247;0;0;0,011994162;0
17822.2334504672;0;0;0,480177425;0,027662272;0;0;0;0,055975515;0;0;0;0,018755984;0;0;0;0,074388988;0,331194142;0;0;0,011845674;0
17827.3700426452;0;0;0,480273112;0,027646143;0;0;0;0,056385252;0;0;0;0,018950413;0;0;0;0,074083703;0,33096274;0;0;0,011698637;0
17832.5066348232;0;0;0,480369506;0,027629064;0;0;0;0,056792744;0;0;0;0,019145248;0;0;0;0,073779347;0,330733041;0;0;0,01155105;0
17837.6432270012;0;0;0,480464131;0,027613007;0;0;0;0,057199939;0;0;0;0,019338476;0;0;0;0,073475841;0,33050371;0;0;0,011404896;0
