;DTBW;CCF;CCF;ET;CCF;F_TEDE;WF;WF;I_TRSE;J_TREG;K_TRDE;L_TEXE;TEGR;N_DESE;Tundra;Tundra;Q_Tundra;Tundra;S_Tundra;Best;Best.num
1;9.22383990386182;14.8895260935479;14.8895260935479;18.8257202058273;19.2729338013273;13.6072476116412;7.85237987475627;2.84556167899584;1.44913767461894;1.44913767461894;0;0;3.38616978333047;2.54950975679639;0;3.38616978333047;4.57165178026498;5.40831180679906;7.95782156359545;CCF;5
2;10.9655117905749;16.2000127218959;16.2000127218959;19.4303949586577;19.4303949586577;14.1958940273368;6.99603448812031;3.13257482558172;1.18321595661992;1.18321595661992;0;0.316227766016838;2.07690945218274;1.7606816861659;0;1.7606816861659;6.6490991146302;6.6490991146302;8.4097808007961;ET;4
3;9.43091977292797;16.1540142985166;16.1540142985166;18.7520164851697;18.7520164851697;12.0289219595811;5.96282266821042;2.01958662904036;0.774596669241483;0.774596669241483;0;0;1.54919333848297;1.54919333848297;0;1.54919333848297;6.1859298131291;6.1859298131291;7.73512315161206;ET;4
4;8.11238499216315;11.9202715450951;11.9202715450951;17.0019352652767;17.8385952918108;14.0307087388788;7.56438957723719;4.81061370164387;2.57454572414408;2.57454572414408;0.316227766016838;0.836660026534076;4.30076164167183;4.30076164167183;0;4.30076164167183;3.75499667110372;5.42831672417187;8.89241833930962;CCF;5
5;6.11753901922295;8.41971190586722;8.41971190586722;12.1971055678772;12.1971055678772;9.89493268123298;6.72584343088988;3.80514228758546;1.97484176581315;1.97484176581315;0;0.707106781186548;6.10371452971819;4.30116263352131;0;5.39660774853165;2.78075091651932;3.87619603152965;8.17735866505097;ET;4
6;5.9075550170687;7.98119915240148;7.98119915240148;15.1032708690647;16.0519541671152;13.9783100317825;9.00639054721182;3.60538213042444;2.89827534923789;2.89827534923789;0;2.1501522320926;8.64094645573066;4.39317652729776;0.447213595499958;6.93800781913802;5.04842758133049;6.69883168217083;11.0920082094686;CCF;5
7;7.04120904031954;8.99056790928133;8.99056790928133;14.7132909040732;14.7132909040732;12.7639320351114;7.8395140285477;4.4709716014326;3.04077444779214;3.04077444779214;0.632455532033676;1.33956231322022;6.7598465546893;3.3466401061363;0.632455532033676;6.05273977350275;4.28913855397075;5.73032715726984;9.07696726340615;ET;4
8;9.17126628652661;11.5795852022851;11.5795852022851;17.3752113371871;19.2725779332882;16.8642590175297;9.22020804242752;3.59199923732689;2.21359436211787;2.21359436211787;0;1.26491106406735;4.61868085128436;3.47850542618522;0;3.98622531925068;5.32693026638533;7.09956122351815;9.94561111766969;CCF;5
9;7.46216141829124;9.30607030974982;9.30607030974982;15.8610286809248;16.3082422764247;14.4643333849662;8.23439178593674;3.94957624075052;2.94957624075052;2.94957624075052;0;0;5.0784157407067;2.58843582110896;0;5.0784157407067;3.33166624979154;5.82164616938928;8.41008199049824;CCF;5
10;7.7197711596133;9.7197711596133;9.7197711596133;15.9245868875863;16.8732701856368;14.8732701856368;7.4296507572049;3.5999954009768;3.37638860322683;3.37638860322683;0;0.547722557505166;4.73253509672328;2.88097205817759;0.547722557505166;4.73253509672328;5.1629148611909;5.91903278472626;8.80000484290385;CCF;5
11;7.96270809559863;10.6830021973457;10.6830021973457;18.0915818714402;18.8661785406817;16.1458844389346;9.7864069545718;5.49059798701766;3.63318042491699;3.63318042491699;0;0.447213595499958;5.52348844559588;2.62678510731274;0;5.07627485009592;3.92571902168517;6.37520876446835;9.00199387178109;CCF;5
