"";"X";"NameCal";"Loc.Longitude";"Loc.Latitude";"Abies";"Acer.campestre.type";"Ailanthus";"Alnus";"Apiaceae";"Araliaceae";"Artemisia";"Asteraceae";"Betula";"Campanulaceae";"Caprifoliaceae";"Carpinus";"Caryophyllaceae..periporate.excl..Paronychioideae.";"Castanea.sativa";"Celtis";"Chenopodiaceae.Amaranthaceae";"Convolvulaceae";"Corylus";"Cotinus";"Crassulaceae";"Cyperaceae";"Ephedra";"Euptelea";"Fraxinus";"Gentianaceae";"Geraniaceae";"Hippophae.rhamnoides";"Humulus";"Juglans";"Larix";"Leguminosae";"Moraceae";"Nitraria";"Oleaceae";"Ostryopsis";"Picea";"Pinus";"Plantaginaceae";"Poaceae";"Polygala";"Polygonum";"Populus";"Primulaceae";"Quercus";"Ranunculaceae";"Rhamnaceae";"Rhus";"Rosaceae";"Rubiaceae";"Rutaceae";"Salix";"Sanguisorba.minor.type";"Scrophulariaceae";"Solanaceae";"Stellera";"Syringa";"Tamarix";"Thalictrum";"Tilia";"Tsuga";"Ulmus";"Urtica";"Valerianaceae";"Verbenaceae"
"1";"AlbaSanchez_a1";"AlbaSanchez_a1";-5,04162;36,66366;3,516129032;0;0;0;0;0;0;0,14516129;0,14516129;0;0;0;0;0;0;0,14516129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,790322582;0;3,048387097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2";"AlbaSanchez_a2";"AlbaSanchez_a2";-5,05957;36,66343;3,154302671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,390207715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,390207715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"3";"AlbaSanchez_a3";"AlbaSanchez_a3";-5,05044;36,66917;26,77777778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,38888889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"4";"AlbaSanchez_a4";"AlbaSanchez_a4";-5,01804;36,61151;17,60465116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,174418605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"5";"AlbaSanchez_a5";"AlbaSanchez_a5";-5,03367;36,66655;4,111821086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,138977636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,66932907;0;0,458466454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6";"AlbaSanchez_a6";"AlbaSanchez_a6";-5,02554;36,68877;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,857142855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7";"AlbaSanchez_a7";"AlbaSanchez_a7";-5,03423;36,6904;21,74247492;0;0;0;0;0;0;0,168896321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,02173913;0;1,506688963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"8";"AlbaSanchez_a8";"AlbaSanchez_a8";-5,03876;36,69814;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"9";"AlbaSanchez_a9";"AlbaSanchez_a9";-4,96761;36,70322;22,37662338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,149350649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,57142857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10";"AlbaSanchez_a10";"AlbaSanchez_a10";-4,96582;36,70322;9,41666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,38888889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"11";"AlbaSanchez_a11";"AlbaSanchez_a11";-5,04177;36,64856;0,136363636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,8181818195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"12";"AlbaSanchez_a12";"AlbaSanchez_a12";-5,03144;36,64856;11,38095238;0;0;0;0;0;0;0;0;0;0;0;0;2,357142857;0;1,404761905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33,452380953;0;0,928571429;0;0;0,452380952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"13";"AlbaSanchez_a13";"AlbaSanchez_a13";-5,019;36,69548;4,501618123;0;0;0;0;0;0;0;0;0;0;0;0;1,118122977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2508090615;0;1,118122977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"14";"AlbaSanchez_a14";"AlbaSanchez_a14";-5,0167;36,69592;14,16129032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,048387097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,5000000005;0;1,112903226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"15";"AlbaSanchez_a15";"AlbaSanchez_a15";-5,01459;36,69353;3,01459854;0;0;0;0;0;0;9,354014599;0;0;0;0;0,229927007;0;0;2,419708029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,9087591255;0;0,594890511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"16";"AlbaSanchez_a16";"AlbaSanchez_a16";-5,01851;36,70011;61,12624585;0;0;0;0;0;0;0,828903654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"17";"AlbaSanchez_a17";"AlbaSanchez_a17";-5,02261;36,70214;37,16793893;0;0;0;0;0;0;1,790076336;0;0;0;0;0;0;0;0,263358779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,263358779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"18";"AlbaSanchez_a18";"AlbaSanchez_a18";-5,01423;36,71336;9,13513514;0;0;0;0;0;0;1,189189189;0;0;0;0;0;0;0;0,175675676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,385135135;0;0,851351351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"19";"AlbaSanchez_a19";"AlbaSanchez_a19";-5,01487;36,71097;38,35483871;0;0;0;0;0;0;3,693548387;0;0;0;0;0;0;0;0,14516129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,241935484;0;0,14516129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"20";"AlbaSanchez_a20";"AlbaSanchez_a20";-5,01623;36,70631;17,79194631;0;0;0;0;0;0;0,17114094;0;0;0;0;0;0;0;1,513422819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"21";"AlbaSanchez_a21";"AlbaSanchez_a21";-5,0177;36,70521;37,75432526;0;0;0;0;0;0;0,884083045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"22";"AlbaSanchez_a23";"AlbaSanchez_a23";-4,99694;36,67838;0,433691756;0;0;0,216845878;0;0;0;2,367383513;0;0;0;0;0;0;0;0,216845878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9050179215;0;1,292114695;0;0;0;0;0;0;0;0;0;0,216845878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"23";"AlbaSanchez_a25";"AlbaSanchez_a25";-4,98794;36,68781;57,13953488;0;0;0;0;0;0;0;0;0;0;0;0;0,496677741;0;0,164451827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,164451827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"24";"AlbaSanchez_a26";"AlbaSanchez_a26";-5,00165;36,6831;-0,5;0;0;0;0;0;0;1,597902098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25";"AlbaSanchez_a27";"AlbaSanchez_a27";-5,01865;36,69101;0,315789474;0;0;0;0;0;0;2,131578947;0;0;0;0;0;0,157894737;0;0,157894737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,486842105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"26";"AlbaSanchez_a28";"AlbaSanchez_a28";-5,0395;36,69262;11,21122112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,800330033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"27";"AlbaSanchez_a29";"AlbaSanchez_a29";-4,98172;36,7439;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"28";"AlbaSanchez_a30";"AlbaSanchez_a30";-4,98415;36,7425;2,503184713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,7420382165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29";"AlbaSanchez_a31";"AlbaSanchez_a31";-5,00475;36,72546;-0,5;0;0;0;0;0;0;3,447368421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,684210525;0;6,078947368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"30";"AlbaSanchez_a32";"AlbaSanchez_a32";-4,9841;36,72651;57,2781457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1490066225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"31";"AlbaSanchez_a33";"AlbaSanchez_a33";-4,99253;36,72632;52,97350993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1490066225;0;0,493377483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"32";"AlbaSanchez_a34";"AlbaSanchez_a34";-4,97169;36,73175;7,823529412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,52614379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"33";"AlbaSanchez_a35";"AlbaSanchez_a35";-4,96644;36,72254;22,26283988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,40332326;0;1,010574018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"34";"AlbaSanchez_a36";"AlbaSanchez_a36";-4,98044;36,71362;2,149606299;0;0;0;0;0;0;0,024934383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,946194224;0;0,024934383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"35";"AlbaSanchez_a37";"AlbaSanchez_a37";-4,98061;36,71267;2,241895262;0;0;0;0;0;0;0,497506234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,118453865;0;3,988778055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"36";"AlbaSanchez_a38";"AlbaSanchez_a38";-5,00146;36,71493;40,63265306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,2346938775;0;1,132653061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"37";"AlbaSanchez_a39";"AlbaSanchez_a39";-4,99042;36,71856;24,46583851;0;0;0;0;0;0;0,121118012;0;0;0;0;0;0;0;0,742236025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,059006213;0;1,363354037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"38";"AlbaSanchez_a40";"AlbaSanchez_a40";-4,97122;36,71158;16,37704918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,0901639335;0;0,483606557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"39";"AlbaSanchez_a41";"AlbaSanchez_a41";-4,97412;36,70599;57,30508475;0;0;0;0;0;0;0;0,177966102;0;0;0;0;2,550847458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,889830507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"40";"AlbaSanchez_a42";"AlbaSanchez_a42";-4,97777;36,70187;15,61129568;0;0;0;0;0;0;0;0;0;0;0;11,12790698;1,161129568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,828903654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"41";"AlbaSanchez_a43";"AlbaSanchez_a43";-4,98389;36,70257;-0,5;0;0;0;0;0;0;5,524096386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,909638554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"42";"AlbaSanchez_a44";"AlbaSanchez_a44";-4,988;36,70203;-0,411764706;0;0;0;0;0;0;3,323529412;0;0;0;0;0;0;0;0,970588235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,382352941;0;0;0;0;0;0;0;0;0;0,088235294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"43";"AlbaSanchez_a45";"AlbaSanchez_a45";-4,909311;36,619483;9,40268456;0;0;0;0;0;0;0;0;0;0;0;0;0,17114094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,0436241615;0;1,177852349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"44";"AlbaSanchez_a46";"AlbaSanchez_a46";-5,43012;35,24113;-0,5;0;0;0,17114094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,513422819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"45";"AlbaSanchez_a47";"AlbaSanchez_a47";-5,429297;35,241631;-0,5;0;0;0,928571429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,071428571;0;0;0;0;0;0;0;0;0;0,928571429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"46";"AlbaSanchez_a49";"AlbaSanchez_a49";-5,103634;35,259856;20,875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9375;0;0,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"47";"AlbaSanchez_a50";"AlbaSanchez_a50";-5,216593;35,184338;4,263157895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"48";"AlbaSanchez_a51";"AlbaSanchez_a51";-4,50827;34,904032;-0,5;0;0;0;0,209219858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"49";"AlbaSanchez_a52";"AlbaSanchez_a52";-4,617827;34,909996;-0,5;0;0;0;0;0;0;0,166666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,166666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"50";"AlbaSanchez_a53";"AlbaSanchez_a53";-4,653223;34,896955;-0,5;0;0;0;0;0;0;0,157894737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,486842105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"51";"AlbaSanchez_a54";"AlbaSanchez_a54";-4,536485;34,907986;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,447368421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"52";"AlbaSanchez_a55";"AlbaSanchez_a55";-4,611571;34,849704;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,17114094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"53";"AlbaSanchez_a57";"AlbaSanchez_a57";-4,532196;34,840495;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,162251656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"54";"AlbaSanchez_a58";"AlbaSanchez_a58";-4,761091;34,976196;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,164451827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,490033223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"55";"AlbaSanchez_a59";"AlbaSanchez_a59";-4,820689;34,992855;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,846801347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"56";"AlbaSanchez_a60";"AlbaSanchez_a60";-4,871389;34,996671;-0,5;0;0;0;0,5;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"57";"AlbaSanchez_a61";"AlbaSanchez_a61";-5,148185;35,142129;33,32343234;0;0;0;0,160066007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,810231023;0;0;0;0;0;0;0;0;0;0,160066007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"58";"AlbaSanchez_a62";"AlbaSanchez_a62";-5,152082;35,141913;2,355704698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,506711409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"59";"AlbaSanchez_a63";"AlbaSanchez_a63";-5,151044;35,139146;9,52631579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,157894737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"60";"AlbaSanchez_a64";"AlbaSanchez_a64";-5,303285;35,347574;-0,5;0;0;0;0;0;0;7,608108108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"61";"AlbaSanchez_a65";"AlbaSanchez_a65";-5,294552;35,346624;0,00334448200000004;0;0;0;0;0;0;1,172240803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"62";"AlbaSanchez_a66";"AlbaSanchez_a66";-5,292949;35,345739;-0,5;0;0;0;0;0;0;0,206713781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"63";"AlbaSanchez_a67";"AlbaSanchez_a67";-4,435739;34,819963;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"64";"AlbaSanchez_a68";"AlbaSanchez_a68";-4,46209;34,812419;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,175585284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"65";"AlbaSanchez_a69";"AlbaSanchez_a69";-4,298583;34,848;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"66";"AlbaSanchez_a70";"AlbaSanchez_a70";-4,321148;34,859132;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,147249191;0;0;0;0;0;0;0;0;0;2,088996764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"67";"AlbaSanchez_a71";"AlbaSanchez_a71";-4,328126;34,888293;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"68";"AlbaSanchez_a72";"AlbaSanchez_a72";-5,207276;33,424301;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"69";"AlbaSanchez_a73";"AlbaSanchez_a73";-5,240169;33,39468;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"70";"AlbaSanchez_a74";"AlbaSanchez_a74";-5,468365;32,956078;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,486842105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,157894737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"71";"AlbaSanchez_a75";"AlbaSanchez_a75";-5,337213;33,1899;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,824503311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"72";"AlbaSanchez_a76";"AlbaSanchez_a76";-5,339239;33,172825;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"73";"AlbaSanchez_a77";"AlbaSanchez_a77";-5,346624;33,136528;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"74";"AlbaSanchez_a78";"AlbaSanchez_a78";-5,331323;32,897139;-0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"75";"AlbaSanchez_a79";"AlbaSanchez_a79";-5,269515;32,944753;-0,5;0;0;0;0;0;0;0,157894737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,157894737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
