Abies;Alnus;Betula;Carpinus;Corylus;Fagus;Fraxinus;Juniperus;Picea;Pinus;Quercus;Salix;Tilia;Ulmus;Artemisia;Chenopodiaceae/Amaranthaceae;Poaceae
0;0;0;0;0;0;0;0,179;0;0,893;2,5;0;0;0;0;0;29,107
0;0;0;0;0;0;0;0,727;0;0,545;2,364;0;0;0;0;0;30,909
0;0,178;1,248;0;0;0;0;0,535;0;0,178;1,426;0;0;0;0;0;27,629
0;0;0;0;0;0;0;0;0;0;3,39;0;0;0;0;0;6,968
0;0;0;0;0;0;0;0;0;0,174;0,868;0;0;0;0;0;10,764
0;0;0;0;0;0;0;0,698;0;0,349;1,745;0;0;0;0;0;20,768
0;0,19;0;0;0;0;0;0,762;0;0,571;2,476;0;0;0;0;0;33,905
0;0,492;0,492;0;0,164;1,148;0,164;0,328;0;0,82;65,738;0;0,328;0;0;0,82;3,77
0;0,769;0,615;0;0,308;1,231;0,462;0,462;0;0,923;58,615;0;0,308;0;0;0,923;5,077
0;0,935;1,09;0;0,467;1,713;0,312;0,312;0;0,779;57,788;0;0,312;0;0;1,09;3,271
0;0,708;0,885;0;0,531;1,062;0,177;0,177;0;0,885;58,584;0;0,531;0;0;0,708;3,363
0;0,622;0;0;0,249;0;11,07;0,373;0;0,995;0,622;0;0,498;0;0;0,249;27,612
0;0,364;0;0;0,364;0;2,67;0,607;0;1,578;0,364;0;0;0;0;0,121;38,956
0;0,677;0,135;0;0,135;0;1,488;1,488;0;2,842;0,135;0;0;0;0;0,271;40,325
0;0,139;0;0;0;0;0,139;0,139;0;1,534;9,344;0;0,139;0;0;0;37,099
0;0;0;0;0;0;0,151;0;0;1,967;8,321;0;0,151;0;0;0;37,67
0;0;0;0;0;0;0,274;0;0;3,01;6,703;0;0;0;0;0,137;27,086
0;0,317;0,158;0;0,158;0;8,875;0,158;0;0,158;7,448;0;0,158;0;0;0,317;31,696
0;0,382;0,191;0;0;0;0,573;0,191;0;0,382;9,733;0;0,382;0;0;0;14,504
0;0,147;0;0;0;0;0,294;0,147;0;0,294;7,206;0;0,147;0;0;0;13,824
0;0,909;0,182;0;0;0;0,364;0,182;0;0;0,727;0;0,364;0;0;0;7,455
0;23,303;0;0;0;0;8,44;0;0;0;0,367;0;0,55;0;0;0;7,523
0;22,093;0;0;0;0;5,648;0;0;0;0,166;0;0,498;0;0;0;5,482
0;48,565;0;0;0;0;0,239;0,239;0;0;0,239;0;0,239;0;0;0;3,11
0;43,086;0;0;0;0;2,204;0;0;0;0,2;0;0,2;0;0;0;5,01
0;43,704;0;0;0;0;1,667;0;0;0;0;0;0,556;0;0;0;4,444
0;38,609;0;0;0;0;1,565;0;0;0;0,348;0;0,348;0;0;0;4
0;0;0;0;0;0;0,106;0;0;0,424;0,318;0;0;0;0;0;21,633
0;0,197;0;0;0;0;0,197;0;0;0,197;0,592;0;0;0;0;0;8,679
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,41
0;0;0;0;0;0;0;0,206;0;0;0;0;0;0;0;0;6,379
0;0;0;0;0;0;0,213;0;0;0,64;0,426;0;0;0;0;0;13,646
0;0;0;0;0;0;0;0;0;0;0,301;0;0;0;0;0;11,747
0;0;0;0;0;0;0;0;0;1,293;0;0;0,216;0;0;0,216;4,741
0;0,133;0;0;0;0;0,133;0;0;0;1,467;0;0;0;0;0;10,667
0;0,148;0;0;0;0;0,296;0;0;0;1,331;0;0;0;0;0;11,391
0;0,26;0;0;0;0;0,13;0;0;0;1,17;0;0;0;0;0;11,834
