-: limite inf‚rieure
+: limite sup‚rieure
Temp en 1/10 degres
Prec en mm
anomalies
    TJAN-TJAN TJAN+TJUL-TJUL TJUL+TANN-TANN TANN+PJAN-PJAN PJAN+PJUL-PJUL PJUL+PANN-PANN PANN+
1775    5   17   33  -52  -32  -24  -28   -9   -1   -5   17   35   -3    5   23 -268  -89   53
1780   12   28   36  -45  -30  -22  -12   -2    6  -22    8   44  -14    0   14 -420 -179   97
1785   -1   16   29  -75  -45  -30  -39  -15   -3   25   63  120    2   15   33  -47  232  667
1790    5   19   42  -58  -35  -25  -26   -9    1    8   36   93   -4    8   21 -168   46  483
1795   -1   18   36  -72  -49  -32  -39  -16   -3   35   73  131    7   18   35   31  313  752
1800    9   19   35  -58  -37  -26  -26   -9   -2   12   42   99    1   10   24 -130   90  501
1803  -74   -5   18  -37  -25  -17  -42  -15   -6  -26   13   35   -4   10   21 -357  -73   34
1805    6   18   30  -58  -39  -32  -27  -12   -4   25   42  100    6   15   27  -89   73  469
1808  -72  -34  -11  -33  -15   -4  -52  -26  -11  -41  -30    8    8   37   75 -480 -375 -135
1810 -196 -121  -63  -32  -19   -3 -106  -61  -22  -61  -54  -49  -17  -12   -5 -612 -582 -542
1813 -136 -107  -75  -42  -32  -22  -95  -73  -58  -54  -48  -19  -11   -5    0 -576 -518 -236
1815 -116 -104  -80  -43  -34  -27  -89  -75  -63  -52  -46  -11  -31   -6   -1 -560 -510 -264
1818 -229 -151  -92  -44  -29  -13 -120  -85  -64  -36  -19    1  -69  -55  -18 -540 -466 -364
1820 -239 -161 -110  -35  -28  -18 -128  -90  -71  -32  -13   16  -71  -67  -55 -667 -478 -318
1823 -271 -213 -166  -28  -28  -28 -132 -108  -88  -34  -22    3  -72  -70  -67 -653 -560 -376
1825 -254 -201 -141  -33  -31  -28 -125  -97  -62  -71  -41  -10  -70  -42   -4 -709 -615 -390
1830 -206 -178 -115  -33  -28  -12  -99  -84  -49  -68  -56  -35  -45  -21   -6 -718 -645 -550
1835 -182 -103  -31  -35  -30  -28  -84  -38    1  -44  -28    1  -54  -25  -19 -587 -434 -293
1840 -144  -85  -39  -71  -38  -18  -66  -31   -3  -30   -5   27  -67  -56  -25 -531 -372 -162
1845 -220 -139  -68  -38  -38  -38 -103  -56  -17  -70  -31    6  -51  -22   16 -763 -493 -288
1850 -132  -74  -26  -94  -67  -38  -64  -38    2  -52  -29   29  -24  -19  -11 -581 -407   33
1855  -87  -45   24  -85  -49  -20  -65  -32    8  -23   14   58  -57  -33  -22 -407 -124  219
1860 -163 -105  -50  -73  -42  -17 -105  -69  -41  -25    1   30  -67  -56  -30 -518 -310  -57
1865 -198 -117  -44  -77  -40  -19 -110  -68  -28  -66  -27   -9  -64  -38    0 -661 -475 -223
TJANTJANTJANTJULTJULTJULTANNTANNTANNPJANPJANPJANPJULPJULPJULPANNPANNPANN

