Age;Abies;Acer_Campestre;Alisma;Alnus;Armeria;Artemisia;Betula;Boraginaceae;Botrychium;Erica_Spiculifolia;Buxus;Vulgaris;Campanulaceae;Carpinus;Caryophyllaceae;Cedrus;Centaurea;Amaranthaceae;Corylus;Crassulaceae;Cyperaceae;Caprifoliaceae;Ephedra;Ericaceae;Fagus;Filipendula;Fraxinus;Gentiana;Poaceae;Hedera;Helianthemum;Hippophae;Ilex;Isoetes;Juniperus;Lamiaceae;Fabaceae;Lemna;Liliaceae;Lycopodium;Trifoliata;Mercurialis;Myriophyllum;Nymphaea;Osmunda;Picea;Pinus;Plantago;Plantago_Lanceolata;Polygonum;Polypodium;Populus;Potamogeton;Quercus_Robur;Quercus_Ilex;Ranunculaceae;Ranunculus;Rhamnus;Rosaceae;Rubiaceae;Rumex;Salix;Minor;Officinalis;Saxifraga;Scrophularia;Selaginella;Sphagnum;Taxus;Thalictrum;Tilia;Angustifolia;Ulmus;Apiaceae;Valeriana;Vitis
56498;0;0;0;0;0;14;47;0;0;0;0;1;0;0;0;0;0;2;1;0;18;1;0;0;0;8;0;0;186;0;6;1;0;800;12;0;0;1;0;0;0;0;0;0;0;2;23;6;0;0;0;0;0;1;2;0;14;0;1;3;3;10;0;0;1;0;0;0;0;8;0;0;0;2;0;0
57081;0;0;0;0;0;21;48;0;0;0;0;0;0;0;1;0;0;3;1;0;7;0;1;0;0;1;0;0;90;0;4;0;0;400;21;0;0;0;0;0;0;0;1;0;0;1;4;3;0;0;0;0;0;0;1;0;13;0;2;2;6;4;0;0;1;0;0;0;0;2;0;0;0;5;0;0
57346;0;0;0;0;0;12;21;0;0;0;0;1;0;0;1;0;0;2;0;0;7;0;0;0;0;0;0;0;78;0;15;0;0;120;16;0;0;0;0;0;0;0;1;0;0;0;3;2;0;0;0;0;0;0;0;0;18;0;0;1;4;4;0;0;0;0;0;0;0;7;0;0;0;0;0;0
57558;0;0;0;0;0;26;16;0;0;0;1;0;0;0;2;0;0;1;0;0;10;0;2;0;0;1;0;0;55;0;8;1;0;200;0;0;0;0;0;0;0;0;2;0;0;1;7;4;0;0;0;0;0;0;0;0;37;0;1;1;5;7;0;0;1;0;0;0;0;8;0;0;0;1;0;0
57717;0;0;0;0;0;47;15;0;0;0;1;0;0;0;1;0;0;6;0;0;25;0;1;0;0;0;0;0;114;0;39;0;0;452;5;0;0;0;0;0;0;0;0;0;0;0;6;4;0;0;0;0;0;0;0;0;36;0;3;1;10;8;0;0;2;0;0;0;0;9;0;0;0;5;0;0
57982;0;0;0;0;0;24;10;0;0;0;0;0;1;0;3;0;1;5;0;0;20;0;0;0;0;0;0;0;65;0;22;0;0;170;1;0;0;0;0;0;0;0;0;0;0;1;11;5;0;0;0;0;0;0;0;0;30;0;1;0;3;3;0;0;0;0;1;0;0;7;0;0;0;6;0;0
58247;0;0;0;1;0;30;22;0;0;1;0;0;0;1;3;0;1;4;0;0;11;0;0;0;0;0;0;0;75;0;18;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;1;0;31;0;3;2;13;3;0;0;0;0;0;0;0;8;0;0;0;3;0;0
58777;0;0;0;0;0;47;19;0;0;0;0;0;0;1;2;0;0;6;1;0;11;0;0;0;0;0;0;0;78;0;20;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;18;0;0;3;6;9;0;0;0;0;0;0;0;10;0;0;0;1;0;0
59042;0;0;0;1;0;31;18;0;1;0;0;0;0;0;2;0;0;5;3;0;11;0;0;0;0;0;0;0;81;0;13;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;1;0;10;0;1;1;9;8;0;0;0;0;0;0;0;11;0;0;0;3;0;0
59307;0;0;0;0;3;60;9;0;0;0;0;2;1;0;1;0;0;6;5;3;16;0;0;1;0;0;0;0;70;0;21;0;0;50;0;0;0;0;1;0;0;0;0;0;0;1;14;5;0;0;0;0;0;0;1;0;11;0;1;2;3;8;0;0;0;0;0;0;0;10;0;0;0;5;0;0
59625;0;0;0;0;0;33;3;0;0;0;0;0;1;0;4;0;0;5;1;0;22;0;0;0;0;1;0;0;56;0;11;0;0;106;0;0;0;0;0;0;0;0;1;0;0;1;6;4;0;0;0;0;0;0;0;1;8;0;1;0;5;1;0;0;0;0;1;1;0;10;0;0;0;1;0;0
59731;0;0;0;0;0;18;8;0;1;1;0;0;1;1;2;0;0;8;0;0;6;0;0;0;0;0;0;0;61;0;50;0;0;30;0;0;0;0;0;0;0;0;0;0;0;2;21;7;0;0;0;0;0;0;1;22;0;0;0;1;0;2;0;0;0;0;2;0;0;4;0;0;0;0;0;0
59837;0;0;0;1;0;52;16;0;0;1;0;1;1;0;3;0;0;10;0;3;47;0;0;0;0;0;0;0;165;0;21;0;0;130;5;0;0;0;0;0;0;0;2;0;0;4;19;10;0;1;0;0;0;0;0;1;25;0;4;3;10;12;0;0;0;0;2;1;0;16;0;0;0;7;0;0
59890;0;0;0;1;0;32;6;0;0;0;0;0;0;0;1;0;0;5;1;0;15;0;0;0;0;0;0;0;63;0;10;0;0;85;2;0;0;0;0;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;0;10;0;2;1;8;3;0;0;1;0;0;0;0;9;0;0;0;2;0;0
59943;0;0;0;0;2;12;3;0;1;0;0;0;0;1;2;0;0;7;2;0;19;0;0;0;0;0;0;0;55;0;19;0;0;20;0;0;0;0;0;0;0;0;0;1;0;3;13;1;0;0;0;0;0;0;0;10;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0
60155;0;0;0;0;0;39;5;0;0;0;0;0;0;0;1;0;0;3;1;0;27;0;2;0;0;0;0;0;70;0;10;0;0;100;0;0;0;2;0;1;0;0;0;0;0;0;14;3;0;0;0;0;0;0;0;0;13;0;0;3;6;5;0;0;1;0;1;2;0;17;0;0;0;3;0;0
60261;1;0;0;0;0;6;6;0;1;0;0;2;0;0;5;0;1;3;2;0;8;1;0;0;0;0;0;0;50;0;42;1;0;40;0;0;0;0;0;0;0;0;0;0;0;9;50;3;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0
60314;0;0;0;0;0;16;9;0;0;0;0;0;0;0;2;0;0;1;0;0;30;0;1;0;0;0;0;0;38;0;9;0;0;195;2;0;0;0;0;0;0;0;0;0;0;6;13;4;0;0;0;0;0;0;0;0;11;0;1;0;0;4;0;0;0;1;0;0;0;8;0;0;0;2;0;0
60367;0;0;0;0;0;23;16;0;0;0;0;0;1;0;1;0;0;2;0;0;14;0;0;0;0;1;0;0;76;0;25;0;0;792;1;0;1;0;0;0;0;0;0;0;0;8;37;0;0;0;0;0;0;0;1;0;18;0;1;0;7;6;0;0;0;0;0;0;0;17;0;0;1;2;0;0
60420;0;0;0;0;1;23;21;0;0;0;0;3;0;0;0;0;0;1;0;0;46;0;0;2;0;0;0;0;103;0;20;1;0;104;1;0;0;0;0;0;0;0;1;0;0;0;17;7;0;0;0;0;0;0;1;15;0;0;0;3;5;8;0;0;0;0;0;0;0;18;0;0;0;8;1;0
60579;0;0;0;0;0;5;5;0;0;0;0;0;1;1;4;0;0;2;2;0;9;0;0;0;0;0;0;0;60;0;16;0;0;70;0;0;0;0;0;0;0;0;0;0;0;12;46;1;0;0;0;0;0;0;1;14;0;0;0;0;2;0;0;0;0;0;1;0;0;4;0;0;1;0;1;0
60685;0;0;0;0;0;29;19;0;0;0;0;0;0;0;2;0;0;3;0;0;45;0;1;0;0;0;0;0;133;0;5;0;0;825;5;0;0;0;0;0;0;0;3;0;0;5;32;3;0;0;0;0;0;0;2;0;43;0;1;3;6;5;0;2;0;0;0;1;0;9;0;0;0;4;0;0
60791;0;0;0;1;0;4;13;0;0;0;0;1;1;0;3;0;0;0;3;0;4;0;0;0;0;0;0;0;63;0;15;0;0;120;0;0;0;0;0;0;0;0;0;0;1;9;41;10;0;0;0;0;0;0;3;30;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0
60897;0;0;0;2;0;7;30;0;0;1;0;3;1;3;0;0;1;1;5;0;1;1;0;0;0;0;0;0;52;0;12;0;0;20;0;0;0;0;0;0;0;0;6;0;0;10;33;8;0;0;0;0;0;0;4;30;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;3;0;0
60950;0;0;0;1;0;24;30;0;0;0;0;2;0;0;0;0;0;4;10;0;30;1;0;0;0;1;0;0;115;0;14;2;0;900;2;0;1;0;0;1;0;0;0;0;0;15;65;8;0;1;0;0;0;0;3;0;46;0;1;3;6;2;0;0;0;1;2;7;0;8;0;0;0;4;0;0
61109;0;0;0;1;0;6;13;0;0;0;0;2;1;1;1;0;0;2;4;0;16;0;2;0;0;0;0;0;32;0;20;0;0;140;0;0;0;0;0;0;0;0;0;1;0;5;50;1;0;0;0;0;0;0;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0
61215;0;0;0;0;0;26;27;0;0;0;0;1;1;3;1;0;0;5;5;0;31;0;1;0;0;1;1;0;91;0;17;0;0;360;0;0;0;6;0;0;0;0;0;0;0;1;25;7;0;0;0;0;0;0;0;0;25;0;0;0;9;9;0;0;1;0;0;5;0;13;0;0;0;2;0;0
61321;0;0;0;0;0;7;9;0;0;0;0;3;0;2;1;0;0;5;5;0;12;1;0;1;0;0;0;0;26;0;11;0;0;41;0;0;0;0;0;0;0;0;0;1;0;3;25;4;0;0;0;0;0;1;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
61427;0;0;0;2;0;34;31;0;0;3;0;0;1;5;4;0;1;4;8;0;22;0;0;1;0;1;0;0;86;0;13;0;0;300;1;0;0;0;0;0;0;0;2;0;0;9;35;5;0;0;0;0;0;0;9;0;22;0;0;1;7;4;0;0;0;0;1;5;0;23;0;0;1;4;0;0
61480;0;0;0;1;0;22;20;0;0;0;0;0;0;0;1;0;0;0;6;0;12;0;0;2;0;0;0;0;53;0;4;0;0;220;0;0;0;1;0;0;0;0;0;0;1;0;13;3;0;0;0;0;0;0;3;0;11;0;0;1;3;5;0;1;0;0;0;10;0;13;0;1;0;1;0;0
61639;3;0;0;2;1;18;18;0;1;1;0;10;0;2;3;0;0;2;6;0;12;1;0;1;0;0;0;0;43;0;19;0;0;80;0;0;0;0;0;0;0;0;0;0;0;9;55;4;0;0;0;0;0;0;3;11;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0
61745;1;0;0;3;0;23;21;0;0;1;0;2;1;0;1;0;0;3;12;1;24;0;0;4;0;1;0;0;51;0;3;0;0;160;1;0;0;0;0;0;0;0;1;0;0;5;24;4;0;0;0;0;0;0;12;0;8;1;1;2;7;2;0;0;1;0;1;22;0;6;2;0;2;2;0;0
61957;0;0;0;0;0;21;17;0;0;0;0;5;0;3;1;0;0;3;3;0;21;0;0;1;0;0;0;0;50;0;7;0;0;66;1;0;0;1;0;0;0;0;2;0;0;12;24;1;0;0;0;0;0;0;10;0;12;0;0;0;1;2;0;0;1;0;1;8;0;24;0;1;1;3;0;0
62010;0;0;0;1;0;23;26;0;10;0;0;2;0;0;0;0;0;9;4;0;28;0;0;0;0;0;0;0;49;0;9;0;0;180;0;0;0;0;0;0;0;0;1;0;1;2;14;1;0;0;0;0;0;0;3;10;0;0;0;1;1;5;0;0;0;0;1;0;0;19;0;0;2;1;0;0
62169;1;0;0;1;2;11;11;0;1;0;0;1;0;0;3;0;0;3;1;0;6;1;0;2;0;0;0;8;43;0;0;0;0;24;0;0;0;0;0;0;0;0;1;0;0;11;40;3;0;1;0;0;0;0;2;5;0;0;0;0;0;0;0;0;1;0;0;0;0;7;0;0;0;0;0;0
62275;0;0;0;2;0;11;23;0;0;0;0;1;1;0;0;0;0;3;1;0;33;0;0;1;0;0;0;0;60;0;10;0;0;123;1;0;0;4;0;0;0;0;4;0;0;3;22;3;0;0;0;0;0;0;1;0;28;0;0;2;7;5;0;0;1;0;1;3;0;25;0;0;0;4;0;0
62487;0;0;0;1;0;34;31;0;0;1;0;5;2;1;2;0;0;6;8;0;37;0;1;1;0;0;0;1;99;0;15;0;0;910;2;0;0;0;0;0;0;0;4;0;0;2;25;3;0;0;0;0;0;0;1;0;21;0;0;2;6;8;1;0;1;0;0;6;0;39;0;0;0;3;0;0
62540;0;0;1;5;0;18;39;0;0;0;0;2;1;4;0;0;1;1;7;0;37;0;0;1;0;2;0;0;79;0;8;0;0;450;2;1;1;0;0;0;0;0;6;0;5;2;9;5;0;0;0;0;0;0;10;15;0;0;0;1;5;4;0;0;0;0;0;8;0;15;1;0;0;2;0;0
62593;0;0;0;1;0;6;36;0;0;1;0;17;1;8;1;0;0;1;10;0;23;1;0;9;0;0;1;0;86;0;10;0;0;190;2;0;0;0;0;0;0;1;2;0;14;6;36;2;0;0;0;0;0;0;6;7;0;0;0;1;2;3;0;0;0;0;0;14;0;6;0;0;0;2;0;0
62699;1;0;0;2;2;3;18;0;0;1;0;14;0;2;1;0;0;2;3;0;13;0;0;6;1;0;0;0;19;0;3;0;0;13;0;0;0;0;0;0;0;0;0;0;12;22;60;0;0;0;0;0;0;0;5;9;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0
62911;0;0;0;0;0;6;15;0;1;0;0;8;1;0;5;0;1;4;3;0;40;1;0;0;0;0;0;0;48;0;12;0;0;92;0;0;0;0;0;0;0;0;0;0;1;9;55;4;0;0;0;0;0;0;2;0;22;0;2;0;0;0;0;0;0;0;1;7;0;12;0;0;0;0;2;0
62964;0;0;0;0;1;1;11;0;0;1;0;4;0;0;1;0;0;1;1;0;19;0;0;2;0;2;0;0;33;0;8;0;0;26;1;0;0;0;0;0;0;0;0;0;0;3;30;1;0;0;0;0;0;0;5;2;0;0;1;1;1;0;0;0;0;0;1;0;0;5;0;0;1;0;0;0
63017;0;0;0;2;0;24;48;0;0;1;0;4;0;0;0;0;0;3;2;0;28;0;0;4;0;2;0;1;110;0;9;1;0;250;1;0;0;1;0;0;0;0;0;0;0;11;46;2;0;1;0;0;0;0;5;0;0;0;0;0;7;3;0;0;0;0;1;10;0;30;0;0;0;5;2;0
63123;0;0;0;1;0;3;14;0;0;0;0;9;0;0;0;0;0;1;4;0;13;0;0;0;0;0;0;0;40;0;8;0;0;80;0;0;0;0;0;0;0;0;0;0;1;8;40;1;0;0;0;0;0;0;7;0;0;0;0;0;1;1;0;0;0;0;1;0;0;2;1;0;1;1;0;0
63229;0;0;0;4;0;4;20;0;0;2;0;11;0;1;4;0;0;1;3;0;20;0;0;2;1;0;0;1;57;0;0;0;0;69;2;0;0;0;0;0;0;0;0;0;0;5;43;1;0;0;0;0;0;0;2;8;0;0;0;3;0;0;0;0;0;0;5;15;0;8;0;0;0;3;2;0
63282;0;0;0;4;0;13;42;0;0;1;0;16;0;1;1;0;1;2;4;1;36;1;3;5;0;1;0;0;103;0;7;0;0;107;1;0;0;0;0;0;0;0;0;0;0;4;20;4;0;0;0;0;0;0;10;0;18;0;0;1;4;1;0;0;0;0;1;17;0;17;1;0;0;3;1;0
63335;0;0;0;2;0;16;50;0;0;1;0;5;0;0;0;0;0;0;10;0;34;0;0;1;0;0;0;0;73;0;1;1;0;56;0;0;0;0;0;0;0;0;0;0;0;3;25;4;0;0;0;0;0;0;11;18;0;0;0;1;2;1;0;0;0;0;0;0;0;13;0;0;0;3;1;0
63494;0;0;0;2;0;5;15;0;0;0;0;15;0;1;2;0;1;2;7;0;10;2;0;1;0;0;0;1;58;0;0;1;0;31;0;0;0;0;0;0;0;0;0;2;0;16;46;4;0;0;0;0;0;0;3;3;0;0;0;0;0;3;0;0;1;0;1;0;0;1;0;0;1;0;0;0
63547;0;0;0;1;0;20;23;0;1;8;1;17;1;1;2;0;0;1;2;0;45;0;0;6;0;1;0;0;108;0;0;0;0;112;0;0;0;0;0;0;0;0;0;0;1;1;19;0;0;1;0;0;0;0;12;1;1;0;0;3;6;2;0;0;1;0;0;7;0;16;0;0;1;4;0;0
63600;0;0;1;2;0;19;32;0;0;0;0;16;0;2;2;0;0;6;6;0;34;0;0;0;0;1;0;0;97;0;0;0;0;135;2;0;0;1;0;0;0;0;0;0;0;2;10;1;0;0;0;0;0;1;2;3;0;0;0;2;9;3;0;0;0;0;1;5;0;17;0;0;0;2;0;0
63759;0;0;0;4;0;4;32;0;0;2;0;23;0;14;1;0;1;0;13;0;23;1;0;2;0;0;0;0;71;0;1;1;0;145;0;0;0;0;0;0;0;0;0;0;1;18;76;1;0;0;0;0;0;0;20;4;0;0;0;0;0;0;0;0;0;0;1;4;0;6;2;0;0;2;1;0
63812;0;0;0;3;0;2;40;0;0;0;0;11;0;12;0;0;0;1;15;0;11;1;0;0;2;0;0;0;71;0;1;0;0;13;0;0;0;0;0;0;0;0;0;0;0;29;60;1;0;0;0;0;0;0;27;0;0;0;0;1;2;0;0;0;0;0;0;0;0;3;1;0;1;1;1;0
63971;0;0;0;4;0;18;30;0;0;1;0;17;1;1;0;0;2;2;0;0;14;0;1;0;0;0;0;5;96;0;0;0;0;110;0;0;0;0;0;0;0;1;0;0;0;2;40;3;0;0;0;0;0;0;2;5;0;0;0;1;4;0;0;0;0;0;0;9;0;11;0;0;0;4;0;0
64077;0;0;0;4;0;27;36;0;0;3;0;7;0;0;0;0;1;2;3;0;17;0;1;0;0;0;0;0;106;0;2;0;0;150;1;0;0;0;0;0;0;0;0;0;0;2;15;1;0;0;0;0;0;0;0;2;0;1;0;2;5;1;0;0;0;0;0;12;0;10;0;0;0;3;0;0
64130;0;0;0;0;0;26;42;0;0;0;0;5;0;0;1;0;0;0;1;0;17;0;0;0;0;0;0;0;81;0;1;0;0;133;2;0;0;0;0;0;0;0;1;0;1;0;11;1;0;0;0;0;0;0;0;0;1;0;0;3;6;3;0;0;0;5;0;5;0;12;0;0;0;9;0;0
64289;0;0;0;1;0;29;48;0;1;5;0;18;3;0;2;0;1;2;1;0;14;0;1;0;0;1;0;1;193;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;3;49;1;0;0;0;0;0;0;2;2;0;0;0;0;4;3;1;1;0;0;1;16;0;6;0;0;0;4;0;0
64395;0;0;0;2;0;4;47;0;0;1;0;4;1;0;0;0;0;0;3;0;4;0;0;0;0;1;0;0;82;0;0;1;0;225;1;0;0;0;0;0;0;0;0;0;0;7;84;1;0;0;0;0;0;0;2;0;1;0;1;0;2;0;0;0;0;0;0;2;0;2;0;1;0;2;0;0
64501;0;0;0;1;0;3;110;0;0;1;0;2;0;0;0;0;1;0;6;0;1;0;0;0;0;2;0;0;66;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;4;79;1;0;0;0;0;0;0;4;0;0;0;1;3;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0
64554;0;0;0;2;0;2;78;0;0;0;0;2;0;0;0;0;0;1;1;0;0;1;0;0;0;2;0;0;49;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;16;73;2;0;0;0;0;0;0;5;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0
64607;0;0;0;0;0;1;99;0;0;0;0;5;0;2;0;0;1;1;2;0;10;1;0;0;0;3;0;0;53;0;0;0;0;140;1;0;0;0;0;0;0;0;0;0;0;5;54;0;0;0;0;0;0;0;3;1;0;2;0;2;4;2;0;0;0;0;0;5;0;1;0;0;0;4;0;0
64660;0;0;0;7;0;6;122;0;0;1;0;4;0;0;0;0;0;0;2;0;10;0;0;0;0;0;0;0;85;0;0;0;0;170;4;0;0;0;0;0;0;0;0;0;0;6;90;0;0;0;0;0;0;0;0;0;0;0;2;4;2;1;0;0;0;0;0;0;0;2;0;0;0;4;0;0
64713;2;0;0;2;0;2;20;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;13;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;60;125;1;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
64819;2;0;0;1;0;1;53;0;0;1;0;2;0;1;1;0;0;0;3;0;0;0;0;0;1;1;0;0;27;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;41;95;0;0;0;0;0;0;0;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
64925;2;0;0;5;0;3;74;0;0;0;0;2;0;3;0;0;0;0;4;0;0;0;0;3;3;2;1;0;20;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;32;111;0;0;0;0;0;0;0;8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;0;0
65031;0;0;0;3;0;1;55;0;0;1;0;2;0;4;0;0;0;0;2;0;3;0;0;0;3;0;0;0;24;0;1;0;0;16;0;0;1;0;0;0;0;0;0;0;0;26;63;0;0;0;0;0;0;0;14;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0
65137;0;1;0;8;0;2;44;0;0;0;0;1;0;8;0;0;0;0;8;0;3;1;0;0;2;1;1;0;19;0;0;0;0;120;0;0;0;0;0;0;0;1;0;0;0;67;151;0;0;0;0;1;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0
65190;1;0;0;2;0;1;25;0;0;2;0;0;0;11;0;0;0;0;6;0;1;0;0;0;0;1;0;0;6;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;100;68;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
65243;5;0;0;10;0;1;28;0;0;0;0;1;0;8;0;0;0;0;6;0;0;0;0;0;0;0;0;0;11;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;45;81;0;0;0;0;0;0;0;20;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;4;0;0;0
65455;0;0;0;7;0;1;26;0;0;0;0;0;0;25;0;0;0;0;13;0;0;0;0;1;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;65;76;0;0;0;0;0;0;0;50;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
65561;0;0;0;9;0;0;33;0;1;0;0;1;0;47;0;0;0;0;26;0;0;0;0;0;0;0;1;0;4;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;32;42;1;0;0;0;0;0;0;50;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;6;0;0;0
65667;0;1;0;17;0;0;31;0;0;2;0;0;0;47;1;0;0;0;65;0;2;0;0;0;0;1;2;0;10;0;0;0;0;60;0;0;0;0;0;1;0;0;0;0;1;28;22;1;0;0;0;0;0;0;96;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0
65720;0;1;0;12;0;1;17;0;0;1;0;0;0;40;0;0;0;0;34;0;0;1;0;0;0;0;3;0;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;4;0;9;17;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0
65985;0;0;0;5;0;5;41;0;0;0;0;0;0;30;0;0;0;1;67;0;0;0;0;0;0;1;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;12;21;0;0;0;0;0;0;1;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0
66250;0;0;0;11;0;0;32;0;0;0;0;0;0;40;0;0;0;0;60;0;0;0;0;0;1;2;2;0;7;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;6;23;24;0;0;0;0;0;0;0;112;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0
66515;0;0;0;6;0;1;41;0;0;0;0;0;0;11;0;0;0;0;95;0;0;0;0;0;0;0;3;0;3;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;10;10;0;0;0;0;0;0;0;100;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;3;2;0;0
66727;0;2;0;12;0;4;38;0;0;1;0;0;0;22;0;0;0;0;97;0;0;0;0;0;0;0;5;0;8;0;0;0;0;140;0;0;1;0;0;0;0;0;0;1;0;33;37;1;0;0;0;0;0;0;134;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;6;1;0;0
66780;0;1;0;11;0;1;45;0;0;0;0;0;0;13;0;0;0;0;102;0;0;0;0;0;0;2;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;11;11;0;0;0;0;0;0;0;110;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
67045;0;0;0;5;0;4;35;0;0;0;0;0;0;4;0;0;0;0;81;0;0;0;0;0;0;1;4;0;7;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;5;8;0;0;0;0;0;0;0;125;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;4;1;0;0
67257;0;0;0;4;0;2;62;0;0;1;0;1;4;0;0;0;0;0;61;0;1;0;0;0;0;1;1;0;19;0;0;0;0;174;0;0;0;0;0;0;0;0;0;2;0;5;22;1;0;0;0;0;0;0;75;1;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;4;1;0;0
67469;0;0;0;0;0;5;73;0;0;0;0;0;0;0;0;0;1;0;8;0;0;0;0;0;0;4;3;0;35;0;0;0;0;200;4;0;0;0;0;0;0;0;0;1;0;3;24;0;0;0;0;0;0;0;19;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;0;2;4;0;0
67575;0;0;0;1;0;20;101;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;1;1;0;56;0;1;0;0;17;4;0;0;0;0;0;0;0;0;0;0;1;14;0;0;0;0;0;0;0;0;0;1;0;0;1;6;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0
67787;0;0;0;1;0;33;114;0;0;0;0;0;0;1;0;0;0;0;0;0;8;0;1;1;0;1;0;0;61;0;0;1;0;600;38;0;0;0;0;0;0;0;0;0;0;1;13;4;0;0;0;0;0;0;0;0;0;0;0;4;5;0;0;0;0;0;0;0;0;2;0;1;0;2;0;0
67840;0;0;0;0;0;21;80;0;0;0;0;0;0;0;0;0;1;4;0;0;3;1;0;0;0;4;0;0;57;0;1;0;0;150;14;0;0;0;0;0;0;0;0;0;0;0;11;1;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
68105;1;0;0;2;0;33;41;0;0;0;0;2;0;2;0;0;0;2;9;0;9;0;1;0;0;1;0;0;83;0;3;0;0;13;9;0;0;0;0;0;0;0;0;0;1;2;7;0;0;0;0;0;0;0;4;0;1;0;1;1;4;0;0;0;0;0;0;0;0;3;0;0;0;5;0;0
68317;1;0;0;0;0;31;34;0;0;2;0;5;1;1;1;0;0;7;3;0;0;8;0;0;0;1;0;0;55;0;1;0;0;210;3;0;0;1;0;1;0;0;0;0;0;6;17;1;0;0;0;0;0;0;0;0;0;0;1;4;6;0;0;0;1;0;0;14;0;3;0;0;1;2;0;0
68370;0;0;0;2;0;50;41;0;0;2;0;4;1;0;0;0;0;5;1;0;2;1;0;0;0;0;1;2;78;0;2;0;0;5;2;0;0;0;0;0;0;0;0;0;0;3;11;3;0;0;0;0;0;0;4;0;0;0;2;0;9;0;0;0;0;0;0;0;0;3;0;1;0;4;0;0
68635;1;1;0;0;0;3;71;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;3;0;0;23;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;30;110;0;0;0;0;0;0;0;6;0;2;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;2;0;0
