Age;Abies;Acer_Campestre;Alisma;Alnus;Armeria;Artemisia;Betula;Boraginaceae;Botrychium;Erica_Spiculifolia;Buxus;Vulgaris;Campanulaceae;Carpinus;Caryophyllaceae;Cedrus;Centaurea;Amaranthaceae;Corylus;Crassulaceae;Cyperaceae;Caprifoliaceae;Ephedra;Ericaceae;Fagus;Filipendula;Fraxinus;Gentiana;Poaceae;Hedera;Helianthemum;Hippophae;Ilex;Isoetes;Juniperus;Lamiaceae;Fabaceae;Lemna;Liliaceae;Lycopodium;Trifoliata;Mercurialis;Myriophyllum;Nymphaea;Osmunda;Picea;Pinus;Plantago;Plantago_Lanceolata;Polygonum;Polypodium;Populus;Potamogeton;Quercus_Robur;Quercus_Ilex;Ranunculaceae;Ranunculus;Rhamnus;Rosaceae;Rubiaceae;Rumex;Salix;Minor;Officinalis;Saxifraga;Scrophularia;Selaginella;Sphagnum;Taxus;Thalictrum;Tilia;Angustifolia;Ulmus;Apiaceae;Valeriana;Vitis
33867;1;0;0;0;2;18;25;0;0;0;0;0;0;0;3;0;0;4;3;0;17;1;0;0;0;2;0;1;80;0;2;0;0;70;0;0;0;0;0;0;0;0;5;0;0;1;26;4;0;0;0;0;0;0;7;0;27;0;0;2;8;0;0;0;0;0;1;0;0;6;1;0;0;1;0;0
34132;0;0;0;1;0;8;13;0;0;0;0;0;0;0;1;0;0;2;0;0;11;0;0;0;0;2;0;1;65;0;0;0;0;10;1;0;0;0;0;0;0;0;3;0;0;0;21;1;0;1;0;0;0;0;1;0;8;0;0;5;2;2;0;0;3;0;0;0;0;5;0;0;0;1;1;0
34450;0;0;0;0;0;7;24;0;0;0;0;2;0;0;1;0;0;0;0;1;7;0;0;0;0;0;0;0;81;0;4;0;0;4;1;0;0;0;0;0;0;0;10;0;0;0;20;3;0;0;0;0;0;0;1;0;15;0;2;0;3;1;0;0;1;0;0;0;0;9;0;0;0;1;0;0
34715;0;0;0;0;1;12;6;0;0;0;0;1;1;0;2;0;0;2;0;3;5;0;0;0;0;0;0;1;56;0;1;0;0;6;0;0;0;0;0;0;0;0;11;0;0;1;11;1;0;0;0;0;0;0;2;0;17;0;0;0;4;2;0;0;0;0;0;0;0;7;0;0;0;0;0;0
35086;0;0;0;1;0;6;16;0;0;0;0;1;0;0;0;0;0;2;0;2;10;0;0;0;0;1;0;0;40;0;3;0;0;12;1;0;0;0;1;0;0;0;4;0;0;1;6;3;0;0;0;0;0;0;0;0;4;0;0;1;6;1;0;0;0;0;0;0;0;5;0;0;0;2;0;0
35245;0;0;0;0;0;8;18;0;0;0;0;0;0;0;1;0;0;0;0;1;12;1;0;0;0;0;0;0;68;0;3;0;0;10;1;0;0;0;0;0;0;0;10;0;0;0;12;1;0;0;0;0;0;0;0;0;11;0;1;1;5;0;0;0;0;0;0;0;0;4;0;1;0;3;0;0
35457;0;0;0;0;0;22;21;0;0;0;0;0;0;0;0;0;1;1;1;0;17;1;0;0;0;0;0;0;80;0;4;1;0;13;2;0;0;0;0;0;0;0;6;0;0;0;27;3;0;0;0;0;0;0;0;0;11;0;0;2;5;3;0;1;0;0;0;0;0;6;0;0;0;1;0;0
35881;0;0;0;0;0;13;12;0;0;0;0;2;0;0;1;0;0;0;0;1;14;1;0;0;0;3;0;0;76;0;4;0;0;7;2;0;0;0;0;0;0;0;6;0;0;0;28;2;0;0;0;0;0;0;0;0;13;0;2;0;2;1;0;0;0;0;0;0;0;11;0;0;0;2;0;0
35987;0;0;2;0;0;20;27;0;0;0;0;2;0;0;1;0;0;4;0;0;15;2;0;2;0;2;0;1;96;0;8;1;0;40;2;0;0;0;0;0;0;0;6;0;0;1;53;4;0;0;0;0;0;0;0;0;22;0;0;1;8;1;0;0;1;0;1;0;0;9;0;0;1;4;0;0
36305;0;0;5;0;1;10;23;0;0;0;0;1;0;0;3;2;0;3;1;0;13;1;0;1;0;1;0;0;82;0;1;0;0;50;4;0;0;0;0;0;0;0;8;0;0;1;36;2;0;0;0;0;0;0;0;0;9;0;0;4;10;4;0;0;2;0;0;0;0;12;0;0;0;0;0;0
36570;0;0;1;0;0;15;20;0;1;0;0;4;0;0;1;0;1;3;0;0;11;1;0;1;0;4;0;1;87;0;5;0;0;10;3;0;0;0;0;0;0;0;13;0;0;0;120;2;0;0;0;0;0;0;1;0;22;0;1;2;2;0;0;0;0;0;0;0;0;12;0;0;0;6;1;0
36888;0;0;2;0;0;18;25;0;0;0;0;2;0;0;2;0;0;2;0;0;13;0;1;0;0;4;0;0;106;0;10;0;0;60;2;0;1;0;0;0;0;0;20;0;0;1;57;2;0;0;0;0;0;0;0;0;16;0;0;3;9;0;0;0;1;0;0;0;0;7;0;0;0;0;0;0
37153;0;0;2;0;0;21;18;0;0;0;0;0;0;0;1;0;0;2;1;1;14;1;0;0;0;0;0;0;105;0;6;0;0;10;1;0;0;0;0;0;0;0;3;0;0;1;46;2;0;0;0;0;0;0;0;0;25;0;3;1;4;1;0;0;1;0;0;0;0;12;0;0;0;4;2;0
37312;0;0;0;0;1;14;20;0;0;1;0;2;0;0;1;0;1;3;0;0;3;1;0;0;0;0;0;1;71;0;1;0;0;80;1;0;0;0;0;0;0;0;2;0;0;1;23;3;0;0;0;0;0;0;1;0;21;0;1;0;6;1;0;0;4;0;0;0;0;4;0;0;0;3;0;0
37577;0;0;2;0;0;12;32;0;1;0;0;2;0;0;3;0;0;2;0;0;20;0;0;0;0;2;1;0;70;0;5;0;0;120;3;0;0;0;0;0;0;0;5;0;0;0;41;6;0;0;0;0;0;1;0;0;22;0;0;2;4;1;0;0;0;0;0;0;0;6;0;0;0;2;1;0
37895;0;0;0;0;0;13;20;0;0;0;0;0;1;0;1;0;0;4;0;0;15;1;2;0;0;1;0;0;95;0;3;0;0;20;1;0;0;0;0;0;0;0;8;0;0;0;23;2;0;0;0;0;0;1;1;0;30;0;0;2;4;2;0;0;0;0;0;0;0;7;0;0;0;0;0;0
38213;0;0;0;0;0;8;15;0;0;0;0;1;1;0;1;0;0;0;0;0;20;1;0;0;0;6;0;0;72;0;3;0;0;7;5;0;0;0;0;0;0;0;25;0;0;1;48;2;0;0;0;0;0;0;0;0;23;0;1;1;6;2;0;0;1;0;0;0;0;13;0;0;0;4;0;0
38372;0;0;2;0;1;17;26;0;0;0;0;1;0;0;2;0;0;3;0;0;28;0;1;0;0;3;0;0;105;0;2;0;0;11;5;0;0;0;0;0;0;0;33;0;0;1;31;8;0;0;0;0;0;0;0;0;37;0;1;4;5;3;0;0;3;0;0;0;0;6;0;0;0;2;0;0
38637;0;0;0;0;0;7;23;0;1;0;0;0;0;0;1;0;0;2;0;0;11;0;0;0;0;2;0;1;100;0;6;0;0;1;1;0;0;0;0;0;0;0;70;0;0;0;9;1;0;0;0;0;1;0;0;0;11;0;0;3;10;2;0;0;1;0;0;0;0;5;0;0;0;1;0;0
38796;0;0;1;0;0;7;17;0;0;1;0;0;0;0;0;0;0;3;0;0;25;0;0;0;0;0;0;0;80;0;3;0;0;10;1;0;0;0;0;0;0;0;4;0;0;0;24;1;0;0;0;0;0;1;0;0;17;0;0;0;6;1;0;0;0;0;0;0;0;13;0;0;0;1;0;0
39008;0;0;0;0;1;17;15;0;1;0;0;0;0;1;0;0;0;4;1;1;11;0;0;0;0;2;0;0;75;0;4;0;0;5;0;0;0;0;0;0;0;0;9;0;0;1;37;2;0;0;0;0;0;0;1;0;26;0;0;1;5;5;0;0;1;0;0;0;0;13;0;0;0;2;0;0
39167;0;0;0;0;1;12;18;0;0;0;0;0;0;0;2;0;0;2;0;0;9;0;0;0;0;1;0;0;58;0;1;0;0;2;0;0;0;0;0;0;0;0;4;0;0;0;26;0;0;0;0;0;0;0;0;0;6;0;2;2;7;1;0;0;1;0;0;0;0;9;0;0;0;1;0;0
39485;0;0;0;0;0;9;22;0;1;0;0;0;0;0;1;0;0;3;0;0;4;0;0;3;0;0;0;0;80;0;6;0;0;4;1;0;0;0;0;0;0;0;62;0;0;0;13;1;0;0;0;0;0;0;0;0;12;0;2;2;1;0;0;0;0;0;0;0;0;9;0;0;0;2;1;0
39750;0;0;1;1;0;4;10;0;0;0;0;0;0;0;1;0;0;3;0;0;15;0;0;0;0;2;0;0;86;0;5;0;0;2;3;0;0;0;0;0;0;0;18;0;0;0;17;5;0;0;0;0;0;0;0;0;14;0;1;6;7;1;0;0;0;0;0;0;0;6;0;0;0;2;0;0
40015;0;0;0;0;0;12;28;0;0;0;0;1;2;0;1;0;0;3;0;0;9;0;0;0;0;2;0;0;74;0;10;0;0;2;4;0;0;0;0;0;0;0;37;0;0;0;60;0;0;0;0;0;0;0;0;0;16;0;1;2;0;0;0;0;1;0;0;0;0;3;0;0;0;2;0;0
40333;0;0;1;1;0;10;22;0;0;0;0;4;0;0;1;0;1;1;1;1;7;1;0;1;0;2;0;0;65;0;2;0;0;80;1;0;1;0;0;0;0;0;5;0;0;1;145;3;0;0;0;0;0;0;1;0;14;0;1;1;11;3;0;0;0;0;0;0;0;13;0;0;0;1;0;0
40492;0;0;1;1;1;28;37;0;0;0;0;0;2;0;4;1;0;9;2;3;15;1;0;0;0;0;0;0;90;0;5;0;0;20;0;0;0;0;0;0;0;0;3;0;0;2;17;1;0;0;0;0;0;0;1;0;17;0;0;0;13;4;0;0;0;0;0;0;0;16;0;0;0;2;0;0
40651;0;0;0;0;0;23;24;0;0;0;0;1;1;0;0;0;0;3;0;0;29;0;0;1;0;3;0;0;105;0;1;0;0;30;3;0;0;0;0;0;0;0;2;0;0;1;22;5;0;0;0;0;0;0;1;0;14;0;2;2;6;4;0;0;1;0;0;0;0;7;0;0;0;1;0;0
40969;0;0;0;1;1;7;23;0;0;0;0;1;0;0;1;0;0;1;1;0;10;0;0;0;0;2;0;0;71;0;6;0;0;20;2;0;0;0;0;0;0;0;6;0;0;0;18;4;0;0;0;0;0;0;0;0;5;0;1;0;6;2;0;0;0;0;0;0;0;9;0;0;0;1;0;0
41128;0;0;0;0;0;8;11;0;0;0;0;0;0;0;1;0;0;1;1;1;13;0;0;0;0;0;0;1;70;0;1;0;0;4;1;0;1;0;0;0;0;0;1;0;0;1;21;2;0;0;0;0;0;0;0;0;7;0;0;2;5;0;0;0;0;0;0;0;0;9;0;0;0;2;1;0
41499;0;0;0;0;0;7;9;0;0;0;0;2;1;0;0;0;0;2;0;0;6;1;0;0;0;4;0;0;71;0;2;0;0;2;2;0;0;0;0;0;0;0;5;0;0;1;50;0;0;0;0;0;0;0;1;0;4;0;1;2;4;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0
41817;0;0;0;0;0;13;15;0;0;0;0;6;0;0;1;0;0;0;0;0;7;0;0;1;0;8;0;1;96;0;2;0;0;60;2;0;0;0;0;0;0;0;4;0;0;0;85;1;0;0;0;0;0;0;0;0;10;0;0;2;0;1;0;0;0;0;0;0;0;6;0;0;0;7;0;0
42135;0;0;0;0;0;2;4;0;0;0;0;3;0;0;0;1;0;2;0;0;2;0;0;3;0;2;0;0;17;0;4;0;0;5;1;0;0;0;0;0;0;0;10;0;0;0;105;0;0;0;0;0;0;1;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0
42294;0;0;0;0;0;3;22;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;1;0;3;0;0;62;0;1;1;0;3;5;0;0;0;0;0;0;0;20;0;0;0;9;2;0;0;0;0;0;0;1;0;20;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0
42559;0;0;0;0;0;20;30;0;0;0;0;1;1;0;2;0;0;1;1;1;6;0;0;0;0;0;0;1;60;0;6;0;0;70;1;0;0;0;0;0;0;0;2;0;0;1;5;0;0;0;0;0;0;0;0;0;21;0;2;2;11;1;0;0;2;0;0;0;0;11;0;0;0;3;0;0
42877;0;0;0;3;1;25;37;0;0;1;0;0;0;0;4;0;0;4;2;0;7;1;1;0;0;0;0;0;80;0;12;0;0;50;0;0;0;0;0;0;0;0;1;0;1;0;7;1;0;0;0;0;0;0;4;0;17;0;2;2;5;5;0;0;1;0;0;0;0;11;0;0;1;1;0;0
43195;0;0;17;0;0;17;12;0;0;0;0;0;1;0;2;0;0;3;1;0;4;1;2;0;0;1;0;1;57;0;7;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;9;3;0;0;0;0;0;0;2;0;14;0;0;1;5;1;0;0;3;0;0;0;0;14;0;0;0;1;0;0
43407;0;0;12;0;1;6;18;0;0;0;0;0;0;0;1;1;0;1;2;0;11;0;0;0;0;0;0;0;76;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;6;1;0;0;0;0;0;0;1;0;26;0;0;1;8;2;0;0;1;0;2;0;0;12;0;0;0;3;0;0
43619;0;0;1;1;0;20;10;0;0;0;0;0;0;0;0;0;0;1;0;1;13;0;0;0;0;1;0;2;60;0;2;0;0;2;3;0;0;0;0;0;0;0;1;0;0;0;8;4;0;0;0;0;0;0;1;0;17;0;2;1;8;4;0;0;2;0;0;0;0;8;0;0;0;3;0;0
43778;0;0;0;0;0;6;21;0;0;0;0;1;1;0;0;0;1;2;0;0;17;0;0;0;0;8;0;1;87;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;7;2;0;0;0;0;0;0;1;0;18;0;0;2;4;3;0;0;0;0;0;0;0;8;0;0;0;1;1;0
44096;0;0;1;0;1;7;14;0;0;0;0;1;0;0;0;0;0;0;0;0;17;0;0;0;0;2;0;0;62;0;1;0;0;1;1;0;0;0;1;0;0;0;2;0;0;0;3;4;0;0;0;0;0;0;0;0;11;0;1;1;4;1;0;1;1;0;0;0;0;7;0;0;0;1;0;0
44308;1;0;9;1;1;17;21;0;0;0;0;1;0;0;2;0;0;6;2;0;20;0;0;0;0;0;0;0;77;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;6;0;0;0;1;1;7;2;0;0;0;0;0;0;0;7;1;0;0;2;1;0
44573;0;0;0;1;0;17;6;0;0;0;0;1;0;0;0;0;0;1;1;0;16;0;1;0;0;1;0;0;54;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;0;0;0;0;0;0;1;0;0;0;1;1;2;2;0;1;0;0;0;0;0;11;0;0;0;3;0;0
44732;0;0;0;0;0;7;14;0;0;0;0;1;1;0;0;0;0;0;0;0;18;1;0;0;0;1;0;0;50;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;2;0;0;0;0;1;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
44891;0;0;0;0;0;10;21;0;0;0;0;1;0;0;0;0;0;1;0;1;28;1;0;0;0;2;0;0;96;0;3;1;0;0;0;0;2;0;0;0;0;0;8;0;0;0;20;10;0;0;0;0;0;1;3;0;15;0;0;1;5;0;0;2;1;0;0;0;0;11;0;0;1;2;1;0
45262;0;0;0;0;0;7;25;0;0;0;0;1;0;0;0;0;0;1;3;0;20;0;0;1;0;1;0;2;72;0;3;1;0;4;0;0;0;0;0;0;0;0;8;0;0;0;4;7;0;0;0;0;0;0;2;0;10;0;1;3;2;0;0;1;0;0;0;0;0;6;0;0;0;3;0;0
45898;0;0;0;1;0;11;53;0;0;0;0;2;0;0;1;0;0;1;0;0;21;0;0;0;0;2;0;1;130;0;2;0;0;120;0;0;0;0;0;0;0;0;7;0;0;0;11;2;0;0;0;0;0;0;0;0;16;0;1;3;6;2;0;0;0;0;0;0;0;10;0;0;0;0;1;0
46216;0;0;0;0;0;20;20;0;0;0;0;0;1;0;0;0;0;3;2;0;4;0;0;1;0;2;0;1;72;0;2;0;0;10;2;0;0;0;0;0;0;0;2;0;0;0;7;1;0;0;0;0;0;0;2;0;6;0;0;1;5;1;0;0;0;0;0;0;0;13;0;0;0;2;0;0
46375;0;0;0;0;0;10;36;0;0;0;0;1;1;0;0;0;0;1;0;0;21;1;0;0;0;2;0;1;65;0;2;0;0;20;0;0;0;0;0;0;0;0;1;0;0;0;11;3;0;0;0;0;0;0;1;0;5;0;4;0;2;0;0;0;1;0;0;0;0;13;0;0;0;1;0;0
46640;0;0;0;1;0;8;22;0;0;0;0;0;0;0;1;0;0;1;1;0;10;0;0;0;0;1;0;0;60;0;0;1;0;10;0;0;0;0;0;0;0;0;0;0;0;1;7;1;0;0;0;0;0;0;1;0;7;0;0;0;4;2;0;0;0;0;0;0;0;10;0;0;0;5;0;0
46958;1;0;0;0;0;5;40;0;0;0;0;3;0;0;0;0;0;2;0;0;6;0;0;1;0;0;1;0;80;0;1;0;0;25;3;0;0;0;1;0;0;0;0;0;0;2;25;0;0;0;0;0;0;0;0;0;8;0;1;2;5;2;0;0;0;0;0;0;0;5;0;0;0;3;0;0
47223;0;0;0;0;0;3;41;0;0;0;0;2;2;0;0;0;1;0;0;0;11;0;1;0;0;2;0;1;72;0;1;0;0;300;0;0;0;0;1;0;0;0;0;0;0;5;40;1;0;0;0;0;0;0;1;0;3;0;1;1;1;0;0;0;0;0;0;0;0;3;0;0;0;4;0;0
47435;0;0;0;0;0;5;43;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2;0;1;0;4;0;0;80;0;0;1;0;450;1;0;0;0;0;0;0;0;0;0;0;4;35;4;0;0;0;0;0;0;0;0;4;0;0;3;1;0;0;0;0;0;0;0;0;4;0;0;0;2;0;0
47700;0;0;0;0;0;3;31;0;0;0;0;3;0;0;0;0;0;1;0;0;3;1;1;1;0;8;0;0;85;0;3;0;0;300;3;0;0;0;0;0;0;0;1;0;0;1;21;1;0;0;0;0;0;0;1;0;8;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;8;0;0
47965;0;0;0;0;0;10;16;0;0;0;0;3;0;0;1;0;0;0;2;0;12;1;0;0;0;2;0;1;77;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;11;3;0;0;0;0;0;0;1;0;5;0;1;1;3;0;0;0;0;0;0;0;0;6;0;0;0;3;0;0
48230;0;0;0;0;0;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0;27;1;0;0;0;2;0;0;90;0;2;0;0;9;2;0;1;0;0;0;0;0;1;0;0;1;29;8;0;0;0;0;0;0;0;0;14;0;0;2;2;1;0;0;0;0;0;0;0;7;0;0;0;4;0;0
48601;0;0;0;0;0;18;42;0;0;0;0;2;0;0;0;0;0;1;0;0;23;0;0;0;0;2;0;0;110;0;3;0;0;200;4;0;0;0;0;0;0;0;0;0;0;2;8;6;0;0;0;0;0;0;2;0;30;0;1;0;6;2;0;0;1;0;1;0;0;0;0;0;0;4;1;0
48760;0;0;0;1;0;26;33;0;0;0;0;2;0;3;0;0;0;8;3;0;37;1;0;1;0;1;0;1;148;0;9;0;0;120;1;0;0;6;0;0;0;0;4;0;0;0;18;2;0;0;0;0;0;0;5;0;74;0;0;0;7;4;0;0;2;0;0;3;0;21;0;0;0;4;0;0
49025;0;0;0;0;1;31;50;0;0;0;0;9;0;0;1;0;0;5;8;0;50;0;0;0;0;2;0;0;120;0;16;0;0;72;0;0;0;3;0;0;0;0;2;0;0;0;19;4;0;0;0;0;0;0;0;0;50;0;0;1;6;0;0;0;0;0;0;11;0;19;0;0;0;1;0;0
49290;0;0;0;0;0;15;15;1;0;0;0;1;3;0;3;0;0;3;3;0;17;0;1;1;0;0;0;0;76;0;6;0;0;20;0;0;0;0;0;0;0;0;1;0;0;2;6;2;0;0;0;0;0;0;1;0;50;0;2;1;5;0;0;0;0;0;0;0;0;12;0;0;0;1;0;0
49555;0;0;0;1;1;10;30;0;0;0;0;7;0;1;3;0;1;6;7;0;16;1;0;0;0;0;0;0;66;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;20;1;0;0;0;0;0;0;6;0;17;0;0;1;2;0;0;0;0;0;1;0;0;14;0;0;1;0;0;0
49820;0;0;0;0;1;28;36;4;0;0;0;3;0;0;2;0;0;3;0;0;18;1;0;1;0;2;0;0;94;0;3;0;0;21;0;0;0;0;0;0;0;0;0;0;0;1;10;2;0;0;0;0;0;0;2;0;18;0;0;0;0;1;0;0;1;0;0;0;0;14;0;0;0;1;0;0
50085;0;0;0;1;0;6;30;8;0;0;0;3;1;1;1;1;0;2;2;0;11;1;0;1;0;4;0;0;86;0;2;0;0;15;0;0;0;0;0;0;0;0;0;0;0;2;28;4;0;0;0;0;0;0;8;0;9;0;0;0;3;1;0;0;0;0;1;0;0;5;0;0;0;2;1;0
50350;0;0;0;0;0;6;38;0;0;0;0;4;0;1;1;0;0;2;2;0;6;1;0;1;0;1;0;0;90;0;3;1;0;500;3;0;0;0;1;0;0;0;0;1;0;3;34;5;0;0;0;0;0;0;6;0;38;0;0;1;3;0;0;0;0;0;1;0;0;6;0;1;0;0;1;0
50615;0;0;0;2;1;9;40;3;0;0;0;6;0;0;0;0;0;1;2;0;12;1;0;1;0;1;0;0;87;0;2;1;0;500;0;0;0;0;0;0;0;0;0;0;0;10;57;2;0;0;0;0;0;0;6;0;38;0;0;0;3;1;0;0;0;0;0;0;0;3;0;1;0;4;1;0
50880;0;0;0;1;0;7;33;0;0;0;0;5;1;0;1;0;0;2;0;0;10;0;0;1;1;3;0;0;102;0;2;0;0;600;0;0;0;0;0;0;0;0;0;0;0;4;28;5;0;0;0;0;0;0;0;0;30;0;2;0;3;0;0;0;0;0;1;0;0;4;0;0;0;4;0;0
51145;0;0;0;0;0;9;23;0;0;0;0;7;0;1;1;0;0;1;0;0;15;1;0;1;0;2;0;0;67;0;1;0;0;70;0;0;1;0;0;0;0;0;0;0;0;1;15;1;0;0;0;0;0;0;0;0;27;0;0;2;0;1;0;0;0;0;0;0;0;5;0;0;0;1;0;0
51410;0;0;0;2;0;8;48;0;1;0;0;10;0;0;0;0;0;2;2;0;23;0;1;0;0;2;0;0;108;0;6;2;0;900;0;0;0;0;0;0;0;0;0;0;0;11;53;7;0;0;0;0;0;0;6;0;36;0;0;3;1;0;0;0;0;0;1;10;0;5;0;0;0;2;0;0
51675;0;0;0;2;0;14;58;0;0;0;0;1;0;2;0;0;0;1;4;0;44;0;0;0;0;3;0;0;163;0;0;0;0;999;0;0;0;0;0;0;0;0;0;0;0;10;54;5;0;0;0;0;0;0;6;0;15;0;2;1;1;0;0;0;0;1;0;11;0;6;0;1;0;4;0;0
51940;0;0;0;1;0;4;100;0;1;0;0;6;1;1;1;0;0;0;4;0;34;1;1;1;0;3;0;0;135;0;2;1;0;999;3;0;0;0;1;0;0;1;0;0;0;20;112;4;0;0;0;0;0;0;14;0;13;0;0;1;0;2;0;0;0;0;0;6;0;5;0;1;0;1;0;0
52205;0;0;0;0;8;5;106;0;0;0;0;3;2;0;0;0;0;0;1;0;11;1;0;0;0;2;0;0;119;0;1;0;0;750;2;0;0;0;0;0;0;0;0;0;0;6;36;6;0;0;0;0;0;0;1;0;7;0;0;3;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52470;0;0;0;1;0;6;123;0;1;0;0;1;0;1;0;0;1;0;2;0;13;0;0;1;0;7;0;0;140;0;1;2;0;425;0;0;0;0;1;0;0;0;1;0;0;6;45;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;7;1;0
52735;0;0;0;0;0;6;96;0;0;0;0;0;2;0;0;0;1;0;1;0;4;1;1;1;0;4;0;1;151;0;2;0;0;190;1;0;0;0;0;0;0;0;0;0;0;5;36;0;0;0;0;0;0;0;0;0;6;0;0;1;2;0;0;0;0;1;1;1;0;0;0;0;0;4;0;0
53000;0;0;0;1;0;0;43;0;1;0;0;6;2;0;0;0;0;2;1;0;30;0;1;0;0;3;0;0;103;0;1;0;0;725;4;1;0;1;1;0;0;0;0;0;0;10;45;5;0;0;0;0;0;0;9;0;13;0;0;0;0;1;1;1;0;0;2;0;0;2;0;0;1;5;0;0
53265;0;0;0;1;0;6;61;0;1;0;0;5;1;3;0;0;0;1;3;0;32;0;0;0;0;8;0;0;161;0;6;3;0;825;7;0;1;0;0;0;0;0;4;0;0;4;41;6;0;0;0;0;0;0;6;0;6;0;0;1;2;2;1;1;0;0;0;0;0;0;0;0;0;10;0;0
53530;0;0;0;0;4;12;46;0;0;0;0;2;0;0;0;0;0;1;1;0;18;0;1;0;0;2;0;0;120;0;0;3;0;140;4;0;0;2;0;0;0;0;5;0;0;0;13;1;0;0;0;0;0;0;0;0;10;0;1;5;5;2;0;0;0;0;0;0;0;11;0;0;0;0;0;0
53795;0;0;0;0;0;16;19;0;0;0;0;0;3;0;6;0;0;0;2;0;48;1;0;2;0;0;0;0;111;0;20;2;0;320;2;0;0;0;0;0;0;0;0;0;0;3;51;6;0;0;0;0;0;0;0;0;20;0;0;0;3;1;0;0;0;0;0;1;0;9;0;0;0;0;2;0
54060;0;0;0;0;0;13;35;0;0;0;0;0;1;0;1;0;0;3;7;0;35;1;0;0;0;1;0;0;142;0;13;0;0;280;0;0;0;0;0;0;0;1;0;0;0;2;53;8;0;0;0;0;1;0;8;0;21;0;0;0;3;0;0;0;0;0;0;1;0;7;0;0;0;2;0;0
54113;0;0;0;0;0;12;40;0;0;0;0;0;0;0;1;0;0;1;1;0;12;2;0;0;1;4;0;0;92;0;2;0;0;160;0;0;0;0;0;0;0;0;1;0;0;3;16;4;0;0;0;0;0;0;3;0;11;0;1;8;7;2;0;0;0;0;0;0;0;15;0;0;0;4;2;0
54166;0;0;0;0;0;7;17;0;0;0;0;1;0;0;0;0;0;0;0;0;13;0;1;1;0;0;0;0;65;0;2;1;0;45;1;0;0;0;0;0;0;0;1;0;0;3;11;1;0;0;0;0;0;0;0;0;4;0;0;0;2;4;0;0;0;0;1;0;0;14;0;0;0;3;0;0
54696;0;0;0;1;0;18;24;0;0;0;0;0;1;0;2;0;1;4;3;1;6;0;0;0;0;2;0;0;53;0;3;0;0;17;0;0;0;0;0;0;0;0;1;0;0;0;12;4;0;0;0;0;0;0;2;0;14;0;0;2;4;0;0;0;0;0;0;0;0;10;0;0;0;3;0;0
54908;0;0;0;1;0;15;22;0;0;0;0;0;2;0;1;0;1;1;0;0;22;0;0;1;0;0;0;1;75;0;5;0;0;100;0;0;0;0;0;0;0;0;1;0;1;1;13;0;0;0;0;0;0;0;1;0;7;0;0;2;6;2;0;0;0;0;0;0;0;6;0;0;0;3;1;0
55226;0;0;0;0;0;28;75;0;0;0;0;4;3;0;2;0;0;5;0;0;60;1;0;0;0;6;0;1;267;0;3;1;0;999;6;0;1;0;2;0;0;0;0;0;0;0;23;7;0;1;0;0;0;0;0;0;21;0;0;5;34;9;0;0;2;0;0;1;0;24;0;0;1;14;0;0
55438;0;0;0;0;0;8;22;0;0;0;0;1;0;0;1;0;0;1;0;0;7;3;0;1;0;10;0;0;75;0;2;1;0;350;2;0;0;0;3;0;0;0;1;0;0;0;10;3;0;0;0;0;0;0;0;0;8;0;0;0;1;0;0;0;0;0;0;0;0;8;0;0;0;5;1;0
55597;0;0;0;0;0;7;50;0;0;0;0;0;0;0;0;0;0;2;1;0;4;0;0;0;0;10;0;0;110;0;4;0;0;300;3;0;0;0;1;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0;2;0;5;0;1;4;2;0;0;0;0;0;0;0;0;9;0;0;1;14;0;0
55968;0;0;0;0;0;12;36;0;0;0;0;1;0;0;0;0;0;2;1;0;8;0;0;0;0;6;0;0;100;0;1;0;0;48;4;0;0;0;0;0;0;0;5;0;0;1;14;11;0;0;0;0;0;0;6;0;12;0;0;2;5;0;1;1;0;0;0;0;0;3;0;1;0;11;0;0
56233;0;0;0;0;0;6;45;0;0;0;0;3;0;0;0;0;0;1;1;1;6;0;0;0;0;11;0;0;105;0;2;1;0;500;6;0;0;0;0;0;0;0;0;0;0;0;17;5;0;0;0;0;0;0;0;0;10;0;0;1;6;4;0;0;0;0;0;0;0;3;0;0;0;4;0;0
