;CLDE;TAIG;PION;CLMX;COCO;TEDE;COMX;WAMX;XERO;TUND;COST;WAST;CODE;HODE;AQUA;ANTH;;
44,952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
44,976;7,272049307;13,69724172;11,83876308;11,83713419;13,69724172;11,83713419;13,69724172;6,423563515;4,565084884;14,17639576;2,092844954;2,092844954;0;0;0;0;;
44,999;6,080376332;13,7534751;12,89907473;13,3963214;15,50345215;13,3963214;15,50345215;8,170345441;5,56596802;11,64634435;2,30089219;2,30089219;0;0;0;0,346410162;;
45,022;9,919473165;16,7869754;13,44343383;14,88680377;17,4577958;14,88680377;17,4577958;8,310872174;4,296510212;16,07495852;0,670820393;0,670820393;0;0;0;0;;
45,046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
45,069;4,623352292;12,99538908;12,29538908;12,28826435;13,69538908;12,28826435;13,69538908;9,06491206;7,66491206;9,981523622;0;0;0;0;0;0,5;;
45,115;7,294992159;16,02505677;14,30168797;14,28784525;16,72505677;14,28784525;16,72505677;9,416221883;6,992853089;12,69869459;1,216552506;1,216552506;0;0;0;0;;
45,138;4,488309234;10,55494383;10,55494383;10,33672285;11,47689828;10,33672285;11,47689828;5,84841362;4,926459175;11,68205652;1,322875656;1,322875656;0;0;0;0;;
45,162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
45,184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
45,209;7,39163578;13,06525896;10,98920501;14,25689649;14,25689649;14,25689649;14,25689649;8,941314659;5,673623181;13,93151345;0;0;0;0;0;0;;
45,231;4,781449832;14,98731719;14,16269606;11,45602847;14,98731719;11,45602847;14,98731719;7,499199764;6,674578638;9,635314271;0,824621125;0,824621125;0;0;0;0;;
45,255;3,676955262;11,11045523;11,11045523;9,593880139;11,11045523;9,593880139;11,11045523;5,916924877;5,916924877;9,593880139;2,974894956;2,974894956;0;0;0;0;;
45,277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
45,302;8,929064041;16,84057818;14,27781783;14,56022733;16,84057818;14,56022733;16,84057818;8,193923645;5,63116329;14,19119289;1,086278049;1,086278049;0;0;0;0;;
45,349;6,148568196;13,86985265;12,33430949;12,878803;14,49435245;12,878803;14,49435245;8,265777967;6,105735009;11,72171811;0;0;0;0;0;0;;
45,371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
45,395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
45,417;8,362342857;16,67698639;15,99875339;15,79256997;17,86862392;15,79256997;17,86862392;9,30009764;7,430227113;12,69015986;1,830300522;1,830300522;0;0;0;0;;
45,442;7,429868487;15,7486068;14,14236896;14,38112737;15,7486068;14,38112737;15,7486068;8,557496719;6,951258879;11,96748901;1,941648784;1,941648784;0;0;0;0;;
45,464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
45,488;7,66991212;14,55790437;13,01517951;13,25023469;14,55790437;13,25023469;14,55790437;7,123047433;5,580322571;13,70729566;0,911043358;0,911043358;0;0;0;0;;
45,511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
45,535;8,633893566;16,84780878;13,70541057;15,2865441;18,04335385;15,2865441;18,04335385;9,795048736;5,45710546;14,249942;1,835755975;1,835755975;0;0;0;0;;
45,582;6,840376115;15,28985541;13,60737622;12,61964943;15,28985541;12,61964943;15,28985541;7,4617525;5,779273311;12,69272607;1,428285686;1,428285686;0;0;0;0;;
45,604;2,116601049;10,59078695;10,59078695;7,867650138;11,22324248;7,867650138;11,22324248;5,751049089;5,118593557;9,135860269;2,266468996;2,266468996;0;0;0;0;;
45,628;1,529705854;13,28981131;13,28981131;9,585759479;13,28981131;9,585759479;13,28981131;8,056053624;8,056053624;5,23375769;1,367479433;1,367479433;0;0;0;0;;
45,65;6,46105321;13,888499;12,16375412;12,26953699;14,388499;12,26953699;14,388499;7,533228647;5,308483776;13,02915796;1,8;1,8;0;0;0;0;;
45,675;4,074514265;13,28252277;13,28252277;14,15446405;16,60599418;14,15446405;16,60599418;10,07994978;6,756478373;9,576332146;0;0;0;0;0;0;;
45,697;4,872539363;12,54964125;12,54964125;10,48324342;12,54964125;10,48324342;12,54964125;5,610704056;5,610704056;11,44368843;0,670820393;0,670820393;0;0;0;0;;
45,721;4,181366493;16,76286147;15,41749906;12,3490091;17,19875136;12,3490091;17,19875136;9,513005011;7,731752712;6,211144806;0;0;0;0;0;0;;
45,745;4,387473322;11,5163929;10,1163929;10,52307444;12,0163929;10,52307444;12,0163929;7,535601121;5,635601121;11,57148334;1,862793601;1,862793601;0;0;0;0;;
45,768;4,685297986;14,3677177;13,14297283;11,12734735;14,3677177;11,12734735;14,3677177;7,666794235;6,442049363;10,32710621;1,58113883;1,58113883;0;0;0;0;;
45,815;2,317326045;10,38019708;10,38019708;7,687614678;10,38019708;7,687614678;10,38019708;5,370288633;5,370288633;9,533973466;1,360147051;1,360147051;0;0;0;0;;
45,837;2,433105012;14,63697714;14,63697714;11,65819282;15,07286704;11,65819282;15,07286704;9,22508781;8,789197916;3,682104612;0;0;0;0;0;0;;
45,861;2,903996805;15,35180021;15,35180021;12,55686031;16,72819103;12,55686031;16,72819103;9,652863506;8,276472679;4,695644092;0;0;0;0;0;0;;
45,883;3,277193922;15,83218464;15,83218464;11,48477092;16,63841042;11,48477092;16,63841042;8,207577003;7,401351228;5,18244981;0;0;0;0;0;0;;
45,908;4,043289089;16,41802438;15,93844122;12,93258741;18,2108447;12,93258741;18,2108447;9,368881475;7,096478;5,34712957;0;0;0;0;0;0;;
45,93;3,54964787;14,73279076;14,73279076;11,88793199;15,40361116;11,88793199;15,40361116;8,33828412;7,667463727;7,031026907;0;0;0;0;0;0;;
45,955;3,937003937;13,38208888;13,38208888;11,84585973;13,38208888;11,84585973;13,38208888;7,908855796;7,908855796;7,945744388;0;0;0;0;0;0;;
45,977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
46,005;6,068007243;15,52523537;14,16500284;13,35498192;15,52523537;13,35498192;15,52523537;8,647207208;7,286974681;10,63309213;1,113552873;1,113552873;0;0;0;0;;
46,205;3,618540248;16,02542523;15,0507458;13,86107048;19,89928214;13,86107048;19,89928214;11,21720967;6,368673331;3,618540248;0;0;0;0;0;0;;
46,355;4,882445486;16,79718178;15,77737788;14,32965252;20,12965252;14,32965252;20,12965252;10,46701093;6,114736298;4,882445486;0;0;0;0;0;0;;
46,405;4,797916214;15,52708197;15,92708197;16,35155329;19,97508747;16,35155329;19,97508747;11,55363707;7,505631569;5,92041343;0;0;0;0;0;0;;
46,5;3,148063215;16,29784302;14,74713606;12,62839473;19,30746652;12,62839473;19,30746652;10,09295532;6,001666435;4,335497423;0;0;0;0;0;0;;
46,605;4,608527717;16,14741396;15,64741396;12,59104737;16,39236293;12,59104737;16,39236293;8,482519652;7,737570678;6,408527717;0;0;0;0;0;0;;
46,7;4,652630405;16,89430115;16,10690036;12,65087731;18,51602863;12,65087731;18,51602863;8,785647688;6,376519427;5,569145544;0;0;0;0;0;0;;
46,805;2,539518089;14,81684258;13,95661005;13,18427263;19,87232167;13,18427263;19,87232167;11,50498706;5,589275445;4,022757786;0;0;0;0;0;0;;
46,9;5,251208972;14,1859408;11,7222038;18,20714772;23,25986976;19,05567585;24,10839789;16,26820388;3,882009789;5,251208972;0;0;0;0;0;0;;
47,005;2,720485416;13,4745479;12,494752;12,83781418;20,01277063;12,83781418;20,01277063;11,09712467;3,579106034;3,066895577;0;0;0;0;0;0;;
47,205;4,348457711;13,09851538;11,26003775;18,80395792;23,31727156;18,80395792;23,31727156;16,29397784;4,236744033;5,548457711;0;0;0;0;0;0;;
47,3;3,988734135;16,03635316;15,52645121;14,01460227;19,79992854;14,01460227;19,79992854;9,515966184;5,752390807;3,988734135;0;0;0;0;0;0;;
47,405;2,928272267;16,65183826;14,78351575;14,43215629;21,01470899;14,43215629;21,01470899;10,81877747;5,864298765;2,928272267;0;0;0;0;0;0;;
47,5;4,290687591;17,38428022;16,29800217;11,85836567;17,96737541;11,85836567;17,96737541;6,481400031;5,898304841;5,711954631;0;0;0;0;0;0;;
47,605;4,882260384;18,41348986;14,87920356;15,67814947;22,41164782;15,67814947;22,41164782;10,62612355;4,945705208;5,213922863;0;0;0;0;0;0;;
47,705;6,768856937;17,47332;14,36931112;16,8317958;22,58244793;16,8317958;22,58244793;12,2504326;4,495553359;8,89017728;0;0;0;0;0;0;;
47,8;4,400747213;17,07199608;15,01969927;14,2395903;21,27521394;14,2395903;21,27521394;10,05810961;4,719110086;5,536528882;0;0;0;0;0;0;;
47,9;3,74413368;16,05799467;14,2156871;11,27577786;19,0443041;11,27577786;19,0443041;8,047301833;3,882009789;6,213951487;0;0;0;0;0;0;;
48,005;5,298112872;14,373274;13,80758857;11,85431049;15,22180213;11,85431049;15,22180213;5,99051219;5,141984053;10,23774849;0,565685425;0,565685425;0;0;0;0;;
48,205;4,376558129;17,54373937;14,55132079;14,18671723;21,56031879;14,18671723;21,56031879;9,071626058;3,928103868;4,992999529;0;0;0;0;0;0;;
48,3;3,47706773;17,12784055;15,81635284;13,70784804;20,44802608;13,70784804;20,44802608;8,919292605;5,599107072;3,47706773;0;0;0;0;0;0;;
48,405;4,695873351;17,85843358;15,00310428;16,05357402;22,02098552;16,05357402;22,02098552;11,52230515;5,849786321;6,205840239;0;0;0;0;0;0;;
48,5;4,41249198;16,64491636;16,64491636;13,10910979;18,72337733;13,10910979;18,72337733;8,696617812;6,618156843;4,41249198;0;0;0;0;0;0,6164414;;
48,605;5,506467252;17,72177346;14,65269694;18,50495381;22,80379086;18,50495381;22,80379086;14,04766209;6,90651866;6,41751061;0;0;0;0;0;0;;
48,7;4,67931057;17,46009353;15,7209627;14,17488856;19,69485233;14,17488856;19,69485233;9,12757808;6,207253821;6,331581734;0;0;0;0;0;0;;
48,805;3,907936161;16,85399968;14,54885038;15,98432595;21,53500159;15,98432595;21,53500159;12,48417249;6,446704585;5,42451125;0;0;0;0;0;0;;
48,9;4,3919966;16,40844267;15,17555987;13,19329116;19,50360018;13,75006759;20,06037662;10,59095379;5,706137047;5,624879401;0;0;0;0;0;0;;
49,005;4,862389307;15,97380992;14,60999175;16,07158689;21,69119542;16,07158689;21,69119542;12,57301576;5,491812087;6,388823059;0;0;0;0;0;0;;
49,205;5,277916868;16,33512403;13,88563428;17,2747;23,23288765;17,7747;23,73288765;14,94627288;5,099019514;5,777916868;0;0;0;0;0;0;;
49,3;5,454076489;15,98449042;13,99451554;16,95296711;23,10845246;16,95296711;23,10845246;13,48886549;4,374928571;5,454076489;0;0;0;0;0;0;;
49,405;5,844828615;16,90170612;13,85834777;17,24001749;23,25167284;17,24001749;23,25167284;13,23854722;4,445222154;7,683306246;0;0;0;0;0;0;;
49,5;3,870828693;15,96984821;13,96984821;12,99357978;19,99357978;12,99357978;19,99357978;11,12275109;5,099019514;4,577935475;0;0;0;0;0;0;;
49,6;3,649656145;15,56673033;14,03118718;14,39884425;21,22599593;14,39884425;21,22599593;11,03573166;4,465422712;5,744888829;0;0;0;0;0;0;;
49,7;3,944883391;14,97367268;13,30035263;15,22531356;21,21029476;15,22531356;21,21029476;12,95375022;5,043808085;3,944883391;0;0;0;0;0;0;;
49,8;5,231262726;14,97321891;12,78004769;17,63756468;23,50782873;17,63756468;23,50782873;14,59947318;3,871692137;5,231262726;0;0;0;0;0;0;;
49,905;4,069244389;14,47737278;12,77070384;16,92546892;22,81953373;16,92546892;22,81953373;14,28005075;4,372642222;4,917772527;0;0;0;0;0;0;;
50,005;4,225319293;12,54072042;10,75466331;17,34216678;22,55273297;17,34216678;22,55273297;14,9029046;3,104834939;5,56696008;0;0;0;0;0;0;;
50,205;5,462293966;14,12484375;12,15253545;17,77318115;22,8080595;17,77318115;22,8080595;14,28319548;3,627671429;6,442089863;0;0;0;0;0;0;;
50,3;4,119465985;15,35568736;15,35568736;15,13194774;19,797781;15,13194774;19,797781;11,01248176;6,570388116;4,119465985;0;0;0;0;0;0;;
50,405;7,254653679;12,64864838;12,64864838;12,56793584;14,18966331;12,56793584;14,18966331;5,313282162;3,772267223;11,42118701;1,621727474;1,621727474;0;0;0;0;;
50,505;5,132348383;15,83028368;15,05568701;16,72635439;20,08194674;16,72635439;20,08194674;12,36860268;7,34234295;6,440018066;0;0;0;0;0;0;;
50,605;4,791404013;15,66785299;14,83119297;14,67963492;18,63437891;14,67963492;18,63437891;10,72489094;6,921704992;7,295400818;1,135781669;1,135781669;0;0;0;0;;
50,7;6,149701222;17,19624872;15,93133766;16,67526927;20,39682809;16,67526927;20,39682809;10,52556805;6,692533153;7,071655667;0;0;0;0;0;0;;
50,805;7,327346041;15,8669093;15,8669093;15,08920053;18,6669093;15,08920053;18,6669093;7,761854492;4,961854492;8,727346041;0;0;0;0;0;0;;
50,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
51,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
51,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
51,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
51,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
51,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
51,75;2,798213716;15,00390441;15,00390441;12,08507797;16,6861648;12,08507797;16,6861648;9,286864253;7,604603869;5,282162186;0;0;0;0;0;0;;
51,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
51,9;3,43220046;14,41599261;14,41599261;12,11884981;16,65206059;12,11884981;16,65206059;8,686649347;6,450581369;5,985629527;0;0;0;0;0;0;;
52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
52,205;3,275942845;16,24628262;15,37450283;10,84165497;16,24628262;10,84165497;16,24628262;8,437491916;7,565712128;5,194275454;0;0;0;0;0;0;;
52,3;2,537715508;14,77842534;14,77842534;11,3561795;15,4341692;11,3561795;15,4341692;8,818463987;8,162720135;4,98311936;0;0;0;0;0;0;;
52,405;2,727636339;15,19183623;15,19183623;10,60926054;15,19183623;10,60926054;15,19183623;7,881624198;7,881624198;4,98816725;0;0;0;0;0;0;;
52,5;1,729161647;14,16265386;14,16265386;11,00265289;14,9750577;11,00265289;14,9750577;9,273491241;8,461087401;3,766316525;0;0;0;0;0;0;;
52,605;5,199607021;16,99898502;15,52589304;16,28864828;20,67385067;16,28864828;20,67385067;12,56213325;7,414175612;6,24841587;0;0;0;0;0;0;;
52,7;2,621068484;15,39667168;15,39667168;10,50586398;15,39667168;10,50586398;15,39667168;7,884795495;7,884795495;4,273339649;0;0;0;0;0;0;;
52,805;4,964161891;16,11456015;14,56214268;13,54329987;17,09435605;13,54329987;17,09435605;10,13155544;7,599342077;8,077038375;0;0;0;0;0;0;;
52,9;3,262802595;15,35615908;14,67792608;11,20887081;15,35615908;11,20887081;15,35615908;8,624301208;7,94606821;5,938620227;0;0;0;0;0;0;;
53,005;2,475595089;14,96220814;14,17480735;9,984256754;14,96220814;9,984256754;14,96220814;8,296062452;7,508661665;5,440388505;0;0;0;0;0;0;;
53,205;2,799836493;14,50621796;13,53668199;11,77694095;16,04894283;11,77694095;16,04894283;9,946640431;7,434379598;5,974738067;0;0;0;0;0;0;;
53,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
53,405;2,351595203;14,55362351;14,55362351;11,27805904;15,15362351;11,27805904;15,15362351;8,926463835;8,326463835;4,881417331;0;0;0;0;0;0;;
53,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
53,605;3,314899802;15,73025729;14,14280651;12,54910569;16,39358225;12,54910569;16,39358225;10,82165668;8,570880935;3,97822476;0;0;0;0;0;0;;
53,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
53,805;1,676305461;13,87360655;13,87360655;11,05984794;14,44806281;11,05984794;14,44806281;9,383542483;8,809086218;3,688766641;0;0;0;0;0;0;;
53,905;2,853885534;15,47633168;14,87633168;12,12840709;16,36515113;12,12840709;16,36515113;9,874521559;8,385702117;4,138408792;0;0;0;0;0;0;;
54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
54,205;1,493318452;13,15819618;13,15819618;11,19218214;14,36235564;11,19218214;14,36235564;9,698863691;8,494704233;4,405362408;0;0;0;0;0;0;;
54,3;1,565247584;13,58804202;13,58804202;12,32336706;16,42214736;12,32336706;16,42214736;10,75811947;7,924014134;3,700663235;0;0;0;0;0;0;;
54,405;3,145546705;15,38799224;14,00596474;12,43643;16,77001973;12,43643;16,77001973;10,67291079;7,908855796;5,49501473;0;0;0;0;0;0;;
54,5;0;12,59949785;12,59949785;8,650531612;14,03476786;8,650531612;14,03476786;8,650531612;7,215261603;3,322649545;0;0;0;0;0;0;;
54,605;2,84950612;14,87667101;13,23960046;14,68667515;18,87355943;14,68667515;18,87355943;13,47423958;7,840280607;4,122298326;0;0;0;0;0;0;;
54,7;1,757839583;13,30422733;13,30422733;12,86363755;16,84233081;12,86363755;16,84233081;11,10579797;7,567694497;4,340473897;0;0;0;0;0;0;;
54,805;2,168329214;13,32980225;12,4024404;12,5141245;15,83978233;12,5141245;15,83978233;11,27315714;7,83581521;5,88181814;0;0;0;0;0;0;;
54,9;5,028726138;12,94022817;10,23098473;11,09090396;12,94022817;11,09090396;12,94022817;8,771421263;6,062177826;11,55865722;0;0;0;0;0;0;;
55,005;1,838477631;14,55204175;14,55204175;11,32186873;16,72927106;11,32186873;16,72927106;9,483391097;7,306161783;4,368299759;0;0;0;0;0;0;;
55,205;2,274248642;14,72859089;14,1454957;11,37849399;15,31168608;11,37849399;15,31168608;9,687340536;8,521150157;4,593731343;0;0;0;0;0;0;;
55,3;1,621727474;12,83043208;12,83043208;10,43251631;12,83043208;10,43251631;12,83043208;8,810788841;8,810788841;4,601660359;0;0;0;0;0;0;;
55,405;2,158703314;14,9298903;14,9298903;11,18915166;15,8838295;11,18915166;15,8838295;9,030448348;8,076509147;4,090024106;0;0;0;0;0;0;;
55,5;3,055723903;15,28348071;15,28348071;12,29461033;16,1779079;12,29461033;16,1779079;9,238886431;8,34445924;5,012762482;0;0;0;0;0;0;;
55,605;1,936491673;13,70753507;13,70753507;11,16556611;13,80753507;11,16556611;13,80753507;9,229074433;9,129074433;2,863853523;0;0;0;0;0;0;;
55,7;2,84956137;13,87467906;13,87467906;12,19076519;15,59223546;12,19076519;15,59223546;9,341203825;7,623647421;6,725125845;0;0;0;0;0;0;;
55,805;0;11,91484485;11,91484485;9,466025664;12,9588755;9,466025664;12,9588755;9,466025664;8,421995013;3,257299495;0;0;0;0;0;0;;
55,9;4,013423617;16,35668144;15,58208477;11,96578176;16,35668144;11,96578176;16,35668144;8,72695481;7,952358141;5,988265383;0;0;0;0;0;0;;
56,005;2,395934043;15,06671549;15,06671549;11,24657149;15,89737787;11,24657149;15,89737787;8,850637449;8,019975062;4,549999966;0;0;0;0;0;0;;
56,205;1,797220076;14,37941345;14,37941345;10,83926159;14,95386971;10,83926159;14,95386971;9,042041517;8,467585252;3,812164244;0;0;0;0;0;0;;
56,3;2,617250466;14,76923431;14,76923431;11,11136608;14,76923431;11,11136608;14,76923431;8,49411561;8,49411561;4,397699847;0;0;0;0;0;0;;
56,405;3,339161571;16,16047154;16,16047154;11,49533611;16,846037;11,49533611;16,846037;8,156174538;7,470609078;4,024727031;0;0;0;0;0;0;;
56,5;2,063976744;14,35309958;14,35309958;10,51382881;14,35309958;10,51382881;14,35309958;8,44985207;8,44985207;4,346519186;0;0;0;0;0;0;;
56,605;2,973753811;15,79286515;15,36860108;12,15321889;16,97608111;12,15321889;16,97608111;9,603729146;7,996249121;3,56536179;0;0;0;0;0;0;;
56,7;4,53117327;16,31708115;16,31708115;12,53554707;16,31708115;12,53554707;16,31708115;8,004373804;8,004373804;6,289012853;0;0;0;0;0;0;;
56,805;2,944486373;15,33829611;15,33829611;12,62282995;16,84657236;12,62282995;16,84657236;9,678343572;8,170067319;4,400508351;0;0;0;0;0;0;;
56,9;3,12409987;14,84975387;14,84975387;12,53103541;15,44136185;12,53103541;15,44136185;9,406935539;8,815327561;4,007275957;0;0;0;0;0;0;;
57,005;2,236067977;14,6797687;14,6797687;11,03834041;14,6797687;11,03834041;14,6797687;8,802272434;8,802272434;3,389324237;0;0;0;0;0;0;;
57,205;2,181742423;15,04729686;15,04729686;11,39754939;16,34729686;11,39754939;16,34729686;9,215806971;7,915806971;3,91667758;0;0;0;0;0;0;;
57,3;3,271085447;15,44993109;15,44993109;13,0871839;17,22239852;13,0871839;17,22239852;9,81609845;8,043631021;4,495830318;0;0;0;0;0;0;;
57,405;1,833030278;14,28968173;14,28968173;10,59373801;14,28968173;10,59373801;14,28968173;8,760707734;8,760707734;3,414169108;0;0;0;0;0;0;;
57,5;2,964793416;14,80350594;14,80350594;14,57101152;18,97668967;14,57101152;18,97668967;11,6062181;7,433034374;4,431081246;0;0;0;0;0;0;;
57,605;3,962087217;15,875252;15,00347221;14,5194908;19,16491866;14,5194908;19,16491866;11,42918337;7,267736924;4,162087217;0;0;0;0;0;0;;
57,7;4,023028893;15,45652094;14,83202114;16,01996623;21,19007262;16,01996623;21,19007262;12,62143714;6,263385666;5,338323537;0;0;0;0;0;0;;
57,805;5,652919797;15,65411779;14,38526004;16,77903194;20,31880595;16,77903194;20,31880595;12,3949699;6,461423992;7,286933261;0;0;0;0;0;0;;
57,9;5,637374972;15,56772513;13,55526395;18,37045215;22,23697514;18,37045215;22,23697514;14,74553836;6,063827174;7,130693424;0;0;0;0;0;0;;
58,005;5,013954407;15,96410555;15,3558293;15,82622701;20,6095313;15,82622701;20,6095313;11,42054885;6,166846844;6,30236428;0;0;0;0;0;0;;
58,205;5,645352071;15,34196127;15,34196127;14,83032867;18,63032867;14,83032867;18,63032867;9,184976595;5,896609195;7,761953119;0;0;0;0;0;0;;
58,3;5,660324058;13,41721889;12,75389393;11,36295503;13,41721889;11,36295503;13,41721889;6,36595593;5,702630972;11,0222267;1,526433752;1,526433752;0;0;0;0;;
58,405;3,476431759;15,09701539;14,29078962;15,03211421;19,20823682;15,03211421;19,20823682;12,36190823;7,444461028;3,986333711;0;0;0;0;0;0;;
58,5;4,714014176;14,88588799;14,19306767;14,5640851;17,77032901;14,5640851;17,77032901;10,54289125;6,965629907;7,033496877;0,692820323;0,692820323;0;0;0;0;;
58,605;5,081262136;15,73805321;14,43038353;15,32252911;18,18958335;15,32252911;18,18958335;11,54893666;7,789736838;6,388931819;0;0;0;0;0;0;;
58,7;5,245950819;14,0902715;14,0902715;14,0902715;14,97909094;14,0902715;14,97909094;8,844320683;7,955501241;6,963507223;0;0;0;0;0;0;;
58,805;3,391164992;14,64827505;15,35538183;11,68114722;15,35538183;11,68114722;15,35538183;8,289982225;8,289982225;5,940674748;0,707106781;0,707106781;0;0;0;0;;
58,9;3,698166772;15,04577738;14,36754438;11,72312783;15,04577738;11,72312783;15,04577738;8,703194057;8,024961059;6,718100547;0,969535971;0,969535971;0;0;0;0;;
59,005;2,535744467;12,32053179;12,32053179;10,21102948;12,32053179;10,21102948;12,32053179;7,675285011;7,675285011;7,559687141;0;0;0;0;0;0,7;;
59,205;2,603843313;12,8728819;13,55844736;11,59121581;13,55844736;11,59121581;13,55844736;8,987372492;8,987372492;6,543386434;0;0;0;0;0;0;;
59,3;3,308273164;15,70638614;15,07393061;11,74154062;15,70638614;11,74154062;15,70638614;9,065722989;8,433267457;4,936155224;0;0;0;0;0;0;;
59,405;3,363034344;14,45118844;14,45118844;11,91347293;14,45118844;11,91347293;14,45118844;8,550438585;8,550438585;5,900749852;0;0;0;0;0;0;;
59,5;5,344155686;15,76993774;15,76993774;12,90986781;15,76993774;12,90986781;15,76993774;7,565712128;7,565712128;7,152469818;0;0;0;0;0;0;;
59,605;4,185689907;15,38828271;15,38828271;13,23882526;16,61965356;13,23882526;16,61965356;9,053135357;7,821764507;6,264150876;0;0;0;0;0;0;;
59,7;3,989987469;14,96511083;14,96511083;12,22102629;14,96511083;12,22102629;14,96511083;8,231038817;8,231038817;5,863486868;0,979795897;0,979795897;0;0;0;0;;
59,805;3,136877428;14,10094062;14,10094062;12,7314421;14,98976006;12,7314421;14,98976006;9,594564671;8,705745229;4,854433832;0;0;0;0;0;0;;
59,9;5,126402247;14,86787423;14,86787423;12,55270685;14,86787423;12,55270685;14,86787423;7,426304599;7,426304599;8,146336021;0;0;0;0;0;0,583095189;;
60,004;4,672258554;15,40186018;15,40186018;12,367062;15,40186018;12,367062;15,40186018;7,694803441;7,694803441;7,368552307;0;0;0;0;0;0;;
60,153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
60,229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
60,305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
60,382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
60,458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
60,534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
60,611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
60,687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
60,763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
60,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
60,992;3,73553783;12,48195703;11,88325124;12,48195703;13,53552241;12,48195703;13,53552241;10,39869037;8,746419202;8,923986538;0;0;0;0;0;0;;
61,073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
61,145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
61,225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
61,298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
61,374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
61,531;3,993794758;14,09134415;12,97331016;13,02763572;15,20937814;13,02763572;15,20937814;10,15187495;7,915806971;8,121748246;0;0;0;0;0;0;;
61,683;3,992492956;15,16081511;15,16081511;12,42220232;15,16081511;12,42220232;15,16081511;8,429709366;8,429709366;5,741778524;0;0;0;0;0;0;;
61,756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
61,836;4,387482194;12,44539756;12,44539756;12,44539756;12,44539756;12,44539756;12,44539756;8,057915363;8,057915363;7,016170079;0;0;0;0;0;0;;
61,908;4,900249098;12,08843385;9,786260961;13,06311328;13,06311328;13,06311328;13,06311328;10,46503707;7,18818475;10,23785156;0;0;0;0;0;0,974679434;;
61,989;5,967658258;13,75097375;11,36102425;13,75097375;13,75097375;13,75097375;13,75097375;10,17326498;7,783315489;10,46098665;0;0;0;0;0;0;;
62,061;4,461331121;8,517191079;7,426319867;8,517191079;8,517191079;8,517191079;8,517191079;5,14673117;4,055859958;12,45570414;1,090871211;1,090871211;0;0;0;0;;
62,218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
62,29;2,383275058;8,056898239;6,86526071;8,056898239;8,056898239;8,056898239;8,056898239;6,86526071;5,673623181;10,31800883;0;0;0;0;0;0;;
62,443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
62,523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
62,595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
62,672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
62,748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
62,828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
