;CLDE;TAIG;PION;CLMX;COCO;TEDE;COMX;WAMX;XERO;TUND;COST;WAST;CODE;HODE;AQUA;ANTH;;
23,907;7,125676252;15,03608447;12,11516742;13,26407995;15,03608447;13,26407995;15,03608447;9,059320745;6,138403701;12,64020252;1,148912529;1,148912529;0;0;0;0;;
23,948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
23,994;1,752141547;12,41509807;12,41509807;9,511651841;12,41509807;9,511651841;12,41509807;7,759510294;7,759510294;6,701889015;0;0;0;0;0;0;;
24,081;8,251897157;15,92343043;11,79748185;14,0931299;15,92343043;14,0931299;15,92343043;9,967181325;5,841232747;14,41306588;0;0;0;0;0;0;;
24,169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
24,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
24,256;4,457577818;10,18732476;11,34921976;11,34921976;11,34921976;11,34921976;11,34921976;6,891641944;6,891641944;10,94525845;0;0;0;0;0;0;;
24,297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
24,343;6,902070775;14,04837151;12,31343636;14,04837151;15,1664055;14,04837151;15,1664055;8,881235895;6,028266749;12,47701472;0;0;0;0;0;0;;
24,384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
24,43;7,198884646;14,04720875;12,83890415;12,19788455;14,04720875;12,19788455;14,04720875;6,207304497;4,9989999;14,02237349;0;0;0;0;0;0;;
24,517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
24,559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
24,605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
24,646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
24,692;1,752141547;9,732444941;10,86822661;9,116085064;10,86822661;9,116085064;10,86822661;7,363943517;7,363943517;8,659384123;0;0;0;0;0;0;;
24,733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
24,779;5,105739651;14,03752276;12,82921817;11,32827933;14,03752276;11,32827933;14,03752276;7,430844272;6,222539674;10,83548659;1,208304597;1,208304597;0;0;0;0;;
24,821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
24,866;6,279001552;14,48457108;12,46467742;12,34447763;14,48457108;12,34447763;14,48457108;8,085369738;6,065476074;11,75713992;1,090871211;1,090871211;0;0;0;0;;
24,954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
24,997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
25,041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
25,082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
25,128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
25,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
25,213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
25,257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
25,303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
25,388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
25,433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
25,499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
25,564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
25,606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
25,652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
25,717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
25,826;7,618866159;12,92309001;9,720104282;11,84142463;12,92309001;11,84142463;12,92309001;7,425544192;4,222558466;14,53478981;1,081665383;1,081665383;0;0;0;0;;
25,867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
25,913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
25,955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26,042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26,129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26,197;6,445414729;14,43023554;12,10644553;12,64138116;14,43023554;12,64138116;14,43023554;8,519756438;6,19596643;12,78891534;0;0;0;0;0;0;;
26,262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26,304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26,349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26,391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26,437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26,478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26,524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26,565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26,611;7,299127354;13,59846972;9,828756919;12,5307619;13,59846972;12,5307619;13,59846972;9,001347348;5,231634544;14,39278649;0;0;0;0;0;0;;
26,698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26,783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26,827;5,281740474;10,79354599;9,808660206;10,79354599;10,79354599;10,79354599;10,79354599;6,496691292;5,511805512;11,65982796;3,56931366;3,56931366;0;0;0;0,98488578;;
26,873;3,004608365;11,07306547;11,07306547;11,07306547;11,07306547;11,07306547;11,07306547;8,068457102;8,068457102;7,46554997;1,516575089;1,516575089;0;0;0;0;;
26,914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
26,96;2,84956137;9,243308315;9,243308315;9,243308315;9,243308315;9,243308315;9,243308315;6,393746945;6,393746945;8,967567581;1,717556404;1,717556404;0;0;0;1,717556404;;
27,047;3,304542328;9,485966113;7,833694948;9,485966113;9,485966113;9,485966113;9,485966113;7,833694948;6,181423784;9,741933104;1,652271164;1,652271164;0;0;0;1,053565375;;
27,135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
27,176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
27,222;4,492942296;11,3621733;10,45112994;10,45112994;11,3621733;10,45112994;11,3621733;6,869231002;5,958187644;10,77784484;1,473091986;1,473091986;0;0;0;0;;
27,263;6,635953913;12,41522722;11,32435601;12,41522722;12,41522722;12,41522722;12,41522722;6,870144522;5,779273311;11,95666815;2,790871211;2,790871211;0;0;0;0;;
27,309;5,0777681;12,51954208;11,09827504;12,51954208;12,51954208;12,51954208;12,51954208;8,863041022;7,441773982;9,368455691;1,264911064;1,264911064;0;0;0;0;;
27,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
27,396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
27,438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
27,483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
27,571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
27,612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
27,658;5,216243162;9,981744185;8,229602638;9,981744185;9,981744185;9,981744185;9,981744185;6,51764257;4,765501023;12,2518668;1,752141547;1,752141547;0;0;0;1,135781669;;
27,699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
27,745;6,821107251;12,88943604;9,48943604;12,05275833;13,48104402;12,05275833;13,48104402;8,631651082;4,640043103;14,03498277;1,428285686;1,428285686;0;0;0;1,090871211;;
27,787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
27,832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
27,874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
27,944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
28,011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
28,06;7,125676252;13,4105788;10,48966175;13,4105788;13,4105788;13,4105788;13,4105788;9,205819589;6,284902545;12,47263801;0;0;0;0;0;0;;
28,106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
28,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
28,196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
28,245;6,34498386;10,36617771;8,042387705;10,36617771;10,36617771;10,36617771;10,36617771;6,34498386;4,021193853;13,63881687;1,161895004;1,161895004;0;0;0;0;;
28,291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
28,335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
28,384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
28,476;6,108819911;11,65432203;8,331179772;12,72670256;13,30115882;12,72670256;13,30115882;8,792112372;4,396589587;13,34691358;2,111871208;2,111871208;0;0;0;1,072380529;;
28,52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
28,569;4,373926881;8,991285433;7,219280918;8,991285433;8,991285433;8,991285433;8,991285433;6,389363067;4,617358552;12,43308316;1,148912529;1,148912529;0;0;0;0;;
28,61;5,986438798;10,66725069;7,530373265;15,2068996;15,2068996;15,2068996;15,2068996;12,35733823;4,680811895;11,96222327;1,104536102;1,104536102;0;0;0;0;;
28,659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
28,705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
28,754;4,166930231;9,092161092;8,159423187;10,99216109;11,924899;10,99216109;11,924899;7,757968766;3,992492956;11,15406126;1,865475811;1,865475811;0;0;0;1,496662955;;
28,798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
28,846;6,866197662;12,55587737;8,644376817;12,55587737;13,53055681;12,55587737;13,53055681;7,651821398;3,740320842;14,15454453;2,302172887;2,302172887;0;0;0;0;;
28,939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
28,983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
29,031;5,754466065;11,89286977;10,12086525;11,89286977;11,89286977;11,89286977;11,89286977;7,910408216;6,138403701;12,18252954;0;0;0;0;0;0;;
29,075;6,182564485;11,58534155;10,55577853;11,58534155;11,58534155;11,58534155;11,58534155;6,432340078;5,402777064;12,26532702;2,046948949;2,046948949;0;0;0;0,529150262;;
29,124;6,692983309;13,31793595;10,95276964;12,97384139;15,18291359;12,97384139;15,18291359;8,646024388;4,415880433;13,21831855;0;0;0;0;0;0,519615242;;
29,168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
29,217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
29,261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
29,309;4,260661898;11,28516644;11,28516644;9,663438962;11,28516644;9,663438962;11,28516644;5,402777064;5,402777064;10,34342443;3,231098884;3,231098884;0;0;0;0;;
29,402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
29,448;3,095573565;13,89140488;13,89140488;10,80919788;13,89140488;10,80919788;13,89140488;7,71362431;7,71362431;7,943253422;0;0;0;0;0;0;;
29,492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
29,538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
29,587;5,898589086;11,31615311;10,32116568;11,31615311;11,31615311;11,31615311;11,31615311;6,412551465;5,417564028;13,29588589;0;0;0;0;0;0;;
29,631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
29,677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
29,723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
29,77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
29,864;8,067652524;13,92920664;12,08680367;13,41156855;14,63631342;13,41156855;14,63631342;7,893425786;5,343916029;14,02584017;2,549509757;2,549509757;0;0;0;0;;
29,908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
29,957;5,967654189;12,09396582;11,42314543;10,27462528;12,09396582;10,27462528;12,09396582;4,977791487;4,306971093;12,76250518;1,53622915;1,53622915;0;0;0;0;;
30,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30,094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30,142;6,526785169;13,00249945;10,52540562;13,00249945;13,95643865;13,00249945;13,95643865;8,952808101;5,521775077;12,4183045;2,557342371;2,557342371;0;0;0;0;;
30,186;0;0;0;0;0;0;0;0;0;9,974968672;0;0;0;0;0;0;;
30,357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
30,815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
31,027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
31,262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
31,475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
31,709;7,631889613;13,66175312;11,30650509;14,18136836;15,74021409;14,18136836;15,74021409;9,5975471;5,163838104;14,40241397;2,092844954;2,092844954;0;0;0;0;;
31,922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
32,157;5,033796507;11,65671691;10,10429944;10,10429944;11,65671691;10,10429944;11,65671691;6,622920403;5,070502934;11,89455448;2,50998008;2,50998008;0;0;0;0;;
32,369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
32,604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
33,051;5,886496418;11,56712495;10,17070095;10,58223917;11,56712495;10,58223917;11,56712495;6,092166757;4,695742753;12,99142429;1,711724277;1,711724277;0;0;0;0;;
33,263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
33,498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
33,711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
33,945;9,463338151;15,85065773;11,95436397;16,53622319;17,22178865;16,53622319;17,22178865;10,96917879;5,701754116;15,24952861;0;0;0;0;0;0;;
34,158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
34,393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
34,605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
34,84;5,145098723;11,83426522;10,78069984;10,78069984;11,83426522;10,78069984;11,83426522;6,689166497;5,635601121;12,06535883;1,652271164;1,652271164;0;0;0;0;;
35,287;6,979374261;14,85288273;12,17483862;12,12524639;14,85288273;12,12524639;14,85288273;7,823916247;5,145872132;13,36451326;1,634013464;1,634013464;0;0;0;0;;
35,499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
35,734;5,067308228;10,3654211;8,301444355;10,3654211;10,3654211;10,3654211;10,3654211;7,362089616;5,298112872;12,59326332;0;0;0;0;0;0;;
35,947;3,304542328;6,825905701;5,173634537;7,879471076;7,879471076;7,879471076;7,879471076;6,227199912;3,521363372;11,8888303;0;0;0;0;0;1,053565375;;
36,181;8,483395474;14,33180909;10,6512318;14,04231018;14,96426463;14,04231018;14,96426463;9,239491997;4,926459175;14,84657078;0,921954446;0,921954446;0;0;0;0;;
36,394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
36,841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
37,065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
37,523;4,797707887;9,702807275;9,702807275;9,702807275;9,702807275;9,702807275;9,702807275;4,905099387;4,905099387;11,8955949;1,118033989;1,118033989;0;0;0;1,118033989;;
37,735;2,918903904;9,517001782;9,517001782;8,951316357;9,517001782;8,951316357;9,517001782;6,032412453;6,032412453;9,777475184;1,6673332;1,6673332;0;0;0;0,565685425;;
37,97;5,867827612;14,26598689;12,18752592;14,0895776;15,65162754;14,0895776;15,65162754;8,914570313;6,143289021;10,76782761;0;0;0;0;0;0,692820323;;
38,183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
38,417;9,826948085;14,82635757;9,634273768;14,24571069;15,83630806;14,24571069;15,83630806;9,610846403;3,40881211;15,81527005;3,022411674;3,022411674;0;0;0;0;;
38,63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
38,865;5,315189213;11,4224084;9,66741552;10,54491196;11,4224084;10,54491196;11,4224084;6,984715623;5,229722746;11,83745876;3,839319978;3,839319978;0;0;0;0,877496439;;
39,077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
39,312;4,321835879;9,313829469;7,132087046;11,49557189;11,49557189;11,49557189;11,49557189;9,355478436;4,99199359;11,99125567;0;0;0;0;0;1,090871211;;
39,759;6,44831731;14,53243447;12,27100145;13,68833345;14,75604127;13,68833345;14,75604127;9,501449163;7,016409338;11,0101152;0;0;0;0;0;0;;
39,971;4,141255848;10,76415258;10,76415258;9,939531454;10,76415258;9,939531454;10,76415258;5,798275606;5,798275606;10,42615839;1,740689519;1,740689519;0;0;0;0;;
40,206;5,435684336;8,636717114;7,616913211;8,117101871;8,636717114;8,117101871;8,636717114;3,701221438;2,681417536;13,39495566;1,019803903;1,019803903;0;0;0;0,519615242;;
40,419;7,527352024;11,40420642;8,65178895;11,40420642;11,40420642;11,40420642;11,40420642;6,629271865;3,876854395;14,4584414;2,085665361;2,085665361;0;0;0;0;;
40,653;4,204759208;15,88299747;14,81528964;11,50464161;15,88299747;11,50464161;15,88299747;6,23217458;6,23217458;9,27723395;0;0;0;0;0;0;;
40,866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41,04;6,682020792;12,56434237;9,903515432;11,55439188;12,56434237;11,55439188;12,56434237;7,533198025;4,872371086;12,91820552;0;0;0;0;0;0;;
41,126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41,22;8,377695837;15,65502617;12,4240615;12,83190733;15,65502617;12,83190733;15,65502617;7,685176158;4,45421149;14,97845337;0;0;0;0;0;0;;
41,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41,485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41,579;8,050002668;14,918349;13,21247679;14,24238767;16,518349;14,24238767;16,518349;7,898257212;4,592385001;13,6464301;3,411744422;3,411744422;0;0;0;0,8;;
41,664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41,759;7,029122682;11,97380644;10,4117565;11,97380644;12,95869222;11,97380644;12,95869222;6,50673369;3,959797975;14,06474632;2,319482701;2,319482701;0;0;0;0;;
41,844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
41,938;6,973063929;10,73736997;7,346204983;10,73736997;10,73736997;10,73736997;10,73736997;7,155471037;3,764306045;14,42289614;0,911043358;0,911043358;0;0;0;0;;
42,024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
42,118;3,03628568;10,93972782;9,609314352;8,210259009;10,93972782;8,210259009;10,93972782;6,504386798;5,173973328;9,655953346;1,705872211;1,705872211;0;0;0;1,705872211;;
42,297;5,241930814;8,973426335;6,754738813;8,428058866;9,810086362;8,428058866;9,810086362;5,404815574;2,349468025;13,04897891;2,594224354;2,594224354;0;0;0;1,382027496;;
42,383;3,195309062;6,659410677;6,659410677;7,795192346;7,795192346;7,795192346;7,795192346;4,599883284;3,464101615;10,60206274;4,374928571;4,374928571;0;0;0;0;;
42,477;6,065059015;12,63588815;11,08669481;10,67374646;12,63588815;10,67374646;12,63588815;6,157880787;4,608687449;12,8385367;1,549193338;1,549193338;0;0;0;0,974679434;;
42,562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
42,657;5,48721267;8,220342744;5,953378511;8,68938432;8,68938432;8,68938432;8,68938432;5,469135883;2,733130074;12,47148071;6,08381265;6,08381265;0;0;0;1,549193338;;
42,742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
42,836;4,079215611;9,877437219;10,8418023;8,559259853;10,8418023;8,559259853;10,8418023;4,480044242;4,480044242;11,11483925;2,576819745;2,576819745;0;0;0;0;;
42,921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
43,016;5,685893798;10,67178147;8,578936517;9,278942643;10,67178147;9,278942643;10,67178147;5,685893798;3,593048845;12,72151744;3,043024811;3,043024811;0;0;0;0,848528137;;
43,195;2,749545417;9,528188349;9,528188349;9,528188349;9,528188349;9,528188349;9,528188349;6,778642932;6,778642932;8,788585076;1,679285562;1,679285562;0;0;0;0;;
43,28;3,623993958;7,182083333;6,276544819;8,99316036;8,99316036;8,99316036;8,99316036;6,274704916;3,558089375;11,19961274;3,167017524;3,167017524;0;0;0;0;;
43,375;4,68773524;8,182016282;6,000273859;9,272887494;9,272887494;9,272887494;9,272887494;6,766894676;3,494281042;12,78711793;2,140093456;2,140093456;0;0;0;0,591607978;;
43,46;4,957924664;11,88109103;9,921499238;11,56088693;12,86088693;11,56088693;12,86088693;8,562554059;5,623166368;11,48249362;1,96977156;1,96977156;0;0;0;0,479583152;;
43,55;2,529822128;8,923569073;8,923569073;8,923569073;8,923569073;8,923569073;8,923569073;6,393746945;6,393746945;9,358438386;0;0;0;0;0;0,806225775;;
43,64;4,344135484;11,29539436;9,733344427;12,41789158;12,41789158;12,41789158;12,41789158;9,63580603;6,951258879;9,497774975;1,902629759;1,902629759;0;0;0;0;;
43,734;6,478110935;13,31331393;11,49567508;13,31331393;13,31331393;13,31331393;13,31331393;8,652841853;6,835202996;11,13858301;1,509966887;1,509966887;0;0;0;0;;
43,819;4,264973622;9,981615994;9,981615994;9,981615994;9,981615994;9,981615994;9,981615994;5,716642371;5,716642371;10,52756095;2,457641145;2,457641145;0;0;0;0;;
43,903;7,53923073;13,82921432;13,82921432;13,11507147;13,82921432;13,11507147;13,82921432;5,575840744;5,575840744;10,49896045;0;0;0;0;0;0;;
43,95;4,728820573;9,99094942;8,762128847;11,21976999;11,21976999;11,21976999;11,21976999;7,719769992;5,262128847;11,59540633;0;0;0;0;0;0,412310563;;
43,972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
43,997;6,249245449;12,00911643;8,326970514;12,00911643;13,04352448;12,00911643;13,04352448;9,442016902;4,72546294;13,14344591;1,62788206;1,62788206;0;0;0;0,538516481;;
44,019;5,194666571;7,14402544;6,38244813;7,14402544;7,14402544;7,14402544;7,14402544;2,71093618;1,949358869;13,06041511;3,201562119;3,201562119;0;0;0;0,761577311;;
44,042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
44,065;4,083416857;11,11255944;10,05899407;13,3941205;17,13844954;13,3941205;17,13844954;10,36426902;3,284813541;10,26484064;2,083266666;2,083266666;0;0;0;0;;
44,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
44,112;3,235576554;11,52050263;11,52050263;11,52050263;11,52050263;11,52050263;11,52050263;8,284926071;8,284926071;8,027235975;0;0;0;0;0;0;;
44,137;6,067141337;12,59094391;10,64508713;12,59094391;12,59094391;12,59094391;12,59094391;8,469659354;6,523802572;11,5498414;3,257299495;3,257299495;0;0;0;1,256980509;;
44,183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
44,205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
44,23;4,191980698;7,81689449;7,552319359;8,912339605;8,912339605;8,912339605;8,912339605;4,984934038;3,624913792;11,92049931;2,513961018;2,513961018;0;0;0;0,264575131;;
44,252;5,71305315;10,74693833;8,636661886;10,74693833;10,74693833;10,74693833;10,74693833;7,144161622;5,033885179;12,29484622;1,322875656;1,322875656;0;0;0;0,787400787;;
44,276;3,935842213;11,35532091;9,58049697;12,02691142;13,17582395;12,02691142;13,17582395;9,865893138;6,270566163;10,15757831;1,593737745;1,593737745;0;0;0;0;;
44,299;6,550466512;12,81230747;11,14694611;11,83251157;12,81230747;11,83251157;12,81230747;6,947406416;5,282045058;13,37615329;0,979795897;0,979795897;0;0;0;0;;
44,323;6,763526556;13,67244208;11,8948032;11,8948032;13,67244208;11,8948032;13,67244208;6,908915528;5,131276644;13,7991502;0;0;0;0;0;0;;
44,345;5,769065522;12,75105313;12,09530928;11,88070799;13,91294814;11,88070799;13,91294814;6,767386325;4,949747468;11,49881246;2,032240143;2,032240143;0;0;0;0,655743852;;
44,357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
44,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
44,416;4,51095529;10,93785243;10,02133729;9,709031857;10,93785243;9,709031857;10,93785243;6,114591706;5,198076567;11,52237455;0;0;0;0;0;0;;
44,438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
44,463;6,190209101;14,42429994;13,78398752;13,98627726;16,21786862;13,98627726;16,21786862;9,589636846;7,155755739;11,79913057;0;0;0;0;0;0;;
44,485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
44,509;3,502855978;11,46403496;11,46403496;11,41548346;12,61130954;11,41548346;12,61130954;7,912627485;6,76535291;9,032774603;1,292284798;1,292284798;0;0;0;0;;
44,532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
44,556;3,006659276;15,40120864;15,40120864;11,23587552;15,40120864;11,23587552;15,40120864;8,229216245;8,229216245;4,486524134;0,692820323;0,692820323;0;0;0;0;;
44,578;2,937686164;15,65518435;15,65518435;10,72631299;16,18433461;10,72631299;16,18433461;7,788626827;7,259476565;5,287154189;0;0;0;0;0;0;;
44,603;3,810511777;14,20261914;14,20261914;12,69735609;15,54691746;12,69735609;15,54691746;8,886844312;7,542545989;7,456057003;0;0;0;0;0;0;;
44,649;4,408334334;14,08507607;13,10019029;11,07841679;14,08507607;11,07841679;14,08507607;7,654968238;6,670082458;9,569729494;1,303840481;1,303840481;0;0;0;0;;
44,673;3,76696164;16,11295085;15,65469328;12,74396927;16,78377124;12,74396927;16,78377124;8,518750057;7,847929663;5,580797355;0;0;0;0;0;0;;
44,696;4,742201555;15,73810012;14,37652281;12,47007319;15,73810012;12,47007319;15,73810012;9,089448945;7,727871635;8,471812794;0,387298335;0,387298335;0;0;0;0;;
44,719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
44,743;5,660648811;12,11551628;11,43728329;12,0091084;13,47198228;12,0091084;13,47198228;7,026692585;4,99199359;12,54977067;1,086278049;1,086278049;0;0;0;0,469041576;;
44,766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
44,789;7,665039642;14,99925092;11,76591524;14,99925092;16,91497533;14,99925092;16,91497533;10,56754696;5,418486874;13,33425476;0;0;0;0;0;0,435889894;;
44,812;2,181742423;14,61109152;14,61109152;9,752079271;14,61109152;9,752079271;14,61109152;7,570336849;7,570336849;5,535844389;0;0;0;0;0;0;;
44,836;2,765863337;14,60198635;14,60198635;10,18610592;14,60198635;10,18610592;14,60198635;7,420242584;7,420242584;6,278696951;0,489897949;0,489897949;0;0;0;0;;
44,882;4,15282635;10,81812077;10,11101399;10,11101399;10,81812077;10,11101399;10,81812077;6,665294425;5,958187644;11,04485073;1;1;0;0;0;0,707106781;;
44,906;6,41179003;14,55490268;13,93846128;12,47644171;14,55490268;12,47644171;14,55490268;6,68109308;6,06465168;11,94713103;0;0;0;0;0;0;;
44,929;5,601008305;10,57616789;10,57616789;10,23411333;11,7207202;10,23411333;11,7207202;5,777657337;4,633105023;12,96646824;1,326649916;1,326649916;0;0;0;0,632455532;;
