;CLDE;TAIG;PION;CLMX;COCO;TEDE;COMX;WAMX;XERO;TUND;COST;WAST;CODE;HODE;AQUA;ANTH
63825,22;1,216633881;4,640817677;3,940746966;4,640817677;4,640817677;4,640817677;4,640817677;2,724113085;2,724113085;5,829895005;24,47026712;18,23114673;5,081478905;5,081478905;0;0
63997,02583;1,11999375;5,86257511;5,248414707;5,86257511;5,86257511;5,86257511;5,86257511;4,128420957;4,128420957;5,455688112;22,48160165;18,3001866;4,531207605;4,531207605;0;0
64168,83167;0,679366249;5,796334068;5,116967819;5,796334068;5,796334068;5,796334068;5,796334068;4,437601571;4,437601571;5,224016532;22,42092074;19,59640704;5,470997642;5,470997642;0;0
64305,26572;1,192927869;5,630529439;5,630529439;6,309895688;6,309895688;6,309895688;6,309895688;5,116967819;4,437601571;5,737578152;24,87378997;20,50859141;4,519066762;4,519066762;0;0
64456,8591;0,758464765;4,429771699;4,429771699;4,429771699;4,429771699;4,429771699;4,429771699;3,671306934;3,671306934;5,341627025;16,48105407;20,91082577;3,725174105;3,725174105;0;0
64628,66494;0;3,064328621;3,064328621;3,064328621;3,064328621;3,064328621;3,064328621;3,064328621;3,064328621;4,514323969;17,50012261;16,05012726;2,879445919;2,879445919;0;0
64800,47077;0;2,681847814;2,681847814;2,681847814;2,681847814;2,681847814;2,681847814;2,681847814;2,681847814;3,731363946;17,04515189;15,99563576;4,377902019;4,377902019;0;0
64957,11727;1,061139152;5,590517548;5,031046279;5,590517548;5,590517548;5,590517548;5,590517548;3,969907127;3,969907127;4,359944057;13,20073565;17,73011405;4,526309889;4,526309889;0;0
65108,71066;0,693103311;5,064355203;5,064355203;5,064355203;5,064355203;5,064355203;5,064355203;4,371251892;4,371251892;4,329790018;16,19908548;16,24054736;5,427904319;5,427904319;0;0
65280,51649;0,659226365;6,642719032;5,472608396;6,642719032;7,301945396;6,642719032;7,301945396;4,813382031;4,154155666;4,336003704;19,7403495;17,0699381;5,343325555;5,343325555;0;0
65452,32233;0,686202448;4,686809202;4,686809202;4,686809202;4,686809202;4,686809202;4,686809202;4,000606754;4,000606754;4,686809202;19,13112051;18,44491806;4,348634276;4,348634276;0;0
