;CLDE;TAIG;PION;CLMX;COCO;TEDE;COMX;WAMX;XERO;TUND;COST;WAST;CODE;HODE;AQUA;ANTH
21583,57018;2,00460387;6,193552875;6,193552875;6,193552875;6,193552875;6,193552875;6,193552875;4,188949004;4,188949004;7,966383961;25,02199285;17,23535015;1,102940106;1,102940106;0;0
21586,91445;2,004329358;6,189424727;6,189424727;6,189424727;6,189424727;6,189424727;6,189424727;4,185095368;4,185095368;7,964961492;25,0292269;17,24070206;1,107911541;1,107911541;0;0
21590,25871;2,004056763;6,185306844;6,185306844;6,185306844;6,185306844;6,185306844;6,185306844;4,181250081;4,181250081;7,963556512;25,03631821;17,24589826;1,112849556;1,112849556;0;0
21593,60298;2,003783517;6,181191744;6,181191744;6,181191744;6,181191744;6,181191744;6,181191744;4,177408227;4,177408227;7,962140471;25,04335725;17,25105797;1,117752876;1,117752876;0;0
21596,94724;2,003508345;6,177089306;6,177089306;6,177089306;6,177089306;6,177089306;6,177089306;4,173580961;4,173580961;7,960718223;25,05027427;17,25612032;1,122671629;1,122671629;0;0
21600,29151;2,003602808;6,174051396;6,174051396;6,174051396;6,174051396;6,174051396;6,174051396;4,170448589;4,170448589;7,960667033;25,05475205;17,25732799;1,127764029;1,127764029;0;0
21603,64457;2,003963645;6,171844076;6,171844076;6,171844076;6,171844076;6,171844076;6,171844076;4,167880431;4,167880431;7,961663364;25,05721528;17,25550506;1,133030451;1,133030451;0;0
21606,99762;2,004352205;6,169679739;6,169679739;6,169679739;6,169679739;6,169679739;6,169679739;4,165327534;4,165327534;7,962686544;25,05960384;17,25354042;1,138265887;1,138265887;0;0
21610,35068;2,004741473;6,16750661;6,16750661;6,16750661;6,16750661;6,16750661;6,16750661;4,162765137;4,162765137;7,963712981;25,06193822;17,25150743;1,14347167;1,14347167;0;0
21613,70374;2,00512635;6,165323488;6,165323488;6,165323488;6,165323488;6,165323488;6,165323488;4,160197138;4,160197138;7,964733392;25,06414143;17,24935248;1,148693869;1,148693869;0;0
21617,05679;2,005510666;6,163155067;6,163155067;6,163155067;6,163155067;6,163155067;6,163155067;4,157644401;4,157644401;7,965742888;25,06628252;17,2471627;1,15383689;1,15383689;0;0
21620,40985;2,005899515;6,160988916;6,160988916;6,160988916;6,160988916;6,160988916;6,160988916;4,155089401;4,155089401;7,966769713;25,06832718;17,24484784;1,158954207;1,158954207;0;0
21623,76291;2,006283982;6,158812792;6,158812792;6,158812792;6,158812792;6,158812792;6,158812792;4,15252881;4,15252881;7,967790516;25,07027038;17,24244071;1,164039939;1,164039939;0;0
21627,11596;2,006666617;6,156647675;6,156647675;6,156647675;6,156647675;6,156647675;6,156647675;4,149981058;4,149981058;7,968795747;25,07213794;17,23999001;1,169096264;1,169096264;0;0
21630,46902;2,007051238;6,154477426;6,154477426;6,154477426;6,154477426;6,154477426;6,154477426;4,147426188;4,147426188;7,969808929;25,07388345;17,23739823;1,174174264;1,174174264;0;0
21633,82207;2,007435302;6,152308265;6,152308265;6,152308265;6,152308265;6,152308265;6,152308265;4,144872963;4,144872963;7,970820695;25,07557922;17,23476088;1,179176279;1,179176279;0;0
21637,17513;2,001972984;6,144828762;6,144828762;6,144828762;6,144828762;6,144828762;6,144828762;4,142855778;4,142855778;7,966733517;25,06209627;17,23427257;1,184347156;1,184347156;0;0
21640,52819;1,996474283;6,137304653;6,137304653;6,137304653;6,137304653;6,137304653;6,137304653;4,14083037;4,14083037;7,962605959;25,04845854;17,23373438;1,189493411;1,189493411;0;0
21643,88124;1,990990355;6,129791084;6,129791084;6,129791084;6,129791084;6,129791084;6,129791084;4,138800728;4,138800728;7,958485001;25,03477893;17,23311395;1,19461177;1,19461177;0;0
21647,2343;1,985495517;6,122267171;6,122267171;6,122267171;6,122267171;6,122267171;6,122267171;4,136771654;4,136771654;7,954361194;25,02092747;17,23234689;1,199751255;1,199751255;0;0
21650,58736;1,979989673;6,114746414;6,114746414;6,114746414;6,114746414;6,114746414;6,114746414;4,134756741;4,134756741;7,950215597;25,00698446;17,23154626;1,204818232;1,204818232;0;0
