;CLDE;TAIG;PION;CLMX;COCO;TEDE;COMX;WAMX;XERO;TUND;COST;WAST;CODE;HODE;;CLDE;TAIG;PION;CLMX;COCO;TEDE;COMX;WAMX;XERO;TUND;COST;WAST;CODE;HODE
58473,35965;5,16719239;10,97877358;12,38381337;11,06460072;12,33451255;12,8027396;14,07265143;7,635547212;4,99358235;9,935780925;40,65078733;14,51943682;1,856952787;1,856952787;;3%;7%;8%;7%;8%;8%;9%;5%;3%;6%;25%;9%;1%;1%
58524,40231;6,103588898;11,28495513;10,42007958;9,926529701;11,55221637;10,89015381;12,51584048;5,651440461;3,555679561;11,66493509;11,89710377;11,89710377;1,195228609;1,195228609;;5%;9%;9%;8%;10%;9%;10%;5%;3%;10%;10%;10%;1%;1%
58626,48762;5,92881837;13,07030996;12,33019463;13,09770729;15,24142868;15,08733005;17,23105144;9,898627011;4,997770203;10,92658857;7,740637883;7,740637883;0,370057665;0,370057665;;4%;10%;9%;10%;11%;11%;13%;7%;4%;8%;6%;6%;0%;0%
58728,57294;6,957634353;12,73924047;13,17802415;12,99297848;14,34813478;13,65220487;15,00736118;7,864681149;5,085676207;12,06992484;10,81281042;9,863142495;0;0;;5%;9%;10%;10%;11%;10%;11%;6%;4%;9%;8%;7%;0%;0%
58779,61559;7,420009549;10,6159179;10,09706382;10,6159179;11,4576181;12,20373025;13,04543044;5,625420891;2,354208163;12,95334713;10,82551721;10,50267111;1,283143706;1,283143706;;6%;9%;8%;9%;10%;10%;11%;5%;2%;11%;9%;9%;1%;1%
58830,65825;5,829827697;9,529559075;9,05282778;10,53183112;11,30053723;12,40265981;13,17136593;7,049563409;2,931025263;10,93330245;11,7190049;12,1957362;0;0;;5%;8%;8%;9%;10%;11%;11%;6%;3%;9%;10%;10%;0%;0%
58983,78622;6,872396996;14,24040152;12,57628769;13,24703436;15,94276994;14,22494575;16,92068133;9,01666258;4,672268944;12,13123145;7,025987364;7,025987364;0,686202438;0,686202438;;5%;11%;9%;10%;12%;11%;13%;7%;3%;9%;5%;5%;1%;1%
59034,82888;6,583086512;8,99831597;8,590067679;9,40656426;9,40656426;11,27739295;11,27739295;5,102554732;2,415229458;12,54127416;11,53685501;11,9451033;0,707106781;0,707106781;;6%;8%;8%;9%;9%;10%;10%;5%;2%;11%;10%;11%;1%;1%
59085,87153;6,872429867;9,113643927;9,113643927;10,40744184;10,88140142;10,88140142;11,355361;5,249062007;2,24121406;12,75842405;39,63450363;12,48524439;2,059928792;2,059928792;;5%;6%;6%;7%;7%;7%;8%;4%;2%;9%;27%;9%;1%;1%
59238,9995;6,830457213;13,87023794;13,01316857;13,83837443;16,08683069;16,22014678;18,46860304;10,24675893;4,791324464;11,4579382;5,445636604;5,445636604;0;0;;5%;10%;10%;10%;12%;12%;14%;8%;4%;8%;4%;4%;0%;0%
59290,04216;6,068984033;13,51251482;13,21365633;13,0144331;16,04208345;15,92990905;18,9575594;10,5680318;4,415880433;10,88216039;4,119612985;3,711364695;0,40824829;0,40824829;;5%;10%;10%;10%;12%;12%;14%;8%;3%;8%;3%;3%;0%;0%
59443,17013;6,798795487;11,17572851;10,15667918;10,65685399;11,17572851;11,17572851;11,69460303;5,395982352;3,858058499;12,83394892;10,2154748;10,2154748;0,518874522;0,518874522;;6%;10%;9%;9%;10%;10%;10%;5%;3%;11%;9%;9%;0%;0%
59545,25544;6,208288965;9,053651448;8,553205128;9,343001178;9,873331264;9,343001178;9,873331264;4,165488619;2,315032397;12,60408837;11,35041869;10,8200886;1,060660172;1,060660172;;6%;9%;8%;9%;9%;9%;9%;4%;2%;12%;11%;10%;1%;1%
59596,2981;6,521135048;8,626541285;8,967082012;9,256510322;9,256510322;9,256510322;9,256510322;3,65477262;2,735375274;12,50635601;11,87822566;15,30353813;0,629969036;0,629969036;;6%;8%;8%;9%;9%;9%;9%;3%;3%;12%;11%;14%;1%;1%
59749,42607;5,9463555;9,912580272;9,912580272;9,401286501;9,912580272;9,48854596;9,999839731;4,053484231;3,454931001;12,90945622;7,292864429;6,781570658;0,59855323;0,59855323;;6%;10%;10%;9%;10%;9%;10%;4%;3%;13%;7%;7%;1%;1%
59851,51138;5,830432528;13,05455121;12,51555786;12,37707491;13,88266397;12,91606827;14,42165733;7,624629091;5,718529621;11,47942068;3,696429665;3,696429665;0,538993352;0,538993352;;5%;11%;11%;10%;12%;11%;12%;6%;5%;10%;3%;3%;0%;0%
59953,5967;6,607724639;12,76358542;12,76358542;13,07972106;14,02766695;14,02766695;14,97561283;7,419942309;5,207914902;11,35924262;1,928255686;1,928255686;0;0;;6%;11%;11%;11%;12%;12%;13%;6%;4%;10%;2%;2%;0%;0%
60004,63935;6,722780623;14,59108152;14,02865238;12,13535103;14,59108152;13,37664725;15,83237775;7,216295765;5,412570403;11,13866106;3,389626728;3,389626728;0;0;;6%;12%;12%;10%;12%;11%;13%;6%;4%;9%;3%;3%;0%;0%
60055,68201;7,823953049;13,50707869;12,99105202;12,83326974;14,02310536;13,63913901;14,82897464;6,331212632;4,493290017;12,27440397;4,163266154;4,163266154;0;0;;6%;11%;11%;11%;12%;11%;12%;5%;4%;10%;3%;3%;0%;0%
60106,72467;7,849662047;13,94455291;13,52247063;13,90295683;14,99827263;13,90295683;14,99827263;7,271080816;5,795278814;12,70551626;4,450454104;4,450454104;0,258015965;0,258015965;;6%;11%;11%;11%;12%;11%;12%;6%;5%;10%;3%;3%;0%;0%
60157,76732;3,451404046;16,39531704;15,19187371;11,3592403;16,39531704;12,46564797;17,50172471;9,014243923;7,306114586;5,710485336;1,203443336;1,203443336;0;0;;3%;14%;13%;10%;14%;11%;15%;8%;6%;5%;1%;1%;0%;0%
60259,85264;5,249099541;16,20054869;15,61716534;12,98276544;17,07261761;14,54519191;18,63504408;8,712709019;6,27821363;8,542204127;0;0;0;0;;4%;13%;13%;10%;14%;12%;15%;7%;5%;7%;0%;0%;0%;0%
60361,93795;7,41015878;17,39503683;15,80933624;16,56160443;19,85516144;18,09028996;21,38384696;11,35102062;6,233915473;9,977686498;1,665697147;1,665697147;0,457405573;0,457405573;;5%;12%;11%;11%;13%;12%;14%;8%;4%;7%;1%;1%;0%;0%
60464,02326;6,782612543;15,74894059;14,7710292;14,61768261;18,09925685;17,12688896;20,6084632;11,3221878;5,484753802;10,1218468;0,977911386;0,977911386;0;0;;5%;12%;11%;11%;13%;13%;15%;8%;4%;7%;1%;1%;0%;0%
60566,10858;4,750786296;15,47460935;14,15755321;13,25034216;17,51825544;16,34159852;20,60951181;12,90786837;6,455909769;6,943333346;0,823564716;0,823564716;0;0;;4%;12%;11%;10%;13%;13%;16%;10%;5%;5%;1%;1%;0%;0%
60617,15123;3,696959188;15,31534646;14,74697574;11,19976207;17,57567482;13,74846464;20,12437738;10,61987616;5,24247452;5,100218181;0;0;0;0;;3%;13%;13%;10%;15%;12%;17%;9%;4%;4%;0%;0%;0%;0%
60668,19389;5,455153024;17,16889977;13,86173938;16,26893852;20,69491702;19,17213872;23,59811723;14,39192812;5,971659257;7,555323086;0;0;0;0;;4%;12%;10%;11%;14%;13%;16%;10%;4%;5%;0%;0%;0%;0%
60872,36452;4,458911026;14,55333277;13,11006362;11,78010776;16,62626498;16,01687357;20,86303079;13,00123169;5,248264517;4,946771026;0;0;0;0;;4%;12%;11%;10%;14%;13%;17%;11%;4%;4%;0%;0%;0%;0%
60974,44983;5,223549593;12,63105782;10,90626697;14,43555345;17,87869335;18,7720289;22,21516879;15,27327015;3,964368325;6,245509251;0;0;0;0;;4%;10%;9%;11%;14%;15%;17%;12%;3%;5%;0%;0%;0%;0%
61076,53515;5,130634864;10,43106161;8,277935594;11,98449215;14,80570014;17,64616033;20,46736832;14,66865149;2,479218764;6,718447207;0,322846105;0,322846105;0;0;;5%;9%;7%;11%;13%;16%;18%;13%;2%;6%;0%;0%;0%;0%
61127,5778;4,914239569;9,497567728;7,271686901;12,61783004;14,51279946;19,3429169;21,23788632;16,65455816;2,688358742;6,245677616;0;0;0;0;;4%;8%;6%;11%;13%;17%;18%;14%;2%;5%;0%;0%;0%;0%
61382,79109;4,622267117;8,96312069;7,908178405;12,61097998;14,44699951;18,52569645;20,36171599;14,95837162;2,504834036;6,368230203;1,054942286;1,054942286;0;0;;4%;8%;7%;11%;13%;16%;18%;13%;2%;6%;1%;1%;0%;0%
61638,00437;4,755563543;9,943969848;8,245554297;11,61752413;14,18207538;17,78486015;20,3494114;14,72771216;2,623855062;6,041583043;0,67936622;0,67936622;0;0;;4%;9%;7%;10%;13%;16%;18%;13%;2%;5%;1%;1%;0%;0%
61893,21765;4,974098709;8,429135935;7,167949059;13,59348526;15,32100387;20,19223461;21,91975322;16,47932277;1,727518613;5,712540425;0;0;0;0;;4%;7%;6%;12%;13%;17%;19%;14%;1%;5%;0%;0%;0%;0%
62097,38828;4,562250983;10,28145856;8,707397727;13,85225598;16,62508588;20,43570802;23,20853792;17,44751787;2,946377681;5,780902559;0,701823219;0,701823219;0;0;;4%;8%;7%;11%;13%;16%;19%;14%;2%;5%;1%;1%;0%;0%
62148,43094;5,396643616;8,824470916;7,110557266;12,71189639;14,42581004;18,88567315;20,5995868;15,20294318;1,71391365;6,26266902;0,353553391;0,353553391;0;0;;5%;8%;6%;11%;13%;17%;18%;14%;2%;6%;0%;0%;0%;0%
62403,64422;4,516552084;7,131695723;6,022595274;12,2095351;13,31863555;19,68833887;20,79743932;16,28088724;1,50604319;5,902966643;1,378482328;1,378482328;0;0;;4%;6%;5%;11%;12%;18%;19%;15%;1%;5%;1%;1%;0%;0%
62607,81485;5,801798885;9,781260261;8,773712984;14,36273855;15,54339065;19,64564409;20,82629619;14,85139248;2,798809271;8,389649286;1,015038438;1,015038438;0;0;;5%;8%;7%;12%;13%;16%;17%;12%;2%;7%;1%;1%;0%;0%
62811,98547;6,295145841;10,80341777;12,06605028;13,84502456;14,87976154;17,95346354;18,98820053;11,81181105;4,73616745;10,5170657;4,071548461;3,918055108;0,739675888;0,739675888;;5%;8%;9%;11%;11%;14%;14%;9%;4%;8%;3%;3%;1%;1%
62914,07079;6,329474622;8,592766464;9,644634185;9,644634185;9,644634185;9,644634185;9,644634185;3,315159563;3,315159563;11,01881998;9,405241697;9,405241697;4,177577286;4,177577286;;6%;8%;9%;9%;9%;9%;9%;3%;3%;10%;9%;9%;4%;4%
63118,24142;6,240702427;8,240269854;11,79678345;11,79678345;11,79678345;11,79678345;11,79678345;5,556081019;5,556081019;10,78022514;8,238226243;8,238226243;0;0;;6%;7%;11%;11%;11%;11%;11%;5%;5%;10%;7%;7%;0%;0%
63169,28407;6,16129357;8,349548935;10,84569982;10,84569982;10,84569982;10,84569982;10,84569982;4,684406247;4,684406247;11,34818533;8,104438608;8,104438608;1,872294099;1,872294099;;6%;8%;10%;10%;10%;10%;10%;4%;4%;10%;7%;7%;2%;2%
63424,49736;5,472994197;7,719962542;8,968774515;10,84436966;11,47115283;11,97826308;12,60504625;7,132052051;3,495780318;11,51894916;9,241073736;9,241073736;1,253566341;1,253566341;;5%;7%;8%;10%;10%;11%;11%;6%;3%;10%;8%;8%;1%;1%
63628,66798;5,432066476;9,805255966;10,79411011;10,21590808;11,78296425;10,21590808;11,78296425;4,783841607;3,794987466;10,58896439;11,73042367;11,73042367;3,980689128;3,980689128;;5%;8%;9%;8%;10%;8%;10%;4%;3%;9%;10%;10%;3%;3%
63679,71064;5,820991695;8,754926997;8,754926997;8,466158037;9,350494671;9,565886054;10,45022269;4,340462033;2,645166343;11,55102951;35,12980159;14,79734642;3,478812174;3,478812174;;4%;6%;6%;6%;7%;7%;8%;3%;2%;8%;26%;11%;3%;3%
63934,92392;5,208306744;15,05489789;15,05489789;11,71227141;15,05489789;13,06675669;16,40938316;7,858449941;6,503964669;8,115094721;2,161243496;2,161243496;0;0;;4%;13%;13%;10%;13%;11%;14%;7%;5%;7%;2%;2%;0%;0%
64139,09455;4,680111391;15,16552563;14,60605434;11,68678649;15,16552563;13,3457116;16,82445074;9,225071503;7,006675098;7,654938024;1,967183237;1,967183237;0;0;;4%;13%;12%;10%;13%;11%;14%;8%;6%;6%;2%;2%;0%;0%
64190,13721;4,956892758;15,98985425;15,42519455;12,68981989;16,2721841;14,0853121;17,66767631;9,128419343;7,168267432;7,320567127;1,864556242;1,864556242;0;0;;4%;13%;12%;10%;13%;11%;14%;7%;6%;6%;1%;1%;0%;0%
64445,35049;5,544209163;18,09380615;17,34273854;11,67768064;18,09380615;12,99813122;19,41425674;7,453922057;5,757937665;6,428545797;1,050030525;1,050030525;0;0;;4%;14%;14%;9%;14%;10%;16%;6%;5%;5%;1%;1%;0%;0%
64649,52112;5,295108176;16,41587643;15,72738099;12,49043494;16,41587643;14,14776812;18,07320961;9,541155382;7,195326766;7,306439712;1,461413677;1,461413677;0,688495442;0,688495442;;4%;13%;12%;10%;13%;11%;14%;8%;6%;6%;1%;1%;1%;1%
64700,56377;4,155998079;16,53465893;16,00720266;11,55551957;16,53465893;12,58334262;17,56248199;8,954800816;7,39952149;6,38028916;0;0;0;0;;4%;14%;14%;10%;14%;11%;15%;8%;6%;5%;0%;0%;0%;0%
64955,77706;5,333759238;15,82206863;15,44380045;13,57993302;16,70873296;14,26157092;17,39037086;9,306079865;7,359509455;8,020214486;2,985394567;2,985394567;0;0;;4%;12%;12%;11%;13%;11%;13%;7%;6%;6%;2%;2%;0%;0%
65159,94769;3,769466084;15,08417138;14,79238696;11,85779436;15,56367842;12,33730141;16,04318547;9,339126784;8,088328281;6,579120971;0,959014092;0,959014092;0;0;;3%;13%;13%;10%;13%;11%;14%;8%;7%;6%;1%;1%;0%;0%
65210,99034;4,086542354;15,6019068;14,82279765;12,46304148;16,0897668;13,24215064;16,86887595;9,934717433;7,888639129;6,15947457;1,266969152;1,266969152;0;0;;3%;13%;12%;10%;13%;11%;14%;8%;7%;5%;1%;1%;0%;0%
65466,20363;5,045970221;16,40959373;15,63830228;12,65479146;16,40959373;12,65479146;16,40959373;8,380112691;7,608821235;7,43435452;1,299915775;1,299915775;0;0;;4%;14%;13%;10%;14%;10%;14%;7%;6%;6%;1%;1%;0%;0%
65670,37425;4,329467803;15,39790667;15,39790667;11,75627683;15,39790667;12,09037382;15,73200366;7,760906014;7,426809029;7,114585527;0,980186137;0,980186137;0;0;;4%;13%;13%;10%;13%;11%;14%;7%;6%;6%;1%;1%;0%;0%
65721,41691;4,135619906;16,21288005;15,43899304;12,02137603;16,69516703;13,0038227;17,6776137;9,642089801;7,40346914;6,528757224;0,964573963;0,964573963;0;0;;3%;13%;13%;10%;14%;11%;15%;8%;6%;5%;1%;1%;0%;0%
65976,63019;4,570645264;16,60798057;15,62779444;11,40962162;16,60798057;11,74371861;16,94207756;7,48506551;6,504879373;7,185879391;0,668193969;0,668193969;0;0;;4%;14%;13%;10%;14%;10%;15%;6%;6%;6%;1%;1%;0%;0%
66487,05676;6,215232154;16,3315593;15,29163068;14,86866693;18,95370059;17,29974162;21,38477528;11,83576295;5,88695592;8,91939561;0,81900522;0,81900522;0;0;;4%;12%;11%;11%;14%;12%;15%;9%;4%;6%;1%;1%;0%;0%
66691,22739;4,231715923;15,99199339;14,92656132;12,91634487;17,47877727;15,49016109;20,05259349;11,99943439;7,03562364;5,598617914;0,162221421;0,162221421;0;0;;3%;13%;12%;10%;14%;12%;16%;10%;6%;4%;0%;0%;0%;0%
66742,27004;5,664417496;16,0433924;14,92064426;13,32390765;17,2411861;15,94962017;19,86689861;11,40795081;6,461696459;7,402556375;0;0;0;0;;4%;13%;12%;10%;13%;12%;15%;9%;5%;6%;0%;0%;0%;0%
66997,48333;7,095777539;17,11601897;14,29430312;15,34848586;18,76702062;19,07663015;22,49516491;12,87001392;5,635429399;9,535370313;0,758464777;0,758464777;0;0;;5%;12%;10%;11%;13%;13%;16%;9%;4%;7%;1%;1%;0%;0%
67201,65396;5,278091379;16,06844321;14,52340628;13,29845663;17,52606865;16,20084952;20,42846154;12,46779507;6,562739809;6,642717601;0;0;0;0;;4%;12%;11%;10%;14%;13%;16%;10%;5%;5%;0%;0%;0%;0%
67252,69661;6,889526534;16,01992302;14,12425236;14,92553731;18,94631667;18,62567387;22,64645323;13,631818;5,109617122;9,264468823;0,291196363;0,291196363;0;0;;5%;11%;10%;11%;13%;13%;16%;10%;4%;7%;0%;0%;0%;0%
67507,9099;4,817977194;13,84158839;12,71607319;12,11896094;17,2181537;15,81142294;20,9106157;12,11896094;3,924418437;6,841251663;0;0;0;0;;4%;12%;11%;10%;14%;13%;17%;10%;3%;6%;0%;0%;0%;0%
67712,08052;3,786585317;14,2754849;12,95703211;12,88506855;17,46713437;16,77494934;21,35701515;12,98836402;5,247607376;5,586117967;0;0;0;0;;3%;12%;11%;10%;14%;14%;17%;11%;4%;5%;0%;0%;0%;0%
67763,12318;3,838679078;12,10868218;11,87626742;11,20757142;15,95011186;16,09377602;20,83631645;12,02268218;3,295047909;4,916663244;0,23241476;0,23241476;0;0;;3%;11%;11%;10%;14%;14%;19%;11%;3%;4%;0%;0%;0%;0%
68018,33646;5,366400626;12,04971318;10,57775303;12,27290172;15,61455799;17,4962928;20,83794907;13,60185232;3,341656276;6,720407027;0;0;0;0;;5%;10%;9%;10%;13%;15%;18%;12%;3%;6%;0%;0%;0%;0%
68222,50709;4,225963325;12,12262933;10,89174397;11,83167074;16,62004953;15,96268294;20,75106173;12,43308248;2,841025972;6,313340353;0,267261242;0,267261242;0;0;;4%;11%;10%;10%;15%;14%;18%;11%;2%;6%;0%;0%;0%;0%
68324,5924;2,702612121;11,67615804;11,19942675;9,041370751;15,41247027;13,01485379;19,3859533;10,78897296;2,602446402;2,702612121;0;0;0;0;;3%;12%;11%;9%;16%;13%;20%;11%;3%;3%;0%;0%;0%;0%
68732,93366;2,534571566;9,72013998;9,080537831;9,125164908;14,29940179;13,19590787;18,37014475;11,30093845;2,011331535;3,682692561;0;0;0;0;;3%;10%;10%;10%;15%;14%;20%;12%;2%;4%;0%;0%;0%;0%
68783,97631;2,07448631;9,420434418;8,809400502;10,95421932;15,22941436;15,80046331;20,07565835;13,11494309;2,459719159;2,685520225;0;0;0;0;;2%;9%;9%;11%;15%;16%;20%;13%;2%;3%;0%;0%;0%;0%
68886,06163;2,232458503;9,190822809;9,190822809;9,646759203;13,91403907;15,04157295;19,30885282;12,80911445;2,691084444;3,782692616;0;0;0;0;;2%;9%;9%;10%;14%;15%;20%;13%;3%;4%;0%;0%;0%;0%
69039,1896;3,386549887;9,827851105;9,053964099;11,92347839;15,48533369;18,2634538;21,8253091;15,65079092;2,879445917;4,36899656;0,773887007;0,773887007;0;0;;3%;9%;8%;10%;14%;16%;19%;14%;3%;4%;1%;1%;0%;0%
69243,36022;3,664365784;11,29471273;11,29471273;13,95754148;16,6592896;19,49337918;22,1951273;15,8290134;4,928598822;4,97905672;0,477924948;0,477924948;0;0;;3%;9%;9%;11%;13%;16%;18%;13%;4%;4%;0%;0%;0%;0%
69294,40288;3,687399666;10,8192603;10,8192603;14,3492675;17,91519782;20,96510581;24,53103613;17,27770615;3,565930318;4,992253364;0;0;0;0;;3%;8%;8%;11%;14%;16%;19%;13%;3%;4%;0%;0%;0%;0%
69345,44554;2,668154347;9,994772698;9,994772698;14,10222234;17,40806133;18,51810278;21,82394177;15,84994843;4,020779361;4,203453294;0;0;0;0;;2%;8%;8%;12%;15%;16%;18%;13%;3%;4%;0%;0%;0%;0%
69549,61617;5,154583912;16,50286561;13,88154526;16,81279028;20,41834156;20,04885826;23,65440953;16,10138113;7,03562364;6,568797474;2,207106781;2,207106781;0,5;0,5;;3%;11%;9%;11%;13%;13%;16%;11%;5%;4%;1%;1%;0%;0%
69753,78679;4,207911803;14,86738126;16,05151551;14,20671471;16,82147216;14,41522913;17,02998658;10,20731733;9,228846255;5,392046049;1,829349944;1,829349944;0;0;;3%;12%;13%;11%;13%;11%;14%;8%;7%;4%;1%;1%;0%;0%
69804,82945;4,810027405;14,83507917;14,83507917;12,86946569;14,83507917;12,86946569;14,83507917;8,059438284;8,059438284;6,581005563;0,768706115;0,768706115;0;0;;4%;13%;13%;11%;13%;11%;13%;7%;7%;6%;1%;1%;0%;0%
70060,04273;4,645810146;12,95571172;12,95571172;13,25275599;13,54980025;13,25275599;13,54980025;8,903990104;8,309901578;6,965800004;3,611183053;3,611183053;0;0;;4%;11%;11%;11%;12%;11%;12%;8%;7%;6%;3%;3%;0%;0%
70264,21336;6,607796568;14,9811122;13,34311835;14,95072574;19,23241831;18,46769731;22,74938988;13,4978946;4,091623066;8,245790424;0,698615531;0,698615531;0,174653883;0,174653883;;5%;11%;10%;11%;14%;13%;16%;10%;3%;6%;1%;1%;0%;0%
70315,25602;7,341723446;15,2533343;12,15806018;17,35505644;20,18119954;20,87856735;23,70471046;14,01370466;3,776261061;8,650930129;0,779109152;0,779109152;0;0;;5%;11%;8%;12%;14%;14%;16%;10%;3%;6%;1%;1%;0%;0%
70774,63993;4,3366238;14,43281841;11,66400713;16,78757624;20,41474974;21,20986784;24,83704135;16,71414015;5,005063515;5,641477498;0,617298363;0,617298363;0;0;;3%;10%;8%;12%;14%;15%;17%;12%;4%;4%;0%;0%;0%;0%
70825,68258;4,398912787;14,01391018;11,6064373;16,61020188;19,493301;22,0430373;24,92613642;16,84839018;5,130294667;6,32623201;0;0;0;0;;3%;10%;8%;12%;14%;16%;18%;12%;4%;4%;0%;0%;0%;0%
71080,89587;5,644440611;15,11534881;13,39060677;15,63904404;18,28987065;20,14771478;22,79854139;14,29546168;5,853804326;7,295442262;0,931334265;0,931334265;0;0;;4%;11%;10%;11%;13%;14%;16%;10%;4%;5%;1%;1%;0%;0%
71285,06649;6,100777039;15,68566154;14,7927994;15,34005935;18,14926002;18,77656725;21,58576792;12,67579021;6,329252765;7,048722923;0,947945884;0,947945884;0;0;;4%;11%;11%;11%;13%;14%;16%;9%;5%;5%;1%;1%;0%;0%
71336,10915;5,410906286;15,01548137;13,58705425;15,51882523;17,72952769;20,08687945;22,29758191;14,67597316;6,679659057;7,104129062;0;0;0;0;;4%;11%;10%;11%;13%;15%;16%;11%;5%;5%;0%;0%;0%;0%
71489,23712;4,637770082;17,28081339;16,14407197;12,19775835;17,28081339;13,44580209;18,52885713;8,808032006;6,991617556;5,885813818;1,248043737;1,248043737;0;0;;4%;14%;13%;10%;14%;11%;15%;7%;6%;5%;1%;1%;0%;0%
71591,32244;5,567410798;14,68498226;14,97417305;14,59105309;16,33556078;17,58344044;19,32794813;11,47993117;7,662254558;7,421327698;1,361387735;1,361387735;0;0;;4%;11%;11%;11%;12%;13%;15%;9%;6%;6%;1%;1%;0%;0%
71795,49306;5,047997778;15,3251755;15,2008215;14,80297029;17,07675636;15,53161824;17,80540431;9,585041551;8,00339165;7,922521494;2,423165824;2,423165824;0,248708002;0,248708002;;4%;12%;12%;11%;13%;12%;14%;7%;6%;6%;2%;2%;0%;0%
71846,53572;7,645985359;17,08640297;14,06529756;15,97391812;18,00121412;18,07189961;20,09919561;10,41380966;6,125219391;10,59892595;1,501772003;1,501772003;0;0;;5%;12%;10%;11%;13%;13%;14%;7%;4%;8%;1%;1%;0%;0%
72101,749;7,961671953;17,4375593;15,07816269;16,04457775;18,29685558;16,38982411;18,64210194;8,237696912;6,37833173;11,71014946;2,679273382;2,679273382;0;0;;6%;12%;11%;11%;13%;12%;13%;6%;5%;8%;2%;2%;0%;0%
72305,91963;7,400354305;17,19819917;15,82517442;16,25256074;19,13606376;16,25256074;19,13606376;7,84236747;6,691842283;10,38740844;4,246424327;4,246424327;0;0;;5%;12%;11%;11%;13%;11%;13%;5%;5%;7%;3%;3%;0%;0%
72356,96229;7,623107165;17,98113417;15,6834979;16,07994825;19,5559778;16,78235659;20,25838614;8,218667628;6,050310231;10,5847829;2,686220871;2,686220871;0,402804736;0,402804736;;5%;12%;11%;11%;13%;12%;14%;6%;4%;7%;2%;2%;0%;0%
72612,17557;9,005738068;11,97230049;14,2089632;15,42158158;16,41043572;15,42158158;16,41043572;6,639607759;5,426989373;12,78440518;4,803577461;4,803577461;0;0;;7%;9%;11%;12%;12%;12%;12%;5%;4%;10%;4%;4%;0%;0%
72816,3462;7,463173506;14,13341526;12,28908315;14,02289209;15,90232234;14,02289209;15,90232234;7,402142119;5,174310756;12,76685452;8,73414806;8,73414806;2,450946544;2,450946544;;5%;10%;9%;10%;11%;10%;11%;5%;4%;9%;6%;6%;2%;2%
72867,38885;7,658639532;14,04753386;12,72036912;15,22694183;17,46300981;15,72694183;17,96300981;9,98251586;6,154088735;13,22640389;8,15282635;8,15282635;1;1;;5%;9%;9%;10%;12%;11%;12%;7%;4%;9%;5%;5%;1%;1%
73071,55948;3,894709892;10,96005751;8,918621109;10,62242714;12,06423037;10,62242714;12,06423037;6,797400955;5,18975447;11,25866221;6,247110699;6,247110699;1,199331237;1,199331237;;4%;10%;8%;10%;11%;10%;11%;6%;5%;10%;6%;6%;1%;1%
73122,60214;4,780491898;14,93231607;13,18456909;12,46383342;14,93231607;12,46383342;14,93231607;6,825093719;6,380344129;9,702409687;4,037995282;4,260370077;1,218636597;1,218636597;;4%;12%;11%;10%;12%;10%;12%;6%;5%;8%;3%;4%;1%;1%
73173,64479;3,547734454;14,37337358;14,37337358;10,96767755;14,37337358;11,95837502;15,36407105;8,410640569;7,419943097;7,130098664;0,981306763;0,981306763;0;0;;3%;13%;13%;10%;13%;11%;14%;8%;7%;6%;1%;1%;0%;0%
73224,68745;5,094029309;16,06823033;15,66814783;12,55094627;16,06823033;13,25101699;16,76830104;8,557070178;7,456916961;7,936714322;1,072457466;1,072457466;0;0;;4%;13%;13%;10%;13%;11%;14%;7%;6%;7%;1%;1%;0%;0%
73275,73011;4,870041862;16,54232952;15,48166935;13,02229756;16,54232952;13,55262764;17,0726596;8,682585781;7,62192561;7,574205318;0,530330086;0,530330086;0;0;;4%;14%;13%;11%;14%;11%;14%;7%;6%;6%;0%;0%;0%;0%
73326,77276;4,586813313;15,76761442;14,75257598;12,47161133;15,76761442;13,26933536;16,56533845;8,682522049;7,377278795;7,644342519;2,188199382;2,188199382;0,797724035;0,797724035;;4%;13%;12%;10%;13%;11%;13%;7%;6%;6%;2%;2%;1%;1%
73377,81542;5,460427412;17,40878588;15,70056084;14,71022529;18,53957699;14,71022529;18,53957699;9,815193433;7,830289807;8,378713458;2,839016146;2,839016146;0,565395553;0,565395553;;4%;13%;11%;11%;13%;11%;13%;7%;6%;6%;2%;2%;0%;0%
73479,90073;5,261905522;18,23355035;16,22027085;13,71145821;18,75813952;14,23604738;19,28272869;8,58910153;6,725803603;7,099286536;0,814119584;0,814119584;0;0;;4%;14%;13%;11%;14%;11%;15%;7%;5%;5%;1%;1%;0%;0%
73633,02871;5,545730315;18,66634415;15,93551611;13,7757387;19,28364251;15,23969628;20,74760009;9,210015352;6,005320695;7,831965703;0;0;0;0;;4%;14%;12%;10%;15%;12%;16%;7%;5%;6%;0%;0%;0%;0%
73684,07136;3,763271781;18,23452797;15,20905214;12,41240094;18,23452797;13,16328694;18,98541397;7,876311341;6,374539338;5,607372977;0;0;0;0;;3%;15%;13%;10%;15%;11%;16%;7%;5%;5%;0%;0%;0%;0%
73735,11402;4,870784015;19,18849825;15,00083816;14,01039287;19,18849825;15,13383158;20,31193696;8,685094874;6,256802466;6,609815089;0;0;0;0;;4%;15%;12%;11%;15%;12%;16%;7%;5%;5%;0%;0%;0%;0%
73786,15668;3,418647255;18,23730052;14,81865326;14,2543355;20,49947596;15,21531809;21,46045855;9,298336075;5,615021794;4,950631292;0;0;0;0;;3%;14%;12%;11%;16%;12%;17%;7%;4%;4%;0%;0%;0%;0%
