;CLDE;TAIG;PION;CLMX;COCO;TEDE;COMX;WAMX;XERO;TUND;COST;WAST;CODE;HODE;;CLDE;TAIG;PION;CLMX;COCO;TEDE;COMX;WAMX;XERO;TUND;COST;WAST;CODE;HODE
35073,45616;3,416710852;8,475065972;9,58822833;9,58822833;9,58822833;9,58822833;9,58822833;6,171517478;6,171517478;9,044669011;8,093677624;8,701596383;0,896854406;0,896854406;;3%;8%;10%;10%;10%;10%;10%;6%;6%;9%;8%;9%;1%;1%
35377,07415;4,069856889;10,78532294;10,1194429;10,78532294;10,78532294;10,78532294;10,78532294;7,38134609;6,715466051;8,53530777;8,594884942;8,594884942;0,665880039;0,665880039;;4%;10%;9%;10%;10%;10%;10%;7%;6%;8%;8%;8%;1%;1%
35534,65575;4,604982866;7,487969877;6,987856761;7,487969877;7,973041127;7,487969877;7,973041127;3,868171378;2,397915762;10,31359349;12,86972124;15,55905862;2,161025763;2,161025763;;5%;8%;7%;8%;8%;8%;8%;4%;2%;10%;13%;16%;2%;2%
35718,48682;3,956110396;6,766261026;6,556132986;7,569403708;7,569403708;7,569403708;7,569403708;4,626564035;3,613293312;10,24708297;30,70842931;16,37254691;1,606285364;1,606285364;;3%;6%;6%;7%;7%;7%;7%;4%;3%;9%;26%;14%;1%;1%
36114,71933;4,811257037;7,911637586;7,911637586;8,94990976;8,94990976;8,94990976;8,94990976;5,176924896;3,890061185;11,08721437;13,83283628;18,26398656;1,337349206;1,337349206;;4%;7%;7%;8%;8%;8%;8%;5%;3%;10%;12%;16%;1%;1%
36313,39987;2,516405797;6,406103253;6,754123385;6,754123385;7,102143517;6,754123385;7,102143517;4,237717588;3,889697455;9,072186519;11,85161846;17,25696357;1,044060397;1,044060397;;3%;7%;7%;7%;8%;7%;8%;5%;4%;10%;13%;19%;1%;1%
36777,07757;2,967445966;8,554503227;9,633708638;9,087036364;9,360372501;9,360372501;9,633708638;6,392926535;6,119590398;9,31603618;25,05246131;15,90698446;1,079205411;1,079205411;;2%;7%;8%;7%;8%;8%;8%;5%;5%;8%;20%;13%;1%;1%
37164,35383;3,648141225;9,333080347;9,854808986;9,854808986;9,854808986;9,854808986;9,854808986;6,20666776;6,20666776;9,695093935;7,610263178;7,610263178;0;0;;4%;9%;10%;10%;10%;10%;10%;6%;6%;10%;8%;8%;0%;0%
37558,56859;3,668578963;11,9102739;11,9102739;12,23028896;12,23028896;12,23028896;12,23028896;8,561709995;8,561709995;6,789630685;5,363858369;5,363858369;1,159550215;1,159550215;;3%;11%;11%;11%;11%;11%;11%;8%;8%;6%;5%;5%;1%;1%
37754,2219;4,343642426;6,769127681;8,971841047;8,514435474;8,514435474;8,971841047;8,971841047;4,628198621;4,170793048;10,93694442;8,784960878;8,327555305;1,415758178;1,415758178;;5%;7%;9%;9%;9%;9%;9%;5%;4%;12%;9%;9%;1%;1%
38076,69137;4,147995298;5,728576665;5,863241861;5,863241861;5,997907057;5,863241861;5,997907057;1,84991176;1,580581368;9,678644708;14,5169152;16,82980076;1,388674311;1,388674311;;5%;7%;7%;7%;7%;7%;7%;2%;2%;11%;17%;19%;2%;2%
38469,65769;6,001356333;7,559839664;5,429035171;8,140201692;8,140201692;9,223548436;9,223548436;5,352996595;1,558483331;11,74355133;12,37201652;14,79953962;1,083346744;1,083346744;;6%;7%;5%;8%;8%;9%;9%;5%;2%;12%;12%;15%;1%;1%
38853,23272;2,885980779;5,089873439;5,920822409;5,707086839;5,707086839;6,538035809;6,538035809;3,96066173;2,51249936;8,667725449;34,77597283;15,33093956;3,336320563;3,336320563;;3%;5%;5%;5%;5%;6%;6%;4%;2%;8%;32%;14%;3%;3%
39113,89913;3,751094175;6,599841897;5,852713355;6,304232895;7,346970439;6,474821666;7,517559211;3,300267262;1,635421406;10,05281142;10,93532671;13,44289688;0,917717314;0,917717314;;4%;8%;7%;7%;9%;8%;9%;4%;2%;12%;13%;16%;1%;1%
39378,29659;3,959924752;6,004029097;5,476662287;7,124022831;7,124022831;7,415219194;7,415219194;5,102654986;3,164098079;9,841057236;14,25677857;17,71207301;0,873589088;0,873589088;;4%;6%;6%;7%;7%;8%;8%;5%;3%;10%;15%;18%;1%;1%
39577,65253;4,336841087;6,094607735;5,800569457;6,094607735;6,094607735;6,207835439;6,207835439;2,890043682;1,757766648;10,97878242;33,64303019;11,91505389;0,838238755;0,838238755;;4%;6%;6%;6%;6%;6%;6%;3%;2%;11%;32%;11%;1%;1%
39974,01537;3,918728297;5,177034036;5,617992588;5,617992588;5,617992588;5,617992588;5,617992588;2,140222843;1,699264291;10,44219023;32,80208572;16,66266174;1,258305739;1,258305739;;4%;5%;5%;5%;5%;5%;5%;2%;2%;10%;32%;16%;1%;1%
40235,02231;4,431319216;5,6802574;4,533800827;6,632718075;6,632718075;8,283719726;8,283719726;4,610865286;1,054942286;10,82646186;12,96150494;14,774912;2,038993448;2,038993448;;5%;6%;5%;7%;7%;9%;9%;5%;1%;12%;14%;16%;2%;2%
40562,72709;3,958066783;5,944129331;4,953431859;6,434782713;6,434782713;6,925436094;6,925436094;4,448720165;1,986062548;10,24296933;15,61626484;18,10237148;1,471960144;1,471960144;;4%;6%;5%;7%;7%;7%;7%;5%;2%;11%;16%;19%;2%;2%
40757,74336;4,02462961;7,566306934;8,782144451;8,174225692;8,174225692;9,28738805;9,28738805;5,26275844;4,149596082;10,58041033;10,40900986;9,801091101;0,607918759;0,607918759;;4%;8%;9%;8%;8%;10%;10%;5%;4%;11%;11%;10%;1%;1%
40947,81952;2,834887188;5,597147367;5,597147367;5,597147367;5,597147367;6,445388014;6,445388014;3,610500827;2,76226018;9,041689121;14,18950353;17,80000435;2,475900099;2,475900099;;3%;6%;6%;6%;6%;7%;7%;4%;3%;10%;16%;20%;3%;3%
41405,96544;4,130487587;5,442822233;5,678524494;6,522945683;6,522945683;7,304681643;7,304681643;3,174194055;1,312334646;10,41539013;34,39368227;15,87489898;2,526669077;2,526669077;;4%;5%;5%;6%;6%;6%;6%;3%;1%;9%;30%;14%;2%;2%
42037,62418;5,15233864;6,985273206;6,985273206;6,985273206;6,985273206;6,985273206;6,985273206;2,282105342;1,832934566;11,86903687;11,18791059;10,73873982;1,192562718;1,192562718;;6%;8%;8%;8%;8%;8%;8%;3%;2%;14%;13%;12%;1%;1%
42343,88012;3,972341028;5,880746602;6,404599578;7,534145468;7,534145468;8,360844901;8,360844901;4,69135033;2,735105007;10,46106589;32,58554507;15,34334321;2,495556763;2,495556763;;3%;5%;5%;6%;6%;7%;7%;4%;2%;9%;27%;13%;2%;2%
42497,00809;4,555592958;6,889248019;6,889248019;6,889248019;6,889248019;7,090594836;7,090594836;2,535001878;2,333655061;10,44075524;14,16069395;16,69569583;1,461760025;1,461760025;;5%;7%;7%;7%;7%;7%;7%;3%;2%;11%;15%;18%;2%;2%
42752,22137;5,252435452;7,795317068;7,795317068;7,795317068;8,241748137;8,241748137;8,688179206;4,383689637;2,096450547;11,69122742;38,1824656;11,15624658;1,394376953;1,394376953;;4%;6%;6%;6%;7%;7%;7%;4%;2%;9%;31%;9%;1%;1%
43058,47731;6,266642842;10,56316538;11,48726275;10,85672807;11,57452221;10,94398753;11,66178167;5,307879365;4,502825767;12,59982033;7,488458368;7,488458368;0,717794139;0,717794139;;6%;9%;10%;10%;10%;10%;10%;5%;4%;11%;7%;7%;1%;1%
43313,6906;5,240061968;11,13405685;12,1492476;9,70191845;11,13405685;9,802933705;11,23507211;4,562871736;4,461856482;11,25958802;6,735099619;5,820924131;0,202030509;0,202030509;;5%;11%;12%;9%;11%;9%;11%;4%;4%;11%;6%;6%;0%;0%
43517,86122;4,694599666;10,05719681;10,20757322;8,878481261;10,10732228;8,878481261;10,10732228;4,183881595;4,183881595;10,99547302;7,730737342;7,680611871;0,710651198;0,710651198;;5%;10%;10%;9%;10%;9%;10%;4%;4%;11%;8%;8%;1%;1%
43773,07451;5,269717545;8,748576086;9,99751427;9,609522473;9,803518371;9,803518371;9,99751427;4,533800827;4,339804928;11,9927321;8,758794448;8,758794448;1,340452472;1,340452472;;5%;8%;10%;9%;9%;9%;10%;4%;4%;11%;8%;8%;1%;1%
44028,28779;4,195322513;7,018065882;8,197601107;8,383252597;8,714547175;8,714547175;9,045841754;4,519224662;3,339689437;11,01083566;36,20117478;12,744223;0,662589156;0,662589156;;3%;6%;7%;7%;7%;7%;7%;4%;3%;9%;29%;10%;1%;1%
44283,50108;2,931025263;6,492179315;7,131781464;7,131781464;7,131781464;7,131781464;7,131781464;4,200756201;4,200756201;9,287839788;27,19897734;15,61024108;0;0;;3%;6%;7%;7%;7%;7%;7%;4%;4%;9%;26%;15%;0%;0%
44640,79967;4,861455672;6,921492041;7,912189514;7,421536132;7,912189514;7,912189514;8,402842895;3,541387223;2,56008046;11,20501467;10,48442425;9,993770872;0,78173596;0,78173596;;5%;8%;9%;8%;9%;9%;9%;4%;3%;12%;12%;11%;1%;1%
44793,92764;3,421331345;5,38560055;4,701113149;5,861407498;5,861407498;6,704410317;6,704410317;3,967566374;1,964269205;9,365685901;27,16440389;12,28600214;1,674575485;1,674575485;;4%;6%;5%;6%;6%;7%;7%;4%;2%;10%;28%;13%;2%;2%
45049,14093;4,767174326;6,820133215;6,820133215;8,03878479;8,03878479;8,03878479;8,03878479;3,271610464;2,052958889;10,17796678;31,23864527;14,99369668;2,056844838;2,056844838;;4%;6%;6%;7%;7%;7%;7%;3%;2%;9%;27%;13%;2%;2%
45304,35421;2,465552143;4,539705321;4,539705321;4,82875558;5,442915969;4,82875558;5,442915969;2,363203438;1,45999279;8,195589955;27,43636422;14,25229173;1,517371036;1,517371036;;3%;5%;5%;5%;6%;5%;6%;3%;2%;9%;31%;16%;2%;2%
45559,56749;5,198257496;8,718224926;9,631095856;9,710508648;10,33411821;11,18246879;11,80607836;5,984211296;2,896357866;10,56792539;11,15273665;10,23986572;2,095569709;2,095569709;;5%;8%;9%;9%;9%;10%;11%;5%;3%;9%;10%;9%;2%;2%
45814,78078;4,502409781;6,348012664;6,87834275;6,348012664;6,348012664;6,87834275;6,87834275;2,375932968;1,845602883;10,52061134;13,5482954;15,68324802;3,411562714;3,411562714;;5%;7%;7%;7%;7%;7%;7%;3%;2%;11%;14%;17%;4%;4%
46069,99406;4,483754139;8,552300268;8,552300268;8,552300268;9,172748293;10,29580909;10,91625711;5,81205495;3,448098103;10,61181234;32,26508687;14,96872705;3,490860349;3,490860349;;3%;6%;6%;6%;7%;8%;8%;4%;3%;8%;24%;11%;3%;3%
46325,20735;4,724870238;9,031338821;9,826370563;9,536033759;10,3310655;10,8642472;11,65927894;6,139376961;4,306468582;10,50952789;7,929946854;7,929946854;1,682316462;1,682316462;;4%;9%;9%;9%;10%;10%;11%;6%;4%;10%;7%;7%;2%;2%
46580,42063;5,274135167;11,31252212;10,89066183;10,03443226;11,73438241;11,27293874;12,97288889;6,420663859;4,338436804;10,65851307;7,205686082;7,205686082;1,437983522;1,437983522;;5%;10%;10%;9%;10%;10%;12%;6%;4%;9%;6%;6%;1%;1%
46835,63391;4,746238619;9,026979015;9,56307749;7,990251881;9,026979015;7,990251881;9,026979015;3,244013262;3,244013262;11,04365716;10,07512208;9,539023602;1,747916917;1,747916917;;5%;9%;10%;8%;9%;8%;9%;3%;3%;11%;10%;10%;2%;2%
47090,8472;5,639138186;8,583500629;8,583500629;8,389504731;8,583500629;8,389504731;8,583500629;2,944362443;2,750366544;11,59913025;9,854421951;9,854421951;1,248938184;1,248938184;;6%;9%;9%;9%;9%;9%;9%;3%;3%;12%;10%;10%;1%;1%
47346,06048;5,515867476;11,02793095;11,02793095;9,67088953;11,31618497;10,78859751;12,43389295;5,560984056;3,866768036;11,08245355;8,947469315;8,659215297;0,864762055;0,864762055;;5%;10%;10%;9%;10%;10%;11%;5%;3%;10%;8%;8%;1%;1%
47601,27376;3,736822233;8,749709514;8,749709514;8,043043089;9,455050733;9,041171012;10,45317866;5,30434878;3,600879638;10,07309709;7,824268247;7,824268247;0,498126165;0,498126165;;4%;9%;9%;9%;10%;10%;11%;6%;4%;11%;8%;8%;1%;1%
47856,48705;5,343924498;12,00071599;12,68935727;11,01129343;12,91489825;12,55615521;14,45976004;7,212230713;5,097507305;10,57221787;6,181511826;5,837191189;1,072968587;1,072968587;;5%;10%;11%;9%;11%;11%;12%;6%;4%;9%;5%;5%;1%;1%
48111,70033;6,198822209;10,52869525;10,83730195;9,703408526;10,83730195;9,703408526;10,83730195;3,504586317;3,504586317;12,10785484;7,035656896;8,40713507;0,3086067;0,3086067;;6%;10%;10%;9%;10%;9%;10%;3%;3%;12%;7%;8%;0%;0%
48366,91362;5,769853446;10,28568311;11,07742231;9,436446202;10,50805791;9,436446202;10,50805791;3,666592756;3,444217961;11,93114702;6,312872175;5,521132976;0,569364404;0,569364404;;6%;10%;11%;10%;11%;10%;11%;4%;3%;12%;6%;6%;1%;1%
48622,1269;5,380320879;9,64404219;9,64404219;8,627310991;9,64404219;8,627310991;9,64404219;3,246990112;3,246990112;12,14929557;3,873753542;3,873753542;0,336893058;0,336893058;;6%;11%;11%;10%;11%;10%;11%;4%;4%;14%;4%;4%;0%;0%
48877,34018;4,999733449;10,55094397;11,90318382;9,775261132;11,47859919;11,37564374;13,0789818;6,37591029;4,775527683;10,87629823;6,502848751;6,502848751;1,145977841;1,145977841;;5%;10%;11%;9%;10%;10%;12%;6%;4%;10%;6%;6%;1%;1%
49132,55347;5,099948178;9,102099958;10,63715083;10,07268195;10,83114673;11,12762423;11,88608901;6,221671955;4,419153051;11,64055747;8,237559568;7,683978848;0,193995898;0,193995898;;5%;8%;10%;9%;10%;10%;11%;6%;4%;11%;8%;7%;0%;0%
49387,76675;5,061258461;7,142775637;8,427170623;8,136248761;8,136248761;8,136248761;8,136248761;3,568441841;3,0749903;11,70276924;37,16026983;11,17812807;0,986903083;0,986903083;;4%;6%;7%;7%;7%;7%;7%;3%;3%;10%;31%;9%;1%;1%
49642,98003;2,598777543;7,08101171;7,715363665;7,082196309;7,715363665;7,082196309;7,715363665;4,483418766;4,166242788;8,328815356;32,65183965;13,6917071;1,140965294;1,140965294;;2%;6%;7%;6%;7%;6%;7%;4%;4%;7%;29%;12%;1%;1%
49898,19332;3,019169524;6,991269584;6,991269584;7,961822667;8,184197462;9,264820057;9,487194852;6,245650533;3,749725265;9,224891804;10,93280893;14,90490899;1,912615814;1,912615814;;3%;7%;7%;8%;8%;9%;9%;6%;4%;9%;11%;15%;2%;2%
49949,23597;4,574968847;7,907168233;7,335813456;7,047127872;7,907168233;7,907168233;8,767208593;3,903554163;2,472159026;10,70004264;34,12094851;15,59440126;0;0;;4%;7%;6%;6%;7%;7%;7%;3%;2%;9%;29%;13%;0%;0%
50000,27863;5,467536044;9,248260425;9,466638351;8,431369241;9,634719542;8,431369241;9,634719542;4,412074405;2,963833196;11,92569307;38,11829523;11,1376451;1,589809419;1,589809419;;4%;7%;7%;6%;7%;6%;7%;3%;2%;9%;29%;8%;1%;1%
50510,7052;3,970202712;6,523150784;6,231954422;7,643144519;7,643144519;8,461429703;8,461429703;4,782423354;2,552948072;9,492353747;14,90143678;18,5638664;2,465645729;2,465645729;;4%;6%;6%;7%;7%;8%;8%;5%;2%;9%;14%;18%;2%;2%
50714,87583;4,396340059;7,076915162;6,33352322;6,91469374;7,076915162;7,076915162;7,239136583;3,586188465;2,518353681;10,63923075;34,66535642;13,29626239;1,622214211;1,622214211;;4%;6%;6%;6%;6%;6%;6%;3%;2%;9%;30%;12%;1%;1%
51021,13177;4,883605747;6,712855278;6,4198178;7,422323023;7,422323023;7,422323023;7,422323023;3,541222499;2,538717276;11,5280643;11,84425688;14,96273307;0,990728892;0,990728892;;5%;7%;7%;8%;8%;8%;8%;4%;3%;12%;13%;16%;1%;1%
51225,30239;4,188664367;6,531317553;7,995201908;7,366544942;7,366544942;7,366544942;7,366544942;3,177880575;3,177880575;10,85276068;36,22618332;12,98298595;1,149555871;1,149555871;;4%;6%;7%;6%;6%;6%;6%;3%;3%;9%;31%;11%;1%;1%
51378,43036;4,538396899;6,952752698;8,414280117;7,827865711;7,827865711;8,414280117;8,414280117;3,875883218;3,289468812;11,31434717;10,84307484;10,25666043;1,676260136;1,676260136;;5%;7%;9%;8%;8%;9%;9%;4%;3%;12%;11%;11%;2%;2%
51735,72896;3,849564772;6,185682665;7,282098489;7,282098489;7,282098489;8,714994679;8,714994679;4,865429906;3,432533717;10,33440798;32,95458846;15,82427263;2,906649285;2,906649285;;3%;5%;6%;6%;6%;7%;7%;4%;3%;8%;27%;13%;2%;2%
51990,94224;6,280330631;8,869421172;9,205415498;10,29853729;10,29853729;10,29853729;10,29853729;5,111328453;4,01820666;12,91294139;9,656547827;9,656547827;0,589455365;0,589455365;;6%;8%;9%;10%;10%;10%;10%;5%;4%;12%;9%;9%;1%;1%
52246,15553;4,926459431;7,467713356;7,638560357;8,931053329;9,105707212;9,105707212;9,280361094;5,646394635;4,004593898;11,91479758;10,333477;10,50813088;0,923658527;0,923658527;;5%;7%;8%;9%;9%;9%;9%;6%;4%;12%;10%;10%;1%;1%
52807,62475;5,508692155;6,592038899;8,387339559;9,470686303;9,470686303;9,470686303;9,470686303;5,045340892;3,961994148;11,60433845;10,12887236;10,12887236;1,4494018;1,4494018;;5%;6%;8%;9%;9%;9%;9%;5%;4%;11%;10%;10%;1%;1%
53062,83804;4,449575867;5,453337636;7,020564731;8,19928028;8,19928028;8,19928028;8,19928028;4,978545432;3,749704413;10,67018515;36,82339242;11,98724949;2,179424904;2,179424904;;4%;4%;6%;7%;7%;7%;7%;4%;3%;9%;30%;10%;2%;2%
53267,00866;4,508135035;6,342763801;4,682653954;6,255504342;6,342763801;6,342763801;6,342763801;3,581998072;1,747369306;9,744429692;32,94852053;13,83878293;1,522847738;1,522847738;;4%;6%;4%;6%;6%;6%;6%;3%;2%;9%;31%;13%;1%;1%
53420,13663;3,333235687;4,455523882;4,079826162;5,438517096;5,438517096;5,438517096;5,438517096;3,463972344;2,105281409;9,071796922;14,64055798;17,7288326;1,738539276;1,738539276;;4%;5%;5%;6%;6%;6%;6%;4%;3%;11%;17%;21%;2%;2%
53675,34992;2,949149046;5,075843911;4,143179441;5,075843911;5,075843911;5,075843911;5,075843911;3,059359335;2,126694865;8,351034393;15,03710513;17,80663902;2,267994026;2,267994026;;4%;6%;5%;6%;6%;6%;6%;4%;3%;10%;18%;21%;3%;3%
53930,5632;3,763143536;4,6143132;3,763143536;4,6143132;4,6143132;4,6143132;4,6143132;1,702339327;0,851169663;9,250606055;16,68208926;18,59752067;3,02274947;3,02274947;;4%;6%;4%;6%;6%;6%;6%;2%;1%;11%;20%;22%;4%;4%
54440,98977;4,474953078;5,87101167;4,089588254;5,87101167;5,87101167;5,87101167;5,87101167;3,177482008;1,396058592;10,07287543;32,94713635;17,10183677;2,460320337;2,460320337;;4%;5%;4%;5%;5%;5%;5%;3%;1%;9%;31%;16%;2%;2%
54696,20305;4,554000774;6,050572198;4,274912311;6,983236668;6,983236668;6,983236668;6,983236668;4,204895782;1,496571424;10,59438995;32,61502115;15,2521965;1,335329556;1,335329556;;4%;6%;4%;6%;6%;6%;6%;4%;1%;10%;30%;14%;1%;1%
54951,41634;3,887070759;6,116140072;4,495954897;7,321596417;7,321596417;7,321596417;7,321596417;5,054710832;2,229069313;9,068166203;15,71375622;18,76250535;1,888177647;1,888177647;;4%;6%;5%;7%;7%;7%;7%;5%;2%;9%;16%;19%;2%;2%
55257,67228;1,337349206;3,280280295;3,031688757;3,280280295;3,528871834;3,280280295;3,528871834;2,191522628;1,694339552;6,901580883;17,49409415;20,27719137;1,768127245;1,768127245;;2%;4%;4%;4%;5%;4%;5%;3%;2%;9%;24%;28%;2%;2%
55359,75759;2,3948721;6,021275073;5,388107717;5,388107717;6,021275073;5,388107717;6,021275073;3,626402973;2,993235617;7,58885684;28,92535336;19,53998793;2,902670037;2,902670037;;2%;6%;5%;5%;6%;5%;6%;3%;3%;7%;28%;19%;3%;3%
55461,8429;3,258980265;5,848478562;5,154254219;6,006597252;6,644585872;6,006597252;6,644585872;4,23794864;2,747616987;9,334749022;14,95119561;18,54798186;1,754085927;1,754085927;;4%;6%;6%;6%;7%;6%;7%;5%;3%;10%;16%;20%;2%;2%
55512,88556;2,933319941;4,227117855;3,721515252;5,201763147;5,201763147;5,201763147;5,201763147;3,540176686;2,059928792;8,741859381;16,97411959;19,2425628;2,463736056;2,463736056;;3%;5%;4%;6%;6%;6%;6%;4%;2%;10%;19%;22%;3%;3%
55563,92822;1,177621524;5,125820718;5,125820718;4,818751683;5,996373206;4,818751683;5,996373206;3,641130159;2,770577671;7,016388086;16,88485247;20,01449951;3,15310013;3,15310013;;1%;6%;6%;5%;7%;5%;7%;4%;3%;8%;19%;22%;4%;4%
55768,09884;2,647453306;5,057081142;3,733354489;5,057081142;5,057081142;5,057081142;5,057081142;3,733354489;2,409627836;8,218048565;27,74154087;17,96194018;1,555854384;1,555854384;;3%;5%;4%;5%;5%;5%;5%;4%;3%;9%;29%;19%;2%;2%
55870,18416;2,231501889;9,056687931;9,739464303;7,777876659;9,739464303;7,777876659;9,739464303;5,54637477;4,863598397;7,095100286;31,48750278;12,4214363;1,657084005;1,657084005;;2%;7%;8%;6%;8%;6%;8%;5%;4%;6%;26%;10%;1%;1%
55921,22681;3,718465756;8,33031766;7,779021807;7,387484099;9,210025196;7,387484099;9,210025196;5,100021733;3,669018344;8,587122825;14,53873434;18,94786802;0,740115329;0,740115329;;4%;8%;7%;7%;9%;7%;9%;5%;3%;8%;14%;18%;1%;1%
55972,26947;3,705820413;8,994585555;7,656648211;7,396638399;8,994585555;7,396638399;8,994585555;5,02875533;3,690817986;9,045074442;12,0058865;16,20988942;0,513184936;0,513184936;;4%;9%;8%;7%;9%;7%;9%;5%;4%;9%;12%;16%;1%;1%
56023,31213;5,175048268;7,460634785;5,979553189;7,460634785;7,460634785;7,460634785;7,460634785;3,766668112;2,285586516;11,02142618;34,34500412;19,00140476;0;0;;4%;6%;5%;6%;6%;6%;6%;3%;2%;9%;29%;16%;0%;0%
56176,4401;1,450574599;8,691870723;8,691870723;7,174272601;9,572188362;7,318610168;9,716525929;5,868035569;4,843380362;6,995842852;14,06549029;19,05320822;2,502736551;2,502736551;;1%;8%;8%;7%;9%;7%;9%;5%;4%;6%;13%;18%;2%;2%
56278,52541;3,150385052;7,014982508;7,014982508;7,014982508;7,966031603;7,263574046;8,214623141;5,064238089;3,864597455;9,221591733;11,7181845;15,8313735;1,170805926;1,170805926;;3%;7%;7%;7%;8%;8%;9%;5%;4%;10%;12%;17%;1%;1%
56380,61072;2,367126187;8,6272348;8,6272348;7,650244479;9,580361603;8,603371283;10,53348841;6,236245096;4,329991489;7,759478622;31,06037666;19,06026642;2,475263923;2,475263923;;2%;7%;7%;6%;7%;7%;8%;5%;3%;6%;24%;15%;2%;2%
56482,69604;5,365241182;11,34536587;10,66939413;10,65104197;12,720991;11,84010698;13,91005601;7,150837543;3,910175659;10,3028907;10,87570281;10,87570281;1,351943489;1,351943489;;4%;9%;9%;9%;10%;10%;11%;6%;3%;8%;9%;9%;1%;1%
56533,7387;2,638690313;8,394712313;8,394712313;8,006927839;9,804521587;8,503182468;10,30077622;5,864492155;3,958428252;7,940290559;27,55973916;14,59683858;0,703580042;0,703580042;;2%;7%;7%;7%;8%;7%;9%;5%;3%;7%;23%;12%;1%;1%
56686,86667;3,66481028;10,45725185;10,20235628;10,25911042;11,78385917;11,35223222;12,87698097;7,942317505;5,267692813;7,85755354;12,50566926;12,50566926;1,842275175;1,842275175;;3%;9%;8%;9%;10%;9%;11%;7%;4%;7%;10%;10%;2%;2%
56788,95198;4,407582525;7,153230939;5,606010633;8,205712312;8,205712312;8,205712312;8,205712312;5,345350093;2,745648413;9,770459567;14,09335025;17,725663;2,247998187;2,247998187;;4%;7%;5%;8%;8%;8%;8%;5%;3%;9%;14%;17%;2%;2%
56891,03729;4,243026496;9,755800586;9,755800586;10,23060593;11,5305217;10,23060593;11,5305217;6,467086476;4,692365361;8,541642807;16,2922788;21,46415121;3,233949558;3,233949558;;3%;7%;7%;8%;9%;8%;9%;5%;4%;7%;12%;16%;2%;2%
56993,12261;4,132318184;8,788146788;7,628596573;8,683153007;10,17004351;10,17004351;11,65693402;7,197275542;3,168938099;9,172518027;33,7237389;16,25939508;0,839535155;0,839535155;;3%;7%;6%;7%;8%;8%;9%;5%;2%;7%;25%;12%;1%;1%
57044,16526;5,809240045;8,409734197;6,653174284;10,09850751;10,09850751;11,18293254;11,18293254;7,130252413;2,600494152;11,20451006;13,52318168;16,90937198;1,027892798;1,027892798;;5%;7%;6%;9%;9%;10%;10%;6%;2%;10%;12%;14%;1%;1%
57197,29323;5,219966458;12,72982967;11,24992536;12,33727863;14,16652816;13,22161527;15,0508648;7,712879849;4,796277046;9,447976436;13,91807368;13,91807368;1,786703023;1,786703023;;4%;9%;8%;9%;10%;10%;11%;6%;3%;7%;10%;10%;1%;1%
57299,37855;6,067183917;10,45951262;8,985759522;12,51497637;13,79077399;14,66122495;15,93702258;10,06779413;3,116531078;10,67176073;11,74148875;11,74148875;0,881246699;0,881246699;;5%;8%;7%;10%;10%;11%;12%;8%;2%;8%;9%;9%;1%;1%
57503,54917;4,578960028;9,953182009;9,332733984;8,669705104;10,8628158;10,65081054;12,84392124;6,692298541;3,181111288;9,229109897;11,34346073;11,34346073;1,530081813;1,530081813;;4%;9%;8%;8%;10%;10%;11%;6%;3%;8%;10%;10%;1%;1%
57554,59183;5,260933767;8,276660014;6,964325369;9,407048345;10,03065791;10,31991927;10,94352884;6,371320152;2,392116682;9,873717935;13,87321127;16,88893752;2,494438258;2,494438258;;5%;7%;6%;8%;9%;9%;9%;6%;2%;9%;12%;15%;2%;2%
57707,7198;3,883693172;11,4512217;11,67222822;9,302767335;11,75406816;10,12946677;12,58076759;6,245773596;4,81338125;8,878068707;12,19174269;12,19174269;1,432070938;1,432070938;;3%;10%;10%;8%;10%;9%;11%;5%;4%;8%;10%;10%;1%;1%
57809,80511;4,747019159;8,482705172;6,697812538;7,640281633;8,482705172;7,640281633;8,482705172;4,678155108;2,893262474;9,614621073;13,45711345;16,90395665;0,842423539;0,842423539;;5%;8%;7%;8%;8%;8%;8%;5%;3%;9%;13%;17%;1%;1%
58013,97574;5,137799828;7,940304425;6,867082432;9,262117956;9,510709494;9,262117956;9,510709494;5,446131659;2,802504597;10,36360013;32,71986652;16,28808645;1,088757667;1,088757667;;4%;6%;5%;7%;7%;7%;7%;4%;2%;8%;26%;13%;1%;1%
58065,0184;6,239963566;8,35663235;6,719309985;9,774010413;10,23967755;11,53020784;11,99587497;7,393233767;2,116668783;11,51399544;39,77065746;16,82281769;0;0;;4%;6%;5%;7%;7%;8%;8%;5%;1%;8%;28%;12%;0%;0%
58116,06105;7,921439678;12,52019273;12,22058913;13,38035258;14,5996782;14,5996782;15,81900382;7,380646871;3,782232173;13,21075165;9,339597594;9,339597594;0,402804736;0,402804736;;6%;9%;9%;10%;11%;11%;12%;5%;3%;10%;7%;7%;0%;0%
58218,14637;7,618838264;16,15973569;16,15973569;13,9470967;17,13764707;15,3353274;18,52587777;8,402691574;5,350347053;10,57236175;7,70572288;7,019520442;0,686202438;0,686202438;;5%;11%;11%;10%;12%;11%;13%;6%;4%;7%;5%;5%;0%;0%
58422,31699;3,825932531;9,978965496;10,7633389;9,076411246;10,7633389;9,569862788;11,25679044;5,743930256;4,466105312;7,990529291;35,12999627;13,63377386;2,887996634;2,887996634;;3%;7%;8%;7%;8%;7%;8%;4%;3%;6%;25%;10%;2%;2%
