"","Age","predfit","predSEP"
"1",NA,328.296262319614,13.6979439123903
"2",NA,328.239342579112,13.7019394907347
"3",NA,328.182031441166,13.7059745322117
"4",NA,328.124923719545,13.7100334743126
"5",NA,328.067114901576,13.7141388961764
"6",NA,328.009432989712,13.7182810096659
"7",NA,327.952787380219,13.7224183379958
"8",NA,327.894323270653,13.7266271146643
"9",NA,327.836481297687,13.7308560159397
"10",NA,327.7797398425,13.7350846592165
"11",NA,327.721178123618,13.7393842914205
"12",NA,327.664372579918,13.7436739817528
"13",NA,327.606740669015,13.7480115195696
"14",NA,327.548081127695,13.7524021963425
"15",NA,327.491179368093,13.756783529241
"16",NA,327.433014832319,13.7612223433371
"17",NA,327.375488274459,13.7656776865671
"18",NA,327.317694849828,13.770167314979
"19",NA,327.259093894938,13.7747103758074
"20",NA,327.201470023346,13.7792577171775
"21",NA,327.143579380172,13.7838388376542
"22",NA,327.086015423805,13.7884450939447
"23",NA,327.027220844671,13.7931169430635
"24",NA,326.969232629996,13.7977897441351
"25",NA,326.911570947695,13.8024883360957
"26",NA,326.853517780001,13.8072224178241
"27",NA,326.795666065612,13.8119852714027
"28",NA,326.736770595166,13.8168039504435
"29",NA,326.678619552311,13.8216300255339
"30",NA,326.620231261315,13.826495757629
"31",NA,326.562014770469,13.8313833196487
"32",NA,326.50456325976,13.8362879397329
"33",NA,326.445278434036,13.8412601112795
"34",NA,326.386963686743,13.8462399515485
"35",NA,326.329414321846,13.8512374800513
"36",NA,326.270029847996,13.8563020827329
"37",NA,326.211616595073,13.8613743756728
"38",NA,326.153629662693,13.866478140728
"39",NA,326.094145256435,13.8716353608908
"40",NA,326.036152560499,13.8768052430664
"41",NA,325.977607647602,13.8820012208229
"42",NA,325.918022943824,13.8872512263094
"43",NA,325.860211158027,13.8924974487396
"44",NA,325.801567154903,13.8977862708794
"45",NA,325.743248630958,13.9031052694284
"46",NA,325.683971485225,13.9084689650113
"47",NA,325.624446761055,13.9138744720124
"48",NA,325.566470323153,13.9192767443835
"49",NA,325.50709296282,13.9247335744875
"50",NA,325.448608340927,13.9302088519945
"51",NA,325.389732170664,13.9357150780011
"52",NA,325.330254372637,13.9412651845371
"53",NA,325.271669822476,13.9468343882428
"54",NA,325.212693718664,13.9524339809354
"55",NA,325.153916581481,13.9580683237156
"56",NA,325.094430493368,13.963740796164
"57",NA,325.03473211742,13.9694645714042
"58",NA,324.975854341923,13.9751930976172
"59",NA,324.916267148628,13.9809592379615
"60",NA,324.857892405503,13.9867378113341
"61",NA,324.797667464545,13.9925794032198
"62",NA,324.738423362318,13.9984287826138
"63",NA,324.67994840778,14.0043017399585
"64",NA,324.620192568508,14.0102243294615
"65",NA,324.560276453317,14.016180491023
"66",NA,324.501360663649,14.0221614770741
"67",NA,324.441503175097,14.0281780899964
"68",NA,324.382288691919,14.034221643981
"69",NA,324.322809034216,14.0402904457146
"70",NA,324.262849668027,14.0464012021149
"71",NA,324.203533603258,14.0525395115944
"72",NA,324.143952469589,14.0587025101707
"73",NA,324.084695259714,14.0649018628044
"74",NA,324.024188582975,14.071158236611
"75",NA,323.964058607807,14.0774262658968
"76",NA,323.90480561714,14.0837235399835
"77",NA,323.844480640837,14.0900568493338
"78",NA,323.785053173427,14.0964146743905
"79",NA,323.725234128272,14.1027981058618
"80",NA,323.664806292518,14.1092259506348
"81",NA,323.605276478752,14.115678960741
"82",NA,323.545355086719,14.1221569900817
"83",NA,323.486205543461,14.1286628028657
"84",NA,323.425191703715,14.1352277951134
"85",NA,323.364826731441,14.1418142415843
"86",NA,323.305574951522,14.1484154037666
"87",NA,323.244457021987,14.1550752380087
"88",NA,323.185136873664,14.161740092026
"89",NA,323.124526198086,14.168450268456
"90",NA,323.1577537713,14.1729241252027
"91",NA,323.284688812384,14.1751929554822
"92",NA,323.411509802039,14.1774647353833
"93",NA,323.537711300856,14.1797786992746
"94",NA,323.665252880542,14.1821073123816
"95",NA,323.791154008738,14.1844913080844
"96",NA,323.918033714483,14.1868916671766
"97",NA,324.044638826634,14.1893093215468
"98",NA,323.973083241498,14.1997433591421
"99",NA,323.878131616263,14.2111777749239
"100",NA,323.782074745573,14.222654189772
"101",NA,323.687904412422,14.2341291713596
"102",NA,323.592756525882,14.2456428848966
"103",NA,323.497095978137,14.2571912320398
"104",NA,323.403422778031,14.2687409498978
"105",NA,323.308774339241,14.2803277566132
"106",NA,323.214858172578,14.2919388730217
"107",NA,323.120540323805,14.3035730434804
"108",NA,323.025996157617,14.3152452638986
"109",NA,322.932571963703,14.3269267829348
"110",NA,322.838747196348,14.3386297693072
"111",NA,322.746218191484,14.3503439594738
"112",NA,322.6517062305,14.3621153082766
"113",NA,322.558706324249,14.3738709697895
"114",NA,322.466326573794,14.385665033898
"115",NA,322.373081169916,14.3974765705099
"116",NA,322.280914253204,14.4093107681217
"117",NA,322.18822425933,14.4211648779906
"118",NA,322.096028496369,14.4330258146621
"119",NA,322.003882322498,14.4449378523512
"120",NA,321.911563773852,14.4568499968543
"121",NA,321.819845850231,14.4687709105021
"122",NA,321.728176267017,14.4807427983844
"123",NA,321.636774654679,14.4927024872509
"124",NA,321.545985101915,14.5047001713598
"125",NA,321.45361220292,14.5167392069982
"126",NA,321.362682427199,14.5287550788735
"127",NA,321.306449649708,14.5364495082102
"128",NA,321.292075512561,14.5387029939536
"129",NA,321.278471698229,14.5410025995101
"130",NA,321.264736746198,14.5433385264595
"131",NA,321.250306246982,14.5457279334776
"132",NA,321.23742561301,14.5481644144133
"133",NA,321.223522229555,14.5506312226168
