"","Age","predMATfit","predMATSEP"
"1",NA,13542.5,3725.42790742646
"2",NA,10791.6666666667,3518.25994393433
"3",1.4845128537575,11601.1666666667,3782.77685775414
"4",2.05032347806955,9709.33333333333,3461.38956700041
"5",2.522432250149,8462.33333333333,3419.25228722534
"6",2.99020686476275,7060,3558.45263618313
"7",3.69628244784293,8476.5,3486.78616102849
"8",4.03706598576238,8313.83333333333,3501.84859961971
"9",4.32019919706118,6978.5,3575.57800093252
"10",4.4826364298843,8527.33333333333,3517.69450913164
"11",4.63886130853074,6978.5,3553.7250068321
"12",4.80621646323776,8564.66666666667,3430.91107601532
"13",5.08608994687134,9070,3401.10274317527
"14",5.39477487725316,9521.33333333333,3579.84054876317
"15",5.71251958411371,10306,3576.58247345286
"16",6.08128849752734,10143.3333333333,3593.8558622972
"17",6.46815573773184,10180.6666666667,3597.47925320546
"18",6.85113539194259,13254.6666666667,4161.86956218942
"19",7.14688923347441,11308.6666666667,3736.21405002313
"20",7.38164218854179,8592.83333333333,3756.95018805484
"21",7.62633365086709,11425.3333333333,4077.95188710992
"22",8.36455460629008,11024.6666666667,4155.47064496536
"23",9.46316016809434,9677.5,3695.44143890826
"24",10.5115404967373,9502.66666666667,4044.53847252941
"25",11.5564903987633,9235.33333333333,3837.70464010708
"26",12.0485705061313,17152.5,5171.06646109472
"27",12.5616753357203,17293.3333333333,4314.15680368483
"28",13.0812475240051,8780.5,4696.53681304173
"29",13.5930370388191,9994.33333333333,3750.0332974776
"30",14.1070731101623,9428,4063.95322614877
"31",14.4860735312958,9337.5,4260.16771347167
"32",14.7540406131275,10876.6666666667,4117.51841848415
"33",15.4152506161785,8491.66666666667,3670.93066179824
"34",15.5169752320325,8877.5,3698.52972516507
"35",15.6186998478865,9583.83333333333,3919.03078809151
"36",15.7712867716675,10274.6666666667,3768.62876036195
"37",15.898442541485,8113.66666666667,3723.41669079199
"38",16.0255983113025,10080.6666666667,4435.4367032265
"39",16.1781852350835,8837.66666666667,3784.18956141724
"40",16.3307721588645,6777.5,4051.05410327816
"41",16.5850836984995,9584.33333333333,4406.08263427593
"42",16.8393952381345,8952,3706.69760852934
"43",17.0428444698425,9410.33333333333,3665.41845346394
"44",17.2462937015505,10597.3333333333,4119.84239168125
"45",17.5514675491125,7586.83333333333,3880.42317514979
"46",17.8057790887475,8322.5,3766.19859745044
"47",18.0600906283825,10597.3333333333,3958.95032965761
"48",22.2816621863235,12120.1666666667,3550.93206907423
"49",22.459680264068,9618.83333333333,3947.69736528277
"50",22.6376983418125,12454.8333333333,3529.56546621248
"51",23.1971837290095,10470,3598.02499815234
"52",23.6549445003525,10030.5,3730.66674525966
"53",24.036411809805,11831.5,3864.1625784869
"54",24.2652921954765,11342.5,3628.08222486853
"55",24.494172581148,11928.8333333333,4075.72493252396
"56",24.8247775826735,10245.5,3604.5959717823
"57",25.1808137381625,10824,3535.85621340016
"58",25.9437483570675,10210.3333333333,3781.09443235896
"59",26.7066829759725,17208.6666666667,4597.48956334296
"60",27.7239291345125,17345.5,4507.79319799031
"61",28.2325522137825,7606.16666666667,3779.96045879983
"62",28.7411752930525,7655.83333333333,3916.80106317287
"63",29.2497983723225,9884.16666666667,3792.46401892629
"64",29.7584214515925,10194.3333333333,3865.25590966161
"65",30.7756676101325,8134.33333333333,3903.61967334227
"66",31.2842906894025,7946.5,3918.05979259247
"67",31.7929137686725,5784.66666666667,3549.21417198911
"68",32.8101599272125,6022.66666666667,3664.34139324855
"69",34.0817176253875,11019.8333333333,3620.22877023522
"70",35.3532753235625,8088.33333333333,3689.02967949422
"71",36.6248330217375,7108.16666666667,3871.58412504119
"72",37.8963907199125,11131,3525.86358821392
"73",38.6084630308905,11416.3333333333,3650.50008033458
"74",39.1679484180875,8682.5,3640.85250746944
"75",39.4731222656495,9677.16666666667,3469.20314979667
"76",39.7274338052845,9995.5,3508.22852722079
"77",39.9817453449195,9553.33333333333,3514.41960677338
"78",40.4395061162625,13182.8333333333,3695.26155788513
"79",41.2024407351675,9290.83333333333,3723.80383221206
"80",41.4567522748025,5705.66666666667,3522.59277165005
"81",41.6093391985835,5339,3489.362810874
"82",41.7110638144375,5512.16666666667,3633.77201496353
"83",41.8127884302915,6218.33333333333,3571.36551855152
"84",42.0162376619995,4084.5,3396.58747948789
"85",42.4231361254155,9677.16666666667,3540.67097978233
"86",42.9826215126125,12897.8333333333,4143.64614633534
"87",43.5929692077365,9677.16666666667,3576.92237421538
"88",44.2541792107875,11042,3787.97172911092
"89",44.8136645979845,8946.5,3410.07284106056
"90",45.5257369089625,9768.33333333333,3505.17303639807
"91",46.2886715278675,8974.83333333333,3490.07686750833
"92",47.0516061467725,8974.83333333333,3471.7705081183
"93",47.5602292260425,9710.33333333333,3497.94000951336
"94",48.0688523053125,9757.33333333333,3730.41282536228
"95",48.5774753845825,8974.83333333333,3500.01143322774
"96",49.0860984638525,10128,3516.5480572666
"97",49.5947215431225,11999.6666666667,3536.89350375688
"98",50.6119677016625,13198.6666666667,4087.83026791719
"99",51.6292138602025,12242.5,4016.113282514
"100",52.6464600187425,10521.8333333333,3558.21553543318
"101",53.6637061772825,9988.16666666667,3671.69432521803
"102",54.1723292565525,12242.5,3987.14323028834
"103",54.4775031041145,8896.16666666667,3494.11389601566
"104",54.6809523358225,14941.1666666667,4281.96259050212
"105",55.0369884913115,16822.6666666667,4495.29342843468
"106",55.1895754150925,11923.1666666667,5342.61909249297
"107",55.3421623388735,10013.8333333333,4869.37996929084
"108",55.469318108691,12053.8333333333,3883.28414940864
