Longitude;Latitude;SampleName
99.83;72.52;Binney2017_E2973
99.83;72.5;Binney2017_E2974
99.83;72.5;Binney2017_E2975
99.83;72.5;Binney2017_E2976
99.83;72.5;Binney2017_E2977
99.83;72.5;Binney2017_E2978
98.83;74.58;Binney2017_E2979
98.83;74.58;Binney2017_E2980
98.83;74.58;Binney2017_E2981
98.83;74.58;Binney2017_E2982
98.83;74.58;Binney2017_E2983
98.83;74.58;Binney2017_E2984
98.83;74.58;Binney2017_E2985
98.83;74.58;Binney2017_E2986
98.83;74.58;Binney2017_E2987
87.52;70.2;Binney2017_E3165
87.5;70.22;Binney2017_E3166
87.54;70.2;Binney2017_E3167
87.2;68.12;Binney2017_E3187
48.72;67.74;Binney2017_E3206
48.72;67.72;Binney2017_E3207
48.72;67.71;Binney2017_E3208
53.22;68.83;Binney2017_E3209
53.22;68.83;Binney2017_E3210
48.72;67.72;Binney2017_E3211
99.6;72.19;Binney2017_E3423
99.71;73.39;Binney2017_E3424
100;74.33;Binney2017_E3426
100;74.33;Binney2017_E3427
100;74.34;Binney2017_E3428
90.2;69.53;Binney2017_E3444
124.22;69.04;Binney2017_E3467
118.5;63.5;Binney2017_E3537
117.5;62.25;Binney2017_E3538
117.5;62.25;Binney2017_E3539
121.62;63.72;Binney2017_E3569
123.25;63.67;Binney2017_E3570
120.97;64.83;Binney2017_E3573
123.25;63.67;Binney2017_E3574
86.52;69.3;Binney2017_E3579
86.5;69.32;Binney2017_E3580
86.54;69.3;Binney2017_E3581
86.5;69.34;Binney2017_E3582
86.5;69.2;Binney2017_E3583
86.52;69.2;Binney2017_E3584
86.5;69.22;Binney2017_E3585
86.54;69.2;Binney2017_E3586
86.5;69.24;Binney2017_E3587
86.56;69.2;Binney2017_E3588
86.5;69.26;Binney2017_E3589
86.58;69.2;Binney2017_E3590
88.5;69.3;Binney2017_E3591
88.52;69.3;Binney2017_E3592
88.5;69.32;Binney2017_E3593
88.54;69.3;Binney2017_E3594
88.5;69.34;Binney2017_E3595
87.2;68.1;Binney2017_E3596
87.22;68.1;Binney2017_E3597
33.28;67.68;Binney2017_E3718
117;43;Binney2017_E4180
117;43;Binney2017_E4181
117;43;Binney2017_E4182
117;43;Binney2017_E4183
117;43;Binney2017_E4184
117;43;Binney2017_E4185
117;43;Binney2017_E4186
117;43;Binney2017_E4187
117;43;Binney2017_E4188
117;43;Binney2017_E4189
117;43;Binney2017_E4190
117;43;Binney2017_E4191
117;43;Binney2017_E4192
117;43;Binney2017_E4193
117;43;Binney2017_E4194
117;43;Binney2017_E4195
117;43;Binney2017_E4196
117;43;Binney2017_E4197
111.6;41.64;Binney2017_E4198
116.44;43.84;Binney2017_E4199
116.6;43.66;Binney2017_E4200
116.61;43.67;Binney2017_E4201
116.01;43.3;Binney2017_E4202
116;43.18;Binney2017_E4203
115.7;43.44;Binney2017_E4204
112.3;42.2;Binney2017_E4205
112.4;42.3;Binney2017_E4206
112.6;42.66;Binney2017_E4207
112.61;42.84;Binney2017_E4208
113.4;43.72;Binney2017_E4209
113.9;43.86;Binney2017_E4210
115.2;43.92;Binney2017_E4211
116.2;43.87;Binney2017_E4212
27.06458481;70.55169579;Bjune_a1
21.06491521;69.81370903;Bjune_a10
6.6696387;58.3972664;Bjune_a100
8.01899216;58.2997331;Bjune_a101
8.58134141;58.7887031;Bjune_a102
10.21158041;59.5462122;Bjune_a103
10.7085095;60.689353;Bjune_a104
5.88395287;61.4124358;Bjune_a105
5.49378193;61.3472193;Bjune_a106
5.35952932;61.1980915;Bjune_a107
5.57214045;60.8352004;Bjune_a108
5.57330965;60.7211002;Bjune_a109
23.37731887;69.93680989;Bjune_a11
6.12798446;60.7952305;Bjune_a110
6.21041512;60.6083083;Bjune_a111
6.07511495;60.5281489;Bjune_a112
6.06281109;60.3418947;Bjune_a113
5.416666667;60.36166667;Bjune_a114
5.5645958;61.247485;Bjune_a115
7.87820966;58.4351069;Bjune_a116
7.97566472;58.3820299;Bjune_a117
8.02442042;58.5979773;Bjune_a118
7.73400252;58.5397559;Bjune_a119
29.55515835;69.88469532;Bjune_a12
7.74933571;58.3018718;Bjune_a120
7.93598648;59.0724023;Bjune_a121
8.74810679;58.9328305;Bjune_a122
8.58732378;59.0132447;Bjune_a123
8.82755122;59.02636;Bjune_a124
8.80402723;59.1807916;Bjune_a125
9.66384674;59.5761783;Bjune_a126
10.01170275;59.7230284;Bjune_a127
9.71707186;59.664801;Bjune_a128
10.18603454;59.6245788;Bjune_a129
25.85593541;69.60194031;Bjune_a13
9.15510025;60.5771508;Bjune_a130
9.62233257;60.6772513;Bjune_a131
10.16373881;60.4626249;Bjune_a132
9.91346135;60.3568227;Bjune_a133
10.14294719;59.9734019;Bjune_a134
10.62341315;60.2719218;Bjune_a135
8.71144669;59.7831791;Bjune_a136
8.58985476;59.8214686;Bjune_a137
9.1601104;59.742092;Bjune_a138
9.19788925;60.4127856;Bjune_a139
18.20582576;69.45592733;Bjune_a14
6.64081914;58.4443587;Bjune_a140
5.26915354;60.3534364;Bjune_a141
6.71270969;58.4456618;Bjune_a142
6.48710976;58.4369445;Bjune_a143
7.23480793;58.4224717;Bjune_a144
6.81329264;58.3989013;Bjune_a145
8.53317377;58.897208;Bjune_a146
7.83515118;58.3386119;Bjune_a147
6.79877996;58.4669344;Bjune_a148
10.51858691;60.3117778;Bjune_a149
19.18809261;69.29038915;Bjune_a15
5.62;60.42333333;Bjune_a150
20.93333333;68.85;Bjune_a151
21.08333333;68.46666667;Bjune_a152
21.03333333;68.36666667;Bjune_a153
21.25;68.35;Bjune_a154
22.01666667;68.26666667;Bjune_a155
21.8;68.18333333;Bjune_a156
19.71666667;68.23333333;Bjune_a157
19.41666667;68.26666667;Bjune_a158
19.16666667;68.33333333;Bjune_a159
21.50353928;69.47850345;Bjune_a16
19.1;68.35;Bjune_a160
22.7;67.75;Bjune_a161
22.65;67.48333333;Bjune_a162
22.55;67.41666667;Bjune_a163
22.51666667;67.38333333;Bjune_a164
21.7;67.43333333;Bjune_a165
22.2;67.71666667;Bjune_a166
22.43333333;67.71666667;Bjune_a167
22.61666667;67.61666667;Bjune_a168
22.63333333;67.55;Bjune_a169
22.61082007;69.2107453;Bjune_a17
22.03333333;67.36666667;Bjune_a170
19.71666667;68.23333333;Bjune_a171
19.7;68.23333333;Bjune_a172
19.38333333;68.26666667;Bjune_a173
19.15;68.33333333;Bjune_a174
20.63333333;67.75;Bjune_a175
20.76666667;67.75;Bjune_a176
20.45;67.96666667;Bjune_a177
15.06666667;68.93333333;Bjune_a178
15.36666667;68.71666667;Bjune_a179
23.74625061;69.2008841;Bjune_a18
15.15;68.76666667;Bjune_a180
14.86666667;68.51666667;Bjune_a181
14.46666667;68.76666667;Bjune_a182
16.38333333;68.65;Bjune_a183
17.75;68.46666667;Bjune_a184
17.26666667;68.53333333;Bjune_a185
18.06666667;68.43333333;Bjune_a186
7.986666667;59.62666667;Bjune_a187
8.006666667;58.245;Bjune_a188
7.541666667;59.67;Bjune_a189
25.54989101;69.14848283;Bjune_a19
7.528333333;59.17333333;Bjune_a190
7.913333333;58.145;Bjune_a191
7.736666667;58.54;Bjune_a192
6.993333333;59.84333333;Bjune_a193
7.436666667;59.76666667;Bjune_a194
7.255;59.79833333;Bjune_a195
7.308333333;59.34333333;Bjune_a196
7.785;58.32666667;Bjune_a197
7.51;59.66333333;Bjune_a198
7.538333333;59.66333333;Bjune_a199
30.07015357;70.55866661;Bjune_a2
16.13028755;68.80644939;Bjune_a20
7.21;59.81666667;Bjune_a200
7.343333333;59.32;Bjune_a201
7.346666667;59.56;Bjune_a202
7.351666667;59.55833333;Bjune_a203
7.021666667;59.85166667;Bjune_a204
7.808333333;59.60666667;Bjune_a205
7.983333333;59.57;Bjune_a206
7.576666667;59.765;Bjune_a207
8.055;59.68166667;Bjune_a208
8.023333333;59.575;Bjune_a209
17.94947263;68.89230536;Bjune_a21
8.02;59.54666667;Bjune_a210
7.82;58.66666667;Bjune_a211
7.801666667;58.62333333;Bjune_a212
7.793333333;58.45666667;Bjune_a213
7.798333333;58.36166667;Bjune_a214
7.815;58.76333333;Bjune_a215
7.8;58.64666667;Bjune_a216
7.748333333;58.3;Bjune_a217
7.74;58.27333333;Bjune_a218
7.785;58.26166667;Bjune_a219
19.45342362;68.98168642;Bjune_a22
7.848333333;58.29666667;Bjune_a220
7.79;58.31666667;Bjune_a221
8.025;58.22166667;Bjune_a222
7.87;58.185;Bjune_a223
7.743333333;58.07666667;Bjune_a224
7.785;58.33666667;Bjune_a225
8.053333333;58.27166667;Bjune_a226
8.003333333;58.325;Bjune_a227
7.825;58.245;Bjune_a228
7.72;58.13666667;Bjune_a229
22.96854664;68.97734722;Bjune_a23
8.288333333;58.24666667;Bjune_a230
8.241666667;58.18833333;Bjune_a231
8.196666667;58.17333333;Bjune_a232
8.248333333;58.22166667;Bjune_a233
7.408333333;59.80833333;Bjune_a234
7.416666667;59.795;Bjune_a235
7.415;59.77;Bjune_a236
7.651666667;59.76166667;Bjune_a237
7.253333333;59.80833333;Bjune_a238
19.26833333;69.945;Bjune_a239
14.91433974;68.52319343;Bjune_a24
18.87166667;69.89333333;Bjune_a240
19.42333333;70.005;Bjune_a241
25.795;71.095;Bjune_a242
29.69166667;70.54;Bjune_a243
24.76666667;71.02166667;Bjune_a244
23.715;70.655;Bjune_a245
29.12;70.61333333;Bjune_a246
25.77833333;71.09833333;Bjune_a247
27.78;70.43666667;Bjune_a248
25.79666667;71.03666667;Bjune_a249
15.93321223;68.42195688;Bjune_a25
23.67166667;70.65166667;Bjune_a250
24.08;70.245;Bjune_a251
19.42333333;70.005;Bjune_a252
27.18333333;70.455;Bjune_a253
19.69833333;70.21666667;Bjune_a254
29.60333333;70.58833333;Bjune_a255
29.54666667;70.56166667;Bjune_a256
8.691666667;63.70833333;Bjune_a257
8.45;63.45833333;Bjune_a258
9.541666667;63.34666667;Bjune_a259
17.76815778;68.49770042;Bjune_a26
8.581666667;63.24333333;Bjune_a260
9.541666667;63.12666667;Bjune_a261
9.433333333;63.05166667;Bjune_a262
9.416666667;63.04666667;Bjune_a263
9.541666667;62.74166667;Bjune_a264
9.836666667;62.26833333;Bjune_a265
29.6;70.1;Bjune_a266
7.948333333;61.57833333;Bjune_a267
7.948333333;61.55;Bjune_a268
8.711666667;61.465;Bjune_a269
14.62823642;67.31460518;Bjune_a27
8.666666667;61.41666667;Bjune_a270
8.258333333;61.54666667;Bjune_a271
8.795;61.39333333;Bjune_a272
8.963333333;62.02666667;Bjune_a273
9.448333333;62;Bjune_a274
7.948333333;61.59;Bjune_a275
7.848333333;61.53833333;Bjune_a276
8.763333333;61.39;Bjune_a277
8.82;61.31833333;Bjune_a278
10.02166667;62.38333333;Bjune_a279
15.72365176;67.42553858;Bjune_a28
10.08;61.85;Bjune_a280
10.155;61.69833333;Bjune_a281
8.156666667;61.66;Bjune_a282
9.636666667;62.26833333;Bjune_a283
8.146666667;61.66;Bjune_a284
9.878333333;61.65;Bjune_a285
10.25833333;61.555;Bjune_a286
10.27166667;61.565;Bjune_a287
10.36333333;61.11;Bjune_a288
10.875;60.835;Bjune_a289
15.44601317;66.80847666;Bjune_a29
11.35333333;60.345;Bjune_a290
11.27166667;60.26833333;Bjune_a291
11.365;60.26833333;Bjune_a292
11.44666667;60.24666667;Bjune_a293
11.43166667;59.84666667;Bjune_a294
11.46333333;59.64166667;Bjune_a295
11.385;59.62166667;Bjune_a296
11.365;59.29;Bjune_a297
11.61166667;59.05833333;Bjune_a298
6;59.81666667;Bjune_a299
23.60685182;70.39396422;Bjune_a3
13.47579223;66.17453124;Bjune_a30
20.71666667;69.16666667;Bjune_a300
18.85;69.92166667;Bjune_a301
23.725;70.68833333;Bjune_a302
25.71833333;71.125;Bjune_a303
27.57833333;70.59;Bjune_a304
31.03833333;70.31833333;Bjune_a305
28.875;70.47666667;Bjune_a306
10.87833333;60.86666667;Bjune_a307
9.7;61.52;Bjune_a308
10.17666667;61.72833333;Bjune_a309
14.49895129;66.15789467;Bjune_a31
9.865;61.65333333;Bjune_a310
10.75283333;79.77416667;Bjune_a311
10.71666667;79.76466667;Bjune_a312
10.80833333;79.6695;Bjune_a313
11.54166667;79.26583333;Bjune_a314
11.55833333;79.25833333;Bjune_a315
12.47716667;78.95116667;Bjune_a316
12.84633333;78.32383333;Bjune_a317
12.92383333;78.26583333;Bjune_a318
12.94166667;78.23116667;Bjune_a319
13.35516623;65.53612636;Bjune_a32
15.03333333;78.1;Bjune_a320
13.9555;77.75833333;Bjune_a321
14.50371529;65.80083041;Bjune_a33
11.56644607;64.93345778;Bjune_a34
13.08399196;64.86424763;Bjune_a35
13.65124978;64.91534365;Bjune_a36
11.54701107;64.43816123;Bjune_a37
12.74949615;64.47173081;Bjune_a38
13.9445633;64.4986185;Bjune_a39
25.09131761;70.29950701;Bjune_a4
10.39357833;63.94202403;Bjune_a40
11.63212399;62.93338025;Bjune_a41
12.73813735;64.18066977;Bjune_a42
8.80633791;63.32576063;Bjune_a43
10.60812358;63.34016491;Bjune_a44
11.63015545;63.43723203;Bjune_a45
7.53958917;62.71067268;Bjune_a46
9.51654573;62.73616653;Bjune_a47
10.50776181;62.83406001;Bjune_a48
11.84784997;62.88158682;Bjune_a49
26.68802409;70.36492983;Bjune_a5
5.61435454;62.13292304;Bjune_a50
6.49185109;61.2417647;Bjune_a51
8.16218037;62.26514817;Bjune_a52
9.07673765;62.14647364;Bjune_a53
10.52092436;62.32757926;Bjune_a54
11.49265408;62.21835293;Bjune_a55
8.01557577;61.56125338;Bjune_a56
9.35624847;61.60563094;Bjune_a57
10.63079359;61.68167011;Bjune_a58
11.7513539;61.67720907;Bjune_a59
28.58153336;70.09098899;Bjune_a6
5.7681274;61.00898888;Bjune_a60
8.07719575;61.13342954;Bjune_a61
9.26261166;61.00793813;Bjune_a62
10.5206517;61.09301038;Bjune_a63
11.6213471;61.07883202;Bjune_a64
12.62875179;61.05740686;Bjune_a65
5.71039933;60.38486013;Bjune_a66
6.89275435;60.54086662;Bjune_a67
8.21180096;60.49859584;Bjune_a68
9.25200469;60.60214307;Bjune_a69
29.55515835;69.72344617;Bjune_a7
10.31588896;60.49263964;Bjune_a70
11.77784203;60.51422134;Bjune_a71
5.95793464;59.83185413;Bjune_a72
6.9923275;59.84361784;Bjune_a73
8.22339381;59.78299877;Bjune_a74
9.50357463;59.86783856;Bjune_a75
10.56893258;60.00225544;Bjune_a76
11.72711824;59.952863;Bjune_a77
6.16882319;59.34417458;Bjune_a78
7.30457759;59.3531164;Bjune_a79
30.75571408;69.59757905;Bjune_a8
8.33123619;59.37768917;Bjune_a80
9.47975323;59.32823133;Bjune_a81
10.98450749;59.36340881;Bjune_a82
11.7058611;59.29472418;Bjune_a83
6.16764432;58.7016659;Bjune_a84
7.38886222;58.76045916;Bjune_a85
8.44897132;58.84478672;Bjune_a86
9.41330886;58.92074049;Bjune_a87
7.44949327;58.17372197;Bjune_a88
8.47289016;58.29522351;Bjune_a89
19.27912007;69.77125353;Bjune_a9
29.01911774;69.06558362;Bjune_a90
29.17990774;69.1685985;Bjune_a91
29.16538604;69.30157917;Bjune_a92
29.825;69.5035;Bjune_a93
29.95125671;69.55746461;Bjune_a94
29.44119385;69.63263445;Bjune_a95
4.9973034;60.3805846;Bjune_a96
6.1;60.26333333;Bjune_a97
5.36628318;60.1979378;Bjune_a98
6.52664286;58.4107579;Bjune_a99
95.011875;50.26944444;Blyakharchuk_a1
89.34345278;50.22395278;Blyakharchuk_a10
89.34345278;50.22395278;Blyakharchuk_a11
89.60736944;50.269;Blyakharchuk_a12
89.60736944;50.269;Blyakharchuk_a13
89.34345278;50.22395278;Blyakharchuk_a14
89.34345278;50.22395278;Blyakharchuk_a15
89.34345278;50.22395278;Blyakharchuk_a16
95.18163333;50.61775278;Blyakharchuk_a17
95.18163333;50.61775278;Blyakharchuk_a18
95.18163333;50.61775278;Blyakharchuk_a19
95.011875;50.26944444;Blyakharchuk_a2
95.18163333;50.61775278;Blyakharchuk_a20
89.439636;54.686536;Blyakharchuk_a21
90.14975833;54.53406944;Blyakharchuk_a22
91.51354167;53.28881667;Blyakharchuk_a23
90.42433889;54.49277222;Blyakharchuk_a24
90.42433889;54.49277222;Blyakharchuk_a25
90.14975833;54.53406944;Blyakharchuk_a26
89.777;54.61336389;Blyakharchuk_a27
89.777;54.61336389;Blyakharchuk_a28
93.35510556;52.86263611;Blyakharchuk_a29
95.011875;50.26944444;Blyakharchuk_a3
93.42603333;52.80303889;Blyakharchuk_a30
93.91666667;53.66666667;Blyakharchuk_a31
93.46576389;52.47946944;Blyakharchuk_a32
93.46576389;52.47946944;Blyakharchuk_a33
93.46576389;52.47946944;Blyakharchuk_a34
95.011875;50.26944444;Blyakharchuk_a4
95.011875;50.26944444;Blyakharchuk_a5
94.80073611;51.32135278;Blyakharchuk_a6
94.71950833;51.40440833;Blyakharchuk_a7
89.46666667;50.25;Blyakharchuk_a8
89.58333333;50.25;Blyakharchuk_a9
-5.092955684;58.25269299;Bunting_b1
-5.252639904;58.07885185;Bunting_b10
-5.24933601;58.07983504;Bunting_b11
-5.087929908;58.25371336;Bunting_b2
-5.089553135;58.25277537;Bunting_b3
-5.112849666;58.26569055;Bunting_b4
-5.122902795;58.26364765;Bunting_b5
-5.127928916;58.2626259;Bunting_b6
-5.132597215;58.23824541;Bunting_b7
-5.129275231;58.23922564;Bunting_b8
-5.254414334;58.0797053;Bunting_b9
-0.58748;54.37148;Bunting_c1
-0.86575;54.47463;Bunting_c10
-0.86575;54.47463;Bunting_c11
-0.86575;54.47463;Bunting_c12
-0.86575;54.47463;Bunting_c13
-0.86575;54.47463;Bunting_c14
-0.86575;54.47463;Bunting_c15
-0.86575;54.47463;Bunting_c16
-0.86575;54.47463;Bunting_c17
-0.86575;54.47463;Bunting_c18
-0.58748;54.37148;Bunting_c2
-0.58748;54.37148;Bunting_c3
-0.58748;54.37148;Bunting_c4
-0.58748;54.37148;Bunting_c5
-0.58748;54.37148;Bunting_c6
-0.58748;54.37148;Bunting_c7
-0.58748;54.37148;Bunting_c8
-0.58748;54.37148;Bunting_c9
7.035800678;45.75103318;Champvillair_a1
6.961797597;45.68434702;Champvillair_a10
6.964062633;45.68315536;Champvillair_a11
6.966717725;45.68034369;Champvillair_a12
6.966703569;45.67740693;Champvillair_a13
6.967179417;45.67668633;Champvillair_a14
6.968454947;45.67626546;Champvillair_a15
6.975079592;45.67768483;Champvillair_a16
6.9747038;45.67796229;Champvillair_a17
6.977390203;45.68001576;Champvillair_a18
6.978913061;45.68021432;Champvillair_a19
7.039338375;45.74877458;Champvillair_a2
6.980156017;45.67939636;Champvillair_a20
6.981226536;45.67899868;Champvillair_a21
6.983489975;45.67741077;Champvillair_a22
6.985872525;45.67603646;Champvillair_a23
6.990641867;45.67297837;Champvillair_a24
6.996021706;45.67238638;Champvillair_a25
6.996710992;45.67250619;Champvillair_a26
6.998108419;45.67012378;Champvillair_a27
7.032223742;45.74533168;Champvillair_a3
7.022084747;45.74946733;Champvillair_a4
7.017582075;45.75056409;Champvillair_a5
6.96173275;45.70010237;Champvillair_a6
6.961501092;45.70079736;Champvillair_a7
6.963024022;45.68995081;Champvillair_a8
6.961694672;45.6852894;Champvillair_a9
12.83672222;37.58355556;Colombaroli_a1
13.14444444;38.02311111;Colombaroli_a10
14.86016667;37.17125;Colombaroli_a11
14.50269444;37.90041667;Colombaroli_a12
14.07152778;37.86088889;Colombaroli_a13
14.32336111;37.74866667;Colombaroli_a14
13.40036111;37.86858333;Colombaroli_a15
14.09236111;37.82744444;Colombaroli_a16
14.01991667;37.84469444;Colombaroli_a17
15.00722222;37.12125;Colombaroli_a18
13.4875;37.71819444;Colombaroli_a19
13.37661111;37.88691667;Colombaroli_a2
14.87211111;37.17922222;Colombaroli_a20
13.43472222;37.84588889;Colombaroli_a21
13.40841667;37.88625;Colombaroli_a22
14.46919444;37.99091667;Colombaroli_a23
13.40811111;37.88688889;Colombaroli_a24
14.14833333;37.89069444;Colombaroli_a25
14.86994444;37.17927778;Colombaroli_a3
12.79672222;38.04075;Colombaroli_a4
13.05375;38.13822222;Colombaroli_a5
14.0235;37.84116667;Colombaroli_a6
14.47983333;37.89691667;Colombaroli_a7
14.13072222;37.85036111;Colombaroli_a8
14.06530556;37.89658333;Colombaroli_a9
44.021;41.64;Connor_a1
44.82893333;41.81098333;Connor_a10
44.74015;41.83866667;Connor_a11
44.74015;41.83866667;Connor_a12
43.93333333;41.31666667;Connor_a13
43.93333333;41.31666667;Connor_a14
44.72156667;41.68675;Connor_a15
44.17021667;41.66033333;Connor_a16
45.321;41.574;Connor_a17
45.321;41.574;Connor_a18
45.321;41.574;Connor_a19
44.021;41.641;Connor_a2
45.321;41.574;Connor_a20
44.855;41.585;Connor_a21
44.85;41.585;Connor_a22
44.842;41.584;Connor_a23
44.72188333;41.68628333;Connor_a24
44.72146667;41.6863;Connor_a25
44.72101667;41.68641667;Connor_a26
44.72058333;41.68646667;Connor_a27
44.36666667;41.56666667;Connor_a28
44.36666667;41.56666667;Connor_a29
44.021;41.641;Connor_a3
44.36666667;41.56666667;Connor_a30
44.36666667;41.56666667;Connor_a31
44.11666667;41.53333333;Connor_a32
44.11666667;41.53333333;Connor_a33
44.11666667;41.53333333;Connor_a34
44.21403333;41.6498;Connor_a35
44.21403333;41.6498;Connor_a36
44.21403333;41.6498;Connor_a37
44.21403333;41.6498;Connor_a38
44.168;41.657;Connor_a39
43.93333333;41.31666667;Connor_a4
44.168;41.656;Connor_a40
44.168;41.655;Connor_a41
43.7;41.33333333;Connor_a42
43.7;41.33333333;Connor_a43
43.7;41.33333333;Connor_a44
43.7;41.33333333;Connor_a45
43.93333333;41.31666667;Connor_a5
43.93333333;41.31666667;Connor_a6
44.6781;41.81248333;Connor_a7
44.6781;41.81248333;Connor_a8
44.67698333;41.81258333;Connor_a9
-7.974534;37.043935;Connor_b1
-8.832389;38.02945;Connor_b10
-8.82375;38.43053;Connor_b11
-8.831389;38.42972;Connor_b12
-7.887022;37.130561;Connor_b2
-7.934192;37.241292;Connor_b3
-8.60266;37.97855;Connor_b4
-8.109223;37.257717;Connor_b5
-8.943263;37.101528;Connor_b6
-8.88489;37.2036;Connor_b7
-8.8893;37.2004;Connor_b8
-8.8305;38.02583;Connor_b9
41.7;40.1;Connor_c1
41.8012;41.863;Connor_d1
23.5218941;41.7332808;Connor_e1
25.2101482;41.4725863;Connor_e2
15.45;48.3167;Dambach_a1
15.45;48.3167;Dambach_a10
8.4856;48.4956;Dambach_a100
8.4856;48.4956;Dambach_a101
8.4856;48.4956;Dambach_a102
8.4841;48.5007;Dambach_a103
8.4841;48.5007;Dambach_a104
8.4841;48.5007;Dambach_a105
8.4841;48.5007;Dambach_a106
8.4868;48.5008;Dambach_a107
8.4868;48.5008;Dambach_a108
8.4868;48.5008;Dambach_a109
15.45;48.3167;Dambach_a11
8.4868;48.5008;Dambach_a110
8.4826;48.5015;Dambach_a111
8.4826;48.5015;Dambach_a112
8.4826;48.5015;Dambach_a113
8.4826;48.5015;Dambach_a114
8.4826;48.5015;Dambach_a115
8.4914;48.5034;Dambach_a116
8.4914;48.5034;Dambach_a117
8.4914;48.5034;Dambach_a118
8.4914;48.5034;Dambach_a119
15.45;48.3167;Dambach_a12
8.4914;48.5034;Dambach_a120
8.4914;48.5034;Dambach_a121
8.4822;48.5046;Dambach_a122
8.4822;48.5046;Dambach_a123
8.4822;48.5046;Dambach_a124
8.4822;48.5046;Dambach_a125
8.4822;48.5046;Dambach_a126
8.4829;48.5138;Dambach_a127
8.4829;48.5138;Dambach_a128
8.4829;48.5138;Dambach_a129
15.45;48.3167;Dambach_a13
8.4829;48.5138;Dambach_a130
8.4833;48.5147;Dambach_a131
8.4833;48.5147;Dambach_a132
8.4833;48.5147;Dambach_a133
8.4833;48.5147;Dambach_a134
8.4833;48.5147;Dambach_a135
8.4833;48.5147;Dambach_a136
8.4833;48.5147;Dambach_a137
8.4816;48.516;Dambach_a138
8.4816;48.516;Dambach_a139
15.45;48.3167;Dambach_a14
8.4816;48.516;Dambach_a140
8.4816;48.516;Dambach_a141
8.4816;48.516;Dambach_a142
8.4816;48.516;Dambach_a143
8.4816;48.516;Dambach_a144
8.4816;48.516;Dambach_a145
8.4568;48.5244;Dambach_a146
8.4568;48.5244;Dambach_a147
8.4568;48.5244;Dambach_a148
8.4568;48.5244;Dambach_a149
15.45;48.3167;Dambach_a15
8.4568;48.5244;Dambach_a150
8.4568;48.5244;Dambach_a151
8.4549;48.5247;Dambach_a152
8.4549;48.5247;Dambach_a153
8.4549;48.5247;Dambach_a154
8.4549;48.5247;Dambach_a155
8.4549;48.5247;Dambach_a156
8.3852;48.5294;Dambach_a157
8.3852;48.5294;Dambach_a158
8.3852;48.5294;Dambach_a159
15.45;48.3167;Dambach_a16
8.3852;48.5294;Dambach_a160
8.3852;48.5294;Dambach_a161
15.1667;48.5333;Dambach_a162
15.1667;48.5333;Dambach_a163
15.1667;48.5333;Dambach_a164
15.1667;48.5333;Dambach_a165
15.1667;48.5333;Dambach_a166
8.4919;48.5428;Dambach_a167
8.4919;48.5428;Dambach_a168
8.4919;48.5428;Dambach_a169
15.3833;48.3833;Dambach_a17
8.4919;48.5428;Dambach_a170
8.4919;48.5428;Dambach_a171
8.3632;48.5454;Dambach_a172
8.3632;48.5454;Dambach_a173
8.3632;48.5454;Dambach_a174
8.3632;48.5454;Dambach_a175
8.3632;48.5454;Dambach_a176
8.4988;48.5486;Dambach_a177
8.4988;48.5486;Dambach_a178
8.4988;48.5486;Dambach_a179
15.3833;48.3833;Dambach_a18
8.4988;48.5486;Dambach_a180
8.4988;48.5486;Dambach_a181
15.2;48.55;Dambach_a182
15.2;48.55;Dambach_a183
15.2;48.55;Dambach_a184
15.2;48.55;Dambach_a185
15.2;48.55;Dambach_a186
15.5167;48.55;Dambach_a187
15.5167;48.55;Dambach_a188
15.5167;48.55;Dambach_a189
15.3833;48.3833;Dambach_a19
15.5167;48.55;Dambach_a190
15.5167;48.55;Dambach_a191
15.5167;48.55;Dambach_a192
15.5167;48.55;Dambach_a193
15.5167;48.55;Dambach_a194
8.3555;48.5606;Dambach_a195
8.3555;48.5606;Dambach_a196
8.3555;48.5606;Dambach_a197
8.3555;48.5606;Dambach_a198
8.3555;48.5606;Dambach_a199
15.45;48.3167;Dambach_a2
15.3833;48.3833;Dambach_a20
8.3777;48.5607;Dambach_a200
8.3777;48.5607;Dambach_a201
8.3777;48.5607;Dambach_a202
8.3777;48.5607;Dambach_a203
8.3777;48.5607;Dambach_a204
8.3777;48.5607;Dambach_a205
15.15;48.5667;Dambach_a206
15.15;48.5667;Dambach_a207
15.15;48.5667;Dambach_a208
15.15;48.5667;Dambach_a209
15.3833;48.3833;Dambach_a21
15.1667;48.5667;Dambach_a210
15.1667;48.5667;Dambach_a211
15.1667;48.5667;Dambach_a212
15.1667;48.5667;Dambach_a213
15.3667;48.5667;Dambach_a214
15.3667;48.5667;Dambach_a215
15.3667;48.5667;Dambach_a216
15.3667;48.5667;Dambach_a217
15.3667;48.5667;Dambach_a218
15.3833;48.5667;Dambach_a219
15.3833;48.3833;Dambach_a22
15.3833;48.5667;Dambach_a220
15.3833;48.5667;Dambach_a221
15.3833;48.5667;Dambach_a222
15.4167;48.5667;Dambach_a223
15.4167;48.5667;Dambach_a224
15.4167;48.5667;Dambach_a225
15.4167;48.5667;Dambach_a226
15.5167;48.5667;Dambach_a227
15.5167;48.5667;Dambach_a228
15.5167;48.5667;Dambach_a229
15.3833;48.3833;Dambach_a23
15.5167;48.5667;Dambach_a230
15.5167;48.5667;Dambach_a231
8.3478;48.5692;Dambach_a232
8.3478;48.5692;Dambach_a233
